0.03333,MOT_all,cut1,,
1.3332,MOT_all,cut2,,
1.3332,MOT_mc_bg_black_00,seat100-0,,
3.49965,MOT_control_all,cut1,,
3.49965,MOT_mc_stage_color_00,b-flash,,
3.49965,MOT_mc_light_center_00,l1,,
3.49965,MOT_mc_light_under_00,l1,,
13.76529,3,1-2,,,
14.69853,3,w2,,,
14.69853,2,w2,,,
14.69853,1,2-3,,,
14.69853,2,2-3,,,
14.69853,3,2-3,,,
15.565109999999999,1,3-4,,,
15.63177,3,w3,,,
15.63177,2,w3,,,
15.665099999999999,2,3-4,,,
15.765089999999999,3,3-4,,,
16.03173,3,4-1,,,
16.131719999999998,2,4-1,,,
16.23171,1,4-1,,,
16.83165,MOT_all,cut6,,
16.83165,MOT_mc_back_00,b65-45,,
16.83165,MOT_mc_stage_color_00,b-flash,,
16.83165,MOT_mc_light_under_00,l1,,
16.83165,MOT_mc_light_up_00,l1,,
16.83165,1,j1-2,,,
16.83165,2,j1-2,,,
16.83165,3,j1-2,,,
17.63157,MOT_mc_special_02,hokori,,
17.63157,1,2-3,,,
17.63157,2,2-3,,,
17.63157,3,2-3,,,
18.564809999999998,3,w3,,,
18.564809999999998,2,w3,,,
18.564809999999998,1,w3,,,
18.69813,1,3-4,r1,,
18.69813,2,3-4,r1,,
18.69813,3,3-4,r1,,
19.23141,1,4-1,rb0,,
19.23141,2,4-1,rb0,,
19.23141,3,4-1,rb0,,
19.73136,1,1-2,r1,,
19.73136,2,1-2,r1,,
19.73136,3,1-2,r1,,
20.6646,3,w2,,,
20.6646,2,w2,,,
20.6646,1,w2,,,
21.03123,1,2-3,,,
21.03123,2,2-3,,,
21.03123,3,2-3,,,
21.96447,3,w3,,,
21.96447,2,w3,,,
21.96447,1,w3,,,
22.09779,1,lp3,rb0,,
22.09779,2,lp3,rb0,,
22.09779,3,lp3,rb0,,
22.631069999999998,1,3-4,r1,,
22.631069999999998,2,3-4,r1,,
22.631069999999998,3,3-4,r1,,
23.16435,1,4-1,,,
23.16435,2,4-1,,,
23.16435,3,4-1,,,
23.59764,1,j1-2,,,
23.59764,2,j1-2,,,
23.59764,3,j1-2,,,
24.59754,1,2-3,,,
24.59754,2,2-3,,,
24.59754,3,2-3,,,
25.53078,3,w3,,,
25.53078,2,w3,,,
25.53078,1,w3,,,
25.664099999999998,1,3-4,rb0,,
25.664099999999998,2,3-4,rb0,,
25.664099999999998,3,3-4,rb0,,
26.19738,1,4-1,r1,,
26.19738,2,4-1,r1,,
26.19738,3,4-1,r1,,
26.73066,1,1-2,rb0,,
26.73066,2,1-2,rb0,,
26.73066,3,1-2,rb0,,
27.663899999999998,3,w2,,,
27.663899999999998,2,w2,,,
27.663899999999998,1,w2,,,
27.9972,1,2-3,,,
27.9972,2,2-3,,,
27.9972,3,2-3,,,
28.930439999999997,3,w3,,,
28.930439999999997,2,w3,,,
28.930439999999997,1,w3,,,
29.330399999999997,MOT_all,cut7,,
29.330399999999997,1,sp3-4,,,
29.330399999999997,2,sp3-4,,,
29.330399999999997,3,sp3-4,,,
30.163649999999997,MOT_mc_light_center_00,l2,,
30.163649999999997,1,4-1,,b0,
30.163649999999997,2,4-1,,b0,
30.163649999999997,3,4-1,,b0,
31.09689,3,w1,,,
31.09689,2,w1,,,
31.09689,1,w1,,,
31.163549999999997,MOT_all,cut8,,
31.163549999999997,MOT_control_all,cut2,,
31.163549999999997,MOT_mc_back_00,b45-65,,
31.163549999999997,MOT_mc_stage_color_00,b-r,,
31.163549999999997,1,1-2,,f1,
31.163549999999997,2,1-2,,,D20
31.163549999999997,3,1-2,,,D40
31.39686,1,lp2,,,
32.09679,3,w2,,,
32.09679,2,w2,,,
32.696729999999995,1,2-3,l1,,
33.496649999999995,1,sj3,,,
33.9966,1,w3,,,
34.39656,1,j3-4,,,
34.76319,1,lp4,,,
35.3298,1,,l2,,
36.06306,1,4-1,lb1,,
36.296369999999996,1,,lb0,,
36.9963,1,w1,,,
37.79622,MOT_all,cut9,,
37.79622,MOT_control_all,cut3,,
37.79622,MOT_mc_stage_color_00,r-b,,
37.79622,1,,,b0,D40
37.79622,2,2-3,,f1,L0
38.02953,2,lp3,,,
39.6627,2,,l1,,
41.3292,2,3-4,lb0,,
41.562509999999996,2,lp4,,,
42.762389999999996,2,j4-1,,,
43.49565,2,j1-2,,,
43.96227,2,lp2,,,
44.9955,MOT_all,cut10,,
44.9955,MOT_control_all,cut4,,
44.9955,MOT_mc_stage_color_00,b-y,,
44.9955,2,2-3,,b0,D40
44.9955,3,2-3,,f1,L0
45.92874,3,w3,,,
45.92874,2,w3,,,
46.462019999999995,3,3-4,,,
47.16195,3,j4-1,,,
48.22851,3,w1,,,
48.29517,3,1-2,r1,,
48.528479999999995,3,lp2,,,
49.328399999999995,3,,r2,,
50.02833,MOT_mc_back_00,jet,,
50.02833,3,2-3,rwb0,,
50.36163,3,lp3,,,
51.89481,MOT_all,cut11,,
51.89481,MOT_control_all,cut5,,
51.89481,MOT_mc_stage_color_00,y-b,,
51.89481,1,1-2,,f1,L0
51.89481,3,w3,,b0,D40
52.128119999999996,1,lp2,,,
53.294669999999996,1,hj2,,,
53.794619999999995,1,j2-3,,,
54.86118,1,w3,,,
55.19448,2,3-4,,f1,L0
55.427789999999995,2,lp4,,,
56.227709999999995,2,4-1,,,
56.46102,2,lp1,,,
56.994299999999996,2,sj1,,,
57.3276,3,3-4,,f1,L0
57.49425,2,w1,,,
57.56091,3,lp4,,,
58.42749,3,4-1,,,
58.72746,MOT_mc_stage_color_00,b-out,,
58.994099999999996,MOT_mc_back_00,b65-80,,
58.994099999999996,MOT_mc_light_up_00,l2,,
58.994099999999996,1,j3-4,,,
59.36073,3,w1,,,
60.06066,1,w4,,,
60.82725,2,j1-2,,,
61.893809999999995,2,w2,,,
62.627069999999996,3,j1-2,,,
63.69363,3,w2,,,
64.09358999999999,3,sp2-3,,,
64.56021,2,sp2-3,,,
65.02683,1,sp4-1,,,
65.39345999999999,1,j1-2,,,
65.39345999999999,2,j3-4,,,
65.39345999999999,3,j3-4,,,
65.82675,MOT_control_all,cut6,,
65.82675,1,2-3,,,
66.06006,1,lp3,,,
66.46002,3,w4,,,
66.46002,2,w4,,,
66.52668,1,3-4,,,
67.3266,2,4-1,,,
67.45992,1,w4,,,
67.55991,2,lp1,,,
68.92644,2,j1-2,,,
69.993,2,w2,,,
69.993,3,4-1,,,
70.22631,3,lp1,,,
70.6596,3,1-2,,,
71.22621,1,sp4-1,,,
71.22621,2,sp2-3,,,
71.22621,3,sp2-3,,,
71.6595,1,sj1,,,
71.75949,2,sj3,,,
71.85947999999999,3,sj3,,,
72.05946,1,1-2,,,
72.05946,2,3-4,,,
72.05946,3,3-4,,,
72.45942,1,hj2,,,
72.45942,2,hj4,,,
72.45942,3,hj4,,,
72.79272,MOT_mc_back_00,b80-45,,
72.79272,MOT_mc_stage_color_00,b-flash,,
72.79272,MOT_mc_light_center_00,l3,,
72.79272,MOT_mc_light_up_00,l4,,
72.79272,MOT_mc_special_01,white,,
72.79272,MOT_mc_special_02,kirakira,,
72.95936999999999,1,j2-3,,,
72.95936999999999,2,j4-1,,,
72.95936999999999,3,j4-1,,,
73.62597,1,3-4,,,
73.62597,2,1-2,,,
73.62597,3,1-2,,,
74.22591,1,4-1,l1,,
74.22591,2,2-3,l1,,
74.22591,3,2-3,l1,,
74.45922,1,lp1,,,
74.45922,2,lp3,,,
74.45922,3,lp3,,,
75.39246,1,,lb0,,
75.39246,2,,lb0,,
75.39246,3,,lb0,,
76.45902,1,j1-2,r1,,
76.45902,2,j3-4,r1,,
76.45902,3,j3-4,r1,,
77.19228,1,2-3,rb0,,
77.19228,2,4-1,rb0,,
77.19228,3,4-1,rb0,,
77.42559,1,lp3,,,
77.42559,2,lp1,,,
77.42559,3,lp1,,,
78.09219,1,3-4,,,
78.52548,2,1-2,,,
78.95877,3,1-2,,,
79.02543,1,w4,,,
79.3254,1,sp4-1,,,
79.3254,2,sp2-3,,,
79.3254,3,sp2-3,,,
79.72536,1,j1-2,,,
79.72536,2,j3-4,,,
79.72536,3,j3-4,,,
80.15865,2,4-1,,f2,
80.39196,2,lp1,,,
80.69193,2,,l1,,
80.79191999999999,3,w4,,,
80.79191999999999,1,w2,,,
81.25854,2,1-2,,,
81.49185,2,lp2,,,
82.12512,2,j2-3,,,
82.62507,2,3-4,lb0,,
83.45832,3,4-1,,f2,
83.55830999999999,2,w4,,,
83.69162999999999,3,lp1,,,
84.45822,3,,r1,,
84.95817,3,sp1-2,rb0,,
85.69143,3,hj2,,,
86.25804,3,2-3,,,
86.658,1,2-3,r1,,
86.658,2,4-1,r1,,
86.658,3,3-4,r1,,
87.09129,1,3-4,rb0,,
87.09129,2,1-2,rb0,,
87.09129,3,4-1,rb0,,
87.55790999999999,1,4-1,,,
87.55790999999999,2,2-3,,,
87.55790999999999,3,1-2,,,
88.22451,1,1-2,,f2,
88.22451,2,3-4,,b1,
88.22451,3,2-3,,b1,
88.75779,1,j2-3,,,
88.75779,2,j4-1,,,
88.75779,3,j3-4,,,
89.29106999999999,1,3-4,,,
89.29106999999999,2,1-2,,,
89.29106999999999,3,4-1,,,
90.22431,3,w1,,,
90.22431,2,w2,,,
90.22431,1,w4,,,
90.3243,1,4-1,,,
90.3243,2,2-3,,,
90.3243,3,1-2,,,
90.55761,1,lp1,,,
90.55761,2,lp3,,,
90.55761,3,lp2,,,
91.9908,3,2-3,,,
92.42408999999999,2,3-4,,,
92.85737999999999,1,1-2,,,
92.92403999999999,3,w3,,,
93.22400999999999,1,j2-3,,,
93.22400999999999,2,j4-1,,,
93.22400999999999,3,j3-4,,,
93.55731,1,3-4,,,
93.55731,2,1-2,,,
93.55731,3,4-1,,,
93.79061999999999,1,lp4,,,
93.79061999999999,2,lp2,,,
93.79061999999999,3,lp1,,,
95.09049,1,4-1,,,
95.09049,2,2-3,,,
95.09049,3,1-2,,,
95.32379999999999,1,lp1,,,
95.32379999999999,2,lp3,,,
95.32379999999999,3,lp2,,,
95.9904,1,sp1-2,,,
95.9904,2,sp3-4,,,
95.9904,3,sp2-3,,,
96.49034999999999,1,j2-3,,,
96.49034999999999,2,j4-1,,,
96.49034999999999,3,j3-4,,,
97.3236,1,3-4,,,
97.3236,2,1-2,,,
97.3236,3,4-1,,,
97.55691,1,lp4,,,
97.55691,2,lp2,,,
97.55691,3,lp1,,,
98.82345,1,4-1,,,
98.82345,2,2-3,,,
98.82345,3,1-2,,,
99.05676,1,lp1,,,
99.05676,2,lp3,,,
99.05676,3,lp2,,,
100.45662,1,j1-2,,,
100.45662,2,j3-4,,,
100.45662,3,j2-3,,,
101.52318,3,w3,,,
101.52318,2,w4,,,
101.52318,1,w2,,,
101.85647999999999,1,2-3,,,
102.08979,2,4-1,,,
102.08979,3,3-4,,,
102.68973,1,3-4,,,
102.68973,2,1-2,,,
102.68973,3,4-1,,,
102.92304,MOT_mc_stage_color_00,r-flash,,
102.92304,1,hj4,,,
102.92304,2,hj2,,,
102.92304,3,hj1,,,
103.9896,1,4-1,,,
104.15625,3,w1,,,
104.15625,2,w2,,,
104.28957,1,lp1,,,
104.95617,1,j1-2,,,
105.55610999999999,1,lp2,,,
105.82275,2,2-3,,f2,
106.25604,3,1-2,,f2,
106.68933,1,sj2,,,
106.68933,2,sp3-4,,,
106.68933,3,sp2-3,,,
107.05596,1,sp2-3,,,
107.55591,1,hj3,,,
107.55591,2,hj4,,,
107.55591,3,hj3,,,
107.95586999999999,MOT_control_all,cut7,,
108.05586,1,3-4,,,
108.05586,2,4-1,,,
108.05586,3,3-4,,,
108.28917,1,lp4,,,
108.28917,2,lp1,,,
108.28917,3,lp4,,,
109.02243,1,4-1,r1,,
109.02243,2,1-2,r1,,
109.02243,3,4-1,r1,,
109.55570999999999,1,1-2,rb0,,
109.55570999999999,2,2-3,rb0,,
109.55570999999999,3,1-2,rb0,,
110.08899,1,2-3,r1,,
110.08899,2,3-4,r1,,
110.08899,3,2-3,r1,,
111.02223,3,w3,,,
111.02223,2,w4,,,
111.02223,1,w3,,,
111.42219,1,3-4,,,
111.42219,2,4-1,,,
111.42219,3,3-4,,,
111.65549999999999,1,lp4,,,
111.65549999999999,2,lp1,,,
111.65549999999999,3,lp4,,,
112.52207999999999,1,lp4,rb0,,
112.52207999999999,2,lp1,rb0,,
112.52207999999999,3,lp4,rb0,,
113.05536,1,4-1,r1,,
113.05536,2,1-2,r1,,
113.05536,3,4-1,r1,,
113.58864,1,1-2,,,
113.58864,2,2-3,,,
113.58864,3,1-2,,,
114.02193,1,j2-3,,,
114.02193,2,j3-4,,,
114.02193,3,j2-3,,,
114.92183999999999,1,3-4,,,
114.92183999999999,2,4-1,,,
114.92183999999999,3,3-4,,,
115.85508,3,w4,,,
115.85508,2,w1,,,
115.85508,1,w4,,,
116.02172999999999,1,4-1,rb0,,
116.02172999999999,2,1-2,rb0,,
116.02172999999999,3,4-1,rb0,,
116.55501,1,1-2,r1,,
116.55501,2,2-3,r1,,
116.55501,3,1-2,r1,,
117.08829,1,2-3,rb0,,
117.08829,2,3-4,rb0,,
117.08829,3,2-3,rb0,,
118.02153,3,w3,,,
118.02153,2,w4,,,
118.02153,1,w3,,,
118.3215,1,3-4,,,
118.3215,2,4-1,,,
118.3215,3,3-4,,,
119.25474,3,w4,,,
119.25474,2,w1,,,
119.25474,1,w4,,,
119.72135999999999,MOT_all,cut12,,
119.72135999999999,1,sp4-1,,,
119.72135999999999,2,sp1-2,,,
119.72135999999999,3,sp4-1,,,
120.48795,1,hj1,,,
120.55461,2,hj2,,,
120.55461,3,hj1,,,
121.08789,MOT_mc_back_00,b45-80,,
121.08789,MOT_mc_light_center_00,l4,,
121.48785,MOT_all,cut13,,
121.72116,1,w1,,,
121.78782,3,w1,,,
121.78782,2,w2,,,
121.85448,1,1-2,,,
121.85448,2,2-3,,,
121.85448,3,1-2,,,
121.85448,2,3-4,r1,,
121.85448,3,2-3,l1,,
122.08779,1,lp2,,,
122.08779,2,lp4,,,
122.08779,3,lp3,,,
124.02092999999999,1,2-3,,,
124.02092999999999,2,4-1,,,
124.02092999999999,3,3-4,,,
124.95416999999999,3,w4,,,
124.95416999999999,2,w1,,,
124.95416999999999,1,w3,,,
