time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
73.667,2,2,,,,,-9,0.36
73.667,3,3,,,,,9,0.36
73.667,4,4,,,,,-18,0.28
73.667,5,5,,,,,18,0.28
88.305,,1,,MasterOut,0.05,0,,
88.305,,1,,BUS_0007,0.2,0,,
88.305,,2,,MasterOut,0.05,0,,
88.305,,2,,BUS_0007,0.2,0,,
88.305,,3,,MasterOut,0.05,0,,
88.305,,3,,BUS_0007,0.2,0,,
88.305,,4,,MasterOut,0.05,0,,
88.305,,4,,BUS_0007,0.2,0,,
88.305,,5,,MasterOut,0.05,0,,
88.305,,5,,BUS_0007,0.2,0,,
88.505,,2,,MasterOut,0,1,,
88.505,,2,,BUS_0007,0,0.1,,
88.505,2,2,,,,,0,0.81
91.836,,1,,MasterOut,0,1,,
91.836,,1,,BUS_0007,0,0.1,,
91.836,,2,,MasterOut,0,1,,
91.836,,2,,BUS_0007,0,0.1,,
91.836,,3,,MasterOut,0,1,,
91.836,,3,,BUS_0007,0,0.1,,
91.836,,4,,MasterOut,0,1,,
91.836,,4,,BUS_0007,0,0.1,,
91.836,,5,,MasterOut,0,1,,
91.836,,5,,BUS_0007,0,0.1,,
91.836,1,1,,,,,0,0.51
91.836,2,2,,,,,-9,0.36
91.836,3,3,,,,,9,0.36
91.836,4,4,,,,,-18,0.28
91.836,5,5,,,,,18,0.28
100.141,,1,,MasterOut,0.05,0,,
100.141,,1,,BUS_0007,0.2,0,,
100.141,,2,,MasterOut,0.05,0,,
100.141,,2,,BUS_0007,0.2,0,,
100.141,,3,,MasterOut,0.05,0,,
100.141,,3,,BUS_0007,0.2,0,,
100.141,,4,,MasterOut,0.05,0,,
100.141,,4,,BUS_0007,0.2,0,,
100.141,,5,,MasterOut,0.05,0,,
100.141,,5,,BUS_0007,0.2,0,,
100.273,,5,,MasterOut,0,1,,
100.273,,5,,BUS_0007,0,0.1,,
100.273,5,5,,,,,0,0.81
103.235,,5,,MasterOut,0.05,0,,
103.235,,5,,BUS_0007,0.2,0,,
103.592,,1,,MasterOut,0,1,,
103.592,,1,,BUS_0007,0,0.1,,
103.592,,2,,MasterOut,0,1,,
103.592,,2,,BUS_0007,0,0.1,,
103.592,,3,,MasterOut,0,1,,
103.592,,3,,BUS_0007,0,0.1,,
103.592,,4,,MasterOut,0,1,,
103.592,,4,,BUS_0007,0,0.1,,
103.592,,5,,MasterOut,0,1,,
103.592,,5,,BUS_0007,0,0.1,,
103.592,1,1,,,,,0,0.51
103.592,2,2,,,,,-9,0.36
103.592,3,3,,,,,9,0.36
103.592,4,4,,,,,-18,0.28
103.592,5,5,,,,,18,0.28
