0.03333,MOT_all,cut1,,
2.4997499999999997,MOT_control_all,zoom1,,
33.42999,1,1-2,,f1,
33.42999,2,4-1,l1,,
33.496649999999995,MOT_mc_stage_color_00,y-flash,,
33.76329,1,lp2,,,
33.76329,2,lp1,,,
34.42989,1,2-3,,,
34.42989,2,1-2,,,
34.76319,MOT_control_all,zoom9,,
34.76319,1,3-4,rb0,,
34.76319,2,2-3,lb0,,
34.86318,MOT_mc_stage_color_00,b-flash,,
35.096489999999996,1,lp4,,,
35.096489999999996,2,lp3,,,
36.16305,1,,,,D20
36.16305,2,,,,D20
36.16305,MOT_mc_stage_color_00,r-flash,,
36.16305,1,4-1,,b0,
36.16305,2,3-4,,b0,
36.82965,2,4-1,,,
36.86298,MOT_mc_stage_color_00,b-flash,,
37.02963,1,1-2,,,
37.129619999999996,MOT_mc_stage_color_00,r-flash,,
37.3296,MOT_control_all,zoom10,,
37.36293,1,,,,L0
37.36293,2,,,,L0
37.36293,1,2-3,,f1,
37.36293,2,1-2,,f1,
37.529579999999996,MOT_mc_stage_color_00,b-flash,,
38.02953,1,j3-4,,,
38.22951,MOT_mc_stage_color_00,b-flash,,
38.29617,2,w2,,,
38.362829999999995,2,j2-3,,,
38.86278,1,4-1,,,
38.86278,2,3-4,,,
38.96277,MOT_mc_stage_color_00,y-flash,,
39.196079999999995,1,1-2,r1,,
39.196079999999995,2,4-1,l1,,
39.29607,MOT_mc_stage_color_00,b-flash,,
39.529379999999996,1,j2-3,,,
39.529379999999996,2,j1-2,,,
39.6627,MOT_mc_stage_color_00,r-flash,,
40.16265,1,3-4,r2,,
40.16265,2,2-3,l2,,
40.19598,MOT_mc_stage_color_00,b-flash,,
40.46262,1,4-1,,,
40.46262,2,3-4,,,
40.829249999999995,1,sp1-2,,,
40.829249999999995,2,sp4-1,,,
40.89591,MOT_mc_stage_color_00,b-flash,,
41.52918,1,hj2,,,
41.52918,2,hj1,,,
41.595839999999995,MOT_mc_stage_color_00,y-flash,,
42.19578,1,2-3,rb1,,
42.19578,2,1-2,lb1,,
42.29577,MOT_mc_stage_color_00,b-flash,,
42.56241,1,3-4,rb0,,
42.56241,2,2-3,lb0,,
43.12902,MOT_control_all,zoom11,,
43.162349999999996,2,,,,D20
43.162349999999996,1,j4-1,,,
43.162349999999996,2,3-4,,b0,
43.162349999999996,2,sort,-500,
43.29567,MOT_mc_stage_color_00,r-flash,,
43.82895,1,1-2,l1,,
44.09559,2,w4,,,
44.462219999999995,1,2-3,,,
44.72886,MOT_mc_stage_color_00,b-flash,,
44.92884,1,3-4,lb0,,
45.595439999999996,1,j4-1,,,
45.595439999999996,2,4-1,,,
45.662099999999995,MOT_mc_stage_color_00,y-flash,,
46.22871,1,1-2,,,
46.29537,MOT_mc_stage_color_00,b-flash,,
46.52868,2,w1,,,
46.96197,MOT_mc_stage_color_00,r-flash,,
46.96197,1,2-3,r1,,
46.96197,2,1-2,,,
47.52858,MOT_mc_stage_color_00,b-flash,,
47.52858,1,3-4,rb0,,
47.89521,2,w2,,,
48.028529999999996,MOT_control_all,zoom12,,
48.061859999999996,2,,,,L0
48.061859999999996,1,j4-1,,,
48.061859999999996,2,2-3,,f1,
48.3285,MOT_mc_stage_color_00,b-flash,,
48.495149999999995,1,1-2,l1,,
48.495149999999995,2,3-4,l1,,
48.62847,MOT_mc_stage_color_00,r-flash,,
48.928439999999995,1,j2-3,,,
48.928439999999995,2,j4-1,,,
48.96177,MOT_mc_stage_color_00,b-flash,,
49.49505,1,3-4,lb0,,
49.49505,2,1-2,lb0,,
49.62837,MOT_mc_stage_color_00,r-flash,,
49.82835,1,4-1,,,
49.82835,2,2-3,,,
50.19498,1,j1-2,,,
50.19498,2,j3-4,,,
50.36163,MOT_mc_stage_color_00,y-flash,,
50.79492,1,2-3,,,
50.79492,2,4-1,,,
50.894909999999996,MOT_mc_stage_color_00,b-flash,,
51.16155,2,j1-2,,,
51.26154,MOT_mc_stage_color_00,y-flash,,
51.52818,1,j3-4,,,
51.62817,MOT_mc_stage_color_00,b-flash,,
52.161449999999995,1,4-1,,,
52.161449999999995,2,2-3,,,
52.3281,MOT_mc_stage_color_00,r-flash,,
52.561409999999995,1,1-2,l1,,
52.561409999999995,2,3-4,r1,,
52.994699999999995,1,2-3,lb0,,
52.994699999999995,2,4-1,rb0,,
53.06136,MOT_mc_stage_color_00,b-flash,,
53.727959999999996,1,3-4,,,
53.727959999999996,2,1-2,,,
53.794619999999995,MOT_mc_stage_color_00,y-flash,,
54.227909999999994,1,j4-1,,,
54.227909999999994,2,j2-3,,,
54.46122,MOT_mc_stage_color_00,r-flash,,
54.69453,1,lp1,,,
54.69453,2,lp3,,,
55.89441,MOT_control_all,zoom13,,
55.92774,1,1-2,,b0,
55.92774,2,j3-4,,,
55.92774,1,sort,-500,
55.9944,1,,,,D20
55.9944,MOT_mc_stage_color_00,b-flash,,
56.42769,2,4-1,l1,,
56.46102,MOT_mc_stage_color_00,b-flash,,
56.76099,2,lp1,,,
56.86098,1,w2,,,
57.29427,1,2-3,,,
57.29427,2,1-2,lb0,,
57.360929999999996,MOT_mc_stage_color_00,r-flash,,
57.62757,2,j2-3,,,
57.72756,MOT_mc_stage_color_00,y-flash,,
58.227509999999995,1,w3,,,
58.36083,MOT_control_all,zoom14,,
58.39416,1,,,,L0
58.39416,2,,,,D20
58.39416,1,3-4,,f1,
58.39416,2,3-4,,b0,
58.39416,2,sort,-500,
58.46082,MOT_mc_stage_color_00,b-flash,,
58.96077,1,j4-1,,,
59.094089999999994,MOT_mc_stage_color_00,r-flash,,
59.3274,2,w4,,,
59.72736,MOT_control_all,zoom15,,
59.76069,1,,,,D20
59.76069,2,,,,L0
59.76069,1,1-2,,b0,
59.76069,2,4-1,,f1,
59.76069,1,sort,-500,
59.794019999999996,MOT_mc_stage_color_00,b-flash,,
60.327299999999994,2,j1-2,,,
60.46062,MOT_mc_stage_color_00,r-flash,,
60.693929999999995,1,w2,,,
60.96057,MOT_control_all,zoom16,,
60.9939,1,,,,L0
60.9939,1,2-3,,f1,
60.9939,2,j2-3,,,
61.127219999999994,MOT_mc_stage_color_00,b-flash,,
61.6605,1,3-4,,,
61.6605,2,3-4,,,
61.69383,MOT_mc_stage_color_00,b-flash,,
62.06046,MOT_control_all,zoom17,,
62.06046,1,sp4-1,,,
62.06046,2,sp4-1,,,
62.227109999999996,MOT_mc_stage_color_00,y-flash,,
63.027029999999996,1,j1-2,,,
63.027029999999996,2,j1-2,,,
63.160349999999994,MOT_mc_stage_color_00,b-flash,,
63.9936,MOT_control_all,zoom18,,
63.9936,1,2-3,,,
63.9936,2,2-3,,,
64.09358999999999,MOT_mc_stage_color_00,b-flash,,
64.29357,1,3-4,r1,,
64.29357,2,3-4,l1,,
64.42689,MOT_mc_stage_color_00,r-flash,,
64.69353,2,j4-1,,,
64.92684,MOT_mc_stage_color_00,b-flash,,
65.02683,1,j4-1,,,
65.42679,1,1-2,,,
65.42679,2,1-2,,,
65.76008999999999,1,2-3,,,
65.76008999999999,2,2-3,,,
65.79342,MOT_mc_stage_color_00,b-flash,,
65.79342,MOT_control_all,zoom19,,
66.42669,1,j3-4,,,
66.42669,2,j3-4,,,
66.49334999999999,MOT_mc_stage_color_00,y-flash,,
67.19328,1,4-1,rb0,,
67.19328,2,4-1,lb0,,
67.25994,MOT_mc_stage_color_00,b-flash,,
67.3266,MOT_control_all,zoom20,,
67.52658,1,lp1,,,
67.52658,2,lp1,,,
68.69313,1,,,,D20
68.69313,2,,,,D20
68.69313,1,1-2,,b0,
68.69313,2,1-2,,b0,
69.62637,2,w2,,,
69.62637,1,w2,,,
69.85968,1,j2-3,,,
69.85968,2,j2-3,,,
69.92634,MOT_mc_stage_color_00,r-flash,,
70.92623999999999,2,w3,,,
70.92623999999999,1,w3,,,
71.22621,1,j3-4,,,
71.22621,2,j3-4,,,
71.25954,MOT_mc_stage_color_00,y-flash,,
72.29276999999999,2,w4,,,
72.29276999999999,1,w4,,,
72.35943,1,,,,L0
72.35943,MOT_control_all,zoom21,,
72.35943,1,4-1,,f1,
72.62607,2,,,,L0
72.62607,MOT_mc_stage_color_00,b-flash,,
72.62607,2,4-1,,f1,
72.69273,MOT_mc_light_up_00,petal,,
72.95936999999999,1,1-2,,,
72.95936999999999,2,1-2,,,
73.39265999999999,1,sp2-3,,,
73.39265999999999,2,sp2-3,,,
73.85928,1,j3-4,,,
73.85928,2,j3-4,,,
73.89260999999999,MOT_mc_stage_color_00,r-flash,,
74.52588,1,4-1,l1,,
74.52588,2,4-1,r1,,
74.55921,MOT_mc_stage_color_00,b-flash,,
75.09249,1,1-2,,,
75.09249,2,1-2,,,
75.15915,MOT_mc_stage_color_00,y-flash,,
75.42578999999999,1,2-3,lb0,,
75.42578999999999,2,2-3,rb0,,
75.79241999999999,1,j3-4,,,
75.79241999999999,2,j3-4,,,
75.82575,MOT_mc_stage_color_00,b-flash,,
76.49235,1,4-1,r1,,
76.49235,2,4-1,l1,,
76.55901,MOT_mc_stage_color_00,y-flash,,
76.79231999999999,1,1-2,,,
76.79231999999999,2,1-2,,,
76.89231,MOT_mc_stage_color_00,b-flash,,
77.09228999999999,1,j2-3,,,
77.09228999999999,2,j2-3,,,
77.22561,MOT_mc_stage_color_00,r-flash,,
77.52557999999999,MOT_control_all,zoom22,,
77.52557999999999,1,3-4,rb0,,
77.52557999999999,2,3-4,lb0,,
77.6589,MOT_mc_stage_color_00,b-flash,,
78.15885,1,hj4,,,
78.15885,2,hj4,,,
78.32549999999999,MOT_mc_stage_color_00,b-flash,,
78.85878,1,4-1,,,
79.02543,MOT_mc_stage_color_00,y-flash,,
79.15875,2,4-1,,,
79.52538,1,1-2,l1,,
79.52538,2,1-2,r1,,
79.92533999999999,1,j2-3,,,
79.92533999999999,2,j2-3,,,
80.02533,MOT_mc_stage_color_00,b-flash,,
80.62527,1,j3-4,,,
80.62527,2,j3-4,,,
80.72525999999999,MOT_mc_stage_color_00,r-flash,,
81.22520999999999,1,hj4,,,
81.22520999999999,2,hj4,,,
81.35853,MOT_mc_stage_color_00,y-flash,,
81.92514,1,4-1,lb0,,
81.92514,2,4-1,rb0,,
82.02512999999999,MOT_mc_stage_color_00,b-flash,,
82.45841999999999,1,j1-2,,,
82.45841999999999,2,j1-2,,,
82.59174,MOT_mc_stage_color_00,b-flash,,
83.02503,MOT_all,cut2,,
83.15835,MOT_control_all,zoom22_1,,
83.19167999999999,1,2-3,l1,,
83.19167999999999,2,2-3,l1,,
83.25833999999999,MOT_mc_stage_color_00,b-flash,,
83.55830999999999,1,3-4,,,
83.55830999999999,2,3-4,,,
83.62496999999999,MOT_mc_stage_color_00,y-flash,,
83.6583,MOT_control_all,zoom23,,
83.92493999999999,1,4-1,lb0,,
83.92493999999999,2,4-1,lb0,,
83.99159999999999,MOT_mc_stage_color_00,r-flash,,
84.52488,2,j1-2,,,
84.72485999999999,MOT_mc_stage_color_00,b-flash,,
84.85817999999999,1,w1,,,
84.89151,1,j1-2,,,
85.25814,MOT_mc_stage_color_00,r-flash,,
85.25814,1,2-3,,,
85.25814,2,2-3,,,
85.82475,1,3-4,r1,,
85.82475,2,3-4,r1,,
85.92474,MOT_mc_stage_color_00,b-flash,,
86.19138,1,4-1,,,
86.19138,2,4-1,,,
86.29137,MOT_mc_stage_color_00,r-flash,,
86.55801,1,1-2,rb0,,
86.55801,2,1-2,rb0,,
86.658,MOT_mc_stage_color_00,y-flash,,
87.22461,1,sp2-3,,,
87.22461,2,sp2-3,,,
87.39126,MOT_mc_stage_color_00,b-flash,,
87.92454,1,j3-4,,,
88.05785999999999,MOT_mc_stage_color_00,y-flash,,
88.19118,2,j3-4,,,
88.59114,1,4-1,,,
88.59114,2,4-1,,,
88.6578,MOT_mc_stage_color_00,b-flash,,
89.15775,1,j1-2,,,
89.15775,2,j1-2,,,
89.3244,MOT_mc_stage_color_00,r-flash,,
89.65769999999999,1,lp2,,,
89.65769999999999,2,lp2,,,
90.89090999999999,1,2-3,l1,,
90.89090999999999,2,2-3,r1,,
91.02423,MOT_mc_stage_color_00,b-flash,,
91.25753999999999,MOT_control_all,zoom24,,
91.25753999999999,1,j3-4,,,
91.25753999999999,2,j3-4,,,
91.42419,MOT_mc_stage_color_00,b-flash,,
91.72416,1,lp4,,,
91.72416,2,lp4,,,
92.29077,1,4-1,lb0,,
92.29077,2,4-1,rb0,,
92.35743,MOT_mc_stage_color_00,r-flash,,
92.62406999999999,1,j1-2,,,
92.62406999999999,2,j1-2,,,
92.75739,MOT_mc_stage_color_00,y-flash,,
93.39066,MOT_mc_stage_color_00,b-flash,,
93.39066,1,2-3,l1,,
93.39066,2,2-3,l1,,
93.9906,1,3-4,lb0,,
93.9906,2,3-4,lb0,,
94.12392,MOT_mc_stage_color_00,r-flash,,
94.72386,1,4-1,r1,,
94.72386,2,4-1,r1,,
94.82385,MOT_mc_stage_color_00,b-flash,,
95.29047,1,1-2,rb0,,
95.29047,2,1-2,rb0,,
95.45711999999999,MOT_mc_stage_color_00,r-flash,,
95.92374,1,j2-3,,,
95.92374,2,j2-3,,,
96.12371999999999,MOT_mc_stage_color_00,b-flash,,
96.62366999999999,1,3-4,,,
96.62366999999999,2,3-4,,,
96.75699,MOT_mc_stage_color_00,b-flash,,
97.05695999999999,1,4-1,,,
97.05695999999999,2,4-1,,,
97.25694,MOT_mc_stage_color_00,y-flash,,
97.42358999999999,1,lp1,,,
97.42358999999999,2,lp1,,,
97.92354,1,j1-2,,,
97.92354,2,j1-2,,,
97.9902,MOT_mc_stage_color_00,b-flash,,
98.39016,1,lp2,,,
98.39016,2,lp2,,,
98.9901,MOT_control_all,zoom25,,
99.02342999999999,2,j2-3,,,
99.12342,MOT_mc_stage_color_00,b-flash,,
99.32339999999999,1,j2-3,,,
99.39005999999999,MOT_mc_stage_color_00,r-flash,,
99.82334999999999,1,hj3,,,
99.82334999999999,2,hj3,,,
99.92334,MOT_mc_stage_color_00,b-flash,,
100.75658999999999,MOT_control_all,zoom26,,
100.75658999999999,1,j3-4,,,
100.75658999999999,2,j3-4,,,
100.82325,MOT_mc_stage_color_00,b-flash,,
101.42318999999999,1,sp4-1,,,
101.42318999999999,2,sp4-1,,,
101.48984999999999,MOT_mc_stage_color_00,y-flash,,
102.08979,MOT_control_all,zoom27,,
102.15644999999999,1,hj1,,,
102.15644999999999,2,hj1,,,
102.18978,MOT_mc_stage_color_00,b-flash,,
102.82305,1,lp1,,,
102.82305,2,lp1,,,
103.92294,1,j1-2,,,
103.92294,2,j1-2,,,
104.15625,MOT_mc_stage_color_00,b-flash,,
104.72286,1,2-3,,,
104.72286,2,2-3,,,
104.88951,MOT_mc_stage_color_00,r-flash,,
105.05615999999999,1,lp3,,,
105.05615999999999,2,lp3,,,
105.98939999999999,MOT_control_all,zoom28,,
106.08939,1,3-4,,,
106.08939,2,3-4,,,
106.3227,MOT_mc_stage_color_00,b-flash,,
106.75599,1,j4-1,,,
106.75599,2,j4-1,,,
106.92264,MOT_mc_stage_color_00,y-flash,,
107.52257999999999,1,1-2,,,
107.52257999999999,2,1-2,,,
107.58923999999999,MOT_mc_stage_color_00,r-flash,,
108.08919,1,j2-3,,,
108.08919,2,j2-3,,,
108.18918,MOT_mc_stage_color_00,b-flash,,
108.48915,MOT_control_all,zoom29,,
108.55581,1,lp3,,,
108.55581,2,lp3,,,
110.15565,1,j3-4,,,
110.15565,2,j3-4,,,
110.28896999999999,MOT_mc_stage_color_00,r-flash,,
110.58894,2,j4-1,,,
110.65559999999999,MOT_mc_stage_color_00,b-flash,,
110.92223999999999,1,j4-1,,,
111.02223,MOT_mc_stage_color_00,y-flash,,
111.52217999999999,MOT_mc_stage_color_00,b-flash,,
111.52217999999999,1,1-2,,,
111.52217999999999,2,1-2,,,
112.18878,1,j2-3,,,
112.18878,2,j2-3,,,
112.32209999999999,MOT_mc_stage_color_00,r-flash,,
112.88870999999999,1,3-4,,,
112.88870999999999,2,3-4,,,
112.95537,MOT_mc_stage_color_00,b-flash,,
113.25533999999999,1,4-1,,,
113.32199999999999,MOT_mc_stage_color_00,r-flash,,
113.55530999999999,2,4-1,,,
113.62196999999999,MOT_mc_stage_color_00,b-flash,,
113.92193999999999,1,1-2,,,
113.92193999999999,2,1-2,,,
114.3219,1,2-3,,,
114.3219,2,2-3,,,
114.35522999999999,MOT_mc_stage_color_00,y-flash,,
114.68853,2,j3-4,,,
114.75519,MOT_mc_stage_color_00,b-flash,,
115.05516,1,j3-4,,,
115.15514999999999,MOT_mc_stage_color_00,r-flash,,
115.62177,1,sp4-1,,,
115.62177,2,sp4-1,,,
115.65509999999999,MOT_mc_stage_color_00,b-flash,,
116.32169999999999,MOT_mc_stage_color_00,b-flash,,
116.85498,1,j1-2,,,
116.85498,2,j1-2,,,
116.9883,MOT_mc_stage_color_00,y-flash,,
117.45492,2,j2-3,,,
117.6549,MOT_mc_stage_color_00,r-flash,,
117.68822999999999,1,j2-3,,,
117.88821,MOT_mc_stage_color_00,y-flash,,
118.15485,1,,,,D20
118.15485,2,,,,D20
118.15485,MOT_mc_stage_color_00,b-flash,,
118.15485,1,3-4,,b0,
118.15485,2,3-4,,b0,
119.08809,2,w4,,,
119.08809,1,w4,,,
