0.03333,MOT_control_all,over1,,
24.36423,2,lp4,,
24.36423,3,lp4,,
24.36423,4,lp4,,
24.36423,5,lp4,,
25.36413,1,4-1,,
25.36413,2,4-1,,
25.36413,3,4-1,,
25.36413,4,4-1,,
25.36413,5,4-1,,
25.897409999999997,1,sj1,,
25.897409999999997,2,sj1,,
25.897409999999997,3,sj1,,
25.897409999999997,4,sj1,,
25.897409999999997,5,sj1,,
26.39736,5,w1,,
26.39736,4,w1,,
26.39736,3,w1,,
26.39736,2,w1,,
26.39736,1,w1,,
26.53068,1,lp1,,
26.53068,2,lp1,,
26.53068,3,lp1,,
26.53068,4,lp1,,
26.53068,5,lp1,,
27.79722,MOT_mc_stage_color_00,y-flash,,
27.79722,1,1-2,,
27.79722,2,1-2,,
27.79722,3,1-2,,
27.79722,4,1-2,,
27.79722,5,1-2,,
28.330499999999997,MOT_mc_stage_color_00,b-flash,,
28.330499999999997,1,2-3,,
28.330499999999997,2,2-3,,
28.330499999999997,3,2-3,,
28.330499999999997,4,2-3,,
28.330499999999997,5,2-3,,
28.79712,MOT_mc_stage_color_00,r-flash,,
28.79712,1,3-4,,
28.79712,2,3-4,,
28.79712,3,3-4,,
28.79712,4,3-4,,
28.79712,5,3-4,,
29.730359999999997,5,w4,,
29.730359999999997,4,w4,,
29.730359999999997,3,w4,,
29.730359999999997,2,w4,,
29.730359999999997,1,w4,,
29.76369,MOT_mc_stage_color_00,y-flash,,
29.76369,1,j4-1,,
29.76369,2,j4-1,,
29.76369,3,j4-1,,
29.76369,4,j4-1,,
29.76369,5,j4-1,,
30.363629999999997,1,1-2,,
30.363629999999997,2,1-2,,
30.363629999999997,3,1-2,,
30.363629999999997,4,1-2,,
30.363629999999997,5,1-2,,
30.86358,MOT_mc_stage_color_00,b-flash,,
30.86358,1,2-3,,
30.86358,2,2-3,,
30.86358,3,2-3,,
30.86358,4,2-3,,
30.86358,5,2-3,,
31.363529999999997,1,sj3,,
31.363529999999997,2,sj3,,
31.363529999999997,3,sj3,,
31.363529999999997,4,sj3,,
31.363529999999997,5,sj3,,
31.86348,5,w3,,
31.86348,4,w3,,
31.86348,3,w3,,
31.86348,2,w3,,
31.86348,1,w3,,
32.39676,MOT_mc_light_up_00,l3,,
32.39676,MOT_mc_light_center_00,l3,,
32.39676,1,lp3,,
32.39676,2,lp3,,
32.39676,3,lp3,,
32.39676,4,lp3,,
32.39676,5,lp3,,
33.82995,1,3-4,,
33.82995,2,3-4,,
33.82995,3,3-4,,
33.82995,4,3-4,,
33.82995,5,3-4,,
34.263239999999996,1,4-1,,
34.263239999999996,2,4-1,,
34.263239999999996,3,4-1,,
34.263239999999996,4,4-1,,
34.263239999999996,5,4-1,,
34.86318,1,1-2,,
34.86318,2,1-2,,
34.86318,3,1-2,,
34.86318,4,1-2,,
34.86318,5,1-2,,
35.26314,1,2-3,,
35.26314,2,2-3,,
35.26314,3,2-3,,
35.26314,4,2-3,,
35.26314,5,2-3,,
35.79642,MOT_mc_stage_color_00,r-flash,,
35.79642,1,lp3,,
35.79642,2,lp3,,
35.79642,3,lp3,,
35.79642,4,lp3,,
35.79642,5,lp3,,
35.82975,MOT_control_all,over5,,
37.79622,1,j3-4,,
37.79622,2,j3-4,,
37.79622,3,j3-4,,
37.79622,4,j3-4,,
37.79622,5,j3-4,,
38.52948,1,4-1,,
38.52948,2,4-1,,
38.52948,3,4-1,,
38.52948,4,4-1,,
38.52948,5,4-1,,
39.46272,5,w1,,
39.46272,4,w1,,
39.46272,3,w1,,
39.46272,2,w1,,
39.46272,1,w1,,
39.79602,MOT_mc_stage_color_00,b-flash,,
39.79602,1,1-2,,
39.79602,2,1-2,,
39.79602,3,1-2,,
39.79602,4,1-2,,
39.79602,5,1-2,,
40.362629999999996,1,2-3,,
40.362629999999996,2,2-3,,
40.362629999999996,3,2-3,,
40.362629999999996,4,2-3,,
40.362629999999996,5,2-3,,
40.89591,1,sj3,,
40.89591,2,sj3,,
40.89591,3,sj3,,
40.89591,4,sj3,,
40.89591,5,sj3,,
41.39586,5,w3,,
41.39586,4,w3,,
41.39586,3,w3,,
41.39586,2,w3,,
41.39586,1,w3,,
41.79582,1,3-4,,
41.79582,2,3-4,,
41.79582,3,3-4,,
41.79582,4,3-4,,
41.79582,5,3-4,,
42.22911,1,4-1,,
42.22911,2,4-1,,
42.22911,3,4-1,,
42.22911,4,4-1,,
42.22911,5,4-1,,
42.59574,1,j1-2,,
42.59574,2,j1-2,,
42.59574,3,j1-2,,
42.59574,4,j1-2,,
42.59574,5,j1-2,,
43.662299999999995,5,w2,,
43.662299999999995,4,w2,,
43.662299999999995,3,w2,,
43.662299999999995,2,w2,,
43.662299999999995,1,w2,,
43.76229,MOT_all,cut2,,
43.76229,MOT_mc_stage_color_00,r-flash,,
43.76229,MOT_mc_light_up_00,l3,,
43.76229,MOT_mc_light_center_00,l3,,
43.76229,2,lp2,,
43.76229,3,lp2,,
43.76229,4,lp2,,
43.76229,5,lp2,,
43.76229,1,2-3,,f1
44.3289,1,3-4,l1,
44.862179999999995,1,4-1,lb0,
45.79542,1,1-2,,
45.82875,MOT_control_all,over6,,
46.3287,1,2-3,,
46.828649999999996,1,j3-4,,
47.76189,2,2-3,,
47.76189,3,2-3,,
47.76189,4,2-3,,
47.76189,5,2-3,,
47.76189,1,4-1,,
48.29517,2,lp3,,
48.29517,3,lp3,,
48.29517,4,lp3,,
48.29517,5,lp3,,
48.29517,1,1-2,r1,
48.82845,1,2-3,rb0,
49.328399999999995,1,3-4,,
49.761689999999994,1,sj4,,
50.26164,1,w4,,
50.79492,1,4-1,,
51.728159999999995,1,w1,,
51.761489999999995,MOT_mc_stage_color_00,y-flash,,
51.761489999999995,1,1-2,,
52.161449999999995,1,2-3,,
52.594739999999994,1,j3-4,,
52.82805,2,3-4,,
52.82805,3,3-4,,
52.82805,4,3-4,,
52.82805,5,3-4,,
53.6613,1,w4,,
53.727959999999996,2,lp4,,
53.727959999999996,3,lp4,,
53.727959999999996,4,lp4,,
53.727959999999996,5,lp4,,
53.727959999999996,1,j4-1,,
54.227909999999994,1,sj1,,
54.72786,1,w1,,
54.82785,1,1-2,,
55.19448,1,j2-3,,
56.261039999999994,1,w3,,
56.49435,MOT_mc_stage_color_00,r-flash,,
56.49435,1,3-4,l1,
57.26094,1,4-1,lb0,
57.827549999999995,1,1-2,,
58.56081,1,2-3,,
59.494049999999994,1,w3,,
59.76069,MOT_mc_stage_color_00,y-flash,,
59.76069,2,4-1,,
59.76069,3,4-1,,
59.76069,4,4-1,,
59.76069,5,4-1,,
59.76069,1,j3-4,,
60.227309999999996,2,lp1,,
60.227309999999996,3,lp1,,
60.227309999999996,4,lp1,,
60.227309999999996,5,lp1,,
60.227309999999996,1,4-1,,
60.693929999999995,1,1-2,,
61.093889999999995,1,2-3,,
61.527179999999994,1,j3-4,,
62.46042,1,sj4,,
62.96037,1,w4,,
63.26034,1,4-1,,
63.76029,1,1-2,l1,
64.3269,1,2-3,lb0,
64.86018,1,sj3,,
65.36013,1,w3,,
65.69342999999999,MOT_mc_stage_color_00,b-flash,,
65.69342999999999,2,1-2,,
65.69342999999999,3,1-2,,
65.69342999999999,4,1-2,,
65.69342999999999,5,1-2,,
65.69342999999999,1,j3-4,,
66.26004,2,lp2,,
66.26004,3,lp2,,
66.26004,4,lp2,,
66.26004,5,lp2,,
66.26004,1,4-1,,
66.75999,1,j1-2,,
67.79321999999999,1,lp2,,
67.82655,MOT_control_all,over7,,
69.22641,1,2-3,,
69.6597,1,3-4,,
70.25963999999999,2,2-3,,
70.25963999999999,3,2-3,,
70.25963999999999,4,2-3,,
70.25963999999999,5,2-3,,
70.25963999999999,1,lp4,,
70.72626,2,3-4,,
70.72626,3,3-4,,
70.72626,4,3-4,,
70.72626,5,3-4,,
71.22621,2,4-1,,
71.22621,3,4-1,,
71.22621,4,4-1,,
71.22621,5,4-1,,
71.62617,1,4-1,,
72.15944999999999,5,w1,,
72.15944999999999,4,w1,,
72.15944999999999,3,w1,,
72.15944999999999,2,w1,,
72.55941,1,w1,,
72.72605999999999,1,j1-2,,
72.72605999999999,2,j1-2,,
72.72605999999999,3,j1-2,,
72.72605999999999,4,j1-2,,
72.72605999999999,5,j1-2,,
73.52597999999999,1,2-3,,
73.52597999999999,2,2-3,,
73.52597999999999,3,2-3,,
73.52597999999999,4,2-3,,
73.52597999999999,5,2-3,,
74.05926,1,3-4,,
74.05926,2,3-4,,
74.05926,3,3-4,,
74.05926,4,3-4,,
74.05926,5,3-4,,
74.79252,2,lp4,,
74.79252,3,lp4,,
74.79252,4,lp4,,
74.79252,5,lp4,,
74.79252,1,4-1,l1,
75.22581,1,1-2,lb0,
75.72576,MOT_mc_stage_color_00,r-flash,,
75.72576,1,2-3,,
76.65899999999999,1,w3,,
76.75899,1,3-4,,
77.25894,1,4-1,,
77.69223,1,1-2,,
78.62546999999999,1,w2,,
78.75878999999999,1,2-3,,
78.75878999999999,2,4-1,,
78.75878999999999,3,4-1,,
78.75878999999999,4,4-1,,
78.75878999999999,5,4-1,,
79.19207999999999,1,3-4,,
79.19207999999999,2,1-2,,
79.19207999999999,3,1-2,,
79.19207999999999,4,1-2,,
79.19207999999999,5,1-2,,
79.69203,MOT_mc_stage_color_00,b-flash,,
79.69203,1,j4-1,,
79.69203,2,j2-3,,
79.69203,3,j2-3,,
79.69203,4,j2-3,,
79.69203,5,j2-3,,
80.75859,5,w3,,
80.75859,4,w3,,
80.75859,3,w3,,
80.75859,2,w3,,
80.75859,1,w1,,
80.79191999999999,1,1-2,,
80.79191999999999,2,3-4,,
80.79191999999999,3,3-4,,
80.79191999999999,4,3-4,,
80.79191999999999,5,3-4,,
81.69183,1,2-3,l1,
81.69183,2,4-1,l1,
81.69183,3,4-1,l1,
81.69183,4,4-1,l1,
81.69183,5,4-1,l1,
82.49175,1,3-4,lb0,
82.49175,2,1-2,lb0,
82.49175,3,1-2,lb0,
82.49175,4,1-2,lb0,
82.49175,5,1-2,lb0,
83.42499,5,w2,,
83.42499,4,w2,,
83.42499,3,w2,,
83.42499,2,w2,,
83.42499,1,w4,,
83.72496,MOT_mc_stage_color_00,y-flash,,
83.72496,1,lp4,,
83.72496,2,lp2,,
83.72496,3,lp2,,
83.72496,4,lp2,,
83.72496,5,lp2,,
85.15814999999999,1,4-1,,
85.15814999999999,2,2-3,,
85.15814999999999,3,2-3,,
85.15814999999999,4,2-3,,
85.15814999999999,5,2-3,,
85.69143,1,1-2,l1,
86.09138999999999,5,w3,,
86.09138999999999,4,w3,,
86.09138999999999,3,w3,,
86.09138999999999,2,w3,,
86.22471,MOT_mc_stage_color_00,b-flash,,
86.22471,1,2-3,lb0,
86.22471,2,sj3,,
86.22471,3,sj3,,
86.22471,4,sj3,,
86.22471,5,sj3,,
86.72466,5,w3,,
86.72466,4,w3,,
86.72466,3,w3,,
86.72466,2,w3,,
86.79132,MOT_mc_stage_color_00,y-flash,,
86.79132,1,3-4,,
86.79132,2,3-4,,
86.79132,3,3-4,,
86.79132,4,3-4,,
86.79132,5,3-4,,
87.32459999999999,MOT_mc_stage_color_00,r-flash,,
87.32459999999999,1,4-1,,
87.32459999999999,2,4-1,,
87.32459999999999,3,4-1,,
87.32459999999999,4,4-1,,
87.32459999999999,5,4-1,,
87.75788999999999,1,1-2,,
87.75788999999999,2,1-2,,
87.75788999999999,3,1-2,,
87.75788999999999,4,1-2,,
87.75788999999999,5,1-2,,
87.79122,MOT_control_all,over8,,
88.69113,5,w2,,
88.69113,4,w2,,
88.69113,3,w2,,
88.69113,2,w2,,
88.69113,1,w2,,
88.79111999999999,1,2-3,,
88.79111999999999,2,2-3,,
88.79111999999999,3,2-3,,
88.79111999999999,4,2-3,,
88.79111999999999,5,2-3,,
89.45772,1,j3-4,,
89.45772,2,j3-4,,
89.45772,3,j3-4,,
89.45772,4,j3-4,,
89.45772,5,j3-4,,
90.45761999999999,1,4-1,l1,
90.45761999999999,2,4-1,l1,
90.45761999999999,3,4-1,l1,
90.45761999999999,4,4-1,l1,
90.45761999999999,5,4-1,l1,
91.05756,1,1-2,lb0,
91.05756,2,1-2,lb0,
91.05756,3,1-2,lb0,
91.05756,4,1-2,lb0,
91.05756,5,1-2,lb0,
91.52418,1,sp2-3,,
91.52418,2,sp2-3,,
91.52418,3,sp2-3,,
91.52418,4,sp2-3,,
91.52418,5,sp2-3,,
92.09079,MOT_all,cut3,,
93.72395999999999,MOT_mc_stage_color_00,y-flash,,
93.72395999999999,MOT_mc_light_up_00,l3,,
93.72395999999999,MOT_mc_light_center_00,l3,,
93.72395999999999,MOT_mc_light_under_00,l2,,
93.72395999999999,MOT_mc_speaker_00,l2,,
93.72395999999999,MOT_mc_back_00,l1,,
93.72395999999999,MOT_mc_bg_black_00,l1,,
93.72395999999999,1,j3-4,,
93.72395999999999,2,j3-4,,
93.72395999999999,3,j3-4,,
93.72395999999999,4,j3-4,,
93.72395999999999,5,j3-4,,
94.19058,1,sj4,,
94.65719999999999,1,j4-1,,
94.65719999999999,2,j4-1,,
94.65719999999999,3,j4-1,,
94.65719999999999,4,j4-1,,
94.65719999999999,5,j4-1,,
95.62377,MOT_mc_stage_color_00,b-flash,,
95.62377,1,1-2,l1,
95.62377,2,1-2,l1,
95.62377,3,1-2,l1,
95.62377,4,1-2,l1,
95.62377,5,1-2,l1,
96.12371999999999,1,sj2,,
96.55700999999999,5,w2,,
96.55700999999999,4,w2,,
96.55700999999999,3,w2,,
96.55700999999999,2,w2,,
96.62366999999999,1,w2,,
96.657,1,2-3,lb0,
96.657,2,2-3,lb0,
96.657,3,2-3,lb0,
96.657,4,2-3,lb0,
96.657,5,2-3,lb0,
97.59024,5,w3,,
97.59024,4,w3,,
97.59024,3,w3,,
97.59024,2,w3,,
97.59024,1,w3,,
97.69023,MOT_mc_stage_color_00,b-flash,,
97.69023,1,j3-4,,
97.69023,2,j3-4,,
97.69023,3,j3-4,,
97.69023,4,j3-4,,
97.69023,5,j3-4,,
98.19018,1,4-1,,
98.72345999999999,1,1-2,,
98.72345999999999,2,4-1,,
98.72345999999999,3,4-1,,
98.72345999999999,4,4-1,,
98.72345999999999,5,4-1,,
99.52337999999999,1,2-3,l1,
99.52337999999999,2,1-2,l1,
99.52337999999999,3,1-2,l1,
99.52337999999999,4,1-2,l1,
99.52337999999999,5,1-2,l1,
99.95667,1,3-4,lb0,
99.95667,2,2-3,lb0,
99.95667,3,2-3,lb0,
99.95667,4,2-3,lb0,
99.95667,5,2-3,lb0,
100.72326,1,4-1,,
100.72326,2,3-4,,
100.72326,3,3-4,,
100.72326,4,3-4,,
100.72326,5,3-4,,
101.15655,1,1-2,,
101.15655,2,4-1,,
101.15655,3,4-1,,
101.15655,4,4-1,,
101.15655,5,4-1,,
101.68983,MOT_mc_stage_color_00,r-flash,,
101.68983,1,j2-3,,
101.68983,2,j1-2,,
101.68983,3,j1-2,,
101.68983,4,j1-2,,
101.68983,5,j1-2,,
102.15644999999999,1,3-4,,
102.52308,1,j4-1,,
102.52308,2,j2-3,,
102.52308,3,j2-3,,
102.52308,4,j2-3,,
102.52308,5,j2-3,,
103.58963999999999,5,w3,,
103.58963999999999,4,w3,,
103.58963999999999,3,w3,,
103.58963999999999,2,w3,,
103.58963999999999,1,1-2,,
103.58963999999999,2,3-4,,
103.58963999999999,3,3-4,,
103.58963999999999,4,3-4,,
103.58963999999999,5,3-4,,
103.95626999999999,1,2-3,,
104.52288,5,w4,,
104.52288,4,w4,,
104.52288,3,w4,,
104.52288,2,w4,,
104.62286999999999,1,3-4,,
104.62286999999999,2,4-1,,
104.62286999999999,3,4-1,,
104.62286999999999,4,4-1,,
104.62286999999999,5,4-1,,
105.55610999999999,5,w1,,
105.55610999999999,4,w1,,
105.55610999999999,3,w1,,
105.55610999999999,2,w1,,
105.55610999999999,1,w4,,
105.6561,MOT_mc_stage_color_00,y-flash,,
105.6561,1,j4-1,,
105.6561,2,j1-2,,
105.6561,3,j1-2,,
105.6561,4,j1-2,,
105.6561,5,j1-2,,
106.28936999999999,1,1-2,,
106.28936999999999,2,2-3,,
106.28936999999999,3,2-3,,
106.28936999999999,4,2-3,,
106.28936999999999,5,2-3,,
106.75599,1,2-3,,
107.22260999999999,5,w3,,
107.22260999999999,4,w3,,
107.22260999999999,3,w3,,
107.22260999999999,2,w3,,
107.22260999999999,1,3-4,,
107.22260999999999,2,3-4,,
107.22260999999999,3,3-4,,
107.22260999999999,4,3-4,,
107.22260999999999,5,3-4,,
107.78922,1,4-1,,
107.78922,2,4-1,,
107.78922,3,4-1,,
107.78922,4,4-1,,
107.78922,5,4-1,,
108.22251,1,1-2,l1,
108.22251,2,1-2,l1,
108.22251,3,1-2,l1,
108.22251,4,1-2,l1,
108.22251,5,1-2,l1,
108.6558,1,2-3,lb0,
108.6558,2,2-3,lb0,
108.6558,3,2-3,lb0,
108.6558,4,2-3,lb0,
108.6558,5,2-3,lb0,
109.58904,5,w3,,
109.58904,4,w3,,
109.58904,3,w3,,
109.58904,2,w3,,
109.58904,1,w3,,
109.68902999999999,MOT_mc_stage_color_00,b-flash,,
109.68902999999999,1,lp3,,
109.68902999999999,2,lp3,,
109.68902999999999,3,lp3,,
109.68902999999999,4,lp3,,
109.68902999999999,5,lp3,,
109.72236,MOT_control_all,over9,,
111.68883,MOT_mc_stage_color_00,y-flash,,
111.68883,1,3-4,,
111.68883,2,3-4,,
111.68883,3,3-4,,
111.68883,4,3-4,,
111.68883,5,3-4,,
112.08878999999999,1,4-1,,
112.08878999999999,2,4-1,,
112.08878999999999,3,4-1,,
112.08878999999999,4,4-1,,
112.08878999999999,5,4-1,,
112.48875,1,1-2,,
112.48875,2,1-2,,
112.48875,3,1-2,,
112.48875,4,1-2,,
112.48875,5,1-2,,
113.42199,5,w2,,
113.42199,4,w2,,
113.42199,3,w2,,
113.42199,2,w2,,
113.42199,1,w2,,
113.6553,MOT_mc_stage_color_00,b-flash,,
113.6553,1,lp2,,
113.6553,2,lp2,,
113.6553,3,lp2,,
113.6553,4,lp2,,
113.6553,5,lp2,,
115.68843,MOT_mc_stage_color_00,y-flash,,
115.68843,1,2-3,,
115.68843,2,2-3,,
115.68843,3,2-3,,
115.68843,4,2-3,,
115.68843,5,2-3,,
116.05506,1,3-4,,
116.05506,2,3-4,,
116.05506,3,3-4,,
116.05506,4,3-4,,
116.05506,5,3-4,,
116.52167999999999,1,sp4-1,,
116.52167999999999,2,sp4-1,,
116.52167999999999,3,sp4-1,,
116.52167999999999,4,sp4-1,,
116.52167999999999,5,sp4-1,,
117.68822999999999,MOT_mc_stage_color_00,b-flash,,
117.68822999999999,1,j1-2,,
117.68822999999999,2,j1-2,,
117.68822999999999,3,j1-2,,
117.68822999999999,4,j1-2,,
117.68822999999999,5,j1-2,,
118.75479,5,w2,,
118.75479,4,w2,,
118.75479,3,w2,,
118.75479,2,w2,,
118.75479,1,w2,,
119.68803,MOT_mc_stage_color_00,y-flash,,
119.68803,1,2-3,,
119.68803,2,2-3,,
119.68803,3,2-3,,
119.68803,4,2-3,,
119.68803,5,2-3,,
120.05466,1,3-4,,
120.05466,2,3-4,,
120.05466,3,3-4,,
120.05466,4,3-4,,
120.05466,5,3-4,,
120.45461999999999,1,sp4-1,,
120.45461999999999,2,sp4-1,,
120.45461999999999,3,sp4-1,,
120.45461999999999,4,sp4-1,,
120.45461999999999,5,sp4-1,,
121.6545,MOT_mc_stage_color_00,b-flash,,
121.6545,1,lp1,,
121.6545,2,lp1,,
121.6545,3,lp1,,
121.6545,4,lp1,,
121.6545,5,lp1,,
123.68763,MOT_mc_stage_color_00,y-flash,,
123.68763,1,1-2,,
124.02092999999999,MOT_mc_stage_color_00,r-flash,,
124.02092999999999,2,1-2,,
124.02092999999999,3,1-2,,
124.35423,MOT_all,cut4,,
124.35423,MOT_mc_stage_color_00,b-flash,,
124.35423,MOT_mc_speaker_00,l1,,
124.35423,MOT_mc_back_00,l1,,
124.35423,4,1-2,,
124.35423,5,1-2,,
124.38756,MOT_control_all,over10,,
124.62087,1,w2,,
124.95416999999999,3,w2,,
124.95416999999999,2,w2,,
125.28747,5,w2,,
125.28747,4,w2,,
