0.03333,MOT_mc_bg_black_00,stay,,
25.93074,5,4-1,,b-1,
25.9974,2,,,,L20
25.9974,3,,,,D40
26.064059999999998,2,,,,L0
26.064059999999998,3,,,,D60
26.264039999999998,MOT_mc_stage_color_00,b-flash,,
26.264039999999998,1,lp1,,,
26.264039999999998,3,lp2,,,
26.264039999999998,4,lp1,,,
26.264039999999998,5,lp1,,,
26.863979999999998,2,w1,,,
27.297269999999997,2,1-2,,,
28.23051,2,w2,,,
28.697129999999998,2,hj2,,,
29.930339999999998,2,w2,,,
30.06366,1,,,f0,
30.06366,2,2-3,,b0,
30.06366,4,,,f0,
30.06366,5,,,f0,
30.06366,3,,,f0,
30.39696,2,lp3,,,
31.23021,MOT_control_all,zoom03,,
31.46352,1,1-2,,f1,L40
31.46352,2,3-4,,b-1,D20
31.46352,3,2-3,,b-1,
31.46352,4,1-2,,b-1,
31.46352,5,1-2,,b-1,
31.530179999999998,1,,,,L20
31.530179999999998,2,,,,D40
31.59684,1,,,,L0
31.59684,2,,,,D60
31.79682,2,lp4,,,
31.79682,3,lp3,,,
31.79682,4,lp2,,,
31.79682,5,lp2,,,
32.39676,1,w2,,,
32.83005,1,2-3,l1,,
33.76329,1,w3,,,
34.22991,1,3-4,lb0,,
35.16315,1,w4,,,
35.59644,1,4-1,,b0,
35.59644,2,,,f0,
35.59644,3,,,f0,
35.59644,4,,,f0,
35.59644,5,,,f0,
35.929739999999995,1,lp1,,,
36.729659999999996,MOT_control_all,zoom04,,
36.9963,1,1-2,,b-1,D20
36.9963,2,4-1,,b-1,
36.9963,3,3-4,,b-1,
36.9963,4,2-3,,b-1,
36.9963,5,2-3,,f1,L40
37.06296,5,,,,L20
37.06296,1,,,,D40
37.129619999999996,5,,,,L0
37.129619999999996,1,,,,D60
37.3296,1,lp2,,,
37.3296,2,lp1,,,
37.3296,3,lp4,,,
37.3296,4,lp3,,,
37.82955,MOT_mc_stage_color_00,y-flash,,
37.929539999999996,5,w3,,,
38.362829999999995,5,3-4,,,
39.29607,5,w4,,,
39.76269,5,sj4,,,
40.26264,5,w4,,,
41.12922,5,4-1,,,
42.06246,5,w1,,,
42.52908,1,2-3,,,
42.52908,2,1-2,,,
42.52908,3,4-1,,,
42.52908,4,3-4,,,
42.52908,5,1-2,r1,,
42.862379999999995,1,lp3,,,
42.862379999999995,2,lp2,,,
42.862379999999995,3,lp1,,,
42.862379999999995,4,lp4,,,
43.46232,5,w2,,,
43.89561,5,j2-3,,,
44.96217,5,w3,,,
45.295469999999995,5,3-4,rb0,,
46.22871,5,w4,,,
46.662,5,4-1,,b0,
46.662,1,,,f0,
46.662,2,,,f0,
46.662,3,,,f0,
46.662,4,,,f0,
46.9953,5,lp1,,,
47.79522,MOT_control_all,zoom05,,
48.061859999999996,1,3-4,,b-1,
48.061859999999996,2,2-3,,b-1,
48.061859999999996,3,1-2,,b-1,
48.061859999999996,4,4-1,,f1,L40
48.061859999999996,5,1-2,,b-1,D20
48.128519999999995,4,,,,L20
48.128519999999995,5,,,,D40
48.19518,4,,,,L0
48.19518,5,,,,D60
48.39516,1,lp4,,,
48.39516,2,lp3,,,
48.39516,3,lp2,,,
48.39516,5,lp2,,,
48.9951,4,w1,,,
49.39506,4,1-2,,,
50.3283,4,w2,,,
50.82825,4,2-3,l1,,
51.761489999999995,4,w3,,,
52.194779999999994,4,hj3,,,
53.427989999999994,4,w3,,,
53.59464,1,4-1,,,
53.59464,2,3-4,,,
53.59464,3,2-3,,,
53.59464,4,3-4,lb0,,
53.59464,5,2-3,,,
53.92794,1,lp1,,,
53.92794,2,lp4,,,
53.92794,3,lp3,,,
53.92794,5,lp3,,,
54.527879999999996,4,w4,,,
54.961169999999996,4,j4-1,,,
56.02773,4,w1,,,
56.36103,4,sj1,,,
56.86098,4,w1,,,
57.72756,1,,,f0,
57.72756,2,,,f0,
57.72756,3,,,f0,
57.72756,4,1-2,,b0,
57.72756,5,,,f0,
58.06086,4,lp2,,,
58.694129999999994,MOT_control_all,zoom06,,
59.12742,MOT_mc_bg_black_00,b65-45,,
59.12742,1,1-2,,b-1,
59.12742,2,4-1,,b-1,
59.12742,3,3-4,,b-1,
59.12742,4,2-3,,b-1,D20
59.12742,5,3-4,,b-1,
59.19408,4,,,,D40
59.26074,4,,,,D60
59.69403,MOT_mc_light_up_00,l3,,
59.69403,MOT_mc_light_center_00,l3,,
60.02733,1,2-3,,f0,L0
60.06066,5,w4,,,
60.06066,4,w3,,,
60.06066,3,w4,,,
60.06066,2,w1,,,
60.693929999999995,1,3-4,,,
61.127219999999994,1,lp4,,,
61.36053,1,j4-1,,,
61.427189999999996,MOT_control_all,zoom07,,
61.893809999999995,MOT_mc_bg_black_00,b45-00,,
61.893809999999995,MOT_mc_special_02,sabi,,
61.893809999999995,5,4-1,,f0,L0
61.9938,3,4-1,,f0,L0
62.09379,1,j1-2,,,
62.19378,2,1-2,,f0,L0
62.227109999999996,MOT_mc_stage_color_00,r-flash,,
62.293769999999995,4,3-4,,f0,L0
62.293769999999995,5,lp1,,,
62.39376,3,lp1,,,
62.49375,1,lp2,,,
62.59374,2,lp2,,,
62.693729999999995,4,lp4,,,
64.6602,4,j4-1,,,
64.76019,2,j2-3,,,
64.86018,1,j2-3,,,
64.96016999999999,3,j1-2,,,
65.06016,5,j1-2,,,
65.06016,4,lp1,,,
65.16015,2,lp3,,,
65.26013999999999,1,lp3,,,
65.36013,3,lp2,,,
65.46012,5,lp2,,,
67.09329,MOT_control_all,zoom08,,
67.42658999999999,1,3-4,,b-1,
67.42658999999999,2,3-4,,b-1,
67.42658999999999,3,2-3,,f1,
67.42658999999999,4,1-2,,b-1,
67.42658999999999,5,2-3,,b-1,
67.75989,1,lp4,,,
67.75989,4,lp2,,,
67.75989,5,lp3,,,
67.75989,2,lp4,,,
68.35983,3,w3,,,
68.79312,1,,,f0,
68.79312,2,,,f0,
68.79312,3,3-4,,b0,
68.79312,4,,,f0,
68.79312,5,,,f0,
69.12642,3,lp4,,,
69.52638,MOT_control_all,zoom09,,
69.6597,1,4-1,,b-1,
69.6597,2,4-1,,f1,
69.6597,3,4-1,,b-1,
69.6597,4,2-3,,b-1,
69.6597,5,3-4,,b-1,
69.993,1,lp1,,,
69.993,4,lp3,,,
69.993,5,lp4,,,
69.993,3,lp1,,,
70.3263,2,sj1,,,
70.82625,2,w1,,,
70.92623999999999,2,j1-2,,,
71.62617,1,,,f0,
71.62617,2,2-3,,b0,
71.62617,3,,,f0,
71.62617,4,,,f0,
71.62617,5,,,f0,
71.95947,2,lp3,,,
72.35943,MOT_control_all,zoom10,,
72.95936999999999,1,j1-2,,,
73.05936,2,j3-4,,,
73.05936,3,j1-2,,,
73.15935,4,j3-4,,,
73.15935,5,j4-1,,,
73.35933,1,lp2,,,
73.45931999999999,2,lp4,,,
73.45931999999999,3,lp2,,,
73.55931,4,lp4,,,
73.55931,5,lp1,,,
75.72576,4,j4-1,,,
75.72576,5,j1-2,,,
75.82575,2,j4-1,,,
75.82575,3,j2-3,,,
75.92573999999999,1,j2-3,,,
76.12572,4,lp1,,,
76.12572,5,lp2,,,
76.22570999999999,2,lp1,,,
76.22570999999999,3,lp3,,,
76.3257,1,lp3,,,
77.82554999999999,MOT_control_all,zoom11,,
77.95886999999999,1,3-4,,b-1,
77.95886999999999,2,1-2,,b-1,
77.95886999999999,3,3-4,,b-1,
77.95886999999999,4,1-2,,b-1,
77.95886999999999,5,2-3,,f1,
78.29217,1,lp4,,,
78.29217,2,lp2,,,
78.29217,3,lp4,,,
78.29217,4,lp2,,,
78.62546999999999,5,j3-4,,,
79.02543,MOT_mc_stage_color_00,b-flash,,
79.29207,1,,,f0,
79.29207,2,,,f0,
79.29207,3,,,f0,
79.29207,4,,,f0,
79.29207,5,4-1,,b0,
79.69203,MOT_control_all,zoom12,,
79.89201,4,2-3,,f1,
79.89201,2,2-3,,b-1,
79.89201,3,4-1,,b-1,
79.89201,1,4-1,,b-1,
79.89201,5,1-2,,b-1,
80.22531,1,lp1,,,
80.22531,2,lp3,,,
80.22531,3,lp1,,,
80.22531,5,lp2,,,
80.82525,4,w3,,,
81.25854,4,sj3,,,
81.75849,4,w3,,,
82.62507,1,,,f0,
82.62507,2,,,f0,
82.62507,3,,,f0,
82.62507,4,3-4,,b0,
82.62507,5,,,f0,
82.9917,4,lp4,,,
84.02493,1,1-2,,f1,
84.02493,2,3-4,,b-1,
84.02493,3,1-2,,b-1,
84.02493,4,4-1,,b-1,
84.02493,5,2-3,,b-1,
84.15825,MOT_control_all,zoom13,,
84.35822999999999,2,lp4,,,
84.35822999999999,3,lp2,,,
84.35822999999999,4,lp1,,,
84.35822999999999,5,lp3,,,
84.95817,1,w2,,,
85.35813,1,hj2,,,
86.59134,1,w2,,,
86.79132,1,j2-3,,,
86.95797,MOT_control_all,zoom14,,
87.19127999999999,MOT_mc_stage_color_00,y-flash,,
87.19127999999999,1,lp3,,,
87.45792,2,j4-1,,,
88.15785,3,j2-3,,,
88.52448,2,w1,,,
88.85777999999999,4,j1-2,,,
89.22440999999999,3,w3,,,
89.55771,5,j3-4,,,
89.92434,4,w2,,,
90.22431,1,3-4,,b0,
90.62427,5,w4,,,
90.92424,1,j4-1,,,
90.92424,2,,,f0,
90.92424,3,,,f0,
90.92424,4,,,f0,
90.92424,5,,,f0,
91.62416999999999,1,,,b-1,
91.62416999999999,2,,,b-1,
91.62416999999999,3,,,b-1,
91.62416999999999,4,,,b-1,
91.62416999999999,5,,,b-1,
91.9908,1,w1,,,
92.3241,MOT_mc_bg_black_00,b65-80red,,
92.3241,1,1-2,,,D20
92.3241,2,1-2,,,D20
92.3241,3,3-4,,,D20
92.3241,4,2-3,,,D20
92.3241,5,4-1,,,D20
92.75739,MOT_mc_back_00,back1,,
92.75739,MOT_all,cut1,,
92.99069999999999,3,4-1,,f0,L0
93.15735,MOT_mc_stage_color_00,r-flash,,
93.15735,MOT_control_all,zoom15,,
93.25734,5,w1,,,
93.25734,4,w3,,,
93.25734,2,w2,,,
93.25734,1,w2,,,
93.65729999999999,3,,,f1,
93.92394,3,w1,,,
94.35723,3,j1-2,,,
95.09049,1,j2-3,,,
95.09049,2,j2-3,,,
95.09049,3,j2-3,,,
95.09049,4,j3-4,,,
95.09049,5,j1-2,,,
95.42379,1,lp3,,,
95.42379,2,lp3,,,
95.42379,4,lp4,,,
95.42379,5,lp2,,,
96.15705,3,w3,,,
96.45702,3,3-4,,,
97.39026,3,w4,,,
97.85687999999999,3,sj4,,,
98.35683,3,w4,,,
99.22341,1,,,f0,
99.22341,2,,,f0,
99.22341,3,4-1,,b0,
99.22341,4,,,f0,
99.22341,5,,,f0,
99.55671,3,lp1,,,
100.52328,MOT_control_all,zoom16,,
100.62326999999999,1,3-4,,b-1,
100.62326999999999,2,3-4,,f1,L0
100.62326999999999,3,1-2,,b-1,D20
100.62326999999999,4,4-1,,b-1,
100.62326999999999,5,2-3,,b-1,
100.82325,MOT_mc_stage_color_00,y-flash,,
100.95657,1,lp4,,,
100.95657,3,lp2,,,
100.95657,4,lp1,,,
100.95657,5,lp3,,,
101.55650999999999,2,w4,,,
102.02313,2,j4-1,,,
103.08968999999999,2,w1,,,
103.38965999999999,1,,,f0,
103.38965999999999,2,1-2,,b0,
103.38965999999999,3,,,f0,
103.38965999999999,4,,,f0,
103.38965999999999,5,,,f0,
104.12292,2,sj2,,,
104.62286999999999,2,w2,,,
104.78952,2,hj2,,,
105.08949,MOT_mc_stage_color_00,r-flash,,
105.08949,1,hj4,,,
105.08949,4,hj1,,,
105.08949,1,,,,L0
105.08949,3,,,,L0
105.08949,4,,,,L0
105.08949,5,,,,L0
105.38946,3,hj2,,,
105.68943,5,hj3,,,
105.82275,MOT_control_all,zoom17,,
106.02273,2,w2,,,
106.15605,1,4-1,,b-1,
106.15605,2,2-3,,b-1,
106.15605,3,2-3,,b-1,
106.15605,4,1-2,,f1,
106.15605,5,3-4,,b-1,
106.48935,1,lp1,,,
106.48935,2,lp3,,,
106.48935,3,lp3,,,
106.48935,5,lp4,,,
107.08928999999999,4,w2,,,
107.52257999999999,1,,,f0,
107.52257999999999,2,,,f0,
107.52257999999999,3,,,f0,
107.52257999999999,4,2-3,,b0,
107.52257999999999,5,,,f0,
107.85588,4,lp3,,,
108.52248,MOT_control_all,zoom18,,
108.92244,1,1-2,,f1,
108.92244,2,3-4,,b-1,
108.92244,3,3-4,,b-1,
108.92244,4,3-4,,b-1,
108.92244,5,4-1,,b-1,
109.25573999999999,4,lp4,,,
109.25573999999999,5,lp1,,,
109.25573999999999,2,lp4,,,
109.25573999999999,3,lp4,,,
109.85567999999999,1,w2,,,
110.3223,1,sj2,,,
110.82225,1,w2,,,
111.68883,1,2-3,,b0,
111.68883,2,,,f0,
111.68883,3,,,f0,
111.68883,4,,,f0,
111.68883,5,,,f0,
112.02212999999999,1,lp3,,,
112.9887,MOT_control_all,zoom19,,
113.05536,1,3-4,,b-1,
113.05536,2,4-1,,b-1,
113.05536,3,4-1,,b-1,
113.05536,4,4-1,,b-1,
113.05536,5,1-2,,f1,
113.38866,1,lp4,,,
113.38866,2,lp1,,,
113.38866,3,lp1,,,
113.38866,4,lp1,,,
113.98859999999999,5,w2,,,
114.45522,5,2-3,r1,,
115.38846,5,w3,,,
115.85508,5,,rb0,,
116.52167999999999,MOT_control_all,zoom20,,
117.22161,1,4-1,,f0,
117.22161,2,1-2,,f0,
117.22161,3,1-2,,f0,
117.22161,4,1-2,,f0,
117.22161,5,3-4,,b0,
118.15485,5,w4,,,
118.15485,4,w2,,,
118.15485,3,w2,,,
118.15485,2,w2,,,
118.15485,1,w1,,,
118.62146999999999,1,1-2,,,
118.62146999999999,2,2-3,,,
118.62146999999999,3,2-3,,,
118.62146999999999,4,2-3,,,
118.62146999999999,5,4-1,,,
119.55471,5,w1,,,
119.55471,4,w3,,,
119.55471,3,w3,,,
119.55471,2,w3,,,
119.55471,1,w2,,,
119.988,1,j2-3,,,
119.988,2,j3-4,,,
119.988,3,j3-4,,,
119.988,4,j3-4,,,
119.988,5,j1-2,,,
120.08798999999999,MOT_mc_stage_color_00,b-flash,,
120.08798999999999,MOT_mc_light_up_00,l4,,
120.08798999999999,MOT_mc_light_center_00,l4,,
120.08798999999999,MOT_mc_light_under_00,stay,,
121.05456,5,w2,,,
121.05456,4,w4,,,
121.05456,3,w4,,,
121.05456,2,w4,,,
121.05456,1,w3,,,
