0.03333,MOT_mc_bg_black_00,seat100-0,,
2.0664599999999997,MOT_mc_speaker_00,temp2,,
2.36643,MOT_mc_stage_color_00,y-flash,,
2.36643,MOT_mc_bg_black_00,b65-45,,
2.36643,MOT_mc_light_up_00,l1,,
2.36643,MOT_mc_light_center_00,l1,,
2.36643,MOT_mc_light_under_00,l1,,
103.08968999999999,1,w1,,,
103.22301,MOT_mc_bg_black_00,b45-20,,
103.22301,2,lp3,,,
103.22301,3,lp3,,,
103.22301,4,lp3,,,
103.22301,5,lp3,,,
103.22301,1,1-2,r1,,
103.68963,1,2-3,rb0,,
104.12292,1,3-4,,,
104.48955,1,4-1,,,
104.85618,1,1-2,,,
105.22281,1,hj2,,,
106.05606,1,2-3,l1,,
106.45602,1,3-4,lb0,,
106.82265,1,4-1,,,
107.38926,1,sp1-2,,,
107.75589,2,3-4,,,
108.08919,3,3-4,,,
108.38915999999999,4,3-4,,,
108.38915999999999,5,3-4,,,
108.6558,1,2-3,l1,,
108.68912999999999,2,w4,,,
109.02243,3,w4,,,
109.02243,2,lp4,,,
109.02243,3,lp4,,,
109.02243,4,lp4,,,
109.02243,5,lp4,,,
109.02243,1,3-4,lb0,,
109.38906,1,4-1,,,
109.75569,1,1-2,,,
110.12232,1,2-3,,,
110.48894999999999,1,3-4,,,
111.18888,1,4-1,r1,,
111.55551,1,1-2,rb0,,
111.95546999999999,1,j2-3,,,
112.45541999999999,1,sp3-4,,,
113.72196,1,4-1,,,
114.28856999999999,1,j1-2,,,
114.68853,2,4-1,,,
114.68853,3,4-1,,,
114.68853,4,4-1,,,
114.68853,5,4-1,,,
115.08849,1,2-3,l1,,
115.52177999999999,1,3-4,lb0,,
115.62177,5,w1,,,
115.62177,4,w1,,,
115.62177,3,w1,,,
115.62177,2,w1,,,
115.92174,1,4-1,,,
116.12172,2,1-2,,,
116.12172,3,1-2,,,
116.12172,4,1-2,,,
116.12172,5,1-2,,,
116.45501999999999,1,j1-2,,,
116.9883,1,2-3,,,
117.05496,5,w2,,,
117.05496,4,w2,,,
117.05496,3,w2,,,
117.05496,2,w2,,,
117.38825999999999,1,3-4,,,
117.78822,1,hj4,,,
118.08819,2,2-3,,,
118.38816,3,2-3,,,
118.6548,4,2-3,,,
118.6548,5,2-3,,,
118.98809999999999,1,4-1,,,
119.02143,2,w3,,,
119.3214,3,w3,,,
119.48805,1,1-2,,,
119.58803999999999,5,w3,,,
119.58803999999999,4,w3,,,
119.82135,2,3-4,,,
119.82135,3,3-4,,,
119.82135,4,3-4,,,
119.82135,5,3-4,,,
120.22130999999999,1,2-3,r1,,
120.72126,1,3-4,rb0,,
120.75459,5,w4,,,
120.75459,4,w4,,,
120.75459,3,w4,,,
120.75459,2,w4,,,
121.22121,1,4-1,,,
121.62116999999999,1,sp1-2,,,
121.88780999999999,2,4-1,,,
122.22111,3,4-1,,,
122.52108,4,4-1,,,
122.52108,5,4-1,,,
122.82105,2,w1,,,
123.12102,1,j2-3,,,
123.15435,3,w1,,,
123.45432,5,w1,,,
123.45432,4,w1,,,
123.58764,1,3-4,,,
124.08758999999999,1,sp4-1,,,
124.35423,2,1-2,,,
124.68753,3,1-2,,,
125.02082999999999,4,1-2,,,
125.02082999999999,5,1-2,,,
125.28747,2,w2,,,
125.28747,1,1-2,,,
125.58744,2,2-3,,,
125.58744,3,2-3,,,
125.58744,4,2-3,,,
125.58744,5,2-3,,,
126.02073,1,2-3,,,
126.32069999999999,2,3-4,,,
126.32069999999999,3,3-4,,,
126.32069999999999,4,3-4,,,
126.32069999999999,5,3-4,,,
126.78732,MOT_mc_stage_color_00,y-flash,,
126.78732,1,j3-4,,,
127.22061,MOT_mc_stage_color_00,b-flash,,
127.22061,1,4-1,l1,,
127.25394,5,w4,,,
127.25394,4,w4,,,
127.25394,3,w4,,,
127.25394,2,w4,,,
127.68723,MOT_mc_stage_color_00,r-flash,,
127.68723,1,1-2,lb0,,
128.25384,MOT_mc_stage_color_00,y-flash,,
128.25384,1,2-3,,,
128.68713,1,3-4,,,
129.05375999999998,MOT_mc_stage_color_00,b-flash,,
129.05375999999998,MOT_mc_bg_black_00,b20-65,,
129.05375999999998,MOT_mc_speaker_00,stay,,
129.05375999999998,MOT_mc_light_center_00,l1,,
129.05375999999998,MOT_mc_light_up_00,l1,,
129.05375999999998,MOT_mc_light_under_00,l2,,
129.05375999999998,1,4-1,,b0,D60
129.05375999999998,2,4-1,,,D60
129.05375999999998,3,4-1,,,D60
129.05375999999998,4,4-1,,,D60
129.05375999999998,5,4-1,,,D60
129.987,5,w1,,,
129.987,4,w1,,,
129.987,3,w1,,,
129.987,2,w1,,,
129.987,1,w1,,,
