0.03333,MOT_control_all,zoom1,,
17.79822,3,4-2,,
18.164849999999998,1,lp2,,
18.164849999999998,2,lp2,,
18.164849999999998,3,lp2,,
18.69813,3,j2-1,,
18.89811,1,j2-1,,
19.09809,2,j2-1,,
19.49805,1,lp1,,
19.49805,2,lp1,,
19.49805,3,lp1,,
20.09799,1,1-2,,
20.09799,2,1-2,,
20.09799,3,1-2,,
20.29797,1,2-1,,
20.29797,2,2-1,,
20.29797,3,2-1,,
20.73126,1,1-3,,
20.73126,2,1-3,lb1,
20.73126,3,1-3,rb1,
21.09789,1,lp3,,
21.09789,2,lp3,,
21.09789,3,lp3,,
22.56441,2,3-1,,
22.56441,3,3-1,,
22.831049999999998,2,sj1,,
22.831049999999998,3,sj1,,
23.06436,1,3-1,,
23.19768,2,lp1,,
23.19768,3,lp1,,
23.29767,1,sj1,,
23.93094,1,1-2,,
23.93094,2,1-2,,
23.93094,3,1-2,,
24.16425,1,2-3,,
24.16425,2,2-3,,
24.16425,3,2-3,,
24.430889999999998,1,w3,,
24.430889999999998,2,w3,,
24.430889999999998,3,w3,,
24.430889999999998,2,,lb0,
24.430889999999998,3,,rb0,
24.89751,1,,,f1
24.89751,2,,,b-1
24.89751,3,,,b-1
25.36413,1,3-4,,
25.56411,1,4-3,,
25.96407,2,j3-4,,
25.96407,3,j3-4,,
25.96407,1,j3-4,,
26.43069,2,w4,,
26.43069,3,w4,,
26.663999999999998,1,j4-1,,
27.13062,1,w1,,
27.663899999999998,2,j4-3,,
27.663899999999998,3,j4-3,,
27.663899999999998,1,j1-2,,
28.130519999999997,2,w3,,
28.130519999999997,3,w3,,
28.130519999999997,1,lp2,,
28.6638,1,j2-4,,
29.06376,1,lp4,,
30.296969999999998,1,4-3,,
30.730259999999998,2,j3-1,,
30.730259999999998,3,j3-1,,
30.730259999999998,1,j3-1,,
31.163549999999997,2,j1-2,,
31.163549999999997,3,j1-2,,
31.163549999999997,1,1-2,,
31.59684,2,j2-3,,
31.59684,3,j2-3,,
31.59684,1,j2-3,,
32.03013,2,lp3,,
32.03013,3,lp3,,
32.03013,1,lp3,,
32.53008,2,3-4,,
32.53008,3,3-4,,
32.53008,1,3-4,,
32.79672,1,4-1,,
32.83005,2,lp4,,
32.83005,3,lp4,,
33.096689999999995,1,lp1,,
33.62997,1,j1-3,,
34.02993,1,lp3,,
34.59654,1,3-2,,
35.063159999999996,1,sj2,,
35.463119999999996,1,sj2,,
35.896409999999996,1,lp2,,
35.96307,2,j4-1,,
35.96307,3,j4-1,,
37.36293,2,1-2,,
37.36293,3,1-2,,
37.36293,1,2-1,,
37.69623,2,w2,,
37.69623,3,w2,,
37.86288,1,j1-4,,
37.9962,2,,r1,
37.9962,3,,l1,
38.329499999999996,1,j4-3,,
38.49615,2,,r2,
38.49615,3,,l2,
38.796119999999995,1,j3-1,,
38.9961,2,,rb1,
38.9961,3,,lb1,
39.26274,1,j1-2,,
39.46272,2,,rb0,
39.46272,3,,lb0,
39.69603,1,w2,,
39.79602,1,,,b0
39.79602,3,,,f0
40.26264,3,,,f1
40.26264,1,,,b-1
40.6626,3,2-3,,
41.02923,3,lp3,,
41.72916,3,j3-1,,
42.09579,3,lp1,,
42.72906,3,1-2,,
42.795719999999996,1,2-4,,
42.795719999999996,2,2-4,,
43.162349999999996,3,2-1,,
43.229009999999995,1,4-1,,
43.229009999999995,2,4-1,,
43.595639999999996,3,lp1,,
43.628969999999995,1,lp1,,
43.628969999999995,2,lp1,,
44.09559,3,j1-2,,
44.49555,3,lp2,,
45.49545,3,j2-3,,
45.595439999999996,1,1-2,,
45.595439999999996,2,1-2,,
46.028729999999996,3,j3-4,,
46.12872,1,2-3,,
46.12872,2,2-3,,
46.462019999999995,3,j4-1,,
46.52868,1,3-4,,
46.52868,2,3-4,,
46.895309999999995,1,j4-1,,
46.895309999999995,2,j4-1,,
46.895309999999995,3,j1-2,,
47.36193,1,w1,,
47.36193,2,w1,,
47.42859,3,sj2,,
47.79522,3,lp2,,
48.79512,3,2-3,,
49.06176,1,1-2,,
49.06176,2,1-2,,
49.06176,3,3-4,,
49.42839,1,lp2,,
49.42839,2,lp2,,
49.42839,3,j4-1,,
50.894909999999996,1,2-3,,
50.894909999999996,2,2-3,,
50.894909999999996,3,1-2,,
51.22821,1,w3,,
51.22821,2,w3,,
51.22821,3,lp2,,
51.56151,1,,r1,
51.56151,2,,r1,
51.62817,3,sj2,,
51.9948,1,,,
51.9948,2,,r2,
52.06146,3,sj2,,
52.29477,1,sp3-4,,
52.29477,2,sp3-4,,
52.494749999999996,3,sj2,,
52.894709999999996,3,2-3,,
53.16135,3,j3-4,,
53.22801,1,4-1,,
53.22801,2,4-1,,
53.56131,1,w1,,
53.56131,2,w1,,
53.56131,3,lp4,,
54.06126,2,,,f0
54.227909999999994,3,4-1,,b0
54.46122,2,,,f1
54.627869999999994,3,w1,,b-1
55.19448,MOT_mc_stage_color_00,b-r,,
55.19448,1,1-2,rb0,
55.19448,2,1-2,rwb0,
55.19448,3,1-2,,
55.52778,1,w2,,
55.52778,3,w2,,
55.52778,2,lp2,,
57.09429,2,2-3,,
57.427589999999995,2,lp3,,
59.060759999999995,1,2-3,,
59.060759999999995,3,2-3,,
59.060759999999995,2,3-4,l1,
59.36073,1,w3,,
59.36073,3,w3,,
59.36073,2,lp4,,
60.12732,2,,l2,
60.96057,2,j4-1,,
61.29387,2,lp1,,
62.16045,2,1-3,,
62.42709,2,3-2,,
62.79372,1,3-4,,
62.79372,3,3-4,,
62.79372,2,,lwb0,
63.127019999999995,2,lp2,,
63.160349999999994,1,w4,,
63.160349999999994,3,w4,,
64.72686,2,j2-1,,
65.06016,2,lp1,,
66.72666,2,j1-2,,
67.05996,2,lp2,,
67.19328,1,j4-3,,
67.19328,3,j4-3,,
67.52658,1,w3,,
67.52658,3,w3,,
67.6599,2,j2-3,,
67.9932,2,lp3,,
68.15984999999999,1,j3-4,,
68.15984999999999,3,j3-4,,
68.49315,1,w4,,
68.49315,3,w4,,
68.59313999999999,2,j3-4,,
68.92644,2,lp4,,
69.09309,1,j4-1,,
69.09309,3,j4-1,,
69.42639,1,w1,,
69.42639,3,w1,,
69.55971,2,j4-1,,
69.89301,2,lp1,,
70.05966,1,j1-2,,
70.05966,3,j1-2,,
70.55960999999999,1,sp2-3,,
70.55960999999999,3,sp2-3,,
70.55960999999999,2,j1-2,,
70.89291,2,sp2-3,,
71.85947999999999,1,,,f0
71.85947999999999,2,,,b0
71.85947999999999,3,,,f0
72.19278,1,hj3,,
72.19278,2,hj3,,
72.19278,3,hj3,,
72.69273,MOT_mc_stage_color_00,b-flash,,
72.75939,1,w3,,
72.75939,2,w3,,
72.75939,3,w3,,
73.52597999999999,1,3-1,,
73.52597999999999,2,3-1,,
73.52597999999999,3,3-1,,
73.75929,1,1-2,,
73.75929,2,1-2,,
73.75929,3,1-2,,
74.02593,1,2-3,,
74.02593,2,2-3,,
74.02593,3,2-3,,
74.35923,1,j3-4,,
74.35923,2,j3-4,,
74.35923,3,j3-4,,
74.72586,1,lp4,,
74.72586,2,lp4,,
74.72586,3,lp4,,
75.45912,1,,r1,
75.45912,2,,r1,
75.45912,3,,r1,
76.42569,1,,r2,
76.42569,2,,r2,
76.42569,3,,r2,
76.69233,1,4-1,,
76.69233,2,4-1,,
76.69233,3,4-1,,
76.9923,1,lp1,,
76.9923,2,lp1,,
76.9923,3,lp1,,
77.3256,1,1-4,,
77.3256,2,1-4,,
77.3256,3,1-4,,
77.55891,1,4-2,,
77.55891,2,4-2,,
77.55891,3,4-2,,
77.82554999999999,1,2-3,,
77.82554999999999,2,2-3,,
77.82554999999999,3,2-3,,
78.15885,1,j3-4,,
78.15885,2,j3-4,,
78.15885,3,j3-4,,
78.52548,1,lp4,,
78.52548,2,lp4,,
78.52548,3,lp4,,
79.25874,1,,r3,
79.25874,2,,r3,
79.25874,3,,r3,
80.22531,1,,r4,
80.22531,2,,r4,
80.22531,3,,r4,
80.49195,1,4-1,,
80.49195,2,4-1,,
80.49195,3,4-1,,
80.79191999999999,1,lp1,,
80.79191999999999,2,lp1,,
80.79191999999999,3,lp1,,
81.09188999999999,3,,,f1
81.39186,3,1-2,,
81.65849999999999,3,2-3,,
81.95846999999999,3,lp3,,
82.49175,3,3-4,,
82.92504,3,4-1,,
83.29167,3,lp1,,
83.72496,3,1-2,,
83.99159999999999,3,2-3,,
84.39156,3,j3-4,,
84.42488999999999,1,1-2,,
84.42488999999999,2,1-2,,
84.79151999999999,1,lp2,,
84.79151999999999,2,lp2,,
84.79151999999999,3,lp4,,
86.79132,3,4-2,,
87.22461,3,2-1,,
87.69122999999999,3,sj1,,
88.15785,3,sj1,,
88.55780999999999,1,2-3,,
88.55780999999999,2,2-3,,
88.55780999999999,3,2-3,,
88.55780999999999,3,1-3,,b0
88.89111,1,3-1,,
88.89111,2,3-1,,
88.89111,3,3-1,,
89.12442,1,1-2,,
89.12442,2,1-2,,
89.12442,3,1-2,,
89.39106,1,2-3,,
89.39106,2,2-3,,
89.39106,3,2-3,,
89.72435999999999,1,j3-4,,
89.72435999999999,2,j3-4,,
89.72435999999999,3,j3-4,,
90.09098999999999,1,lp4,,
90.09098999999999,2,lp4,,
90.09098999999999,3,lp4,,
90.82424999999999,1,,rb3,
90.82424999999999,2,,rb3,
90.82424999999999,3,,rb3,
91.79082,1,,rb2,
91.79082,2,,rb2,
91.79082,3,,rb2,
92.05745999999999,1,4-1,,
92.05745999999999,2,4-1,,
92.05745999999999,3,4-1,,
92.35743,1,lp1,,
92.35743,2,lp1,,
92.35743,3,lp1,,
92.69073,1,1-4,,
92.69073,2,1-4,,
92.69073,3,1-4,,
92.92403999999999,1,4-2,,
92.92403999999999,2,4-2,,
92.92403999999999,3,4-2,,
93.19068,1,2-3,,
93.19068,2,2-3,,
93.19068,3,2-3,,
93.52398,1,j3-4,,
93.52398,2,j3-4,,
93.52398,3,j3-4,,
93.89061,1,lp4,,
93.89061,2,lp4,,
93.89061,3,lp4,,
94.62387,1,,rb1,
94.62387,2,,rb1,
94.62387,3,,rb1,
95.59044,1,,rb0,
95.59044,2,,rb0,
95.59044,3,,rb0,
95.85708,1,4-1,,
95.85708,2,4-1,,
95.85708,3,4-1,,
96.15705,1,lp1,,
96.15705,2,lp1,,
96.15705,3,lp1,,
96.45702,1,,,f1
96.75699,1,1-2,,
97.02363,1,2-3,,
97.3236,1,lp3,,
99.22341,1,j3-4,,
99.6567,1,4-1,,
100.02333,1,lp1,,
100.92323999999999,1,1-2,,
101.18988,1,2-3,,
101.48984999999999,1,lp3,,
102.12312,1,sj3,,
102.55641,1,sj3,,
102.9897,1,j3-4,,
103.38965999999999,1,w4,,
104.08959,2,,,f1
104.08959,3,,,f1
104.08959,1,j4-1,,
104.52288,1,1-2,,
104.52288,2,1-2,,
104.52288,3,1-2,,
104.92284,1,j2-3,,
104.92284,2,j2-3,,
104.92284,3,j2-3,,
105.35613,1,lp3,,
105.35613,2,lp3,,
105.35613,3,lp3,,
108.72246,1,j3-4,,
108.72246,2,j3-4,,
108.72246,3,j3-4,,
109.15575,1,4-2,,b0
109.15575,2,4-2,,b0
109.15575,3,4-2,,b0
109.52238,2,2-3,,
109.68902999999999,1,2-3,,
109.82235,3,2-3,,
109.92233999999999,2,w3,,
110.05565999999999,1,w3,,
110.28896999999999,1,sj3,,
110.28896999999999,2,sj3,,
110.28896999999999,3,sj3,,
110.68893,1,sj3,,
110.68893,2,sj3,,
110.68893,3,sj3,,
111.08888999999999,1,lp3,,
111.08888999999999,2,lp3,,
111.08888999999999,3,lp3,,
112.85538,1,3-4,,
112.9887,2,3-4,l1,
113.15535,3,3-4,r1,
113.22201,1,w4,,
113.38866,2,w4,,
113.52198,3,w4,,
113.6553,1,sj4,,
113.85528,2,sj4,,
114.05525999999999,3,sj4,,
114.42188999999999,1,sj4,,
114.42188999999999,2,sj4,,
114.42188999999999,3,sj4,,
114.85517999999999,1,lp4,,
114.85517999999999,2,lp4,,
114.85517999999999,3,lp4,,
115.85508,1,4-1,,
115.85508,2,4-1,,
115.85508,3,4-1,,
116.15504999999999,1,1-3,,
116.15504999999999,2,1-3,,
116.15504999999999,3,1-3,,
116.62167,1,3-2,,
116.62167,2,3-2,l2,
116.62167,3,3-2,r2,
117.05496,1,2-4,,
117.05496,2,2-4,,
117.05496,3,2-4,,
117.42159,1,4-2,,
117.42159,2,4-2,,
117.42159,3,4-2,,
117.78822,1,lp2,,
117.78822,2,lp2,,
117.78822,3,lp2,,
118.3215,3,j2-1,,
118.52148,1,j2-1,,
118.72146,2,j2-1,,
119.12142,1,lp1,,
119.12142,2,lp1,,
119.12142,3,lp1,,
119.72135999999999,1,1-2,,
119.72135999999999,2,1-2,,
119.72135999999999,3,1-2,,
119.92134,1,2-1,,
119.92134,2,2-1,,
119.92134,3,2-1,,
120.35463,1,1-3,,
120.35463,2,1-3,lb1,
120.35463,3,1-3,rb1,
120.72126,1,lp3,,
120.72126,2,lp3,,
120.72126,3,lp3,,
122.18777999999999,2,3-1,,
122.18777999999999,3,3-1,,
122.45442,2,sj1,,
122.45442,3,sj1,,
122.68772999999999,1,3-1,,
123.02103,1,sj1,,
123.02103,2,sj1,,
123.02103,3,sj1,,
123.38766,1,lp1,,
123.38766,2,lp1,,
123.38766,3,lp1,,
124.3209,1,1-2,,
124.3209,2,1-2,,
124.3209,3,1-2,,
124.68753,1,w2,,
124.68753,2,w2,,
124.68753,3,w2,,
