0.03333,MOT_mc_bg_black_00,seat100-0,,
3.4329899999999998,MOT_mc_stage_color_00,b-flash,,
3.4329899999999998,MOT_mc_back_00,l1,,
3.4329899999999998,MOT_control_all,zoom01,,
108.15585,3,1-2,,,
108.62246999999999,1,lp1,,,
108.62246999999999,2,lp1,,,
108.62246999999999,3,lp2,,,
109.05575999999999,1,hj1,,,
109.18907999999999,2,hj1,,,
109.18907999999999,3,hj2,,,
110.15565,1,1-2,,,
110.15565,2,1-2,,,
110.15565,3,2-3,,,
110.85557999999999,2,2-3,l2,,
110.95557,1,2-3,l1,,
111.05556,3,3-4,rb0,,
111.78882,2,w3,,,
111.88880999999999,1,w3,,,
111.92214,MOT_control_all,zoom15_1,,
111.95546999999999,1,j3-4,,,
111.95546999999999,2,j3-4,,,
111.95546999999999,3,j4-1,,,
112.6554,1,lp4,,,
112.6554,2,lp4,,,
112.6554,3,lp1,,,
113.52198,3,1-2,r1,,
113.62196999999999,1,4-1,lb0,,
113.72196,2,4-1,lb1,,
114.42188999999999,1,j1-2,,,
114.42188999999999,2,j1-2,,,
114.42188999999999,3,j2-3,,,
115.22180999999999,1,hj2,,,
115.22180999999999,2,hj2,,,
115.22180999999999,3,hj3,,,
116.25504,3,3-4,r2,,
116.35503,1,2-3,r1,,
116.45501999999999,2,2-3,lb0,,
117.18827999999999,3,w4,,,
117.22161,1,,rb0,,
117.22161,2,,l1,,
117.22161,3,,rb1,,
117.28827,1,w3,,,
117.38825999999999,2,w3,,,
117.6549,MOT_control_all,zoom16,,
118.08819,1,3-4,,,
118.08819,2,3-4,,b0,
118.08819,3,4-1,,b0,
118.78811999999999,1,4-1,l1,,
119.02143,3,w1,,,
119.02143,2,w4,,,
119.18808,1,,l2,,
119.72135999999999,1,w1,,,
119.78801999999999,1,j1-2,,,
120.42129,1,2-3,lb1,,
120.82124999999999,1,,lb0,,
121.32119999999999,1,3-4,,,
121.88780999999999,1,4-1,,,
121.88780999999999,2,4-1,,f1,
121.88780999999999,3,1-2,,f1,
122.75439,1,j1-2,,,
122.75439,2,j1-2,,,
122.75439,3,j2-3,,,
123.48764999999999,1,2-3,l1,,
123.48764999999999,2,2-3,l2,,
123.48764999999999,3,3-4,rb0,,
124.05426,1,lp3,,,
124.05426,2,lp3,,,
124.05426,3,lp4,,,
124.38756,1,,lb0,,
124.38756,2,,lb1,,
124.38756,3,,r1,,
125.05416,1,3-4,,,
125.05416,2,3-4,,,
125.05416,3,4-1,,,
125.48745,1,4-1,,,
125.48745,2,4-1,,,
125.48745,3,1-2,,,
126.25403999999999,1,j1-2,,,
126.25403999999999,2,j1-2,,,
126.25403999999999,3,j2-3,,,
126.62066999999999,MOT_mc_light_center_00,l1,,
126.62066999999999,MOT_mc_light_under_00,l1,,
126.62066999999999,MOT_mc_back_00,l3,,
126.62066999999999,MOT_mc_special_01,color_out,,
126.62066999999999,MOT_control_all,zoom17,,
127.3206,3,w3,,,
127.3206,2,w2,,,
127.3206,1,w2,,,
