0.03333,MOT_mc_bg_black_00,b65-45,,
21.73116,MOT_mc_stage_color_00,r-flash,,
21.76449,2,4-1,,,
22.031129999999997,3,4-1,,,
22.3311,4,3-4,,,
22.49775,1,w2,,,
22.56441,MOT_mc_stage_color_00,b-flash,,
22.631069999999998,5,3-4,,,
22.69773,2,w1,,,
22.93104,1,j2-3,,,
22.96437,3,w1,,,
23.231009999999998,2,1-2,,,
23.231009999999998,3,1-2,,,
23.26434,4,w4,,,
23.29767,MOT_mc_stage_color_00,y-flash,,
23.56431,5,w4,,,
23.59764,4,4-1,,,
23.59764,5,4-1,,,
23.96427,1,j3-4,,,
24.064259999999997,MOT_mc_stage_color_00,b-flash,,
24.16425,3,w2,,,
24.16425,2,w2,,,
24.264239999999997,2,j2-3,,,
24.264239999999997,3,j2-3,,,
24.53088,5,w1,,,
24.53088,4,w1,,,
24.664199999999997,4,j1-2,,,
24.664199999999997,5,j1-2,,,
24.79752,MOT_mc_stage_color_00,r-flash,,
25.030829999999998,1,w4,,,
25.16415,1,sp4-1,,,
25.3308,3,w3,,,
25.3308,2,w3,,,
25.56411,MOT_mc_stage_color_00,b-flash,,
25.73076,5,w2,,,
25.73076,4,w2,,,
26.19738,2,j3-4,,,
26.19738,3,j3-4,,,
26.19738,4,j2-3,,,
26.19738,5,j2-3,,,
26.3307,MOT_mc_stage_color_00,r-flash,,
26.73066,1,j1-2,,,
27.097289999999997,MOT_mc_stage_color_00,b-flash,,
27.263939999999998,5,w3,,,
27.263939999999998,4,w3,,,
27.263939999999998,3,w4,,,
27.263939999999998,2,w4,,,
27.297269999999997,2,j4-1,,,
27.79722,1,w2,,,
27.897209999999998,MOT_mc_stage_color_00,y-flash,,
27.930539999999997,3,j4-1,,,
28.36383,2,w1,,,
28.530479999999997,4,j3-4,,,
28.63047,MOT_mc_stage_color_00,r-flash,,
28.9971,3,w1,,,
29.097089999999998,5,j3-4,,,
29.39706,MOT_mc_stage_color_00,b-flash,,
29.59704,4,w4,,,
29.897009999999998,MOT_mc_light_center_00,l1,,
29.897009999999998,MOT_mc_light_under_00,l1,,
29.930339999999998,2,lp1,,,D20
29.930339999999998,3,lp1,,,D20
29.930339999999998,4,lp4,,,D20
29.930339999999998,5,lp4,,,D20
29.930339999999998,1,2-3,l1,f1,
30.130319999999998,MOT_mc_stage_color_00,r-flash,,
30.43029,1,3-4,l2,,
30.930239999999998,MOT_mc_stage_color_00,b-flash,,
30.930239999999998,1,4-1,lb1,,
31.39686,1,1-2,lb0,,
32.03013,1,j2-3,,,
32.06346,MOT_mc_stage_color_00,b-flash,,
32.86338,MOT_mc_stage_color_00,y-flash,,
32.86338,1,3-4,l1,,
33.496649999999995,MOT_mc_stage_color_00,b-flash,,
33.496649999999995,1,4-1,lb0,,
34.12992,1,sp1-2,,,
34.82985,1,2-3,,,
35.76309,1,w3,,,
35.76309,MOT_mc_stage_color_00,y-flash,,
35.76309,1,3-4,l1,,
36.16305,1,4-1,l2,,
36.56301,1,1-2,lb1,,
36.96297,MOT_mc_stage_color_00,b-flash,,
36.96297,1,2-3,lb0,,
37.39626,1,3-4,,,
37.896209999999996,1,j4-1,,,
38.59614,MOT_mc_stage_color_00,r-flash,,
38.59614,1,1-2,,,
39.09609,1,2-3,,,
39.562709999999996,MOT_mc_stage_color_00,b-flash,,
39.562709999999996,1,3-4,,,
39.995999999999995,1,sp4-1,,,
40.46262,MOT_mc_stage_color_00,r-flash,,
40.46262,2,j1-2,,,
40.46262,3,j1-2,,,
40.92924,1,j1-2,,,
41.229209999999995,MOT_mc_stage_color_00,b-flash,,
41.229209999999995,4,j4-1,,,
41.229209999999995,5,j4-1,,,
41.52918,3,w2,,,
41.52918,2,w2,,,
41.629169999999995,1,sp2-3,,,
41.89581,MOT_mc_stage_color_00,y-flash,,
41.89581,2,j2-3,,,
42.26244,MOT_mc_stage_color_00,b-flash,,
42.26244,3,j2-3,,,
42.29577,5,w1,,,
42.29577,4,w1,,,
42.59574,MOT_mc_stage_color_00,r-flash,,
42.59574,4,j1-2,,,
42.92904,MOT_mc_stage_color_00,b-flash,,
42.92904,5,j1-2,,,
42.96237,2,w3,,,
43.262339999999995,MOT_mc_stage_color_00,y-flash,,
43.262339999999995,1,j3-4,,,
43.329,3,w3,,,
43.628969999999995,MOT_mc_stage_color_00,b-flash,,
43.628969999999995,2,j3-4,,,
43.662299999999995,4,w2,,,
43.995599999999996,5,w2,,,
44.028929999999995,MOT_mc_stage_color_00,r-flash,,
44.028929999999995,3,j3-4,,,
44.3289,1,w4,,,
44.428889999999996,MOT_mc_stage_color_00,b-flash,,
44.428889999999996,4,j2-3,,,
44.428889999999996,5,j2-3,,,
44.69553,2,w4,,,
44.828849999999996,MOT_mc_stage_color_00,y-flash,,
44.828849999999996,1,j4-1,,,
45.09549,3,w4,,,
45.195479999999996,MOT_mc_stage_color_00,b-flash,,
45.195479999999996,2,j4-1,,,
45.49545,5,w3,,,
45.49545,4,w3,,,
45.52878,MOT_mc_stage_color_00,r-flash,,
45.52878,3,j4-1,,,
45.86208,MOT_mc_stage_color_00,b-flash,,
45.86208,4,j3-4,,,
45.89541,1,w1,,,
46.26204,2,w1,,,
46.29537,MOT_mc_stage_color_00,r-flash,,
46.29537,1,j1-2,,,
46.59534,3,w1,,,
46.662,2,lp1,,,
46.662,3,lp1,,,
46.662,4,lp4,,,
46.662,5,lp3,,,
46.9953,MOT_mc_stage_color_00,b-flash,,
46.9953,1,2-3,,,
47.86188,MOT_mc_stage_color_00,r-flash,,
47.86188,1,j3-4,,,
48.461819999999996,1,4-1,l1,,
48.9951,1,1-2,lb0,,
49.49505,MOT_mc_stage_color_00,r-flash,,
49.49505,1,2-3,,,
50.02833,1,j3-4,,,
50.561609999999995,1,4-1,,,
51.02823,MOT_mc_stage_color_00,b-flash,,
51.02823,1,1-2,r1,,
51.49485,1,2-3,rb0,,
52.02813,MOT_mc_stage_color_00,r-flash,,
52.02813,1,3-4,,,
52.528079999999996,MOT_mc_stage_color_00,b-flash,,
52.528079999999996,1,sp4-1,,,
53.56131,MOT_mc_stage_color_00,y-flash,,
53.56131,1,j1-2,,,
54.161249999999995,MOT_mc_stage_color_00,b-flash,,
54.161249999999995,1,2-3,,,
55.09449,1,w3,,,
55.19448,MOT_mc_stage_color_00,r-flash,,
55.19448,1,3-4,l1,,
55.59444,MOT_mc_stage_color_00,b-flash,,
55.59444,1,4-1,lb0,,
55.96107,MOT_mc_stage_color_00,b-flash,,
55.96107,1,1-2,,,
56.39436,MOT_mc_stage_color_00,y-flash,,
56.39436,1,sp2-3,,,
56.960969999999996,MOT_mc_stage_color_00,b-flash,,
56.960969999999996,2,1-2,,,
57.22761,MOT_mc_stage_color_00,y-flash,,
57.22761,3,1-2,,,
57.49425,MOT_mc_stage_color_00,r-flash,,
57.49425,4,4-1,,,
57.760889999999996,MOT_mc_stage_color_00,b-flash,,
57.760889999999996,5,3-4,,,
57.894209999999994,2,w2,,,
58.02753,MOT_mc_stage_color_00,r-flash,,
58.02753,3,2-3,,,
58.294169999999994,MOT_mc_stage_color_00,y-flash,,
58.294169999999994,1,3-4,,,
58.42749,4,w1,,,
58.56081,MOT_mc_stage_color_00,b-flash,,
58.56081,2,2-3,,,
58.694129999999994,5,w4,,,
58.82745,MOT_mc_stage_color_00,r-flash,,
58.82745,4,1-2,,,
58.96077,3,w3,,,
59.027429999999995,MOT_mc_bg_black_00,b45-20,,
59.027429999999995,MOT_mc_light_center_00,l3,,
59.027429999999995,MOT_mc_light_up_00,l4,,
59.027429999999995,MOT_mc_light_under_00,l3,,
59.027429999999995,1,j4-1,,,
59.19408,2,lp3,,,
59.19408,3,lp3,,,
59.19408,4,lp2,,,
59.19408,5,lp4,,,
59.59404,1,1-2,l1,,
60.02733,1,2-3,l2,,
60.42729,1,3-4,lb1,,
60.82725,1,4-1,lb0,,
61.26054,1,sp1-2,,,
61.960469999999994,1,hj2,,,
62.760389999999994,1,j2-3,,,
63.39366,1,sp3-4,,,
63.9936,MOT_mc_stage_color_00,b-flash,,
63.9936,2,j3-4,,,
64.72686,MOT_mc_stage_color_00,r-flash,,
64.72686,3,j3-4,,,
64.72686,4,j2-3,,,
65.06016,2,w4,,,
65.46012,MOT_mc_stage_color_00,y-flash,,
65.46012,5,j4-1,,,
65.69342999999999,1,hj4,,,
65.79342,4,w3,,,
65.79342,3,w4,,,
65.9934,2,lp4,,,
65.9934,3,lp4,,,
65.9934,4,lp3,,,
65.9934,5,lp1,,,
66.36003,MOT_mc_stage_color_00,b-flash,,
66.36003,1,4-1,l1,,
66.79332,1,1-2,lb0,,
67.25994,MOT_mc_stage_color_00,y-flash,,
67.25994,1,j2-3,,,
67.75989,1,3-4,r1,,
68.19318,1,4-1,rb0,,
68.69313,MOT_mc_stage_color_00,b-flash,,
68.69313,1,hj1,,,
69.62637,MOT_mc_stage_color_00,r-flash,,
69.62637,1,j1-2,,,
70.15965,1,2-3,,,
70.59294,1,sp3-4,,,
71.09289,MOT_mc_stage_color_00,b-flash,,
71.09289,1,hj4,,,
71.85947999999999,MOT_mc_stage_color_00,r-flash,,
71.85947999999999,1,j4-1,,,
72.49275,1,1-2,r1,,
72.95936999999999,MOT_mc_stage_color_00,b-flash,,
72.95936999999999,1,2-3,rb0,,
73.35933,1,sp3-4,,,
73.9926,MOT_mc_stage_color_00,r-flash,,
73.9926,1,hj4,,,
74.82585,MOT_mc_stage_color_00,b-flash,,
74.82585,1,4-1,,,
75.3258,MOT_mc_stage_color_00,y-flash,,
75.3258,1,sp1-2,,,
75.72576,2,j4-1,,,
76.25904,3,j4-1,,,
76.79231999999999,2,w1,,,
76.79231999999999,4,j3-4,,,
77.3256,3,w1,,,
77.35893,5,j1-2,,,
77.62557,MOT_mc_stage_color_00,y-flash,,
77.62557,1,2-3,l1,,
77.82554999999999,2,lp1,,,
77.82554999999999,3,lp1,,,
77.82554999999999,4,lp4,,,
77.82554999999999,5,lp2,,,
78.09219,1,3-4,lb0,,
78.25883999999999,MOT_mc_stage_color_00,b-flash,,
78.52548,1,j4-1,,,
79.15875,MOT_mc_stage_color_00,r-flash,,
79.15875,1,1-2,,,
79.95867,MOT_mc_stage_color_00,b-flash,,
79.95867,1,hj2,,,
80.79191999999999,MOT_mc_stage_color_00,r-flash,,
80.79191999999999,1,2-3,r1,,
81.29187,1,3-4,rb0,,
81.72516,1,4-1,,,
82.12512,MOT_mc_stage_color_00,b-flash,,
82.15845,1,sp1-2,,,
84.62487,MOT_mc_stage_color_00,r-flash,,
84.62487,1,j2-3,,,
85.29146999999999,MOT_mc_stage_color_00,b-flash,,
85.29146999999999,2,j1-2,,,
85.69143,1,w3,,,
86.09138999999999,MOT_mc_stage_color_00,r-flash,,
86.09138999999999,3,j1-2,,,
86.35803,2,w2,,,
86.82464999999999,MOT_mc_stage_color_00,y-flash,,
86.82464999999999,4,j4-1,,,
87.15795,3,w2,,,
87.59124,MOT_mc_stage_color_00,r-flash,,
87.59124,5,j2-3,,,
87.89121,4,w1,,,
88.3245,MOT_mc_stage_color_00,y-flash,,
88.62447,1,3-4,,,
88.6578,5,w3,,,
88.9911,2,2-3,,,
88.9911,3,2-3,,,
89.02443,MOT_mc_stage_color_00,r-flash,,
89.39106,4,1-2,,,
89.39106,5,3-4,,,
89.55771,1,w4,,,
89.69103,MOT_mc_stage_color_00,y-flash,,
89.92434,3,w3,,,
89.92434,2,w3,,,
89.991,1,4-1,,,
90.19098,2,3-4,,,
90.3243,5,w4,,,
90.3243,4,w2,,,
90.42429,3,3-4,,,
90.49095,MOT_mc_stage_color_00,r-flash,,
90.6576,4,2-3,,,
90.89090999999999,5,4-1,,,
90.92424,1,w1,,,
91.09089,1,1-2,,,
91.12422,2,w4,,,
91.29087,MOT_mc_stage_color_00,b-flash,,
91.29087,2,4-1,,,
91.35753,3,w4,,,
91.52418,3,4-1,,,
91.59084,4,w3,,,
91.75748999999999,4,3-4,,,
91.82414999999999,5,w1,,,
91.9908,5,1-2,,,
92.02413,1,w2,,,
92.12411999999999,MOT_mc_stage_color_00,r-flash,,
92.22411,2,w1,,,
92.22411,3,1-2,,,
92.42408999999999,1,2-3,,,
92.62406999999999,2,1-2,,,
92.69073,4,w4,,,
92.89071,4,4-1,,,
92.92403999999999,5,w2,,,
92.92403999999999,MOT_mc_stage_color_00,y-flash,,
93.15735,3,w2,,,
93.35732999999999,1,w3,,,
93.55731,2,w2,,,
93.72395999999999,MOT_mc_stage_color_00,r-flash,,
93.72395999999999,2,j2-3,,,
93.72395999999999,3,j2-3,,,
93.72395999999999,4,j1-2,,,
93.72395999999999,5,j2-3,,,
93.72395999999999,1,j3-4,,,
94.39056,MOT_mc_stage_color_00,b-flash,,
94.39056,2,j3-4,,,
94.79052,5,w3,,,
94.79052,4,w2,,,
94.79052,3,w3,,,
94.79052,1,w4,,,
95.12382,MOT_mc_stage_color_00,y-flash,,
95.12382,3,j3-4,,,
95.45711999999999,2,w4,,,
95.85708,MOT_mc_stage_color_00,r-flash,,
95.85708,4,j2-3,,,
96.19037999999999,3,w4,,,
96.49034999999999,MOT_mc_stage_color_00,b-flash,,
96.49034999999999,5,j3-4,,,
96.79032,MOT_mc_stage_color_00,y-flash,,
96.79032,3,j4-1,,,
96.92363999999999,4,w3,,,
97.09029,MOT_mc_stage_color_00,r-flash,,
97.09029,1,j4-1,,,
97.39026,MOT_mc_stage_color_00,b-flash,,
97.39026,2,j4-1,,,
97.55691,5,w4,,,
97.69023,MOT_mc_stage_color_00,r-flash,,
97.69023,4,j3-4,,,
97.85687999999999,3,w1,,,
98.15684999999999,1,w1,,,
98.42349,MOT_mc_stage_color_00,b-flash,,
98.42349,2,lp1,,,
98.42349,3,lp1,,,
98.42349,4,lp4,,,
98.42349,5,lp4,,,
98.42349,1,j1-2,,,
98.92344,1,2-3,r1,,
99.32339999999999,1,3-4,r2,,
99.72336,1,4-1,,,
99.82334999999999,MOT_mc_stage_color_00,r-flash,,
99.82334999999999,2,j1-2,,,
100.12331999999999,MOT_mc_stage_color_00,y-flash,,
100.12331999999999,3,j1-2,,,
100.18997999999999,1,j1-2,,,
100.42329,MOT_mc_stage_color_00,r-flash,,
100.42329,4,j4-1,,,
100.42329,5,j4-1,,,
100.62326999999999,1,2-3,,,
100.78992,3,j2-3,,,
100.88991,2,w2,,,
101.12321999999999,1,hj3,,,
101.15655,MOT_mc_stage_color_00,b-flash,,
101.28987,2,j2-3,,,
101.48984999999999,5,w1,,,
101.48984999999999,4,w1,,,
101.6565,4,j1-2,,,
101.85647999999999,3,w3,,,
101.85647999999999,1,3-4,r3,,
102.12312,MOT_mc_stage_color_00,r-flash,,
102.3231,1,4-1,rb2,,
102.35642999999999,2,w3,,,
102.72305999999999,4,w2,,,
102.75639,1,sp1-2,,,
102.78971999999999,2,j3-4,,,
102.78971999999999,3,j3-4,,,
103.12302,4,j2-3,,,
103.12302,5,j1-2,,,
103.38965999999999,1,2-3,,,
103.62297,5,j2-3,,,
103.85628,3,w4,,,
103.85628,2,w4,,,
103.92294,3,j4-1,,,
104.18957999999999,4,w3,,,
104.22291,2,j4-1,,,
104.32289999999999,1,w3,,,
104.52288,4,j3-4,,,
104.68952999999999,5,w3,,,
104.82284999999999,MOT_mc_stage_color_00,b-flash,,
104.82284999999999,1,j3-4,,,
104.88951,2,lp1,,,
104.88951,3,lp1,,,
104.88951,4,lp4,,,
104.88951,5,lp3,,,
105.3228,1,4-1,r3,,
105.72276,1,1-2,rb2,,
106.18938,1,hj2,,,
106.38936,MOT_mc_stage_color_00,r-flash,,
106.95597,1,2-3,,,
107.35593,1,3-4,,,
107.72256,1,j4-1,,,
107.92254,MOT_mc_stage_color_00,y-flash,,
108.25583999999999,1,1-2,rb1,,
108.68912999999999,1,2-3,rb0,,
109.12241999999999,1,3-4,r1,,
109.52238,1,4-1,rb0,,
110.3223,MOT_mc_stage_color_00,b-flash,,
110.3223,1,j1-2,,,
110.88891,1,2-3,l1,,
111.18888,MOT_mc_stage_color_00,r-flash,,
111.35553,1,3-4,lb0,,
111.78882,1,4-1,,,
112.25544,1,sp1-2,,,
113.15535,MOT_mc_stage_color_00,b-flash,,
113.15535,1,2-3,r1,,
113.58864,1,3-4,r2,,
113.98859999999999,1,4-1,rb1,,
114.15525,MOT_mc_stage_color_00,r-flash,,
114.42188999999999,1,1-2,rb0,,
114.82185,2,j1-2,,,
114.82185,1,sp2-3,,,
115.28846999999999,3,j1-2,,,
115.75509,4,j4-1,,,
115.88841,2,w2,,,
116.25504,5,j3-4,,,
116.35503,3,w2,,,
116.48835,1,3-4,,,
116.72166,2,lp2,,,
116.72166,3,lp2,,,
116.72166,4,lp1,,,
116.72166,5,lp4,,,
116.9883,1,4-1,,,
117.02163,MOT_mc_stage_color_00,b-flash,,
117.38825999999999,1,1-2,r1,,
117.78822,1,2-3,rb0,,
117.88821,MOT_mc_stage_color_00,r-flash,,
118.18817999999999,1,3-4,,,
118.3215,MOT_mc_stage_color_00,y-flash,,
118.58814,1,4-1,,,
118.72146,MOT_mc_stage_color_00,r-flash,,
119.15474999999999,MOT_mc_stage_color_00,b-flash,,
119.15474999999999,1,hj1,,,
120.02132999999999,2,2-3,,,
120.02132999999999,3,2-3,,,
120.02132999999999,4,1-2,,,
120.02132999999999,5,4-1,,,
120.12132,MOT_mc_stage_color_00,r-flash,,
120.12132,1,1-2,l1,,
120.52127999999999,1,2-3,l2,,
120.92124,1,3-4,,,
120.95456999999999,5,w1,,,
120.95456999999999,4,w2,,,
120.95456999999999,3,w3,,,
120.95456999999999,2,w3,,,
121.32119999999999,1,4-1,lb1,,
121.72116,2,sp3-4,,,
121.72116,3,sp3-4,,,
121.72116,4,sp2-3,,,
121.72116,5,sp1-2,,,
121.72116,1,sp1-2,,,
123.02103,MOT_mc_stage_color_00,b-flash,,
123.02103,2,4-1,,,
123.02103,3,4-1,,,
123.02103,4,3-4,,,
123.02103,5,2-3,,,
123.02103,1,2-3,,,
123.45432,1,3-4,lb0,,
123.85427999999999,1,j4-1,,,
123.95427,5,w3,,,
123.95427,4,w4,,,
123.95427,3,w1,,,
123.95427,2,w1,,,
124.12092,2,j1-2,,,
124.12092,3,j1-2,,,
124.38756,1,1-2,,,
124.65419999999999,4,j4-1,,,
124.65419999999999,5,j3-4,,,
124.9875,1,2-3,l1,,
125.02082999999999,MOT_mc_stage_color_00,r-flash,,
125.18748,3,w2,,,
125.18748,2,w2,,,
125.38745999999999,1,3-4,lb0,,
125.45411999999999,MOT_mc_stage_color_00,y-flash,,
125.72076,5,w4,,,
125.72076,4,w1,,,
125.72076,2,2-3,,,
125.72076,3,2-3,,,
125.72076,4,1-2,,,
125.72076,5,4-1,,,
126.12071999999999,1,4-1,r1,,
126.15405,MOT_mc_stage_color_00,r-flash,,
126.55400999999999,1,1-2,rb0,,
126.654,5,w1,,,
126.654,4,w2,,,
126.654,3,w3,,,
126.654,2,w3,,,
126.98729999999999,1,2-3,,,
127.42058999999999,2,sp3-4,,,
127.42058999999999,3,sp3-4,,,
127.42058999999999,4,sp2-3,,,
127.42058999999999,5,sp1-2,,,
127.42058999999999,1,sp3-4,,,
129.28707,MOT_mc_stage_color_00,b-flash,,
129.28707,MOT_mc_bg_black_00,b20-65,,
129.28707,MOT_mc_speaker_00,stay,,
129.28707,MOT_mc_light_center_00,l1,,
129.28707,MOT_mc_light_up_00,l1,,
129.28707,MOT_mc_light_under_00,l2,,
129.28707,2,4-1,,,D60
129.28707,3,4-1,,,D60
129.28707,4,3-4,,,D60
129.28707,5,2-3,,,D60
129.28707,1,4-1,,b0,D60
130.22030999999998,5,w3,,,
130.22030999999998,4,w4,,,
130.22030999999998,3,w1,,,
130.22030999999998,2,w1,,,
130.22030999999998,1,w1,,,
