0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,b80-45,,
20.46462,MOT_mc_special_01,stay,,
20.49795,1,j2-3,,,
20.63127,MOT_mc_stage_color_00,b-flash,,
20.63127,2,j2-3,,,
20.63127,3,j2-3,,,
20.6646,MOT_mc_light_center_00,l1,,
21.49785,1,3-4,,,
21.49785,2,3-4,,,
21.49785,3,3-4,,,
22.06446,1,j4-1,,,
22.06446,2,j4-1,,,
22.06446,3,j4-1,,,
22.49775,1,1-2,,,
22.89771,1,2-3,,,
22.89771,2,1-2,,,
22.89771,3,1-2,,,
23.830949999999998,3,w2,,,
23.830949999999998,2,w2,,,
23.830949999999998,1,w3,,,
23.96427,2,2-3,l1,,
23.96427,3,2-3,l1,,
24.29757,1,3-4,l1,,
24.76419,1,4-1,lb0,,
24.76419,2,3-4,lb0,,
24.76419,3,3-4,lb0,,
25.16415,1,j1-2,,,
25.16415,2,j4-1,,,
25.16415,3,j4-1,,,
25.664099999999998,1,,r1,,
25.664099999999998,2,,r1,,
25.664099999999998,3,,r1,,
26.03073,1,2-3,,,
26.03073,2,1-2,,,
26.03073,3,1-2,,,
26.43069,1,3-4,rb0,,
26.43069,2,2-3,rb0,,
26.43069,3,2-3,rb0,,
27.36393,3,w3,,,
27.36393,2,w3,,,
27.36393,1,j4-1,,,
27.663899999999998,2,j3-4,,,
27.663899999999998,3,j3-4,,,
28.097189999999998,1,1-2,,,
28.097189999999998,2,4-1,,,
28.097189999999998,3,4-1,,,
28.56381,1,lp2,,,
28.56381,2,lp1,,,
28.56381,3,lp1,,,
29.16375,2,j1-2,,,
29.530379999999997,1,j2-3,,,
29.963669999999997,3,j1-2,,,
30.23031,2,w2,,,
30.59694,1,w3,,,
30.79692,1,sj3,,,
30.79692,2,2-3,l1,,
31.03023,3,w2,,,
31.163549999999997,1,3-4,,,
31.163549999999997,2,3-4,,,
31.163549999999997,3,2-3,,,
31.730159999999998,1,sj4,,,
31.730159999999998,3,3-4,r1,,
32.06346,1,4-1,,,
32.06346,2,4-1,,,
32.06346,3,4-1,,,
32.663399999999996,1,1-2,,,
32.9967,3,w1,,,
32.9967,2,w1,,,
33.03003,2,1-2,,,
33.03003,3,1-2,,,
33.42999,1,j2-3,,,
33.42999,2,j2-3,,,
33.42999,3,j2-3,,,
33.96327,MOT_control_all,zoom_04,,
33.9966,MOT_mc_stage_color_00,r-flash,,
33.9966,1,3-4,,,
33.9966,2,3-4,lb0,,
33.9966,3,3-4,rb0,,
34.49655,MOT_mc_stage_color_00,b-flash,,
34.49655,1,sp4-1,,,
34.49655,2,sp4-1,,,
34.49655,3,sp4-1,,,
34.9965,2,j1-2,,,
34.9965,3,j1-2,,,
35.26314,1,j1-2,,,
35.69643,1,2-3,,,
36.06306,3,w2,,,
36.06306,2,w2,,,
36.06306,1,j3-4,,,
36.49635,1,4-1,r1,,
36.49635,2,2-3,r1,,
36.49635,3,2-3,r1,,
37.06296,1,1-2,rb0,,
37.06296,2,3-4,rb0,,
37.06296,3,3-4,rb0,,
37.76289,3,4-1,,,
37.9962,2,w4,,,
37.9962,1,w2,,,
38.19618,1,,l1,,
38.19618,2,,l1,,
38.19618,3,1-2,l1,,
38.762789999999995,2,4-1,,,
39.129419999999996,3,w2,,,
39.196079999999995,1,,lb0,,
39.196079999999995,2,1-2,lb0,,
39.196079999999995,3,,lb0,,
39.72936,1,sp2-3,,,
39.72936,2,sp2-3,,,
39.72936,3,sp2-3,,,
40.26264,1,j3-4,,,
40.56261,2,j3-4,,,
40.56261,3,j3-4,,,
41.3292,1,w4,,,
41.42919,2,4-1,r1,,
41.629169999999995,3,w4,,,
41.72916,1,4-1,r1,,
42.029129999999995,3,4-1,r1,,
42.362429999999996,2,w1,,,
42.52908,3,sp1-2,,,
42.6624,1,w1,,,
42.762389999999996,1,sp1-2,,,
42.9957,2,sp1-2,,,
43.329,1,hj2,,,
43.329,2,hj2,,,
43.329,3,hj2,,,
43.995599999999996,1,2-3,rb0,,
43.995599999999996,2,2-3,rb0,,
43.995599999999996,3,2-3,rb0,,
44.62887,MOT_control_all,zoom_05,,
44.62887,1,3-4,l1,,
44.62887,2,3-4,l1,,
44.62887,3,3-4,l1,,
45.02883,MOT_mc_stage_color_00,b-flash,,
45.02883,2,4-1,,,
45.46212,1,4-1,,,
45.46212,2,1-2,,,
45.56211,3,w4,,,
45.92874,1,1-2,,,
45.92874,2,2-3,,,
45.92874,3,4-1,,,
46.462019999999995,1,2-3,lb0,,
46.462019999999995,2,3-4,lb0,,
46.462019999999995,3,1-2,lb0,,
46.79532,1,sp3-4,,,
46.79532,2,sp4-1,,,
46.79532,3,sp2-3,,,
46.861979999999996,MOT_mc_stage_color_00,b-flash,,
47.261939999999996,1,j4-1,,,
47.52858,2,j1-2,,,
47.52858,3,j3-4,,,
47.56191,MOT_mc_stage_color_00,b-flash,,
47.89521,1,1-2,,,
48.36183,MOT_mc_bg_black_00,b20-45,,
48.39516,MOT_mc_stage_color_00,b-flash,,
48.39516,MOT_mc_special_02,l4,,
48.39516,MOT_control_all,zoom_06,,
48.42849,MOT_mc_light_center_00,stay,,
48.42849,1,hj2,,,
48.42849,2,hj2,,,
48.42849,3,hj4,,,
49.09509,1,lp2,,,
49.09509,2,lp2,,,
49.09509,3,lp4,,,
49.92834,1,2-3,,,
49.92834,2,2-3,,,
49.92834,3,4-1,,,
50.22831,3,1-2,,,
50.528279999999995,1,3-4,,,
50.76159,2,3-4,,,
51.09489,1,hj4,,,
51.09489,2,hj4,,,
51.09489,3,hj2,,,
51.761489999999995,1,4-1,,,
51.761489999999995,2,4-1,,,
51.761489999999995,3,2-3,,,
52.094789999999996,1,lp1,,,
52.094789999999996,2,lp1,,,
52.094789999999996,3,lp3,,,
53.827949999999994,1,1-2,,,
53.827949999999994,2,1-2,,,
53.827949999999994,3,3-4,,,
54.76119,3,w4,,,
54.76119,2,w2,,,
54.76119,1,w2,,,
54.89451,2,2-3,,,
54.89451,3,4-1,,,
55.49445,1,2-3,,,
55.49445,2,3-4,l1,,
55.49445,3,1-2,r1,,
55.827749999999995,1,lp3,,,
55.827749999999995,2,lp4,,,
55.827749999999995,3,lp2,,,
56.82765,1,3-4,,,
57.16095,1,j4-1,,,
57.52758,2,4-1,,,
57.52758,3,2-3,,,
57.9942,1,1-2,,,
57.9942,2,1-2,lb0,,
57.9942,3,3-4,rb0,,
58.79412,1,j2-3,,,
58.79412,2,j2-3,,,
58.79412,3,j4-1,,,
59.3274,1,lp3,,,
59.3274,2,lp3,,,
59.3274,3,lp1,,,
60.627269999999996,1,3-4,,,
60.627269999999996,2,3-4,,,
60.627269999999996,3,1-2,,,
60.660599999999995,MOT_mc_stage_color_00,r-flash,,
61.56051,3,w2,,,
61.56051,2,w4,,,
61.56051,1,w4,,,
62.360429999999994,1,j4-1,,,
62.360429999999994,2,j4-1,,,
62.360429999999994,3,j2-3,,,
62.39376,MOT_mc_stage_color_00,b-flash,,
63.426989999999996,3,w3,,,
63.426989999999996,2,w1,,,
63.426989999999996,1,w1,,,
63.960269999999994,MOT_control_all,zoom_07,,
63.9936,1,j1-2,,,
64.02693,MOT_mc_stage_color_00,r-flash,,
64.39356,2,j1-2,,,
64.39356,3,j3-4,,,
64.42689,MOT_mc_stage_color_00,r-flash,,
64.86018,1,2-3,,,
64.86018,2,2-3,,,
64.86018,3,4-1,,,
64.89350999999999,MOT_mc_stage_color_00,r-flash,,
65.62677,MOT_control_all,zoom_08,,
65.6601,1,hj3,,,
65.6601,2,hj3,,,
65.6601,3,hj1,,,
65.72676,MOT_mc_bg_black_00,b45-20,,
65.82675,MOT_mc_stage_color_00,b-flash,,
65.89341,MOT_mc_light_up_00,l3,,
65.89341,MOT_mc_special_02,l3,,
65.89341,MOT_mc_light_center_00,l3,,
66.42669,1,3-4,,,
66.75999,1,4-1,r1,,
66.75999,2,3-4,r1,,
66.75999,3,1-2,r1,,
67.25994,2,4-1,,,
67.25994,3,2-3,,,
67.59324,1,hj1,,,
67.59324,2,hj1,,,
67.59324,3,hj3,,,
67.72655999999999,MOT_mc_stage_color_00,b-flash,,
68.25984,1,1-2,r2,,
68.25984,2,1-2,r2,,
68.25984,3,3-4,r2,,
68.9931,1,2-3,,,
68.9931,2,2-3,,,
68.9931,3,4-1,,,
69.39305999999999,MOT_mc_stage_color_00,b-flash,,
69.39305999999999,1,,rb1,,
69.39305999999999,2,,rb1,,
69.39305999999999,3,,rb1,,
69.82634999999999,3,j1-2,,,
69.92634,2,w3,,,
69.92634,1,w3,,,
70.15965,1,j3-4,,,
70.49295,2,j3-4,,,
70.82625,1,4-1,,,
70.89291,3,w2,,,
71.05955999999999,MOT_mc_stage_color_00,b-flash,,
71.25954,1,1-2,rb0,,
71.25954,2,4-1,rb0,,
71.25954,3,2-3,rb0,,
71.72616,2,1-2,,,
71.72616,3,3-4,,,
72.09279,MOT_mc_stage_color_00,b-flash,,
72.09279,1,j2-3,,,
72.09279,2,j2-3,,,
72.09279,3,j4-1,,,
72.62607,1,3-4,l1,,
72.9927,2,3-4,l1,,
72.9927,3,1-2,l1,,
73.02602999999999,MOT_mc_stage_color_00,b-flash,,
73.35933,1,4-1,,,
73.35933,2,4-1,,,
73.35933,3,2-3,,,
73.75929,1,1-2,lb0,,
73.75929,2,1-2,lb0,,
73.75929,3,3-4,lb0,,
74.22591,1,sp2-3,,,
74.22591,2,sp2-3,,,
74.22591,3,sp4-1,,,
74.6592,MOT_mc_stage_color_00,b-flash,,
75.19248,1,j3-4,,,
75.19248,2,j3-4,,,
75.19248,3,j1-2,,,
75.9924,1,4-1,l1,,
76.25904,3,w2,,,
76.25904,2,w4,,,
76.35902999999999,MOT_mc_stage_color_00,b-flash,,
76.65899999999999,2,4-1,l1,,
76.65899999999999,3,2-3,l1,,
76.92564,1,w1,,,
77.29227,MOT_mc_stage_color_00,b-flash,,
77.3256,1,j1-2,,,
77.3256,2,j1-2,,,
77.3256,3,j3-4,,,
77.85888,1,2-3,lb0,,
77.85888,2,2-3,lb0,,
77.85888,3,4-1,lb0,,
78.09219,MOT_mc_stage_color_00,b-flash,,
78.29217,MOT_control_all,zoom_09,,
78.39215999999999,1,3-4,,,
78.39215999999999,2,3-4,,,
78.39215999999999,3,1-2,,,
78.82545,1,j4-1,,,
78.82545,2,j4-1,,,
78.82545,3,j2-3,,,
79.02543,MOT_mc_stage_color_00,b-flash,,
79.45872,MOT_control_all,zoom_10,,
79.49204999999999,1,j1-2,,,
79.69203,3,j3-4,,,
79.89201,2,w1,,,
79.92533999999999,2,j1-2,,,
80.15865,MOT_mc_stage_color_00,b-flash,,
80.49195,1,hj2,,,
80.49195,2,hj2,,,
80.49195,3,hj4,,,
81.15854999999999,1,2-3,,,
81.15854999999999,2,,r1,,
81.15854999999999,3,,l1,,
81.59183999999999,1,3-4,,,
81.59183999999999,2,2-3,,,
81.59183999999999,3,4-1,,,
82.05846,1,4-1,,,
82.05846,2,3-4,rb0,,
82.05846,3,1-2,lb0,,
82.49175,1,1-2,,,
82.49175,2,4-1,,,
82.49175,3,2-3,,,
82.9917,1,2-3,,,
83.19167999999999,2,1-2,,,
83.42499,3,3-4,,,
83.75829,1,j3-4,,,
83.75829,2,j2-3,,,
83.75829,3,j4-1,,,
84.25824,1,4-1,,,
84.25824,2,3-4,l1,,
84.25824,3,1-2,r1,,
84.69153,2,j4-1,,,
84.95817,1,j1-2,,,
85.05816,MOT_mc_stage_color_00,b-flash,,
85.19148,3,w2,,,
85.25814,3,j2-3,,,
85.75809,2,w1,,,
85.89141,1,2-3,,,
85.89141,2,1-2,lb0,,
85.89141,3,3-4,rb0,,
86.02472999999999,MOT_mc_stage_color_00,b-flash,,
86.49135,2,2-3,,,
86.49135,3,4-1,,,
86.82464999999999,1,w3,,,
86.89130999999999,1,3-4,,,
87.29127,1,j4-1,,,
87.29127,2,j3-4,,,
87.29127,3,j1-2,,,
87.79122,1,lp1,,,
87.79122,2,lp4,,,
87.79122,3,lp2,,,
88.25784,1,1-2,,,
88.42448999999999,MOT_mc_stage_color_00,b-flash,,
88.62447,1,2-3,,,
88.9911,2,4-1,,,
88.9911,3,2-3,,,
89.39106,2,1-2,,,
89.39106,3,3-4,,,
89.45772,MOT_mc_stage_color_00,b-flash,,
89.55771,1,w3,,,
89.79101999999999,1,3-4,,,
89.79101999999999,2,2-3,l1,,
89.79101999999999,3,4-1,r1,,
90.12432,1,4-1,,,
90.29097,MOT_mc_stage_color_00,b-flash,,
90.45761999999999,1,1-2,,,
90.45761999999999,2,3-4,,,
90.45761999999999,3,1-2,,,
90.85758,1,sp2-3,,,
90.85758,2,sp4-1,,,
90.85758,3,sp2-3,,,
91.02423,MOT_mc_stage_color_00,b-flash,,
91.6575,1,j3-4,,,
91.6575,2,j1-2,,,
91.6575,3,j3-4,,,
91.79082,MOT_mc_stage_color_00,b-flash,,
92.25744,MOT_control_all,zoom_11,,
92.29077,1,4-1,,,
92.29077,2,2-3,,,
92.29077,3,4-1,,,
92.62406999999999,1,hj1,,,
92.62406999999999,2,hj3,,,
92.62406999999999,3,hj1,,,
93.39066,2,,lb0,,
93.39066,3,,rb0,,
93.65729999999999,1,1-2,r1,,
93.65729999999999,2,3-4,,,
93.65729999999999,3,1-2,,,
93.69063,MOT_mc_stage_color_00,b-flash,,
94.05726,1,2-3,rb0,,
94.45721999999999,1,,l1,,
94.45721999999999,2,4-1,l1,,
94.45721999999999,3,2-3,l1,,
94.65719999999999,MOT_mc_stage_color_00,b-flash,,
94.82385,1,3-4,lb0,,
94.82385,2,1-2,lb0,,
94.82385,3,3-4,lb0,,
95.25713999999999,1,4-1,,,
95.25713999999999,2,2-3,,,
95.25713999999999,3,4-1,,,
95.29047,MOT_mc_stage_color_00,b-flash,,
95.82374999999999,2,sp3-4,,,
96.15705,1,sp1-2,,,
96.19037999999999,3,w1,,,
96.49034999999999,3,sp1-2,,,
96.85698,1,2-3,,,
96.85698,2,4-1,,,
96.85698,3,2-3,,,
97.25694,MOT_control_all,zoom_12,,
97.25694,1,hj3,,,
97.25694,2,hj1,,,
97.25694,3,hj3,,,
97.3236,MOT_mc_stage_color_00,b-flash,,
97.92354,1,lp3,,,
97.92354,2,lp1,,,
97.92354,3,lp3,,,
98.82345,1,3-4,,,
98.82345,2,1-2,,,
98.82345,3,3-4,,,
99.75668999999999,3,w4,,,
99.75668999999999,2,w2,,,
99.75668999999999,1,w4,,,
100.32329999999999,1,4-1,,,
100.32329999999999,2,2-3,,,
100.32329999999999,3,4-1,,,
100.35663,MOT_mc_stage_color_00,r-flash,,
100.35663,MOT_mc_bg_black_00,b20-65,,
100.42329,MOT_mc_light_up_00,stay,,
100.42329,MOT_mc_special_02,stay,,
100.42329,MOT_mc_special_01,all_big,,
100.6566,MOT_mc_stage_color_00,b-flash,,
100.6566,3,1-2,,,
100.88991,1,1-2,,,
101.12321999999999,2,3-4,,,
101.35652999999999,MOT_mc_stage_color_00,b-flash,,
101.42318999999999,3,j2-3,,,
101.62317,1,j2-3,,,
101.82315,2,j4-1,,,
101.9898,MOT_mc_stage_color_00,b-flash,,
102.42309,1,sp3-4,,,
102.42309,2,sp1-2,,,
102.42309,3,sp3-4,,,
102.75639,MOT_mc_stage_color_00,r-flash,,
103.25634,1,j4-1,,,
103.25634,2,j2-3,,,
103.25634,3,j4-1,,,
103.62297,MOT_mc_stage_color_00,b-flash,,
103.82294999999999,1,1-2,,,
103.82294999999999,2,3-4,,,
103.82294999999999,3,1-2,,,
104.32289999999999,MOT_mc_stage_color_00,b-flash,,
104.32289999999999,1,j2-3,,,
104.52288,3,j2-3,,,
104.72286,2,j4-1,,,
104.88951,MOT_mc_stage_color_00,b-flash,,
105.18947999999999,1,3-4,,,
105.18947999999999,2,1-2,,,
105.18947999999999,3,3-4,,,
105.48944999999999,MOT_mc_stage_color_00,b-flash,,
106.02273,1,4-1,,,
106.02273,2,2-3,l1,,
106.02273,3,4-1,r1,,
106.28936999999999,MOT_mc_stage_color_00,r-flash,,
106.78931999999999,1,1-2,,,
106.78931999999999,2,3-4,lb0,,
106.78931999999999,3,1-2,rb0,,
107.05596,MOT_mc_stage_color_00,b-flash,,
107.48925,2,j4-1,,,
107.55591,MOT_mc_stage_color_00,b-flash,,
107.72256,1,w2,,,
107.72256,3,j2-3,,,
107.9892,1,j2-3,,,
108.22251,MOT_mc_stage_color_00,b-flash,,
108.25583999999999,2,1-2,,,
108.25583999999999,3,3-4,,,
108.55581,1,3-4,,,
108.85578,1,hj4,,,
108.85578,2,hj2,,,
108.85578,3,hj4,,,
108.88910999999999,MOT_mc_stage_color_00,b-flash,,
109.58904,1,4-1,r1,,
109.58904,2,2-3,r1,,
109.58904,3,4-1,r1,,
109.6557,MOT_mc_stage_color_00,r-flash,,
110.42228999999999,1,1-2,rb0,,
110.42228999999999,2,3-4,rb0,,
110.42228999999999,3,1-2,rb0,,
110.58894,MOT_mc_stage_color_00,b-flash,,
110.9889,3,sp2-3,,,
111.18888,MOT_mc_stage_color_00,b-flash,,
111.35553,2,w4,,,
111.35553,1,w2,,,
111.42219,1,sp2-3,,,
111.85548,MOT_mc_stage_color_00,b-flash,,
111.85548,2,sp4-1,,,
112.38875999999999,1,j3-4,,,
112.38875999999999,2,j1-2,,,
112.38875999999999,3,j3-4,,,
112.42209,MOT_mc_stage_color_00,b-flash,,
113.15535,2,sp2-3,,,
113.45532,3,w4,,,
113.45532,1,w4,,,
114.02193,1,sp4-1,,,
114.85517999999999,3,sp4-1,,,
116.82164999999999,1,j1-2,,,
116.82164999999999,2,j3-4,,,
116.82164999999999,3,j1-2,,,
117.38825999999999,1,2-3,,,
117.68822999999999,1,3-4,,,
117.68822999999999,2,4-1,,,
117.68822999999999,3,2-3,,,
118.02153,MOT_mc_stage_color_00,b-flash,,
118.05485999999999,MOT_mc_bg_black_00,b20-80,,
118.05485999999999,1,,,,D100
118.05485999999999,2,,,,D100
118.05485999999999,3,,,,D100
118.08819,MOT_mc_light_up_00,l5,,
118.08819,MOT_mc_light_under_00,stay,,
118.08819,MOT_mc_light_center_00,last,,
118.62146999999999,3,w3,,,
118.62146999999999,2,w1,,,
118.62146999999999,1,w4,,,
