0.03333,MOT_mc_bg_black_00,seat100-0,,
1.3332,MOT_mc_speaker_00,temp2,,
1.7331599999999998,MOT_mc_stage_color_00,r-flash,,
1.7331599999999998,MOT_mc_bg_black_00,b65-45,,
12.09879,5,j3-4,,,
12.232109999999999,2,w4,,,
12.36543,5,j4-1,,,
12.532079999999999,3,j4-1,,,
12.69873,1,j2-3,,,
12.832049999999999,2,j4-1,,,
12.932039999999999,4,w4,,,
12.9987,4,j4-1,,,
13.431989999999999,5,w1,,,
13.59864,3,w1,,,
13.76529,1,w3,,,
13.76529,MOT_mc_stage_color_00,y-flash,,
13.76529,1,j3-4,,,
13.89861,2,w1,,,
13.965269999999999,2,hj1,,,
13.965269999999999,3,hj1,,,
13.965269999999999,4,hj1,,,
13.965269999999999,5,hj1,,,
14.39856,5,1-2,,,
14.59854,3,1-2,,,
14.79852,1,4-1,,,
14.9985,2,1-2,,,
15.19848,4,1-2,,,
15.3318,5,w2,,,
15.53178,3,w2,,,
15.565109999999999,2,j2-3,,,
15.565109999999999,3,j2-3,,,
15.565109999999999,4,j2-3,,,
15.565109999999999,5,j2-3,,,
15.565109999999999,1,hj1,,,
16.29837,MOT_mc_stage_color_00,b-flash,,
16.29837,2,sp3-4,,,
16.29837,3,sp3-4,,,
16.29837,4,sp3-4,,,
16.29837,5,sp3-4,,,
16.29837,1,sp1-2,,,
17.69823,MOT_mc_stage_color_00,r-flash,,
17.69823,2,hj4,,,
17.69823,3,hj4,,,
17.69823,4,hj4,,,
17.69823,5,hj4,,,
17.69823,1,j2-3,,,
18.06486,MOT_mc_light_center_00,l1,,
18.06486,MOT_mc_light_under_00,l1,,
18.26484,MOT_mc_stage_color_00,y-flash,,
18.26484,2,lp4,,,D20
18.26484,3,lp4,,,D20
18.26484,4,lp4,,,D20
18.26484,5,lp4,,,D20
18.26484,1,3-4,,f1,Lbl
18.63147,1,4-1,l1,,
18.9981,1,hj1,,,
19.93134,1,1-2,lb0,,
20.397959999999998,1,2-3,r1,,
20.89791,1,sp3-4,,,
21.197879999999998,2,j4-1,,,
21.197879999999998,3,j4-1,,,
21.397859999999998,4,j4-1,,,
21.397859999999998,5,j4-1,,,
21.93114,MOT_mc_stage_color_00,b-flash,,
21.93114,1,4-1,r2,,
22.09779,2,lp1,,,
22.09779,3,lp1,,,
22.09779,4,lp1,,,
22.09779,5,lp1,,,
22.29777,1,1-2,r3,,
22.69773,1,hj2,,,
23.39766,1,2-3,rb2,,
23.830949999999998,1,3-4,rb1,,
24.230909999999998,1,j4-1,,,
24.630869999999998,MOT_mc_stage_color_00,r-flash,,
24.630869999999998,1,lp1,,,
24.79752,2,j1-2,,,
24.93084,3,j1-2,,,
25.064159999999998,4,j1-2,,,
25.19748,5,j1-2,,,
25.43079,MOT_mc_stage_color_00,y-flash,,
25.43079,1,j1-2,,,
25.56411,2,lp2,,,
25.56411,3,lp2,,,
25.56411,4,lp2,,,
25.56411,5,lp2,,,
25.96407,1,2-3,rb0,,
26.39736,1,hj3,,,
27.263939999999998,1,3-4,r1,,
27.697229999999998,1,4-1,rb0,,
28.19718,1,sp1-2,,,
28.530479999999997,MOT_mc_stage_color_00,r-flash,,
28.530479999999997,2,j2-3,,,
28.530479999999997,3,j2-3,,,
28.730459999999997,MOT_mc_stage_color_00,b-flash,,
28.730459999999997,4,j2-3,,,
28.730459999999997,5,j2-3,,,
28.9971,MOT_mc_stage_color_00,y-flash,,
28.9971,1,2-3,r1,,
29.097089999999998,2,lp3,,,
29.097089999999998,3,lp3,,,
29.097089999999998,4,lp3,,,
29.097089999999998,5,lp3,,,
29.36373,1,3-4,r2,,
29.83035,1,4-1,r3,,
30.330299999999998,1,j1-2,,,
30.930239999999998,1,2-3,rb2,,
31.330199999999998,1,3-4,,,
31.79682,1,sp4-1,,,
32.56341,MOT_mc_stage_color_00,r-flash,,
32.56341,1,j1-2,,,
33.23001,1,2-3,r3,,
33.62997,1,hj3,,,
34.56321,1,3-4,rb2,,
34.9965,1,4-1,rb1,,
35.36313,1,1-2,,,
35.76309,1,sp2-3,,,
36.39636,MOT_mc_stage_color_00,b-flash,,
36.39636,1,hj3,,,
36.9963,1,3-4,,,
37.42959,1,4-1,rb0,,
37.86288,1,1-2,r1,,
38.362829999999995,1,j2-3,,,
38.86278,1,3-4,,,
39.29607,1,sp4-1,,,
40.19598,MOT_mc_stage_color_00,r-flash,,
40.19598,1,hj1,,,
41.12922,1,1-2,rb0,,
41.562509999999996,1,2-3,r1,,
42.09579,MOT_mc_stage_color_00,b-flash,,
42.09579,1,j3-4,,,
42.56241,1,4-1,r2,,
42.9957,1,1-2,rb1,,
43.39566,1,2-3,,,
43.79562,1,3-4,,,
44.36223,MOT_mc_stage_color_00,r-flash,,
44.36223,1,j4-1,,,
44.828849999999996,1,1-2,rb0,,
45.228809999999996,1,2-3,l1,,
45.595439999999996,1,3-4,lb0,,
45.9954,1,4-1,l1,,
46.36203,1,1-2,,,
46.72866,1,2-3,,,
47.09529,1,j3-4,,,
47.695229999999995,MOT_mc_stage_color_00,y-flash,,
47.695229999999995,1,4-1,lb0,,
48.128519999999995,1,1-2,l1,,
48.56181,1,j2-3,,,
49.09509,1,hj3,,,
49.89501,1,3-4,,,
50.42829,1,sp4-1,,,
51.12822,2,hj3,,,
51.12822,3,hj3,,,
51.12822,4,hj3,,,
51.12822,5,hj3,,,
51.12822,1,j1-2,,,
51.16155,MOT_mc_stage_color_00,b-flash,,
51.16155,MOT_mc_bg_black_00,b45-20,,
51.16155,MOT_mc_light_center_00,l3,,
51.16155,MOT_mc_light_up_00,l4,,
51.16155,MOT_mc_light_under_00,l3,,
51.56151,1,j2-3,,,
51.62817,2,lp3,,,
51.62817,3,lp3,,,
51.62817,4,lp3,,,
51.62817,5,lp3,,,
52.02813,1,3-4,,,
52.42809,1,4-1,l2,,
52.79472,1,j1-2,,,
53.327999999999996,1,2-3,,,
53.761289999999995,1,3-4,,,
54.194579999999995,1,hj4,,,
54.76119,2,j3-4,,,
54.76119,3,j3-4,,,
54.927839999999996,4,j3-4,,,
54.927839999999996,5,j3-4,,,
55.12782,MOT_mc_stage_color_00,r-flash,,
55.12782,1,4-1,lb1,,
55.26114,2,lp4,,,
55.26114,3,lp4,,,
55.26114,4,lp4,,,
55.26114,5,lp4,,,
55.49445,1,1-2,l2,,
55.861079999999994,1,hj2,,,
56.76099,1,2-3,lb1,,
57.16095,1,3-4,,,
57.56091,1,4-1,,,
57.92754,1,sp1-2,,,
58.160849999999996,2,j4-1,,,
58.3275,3,j4-1,,,
58.49415,4,j4-1,,,
58.49415,5,j4-1,,,
58.72746,MOT_mc_stage_color_00,b-flash,,
58.72746,1,hj2,,,
58.86078,2,lp1,,,
58.86078,3,lp1,,,
58.86078,4,lp1,,,
58.86078,5,lp1,,,
59.427389999999995,1,2-3,lb0,,
59.794019999999996,1,3-4,r1,,
60.16065,1,4-1,,,
60.593939999999996,1,1-2,rb0,,
60.9939,1,2-3,l1,,
61.39386,1,sp3-4,,,
61.72716,4,j1-2,,,
61.72716,5,j1-2,,,
61.893809999999995,2,j1-2,,,
61.893809999999995,3,j1-2,,,
62.09379,MOT_mc_stage_color_00,r-flash,,
62.09379,1,hj4,,,
62.360429999999994,2,lp2,,,
62.360429999999994,3,lp2,,,
62.360429999999994,4,lp2,,,
62.360429999999994,5,lp2,,,
62.727059999999994,1,4-1,,,
63.160349999999994,1,1-2,lb0,,
63.560309999999994,1,2-3,r1,,
64.02693,1,3-4,rb0,,
64.49355,1,4-1,l1,,
64.96016999999999,1,sp1-2,,,
66.06006,MOT_mc_stage_color_00,b-flash,,
66.06006,1,hj2,,,
66.69333,1,2-3,lb0,,
67.09329,1,3-4,l1,,
67.49325,1,4-1,l2,,
67.89321,1,1-2,l3,,
68.39316,1,2-3,,,
68.82645,1,j3-4,,,
69.29307,1,lp4,,,
69.993,1,hj4,,,
70.22631,2,j2-3,,,
70.22631,3,j2-3,,,
70.22631,4,j2-3,,,
70.22631,5,j2-3,,,
70.89291,MOT_mc_stage_color_00,y-flash,,
70.89291,MOT_mc_bg_black_00,b80-65,,
70.89291,MOT_mc_light_up_00,l1,,
70.89291,MOT_mc_light_under_00,l1,,
70.89291,2,lp3,,,
70.89291,3,lp3,,,
70.89291,4,lp3,,,
70.89291,5,lp3,,,
70.89291,1,4-1,lb2,,
71.25954,1,1-2,lb1,,
71.62617,1,2-3,l2,,
72.02613,1,j3-4,,,
72.59273999999999,1,4-1,l3,,
73.02602999999999,1,sp1-2,,,
73.6593,1,2-3,,,
73.72596,2,j3-4,,,
73.72596,3,j3-4,,,
73.95927,4,j3-4,,,
73.95927,5,j3-4,,,
74.52588,MOT_mc_stage_color_00,b-flash,,
74.52588,2,lp4,,,
74.52588,3,lp4,,,
74.52588,4,lp4,,,
74.52588,5,lp4,,,
74.52588,1,3-4,l4,,
74.89251,1,4-1,lb3,,
75.25914,1,j1-2,,,
75.72576,1,2-3,,,
76.15905,1,hj3,,,
76.42569,2,j4-1,,,
76.62567,3,j4-1,,,
76.82565,4,j4-1,,,
76.82565,5,j4-1,,,
76.85898,1,sp3-4,,,
77.15894999999999,2,j1-2,,,
77.15894999999999,3,j1-2,,,
77.55891,4,j1-2,,,
77.55891,5,j1-2,,,
77.55891,1,4-1,,,
78.09219,MOT_mc_stage_color_00,r-flash,,
78.09219,2,lp2,,,
78.09219,3,lp2,,,
78.09219,4,lp2,,,
78.09219,5,lp2,,,
78.09219,1,j1-2,,,
78.79212,1,2-3,lb2,,
79.15875,1,3-4,lb1,,
79.52538,1,4-1,l2,,
79.92533999999999,1,j1-2,,,
80.62527,1,2-3,lb1,,
81.05856,1,sp3-4,,,
81.62517,1,4-1,lb0,,
82.55841,1,j1-2,,,
82.95837,1,2-3,,,
83.39166,1,3-4,r1,,
83.79162,1,4-1,rb0,,
84.19158,1,1-2,,,
84.59154,1,lp2,,,
84.69153,2,j2-3,,,
84.69153,3,j2-3,,,
84.69153,4,j2-3,,,
84.69153,5,j2-3,,,
85.42479,MOT_mc_stage_color_00,b-flash,,
85.42479,2,lp3,,,
85.42479,3,lp3,,,
85.42479,4,lp3,,,
85.42479,5,lp3,,,
85.42479,1,2-3,r1,,
85.82475,1,3-4,r2,,
86.22471,1,4-1,rb1,,
86.62467,1,1-2,rb0,,
87.05796,1,j2-3,,,
87.62456999999999,1,3-4,,,
88.15785,1,lp4,,,
89.12442,MOT_mc_stage_color_00,y-flash,,
89.12442,1,4-1,r1,,
89.52438,1,1-2,rb0,,
89.95767,1,j2-3,,,
90.3243,1,3-4,l1,,
90.69093,1,4-1,lb0,,
91.15755,1,hj1,,,
91.9908,MOT_mc_stage_color_00,b-flash,,
91.9908,1,1-2,r1,,
92.35743,1,2-3,r2,,
92.79072,1,3-4,rb1,,
93.22400999999999,1,4-1,rb0,,
93.79061999999999,1,hj1,,,
94.62387,1,1-2,,,
95.05716,1,2-3,,,
95.59044,2,sp3-4,,,
95.59044,3,sp3-4,,,
95.59044,4,sp3-4,,,
95.59044,5,sp3-4,,,
95.59044,1,sp3-4,,,
97.35692999999999,4,4-1,,,
97.45692,2,4-1,,,
97.55691,1,4-1,,,
97.6569,3,4-1,,,
97.75689,5,4-1,,,
98.12352,5,1-2,,,
98.22350999999999,3,1-2,,,
98.29016999999999,4,w1,,,
98.3235,1,1-2,,,
98.39016,2,w1,,,
98.42349,2,1-2,,,
98.52347999999999,4,1-2,,,
99.02342999999999,2,j2-3,,,
99.02342999999999,3,j2-3,,,
99.02342999999999,4,j2-3,,,
99.02342999999999,5,j2-3,,,
99.25674,1,w2,,,
99.32339999999999,MOT_mc_stage_color_00,r-flash,,
99.32339999999999,MOT_mc_bg_black_00,b45-20,,
99.32339999999999,MOT_mc_light_center_00,l2,,
99.32339999999999,MOT_mc_light_up_00,l2,,
99.32339999999999,1,hj2,,,
99.59004,2,lp3,,,
99.59004,3,lp3,,,
99.59004,4,lp3,,,
99.59004,5,lp3,,,
99.95667,1,2-3,r1,,
100.38996,1,3-4,,,
100.82325,1,4-1,rb0,,
101.25654,1,j1-2,,,
101.72316,1,2-3,l1,,
102.15644999999999,1,3-4,l2,,
102.55641,1,4-1,,,
102.68973,2,j3-4,,,
102.68973,3,j3-4,,,
102.92304,4,j3-4,,,
102.92304,5,j3-4,,,
103.12302,MOT_mc_stage_color_00,b-flash,,
103.12302,1,hj1,,,
103.35633,2,lp4,,,
103.35633,3,lp4,,,
103.35633,4,lp4,,,
103.35633,5,lp4,,,
103.72296,1,1-2,l3,,
104.15625,1,2-3,l4,,
104.55621,1,3-4,lb3,,
104.95617,1,4-1,lb2,,
105.35613,1,1-2,,,
105.78941999999999,1,sp2-3,,,
106.62267,MOT_mc_stage_color_00,r-flash,,
106.62267,1,hj3,,,
107.3226,1,3-4,lb1,,
107.72256,1,4-1,lb0,,
108.12252,1,1-2,l1,,
108.52248,1,2-3,l2,,
108.92244,1,3-4,,,
109.3224,1,sp4-1,,,
110.15565,MOT_mc_stage_color_00,y-flash,,
110.15565,1,1-2,lb1,,
110.55561,1,2-3,lb0,,
110.95557,1,3-4,l1,,
111.35553,1,j4-1,,,
111.95546999999999,1,1-2,l2,,
112.38875999999999,1,2-3,,,
112.82204999999999,1,3-4,lb1,,
113.28867,1,sp4-1,,,
114.02193,MOT_mc_stage_color_00,b-flash,,
114.02193,1,j1-2,,,
114.58854,1,2-3,lb0,,
115.05516,1,3-4,r1,,
115.62177,1,4-1,rb0,,
116.02172999999999,1,1-2,r1,,
116.38835999999999,1,2-3,,,
116.75498999999999,1,j3-4,,,
117.6549,MOT_mc_stage_color_00,y-flash,,
117.6549,1,hj4,,,
118.38816,1,4-1,,,
118.82145,1,j1-2,,,
119.35472999999999,1,2-3,r2,,
119.78801999999999,1,3-4,rb1,,
120.18798,1,4-1,,,
120.58793999999999,1,j1-2,,,
121.42119,MOT_mc_stage_color_00,r-flash,,
121.42119,1,hj2,,,
122.22111,1,2-3,r2,,
122.6544,1,3-4,rb1,,
123.15435,1,j4-1,,,
123.78761999999999,1,1-2,rb0,,
124.35423,1,j2-3,,,
124.95416999999999,1,3-4,,,
125.45411999999999,1,j4-1,,,
125.9874,1,1-2,,,
126.45402,1,j2-3,,,
127.02063,2,sp4-1,,,
127.02063,3,sp4-1,,,
127.02063,4,sp4-1,,,
127.02063,5,sp4-1,,,
127.02063,1,sp3-4,,,
129.28707,2,j1-2,,,
129.28707,3,j1-2,,,
129.28707,4,j1-2,,,
129.28707,5,j1-2,,,
129.28707,1,j4-1,,,
130.35362999999998,5,w2,,,
130.35362999999998,4,w2,,,
130.35362999999998,3,w2,,,
130.35362999999998,2,w2,,,
130.35362999999998,1,w1,,,
130.68693,MOT_mc_stage_color_00,b-flash,,
130.68693,MOT_mc_bg_black_00,b80-65,,
130.68693,MOT_mc_speaker_00,stay,,
130.68693,MOT_mc_light_up_00,l1,,
130.68693,MOT_mc_light_under_00,l1,,
130.68693,2,2-3,,,D60
130.68693,3,2-3,,,D60
130.68693,4,2-3,,,D60
130.68693,5,2-3,,,D60
130.68693,1,1-2,,b0,D60
131.62017,5,w3,,,
131.62017,4,w3,,,
131.62017,3,w3,,,
131.62017,2,w3,,,
131.62017,1,w2,,,
