0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom_1,,
47.39526,5,j2-3,,,
47.39526,1,lp2,,,
47.39526,2,lp2,,,
47.39526,3,lp2,,,
47.39526,4,lp3,,,
47.728559999999995,MOT_mc_stage_color_00,r-flash,,
48.22851,5,3-4,rb0,,
48.62847,5,4-1,l1,,
49.02843,MOT_mc_stage_color_00,b-flash,,
49.56171,5,w1,,,
49.79502,5,j1-2,,,
50.19498,MOT_mc_stage_color_00,y-flash,,
50.86158,5,w2,,,
51.06156,5,2-3,,,
51.22821,MOT_mc_stage_color_00,r-flash,,
51.394859999999994,5,3-4,,,
51.56151,MOT_mc_stage_color_00,b-flash,,
52.161449999999995,5,4-1,lb0,,
52.76139,5,1-2,r1,,
53.56131,5,2-3,r2,,
54.06126,5,j3-4,,,
54.86118,5,4-1,rb1,,
55.794419999999995,5,w1,,,
55.827749999999995,MOT_mc_stage_color_00,y-flash,,
55.827749999999995,5,hj1,,,
56.49435,5,1-2,,,
56.92764,5,2-3,,,
57.29427,5,j3-4,,,
57.69423,MOT_mc_stage_color_00,r-flash,,
58.06086,MOT_control_all,zoom_5,,
58.12752,5,,,,D40
58.194179999999996,5,4-1,,b0,
58.36083,2,,,,L0
58.36083,MOT_mc_stage_color_00,b-flash,,
58.36083,2,2-3,,f1,
58.52748,5,1-2,,b-1,
58.52748,1,2-3,,,
58.52748,5,2-3,,,
58.52748,3,2-3,,,
58.52748,4,3-4,,,
58.86078,1,lp3,,,
58.86078,5,lp3,,,
58.86078,3,lp3,,,
58.86078,4,lp4,,,
58.96077,2,3-4,,,
59.62737,MOT_mc_stage_color_00,y-flash,,
59.62737,2,4-1,,,
60.227309999999996,2,1-2,,,
60.593939999999996,2,j2-3,,,
60.96057,MOT_mc_stage_color_00,r-flash,,
61.093889999999995,2,hj3,,,
61.76049,2,3-4,,,
62.09379,2,4-1,,,
62.59374,MOT_control_all,zoom_6,,
62.660399999999996,2,1-2,,b0,
62.96037,3,,,,L0
62.96037,2,,,,D40
62.96037,MOT_mc_stage_color_00,b-flash,,
62.96037,3,3-4,,f1,
62.9937,2,2-3,,b-1,
62.9937,1,3-4,,,
62.9937,5,3-4,,,
62.9937,4,4-1,,,
63.426989999999996,3,4-1,r2,,
63.426989999999996,2,lp3,,,
63.426989999999996,1,lp4,,,
63.426989999999996,5,lp4,,,
63.426989999999996,4,lp1,,,
63.860279999999996,3,1-2,,,
64.19358,MOT_mc_stage_color_00,y-flash,,
64.56021,3,2-3,rb1,,
65.19348,3,3-4,rb0,,
65.69342999999999,MOT_mc_stage_color_00,r-flash,,
65.86008,3,4-1,,,
66.26004,MOT_mc_stage_color_00,b-flash,,
66.26004,3,hj1,,,
66.85998,3,,,,D40
66.89331,MOT_control_all,zoom_7,,
66.92663999999999,MOT_mc_stage_color_00,y-flash,,
66.92663999999999,3,1-2,r1,,
67.39326,3,2-3,,b0,
67.72655999999999,3,3-4,,b-1,
68.05986,1,,,,L0
68.05986,2,,,,L0
68.05986,3,,,,L0
68.05986,4,,,,L0
68.05986,5,,,,L0
68.05986,1,4-1,,,
68.05986,2,3-4,,,
68.05986,3,4-1,,,
68.05986,4,1-2,,,
68.05986,5,4-1,,,
68.05986,MOT_mc_back_00,lt_3,,
68.39316,1,1-2,,,
68.39316,2,4-1,,,
68.39316,3,1-2,,,
68.39316,4,2-3,,,
68.39316,5,1-2,,,
68.72646,1,hj2,,,
68.72646,2,hj1,,,
68.72646,3,hj2,,,
68.72646,4,hj3,,,
68.72646,5,hj2,,,
69.02642999999999,MOT_control_all,zoom_8,,
69.25974,MOT_mc_stage_color_00,b-flash,,
69.69303,MOT_mc_stage_color_00,y-flash,,
69.69303,1,2-3,,,
69.69303,2,1-2,,,
69.69303,3,2-3,,,
69.69303,4,3-4,,,
69.69303,5,2-3,,,
70.12631999999999,MOT_mc_stage_color_00,r-flash,,
70.12631999999999,1,3-4,,,
70.12631999999999,2,2-3,,,
70.12631999999999,3,3-4,,,
70.12631999999999,4,4-1,,,
70.12631999999999,5,3-4,,,
70.79292,2,3-4,,,
70.79292,3,4-1,,,
71.05955999999999,5,w4,,,
71.05955999999999,4,w1,,,
71.05955999999999,1,w4,,,
71.25954,4,1-2,,,
71.25954,5,4-1,,,
71.25954,1,4-1,,,
71.69283,4,j2-3,,,
71.69283,5,j1-2,,,
71.72616,3,w1,,,
71.72616,2,w4,,,
71.79281999999999,MOT_mc_stage_color_00,b-flash,,
71.79281999999999,2,j4-1,,,
71.79281999999999,3,j1-2,,,
71.92614,1,j1-2,,,
72.65939999999999,1,j2-3,,,
72.75939,5,w2,,,
72.75939,4,w3,,,
72.75939,2,j1-2,,,
72.75939,3,j2-3,,,
72.85938,4,j3-4,,,
72.85938,5,j2-3,,,
72.89271,1,,,,D40
72.89271,2,,,,D40
72.89271,3,,,,D40
72.89271,4,,,,D40
72.89271,5,,,,D40
73.15935,MOT_control_all,zoom_9,,
73.59264,4,,,,L0
73.59264,MOT_mc_stage_color_00,y-flash,,
73.59264,4,4-1,,f0,
73.72596,1,w3,,,
73.82594999999999,3,w3,,,
73.82594999999999,2,w2,,,
73.92594,5,w3,,,
73.92594,4,1-2,,,
74.25923999999999,4,j2-3,,,
74.75918999999999,MOT_mc_stage_color_00,r-flash,,
74.75918999999999,4,3-4,,,
75.09249,MOT_mc_stage_color_00,b-flash,,
75.09249,4,4-1,,,
75.75909,MOT_mc_stage_color_00,y-flash,,
75.75909,4,hj1,,,
76.42569,4,1-2,,,
76.75899,MOT_control_all,zoom_10,,
76.95897,4,,,,D40
77.19228,5,,,,L0
77.19228,MOT_mc_stage_color_00,r-flash,,
77.19228,5,3-4,,f0,
77.19228,4,2-3,,b-1,
77.52557999999999,4,3-4,,,
77.52557999999999,5,hj4,,,
77.59223999999999,MOT_mc_stage_color_00,b-flash,,
78.19218,5,4-1,,,
78.39215999999999,MOT_mc_stage_color_00,y-flash,,
78.45882,4,w4,,,
78.52548,5,1-2,,,
79.09209,MOT_control_all,zoom_11,,
79.09209,1,,,,L0
79.09209,2,,,,L0
79.09209,3,,,,L0
79.09209,4,,,,L0
79.09209,MOT_mc_stage_color_00,r-flash,,
79.09209,5,2-3,,b-1,
79.09209,1,3-4,,,
79.09209,2,2-3,,,
79.09209,3,3-4,,,
79.09209,4,4-1,,,
79.42539,5,3-4,,,
79.42539,1,4-1,,,
79.42539,2,3-4,,,
79.42539,3,4-1,,,
79.42539,4,1-2,,,
79.75869,1,hj1,,,
79.75869,2,hj4,,,
79.75869,3,hj1,,,
79.75869,4,hj2,,,
79.75869,5,hj4,,,
79.92533999999999,MOT_mc_stage_color_00,b-flash,,
79.92533999999999,MOT_mc_back_00,lt_4,,
80.45862,1,1-2,,,
80.45862,2,4-1,,,
80.45862,3,1-2,,,
80.45862,4,2-3,,,
80.45862,5,4-1,,,
80.75859,MOT_mc_stage_color_00,y-flash,,
80.79191999999999,1,2-3,,,
80.79191999999999,2,1-2,,,
80.79191999999999,3,2-3,,,
80.79191999999999,4,3-4,,,
80.79191999999999,5,1-2,,,
81.02523,MOT_mc_stage_color_00,r-flash,,
81.3252,4,4-1,,,
81.3252,5,2-3,,,
81.42519,3,3-4,,,
81.42519,2,2-3,,,
81.52517999999999,1,3-4,,,
82.09179,1,hj4,,,
82.09179,2,hj3,,,
82.09179,3,hj4,,,
82.09179,4,hj1,,,
82.09179,5,hj3,,,
82.75838999999999,1,j4-1,,,
82.75838999999999,2,j3-4,,,
82.75838999999999,3,j4-1,,,
82.75838999999999,4,j1-2,,,
82.75838999999999,5,j3-4,,,
83.25833999999999,MOT_mc_stage_color_00,b-flash,,
83.39166,1,,,,D40
83.39166,2,,,,D40
83.39166,3,,,,D40
83.39166,4,,,,D40
83.39166,5,,,,D40
83.39166,1,1-2,,,
83.39166,2,4-1,,,
83.39166,3,1-2,,,
83.39166,4,2-3,,,
83.39166,5,4-1,,,
83.55830999999999,MOT_mc_stage_color_00,y-flash,,
83.72496,1,2-3,,,
83.72496,2,1-2,,,
83.72496,3,2-3,,,
83.72496,4,3-4,,,
83.72496,5,1-2,,,
83.85828,MOT_control_all,zoom_12,,
84.09159,2,,,,L0
84.09159,2,2-3,,f0,
84.49154999999999,2,3-4,,,
84.6582,5,w2,,,
84.6582,4,w4,,,
84.6582,3,w3,,,
84.6582,1,w3,,,
84.82485,2,hj4,,,
85.49145,MOT_mc_stage_color_00,r-flash,,
85.49145,2,4-1,,,
85.82475,MOT_mc_stage_color_00,b-flash,,
85.82475,2,1-2,,,
86.25804,2,2-3,,,
86.59134,MOT_mc_stage_color_00,y-flash,,
86.59134,2,j3-4,,,
86.92464,MOT_mc_stage_color_00,r-flash,,
86.92464,2,4-1,,,
87.6579,2,1-2,,b-1,
87.72456,2,,,,D40
87.79122,MOT_control_all,zoom_14,,
87.89121,3,,,,L0
87.89121,MOT_mc_stage_color_00,b-flash,,
87.89121,3,3-4,,f0,
87.99119999999999,2,2-3,,,
88.22451,3,4-1,,,
88.55780999999999,3,j1-2,,,
88.92443999999999,2,w3,,,
89.15775,3,hj2,,,
89.69103,3,2-3,,,
90.02432999999999,3,3-4,,,
90.35763,3,hj4,,,
90.89090999999999,MOT_mc_stage_color_00,r-flash,,
91.32419999999999,MOT_mc_stage_color_00,b-flash,,
91.32419999999999,3,4-1,,b-1,
91.35753,3,,,,D40
91.6575,3,1-2,,,
91.75748999999999,MOT_control_all,zoom_15,,
91.75748999999999,MOT_mc_stage_color_00,y-flash,,
92.05745999999999,1,,,,L0
92.05745999999999,1,3-4,,f0,
92.39076,1,hj4,,,
92.59074,3,w2,,,
92.92403999999999,1,4-1,,,
93.25734,1,hj1,,,
93.89061,MOT_mc_stage_color_00,r-flash,,
93.89061,1,1-2,,,
93.9906,1,,,,D40
94.22390999999999,1,2-3,,,
94.3239,MOT_mc_stage_color_00,b-flash,,
94.75719,1,,,,L0
94.75719,2,,,,L0
94.75719,3,,,,L0
94.75719,4,,,,L0
94.75719,5,,,,L0
94.75719,2,3-4,,f0,
94.75719,3,2-3,,f0,
94.75719,4,4-1,,f0,
94.75719,5,2-3,,f0,
95.05716,MOT_control_all,zoom_16,,
95.09049,1,3-4,,,
95.09049,2,4-1,,,
95.09049,3,3-4,,,
95.09049,4,1-2,,,
95.09049,5,3-4,,,
95.22381,MOT_mc_stage_color_00,y-flash,,
95.42379,1,4-1,,,
95.42379,2,1-2,,,
95.42379,3,4-1,,,
95.42379,4,2-3,,,
95.42379,5,4-1,,,
95.55711,MOT_mc_stage_color_00,r-flash,,
95.89041,1,hj1,,,
95.89041,2,hj2,,,
95.89041,3,hj1,,,
95.89041,4,hj3,,,
95.89041,5,hj1,,,
96.59034,1,1-2,,,
96.59034,4,3-4,,,
96.59034,5,1-2,,,
96.89031,2,2-3,,,
96.89031,3,1-2,,,
97.22361,1,2-3,,,
97.22361,2,3-4,,,
97.22361,3,2-3,,,
97.22361,4,4-1,,,
97.22361,5,2-3,,,
97.55691,1,3-4,,,
97.55691,2,4-1,,,
97.55691,3,3-4,,,
97.55691,4,1-2,,,
97.55691,5,3-4,,,
97.89021,1,4-1,,,
97.89021,4,2-3,l2,,
97.89021,5,4-1,r2,,
98.22350999999999,2,1-2,l2,,
98.22350999999999,3,4-1,r2,,
98.42349,MOT_mc_stage_color_00,b-flash,,
98.55681,1,1-2,,,
98.55681,2,2-3,,,
98.55681,3,1-2,,,
98.55681,4,3-4,,,
98.55681,5,1-2,,,
98.89010999999999,1,hj2,,,
98.89010999999999,2,hj3,,,
98.89010999999999,3,hj2,,,
98.89010999999999,4,hj4,,,
98.89010999999999,5,hj2,,,
99.85668,1,2-3,,,
99.85668,4,4-1,,,
99.85668,5,2-3,,,
100.12331999999999,3,w2,,,
100.12331999999999,2,w3,,,
100.15665,2,3-4,,,
100.15665,3,2-3,,,
100.48995,1,3-4,,,
100.48995,2,4-1,,,
100.48995,3,3-4,,,
100.48995,4,1-2,,,
100.48995,5,3-4,,,
100.82325,1,4-1,,,
100.82325,2,1-2,,,
100.82325,3,4-1,,,
100.82325,4,2-3,,,
100.82325,5,4-1,,,
101.15655,1,1-2,,,
101.15655,4,3-4,lb1,,
101.15655,5,1-2,rb1,,
101.48984999999999,2,2-3,lb1,,
101.48984999999999,3,1-2,rb1,,
101.82315,1,,,,D40
101.82315,2,,,,D40
101.82315,3,,,,D40
101.82315,4,,,,D40
101.82315,5,,,,D40
101.82315,1,2-3,,,
101.82315,2,3-4,,,
101.82315,3,2-3,,,
101.82315,4,4-1,,,
101.82315,5,2-3,,,
102.15644999999999,1,hj3,,,
102.15644999999999,2,hj4,,,
102.15644999999999,3,hj3,,,
102.15644999999999,4,hj1,,,
102.15644999999999,5,hj3,,,
103.12302,1,3-4,,,
103.12302,4,1-2,,,
103.12302,5,3-4,,,
103.38965999999999,3,w3,,,
103.38965999999999,2,w4,,,
103.42299,2,4-1,,,
103.42299,3,3-4,,,
103.75628999999999,1,4-1,,,
103.75628999999999,2,1-2,,,
103.75628999999999,3,4-1,,,
103.75628999999999,4,2-3,,,
103.75628999999999,5,4-1,,,
104.08959,1,1-2,,,
104.08959,2,2-3,,,
104.08959,3,1-2,,,
104.08959,4,3-4,,,
104.08959,5,1-2,,,
104.42289,1,2-3,,,
104.42289,4,4-1,l2,,
104.42289,5,2-3,r2,,
104.75618999999999,2,3-4,l2,,
104.75618999999999,3,2-3,r2,,
105.08949,1,3-4,,,
105.08949,2,4-1,,,
105.08949,3,3-4,,,
105.08949,4,1-2,,,
105.08949,5,3-4,,,
105.42278999999999,1,hj4,,,
105.42278999999999,2,hj1,,,
105.42278999999999,3,hj4,,,
105.42278999999999,4,hj2,,,
105.42278999999999,5,hj4,,,
106.38936,1,4-1,,,
106.38936,4,2-3,,,
106.38936,5,4-1,,,
106.65599999999999,3,w4,,,
106.65599999999999,2,w1,,,
106.68933,2,1-2,,,
106.68933,3,4-1,,,
107.02262999999999,1,1-2,,,
107.02262999999999,2,2-3,,,
107.02262999999999,3,1-2,,,
107.02262999999999,4,3-4,,,
107.02262999999999,5,1-2,,,
107.35593,1,2-3,,,
107.35593,2,3-4,,,
107.35593,3,2-3,,,
107.35593,4,4-1,,,
107.35593,5,2-3,,,
107.68923,1,3-4,,,
107.68923,4,1-2,lb1,,
107.68923,5,3-4,rb1,,
108.02252999999999,2,4-1,lb1,,
108.02252999999999,3,3-4,rb1,,
108.35583,1,4-1,,,
108.35583,2,1-2,,,
108.35583,3,4-1,,,
108.35583,4,2-3,,,
108.35583,5,4-1,,,
108.68912999999999,1,hj1,,,
108.68912999999999,2,hj2,,,
108.68912999999999,3,hj1,,,
108.68912999999999,4,hj3,,,
108.68912999999999,5,hj1,,,
109.6557,1,1-2,,,
109.6557,4,3-4,,,
109.6557,5,1-2,,,
109.92233999999999,3,w1,,,
109.92233999999999,2,w2,,,
109.95567,2,2-3,,,
109.95567,3,1-2,,,
110.28896999999999,1,2-3,,,
110.28896999999999,2,3-4,,,
110.28896999999999,3,2-3,,,
110.28896999999999,4,4-1,,,
110.28896999999999,5,2-3,,,
110.62227,1,3-4,,,
110.62227,2,4-1,,,
110.62227,3,3-4,,,
110.62227,4,1-2,,,
110.62227,5,3-4,,,
110.95557,1,4-1,,,
110.95557,4,2-3,l2,,
110.95557,5,4-1,r2,,
111.28886999999999,2,1-2,l2,,
111.28886999999999,3,4-1,r2,,
111.62217,1,1-2,,,
111.62217,2,2-3,,,
111.62217,3,1-2,,,
111.62217,4,3-4,,,
111.62217,5,1-2,,,
111.95546999999999,MOT_mc_stage_color_00,b-flash,,
111.95546999999999,1,2-3,,,
111.95546999999999,2,3-4,,,
111.95546999999999,3,2-3,,,
111.95546999999999,4,4-1,,,
111.95546999999999,5,2-3,,,
111.95546999999999,MOT_mc_back_00,lt_2,,
112.28877,1,3-4,,,
112.28877,2,4-1,,,
112.28877,3,3-4,,,
112.28877,4,1-2,,,
112.28877,5,3-4,,,
112.92204,1,hj4,,,
112.92204,2,hj1,,,
112.92204,3,hj4,,,
112.92204,4,hj2,,,
112.92204,5,hj4,,,
113.58864,1,4-1,,,
113.58864,2,1-2,,,
113.58864,3,4-1,,,
113.58864,4,2-3,,,
113.58864,5,4-1,,,
113.92193999999999,1,1-2,,,
113.92193999999999,2,2-3,,,
113.92193999999999,3,1-2,,,
113.92193999999999,4,3-4,,,
113.92193999999999,5,1-2,,,
114.52188,1,j2-3,,,
114.85517999999999,5,w2,,,
114.85517999999999,4,w4,,,
114.85517999999999,3,w2,,,
114.85517999999999,2,w3,,,
114.9885,2,j3-4,,,
114.9885,3,j2-3,,,
115.12182,4,j4-1,,,
115.12182,5,j2-3,,,
115.58843999999999,1,w3,,,
115.85508,4,j1-2,,,
115.85508,5,j3-4,,,
116.05506,3,w3,,,
116.05506,2,w4,,,
116.32169999999999,2,j4-1,,,
116.32169999999999,3,j3-4,,,
116.45501999999999,1,j3-4,,,
116.92164,5,w4,,,
116.92164,4,w2,,,
117.38825999999999,3,w4,,,
117.38825999999999,2,w1,,,
117.52158,1,w4,,,
120.35463,MOT_all,cut2,,
