0.03333,2,sort,-1500,
0.03333,3,sort,-1500,
0.03333,6,sort,-1500,
0.03333,7,sort,-1500,
0.03333,MOT_control_all,zoom_1,,
16.665,5,,,,D40
16.665,6,,,,D40
16.665,7,,,,D40
16.665,8,,,,D40
16.665,9,,,,D40
16.79832,MOT_control_all,zoom_2,,
16.79832,5,,,,L0
16.79832,7,,,,L0
16.79832,9,,,,L0
16.79832,MOT_mc_stage_color_00,b-flash,,
16.79832,5,4-1,,,
16.79832,7,4-1,,,
16.79832,9,4-1,,,
16.79832,MOT_mc_back_00,lt_2,,
17.06496,8,w4,,,
17.06496,6,w4,,,
17.06496,4,w4,,,
17.06496,3,w4,,,
17.06496,2,w4,,,
17.06496,1,w4,,,
17.29827,5,1-2,l1,,
17.29827,7,1-2,,,
17.29827,9,1-2,r1,,
17.63157,5,2-3,,,
17.63157,7,2-3,,f1,
17.63157,9,2-3,,,
18.09819,5,j3-4,,,
18.364829999999998,7,j3-4,,,
18.564809999999998,9,w3,,,
18.69813,9,j3-4,,,
19.06476,5,4-1,lb0,,
19.06476,7,4-1,,,
19.06476,9,4-1,rb0,,
19.63137,5,1-2,,,
19.63137,7,1-2,,,
19.63137,9,1-2,,,
19.964669999999998,9,j2-3,,,
20.3313,7,j2-3,,,
20.56461,5,w2,,,
20.63127,5,j2-3,,,
21.03123,9,w3,,,
21.06456,5,3-4,,,
21.06456,7,3-4,,,
21.06456,9,3-4,,,
21.397859999999998,5,j4-1,,,
21.397859999999998,7,j4-1,,,
21.397859999999998,9,j4-1,,,
21.76449,MOT_mc_stage_color_00,r-flash,,
22.09779,5,1-2,l1,,
22.09779,7,1-2,,,
22.09779,9,1-2,r1,,
22.46442,5,2-3,l2,,
22.46442,7,2-3,,,
22.46442,9,2-3,r2,,
22.9977,5,3-4,,,
22.9977,7,3-4,,,
22.9977,9,3-4,,,
23.73096,5,hj4,,,
23.73096,7,hj4,,,
23.73096,9,hj4,,,
23.89761,MOT_mc_stage_color_00,b-flash,,
24.39756,5,4-1,,f1,
24.39756,7,4-1,,f2,
24.39756,9,4-1,,f1,
24.864179999999998,5,1-2,,,
24.864179999999998,7,1-2,,,
24.864179999999998,9,1-2,,,
25.29747,MOT_mc_stage_color_00,y-flash,,
25.29747,5,2-3,,,
25.29747,7,2-3,,,
25.29747,9,2-3,,,
25.93074,MOT_all,cut4,,
26.097389999999997,5,3-4,lb1,b0,
26.097389999999997,7,3-4,,b1,
26.097389999999997,9,3-4,rb1,b0,
26.13072,MOT_control_all,zoom_3,,
26.13072,5,,,,D40
26.13072,7,,,,D40
26.13072,9,,,,D40
26.13072,8,,,,L0
26.13072,6,,,,L0
26.13072,4,,,,L0
26.13072,8,4-1,,,
26.13072,6,4-1,,,
26.13072,4,4-1,,,
26.13072,5,4-1,lb0,,
26.13072,7,4-1,,b0,
26.13072,9,4-1,rb0,,
26.697329999999997,8,1-2,l1,,
26.697329999999997,4,1-2,r1,,
26.79732,6,1-2,,f1,
27.063959999999998,9,w1,,,
27.063959999999998,7,w1,,,
27.063959999999998,5,w1,,,
27.16395,8,j2-3,,,
27.16395,6,j2-3,,,
27.16395,4,j2-3,,,
27.39726,MOT_mc_stage_color_00,r-flash,,
28.19718,8,3-4,l2,,
28.19718,6,3-4,,,
28.19718,4,3-4,,,
28.530479999999997,8,4-1,,,
28.530479999999997,6,4-1,,,
28.530479999999997,4,4-1,r2,,
29.130419999999997,8,1-2,,,
29.297069999999998,6,1-2,,,
29.46372,4,w1,,,
29.497049999999998,4,1-2,,,
29.83035,8,j2-3,,,
29.83035,6,j2-3,,,
29.83035,4,j2-3,,,
30.23031,MOT_mc_stage_color_00,b-flash,,
30.763589999999997,8,3-4,,,
30.763589999999997,6,3-4,l1,,
30.763589999999997,4,3-4,,,
31.39686,8,4-1,,,
31.39686,6,4-1,,,
31.39686,4,4-1,,,
31.83015,8,1-2,,,
31.83015,6,1-2,lb0,,
31.83015,4,1-2,,,
32.13012,MOT_mc_stage_color_00,y-flash,,
32.16345,6,2-3,r1,,
32.230109999999996,8,j2-3,,,
32.230109999999996,4,j2-3,,,
32.53008,6,j3-4,,,
32.696729999999995,MOT_mc_stage_color_00,r-flash,,
33.063359999999996,MOT_mc_stage_color_00,b-flash,,
33.063359999999996,8,3-4,,,
33.063359999999996,6,4-1,,,
33.063359999999996,4,3-4,,,
33.56331,6,1-2,,,
33.72996,8,4-1,,,
33.72996,4,4-1,,,
34.02993,8,j1-2,,,
34.02993,6,j2-3,,,
34.02993,4,j1-2,,,
34.89651,8,2-3,,,
34.89651,4,2-3,,,
35.063159999999996,6,3-4,rb0,,
35.36313,8,j3-4,,,
35.36313,6,j4-1,,,
35.36313,4,j3-4,,,
36.22971,8,4-1,,,
36.22971,6,1-2,,,
36.22971,4,4-1,,,
36.62967,8,j1-2,,,
36.62967,6,j2-3,,,
36.62967,4,j1-2,,,
37.46292,8,2-3,,,
37.46292,6,3-4,,,
37.46292,4,2-3,,,
37.62957,MOT_all,cut5,,
37.79622,8,3-4,lb1,,
37.79622,6,4-1,,b0,
37.79622,4,3-4,rb1,,
37.82955,MOT_control_all,zoom_4,,
37.82955,8,4-1,lb0,,
37.82955,6,1-2,,,
37.82955,4,4-1,rb0,,
37.86288,8,,,,D40
37.86288,6,,,,D40
37.86288,4,,,,D40
37.86288,3,,,,L0
38.03333,2,sort,-1500,
38.03333,3,sort,-1500,
38.03333,6,sort,-1500,
38.03333,7,sort,-1500,
38.12952,MOT_mc_stage_color_00,r-flash,,
38.12952,3,4-1,,,
38.46282,3,j1-2,,,
38.762789999999995,8,w1,,,
38.762789999999995,6,w2,,,
38.762789999999995,4,w1,,,
38.89611,3,,,,D40
38.89611,1,,,,L0
38.89611,4,,,,L0
38.89611,4,1-2,,,
38.89611,1,4-1,,,
39.196079999999995,4,j2-3,,,
39.36273,1,j1-2,,,
39.529379999999996,3,w2,,,
39.69603,4,3-4,,,
39.69603,1,2-3,,,
40.02933,4,j4-1,,,
40.02933,1,j3-4,,,
40.62927,1,,,,D40
40.62927,4,,,,D40
40.96257,2,,,,L0
40.96257,MOT_mc_stage_color_00,b-flash,,
40.96257,2,4-1,,,
41.09589,4,w1,,,
41.09589,1,w4,,,
41.29587,2,j1-2,,,
41.79582,6,,,,L0
41.79582,3,,,,L0
41.79582,6,2-3,,,
42.029129999999995,2,2-3,,,
42.19578,3,2-3,,,
42.59574,6,j3-4,,,
42.59574,3,j3-4,,,
42.96237,2,w3,,,
43.02903,2,j3-4,,,
43.662299999999995,6,w4,,,
43.662299999999995,3,w4,,,
43.76229,6,,,,D40
43.76229,3,,,,D40
43.76229,2,,,,D40
43.76229,1,,,,L0
43.76229,MOT_mc_stage_color_00,y-flash,,
43.76229,1,4-1,,,
44.09559,2,w4,,,
44.09559,1,j1-2,,,
44.6622,8,,,,L0
44.6622,5,,,,L0
44.6622,7,,,,L0
44.6622,9,,,,L0
44.6622,1,,,,D40
44.6622,8,1-2,,,
44.6622,5,1-2,,,
44.6622,7,1-2,,,
44.6622,9,1-2,,,
45.02883,8,2-3,,,
45.16215,1,w2,,,
45.36213,5,j2-3,,,
45.52878,7,j2-3,,,
45.595439999999996,9,w2,,,
45.695429999999995,9,j2-3,,,
45.96207,8,w3,,,
46.39536,1,,,,L0
46.39536,2,,,,L0
46.39536,3,,,,L0
46.39536,4,,,,L0
46.39536,6,,,,L0
46.39536,MOT_mc_stage_color_00,r-flash,,
46.39536,8,3-4,,,
46.39536,6,4-1,,,
46.39536,9,3-4,,,
46.39536,7,3-4,,,
46.428689999999996,5,w3,,,
46.495349999999995,2,4-1,,,
46.495349999999995,4,1-2,,,
46.495349999999995,3,4-1,,,
46.495349999999995,5,3-4,,,
46.59534,1,2-3,,,
46.861979999999996,1,j3-4,,,
46.861979999999996,2,j1-2,,,
46.861979999999996,3,j1-2,,,
47.02863,5,j4-1,,,
47.02863,7,j4-1,,,
47.02863,9,j4-1,,,
47.02863,8,j4-1,,,
47.02863,6,j1-2,,,
47.02863,4,j2-3,,,
47.36193,1,hj4,,,
47.36193,2,hj2,,,
47.36193,3,hj2,,,
47.49525,MOT_mc_stage_color_00,b-flash,,
47.79522,MOT_control_all,zoom_5,,
47.82855,5,1-2,,,
47.82855,7,1-2,,,
47.82855,9,1-2,,,
47.82855,8,1-2,,,
47.82855,6,2-3,,,
47.82855,4,3-4,,,
48.16185,1,j4-1,,,
48.3285,2,j2-3,,,
48.3285,4,j4-1,,,
48.3285,3,j2-3,,,
48.3285,5,j2-3,,,
48.36183,MOT_mc_stage_color_00,y-flash,,
48.461819999999996,8,j2-3,,,
48.461819999999996,6,j3-4,,,
48.461819999999996,7,j2-3,,,
48.461819999999996,9,j2-3,,,
48.82845,1,,,,D40
48.82845,2,,,,D40
48.82845,3,,,,D40
48.82845,4,,,,D40
48.82845,5,,,,D40
48.82845,6,,,,D40
48.82845,7,,,,D40
48.82845,8,,,,D40
48.82845,9,,,,D40
49.02843,MOT_all,cut6,,
49.09509,1,,,,L0
49.09509,2,,,,L0
49.09509,3,,,,L0
49.09509,4,,,,L0
49.09509,5,,,,L0
49.09509,6,,,,L0
49.09509,7,,,,L0
49.09509,8,,,,L0
49.09509,9,,,,L0
49.09509,8,3-4,,,
49.09509,6,4-1,,,
49.09509,7,3-4,,,
49.09509,9,3-4,,,
49.09509,MOT_mc_back_00,lt_1,,
49.22841,1,w1,,,
49.328399999999995,1,1-2,,,
49.328399999999995,2,3-4,,,
49.328399999999995,3,3-4,,,
49.328399999999995,4,1-2,,,
49.328399999999995,5,3-4,,,
49.79502,1,j2-3,,,
49.79502,2,j4-1,,,
49.79502,3,j4-1,,,
49.92834,MOT_control_all,zoom_6,,
49.96167,MOT_mc_stage_color_00,r-flash,,
50.02833,9,w4,,,
50.02833,8,w4,,,
50.02833,7,w4,,,
50.02833,6,w1,,,
50.19498,8,j4-1,,,
50.19498,6,j1-2,,,
50.19498,4,j2-3,,,
50.26164,5,w4,,,
50.3283,MOT_mc_stage_color_00,b-flash,,
50.528279999999995,5,j4-1,,,
50.528279999999995,7,j4-1,,,
50.528279999999995,9,j4-1,,,
50.6616,MOT_mc_stage_color_00,y-flash,,
50.86158,3,w1,,,
50.86158,2,w1,,,
50.86158,1,w3,,,
51.26154,8,w1,,,
51.26154,6,w2,,,
51.26154,4,w3,,,
51.361529999999995,MOT_mc_stage_color_00,r-flash,,
51.394859999999994,1,3-4,,,
51.59484,9,w1,,,
51.59484,7,w1,,,
51.59484,5,w1,,,
51.694829999999996,2,j1-2,,,
51.694829999999996,3,j1-2,,,
51.694829999999996,4,j3-4,,,
51.694829999999996,5,j1-2,,,
51.82815,6,j2-3,,,
51.82815,7,j1-2,,,
51.82815,8,j1-2,,,
51.82815,9,j1-2,,,
51.92814,MOT_mc_stage_color_00,b-flash,,
52.22811,1,4-1,,,
52.22811,2,2-3,,,
52.22811,3,2-3,,,
52.22811,4,4-1,,,
52.22811,5,2-3,,,
52.594739999999994,5,j3-4,,,
52.594739999999994,7,j2-3,,,
52.594739999999994,9,j2-3,,,
52.79472,MOT_mc_stage_color_00,y-flash,,
52.894709999999996,8,w2,,,
52.894709999999996,6,w3,,,
52.994699999999995,8,j2-3,,,
52.994699999999995,6,j3-4,,,
52.994699999999995,4,j1-2,,,
53.12802,MOT_mc_stage_color_00,r-flash,,
53.16135,3,w3,,,
53.16135,2,w3,,,
53.16135,1,w1,,,
53.361329999999995,1,j1-2,,,
53.361329999999995,2,j3-4,,,
53.361329999999995,3,j3-4,,,
53.46132,MOT_mc_stage_color_00,b-flash,,
53.6613,9,w3,,,
53.6613,7,w3,,,
53.6613,5,w4,,,
54.06126,8,w3,,,
54.06126,6,w4,,,
54.06126,4,w2,,,
54.127919999999996,1,hj2,,,
54.127919999999996,2,hj4,,,
54.127919999999996,3,hj4,,,
54.3279,8,hj3,,,
54.3279,6,hj4,,,
54.3279,4,hj2,,,
54.69453,5,hj4,,,
54.69453,7,hj3,,,
54.69453,9,hj3,,,
55.09449,4,2-3,,,
55.09449,6,4-1,,,
55.09449,8,3-4,,,
55.361129999999996,3,w4,,,
55.361129999999996,2,w4,,,
55.361129999999996,1,w2,,,
55.427789999999995,4,j3-4,,,
55.427789999999995,6,j1-2,,,
55.427789999999995,8,j4-1,,,
55.761089999999996,8,1-2,,,
55.92774,9,w3,,,
55.92774,7,w3,,,
55.92774,5,w4,,,
55.92774,4,4-1,,,
56.06106,6,2-3,,,
56.69433,8,w2,,,
56.86098,4,w1,,,
56.994299999999996,6,w3,,,
57.027629999999995,5,4-1,,,
57.027629999999995,7,3-4,,,
57.027629999999995,9,3-4,,,
57.360929999999996,5,j1-2,,,
57.360929999999996,7,j4-1,,,
57.360929999999996,9,j4-1,,,
57.69423,9,1-2,,,
57.860879999999995,5,2-3,,,
57.9942,7,1-2,,,
58.227509999999995,5,j3-4,,,
58.227509999999995,7,j2-3,,,
58.227509999999995,9,j2-3,,,
58.694129999999994,8,j2-3,,,
58.694129999999994,6,j3-4,,,
58.694129999999994,4,j1-2,,,
58.96077,1,j2-3,,,
58.96077,2,j4-1,,,
58.96077,3,j4-1,,,
59.29407,9,w3,,,
59.29407,7,w3,,,
59.29407,5,w4,,,
59.460719999999995,1,3-4,,,
59.460719999999995,2,1-2,,,
59.460719999999995,3,1-2,,,
59.460719999999995,4,2-3,,,
59.460719999999995,5,4-1,,,
59.460719999999995,6,4-1,,,
59.460719999999995,7,3-4,,,
59.460719999999995,8,3-4,,,
59.460719999999995,9,3-4,,,
59.794019999999996,1,j4-1,,,
59.794019999999996,2,j2-3,,,
59.794019999999996,3,j2-3,,,
59.794019999999996,4,j3-4,,,
59.794019999999996,5,j1-2,,,
59.794019999999996,6,j1-2,,,
59.794019999999996,7,j4-1,,,
59.794019999999996,8,j4-1,,,
59.794019999999996,9,j4-1,,,
60.36063,MOT_mc_stage_color_00,y-flash,,
60.36063,8,1-2,,,
60.36063,6,2-3,,,
60.36063,7,1-2,,,
60.36063,9,1-2,,,
60.593939999999996,1,1-2,,,
60.593939999999996,2,3-4,,,
60.593939999999996,3,3-4,,,
60.593939999999996,4,4-1,,,
60.593939999999996,5,2-3,,,
61.060559999999995,1,j2-3,,,
61.060559999999995,2,j4-1,,,
61.060559999999995,3,j4-1,,,
61.29387,9,w2,,,
61.29387,8,w2,,,
61.29387,7,w2,,,
61.29387,6,w3,,,
61.460519999999995,8,j2-3,,,
61.460519999999995,6,j3-4,,,
61.460519999999995,4,j1-2,,,
61.527179999999994,5,w3,,,
61.79382,5,j3-4,,,
61.79382,7,j2-3,,,
61.79382,9,j2-3,,,
61.927139999999994,MOT_mc_stage_color_00,r-flash,,
62.12712,3,w1,,,
62.12712,2,w1,,,
62.12712,1,w3,,,
62.52708,8,w3,,,
62.52708,6,w4,,,
62.52708,4,w2,,,
62.660399999999996,1,3-4,,,
62.86038,9,w3,,,
62.86038,7,w3,,,
62.86038,5,w4,,,
62.96037,2,j1-2,,,
62.96037,3,j1-2,,,
62.96037,4,j2-3,,,
62.96037,5,j4-1,,,
63.093689999999995,6,j4-1,,,
63.093689999999995,7,j3-4,,,
63.093689999999995,8,j3-4,,,
63.093689999999995,9,j3-4,,,
63.160349999999994,MOT_mc_stage_color_00,b-flash,,
63.493649999999995,1,4-1,,,
63.493649999999995,2,2-3,,,
63.493649999999995,3,2-3,,,
63.493649999999995,4,3-4,,,
63.493649999999995,5,1-2,,,
63.860279999999996,5,j2-3,,,
63.860279999999996,7,j4-1,,,
63.860279999999996,9,j4-1,,,
64.16024999999999,8,w4,,,
64.16024999999999,6,w1,,,
64.26024,8,j4-1,,,
64.26024,6,j1-2,,,
64.26024,4,j4-1,,,
64.42689,3,w3,,,
64.42689,2,w3,,,
64.42689,1,w1,,,
64.62687,1,j1-2,,,
64.62687,2,j3-4,,,
64.62687,3,j3-4,,,
64.92684,9,w1,,,
64.92684,7,w1,,,
64.92684,5,w3,,,
65.32679999999999,8,w1,,,
65.32679999999999,6,w2,,,
65.32679999999999,4,w1,,,
65.39345999999999,1,hj2,,,
65.39345999999999,2,hj4,,,
65.39345999999999,3,hj4,,,
65.59344,8,hj1,,,
65.59344,6,hj2,,,
65.59344,4,hj1,,,
65.96007,5,hj3,,,
65.96007,7,hj1,,,
65.96007,9,hj1,,,
66.36003,4,1-2,,,
66.36003,6,2-3,,,
66.36003,8,1-2,,,
66.62666999999999,3,w4,,,
66.62666999999999,2,w4,,,
66.62666999999999,1,w2,,,
66.69333,4,j2-3,,,
66.69333,6,j3-4,,,
66.69333,8,j2-3,,,
67.02663,8,3-4,,,
67.19328,9,w1,,,
67.19328,7,w1,,,
67.19328,5,w3,,,
67.19328,4,3-4,,,
67.3266,6,4-1,,,
67.95987,8,w4,,,
68.12652,4,w4,,,
68.15984999999999,5,j3-4,,,
68.25984,6,w1,,,
68.25984,MOT_mc_stage_color_00,y-flash,,
68.52647999999999,7,j1-2,,,
68.62647,MOT_mc_stage_color_00,r-flash,,
68.82645,9,j1-2,,,
68.9931,MOT_mc_stage_color_00,b-flash,,
69.22641,5,w4,,,
69.42639,3,j4-1,,,
69.59304,7,w2,,,
69.79302,2,j4-1,,,
69.89301,9,w2,,,
70.09299,1,j2-3,,,
70.49295,3,w1,,,
70.72626,1,3-4,,,
70.72626,2,1-2,,,
70.72626,3,1-2,,,
70.72626,4,4-1,,,
70.72626,5,4-1,,,
70.72626,6,1-2,,,
70.72626,7,2-3,,,
70.72626,8,4-1,,,
70.72626,9,2-3,,,
71.05955999999999,1,j4-1,,,
71.05955999999999,2,j2-3,,,
71.05955999999999,3,j2-3,,,
71.05955999999999,4,j1-2,,,
71.05955999999999,5,j1-2,,,
71.05955999999999,6,j2-3,,,
71.05955999999999,7,j3-4,,,
71.05955999999999,8,j1-2,,,
71.05955999999999,9,j3-4,,,
71.09289,MOT_mc_stage_color_00,y-flash,,
72.12612,9,w4,,,
72.12612,8,w2,,,
72.12612,7,w4,,,
72.12612,6,w3,,,
72.12612,5,w2,,,
72.12612,4,w2,,,
72.12612,3,w3,,,
72.12612,2,w3,,,
72.12612,1,w1,,,
72.39276,8,j2-3,,,
72.39276,6,j3-4,,,
72.39276,4,j2-3,,,
72.49275,MOT_mc_stage_color_00,r-flash,,
72.65939999999999,9,j4-1,,,
72.65939999999999,7,j4-1,,,
72.65939999999999,5,j2-3,,,
72.75939,MOT_mc_stage_color_00,b-flash,,
72.92604,1,j1-2,,,
72.92604,2,j3-4,,,
72.92604,3,j3-4,,,
73.02602999999999,MOT_mc_stage_color_00,y-flash,,
73.39265999999999,1,2-3,,,
73.39265999999999,2,4-1,,,
73.39265999999999,3,4-1,,,
73.39265999999999,4,3-4,,,
73.39265999999999,5,3-4,,,
73.39265999999999,6,4-1,,,
73.39265999999999,7,1-2,,,
73.39265999999999,8,3-4,,,
73.39265999999999,9,1-2,,,
73.82594999999999,1,j3-4,,,
73.82594999999999,2,j1-2,,,
73.82594999999999,3,j1-2,,,
73.89260999999999,MOT_mc_stage_color_00,r-flash,,
74.09259,9,j2-3,,,
74.09259,7,j2-3,,,
74.09259,5,j4-1,,,
74.19257999999999,MOT_mc_stage_color_00,b-flash,,
74.32589999999999,8,w4,,,
74.32589999999999,6,w1,,,
74.32589999999999,4,w4,,,
74.35923,8,j4-1,,,
74.35923,6,j1-2,,,
74.35923,4,j4-1,,,
74.62586999999999,MOT_mc_stage_color_00,y-flash,,
74.85918,1,4-1,,,
74.85918,2,2-3,,,
74.85918,3,2-3,,,
74.85918,4,1-2,,,
74.85918,5,1-2,,,
74.85918,6,2-3,,,
74.85918,7,3-4,,,
74.85918,8,1-2,,,
74.85918,9,3-4,,,
75.19248,1,1-2,,,
75.19248,2,3-4,,,
75.19248,3,3-4,,,
75.19248,4,2-3,,,
75.19248,5,2-3,,,
75.19248,6,3-4,,,
75.19248,7,4-1,,,
75.19248,8,2-3,,,
75.19248,9,4-1,,,
75.52578,8,3-4,,,
75.52578,6,4-1,,,
75.52578,4,3-4,,,
75.72576,9,1-2,,,
