0.03333,MOT_mc_bg_black_00,seat100-0,,
2.3997599999999997,MOT_mc_bg_black_00,b80-65,,
2.3997599999999997,MOT_mc_light_center_00,flash5,,
2.3997599999999997,MOT_mc_light_up_00,l1,,
2.3997599999999997,MOT_mc_light_under_00,l1,,
2.3997599999999997,MOT_mc_speaker_00,temp2,,
64.86018,1,3-4,l1,,
65.09349,2,4-1,,,D60
65.09349,3,4-1,,,D60
65.32679999999999,1,lp4,,,
66.02673,3,w1,,,
66.02673,2,w1,,,
66.72666,1,4-1,lb0,,
67.19328,1,lp1,,,
67.72655999999999,1,1-2,r1,,
68.15984999999999,MOT_mc_bg_black_00,b80-45,,
68.15984999999999,1,2-3,rb0,,
68.25984,2,,,,L40
68.25984,3,,,,L40
68.45982,2,,,,L20
68.45982,3,,,,L20
68.65979999999999,MOT_mc_stage_color_00,r-flash,,
68.65979999999999,MOT_mc_bg_black_00,b45-20,,
68.65979999999999,MOT_mc_light_center_00,l3,,
68.65979999999999,MOT_mc_light_up_00,l4,,
68.65979999999999,2,1-2,,,L0
68.65979999999999,3,1-2,,,L0
68.65979999999999,1,sp3-4,,,
69.09309,2,lp2,,,
69.09309,3,lp2,,,
69.29307,1,sj4,,,
69.49305,2,2-3,,,
69.49305,3,2-3,,,
69.75968999999999,2,3-4,l3,,
69.75968999999999,3,3-4,rb1,,
69.79302,1,4-1,l1,,
70.15965,2,lp4,,,
70.15965,3,lp4,,,
70.15965,1,lp1,,,
70.49295,1,1-2,l2,,
70.69292999999999,2,4-1,,,
70.69292999999999,3,4-1,,,
70.85958,1,lp2,,,
70.95957,2,1-2,l4,,
70.95957,3,1-2,rb0,,
71.29287,1,2-3,l3,,
71.35952999999999,2,lp2,,,
71.35952999999999,3,lp2,,,
71.62617,1,3-4,l4,,
72.3261,1,4-1,lb3,,
72.35943,2,j2-3,,,
72.35943,3,j2-3,,,
72.72605999999999,2,j3-4,,,
72.72605999999999,3,j3-4,,,
72.79272,1,1-2,lb2,,
73.09268999999999,2,j4-1,,,
73.09268999999999,3,j4-1,,,
73.12602,1,2-3,lb1,,
73.42599,2,j1-2,,,
73.42599,3,j1-2,,,
73.69263,1,3-4,lb0,,
74.22591,1,4-1,r1,,
74.49255,3,w2,,,
74.49255,2,w2,,,
74.62586999999999,1,1-2,r2,,
74.99249999999999,2,2-3,lb3,,
74.99249999999999,3,2-3,r1,,
74.99249999999999,1,2-3,rb1,,
75.39246,2,3-4,lb2,,
75.39246,3,3-4,r2,,
75.39246,1,3-4,rb0,,
75.9924,1,4-1,,,
76.29236999999999,2,j4-1,,,
76.29236999999999,3,j4-1,,,
76.29236999999999,1,j1-2,,,
76.69233,1,2-3,,,
76.9923,2,j1-2,,,
76.9923,3,j1-2,,,
76.9923,1,j3-4,,,
77.39226,2,2-3,lb1,,
77.39226,3,2-3,r3,,
77.39226,1,4-1,,,
77.92554,2,3-4,l2,,
77.92554,3,3-4,rb2,,
77.92554,1,1-2,,,
78.49215,MOT_mc_stage_color_00,r-flash,,
78.49215,2,4-1,,,
78.49215,3,4-1,,,
78.49215,1,sp2-3,,,
78.92544,2,lp1,,,
78.92544,3,lp1,,,
79.12541999999999,1,sj3,,,
79.3254,2,1-2,,,
79.3254,3,1-2,,,
79.59204,2,2-3,lb1,,
79.59204,3,2-3,r3,,
79.62536999999999,1,3-4,r1,,
79.99199999999999,2,lp3,,,
79.99199999999999,3,lp3,,,
79.99199999999999,1,lp4,,,
80.3253,1,4-1,r2,,
80.52528,2,3-4,,,
80.52528,3,3-4,,,
80.69193,1,lp1,,,
80.79191999999999,2,4-1,lb0,,
80.79191999999999,3,4-1,r4,,
81.12522,1,1-2,r3,,
81.19188,2,lp1,,,
81.19188,3,lp1,,,
81.45852,1,2-3,r4,,
82.15845,1,3-4,rb3,,
82.19178,2,j1-2,,,
82.19178,3,j1-2,,,
82.55841,2,j2-3,,,
82.55841,3,j2-3,,,
82.62507,1,4-1,rb2,,
82.92504,2,j3-4,,,
82.92504,3,j3-4,,,
82.95837,1,1-2,rb1,,
83.25833999999999,2,j4-1,,,
83.25833999999999,3,j4-1,,,
83.52498,1,2-3,rb0,,
84.05825999999999,1,3-4,l1,,
84.3249,3,w1,,,
84.3249,2,w1,,,
84.42488999999999,2,1-2,l1,,
84.42488999999999,3,1-2,rb3,,
84.45822,1,4-1,l2,,
84.82485,1,1-2,lb1,,
85.22480999999999,1,2-3,lb0,,
85.35813,3,w2,,,
85.35813,2,w2,,,
85.49145,2,2-3,l2,,
85.49145,3,2-3,rb2,,
85.82475,1,3-4,,,
86.25804,1,j4-1,,,
86.42469,3,w3,,,
86.42469,2,w3,,,
86.82464999999999,2,j3-4,,,
86.82464999999999,3,j3-4,,,
86.85798,1,1-2,,,
87.52458,1,j2-3,,,
87.89121,3,w4,,,
87.89121,2,w4,,,
87.92454,1,3-4,,,
87.95787,2,j4-1,,,
87.95787,3,j4-1,,,
88.82445,1,j4-1,,,
89.02443,3,w1,,,
89.02443,2,w1,,,
89.19108,2,j1-2,,,
89.19108,3,j1-2,,,
89.45772,1,sj1,,,
89.52438,2,sp2-3,,,
89.52438,3,sp2-3,,,
89.95767,1,hj1,,,
90.09098999999999,2,hj3,,,
90.09098999999999,3,hj3,,,
90.55761,1,lp1,,,
90.6576,2,lp3,,,
90.6576,3,lp3,,,
91.49085,3,j3-4,,,
91.75748999999999,2,j3-4,,,
92.05745999999999,MOT_mc_stage_color_00,r-flash,,
92.05745999999999,2,4-1,,,
92.05745999999999,3,4-1,,,
92.05745999999999,1,sp1-2,,,
92.49074999999999,2,lp1,,,
92.49074999999999,3,lp1,,,
92.69073,1,sj2,,,
92.89071,2,1-2,,,
92.89071,3,1-2,,,
93.15735,2,2-3,l3,,
93.15735,3,2-3,rb1,,
93.19068,1,2-3,l1,,
93.55731,2,lp3,,,
93.55731,3,lp3,,,
93.55731,1,lp3,,,
93.89061,1,3-4,l2,,
94.09058999999999,2,3-4,,,
94.09058999999999,3,3-4,,,
94.25724,1,lp4,,,
94.35723,2,4-1,l4,,
94.35723,3,4-1,rb0,,
94.69053,1,4-1,l3,,
94.75719,2,lp1,,,
94.75719,3,lp1,,,
95.02382999999999,1,1-2,l4,,
95.72376,1,2-3,lb3,,
95.75708999999999,2,j1-2,,,
95.75708999999999,3,j1-2,,,
96.12371999999999,2,j2-3,,,
96.12371999999999,3,j2-3,,,
96.19037999999999,1,3-4,lb2,,
96.49034999999999,2,j3-4,,,
96.49034999999999,3,j3-4,,,
96.52368,1,4-1,lb1,,
96.82365,2,j4-1,,,
96.82365,3,j4-1,,,
97.09029,1,1-2,lb0,,
97.62357,1,2-3,r1,,
97.89021,3,w1,,,
97.89021,2,w1,,,
98.02353,1,3-4,r2,,
98.39016,2,1-2,lb3,,
98.39016,3,1-2,r1,,
98.39016,1,4-1,rb1,,
98.79012,2,2-3,lb2,,
98.79012,3,2-3,r2,,
98.79012,1,1-2,rb0,,
99.39005999999999,1,2-3,,,
99.69003,MOT_mc_bg_black_00,b20-65,,
99.69003,MOT_mc_light_center_00,flash5,,
99.69003,2,j3-4,,,
99.69003,3,j3-4,,,
99.69003,1,j3-4,,,
100.08999,1,4-1,,,
100.38996,2,j4-1,,,
100.38996,3,j4-1,,,
100.38996,1,j1-2,,,
100.78992,2,1-2,lb1,,
100.78992,3,1-2,rb1,,
100.78992,1,2-3,,,
101.3232,2,2-3,lb0,,
101.3232,3,2-3,rb0,,
101.3232,1,3-4,,,
101.35652999999999,MOT_mc_bg_black_00,b65-45,,
101.88981,MOT_mc_light_center_00,l2,,
101.88981,MOT_mc_light_up_00,l2,,
101.88981,1,4-1,,b-1,
101.88981,2,sp3-4,,,
101.88981,3,sp3-4,,,
102.52308,2,sj4,,,
102.52308,3,sj4,,,
102.72305999999999,1,1-2,,,
102.9897,1,2-3,r1,,
103.02302999999999,3,w4,,,
103.02302999999999,2,4-1,r1,,
103.02302999999999,3,4-1,r1,,
103.38965999999999,1,lp3,,,
103.38965999999999,2,lp1,,,
103.38965999999999,3,lp1,,,
103.72296,2,1-2,r2,,
103.72296,3,1-2,r2,,
103.92294,1,3-4,,,
104.08959,2,lp2,,,
104.08959,3,lp2,,,
104.18957999999999,1,4-1,r2,,
104.52288,2,2-3,r3,,
104.52288,3,2-3,r3,,
104.58954,1,lp1,,,
104.85618,2,3-4,r4,,
104.85618,3,3-4,r4,,
105.55610999999999,2,4-1,rb3,,
105.55610999999999,3,4-1,rb3,,
105.58944,1,j1-2,,,
105.95607,1,j2-3,,,
106.02273,2,1-2,rb2,,
106.02273,3,1-2,rb2,,
106.3227,1,j3-4,,,
106.35602999999999,2,2-3,rb1,,
106.35602999999999,3,2-3,rb1,,
106.65599999999999,1,j4-1,,,
106.92264,2,3-4,rb0,,
106.92264,3,3-4,rb0,,
107.45591999999999,2,4-1,l1,,
107.45591999999999,3,4-1,l1,,
107.72256,1,w1,,,
107.82254999999999,1,1-2,rb1,,
107.85588,2,1-2,l2,,
107.85588,3,1-2,l2,,
108.22251,2,2-3,lb1,,
108.22251,3,2-3,lb1,,
108.62246999999999,2,3-4,lb0,,
108.62246999999999,3,3-4,lb0,,
108.75578999999999,1,w2,,,
108.88910999999999,1,2-3,rb0,,
109.22241,3,4-1,,,
109.22241,2,4-1,,,
109.6557,2,j1-2,,,
109.6557,3,j1-2,,,
109.82235,1,w3,,,
110.22231,1,j3-4,,,
110.25564,2,2-3,,,
110.25564,3,2-3,,,
110.92223999999999,2,j3-4,,,
110.92223999999999,3,j3-4,,,
111.28886999999999,1,w4,,,
111.3222,2,4-1,,,
111.3222,3,4-1,,,
111.35553,1,j4-1,,,
112.22211,2,j1-2,,,
112.22211,3,j1-2,,,
112.42209,1,w1,,,
112.58874,MOT_mc_bg_black_00,b45-20,,
112.58874,MOT_mc_light_center_00,flash5,,
112.58874,MOT_mc_light_up_00,l4,,
112.58874,1,j1-2,,,
112.85538,1,sj2,,,
112.92204,2,sp2-3,,,
112.92204,3,sp2-3,,,
113.35533,1,hj2,,,
113.48864999999999,2,hj3,,,
113.48864999999999,3,hj3,,,
113.95527,1,lp2,,,
114.05525999999999,MOT_mc_light_center_00,l3,,
114.05525999999999,2,lp3,,,
114.05525999999999,3,lp3,,,
114.6552,1,2-3,,,
114.9885,1,3-4,,f0,
114.9885,2,3-4,,,
114.9885,3,3-4,,,
115.38846,1,4-1,,,
115.65509999999999,2,j4-1,,,
115.65509999999999,3,j4-1,,,
115.65509999999999,1,j1-2,,,
116.08838999999999,1,2-3,,,
116.35503,2,j1-2,,,
116.35503,3,j1-2,,,
116.35503,1,j3-4,,,
116.655,1,4-1,,,
116.95496999999999,2,j2-3,,,
116.95496999999999,3,j2-3,,,
116.95496999999999,1,j1-2,,,
117.22161,1,2-3,,,
117.48825,2,j3-4,,,
117.48825,3,j3-4,,,
117.48825,1,j3-4,,,
117.98819999999999,1,4-1,,,
118.45482,1,lp1,,,
118.55480999999999,3,w4,,,
118.55480999999999,2,w4,,,
119.18808,1,j1-2,,,
119.28806999999999,2,j4-1,,,
119.28806999999999,3,j4-1,,,
119.88801,1,j2-3,,,
119.988,2,j1-2,,,
119.988,3,j1-2,,,
120.55461,1,3-4,,,
120.82124999999999,2,j2-3,,,
120.82124999999999,3,j2-3,,,
120.82124999999999,1,j4-1,,,
121.25453999999999,1,1-2,,,
121.52118,2,j3-4,,,
121.52118,3,j3-4,,,
121.52118,1,j2-3,,,
121.82114999999999,1,3-4,,,
122.12111999999999,2,j4-1,,,
122.12111999999999,3,j4-1,,,
122.12111999999999,1,j4-1,,,
122.38776,1,1-2,,,
122.6544,2,j1-2,,,
122.6544,3,j1-2,,,
122.6544,1,j2-3,,,
122.95437,1,3-4,,,
123.22100999999999,2,j2-3,,,
123.22100999999999,3,j2-3,,,
123.22100999999999,1,j4-1,,,
123.52098,1,1-2,,,
123.82095,2,j3-4,,,
123.82095,3,j3-4,,,
123.82095,1,j2-3,,,
124.08758999999999,1,3-4,,,
124.35423,2,j4-1,,,
124.35423,3,j4-1,,,
124.35423,1,j4-1,,,
124.88750999999999,1,1-2,,,
125.18748,2,hj1,,,
125.18748,3,hj1,,,
125.18748,1,hj2,,,
125.68742999999999,2,lp1,,,
125.68742999999999,3,lp1,,,
125.68742999999999,1,lp2,,,
127.75389,MOT_mc_stage_color_00,b-flash,,
127.75389,MOT_mc_bg_black_00,b20-65,,
127.75389,MOT_mc_light_center_00,l1,,
127.75389,MOT_mc_light_up_00,l1,,
127.75389,MOT_mc_light_under_00,l2,,
127.75389,MOT_mc_speaker_00,stay,,
127.75389,1,2-3,,,
127.75389,2,1-2,,,
127.75389,3,1-2,,,
128.68713,3,w2,,,
128.68713,2,w2,,,
128.68713,1,w3,,,
