0.03333,MOT_mc_bg_black_00,seat100-0,,
2.3331,MOT_mc_bg_black_00,b80-65,,
2.3997599999999997,MOT_mc_speaker_00,temp2,,
2.53308,MOT_mc_light_under_00,l3,,
2.53308,2,sort,-500,
2.53308,3,sort,-500,
28.297169999999998,1,,rb0,,
28.297169999999998,2,,rb0,,
28.297169999999998,3,,rb0,,
28.63047,1,j4-1,,,
28.697129999999998,MOT_mc_stage_color_00,b-flash,,
28.930439999999997,3,w3,,,
28.930439999999997,2,w3,,,
29.03043,1,1-2,,,
29.03043,3,3-4,,,
29.39706,1,2-3,,,
29.39706,2,3-4,,,
29.39706,3,4-1,,,
29.79702,1,3-4,,,
29.83035,MOT_mc_stage_color_00,y-flash,,
30.096989999999998,1,4-1,,,
30.096989999999998,2,4-1,,,
30.096989999999998,3,1-2,,,
30.39696,1,hj1,,,
30.39696,2,hj1,,,
30.39696,3,hj2,,,
30.43029,MOT_mc_stage_color_00,b-flash,,
30.69693,MOT_mc_bg_black_00,b20-65,,
30.763589999999997,MOT_mc_stage_color_00,y-flash,,
30.9969,1,j1-2,,,
31.06356,MOT_mc_stage_color_00,b-flash,,
31.46352,1,2-3,,,
31.46352,2,j1-2,,,
31.46352,3,j2-3,,,
31.930139999999998,1,3-4,,,
31.930139999999998,2,2-3,,,
31.930139999999998,3,3-4,,,
32.36343,1,4-1,,,
32.36343,2,3-4,,,
32.36343,3,4-1,,,
32.43009,MOT_mc_stage_color_00,y-flash,,
32.76339,2,4-1,,,
32.76339,3,1-2,,,
33.03003,1,1-2,,,
33.42999,3,j2-3,,,
33.496649999999995,MOT_mc_stage_color_00,r-flash,,
33.6633,2,j1-2,,,
33.896609999999995,1,j2-3,,,
34.36323,1,3-4,,,
34.49655,3,w3,,,
34.729859999999995,2,w2,,,
34.79652,1,4-1,,,
34.79652,2,2-3,l1,,
34.79652,3,3-4,r1,,
34.82985,MOT_mc_stage_color_00,r-flash,,
35.129819999999995,1,1-2,,,
35.129819999999995,2,3-4,lb0,,
35.129819999999995,3,4-1,rb0,,
35.463119999999996,1,2-3,,,
35.76309,1,j3-4,,,
35.82975,MOT_mc_stage_color_00,b-flash,,
35.96307,2,4-1,,,
35.96307,3,1-2,,,
36.26304,1,4-1,,,
36.62967,2,1-2,,,
36.62967,3,2-3,,,
36.82965,1,1-2,,,
37.129619999999996,1,2-3,,,
37.19628,MOT_mc_stage_color_00,r-flash,,
37.29627,2,2-3,,,
37.29627,3,3-4,,,
37.496249999999996,1,j3-4,,,
37.82955,2,j3-4,,,
37.82955,3,j4-1,,,
38.12952,3,1-2,,,
38.19618,MOT_mc_stage_color_00,y-flash,,
38.329499999999996,1,4-1,,,
38.52948,2,4-1,,,
38.796119999999995,1,sp1-2,,,
38.796119999999995,2,sp1-2,,,
38.796119999999995,3,sp2-3,,,
39.29607,1,j2-3,,,
39.36273,MOT_mc_stage_color_00,b-flash,,
39.562709999999996,2,j2-3,,,
39.562709999999996,3,j3-4,,,
39.82935,1,3-4,,,
40.16265,1,4-1,,,
40.16265,2,3-4,,,
40.16265,3,4-1,,,
40.29597,MOT_mc_stage_color_00,b-flash,,
40.59594,MOT_mc_bg_black_00,b65-20,,
40.59594,1,1-2,,,
40.59594,2,4-1,l1,,
40.59594,3,1-2,r1,,
40.69593,MOT_mc_stage_color_00,r-flash,,
40.89591,2,,l2,,
40.89591,3,,r2,,
41.162549999999996,1,2-3,,,
41.195879999999995,MOT_mc_stage_color_00,b-flash,,
41.52918,3,w2,,,
41.52918,2,w1,,,
41.562509999999996,1,3-4,,,
41.562509999999996,2,1-2,lb1,,
41.562509999999996,3,2-3,rb1,,
41.92914,1,sp4-1,,,
42.19578,2,2-3,,,
42.19578,3,3-4,,,
42.49575,1,j1-2,,,
42.49575,2,3-4,lb0,,
42.49575,3,4-1,rb0,,
42.89571,1,j2-3,,,
42.96237,MOT_mc_stage_color_00,y-flash,,
43.162349999999996,2,j4-1,,,
43.162349999999996,3,j1-2,,,
43.46232,1,3-4,,,
43.72896,1,j4-1,,,
43.72896,2,1-2,,,
43.72896,3,2-3,,,
44.22891,1,1-2,,,
44.52888,1,2-3,,,
44.52888,3,j3-4,,,
44.6622,2,w2,,,
44.862179999999995,1,3-4,,,
44.862179999999995,2,j2-3,,,
45.295469999999995,1,4-1,,,
45.39546,MOT_mc_stage_color_00,b-flash,,
45.56211,2,3-4,l1,,
45.56211,3,4-1,r1,,
45.96207,1,j1-2,,,
46.062059999999995,2,4-1,,,
46.062059999999995,3,1-2,,,
46.428689999999996,1,2-3,,,
46.428689999999996,2,,lb0,,
46.428689999999996,3,,rb0,,
46.96197,1,3-4,,,
46.96197,2,1-2,,,
46.96197,3,2-3,,,
47.661899999999996,2,sort,-500,
47.661899999999996,3,sort,-500,
47.661899999999996,1,4-1,,f1,
47.661899999999996,2,2-3,,,
47.661899999999996,3,3-4,,,
47.728559999999995,MOT_mc_stage_color_00,b-flash,,
48.26184,1,1-2,,,
48.26184,2,j3-4,,,
48.26184,3,j4-1,,,
48.39516,MOT_mc_stage_color_00,b-flash,,
48.9951,1,j2-3,,,
48.9951,2,4-1,,,
48.9951,3,1-2,,,
49.02843,MOT_mc_stage_color_00,r-flash,,
49.42839,1,3-4,,,
49.82835,1,hj4,,,
49.82835,2,j1-2,,,
49.82835,3,j2-3,,,
49.89501,MOT_mc_stage_color_00,b-flash,,
50.39496,1,lp4,,,
50.461619999999996,2,hj2,,,
50.461619999999996,3,hj3,,,
50.561609999999995,MOT_mc_stage_color_00,r-flash,,
50.928239999999995,1,4-1,,b0,
51.16155,2,2-3,,,
51.16155,3,3-4,,,
51.46152,1,j1-2,,,
51.46152,2,j3-4,,,
51.46152,3,j4-1,,,
51.49485,MOT_mc_bg_black_00,b20-65,,
51.52818,MOT_mc_stage_color_00,y-flash,,
51.52818,MOT_mc_light_up_00,l1,,
51.52818,MOT_mc_light_center_00,l1,,
51.52818,MOT_mc_light_under_00,l3,,
52.26144,1,2-3,,,
52.26144,2,4-1,,,
52.26144,3,1-2,,,
52.82805,2,1-2,,,
52.994699999999995,MOT_mc_stage_color_00,y-flash,,
53.16135,1,3-4,,,
53.19468,3,w2,,,
53.49465,3,2-3,,,
53.761289999999995,2,w2,,,
53.827949999999994,3,3-4,,,
54.09459,1,w4,,,
54.161249999999995,1,4-1,,,
54.49455,2,2-3,,,
54.76119,3,w4,,,
54.82785,3,j4-1,,,
55.09449,1,w1,,,
55.16115,1,j1-2,,,
55.427789999999995,2,w3,,,
55.49445,2,j3-4,,,
55.827749999999995,1,2-3,,,
55.89441,3,w1,,,
56.09439,MOT_mc_bg_black_00,b65-45,,
56.12772,1,j3-4,,,
56.161049999999996,MOT_mc_stage_color_00,b-flash,,
56.161049999999996,MOT_mc_light_up_00,l3,,
56.161049999999996,MOT_mc_light_center_00,l2,,
56.161049999999996,MOT_mc_light_under_00,l2,,
56.36103,2,4-1,,,
56.36103,3,1-2,,,
56.660999999999994,1,4-1,,,
57.16095,1,sp1-2,,,
57.16095,2,1-2,,,
57.16095,3,2-3,,,
57.22761,MOT_mc_stage_color_00,y-flash,,
57.92754,1,j2-3,,,
57.92754,2,2-3,,,
57.92754,3,3-4,,,
58.594139999999996,3,j4-1,,,
58.79412,2,j3-4,,,
58.994099999999996,1,hj3,,,
59.19408,MOT_mc_stage_color_00,b-flash,,
59.56071,1,3-4,,,
59.56071,2,4-1,l1,,
59.56071,3,1-2,r1,,
60.227309999999996,1,j4-1,,,
60.227309999999996,2,j1-2,,,
60.227309999999996,3,j2-3,,,
60.92724,1,1-2,,,
61.027229999999996,MOT_mc_stage_color_00,r-flash,,
61.22721,1,2-3,,,
61.22721,2,2-3,,,
61.22721,3,3-4,,,
61.527179999999994,1,3-4,,,
61.527179999999994,2,3-4,,,
61.527179999999994,3,4-1,,,
61.827149999999996,2,,lb0,,
61.827149999999996,3,,rb0,,
62.16045,1,4-1,,,
62.46042,3,w1,,,
62.46042,2,w4,,,
62.52708,1,hj1,,,
62.52708,2,hj4,,,
62.52708,3,hj1,,,
62.56041,MOT_mc_stage_color_00,b-flash,,
63.29367,1,1-2,,,
63.29367,3,j1-2,,,
63.36033,MOT_mc_stage_color_00,y-flash,,
63.76029,2,w4,,,
63.79362,1,2-3,,,
63.79362,2,j4-1,,,
63.860279999999996,MOT_mc_stage_color_00,y-flash,,
64.36023,3,w2,,,
64.46021999999999,1,3-4,r1,,
64.46021999999999,2,1-2,r1,,
64.46021999999999,3,2-3,r1,,
64.52687999999999,MOT_mc_stage_color_00,b-flash,,
64.92684,1,4-1,rb0,,
64.92684,2,2-3,rb0,,
64.92684,3,3-4,rb0,,
64.9935,MOT_mc_stage_color_00,b-flash,,
65.76008999999999,1,j1-2,,,
65.76008999999999,2,j3-4,,,
65.76008999999999,3,j4-1,,,
65.82675,MOT_mc_stage_color_00,y-flash,,
65.86008,MOT_mc_bg_black_00,b65-80,,
66.72666,2,sort,-500,
66.72666,3,sort,-500,
66.72666,1,2-3,,f1,
66.79332,MOT_mc_stage_color_00,r-flash,,
66.82665,3,w1,,,
66.82665,2,w4,,,
67.05996,1,3-4,,,
67.35992999999999,1,hj4,,,
67.35992999999999,2,j4-1,,,
67.35992999999999,3,j1-2,,,
67.52658,MOT_mc_stage_color_00,b-flash,,
68.15984999999999,1,4-1,,,
68.15984999999999,2,hj1,,,
68.15984999999999,3,hj2,,,
68.22650999999999,MOT_mc_stage_color_00,y-flash,,
68.49315,1,lp1,,,
68.82645,2,lp1,,,
68.82645,3,lp2,,,
69.25974,MOT_mc_bg_black_00,b80-45_2,,
69.45971999999999,1,1-2,,b0,
69.45971999999999,2,1-2,,,
69.45971999999999,3,2-3,,,
69.49305,MOT_mc_stage_color_00,b-flash,,
69.993,MOT_mc_bg_black_00,b45-65,,
69.993,1,j2-3,,,
69.993,2,j2-3,,,
69.993,3,j3-4,,,
70.02633,MOT_mc_stage_color_00,y-flash,,
70.52628,MOT_mc_bg_black_00,b65-80,,
70.59294,1,3-4,,,
70.62626999999999,MOT_mc_stage_color_00,b-flash,,
70.62626999999999,MOT_mc_light_up_00,l2,,
70.62626999999999,MOT_mc_light_center_00,l3,,
70.92623999999999,2,3-4,,,
71.05955999999999,3,w4,,,
71.25954,3,4-1,,,
71.52618,1,w4,,,
71.82615,1,sp4-1,,,
71.82615,2,sp4-1,,,
71.82615,3,sp1-2,,,
72.39276,1,j1-2,,,
72.39276,2,j1-2,,,
72.39276,3,j2-3,,,
72.95936999999999,1,j2-3,,,
73.02602999999999,MOT_mc_stage_color_00,y-flash,,
73.19268,2,j2-3,,,
73.42599,3,j3-4,,,
74.02593,1,w3,,,
74.02593,2,,l1,,
74.02593,3,,r1,,
74.25923999999999,2,w3,,,
74.29257,1,3-4,,,
74.29257,2,3-4,,,
74.29257,3,4-1,,,
74.62586999999999,2,4-1,lb0,,
74.62586999999999,3,1-2,rb0,,
75.22581,1,w4,,,
75.29247,1,4-1,,,
75.35913,MOT_mc_stage_color_00,r-flash,,
75.55910999999999,3,w2,,,
75.55910999999999,2,w1,,,
75.62577,2,hj1,,,
75.62577,3,hj2,,,
75.95907,1,1-2,,,
76.29236999999999,2,,l1,,
76.29236999999999,3,,r1,,
76.59234,1,2-3,,,
76.59234,2,1-2,,,
76.59234,3,2-3,,,
76.92564,1,3-4,,,
76.92564,2,2-3,,,
76.92564,3,3-4,,,
76.9923,MOT_mc_stage_color_00,b-flash,,
77.19228,2,,lb0,,
77.19228,3,,rb0,,
77.75889,1,4-1,,,
77.75889,2,3-4,,,
77.75889,3,4-1,,,
77.82554999999999,MOT_mc_stage_color_00,y-flash,,
78.22551,1,j1-2,,,
78.22551,2,4-1,,,
78.22551,3,1-2,,,
78.35883,MOT_mc_stage_color_00,b-flash,,
78.85878,1,2-3,r1,,
78.85878,2,1-2,r1,,
78.85878,3,2-3,r1,,
79.05875999999999,MOT_mc_stage_color_00,y-flash,,
79.29207,1,3-4,,,
79.29207,2,2-3,,,
79.29207,3,3-4,,,
79.59204,MOT_mc_stage_color_00,b-flash,,
79.6587,1,,rb0,,
79.6587,2,,rb0,,
79.6587,3,,rb0,,
80.12532,2,3-4,,,
80.12532,3,4-1,,,
80.12532,1,,,,D20
80.19198,MOT_mc_stage_color_00,b-flash,,
80.22531,1,w4,,,
80.35862999999999,2,,l1,,
80.35862999999999,3,,r1,,
80.62527,2,j4-1,,,
80.62527,3,j1-2,,,
80.95857,1,4-1,,,
81.29187,2,1-2,,,
81.29187,3,2-3,,,
81.62517,2,j2-3,,,
81.89180999999999,1,w1,,,
81.9918,3,j3-4,,,
82.19178,1,1-2,,,
82.45841999999999,2,3-4,,,
82.55841,MOT_mc_stage_color_00,y-flash,,
82.75838999999999,3,4-1,,,
83.05836,2,hj4,,,
83.05836,3,hj1,,,
83.12501999999999,1,w2,,,
83.39166,1,2-3,,,
83.62496999999999,2,4-1,,,
83.62496999999999,3,1-2,,,
83.95827,2,,lb0,,
83.95827,3,,rb0,,
84.25824,2,j1-2,,,
84.25824,3,j2-3,,,
84.3249,1,w3,,,
84.55821,1,3-4,,,
84.82485,2,j2-3,,,
84.89151,MOT_mc_stage_color_00,r-flash,,
85.15814999999999,3,j3-4,,,
85.49145,1,w4,,,
85.55811,2,hj3,,,
85.55811,3,hj4,,,
85.62477,MOT_mc_stage_color_00,b-flash,,
85.79142,1,4-1,,,
86.09138999999999,3,j4-1,,,
86.19138,MOT_mc_stage_color_00,y-flash,,
86.39135999999999,2,j3-4,,,
86.72466,1,w1,,,
86.75798999999999,2,hj4,,,
86.75798999999999,3,hj1,,,
86.85798,MOT_mc_stage_color_00,b-flash,,
86.9913,1,1-2,,,
87.29127,2,4-1,l1,,
87.29127,3,1-2,l1,,
87.49125,MOT_mc_stage_color_00,r-flash,,
87.79122,2,1-2,lb0,,
87.79122,3,2-3,lb0,,
87.92454,1,w2,,,
88.12451999999999,1,2-3,,,
88.45782,2,2-3,r1,,
88.45782,3,3-4,r1,,
88.6578,MOT_mc_stage_color_00,b-flash,,
89.05776,1,w3,,,
89.12442,2,3-4,rb0,,
89.12442,3,4-1,rb0,,
89.35772999999999,1,3-4,,,
89.62437,2,j4-1,,,
89.62437,3,j1-2,,,
89.82435,MOT_mc_stage_color_00,y-flash,,
90.19098,MOT_mc_bg_black_00,b80-45_2,,
90.29097,2,sort,-500,
90.29097,3,sort,-500,
90.29097,1,4-1,,f1,
90.29097,2,1-2,,,
90.29097,3,2-3,,,
90.29097,1,,,,L0
90.3243,MOT_mc_stage_color_00,b-flash,,
90.62427,1,1-2,,,
90.62427,2,2-3,,,
90.62427,3,3-4,,,
90.95756999999999,MOT_mc_bg_black_00,b45-20,,
90.95756999999999,1,2-3,,,
91.02423,MOT_mc_stage_color_00,r-flash,,
91.29087,1,hj3,,,
91.29087,2,hj3,,,
91.29087,3,hj4,,,
91.42419,MOT_mc_stage_color_00,b-flash,,
91.79082,MOT_mc_stage_color_00,b-flash,,
91.89081,MOT_mc_bg_black_00,b20-65,,
91.89081,1,3-4,,,
91.89081,2,3-4,,,
91.89081,3,4-1,,,
92.12411999999999,MOT_mc_bg_black_00,b65-80,,
92.12411999999999,1,,,b0,
92.19077999999999,MOT_mc_stage_color_00,r-flash,,
92.19077999999999,MOT_mc_light_up_00,l4,,
92.19077999999999,MOT_mc_light_under_00,l1,,
92.42408999999999,2,4-1,,,
92.42408999999999,3,1-2,,,
92.69073,1,4-1,,,
92.69073,2,1-2,,,
92.69073,3,2-3,,,
93.15735,2,j2-3,,,
93.19068,MOT_mc_stage_color_00,b-flash,,
93.49065,3,j3-4,,,
93.62397,1,w1,,,
93.82395,1,j1-2,,,
94.22390999999999,2,w3,,,
94.45721999999999,1,,r1,,
94.45721999999999,2,,r1,,
94.45721999999999,3,,r1,,
94.49055,MOT_mc_stage_color_00,y-flash,,
94.55721,3,w4,,,
94.72386,1,,r2,,
94.72386,2,,r2,,
94.72386,3,,r2,,
94.75719,MOT_mc_stage_color_00,r-flash,,
94.89050999999999,1,w2,,,
94.9905,1,2-3,,,
94.9905,2,3-4,,,
94.9905,3,4-1,,,
95.02382999999999,MOT_mc_stage_color_00,b-flash,,
95.59044,1,,rb1,,
95.59044,2,,rb1,,
95.59044,3,,rb1,,
95.69042999999999,MOT_mc_stage_color_00,b-flash,,
95.85708,1,,rb0,,
95.85708,2,,rb0,,
95.85708,3,,rb0,,
95.92374,3,w1,,,
95.92374,2,w4,,,
95.92374,1,w3,,,
96.02373,MOT_mc_stage_color_00,r-flash,,
96.12371999999999,1,3-4,,,
96.12371999999999,2,4-1,,,
96.12371999999999,3,1-2,,,
96.35703,MOT_mc_stage_color_00,b-flash,,
96.89031,1,4-1,,,
96.99029999999999,MOT_mc_stage_color_00,y-flash,,
97.05695999999999,3,w2,,,
97.05695999999999,2,w1,,,
97.19028,2,j1-2,,,
97.19028,3,j2-3,,,
97.45692,1,1-2,,,
97.52358,MOT_mc_stage_color_00,b-flash,,
97.82355,1,j2-3,,,
98.02353,2,,l1,,
98.02353,3,,r1,,
98.25684,3,w3,,,
98.25684,2,w2,,,
98.3235,1,3-4,,,
98.3235,2,2-3,,,
98.3235,3,3-4,,,
98.42349,MOT_mc_stage_color_00,r-flash,,
98.65679999999999,2,3-4,,,
98.65679999999999,3,4-1,,,
98.79012,MOT_mc_stage_color_00,b-flash,,
99.25674,1,w4,,,
99.29007,1,4-1,,,
99.39005999999999,MOT_mc_stage_color_00,y-flash,,
99.59004,3,w1,,,
99.59004,2,w4,,,
99.79002,2,4-1,lb0,,
99.79002,3,1-2,rb0,,
99.92334,MOT_mc_stage_color_00,r-flash,,
100.22331,1,w1,,,
100.45662,1,1-2,,,
100.55660999999999,MOT_mc_stage_color_00,b-flash,,
100.6566,2,sp1-2,,,
100.6566,3,sp2-3,,,
100.92323999999999,1,j2-3,,,
101.08989,MOT_mc_stage_color_00,r-flash,,
101.22321,2,j2-3,,,
101.22321,3,j3-4,,,
101.78981999999999,1,j3-4,,,
101.85647999999999,MOT_mc_stage_color_00,b-flash,,
102.02313,2,j3-4,,,
102.25644,3,j4-1,,,
102.65639999999999,1,4-1,,,
102.65639999999999,2,,l1,,
102.65639999999999,3,,r1,,
102.88971,MOT_mc_stage_color_00,y-flash,,
102.92304,1,1-2,,,
102.92304,2,j4-1,,,
102.92304,3,j1-2,,,
103.22301,1,2-3,,,
103.58963999999999,1,3-4,,,
103.58963999999999,2,1-2,lb0,,
103.58963999999999,3,2-3,rb0,,
104.08959,1,4-1,,,
104.18957999999999,MOT_mc_stage_color_00,b-flash,,
104.35623,2,j2-3,,,
104.48955,MOT_mc_stage_color_00,r-flash,,
104.52288,3,w3,,,
104.62286999999999,1,j1-2,,,
104.78952,MOT_mc_stage_color_00,y-flash,,
104.88951,3,j3-4,,,
105.08949,MOT_mc_stage_color_00,r-flash,,
105.18947999999999,1,2-3,,,
105.38946,MOT_mc_stage_color_00,b-flash,,
105.42278999999999,2,w3,,,
105.55610999999999,1,3-4,,,
105.55610999999999,2,3-4,,,
105.55610999999999,3,4-1,,,
105.68943,MOT_mc_stage_color_00,r-flash,,
105.85607999999999,1,4-1,,,
105.85607999999999,2,4-1,,,
105.85607999999999,3,1-2,,,
106.02273,MOT_mc_stage_color_00,b-flash,,
106.45602,1,1-2,,,
106.55601,MOT_mc_stage_color_00,y-flash,,
106.68933,2,1-2,,,
106.68933,3,2-3,,,
106.92264,1,j2-3,,,
107.08928999999999,MOT_mc_stage_color_00,r-flash,,
107.3226,3,3-4,,,
107.58923999999999,2,2-3,,,
107.65589999999999,MOT_mc_stage_color_00,b-flash,,
107.92254,1,3-4,,,
107.92254,2,3-4,,,
107.92254,3,4-1,,,
108.02252999999999,MOT_mc_stage_color_00,r-flash,,
108.32249999999999,1,hj4,,,
108.32249999999999,2,hj4,,,
108.32249999999999,3,hj1,,,
108.42249,MOT_mc_stage_color_00,b-flash,,
108.88910999999999,1,4-1,r1,,
108.88910999999999,2,4-1,r1,,
108.88910999999999,3,1-2,r1,,
109.08909,MOT_mc_stage_color_00,y-flash,,
109.38906,1,1-2,rb0,,
109.38906,2,1-2,rb0,,
109.38906,3,2-3,rb0,,
109.58904,MOT_mc_stage_color_00,b-flash,,
109.88901,1,2-3,,,
110.15565,MOT_mc_stage_color_00,y-flash,,
110.15565,1,3-4,,,
110.3223,3,w3,,,
110.3223,2,w2,,,
110.42228999999999,3,j3-4,,,
110.62227,MOT_mc_stage_color_00,b-flash,,
110.68893,2,j2-3,,,
111.08888999999999,1,w4,,,
111.15554999999999,2,3-4,l1,,
111.15554999999999,1,,,,D20
111.3222,MOT_mc_stage_color_00,b-flash,,
111.45551999999999,2,j4-1,,,
111.48885,3,w4,,,
111.85548,2,sp1-2,,,
112.28877,2,hj2,,,
112.38875999999999,MOT_mc_stage_color_00,y-flash,,
112.92204,1,4-1,,,
112.92204,3,4-1,r1,,
113.12201999999999,MOT_mc_stage_color_00,r-flash,,
113.22201,3,j1-2,,,
113.52198,2,w2,,,
113.62196999999999,2,2-3,l2,,
113.68862999999999,MOT_mc_stage_color_00,b-flash,,
113.85528,1,w1,,,
113.88861,2,3-4,l2,,
114.15525,2,4-1,,,
114.28856999999999,3,w2,,,
114.38856,2,j1-2,,,
114.78851999999999,2,2-3,lb1,,
114.85517999999999,MOT_mc_stage_color_00,r-flash,,
115.08849,2,,lb0,,
115.42179,1,1-2,,,
115.42179,3,2-3,r2,,
115.58843999999999,MOT_mc_stage_color_00,y-flash,,
