0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,MOT_mc_light_center_00,l1,,
0.03333,MOT_mc_light_under_00,l2_lp,,
2.86638,MOT_control_all,mo_zoom1,,
2.86638,MOT_mc_stage_color_00,r-flash,,
2.86638,MOT_mc_bg_black_00,b65-80,,
61.9938,2,3-4,rb0,,
62.39376,3,1-2,r2,,
62.59374,1,w1,,,
62.79372,2,4-1,,,
62.79372,3,2-3,,,
62.79372,1,j1-2,,,
63.327,2,1-2,r1,,
63.62697,1,2-3,r1,,
63.72696,3,w3,,,
63.926939999999995,3,3-4,rb1,,
64.26024,2,w2,,,
64.56021,1,w3,,,
64.56021,MOT_mc_stage_color_00,b-flash,,
64.56021,2,j2-3,,,
64.56021,3,j4-1,,,
64.56021,1,j3-4,,,
65.19348,2,3-4,rb0,,
65.19348,3,1-2,rb0,,
65.19348,1,4-1,rb0,,
65.59344,2,4-1,r1,,
65.59344,3,2-3,r1,,
65.59344,1,1-2,r1,,
66.02673,2,j1-2,,,
66.02673,3,j3-4,,,
66.02673,1,j2-3,,,
66.62666999999999,2,hj2,,,
66.62666999999999,3,hj4,,,
66.62666999999999,1,hj3,,,
67.79321999999999,MOT_mc_stage_color_00,y-flash,,
67.79321999999999,2,2-3,r2,,
67.79321999999999,3,4-1,r2,,
67.79321999999999,1,3-4,r2,,
68.25984,2,3-4,r3,,
68.25984,3,1-2,r3,,
68.25984,1,4-1,r3,,
68.75979,2,j4-1,,,
68.75979,3,j2-3,,,
68.75979,1,j1-2,,,
69.35973,2,1-2,rb2,,
69.35973,3,3-4,rb2,,
69.35973,1,2-3,rb2,,
69.72636,2,2-3,rb1,,
69.72636,3,4-1,rb1,,
69.72636,1,3-4,rb1,,
70.09299,2,j3-4,,,
70.09299,3,j1-2,,,
70.09299,1,j4-1,,,
70.75959,2,4-1,rb0,,
70.75959,3,2-3,rb0,,
70.75959,1,1-2,rb0,,
71.15955,2,1-2,r1,,
71.15955,3,3-4,r1,,
71.15955,1,2-3,r1,,
71.55951,2,j2-3,,,
71.55951,3,j4-1,,,
71.55951,1,j3-4,,,
72.12612,2,sp3-4,,,
72.12612,3,sp1-2,,,
72.12612,1,sp4-1,,,
72.75939,1,1-2,,,
72.9927,2,4-1,,,
73.29267,3,2-3,,,
73.6593,2,1-2,,,
73.6593,3,3-4,,,
73.6593,1,2-3,,,
74.02593,2,sp2-3,,,
74.02593,3,sp4-1,,,
74.02593,1,sp3-4,,,
76.05906,MOT_mc_stage_color_00,b-flash,,
76.05906,2,3-4,r2,,
76.05906,3,1-2,r2,,
76.05906,1,4-1,r2,,
76.45902,2,4-1,rb1,,
76.45902,3,2-3,rb1,,
76.45902,1,1-2,rb1,,
76.92564,2,sp1-2,,,
76.92564,3,sp3-4,,,
76.92564,1,sp2-3,,,
77.75889,2,2-3,rb0,,
77.75889,3,4-1,rb0,,
77.75889,1,3-4,rb0,,
78.29217,2,3-4,r1,,
78.29217,3,1-2,r1,,
78.29217,1,4-1,r1,,
78.92544,2,j4-1,,,
78.92544,3,j2-3,,,
78.92544,1,j1-2,,,
79.85867999999999,MOT_all,cut2,,
79.92533999999999,MOT_control_all,mo_zoom10,,
79.92533999999999,MOT_mc_stage_color_00,r-flash,,
79.92533999999999,MOT_mc_bg_black_00,b45-20,,
79.92533999999999,MOT_mc_light_center_00,l2,,
79.92533999999999,MOT_mc_light_up_00,l4,,
79.92533999999999,MOT_mc_light_under_00,l3_lp,,
79.92533999999999,2,sp1-2,,,
79.92533999999999,3,sp3-4,,,
79.92533999999999,1,sp2-3,,,
80.62527,1,j3-4,,,
80.85858,2,j2-3,,,
81.12522,3,j4-1,,,
81.45852,2,hj3,,,
81.45852,3,hj1,,,
81.45852,1,j4-1,,,
82.29177,MOT_control_all,mo_zoom11,,
82.29177,2,3-4,rb0,,
82.29177,3,1-2,rb0,,
82.29177,1,1-2,rb0,,
82.6584,2,4-1,r1,,
82.6584,3,2-3,r1,,
82.6584,1,2-3,r1,,
83.22501,2,sp1-2,,,
83.22501,3,sp3-4,,,
83.22501,1,sp3-4,,,
83.79162,2,2-3,rb0,,
83.79162,3,4-1,rb0,,
83.79162,1,4-1,rb0,,
84.19158,2,3-4,l1,,
84.19158,3,1-2,l1,,
84.19158,1,1-2,l1,,
84.55821,2,4-1,lb0,,
84.55821,3,2-3,lb0,,
84.55821,1,2-3,lb0,,
84.95817,2,sp1-2,,,
84.95817,3,sp3-4,,,
84.95817,1,sp3-4,,,
86.59134,MOT_mc_stage_color_00,b-flash,,
86.59134,2,2-3,r1,,
86.59134,3,4-1,r1,,
86.59134,1,4-1,r1,,
87.02463,2,j3-4,,,
87.02463,3,j1-2,,,
87.02463,1,j1-2,,,
87.49125,2,4-1,rb0,,
87.49125,3,2-3,rb0,,
87.49125,1,2-3,rb0,,
87.89121,2,1-2,l1,,
87.89121,3,3-4,l1,,
87.89121,1,3-4,l1,,
88.29117,2,2-3,lb0,,
88.29117,3,4-1,lb0,,
88.29117,1,4-1,lb0,,
88.89111,1,j1-2,,,
89.15775,2,j3-4,,,
89.22440999999999,3,w1,,,
89.45772,3,j1-2,,,
89.85768,2,4-1,r1,,
89.85768,3,2-3,r1,,
89.85768,1,2-3,r1,,
90.29097,2,1-2,rb0,,
90.29097,3,3-4,rb0,,
90.29097,1,3-4,rb0,,
90.75759,2,sp2-3,,,
90.75759,3,sp4-1,,,
90.75759,1,sp4-1,,,
92.3241,2,j3-4,,,
92.3241,3,j1-2,,,
92.3241,1,j1-2,,,
93.02403,2,4-1,l1,,
93.02403,3,2-3,l1,,
93.02403,1,2-3,l1,,
93.42398999999999,2,1-2,l2,,
93.42398999999999,3,3-4,l2,,
93.42398999999999,1,3-4,l2,,
93.82395,2,2-3,lb1,,
93.82395,3,4-1,lb1,,
93.82395,1,4-1,lb1,,
94.62387,1,j1-2,,,
94.75719,3,w1,,,
94.75719,2,w3,,,
94.95716999999999,2,j3-4,,,
95.39045999999999,3,sp1-2,,,
95.69042999999999,1,w2,,,
96.02373,2,j4-1,,,
96.02373,3,j2-3,,,
96.02373,1,j2-3,,,
96.45702,2,1-2,l2,,
96.45702,3,3-4,l2,,
96.45702,1,3-4,l2,,
96.85698,2,2-3,l3,,
96.85698,3,4-1,l3,,
96.85698,1,4-1,l3,,
97.25694,2,3-4,lb2,,
97.25694,3,1-2,lb2,,
97.25694,1,1-2,lb2,,
97.62357,1,j2-3,,,
97.85687999999999,2,j4-1,,,
97.85687999999999,3,j2-3,,,
98.52347999999999,MOT_mc_stage_color_00,y-flash,,
98.52347999999999,2,1-2,l3,,
98.52347999999999,3,3-4,l3,,
98.52347999999999,1,3-4,l3,,
98.9901,2,2-3,l4,,
98.9901,3,4-1,l4,,
98.9901,1,4-1,l4,,
99.45671999999999,2,3-4,lb3,,
99.45671999999999,3,1-2,lb3,,
99.45671999999999,1,1-2,lb3,,
99.82334999999999,2,j4-1,,,
99.82334999999999,3,j2-3,,,
99.82334999999999,1,j2-3,,,
100.52328,2,1-2,lb2,,
100.52328,3,3-4,lb2,,
100.52328,1,3-4,lb2,,
100.95657,2,j2-3,,,
100.95657,3,j4-1,,,
100.95657,1,j4-1,,,
101.62317,2,sp3-4,,,
101.62317,3,sp1-2,,,
101.62317,1,sp1-2,,,
103.18968,2,4-1,,,
103.18968,3,2-3,,,
103.18968,1,2-3,,,
103.9896,MOT_mc_stage_color_00,b-flash,,
103.9896,1,j3-4,,,
104.12292,3,w3,,,
104.12292,2,w1,,,
104.32289999999999,2,j1-2,,,
104.32289999999999,3,j3-4,,,
104.72286,2,j2-3,,,
104.72286,3,j4-1,,,
104.72286,1,j4-1,,,
105.35613,2,sp3-4,,,
105.35613,3,sp1-2,,,
105.35613,1,sp1-2,,,
105.58944,MOT_control_all,mo_zoom12,,
107.95586999999999,MOT_mc_stage_color_00,y-flash,,
107.95586999999999,2,j4-1,,,
107.95586999999999,3,j2-3,,,
107.95586999999999,1,j2-3,,,
108.55581,2,1-2,l3,,
108.55581,3,3-4,lb1,,
108.55581,1,3-4,,,
109.02243,1,4-1,,,
109.22241,2,2-3,lb2,,
109.48904999999999,3,4-1,l2,,
109.95567,1,w1,,,
109.95567,2,3-4,,,
109.95567,3,1-2,,,
109.95567,1,1-2,,,
110.55561,MOT_mc_stage_color_00,b-flash,,
110.55561,2,j4-1,,,
110.55561,3,j2-3,,,
110.55561,1,j2-3,,,
111.15554999999999,1,j3-4,,,
111.35553,2,j1-2,,,
111.58883999999999,3,j3-4,,,
111.78882,1,j4-1,,,
112.02212999999999,2,2-3,,,
112.02212999999999,3,4-1,,,
112.48875,2,3-4,l3,,
112.48875,3,1-2,l3,,
112.48875,1,1-2,l3,,
112.88870999999999,2,4-1,lb2,,
112.88870999999999,3,2-3,lb2,,
112.88870999999999,1,2-3,lb2,,
113.28867,2,1-2,,,
113.28867,3,3-4,,,
113.28867,1,3-4,,,
113.95527,MOT_mc_stage_color_00,r-flash,,
113.95527,2,2-3,lb1,,
113.95527,3,4-1,lb1,,
113.95527,1,4-1,lb1,,
114.38856,2,3-4,lb0,,
114.38856,3,1-2,lb0,,
114.38856,1,1-2,lb0,,
114.82185,2,4-1,l1,,
114.82185,3,2-3,l1,,
114.82185,1,2-3,l1,,
115.25514,2,sp1-2,,,
115.25514,3,sp3-4,,,
115.25514,1,sp3-4,,,
116.62167,1,j4-1,,,
116.95496999999999,2,j2-3,,,
117.35493,3,j4-1,,,
117.68822999999999,1,w1,,,
117.88821,2,3-4,l2,,
117.88821,3,1-2,l2,,
117.88821,1,1-2,l2,,
118.3215,2,4-1,lb1,,
118.3215,3,2-3,lb1,,
118.3215,1,2-3,lb1,,
118.78811999999999,2,sp1-2,,,
118.78811999999999,3,sp3-4,,,
118.78811999999999,1,sp3-4,,,
120.22130999999999,MOT_control_all,mo_zoom13,,
120.25464,MOT_mc_stage_color_00,b-flash,,
120.25464,1,4-1,lb0,,
120.58793999999999,2,2-3,lb0,,
120.9879,3,4-1,lb0,,
121.18787999999999,1,w1,,,
121.42119,2,3-4,,,
121.42119,3,1-2,,,
121.42119,1,1-2,,,
121.95447,2,sp4-1,,,
121.95447,3,sp2-3,,,
121.95447,1,sp2-3,,,
123.02103,2,j1-2,,,
123.38766,1,j3-4,,,
123.72095999999999,3,j3-4,,,
124.08758999999999,2,w2,,,
124.08758999999999,1,j4-1,,,
124.42089,2,j2-3,,,
124.78752,3,w4,,,
124.88750999999999,2,3-4,,,
124.88750999999999,3,4-1,,,
124.88750999999999,1,1-2,,,
125.28747,2,4-1,l1,,
125.28747,3,1-2,l1,,
125.28747,1,2-3,l1,,
125.68742999999999,2,1-2,lb0,,
125.68742999999999,3,2-3,lb0,,
125.68742999999999,1,3-4,lb0,,
126.62066999999999,3,w3,,,
126.62066999999999,2,w2,,,
126.62066999999999,1,w4,,,
126.68732999999999,2,j2-3,,,
126.68732999999999,3,j3-4,,,
126.68732999999999,1,j4-1,,,
127.18728,2,3-4,r1,,
127.18728,3,4-1,r1,,
127.18728,1,1-2,r1,,
127.62057,1,2-3,rb0,,
127.88721,2,4-1,rb0,,
127.88721,3,1-2,rb0,,
128.55381,1,w3,,,
128.82045,3,w2,,,
128.82045,2,w1,,,
129.3204,2,1-2,r1,,
129.3204,3,2-3,r1,,
129.3204,1,3-4,r1,,
129.68703,2,2-3,rb0,,
129.68703,3,3-4,rb0,,
129.68703,1,4-1,rb0,,
130.05366,2,3-4,l1,,
130.05366,3,4-1,l1,,
130.05366,1,1-2,l1,,
130.42029,2,4-1,lb0,,
130.42029,3,1-2,lb0,,
130.42029,1,2-3,lb0,,
130.78691999999998,2,1-2,,,
130.78691999999998,3,2-3,,,
130.78691999999998,1,3-4,,,
131.25354,2,sp2-3,,,
131.25354,3,sp3-4,,,
131.25354,1,sp4-1,,,
131.9868,MOT_all,cut3,,
132.02013,MOT_mc_stage_color_00,y-flash,,
132.02013,MOT_mc_bg_black_00,b20-65,,
132.02013,MOT_mc_light_center_00,l1,,
132.02013,MOT_mc_light_up_00,l1,,
132.02013,MOT_mc_light_under_00,l2_lp,,
132.02013,2,3-4,,b0,D40
132.02013,3,4-1,,b0,D40
132.02013,1,1-2,,b0,D40
132.95337,3,w1,,,
132.95337,2,w4,,,
132.95337,1,w2,,,
