49.995,2,4-1,lb0,,
49.995,3,4-1,r2,,
50.928239999999995,3,w1,,,
50.928239999999995,2,w1,,,
50.9949,2,,r1,,
50.9949,3,,r3,,
52.128119999999996,2,1-2,rb0,,
52.128119999999996,3,1-2,rb2,,
53.06136,3,w2,,,
53.06136,2,w2,,,
53.294669999999996,2,,l1,,
53.294669999999996,3,,rb1,,
53.86128,MOT_control_all,zoom4,,
54.36123,1,,,f1,
54.36123,2,lp2,,b0,
54.36123,3,lp2,,b0,
54.36123,MOT_mc_stage_color_00,r-flash,,
54.994499999999995,1,1-2,,,
55.92774,1,2-3,,,
56.594339999999995,1,3-4,l1,,
57.060959999999994,1,,lb0,,
57.52758,1,w4,,,
57.69423,1,hj4,,,
58.56081,1,lp4,,b0,
58.56081,2,2-3,lb0,,
59.12742,2,,r1,,
59.494049999999994,2,w3,,,
59.62737,2,lp3,,,
60.660599999999995,2,sp3-4,,,
61.59384,2,hj4,,,
62.59374,2,lp4,,,
63.060359999999996,3,2-3,rb0,,
63.6603,3,,l1,,
63.9936,3,w3,,,
64.26024,3,3-4,,,
65.06016,3,4-1,lb0,,
65.6601,3,1-2,l1,,
66.26004,3,lp2,,,
66.99329999999999,MOT_control_all,zoom5,,
67.02663,1,4-1,,,
67.45992,2,4-1,rb0,,
67.92654,3,2-3,lb0,,
67.95987,1,w1,,,
68.39316,2,w1,,,
68.62647,3,sp3-4,,,
69.15975,2,sp1-2,,,
69.62637,1,sp1-2,,,
70.92623999999999,1,hj2,,,
70.92623999999999,2,hj2,,,
70.92623999999999,3,hj4,,,
71.62617,3,4-1,,,
71.62617,MOT_mc_stage_color_00,r-flash,,
71.62617,MOT_mc_light_up_00,l1,,
71.62617,MOT_mc_light_center_00,l1,,
71.62617,MOT_mc_bg_black_00,b65-45,,
71.6595,MOT_control_all,zoom6,,
71.92614,2,2-3,,,
72.15944999999999,1,w2,,,
72.22610999999999,1,2-3,,,
72.55941,3,w1,,,
72.85938,2,w3,,,
72.89271,1,3-4,r1,,
73.42599,1,,r2,,
73.82594999999999,1,w4,,,
73.9926,1,4-1,rb1,,
74.75918999999999,1,,rb0,,
74.92584,1,w1,,,
75.69243,1,1-2,,,
75.69243,2,3-4,,,
75.69243,3,1-2,,,
76.09239,1,2-3,,,
76.09239,MOT_mc_stage_color_00,b-flash,,
76.42569,3,2-3,,,
76.62567,2,w4,,,
76.72565999999999,2,4-1,,,
77.02562999999999,1,w3,,,
77.15894999999999,2,lp1,,,
77.35893,3,w3,,,
78.25883999999999,2,1-2,,,
79.19207999999999,2,w2,,,
79.25874,2,2-3,,,
79.85867999999999,2,j3-4,,,
80.55861,2,4-1,,,
80.55861,MOT_mc_stage_color_00,y-flash,,
80.85858,1,3-4,,,
81.15854999999999,3,3-4,,,
81.49185,2,w1,,,
81.62517,3,j4-1,,,
81.79182,1,w4,,,
82.19178,3,1-2,l1,,
82.72506,3,2-3,lb0,,
83.19167999999999,3,3-4,,,
83.55830999999999,3,hj4,,,
84.35822999999999,2,1-2,r1,,
84.79151999999999,3,w4,,,
84.92484,3,4-1,l1,,
85.29146999999999,2,w2,,,
85.52477999999999,1,4-1,,,
85.52477999999999,2,2-3,,,
85.52477999999999,3,1-2,,,
86.05806,1,1-2,l1,,
86.05806,2,3-4,rb0,,
86.05806,3,2-3,l2,,
86.55801,1,2-3,lb0,,
86.55801,2,4-1,r1,,
86.55801,3,3-4,lb1,,
87.12462,1,lp3,,,
87.12462,2,lp1,,,
87.12462,3,lp4,,,
87.12462,MOT_mc_stage_color_00,r-flash,,
89.12442,MOT_mc_stage_color_00,r-flash,,
89.15775,3,4-1,lb0,,
89.49105,MOT_mc_stage_color_00,b-flash,,
89.52438,2,1-2,rb0,,
89.82435,MOT_mc_stage_color_00,y-flash,,
89.85768,1,3-4,,,
90.09098999999999,3,w1,,,
90.25764,1,hj4,,,
90.25764,2,hj2,,,
90.25764,3,hj1,,,
90.29097,MOT_mc_stage_color_00,r-flash,,
90.52427999999999,MOT_control_all,zoom7,,
90.89090999999999,1,lp4,r1,,
90.89090999999999,2,lp2,r1,,
90.89090999999999,3,lp1,r1,,
90.95756999999999,MOT_mc_light_up_00,l2,,
90.95756999999999,MOT_mc_light_center_00,l2,,
90.95756999999999,MOT_mc_bg_black_00,b45-20,,
90.95756999999999,MOT_all,cut2,,
91.22421,MOT_mc_speaker_00,rogomaru_1,,
91.45752,1,,r2,,
91.45752,2,,r2,,
91.45752,3,,r2,,
92.02413,1,,r3,,
92.02413,2,,r3,,
92.02413,3,,r3,,
92.55740999999999,1,4-1,,,
92.55740999999999,2,2-3,,,
92.55740999999999,3,1-2,,,
93.05736,1,hj1,,,
93.05736,2,hj3,,,
93.05736,3,hj2,,,
93.69063,2,3-4,rb2,,
94.19058,3,2-3,rb2,,
94.29057,1,w1,,,
94.62387,2,w4,,,
94.75719,1,1-2,rb2,,
95.12382,3,w3,,,
95.29047,1,2-3,,,
95.29047,2,4-1,,,
95.29047,3,3-4,,,
95.85708,1,3-4,rb1,,
95.85708,2,1-2,rb1,,
95.85708,3,4-1,rb1,,
96.35703,1,,rb0,,
96.35703,2,,rb0,,
96.35703,3,,rb0,,
96.79032,3,w1,,,
96.79032,2,w2,,,
96.79032,1,w4,,,
96.92363999999999,1,,l1,,
96.92363999999999,2,,l1,,
96.92363999999999,3,,l1,,
97.42358999999999,1,lp4,,,
97.42358999999999,2,lp2,,,
97.42358999999999,3,lp1,,,
100.12331999999999,1,,l2,,
100.12331999999999,2,,l2,,
100.12331999999999,3,,l2,,
101.22321,1,,l3,,
101.22321,2,,l3,,
101.22321,3,,l3,,
102.15644999999999,1,4-1,lb2,,
102.15644999999999,2,2-3,lb2,,
102.15644999999999,3,1-2,lb2,,
102.45642,1,,lb1,,
102.45642,2,,lb1,,
102.45642,3,,lb1,,
102.88971,1,1-2,,,
102.88971,2,3-4,,,
102.88971,3,2-3,,,
103.42299,1,j2-3,,,
103.42299,2,j4-1,,,
103.42299,3,j3-4,,,
103.9896,1,3-4,,,
103.9896,2,1-2,,,
103.9896,3,4-1,,,
104.52288,1,4-1,,,
104.92284,3,w1,,,
104.92284,2,w2,,,
105.05615999999999,2,2-3,,,
105.45612,1,w1,,,
105.68943,3,1-2,,,
105.98939999999999,2,w3,,,
106.18938,1,1-2,lb0,,
106.18938,2,3-4,lb0,,
106.18938,3,2-3,lb0,,
106.72265999999999,1,sp2-3,,,
106.72265999999999,2,sp4-1,,,
106.72265999999999,3,sp3-4,,,
107.58923999999999,1,hj3,,,
107.58923999999999,2,hj1,,,
107.58923999999999,3,hj4,,,
108.32249999999999,1,lp3,,,
108.32249999999999,2,lp1,,,
108.32249999999999,3,lp4,,,
108.32249999999999,MOT_mc_stage_color_00,r-flash,,
108.78912,2,1-2,,,
109.28907,3,4-1,,,
109.72236,2,w2,,,
109.78902,1,3-4,,,
110.22231,3,w1,,,
110.28896999999999,1,4-1,,,
110.28896999999999,2,2-3,,,
110.28896999999999,3,1-2,,,
110.78891999999999,MOT_mc_stage_color_00,y-flash,,
110.82225,1,1-2,r1,,
110.82225,2,3-4,r1,,
110.82225,3,2-3,r1,,
111.35553,1,,r2,,
111.35553,2,,r2,,
111.35553,3,,r2,,
111.75549,3,w3,,,
111.75549,2,w4,,,
111.75549,1,w2,,,
111.92214,1,2-3,rb1,,
111.92214,2,4-1,rb1,,
111.92214,3,3-4,rb1,,
112.48875,1,,rb0,,
112.48875,2,,rb0,,
112.48875,3,,rb0,,
112.85538,3,w4,,,
112.85538,2,w1,,,
112.85538,1,w3,,,
113.05536,1,,l1,,
113.05536,2,,l1,,
113.05536,3,,l1,,
113.05536,MOT_mc_stage_color_00,b-flash,,
113.62196999999999,1,3-4,lb0,,
113.62196999999999,2,1-2,lb0,,
113.62196999999999,3,4-1,lb0,,
114.18858,1,sp4-1,,,
114.18858,2,sp2-3,,,
114.18858,3,sp1-2,,,
114.62187,1,j1-2,,,
114.62187,2,j3-4,,,
114.62187,3,j2-3,,,
115.25514,3,sp3-4,,,
115.68843,2,w4,,,
115.68843,1,w2,,,
115.72175999999999,1,sp2-3,,,
116.18838,2,sp4-1,,,
116.52167999999999,1,hj3,,,
116.52167999999999,2,hj1,,,
116.52167999999999,3,hj4,,,
117.52158,1,3-4,,,
117.52158,MOT_mc_stage_color_00,r-flash,,
117.75488999999999,3,w4,,,
117.75488999999999,2,w1,,,
118.08819,2,1-2,,,
118.45482,1,w4,,,
118.52148,3,4-1,,,
118.95477,1,lp4,,,
118.95477,2,lp2,,,
118.95477,3,lp1,,,
119.62137,1,4-1,,,
119.62137,2,2-3,,,
119.62137,3,1-2,,,
120.18798,2,3-4,r1,,
120.18798,3,2-3,l1,,
120.55461,1,w1,,,
120.62127,1,j1-2,,,
121.12122,3,w3,,,
121.12122,2,w4,,,
121.32119999999999,2,4-1,rb0,,
121.32119999999999,3,3-4,lb0,,
121.68782999999999,1,w2,,,
121.92114,1,sp2-3,,,
121.92114,2,sp1-2,,,
121.92114,3,sp4-1,,,
123.55431,1,3-4,l1,,
123.55431,2,2-3,l1,,
123.55431,3,1-2,l1,,
124.02092999999999,1,,l2,,
124.02092999999999,2,,l2,,
124.02092999999999,3,,l2,,
124.48755,3,w2,,,
124.48755,2,w3,,,
124.48755,1,4-1,lb1,,
124.48755,2,3-4,lb1,,
124.48755,3,2-3,lb1,,
124.95416999999999,1,,lb0,,
124.95416999999999,2,,lb0,,
124.95416999999999,3,,lb0,,
125.42079,3,w3,,,
125.42079,2,w4,,,
125.42079,1,1-2,,,
125.42079,2,4-1,,,
125.42079,3,3-4,,,
126.15405,1,lp2,,,
126.15405,2,lp1,,,
126.15405,3,lp4,,,
