0.03333,MOT_control_all,zoom1,,
17.09829,6,lp1,,
17.09829,7,lp1,,
17.09829,8,lp1,,
17.09829,9,lp1,,
18.964769999999998,1,j1-2,,
18.964769999999998,2,j1-2,,
18.964769999999998,3,j1-2,,
18.964769999999998,4,j1-2,,
18.964769999999998,5,j1-2,,
18.964769999999998,6,j1-2,,
18.964769999999998,7,j1-2,,
18.964769999999998,8,j1-2,,
18.964769999999998,9,j1-2,,
19.398059999999997,1,2-3,,
19.398059999999997,2,2-3,,
19.398059999999997,3,2-3,,
19.398059999999997,4,2-3,,
19.398059999999997,5,2-3,,
19.398059999999997,6,2-3,,
19.398059999999997,7,2-3,,
19.398059999999997,8,2-3,,
19.398059999999997,9,2-3,,
19.73136,1,lp3,,
19.73136,2,lp3,,
19.73136,3,lp3,,
19.73136,4,lp3,,
19.73136,5,lp3,,
19.73136,6,lp3,,
19.73136,7,lp3,,
19.73136,8,lp3,,
19.73136,9,lp3,,
22.09779,1,j3-4,,
22.09779,2,j3-4,,
22.09779,3,j3-4,,
22.09779,4,j3-4,,
22.09779,5,j3-4,,
22.09779,6,j3-4,,
22.09779,7,j3-4,,
22.09779,8,j3-4,,
22.09779,9,j3-4,,
22.46442,1,w4,,
22.46442,2,w4,,
22.46442,3,w4,,
22.46442,4,w4,,
22.46442,5,w4,,
22.46442,6,w4,,
22.46442,7,w4,,
22.46442,8,w4,,
22.46442,9,w4,,
22.46442,1,sj4,,
22.46442,2,sj4,,
22.46442,3,sj4,,
23.16435,1,sj4,,
23.16435,2,sj4,,
23.16435,3,sj4,,
23.49765,1,4-2,,
23.49765,2,4-2,,
23.49765,3,4-2,,
23.864279999999997,1,lp2,,
23.864279999999997,2,lp2,,
23.864279999999997,3,lp2,,
25.030829999999998,1,j2-1,,
25.030829999999998,2,j2-1,,
25.030829999999998,3,j2-1,,
25.43079,1,sj1,,
25.43079,2,sj1,,
25.43079,3,sj1,,
25.79742,1,w1,,
25.79742,2,w1,,
25.79742,3,w1,,
26.19738,1,sj1,,
26.19738,2,sj1,,
26.19738,3,sj1,,
26.53068,1,1-2,,
26.53068,2,1-2,,
26.53068,3,1-2,,
26.863979999999998,1,lp2,,
26.863979999999998,2,lp2,,
26.863979999999998,3,lp2,,
28.46382,1,2-4,,
28.46382,2,2-4,,
28.46382,3,2-4,,
28.46382,4,sj4,,
28.46382,6,sj4,,
28.46382,7,sj4,,
28.79712,1,w4,,
28.79712,2,w4,,
28.79712,3,w4,,
29.16375,4,sj4,,
29.16375,6,sj4,,
29.16375,7,sj4,,
29.497049999999998,4,4-2,,
29.497049999999998,6,4-2,,
29.497049999999998,7,4-2,,
29.86368,4,lp2,,
29.86368,6,lp2,,
29.86368,7,lp2,,
31.03023,4,j2-1,,
31.03023,6,j2-1,,
31.03023,7,j2-1,,
31.43019,4,sj1,,
31.43019,6,sj1,,
31.43019,7,sj1,,
31.79682,4,w1,,
31.79682,6,w1,,
31.79682,7,w1,,
32.19678,4,sj1,,
32.19678,6,sj1,,
32.19678,7,sj1,,
32.53008,7,1-2,,
32.53008,4,1-2,,
32.53008,6,1-2,,
32.86338,4,lp2,,
32.86338,6,lp2,,
32.86338,7,lp2,,
34.39656,4,2-4,,
34.39656,6,2-4,,
34.39656,7,2-4,,
34.39656,5,sj4,,
34.39656,8,sj4,,
34.39656,9,sj4,,
34.729859999999995,4,w4,,
34.729859999999995,6,w4,,
34.729859999999995,7,w4,,
35.096489999999996,5,sj4,,
35.096489999999996,8,sj4,,
35.096489999999996,9,sj4,,
35.42979,5,4-2,,
35.42979,8,4-2,,
35.42979,9,4-2,,
35.79642,5,lp2,,
35.79642,8,lp2,,
35.79642,9,lp2,,
36.96297,5,j2-1,,
36.96297,8,j2-1,,
36.96297,9,j2-1,,
37.36293,5,sj1,,
37.36293,8,sj1,,
37.36293,9,sj1,,
37.72956,5,w1,,
37.72956,8,w1,,
37.72956,9,w1,,
38.12952,5,sj1,,
38.12952,8,sj1,,
38.12952,9,sj1,,
38.46282,5,1-2,,
38.46282,8,1-2,,
38.46282,9,1-2,,
38.796119999999995,5,lp2,,
38.796119999999995,8,lp2,,
38.796119999999995,9,lp2,,
39.26274,5,j2-4,,
39.26274,8,j2-4,,
39.26274,9,j2-4,,
39.929339999999996,8,w4,,
39.929339999999996,1,j4-1,,
39.929339999999996,4,j4-1,,
39.929339999999996,5,j4-1,,
39.929339999999996,9,j4-1,,
39.929339999999996,7,j4-1,,
40.329299999999996,1,lp1,,
40.329299999999996,4,lp1,,
40.329299999999996,5,lp1,,
40.329299999999996,9,lp1,,
40.329299999999996,7,lp1,,
42.56241,1,sj1,,
42.69573,4,sj1,,
42.69573,5,sj1,,
42.795719999999996,9,sj1,,
42.795719999999996,7,sj1,,
42.89571,1,j1-2,,
42.96237,4,j1-2,,
42.96237,5,j1-2,,
43.02903,9,j1-2,,
43.02903,7,j1-2,,
43.39566,1,lp2,,
43.39566,4,lp2,,
43.39566,5,lp2,,
43.39566,9,lp2,,
43.39566,7,lp2,,
44.428889999999996,1,j2-3,,
44.428889999999996,4,j2-3,,
44.428889999999996,5,j2-3,,
44.428889999999996,9,j2-3,,
44.428889999999996,7,j2-3,,
44.828849999999996,1,w3,,
44.828849999999996,4,w3,,
44.828849999999996,5,w3,,
44.828849999999996,9,w3,,
44.828849999999996,7,w3,,
45.195479999999996,1,j3-4,,
45.195479999999996,4,j3-4,,
45.195479999999996,5,j3-4,,
45.195479999999996,9,j3-4,,
45.195479999999996,7,j3-4,,
45.56211,1,w4,,
45.56211,4,w4,,
45.56211,5,w4,,
45.56211,9,w4,,
45.56211,7,w4,,
45.695429999999995,6,sj4,,
45.695429999999995,7,sj4,,
46.028729999999996,6,w4,,
46.028729999999996,7,j4-1,,
46.39536,7,j1-2,,
46.495349999999995,6,4-2,,
46.79532,6,lp2,,
46.79532,7,lp2,,
47.12862,6,sj2,,
47.12862,7,sj2,,
47.46192,7,w2,,
47.46192,6,j2-3,,
47.82855,6,j3-4,,
48.22851,6,4-1,,
48.22851,7,2-1,,
48.62847,6,w1,,
48.62847,7,w1,,
48.6618,3,4-1,,
48.96177,3,j1-2,,
49.328399999999995,3,lp2,,
50.528279999999995,3,2-3,,
50.894909999999996,3,lp3,,
51.294869999999996,3,j3-1,,
51.62817,8,sj4,,
51.62817,9,sj4,,
51.694829999999996,3,w1,,
51.96147,9,w4,,
51.96147,8,j4-1,,
52.3281,8,j1-2,,
52.42809,9,4-2,,
52.72806,8,lp2,,
52.72806,9,lp2,,
53.06136,8,sj2,,
53.06136,9,sj2,,
53.394659999999995,8,w2,,
53.394659999999995,9,j2-3,,
53.761289999999995,9,j3-4,,
53.86128,8,2-4,,
54.161249999999995,8,w4,,
54.161249999999995,9,w4,,
54.69453,2,4-1,,
54.994499999999995,2,j1-2,,
55.361129999999996,2,lp2,,
56.49435,2,2-3,,
56.86098,2,lp3,,
57.26094,2,j3-1,,
57.6609,2,w1,,
57.794219999999996,5,sj4,,
57.794219999999996,4,sj4,,
58.12752,4,w4,,
58.12752,5,j4-1,,
58.49415,5,j1-2,,
58.594139999999996,4,4-2,,
58.89411,4,lp2,,
58.89411,5,lp2,,
59.22741,4,sj2,,
59.22741,5,sj2,,
59.56071,5,w2,,
59.56071,4,j2-3,,
59.927339999999994,4,j3-4,,
60.02733,5,2-4,,
60.327299999999994,4,lp4,,
60.327299999999994,5,lp4,,
60.693929999999995,4,4-1,,
60.693929999999995,5,4-1,,
60.693929999999995,1,4-1,,
60.9939,4,w1,,
60.9939,5,w1,,
60.9939,1,j1-2,,
61.36053,1,lp2,,
61.79382,1,2-3,,
62.12712,1,lp3,,
62.46042,1,j3-1,,
62.86038,1,lp1,,
63.327,1,1-3,,
63.6603,1,lp3,,
64.02693,1,1-4,,
64.02693,2,1-4,,
64.02693,3,1-4,,
64.02693,4,1-4,,
64.02693,5,1-4,,
64.02693,6,1-4,,
64.02693,7,1-4,,
64.02693,8,1-4,,
64.02693,9,1-4,,
64.02693,1,3-4,,
64.02693,8,4-4,,
64.02693,9,4-4,,
64.39356,1,w4,,
64.39356,2,w4,,
64.39356,3,w4,,
64.39356,4,w4,,
64.39356,5,w4,,
64.39356,6,w4,,
64.39356,7,w4,,
64.39356,8,w4,,
64.39356,9,w4,,
64.39356,1,j4-1,,
64.76019,4,j4-1,,
64.76019,5,j4-1,,
64.76019,1,w1,,
65.12682,4,w1,,
65.12682,5,w1,,
65.12682,3,j4-1,,
65.12682,2,j4-1,,
65.49345,6,j4-1,,
65.49345,7,j4-1,,
65.49345,8,j4-1,,
65.49345,9,j4-1,,
65.49345,3,w1,,
65.49345,2,w1,,
65.86008,6,w1,,
65.86008,7,w1,,
65.86008,8,w1,,
65.86008,9,w1,,
65.86008,1,j1-2,,
65.86008,2,j1-2,,
65.86008,3,j1-2,,
65.86008,4,j1-2,,
65.86008,5,j1-2,,
65.86008,6,j1-2,,
65.86008,7,j1-2,,
65.86008,8,j1-2,,
65.86008,9,j1-2,,
66.22671,1,lp2,,
66.22671,2,lp2,,
66.22671,3,lp2,,
66.22671,4,lp2,,
66.22671,5,lp2,,
66.22671,6,lp2,,
66.22671,7,lp2,,
66.22671,8,lp2,,
66.22671,9,lp2,,
66.92663999999999,1,j2-3,,
66.92663999999999,2,j2-3,,
66.92663999999999,3,j2-3,,
66.92663999999999,4,j2-3,,
66.92663999999999,5,j2-3,,
66.92663999999999,6,j2-3,,
66.92663999999999,7,j2-3,,
66.92663999999999,8,j2-3,,
66.92663999999999,9,j2-3,,
67.29326999999999,1,lp3,,
67.29326999999999,2,lp3,,
67.29326999999999,3,lp3,,
67.29326999999999,4,lp3,,
67.29326999999999,5,lp3,,
67.29326999999999,6,lp3,,
67.29326999999999,7,lp3,,
67.29326999999999,8,lp3,,
67.29326999999999,9,lp3,,
69.09309,1,sp3-4,,
69.09309,2,sp3-4,,
69.09309,3,sp3-4,,
69.09309,4,sp3-4,,
69.09309,5,sp3-4,,
69.09309,6,sp3-4,,
69.09309,7,sp3-4,,
69.09309,8,sp3-4,,
69.09309,9,sp3-4,,
70.6596,1,3-1,,
70.6596,2,3-1,,
70.6596,3,3-1,,
70.6596,4,3-1,,
70.6596,5,3-1,,
70.6596,6,3-1,,
70.6596,7,3-1,,
70.6596,8,3-1,,
70.6596,9,3-1,,
71.02623,MOT_mc_light_under_00,l1,,
71.02623,1,j1-3,,
71.02623,2,j1-3,,
71.02623,3,j1-3,,
71.02623,4,j1-3,,
71.02623,5,j1-3,,
71.02623,6,j1-3,,
71.02623,7,j1-3,,
71.02623,8,j1-3,,
71.02623,9,j1-3,,
71.39286,1,j3-1,,
71.79281999999999,MOT_mc_light_up_00,l1,,
71.79281999999999,1,w1,,
71.82615,4,w3,,
71.82615,5,w3,,
71.82615,2,hj3,,
71.82615,3,hj3,,
72.29276999999999,4,sj3,,
72.29276999999999,5,sj3,,
72.62607,4,3-2,,
72.62607,5,3-2,,
72.62607,2,3-2,,
72.62607,3,3-2,,
72.89271,4,2-3,,
72.89271,5,2-3,,
72.89271,2,2-3,,
72.89271,3,2-3,,
73.45931999999999,4,3-4,,
73.45931999999999,5,3-4,,
73.45931999999999,2,3-4,,
73.45931999999999,3,3-4,,
73.45931999999999,6,3-4,,
73.45931999999999,7,3-4,,
73.45931999999999,8,3-4,,
73.45931999999999,9,3-4,,
73.45931999999999,1,1-4,,
73.89260999999999,1,j4-2,,
73.89260999999999,2,j4-2,,
73.89260999999999,3,j4-2,,
73.89260999999999,4,j4-2,,
73.89260999999999,5,j4-2,,
73.89260999999999,6,j4-2,,
73.89260999999999,7,j4-2,,
73.89260999999999,8,j4-2,,
73.89260999999999,9,j4-2,,
76.05906,1,,r1,
76.05906,2,,r1,
76.05906,3,,r1,
76.05906,4,,r1,
76.05906,5,,r1,
76.05906,6,,r1,
76.05906,7,,r1,
76.05906,8,,r1,
76.05906,9,,r1,
76.05906,6,2-3,,
76.05906,7,2-3,,
76.05906,8,2-3,,
76.05906,9,2-3,,
76.05906,1,w2,,
76.05906,4,w2,,
76.05906,5,w2,,
76.05906,2,w2,,
76.05906,3,w2,,
76.82565,1,,rb0,
76.82565,2,,rb0,
76.82565,3,,rb0,
76.82565,4,,rb0,
76.82565,5,,rb0,
76.82565,6,,rb0,
76.82565,7,,rb0,
76.82565,8,,rb0,
76.82565,9,,rb0,
76.82565,6,lp3,,
76.82565,8,lp3,,
76.82565,7,lp3,,
76.82565,9,lp3,,
76.82565,1,2-3,,
76.82565,4,2-3,,
76.82565,5,2-3,,
76.82565,2,2-3,,
76.82565,3,2-3,,
77.12562,1,lp3,,
77.12562,4,lp3,,
77.12562,5,lp3,,
77.12562,2,lp3,,
77.12562,3,lp3,,
77.45891999999999,1,j3-1,,
77.45891999999999,2,j3-1,,
77.45891999999999,3,j3-1,,
77.45891999999999,4,j3-1,,
77.45891999999999,5,j3-1,,
77.82554999999999,1,1-4,,
77.82554999999999,2,1-4,,
77.82554999999999,3,1-4,,
77.82554999999999,4,1-4,,
77.82554999999999,5,1-4,,
78.15885,1,j4-2,,
78.15885,2,j4-2,,
78.15885,3,j4-2,,
78.15885,4,j4-2,,
78.15885,5,j4-2,,
78.59214,1,lp2,,
78.59214,2,lp2,,
78.59214,3,lp2,,
78.59214,4,lp2,,
78.59214,5,lp2,,
79.75869,6,3-4,,
79.75869,7,3-4,,
79.75869,8,3-4,,
79.75869,9,3-4,,
79.75869,1,2-3,,
79.75869,2,2-3,,
79.75869,3,2-3,,
79.75869,4,2-3,,
79.75869,5,2-3,,
80.09199,1,j3-1,,
80.09199,6,j4-1,,
80.09199,7,j4-1,,
80.09199,8,j4-1,,
80.09199,9,j4-1,,
80.09199,2,w3,,
80.09199,3,w3,,
80.09199,4,w3,,
80.09199,5,w3,,
80.45862,1,1-2,,
80.45862,6,1-2,,
80.45862,7,1-2,,
80.45862,8,1-2,,
80.45862,9,1-2,,
80.82525,1,lp2,,
80.82525,6,lp2,,
80.82525,7,lp2,,
80.82525,8,lp2,,
80.82525,9,lp2,,
81.19188,1,j2-3,,
81.19188,6,j2-3,,
81.19188,7,j2-3,,
81.19188,8,j2-3,,
81.19188,9,j2-3,,
81.55851,1,lp3,,
81.55851,6,lp3,,
81.55851,7,lp3,,
81.55851,8,lp3,,
81.55851,9,lp3,,
82.62507,1,j3-2,,
82.62507,2,j3-2,,
82.62507,3,j3-2,,
82.62507,4,j3-2,,
82.62507,5,j3-2,,
82.62507,6,j3-2,,
82.62507,7,j3-2,,
82.62507,8,j3-2,,
82.62507,9,j3-2,,
83.02503,1,j2-3,,
83.02503,2,j2-3,,
83.02503,3,j2-3,,
83.02503,4,j2-3,,
83.02503,5,j2-3,,
83.02503,6,j2-3,,
83.02503,7,j2-3,,
83.02503,8,j2-3,,
83.02503,9,j2-3,,
84.92484,1,3-4,,
84.92484,2,3-4,,
84.92484,3,3-4,,
84.92484,4,3-4,,
84.92484,5,3-4,,
84.92484,6,3-4,,
84.92484,7,3-4,,
84.92484,8,3-4,,
84.92484,9,3-4,,
85.35813,1,lp4,,
85.35813,7,lp4,,
85.35813,6,lp4,,
85.35813,8,lp4,,
85.35813,9,lp4,,
85.35813,2,lp4,,
85.35813,4,lp4,,
85.35813,5,lp4,,
85.35813,3,lp4,,
85.79142,1,,l1,
85.79142,2,,l1,
85.79142,3,,l1,
85.79142,4,,l1,
85.79142,5,,l1,
85.79142,6,,l1,
85.79142,7,,l1,
85.79142,8,,l1,
85.79142,9,,l1,
86.22471,1,,l2,
86.22471,2,,l2,
86.22471,3,,l2,
86.22471,4,,l2,
86.22471,5,,l2,
86.22471,6,,l2,
86.22471,7,,l2,
86.22471,8,,l2,
86.22471,9,,l2,
86.59134,1,,lb1,
86.59134,2,,lb1,
86.59134,3,,lb1,
86.59134,4,,lb1,
86.59134,5,,lb1,
86.59134,6,,lb1,
86.59134,7,,lb1,
86.59134,8,,lb1,
86.59134,9,,lb1,
86.95797,1,4-1,,
86.95797,2,4-1,,
86.95797,3,4-1,,
86.95797,4,4-1,,
86.95797,5,4-1,,
86.95797,6,4-1,,
86.95797,7,4-1,,
86.95797,8,4-1,,
86.95797,9,4-1,,
87.32459999999999,1,,lb0,
87.32459999999999,2,,lb0,
87.32459999999999,3,,lb0,
87.32459999999999,4,,lb0,
87.32459999999999,5,,lb0,
87.32459999999999,6,,lb0,
87.32459999999999,7,,lb0,
87.32459999999999,8,,lb0,
87.32459999999999,9,,lb0,
87.59124,1,lp1,,
87.59124,2,lp1,,
87.59124,3,lp1,,
87.59124,4,lp1,,
87.59124,5,lp1,,
87.59124,6,lp1,,
87.59124,7,lp1,,
87.59124,8,lp1,,
87.59124,9,lp1,,
88.05785999999999,1,1-2,,
88.05785999999999,2,1-2,,
88.05785999999999,3,1-2,,
88.05785999999999,4,1-2,,
88.05785999999999,5,1-2,,
88.05785999999999,6,1-2,,
88.05785999999999,7,1-2,,
88.05785999999999,8,1-2,,
88.05785999999999,9,1-2,,
88.39116,1,lp2,,
88.39116,2,lp2,,
88.39116,3,lp2,,
88.39116,4,lp2,,
88.39116,5,lp2,,
88.39116,6,lp2,,
88.39116,7,lp2,,
88.39116,8,lp2,,
88.39116,9,lp2,,
88.92443999999999,MOT_mc_light_under_00,rby_in,,
89.3244,1,w2,,
89.3244,2,w2,,
89.3244,3,w2,,
89.3244,4,w2,,
89.3244,5,w2,,
89.3244,6,w2,,
89.3244,7,w2,,
89.3244,8,w2,,
89.3244,9,w2,,
89.3244,2,j2-3,,
89.3244,7,j2-3,,
89.3244,5,j2-3,,
89.3244,8,j2-3,,
89.75769,2,3-4,,
89.75769,7,3-4,,
89.75769,5,3-4,,
89.75769,8,3-4,,
90.05766,2,lp4,,
90.05766,7,lp4,,
90.05766,5,lp4,,
90.05766,8,lp4,,
90.39095999999999,2,sj4,,
90.39095999999999,7,sj4,,
90.39095999999999,5,sj4,,
90.39095999999999,8,sj4,,
90.75759,2,sj4,,
90.75759,7,sj4,,
90.75759,5,sj4,,
90.75759,8,sj4,,
91.12422,2,4-2,,
91.12422,7,4-2,,
91.12422,5,4-2,,
91.12422,8,4-2,,
91.45752,2,j2-3,,
91.45752,7,j2-3,,
91.45752,5,j2-3,,
91.45752,8,j2-3,,
91.85748,2,w3,,
91.85748,7,w3,,
91.85748,5,w3,,
91.85748,8,w3,,
92.12411999999999,3,j2-3,,
92.12411999999999,4,j2-3,,
92.12411999999999,6,j2-3,,
92.12411999999999,9,j2-3,,
92.49074999999999,3,3-4,,
92.49074999999999,4,3-4,,
92.49074999999999,6,3-4,,
92.49074999999999,9,3-4,,
92.79072,3,lp4,,
92.79072,4,lp4,,
92.79072,6,lp4,,
92.79072,9,lp4,,
93.22400999999999,3,4-1,,
93.22400999999999,4,4-1,,
93.22400999999999,6,4-1,,
93.22400999999999,9,4-1,,
93.55731,3,j1-2,,
93.55731,4,j1-2,,
93.55731,6,j1-2,,
93.55731,9,j1-2,,
93.9906,3,2-3,,
93.9906,4,2-3,,
93.9906,6,2-3,,
93.9906,9,2-3,,
94.29057,3,lp3,,
94.29057,4,lp3,,
94.29057,6,lp3,,
94.29057,9,lp3,,
94.75719,3,3-1,,
94.75719,4,3-1,,
94.75719,6,3-1,,
94.75719,9,3-1,,
95.09049,3,w1,,
95.09049,4,w1,,
95.09049,6,w1,,
95.09049,9,w1,,
95.49045,1,1-4,,
95.49045,2,1-4,,
95.49045,3,1-4,,
95.49045,4,1-4,,
95.49045,5,1-4,,
95.49045,6,1-4,,
95.49045,7,1-4,,
95.49045,8,1-4,,
95.49045,9,1-4,,
95.49045,1,3-4,,
95.75708999999999,1,w4,,
95.75708999999999,2,w4,,
95.75708999999999,3,w4,,
95.75708999999999,4,w4,,
95.75708999999999,5,w4,,
95.75708999999999,6,w4,,
95.75708999999999,7,w4,,
95.75708999999999,8,w4,,
95.75708999999999,9,w4,,
95.75708999999999,1,j4-1,,
95.92374,4,j4-1,,
95.92374,5,j4-1,,
96.09039,3,j4-1,,
96.09039,2,j4-1,,
96.39036,6,j4-1,,
96.39036,7,j4-1,,
96.39036,8,j4-1,,
96.39036,9,j4-1,,
96.72366,1,j1-2,,
96.72366,2,j1-2,,
96.72366,3,j1-2,,
96.72366,4,j1-2,,
96.72366,5,j1-2,,
96.72366,6,j1-2,,
96.72366,7,j1-2,,
96.72366,8,j1-2,,
96.72366,9,j1-2,,
97.12362,1,lp2,,
97.12362,2,lp2,,
97.12362,3,lp2,,
97.12362,4,lp2,,
97.12362,5,lp2,,
97.12362,6,lp2,,
97.12362,7,lp2,,
97.12362,8,lp2,,
97.12362,9,lp2,,
97.85687999999999,1,2-3,,
97.85687999999999,2,2-3,,
97.85687999999999,3,2-3,,
97.85687999999999,4,2-3,,
97.85687999999999,5,2-3,,
97.85687999999999,6,2-3,,
97.85687999999999,7,2-3,,
97.85687999999999,8,2-3,,
97.85687999999999,9,2-3,,
98.22350999999999,1,lp3,,
98.22350999999999,2,lp3,,
98.22350999999999,3,lp3,,
98.22350999999999,4,lp3,,
98.22350999999999,5,lp3,,
98.22350999999999,6,lp3,,
98.22350999999999,7,lp3,,
98.22350999999999,8,lp3,,
98.22350999999999,9,lp3,,
101.42318999999999,1,j3-1,,
101.42318999999999,2,j3-1,,
101.42318999999999,3,j3-1,,
101.42318999999999,4,j3-1,,
101.42318999999999,5,j3-1,,
101.42318999999999,6,j3-1,,
101.42318999999999,7,j3-1,,
101.42318999999999,8,j3-1,,
101.42318999999999,9,j3-1,,
101.78981999999999,1,1-2,,
101.78981999999999,2,1-2,,
101.78981999999999,3,1-2,,
101.78981999999999,4,1-2,,
101.78981999999999,5,1-2,,
101.78981999999999,6,1-2,,
101.78981999999999,7,1-2,,
101.78981999999999,8,1-2,,
101.78981999999999,9,1-2,,
102.08979,1,w2,,
102.08979,2,w2,,
102.08979,3,w2,,
102.08979,4,w2,,
102.08979,5,w2,,
102.08979,6,w2,,
102.08979,7,w2,,
102.08979,8,w2,,
102.08979,9,w2,,
102.08979,7,2-3,,
102.15644999999999,6,2-3,,
102.22310999999999,4,2-3,,
102.28976999999999,2,2-3,,
102.35642999999999,1,2-3,,
102.42309,3,2-3,,
102.45642,5,2-3,,
102.48975,8,2-3,,
102.52308,9,2-3,,
102.85638,7,3-4,,
102.92304,6,3-4,,
102.9897,4,3-4,,
