0.03333,MOT_all,monokuro_cut01,,
0.00000,4,sort,1800,
0.00000,5,sort,1800,
0.03333,MOT_mc_stage_color_00,stay60,,
0.03333,MOT_mc_speaker_00,stay,,
0.03333,MOT_mc_light_up_00,stay,,
0.03333,MOT_mc_light_center_00,stay,,
0.03333,MOT_mc_light_under_00,stay,,
0.03333,MOT_mc_bg_black_00,stay,,
19.6647,2,1-2,lb0,,
19.6647,4,1-2,lb0,,
19.6647,3,1-2,rb0,,
19.6647,5,1-2,rb0,,
20.29797,1,2-3,,,
20.29797,2,2-3,,,
20.29797,3,2-3,,,
20.29797,4,2-3,,,
20.29797,5,2-3,,,
21.06456,1,3-4,,,
21.06456,2,3-4,,,
21.06456,3,3-4,,,
21.06456,4,3-4,,,
21.06456,5,3-4,,,
21.46452,1,4-1,,,
21.46452,2,4-1,,,
21.46452,3,4-1,,,
21.46452,4,4-1,,,
21.46452,5,4-1,,,
21.86448,1,sj1,,,
21.86448,2,sj1,,,
21.86448,3,sj1,,,
21.86448,4,sj1,,,
21.86448,5,sj1,,,
22.26444,1,hj1,,,
22.26444,2,hj1,,,
22.26444,3,hj1,,,
22.26444,4,hj1,,,
22.26444,5,hj1,,,
22.93104,1,1-2,,,
22.93104,2,1-2,,,
22.93104,3,1-2,,,
22.93104,4,1-2,,,
22.93104,5,1-2,,,
23.430989999999998,1,j2-3,,,
23.430989999999998,2,2-3,l1,,
23.430989999999998,4,2-3,l1,,
23.430989999999998,3,2-3,r1,,
23.430989999999998,5,2-3,r1,,
24.09759,1,j3-4,,,
24.09759,2,3-4,l2,,
24.09759,4,3-4,l2,,
24.09759,3,3-4,r2,,
24.09759,5,3-4,r2,,
24.79752,1,j4-1,,,
24.79752,2,j4-1,,,
24.79752,3,j4-1,,,
24.79752,4,j4-1,,,
24.79752,5,j4-1,,,
25.39746,1,j1-2,,,
25.39746,2,1-2,lb1,,
25.39746,4,1-2,lb1,,
25.39746,3,1-2,rb1,,
25.39746,5,1-2,rb1,,
25.864079999999998,MOT_mc_bg_black_00,dolphin1-2,,
25.864079999999998,MOT_mc_light_center_00,on12,,
25.864079999999998,MOT_mc_light_up_00,loop3,,
25.96407,1,j2-3,,,
25.96407,2,2-3,lb0,,
25.96407,4,2-3,lb0,,
25.96407,3,2-3,rb0,,
25.96407,5,2-3,rb0,,
26.59734,1,3-4,,,
26.59734,2,3-4,,,
26.59734,3,3-4,,,
26.59734,4,3-4,,,
26.59734,5,3-4,,,
26.73066,MOT_mc_light_center_00,off,,
27.43059,1,sj4,,,
27.43059,2,sj4,,,
27.43059,3,sj4,,,
27.43059,4,sj4,,,
27.43059,5,sj4,,,
27.83055,1,hj4,,,
27.83055,2,hj4,,,
27.83055,3,hj4,,,
27.83055,4,hj4,,,
27.83055,5,hj4,,,
28.79712,MOT_control_all,zoom_1,,
28.79712,1,4-1,,,
28.79712,2,4-1,,,
28.79712,3,4-1,,,
28.79712,4,4-1,,,
28.79712,5,4-1,,,
28.79712,MOT_mc_light_under_00,stay,,
29.130419999999997,2,lp1,,,
29.130419999999997,3,lp1,,,
29.130419999999997,4,lp1,,,
29.130419999999997,5,lp1,,,
29.23041,1,1-2,,,
29.6637,1,2-3,,,
30.130319999999998,1,j3-4,,,
30.46362,1,j4-1,,,
30.963569999999997,1,hj1,,,
31.09689,2,1-2,l1,,
31.09689,4,1-2,l1,,
31.09689,3,1-2,r1,,
31.09689,5,1-2,r1,,
31.43019,2,2-3,l2,,
31.43019,4,2-3,l2,,
31.43019,3,2-3,r2,,
31.43019,5,2-3,r2,,
31.730159999999998,1,1-2,,,
31.763489999999997,2,j3-4,,,
31.763489999999997,4,j3-4,,,
31.763489999999997,3,j3-4,,,
31.763489999999997,5,j3-4,,,
32.263439999999996,2,4-1,,,
32.263439999999996,3,4-1,,,
32.263439999999996,4,4-1,,,
32.263439999999996,5,4-1,,,
32.39676,1,2-3,,,
32.59674,2,lp1,,,
32.59674,3,lp1,,,
32.59674,4,lp1,,,
32.59674,5,lp1,,,
32.73006,1,j3-4,,,
33.13002,1,4-1,,,
33.36333,2,1-2,lb1,,
33.36333,4,1-2,lb1,,
33.36333,3,1-2,rb1,,
33.36333,5,1-2,rb1,,
33.6633,1,1-2,,,
33.72996,2,2-3,lb0,,
33.72996,4,2-3,lb0,,
33.72996,3,2-3,rb0,,
33.72996,5,2-3,rb0,,
34.06326,1,hj2,,,
34.16325,2,j3-4,,,
34.16325,4,j3-4,,,
34.16325,3,j3-4,,,
34.16325,5,j3-4,,,
34.663199999999996,2,lp4,,,
34.663199999999996,4,lp4,,,
34.663199999999996,3,lp4,,,
34.663199999999996,5,lp4,,,
34.82985,1,2-3,,,
35.19648,1,3-4,,,
35.529779999999995,1,j4-1,,,
36.09639,1,1-2,,,
36.42969,1,2-3,,,
36.82965,1,3-4,,,
37.162949999999995,1,hj4,,,
37.69623,1,4-1,l1,,
38.09619,1,hj1,,,
38.09619,2,4-1,,,
38.09619,4,4-1,,,
38.09619,3,4-1,,,
38.09619,5,4-1,,,
38.49615,4,hj1,,,
38.49615,5,hj1,,,
38.69613,2,hj1,,,
38.69613,3,hj1,,,
38.762789999999995,1,1-2,l2,,
39.26274,1,2-3,lb1,,
39.26274,2,1-2,,,
39.26274,4,1-2,,,
39.26274,3,1-2,,,
39.26274,5,1-2,,,
39.6627,1,hj3,,,
39.82935,MOT_mc_bg_black_00,fish1,,
39.82935,MOT_mc_light_up_00,loop2in,,
39.82935,MOT_mc_light_center_00,on12,,
39.82935,MOT_mc_stage_color_00,40to0,,
40.09599,2,hj2,,,
40.09599,3,hj2,,,
40.19598,4,w2,,,
40.19598,5,w2,,,
40.329299999999996,1,3-4,lb0,,
40.329299999999996,4,hj2,,,
40.329299999999996,5,hj2,,,
40.6626,1,j4-1,,,
40.89591,2,2-3,,,
40.89591,4,2-3,,,
40.89591,3,2-3,,,
40.89591,5,2-3,,,
41.229209999999995,2,lp3,,,
41.229209999999995,4,lp3,,,
41.229209999999995,3,lp3,,,
41.229209999999995,5,lp3,,,
41.39586,1,1-2,l1,,
41.49585,MOT_mc_light_center_00,off30,,
41.92914,1,2-3,,,
42.362429999999996,1,hj3,,,
42.762389999999996,2,3-4,,,
42.762389999999996,4,3-4,,,
42.762389999999996,3,3-4,,,
42.762389999999996,5,3-4,,,
43.09569,1,3-4,,,
43.09569,2,j4-1,,,
43.09569,3,j4-1,,,
43.329,4,j4-1,,,
43.329,5,j4-1,,,
43.42899,1,4-1,,,
43.82895,1,hj1,,,
43.82895,2,j1-2,,,
43.82895,4,j1-2,,,
43.82895,3,j1-2,,,
43.82895,5,j1-2,,,
44.3289,2,2-3,,,
44.3289,4,2-3,,,
44.3289,3,2-3,,,
44.3289,5,2-3,,,
44.52888,1,1-2,,,
44.6622,2,lp3,,,
44.6622,4,lp3,,,
44.6622,3,lp3,,,
44.6622,5,lp3,,,
44.895509999999994,1,2-3,lb0,,
45.262139999999995,1,3-4,r1,,
45.49545,MOT_mc_bg_black_00,allstar0,,
45.56211,1,4-1,,,
45.9954,1,sj1,,,
45.9954,2,3-4,l1,,
45.9954,4,3-4,l1,,
45.9954,3,3-4,r1,,
45.9954,5,3-4,r1,,
46.428689999999996,1,sj1,,,
46.428689999999996,2,4-1,lb0,,
46.428689999999996,4,4-1,lb0,,
46.428689999999996,3,4-1,rb0,,
46.428689999999996,5,4-1,rb0,,
46.828649999999996,1,hj1,,,
46.828649999999996,2,j1-2,,,
46.828649999999996,4,j1-2,,,
46.828649999999996,3,j1-2,,,
46.828649999999996,5,j1-2,,,
47.328599999999994,2,j2-3,,,
47.328599999999994,4,j2-3,,,
47.328599999999994,3,j2-3,,,
47.328599999999994,5,j2-3,,,
47.49525,1,1-2,,,
47.82855,2,lp3,,,
47.82855,4,lp3,,,
47.82855,3,lp3,,,
47.82855,5,lp3,,,
48.061859999999996,1,2-3,rb0,,
48.79512,1,3-4,,,
49.22841,1,4-1,,,
49.89501,1,hj1,,,
50.29497,2,j3-4,,,
50.29497,4,j3-4,,,
50.29497,3,j3-4,,,
50.29497,5,j3-4,,,
50.561609999999995,1,1-2,,,
50.69493,MOT_mc_bg_black_00,allstar,,
50.79492,2,hj4,,,
50.79492,3,hj4,,,
50.894909999999996,1,sj2,,,
51.19488,4,hj4,,,
51.19488,5,hj4,,,
51.394859999999994,1,hj2,,,
52.02813,3,w4,,,
52.02813,2,w4,,,
52.02813,1,2-3,,,
52.02813,2,j4-1,,,
52.02813,3,j4-1,,,
52.39476,1,sj3,,,
52.39476,4,j4-1,,,
52.39476,5,j4-1,,,
52.894709999999996,1,hj3,,,
52.894709999999996,2,hj1,,,
52.894709999999996,3,hj1,,,
52.894709999999996,4,hj1,,,
52.894709999999996,5,hj1,,,
53.56131,2,lp1,,,
53.56131,3,lp1,,,
53.56131,4,lp1,,,
53.56131,5,lp1,,,
53.794619999999995,MOT_control_all,zoom_2,,
53.86128,1,3-4,,,
53.86128,2,hj1,,,
53.86128,3,hj1,,,
53.86128,4,hj1,,,
53.86128,5,hj1,,,
54.39456,1,4-1,,,
54.39456,2,hj1,,,
54.39456,3,hj1,,,
54.76119,1,hj1,,,
54.76119,4,hj1,,,
54.76119,5,hj1,,,
55.427789999999995,2,1-2,,,
55.427789999999995,3,1-2,,,
55.427789999999995,4,1-2,,,
55.427789999999995,5,1-2,,,
55.62777,1,1-2,,,
55.761089999999996,2,lp2,,,
55.761089999999996,3,lp2,,,
55.761089999999996,4,lp2,,,
55.761089999999996,5,lp2,,,
55.96107,1,2-3,,,
56.09439,MOT_mc_bg_black_00,awa2,,
56.36103,1,sj3,,,
56.79432,1,3-4,,,
56.92764,2,hj2,,,
56.92764,3,hj2,,,
57.22761,1,hj4,,,
57.56091,2,2-3,,,
57.56091,3,2-3,,,
57.6609,4,j2-3,,,
57.6609,5,j2-3,,,
57.894209999999994,1,4-1,,,
58.49415,3,w3,,,
58.49415,2,w3,,,
58.56081,2,3-4,,,
58.56081,3,3-4,,,
58.56081,4,3-4,,,
58.56081,5,3-4,,,
58.82745,1,w1,,,
58.89411,1,1-2,,,
58.89411,2,lp4,,,
58.89411,3,lp4,,,
58.89411,4,lp4,,,
58.89411,5,lp4,,,
59.36073,1,2-3,,,
59.994,1,3-4,,,
60.327299999999994,1,4-1,,,
60.82725,1,1-2,,,
61.16055,1,hj2,,,
61.927139999999994,1,hj2,,,
62.693729999999995,1,2-3,,,
63.29367,1,hj3,,,
64.3269,1,3-4,,,
64.86018,1,4-1,,,
65.49345,1,1-2,,,
65.89341,1,j2-3,,,
66.46002,1,hj3,,,
66.62666999999999,2,j4-1,,,
66.62666999999999,4,j4-1,,,
66.85998,3,j4-1,,,
66.85998,5,j4-1,,,
67.15995,1,3-4,,,
67.35992999999999,2,1-2,,,
67.35992999999999,3,1-2,,,
67.35992999999999,4,1-2,,,
67.35992999999999,5,1-2,,,
67.45992,MOT_mc_bg_black_00,dolphin1,,
67.49325,1,hj4,,,
67.69323,2,lp2,,,
67.69323,3,lp2,,,
67.69323,4,lp2,,,
67.69323,5,lp2,,,
68.42649,1,4-1,,,
68.75979,1,1-2,,,
69.45971999999999,1,2-3,,,
69.82634999999999,1,hj3,,,
69.95967,3,j2-3,,,
69.95967,5,j2-3,,,
70.15965,2,j2-3,,,
70.15965,4,j2-3,,,
70.39296,1,3-4,,,
70.39296,3,3-4,,,
70.39296,5,3-4,,,
70.72626,1,hj4,,,
70.72626,2,j3-4,,,
70.72626,4,j3-4,,,
71.3262,3,w4,,,
71.3262,5,w4,,,
71.52618,1,hj4,,,
71.79281999999999,2,w4,,,
71.79281999999999,4,w4,,,
71.85947999999999,2,hj4,,,
71.85947999999999,3,hj4,,,
71.85947999999999,4,hj4,,,
71.85947999999999,5,hj4,,,
72.22610999999999,MOT_mc_bg_black_00,awa,,
72.22610999999999,MOT_mc_light_up_00,loop2,,
72.45942,1,4-1,,,
72.52608,2,4-1,,,
72.52608,3,4-1,,,
72.52608,4,4-1,,,
72.52608,5,4-1,,,
72.85938,2,lp1,,,
72.85938,3,lp1,,,
72.85938,4,lp1,,,
72.85938,5,lp1,,,
72.9927,1,1-2,r1,,
73.82594999999999,1,2-3,rb0,,
74.45922,1,hj3,,,
75.12581999999999,1,3-4,,,
75.45912,1,hj4,,,
75.82575,MOT_control_all,zoom_3,,
76.09239,1,4-1,,,
76.19238,2,1-2,,,
76.19238,4,1-2,,,
76.42569,1,j1-2,,,
76.55901,3,1-2,,,
76.55901,5,1-2,,,
76.59234,MOT_control_all,zoom_4,,
76.75899,2,hj2,,,
76.75899,4,hj2,,,
76.9923,3,hj2,,,
76.9923,5,hj2,,,
77.19228,1,sj2,,,
77.55891,MOT_control_all,zoom_5,,
77.59223999999999,1,2-3,,,
77.9922,2,w2,,,
77.9922,4,w2,,,
77.9922,1,3-4,,,
78.22551,3,w2,,,
78.22551,5,w2,,,
78.39215999999999,1,hj4,,,
78.85878,2,hj2,,,
78.85878,3,hj2,,,
78.85878,4,hj2,,,
78.85878,5,hj2,,,
79.3254,1,sj4,,,
79.3254,2,sj2,,,
79.3254,3,sj2,,,
79.3254,4,sj2,,,
79.3254,5,sj2,,,
79.3254,MOT_mc_bg_black_00,allstar,,
79.3254,MOT_mc_light_up_00,loop1,,
79.3254,MOT_mc_light_under_00,p2,,
79.3254,MOT_mc_speaker_00,on0,,
79.82535,3,w2,,,
79.82535,2,w2,,,
79.82535,4,w2,,,
79.82535,5,w2,,,
79.82535,1,4-1,,,
79.82535,2,2-3,,,
79.82535,3,2-3,,,
79.82535,4,2-3,,,
79.82535,5,2-3,,,
80.19198,1,1-2,,,
80.3253,2,hj3,,,
80.3253,3,hj3,,,
80.3253,4,hj3,,,
80.3253,5,hj3,,,
80.55861,1,hj2,,,
80.9919,2,3-4,,,
80.9919,3,3-4,,,
80.9919,4,3-4,,,
80.9919,5,3-4,,,
81.39186,1,2-3,,,
81.39186,2,4-1,,,
81.39186,3,4-1,,,
81.39186,4,4-1,,,
81.39186,5,4-1,,,
81.79182,1,3-4,,,
81.79182,2,1-2,,,
81.79182,3,1-2,,,
81.79182,4,1-2,,,
81.79182,5,1-2,,,
82.15845,1,4-1,,,
82.15845,2,2-3,,,
82.15845,3,2-3,,,
82.15845,4,2-3,,,
82.15845,5,2-3,,,
82.55841,1,1-2,,,
82.55841,2,3-4,,,
82.55841,3,3-4,,,
82.55841,4,3-4,,,
82.55841,5,3-4,,,
82.95837,1,2-3,,,
82.95837,2,4-1,,,
82.95837,3,4-1,,,
82.95837,4,4-1,,,
82.95837,5,4-1,,,
83.49164999999999,1,3-4,,,
83.49164999999999,2,1-2,,,
83.49164999999999,3,1-2,,,
83.49164999999999,4,1-2,,,
83.49164999999999,5,1-2,,,
83.99159999999999,1,hj4,,,
84.39156,2,2-3,,,
84.39156,4,2-3,,,
84.42488999999999,3,w2,,,
84.42488999999999,5,w2,,,
84.55821,3,2-3,,,
84.55821,5,2-3,,,
84.89151,2,j3-4,,,
84.89151,3,j3-4,,,
84.89151,4,j3-4,,,
84.89151,5,j3-4,,,
85.15814999999999,MOT_control_all,zoom_6,,
85.15814999999999,1,4-1,,,
85.62477,1,j1-2,,,
85.95806999999999,3,w4,,,
85.95806999999999,2,w4,,,
85.95806999999999,4,w4,,,
85.95806999999999,5,w4,,,
86.15805,1,2-3,,,
86.35803,2,hj4,,,
86.35803,3,hj4,,,
86.35803,4,hj4,,,
86.35803,5,hj4,,,
86.59134,1,3-4,,,
86.92464,1,4-1,,,
87.12462,MOT_mc_bg_black_00,awa2,,
87.49125,1,1-2,,,
87.59124,3,w4,,,
87.59124,4,w4,,,
87.59124,5,w4,,,
87.59124,2,4-1,,,
87.59124,3,4-1,,,
87.59124,4,4-1,,,
87.59124,5,4-1,,,
87.92454,1,hj2,,,
88.52448,3,w1,,,
88.52448,2,w1,,,
88.52448,4,w1,,,
88.52448,5,w1,,,
88.55780999999999,1,j2-3,,,
88.75779,2,hj1,,,
88.75779,3,hj1,,,
88.75779,4,hj1,,,
88.75779,5,hj1,,,
89.29106999999999,1,j3-4,,,
89.55771,2,hj1,,,
89.55771,3,hj1,,,
89.55771,4,hj1,,,
89.55771,5,hj1,,,
90.22431,1,hj4,,,
90.6576,2,1-2,,,
90.6576,3,1-2,,,
90.6576,4,1-2,,,
90.6576,5,1-2,,,
90.89090999999999,1,4-1,,,
91.25753999999999,1,hj1,,,
91.39085999999999,2,hj2,,,
91.39085999999999,3,hj2,,,
91.59084,4,w2,,,
91.59084,5,w2,,,
91.6575,4,hj2,,,
91.6575,5,hj2,,,
91.9908,1,j1-2,,,
92.42408999999999,2,hj2,,,
92.42408999999999,3,hj2,,,
92.85737999999999,4,hj2,,,
92.85737999999999,5,hj2,,,
93.05736,1,w2,,,
93.15735,1,hj2,,,
93.65729999999999,3,w2,,,
93.65729999999999,2,w2,,,
93.89061,1,2-3,,,
93.89061,2,2-3,,,
93.89061,3,2-3,,,
93.89061,4,2-3,,,
93.89061,5,2-3,,,
94.45721999999999,1,3-4,,,
94.45721999999999,2,3-4,,,
94.45721999999999,3,3-4,,,
94.45721999999999,4,3-4,,,
94.45721999999999,5,3-4,,,
94.89050999999999,1,hj4,,,
94.89050999999999,2,hj4,,,
94.89050999999999,3,hj4,,,
94.89050999999999,4,hj4,,,
94.89050999999999,5,hj4,,,
95.62377,1,4-1,,,
95.62377,2,4-1,,,
95.62377,3,4-1,,,
95.62377,4,4-1,,,
95.62377,5,4-1,,,
96.05705999999999,1,1-2,,,
96.05705999999999,2,1-2,,,
96.05705999999999,3,1-2,,,
96.05705999999999,4,1-2,,,
96.05705999999999,5,1-2,,,
96.39036,1,hj2,,,
96.62366999999999,MOT_mc_bg_black_00,dolphin2,,
96.69032999999999,2,hj2,,,
96.69032999999999,3,hj2,,,
96.69032999999999,4,hj2,,,
96.69032999999999,5,hj2,,,
97.39026,1,j2-3,,,
97.6569,2,j2-3,,,
97.6569,3,j2-3,,,
97.89021,4,j2-3,,,
97.89021,5,j2-3,,,
98.05686,MOT_control_all,zoom_7,,
98.09018999999999,1,3-4,,,
98.42349,1,j4-1,,,
98.62347,2,j3-4,,,
98.62347,3,j3-4,,,
98.82345,4,j3-4,,,
98.82345,5,j3-4,,,
99.05676,1,1-2,,,
99.39005999999999,1,hj2,,,
99.69003,3,w4,,,
99.69003,2,w4,,,
99.82334999999999,4,j4-1,,,
99.82334999999999,5,j4-1,,,
100.02333,1,2-3,,,
100.22331,2,j4-1,,,
100.22331,3,j4-1,,,
100.42329,1,3-4,,,
100.75658999999999,1,4-1,,,
100.88991,4,w1,,,
100.88991,5,w1,,,
101.02323,2,1-2,,,
101.02323,3,1-2,,,
101.02323,4,1-2,,,
101.02323,5,1-2,,,
101.28987,1,j1-2,,,
101.58984,2,j2-3,,,
101.58984,3,j2-3,,,
101.95647,4,w2,,,
101.95647,5,w2,,,
101.9898,4,j2-3,,,
101.9898,5,j2-3,,,
102.35642999999999,1,2-3,,,
102.55641,2,3-4,,,
102.55641,4,3-4,,,
102.65639999999999,3,w3,,,
102.72305999999999,3,3-4,,,
102.72305999999999,5,3-4,,,
102.9897,1,hj3,,,
103.48965,2,w4,,,
103.48965,4,w4,,,
103.6563,3,w4,,,
103.6563,5,w4,,,
104.08959,1,j3-4,,,
104.08959,2,j4-1,,,
104.08959,3,j4-1,,,
104.08959,4,j4-1,,,
104.08959,5,j4-1,,,
104.75618999999999,1,j4-1,,,
104.75618999999999,2,1-2,l1,,
104.75618999999999,4,1-2,l1,,
104.75618999999999,3,1-2,r1,,
104.75618999999999,5,1-2,r1,,
104.85618,MOT_mc_bg_black_00,fish1,,
105.42278999999999,1,j1-2,,,
105.42278999999999,2,2-3,l2,,
105.42278999999999,4,2-3,l2,,
105.42278999999999,3,2-3,r2,,
105.42278999999999,5,2-3,r2,,
106.12272,1,j2-3,,,
106.12272,2,j3-4,,,
106.12272,3,j3-4,,,
106.12272,4,j3-4,,,
106.12272,5,j3-4,,,
106.72265999999999,1,j3-4,,,
106.72265999999999,2,4-1,lb1,,
106.72265999999999,4,4-1,lb1,,
106.72265999999999,3,4-1,rb1,,
106.72265999999999,5,4-1,rb1,,
107.28927,1,j4-1,,,
107.28927,2,1-2,lb0,,
107.28927,4,1-2,lb0,,
107.28927,3,1-2,rb0,,
107.28927,5,1-2,rb0,,
107.92254,1,1-2,,,
107.92254,2,2-3,,,
107.92254,3,2-3,,,
107.92254,4,2-3,,,
107.92254,5,2-3,,,
108.68912999999999,1,2-3,,,
108.68912999999999,2,3-4,,,
108.68912999999999,3,3-4,,,
108.68912999999999,4,3-4,,,
108.68912999999999,5,3-4,,,
109.08909,1,3-4,,,
109.08909,2,4-1,,,
109.08909,3,4-1,,,
109.08909,4,4-1,,,
109.08909,5,4-1,,,
109.48904999999999,1,sj4,,,
109.48904999999999,2,sj1,,,
109.48904999999999,3,sj1,,,
109.48904999999999,4,sj1,,,
109.48904999999999,5,sj1,,,
109.88901,1,hj4,,,
109.88901,2,hj1,,,
109.88901,3,hj1,,,
109.88901,4,hj1,,,
109.88901,5,hj1,,,
110.55561,1,4-1,,,
110.55561,2,1-2,,,
110.55561,3,1-2,,,
110.55561,4,1-2,,,
110.55561,5,1-2,,,
111.05556,1,j1-2,,,
111.05556,2,2-3,l1,,
111.05556,4,2-3,l1,,
111.05556,3,2-3,r1,,
111.05556,5,2-3,r1,,
111.72215999999999,1,j2-3,,,
111.72215999999999,2,3-4,l2,,
111.72215999999999,4,3-4,l2,,
111.72215999999999,3,3-4,r2,,
111.72215999999999,5,3-4,r2,,
112.42209,1,j3-4,,,
112.42209,2,j4-1,,,
112.42209,3,j4-1,,,
112.42209,4,j4-1,,,
112.42209,5,j4-1,,,
113.02203,1,j4-1,,,
113.02203,2,1-2,lb1,,
113.02203,4,1-2,lb1,,
113.02203,3,1-2,rb1,,
113.02203,5,1-2,rb1,,
113.58864,1,j1-2,,,
113.58864,2,2-3,lb0,,
113.58864,4,2-3,lb0,,
113.58864,3,2-3,rb0,,
113.58864,5,2-3,rb0,,
114.22191,1,2-3,,,
114.22191,2,3-4,,,
114.22191,3,3-4,,,
114.22191,4,3-4,,,
114.22191,5,3-4,,,
115.05516,1,sj3,,,
115.05516,2,sj4,,,
115.05516,3,sj4,,,
115.05516,4,sj4,,,
115.05516,5,sj4,,,
115.45512,1,hj3,,,
115.45512,2,hj4,,,
115.45512,3,hj4,,,
115.45512,4,hj4,,,
115.45512,5,hj4,,,
116.25504,MOT_mc_light_up_00,3tempo,,
116.25504,MOT_mc_bg_black_00,flash,,
116.68833,3,w4,,,
116.68833,2,w4,,,
116.68833,1,w3,,,
116.68833,4,w4,,,
116.68833,5,w4,,,
116.72166,MOT_mc_stage_color_00,stay60,,
116.72166,MOT_mc_speaker_00,stay,,
116.72166,MOT_mc_light_up_00,stay,,
116.72166,MOT_mc_light_center_00,stay,,
116.72166,MOT_mc_light_under_00,stay,,
116.72166,MOT_mc_bg_black_00,stay,,
