0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,MOT_mc_special_01,open,,
2.83305,MOT_control_all,ito_zoom1,,
3.06636,MOT_mc_stage_color_00,b-flash,,
3.06636,MOT_mc_bg_black_00,b65-80,,
3.06636,MOT_mc_light_under_00,l1,,
15.59844,3,lp2,,,
15.59844,4,lp2,,,
15.59844,5,2-3,,f1,Lbl
15.59844,1,lp3,,,
15.63177,MOT_control_all,ito_zoom2,,
15.965069999999999,5,3-4,r1,,
16.43169,5,j4-1,,,
17.131619999999998,5,1-2,rb0,,
17.49825,5,2-3,,,
17.9982,5,sp3-4,,,
19.03143,5,j4-1,,,
19.49805,5,1-2,r1,,
19.86468,5,2-3,rb0,,
20.23131,5,j3-4,,,
20.73126,5,4-1,,,
21.09789,5,sp1-2,,,
21.797819999999998,MOT_control_all,ito_zoom3,,
21.797819999999998,2,2-3,,,Lbl
21.797819999999998,5,2-3,,b0,
22.231109999999997,2,3-4,l1,,
22.231109999999997,5,lp3,,,D20
22.6644,2,hj4,,,
23.430989999999998,2,4-1,lb0,,
23.830949999999998,2,j1-2,,,
24.29757,2,sp2-3,,,
25.264139999999998,2,j3-4,,,
25.83075,2,4-1,l1,,
26.19738,2,1-2,lb0,,
26.56401,2,j2-3,,,
27.13062,2,sp3-4,,,
28.26384,MOT_control_all,ito_zoom4,,
28.26384,2,4-1,,,
28.26384,3,2-3,l1,,Lbl
28.63047,3,3-4,lb0,,
28.76379,2,lp1,,,D20
29.03043,3,hj4,,,
29.79702,3,4-1,,,
30.163649999999997,3,1-2,,,
30.563609999999997,3,sp2-3,,,
31.530179999999998,3,j3-4,,,
32.16345,3,4-1,l1,,
32.53008,3,1-2,lb0,,
32.89671,3,2-3,,,
33.26334,3,3-4,,,
33.76329,3,sp4-1,,,
34.296569999999996,MOT_control_all,ito_zoom5,,
34.329899999999995,3,1-2,,,
34.329899999999995,4,2-3,l1,f1,Lbl
34.76319,3,lp2,,,D20
34.82985,4,3-4,lb0,,
35.29647,4,hj4,,,
35.9964,4,4-1,l1,,
36.42969,4,1-2,lb0,,
36.89631,4,sp2-3,,,
37.86288,4,3-4,r1,,
38.19618,4,4-1,rb0,,
38.52948,4,1-2,,,
38.89611,4,j2-3,,,
39.39606,4,3-4,,,
39.76269,4,4-1,,,
40.12932,4,sp1-2,,,
40.795919999999995,MOT_control_all,ito_zoom6,,
40.829249999999995,4,2-3,,b0,
40.829249999999995,1,3-4,,f1,Lbl
41.229209999999995,4,lp3,,,D20
41.629169999999995,1,j4-1,,,
42.46242,1,1-2,l1,,
42.829049999999995,1,2-3,lb0,,
43.262339999999995,1,j3-4,,,
44.062259999999995,1,4-1,l1,,
44.428889999999996,1,1-2,lb0,,
44.795519999999996,1,2-3,,,
45.195479999999996,1,hj3,,,
45.92874,1,3-4,,,
46.3287,1,sp4-1,,,
46.96197,1,,,b0,
47.36193,MOT_control_all,ito_zoom7,,
47.36193,2,1-2,,,Lbl
47.36193,3,2-3,,,Lbl
47.36193,4,3-4,,,Lbl
47.36193,5,3-4,,,Lbl
47.36193,1,1-2,,,
47.76189,1,2-3,,,
47.9952,2,2-3,,,
47.9952,3,3-4,,,
48.29517,5,w4,,,
48.29517,4,4-1,,,
48.29517,5,4-1,,,
48.69513,1,w3,,,
48.72846,4,j1-2,,,
48.72846,5,j1-2,,,
48.928439999999995,3,w4,,,
48.928439999999995,2,w3,,,
48.9951,2,j3-4,,,
48.9951,3,j4-1,,,
49.328399999999995,1,j3-4,,,
49.79502,5,w2,,,
49.79502,4,w2,,,
49.96167,2,sp4-1,,,
49.96167,3,sp1-2,,,
49.96167,4,sp2-3,,,
49.96167,5,sp2-3,,,
49.96167,1,sp4-1,,,
50.928239999999995,2,1-2,,,
50.928239999999995,3,2-3,,,
50.928239999999995,4,3-4,,,
50.928239999999995,5,3-4,,,
50.928239999999995,1,1-2,,,
51.328199999999995,1,2-3,,,
51.42819,2,2-3,,,
51.56151,3,3-4,,,
51.82815,4,4-1,,,
51.82815,5,4-1,,,
52.06146,1,j3-4,,,
52.22811,2,j3-4,,,
52.42809,3,j4-1,,,
52.62807,4,j1-2,,,
52.76139,5,w1,,,
52.82805,5,j1-2,,,
53.06136,1,4-1,,,
53.294669999999996,2,w4,,,
53.49465,3,w1,,,
53.49465,MOT_control_all,ito_zoom8,,
53.52798,MOT_mc_stage_color_00,r-flash,,
53.52798,MOT_mc_bg_black_00,b45-20,,
53.52798,MOT_mc_light_under_00,l4,,
53.52798,1,1-2,,,
53.6613,2,j4-1,,,
53.6613,3,j1-2,,,
53.6613,4,j2-3,,,
53.6613,5,j2-3,,,
54.06126,1,2-3,,,
54.227909999999994,2,1-2,,,
54.227909999999994,3,2-3,,,
54.39456,4,3-4,,,
54.39456,5,3-4,,,
54.594539999999995,1,3-4,,,
54.927839999999996,4,4-1,,,
55.09449,2,2-3,,,
55.09449,1,4-1,,,
55.16115,3,w3,,,
55.26114,3,3-4,,,
55.327799999999996,5,w4,,,
55.427789999999995,5,4-1,,,
55.794419999999995,2,sp3-4,,,
55.794419999999995,3,sp4-1,,,
55.794419999999995,4,sp1-2,,,
55.794419999999995,5,sp1-2,,,
55.794419999999995,1,sp1-2,,,
56.52768,1,2-3,,,
56.660999999999994,2,4-1,,,
56.660999999999994,3,1-2,,,
56.79432,4,2-3,,,
56.79432,5,2-3,,,
57.22761,2,1-2,l1,,
57.22761,3,2-3,l1,,
57.22761,4,3-4,l1,,
57.22761,5,3-4,l1,,
57.22761,1,3-4,l1,,
57.59424,2,2-3,lb0,,
57.59424,3,3-4,lb0,,
57.59424,4,4-1,lb0,,
57.59424,5,4-1,lb0,,
57.59424,1,4-1,lb0,,
58.12752,1,1-2,,,
58.260839999999995,2,3-4,,,
58.260839999999995,3,4-1,,,
58.42749,4,1-2,,,
58.42749,5,1-2,,,
58.82745,2,sp4-1,,,
58.82745,3,sp1-2,,,
58.82745,4,sp2-3,,,
58.82745,5,sp2-3,,,
58.82745,1,sp2-3,,,
59.76069,5,3-4,,,
59.96067,3,2-3,,,
60.16065,1,3-4,,,
60.627269999999996,2,j1-2,,,
60.627269999999996,3,j3-4,,,
60.627269999999996,4,j3-4,,,
60.627269999999996,5,j4-1,,,
60.627269999999996,1,hj4,,,
61.19388,4,4-1,,,
61.19388,5,1-2,,,
61.36053,2,2-3,,,
61.36053,3,4-1,,,
61.493849999999995,1,4-1,,,
62.02713,2,sp3-4,,,
62.02713,3,sp1-2,,,
62.02713,4,sp1-2,,,
62.02713,5,sp2-3,,,
62.02713,1,sp1-2,,,
62.82705,2,4-1,l1,,
62.82705,3,2-3,l1,,
62.82705,4,2-3,l1,,
62.82705,5,3-4,l1,,
62.82705,1,2-3,l1,,
63.22701,2,1-2,lb0,,
63.22701,3,3-4,lb0,,
63.22701,4,3-4,lb0,,
63.22701,5,4-1,lb0,,
63.22701,1,3-4,lb0,,
63.72696,1,j4-1,,,
63.82695,2,2-3,,,
63.82695,3,4-1,,,
63.960269999999994,4,4-1,,,
63.960269999999994,5,1-2,,,
64.22691,1,1-2,,,
64.46021999999999,4,1-2,,,
64.46021999999999,5,2-3,,,
64.69353,2,3-4,,,
64.69353,3,1-2,,,
64.92684,1,2-3,,,
65.39345999999999,5,w3,,,
65.39345999999999,4,w2,,,
65.39345999999999,1,j3-4,,,
65.49345,2,hj4,,,
65.49345,3,hj2,,,
65.49345,4,hj2,,,
65.49345,5,hj3,,,
65.52678,MOT_control_all,ito_zoom9,,
66.19337999999999,2,lp4,,,
66.19337999999999,3,lp2,,,
66.19337999999999,4,lp2,,,
66.19337999999999,5,lp3,,,
66.19337999999999,1,lp4,,,
67.15995,1,hj4,,,
67.35992999999999,2,j4-1,,,
67.35992999999999,3,j2-3,,,
67.35992999999999,4,j2-3,,,
67.35992999999999,5,j3-4,,,
67.89321,1,j4-1,,,
68.12652,2,1-2,,,
68.12652,3,3-4,,,
68.12652,4,3-4,,,
68.12652,5,4-1,,,
68.59313999999999,4,4-1,,,
68.59313999999999,5,1-2,,,
68.75979,2,2-3,,,
68.75979,3,4-1,,,
68.92644,1,1-2,,,
69.39305999999999,4,j1-2,,,
69.52638,5,w2,,,
69.6597,2,j3-4,,,
69.69303,3,w1,,,
69.85968,1,w2,,,
69.89301,1,j2-3,,,
70.12631999999999,3,j1-2,,,
70.39296,5,j2-3,,,
70.45962,4,w2,,,
70.69292999999999,3,j2-3,,,
70.72626,2,w4,,,
70.95957,1,w3,,,
70.99289999999999,1,hj3,,,
71.3262,2,j4-1,,,
71.3262,3,j3-4,,,
71.3262,4,j2-3,,,
71.3262,5,j3-4,,,
71.59284,1,3-4,,,
71.75949,2,1-2,,,
71.75949,3,4-1,,,
71.95947,4,3-4,,,
71.95947,5,4-1,,,
72.52608,1,w4,,,
72.65939999999999,MOT_control_all,ito_zoom10,,
72.69273,3,w1,,,
72.69273,2,hj2,,,
72.69273,3,lp1,,,
72.69273,4,lp4,,,
72.69273,5,lp1,,,
72.69273,1,lp4,,,
73.35933,2,2-3,l1,,
73.72596,2,3-4,lb0,,
74.09259,2,4-1,,,
74.49255,2,j1-2,,,
74.99249999999999,2,2-3,,,
75.35913,2,sp3-4,,,
75.69243,MOT_control_all,ito_zoom11,,
75.72576,3,hj1,,,
76.65899999999999,3,1-2,l1,,
76.85898,2,4-1,,,
77.05896,3,2-3,lb0,,
77.22561,2,lp1,,,
77.45891999999999,3,j3-4,,,
77.92554,3,4-1,,,
78.25883999999999,3,1-2,r1,,
78.59214,3,2-3,rb0,,
78.89211,MOT_control_all,ito_zoom12,,
78.92544,1,4-1,l1,,
79.09209,3,lp3,,,
79.29207,1,1-2,lb0,,
79.6587,1,2-3,,,
80.05866,1,j3-4,,,
80.79191999999999,1,4-1,,,
81.22520999999999,1,1-2,r1,,
81.62517,1,2-3,rb0,,
81.9918,2,j1-2,,,
82.15845,3,j3-4,,,
82.29177,1,j3-4,,,
82.55841,4,4-1,,,
82.55841,5,1-2,,,
82.82504999999999,1,j4-1,,,
83.05836,2,w2,,,
83.09169,2,2-3,,,
83.09169,3,4-1,,,
83.09169,4,j1-2,,,
83.09169,5,j2-3,,,
83.49164999999999,1,j1-2,,,
83.69162999999999,2,j3-4,,,
83.92493999999999,3,j1-2,,,
84.15825,5,w3,,,
84.15825,4,j2-3,,,
84.39156,5,j3-4,,,
84.55821,1,w2,,,
84.62487,3,j2-3,,,
84.75819,2,w4,,,
84.85817999999999,1,j2-3,,,
85.09149,2,j4-1,,,
85.22480999999999,4,w3,,,
85.35813,4,j3-4,,,
85.45812,5,w4,,,
85.62477,1,j3-4,,,
85.69143,3,w3,,,
85.85808,2,j1-2,,,
85.85808,3,j3-4,,,
86.15805,4,j4-1,,,
86.15805,5,j4-1,,,
86.69133,1,w4,,,
86.69133,2,lp2,,,
86.69133,3,lp4,,,
86.69133,4,lp1,,,
86.69133,5,lp1,,,
86.69133,1,j4-1,,,
87.19127999999999,1,1-2,l1,,
87.55790999999999,1,2-3,lb0,,
87.95787,1,3-4,,,
88.45782,1,hj4,,,
89.45772,1,lp4,,,
89.62437,MOT_control_all,ito_zoom13,,
89.69103,4,hj1,,,
90.45761999999999,4,1-2,l1,,
90.82424999999999,4,2-3,lb0,,
91.22421,4,j3-4,,,
91.79082,4,4-1,,,
92.15745,4,sp1-2,,,
92.89071,MOT_control_all,ito_zoom14,,
92.89071,4,2-3,,,
92.89071,5,hj1,,,
93.25734,4,lp3,,,
93.59064,5,1-2,r1,,
93.9906,5,2-3,rb0,,
94.42389,5,3-4,,,
94.92384,5,4-1,r1,,
95.32379999999999,5,1-2,rb0,,
95.89041,MOT_control_all,ito_zoom15,,
95.92374,2,2-3,l1,,
95.92374,5,lp2,,,
96.29037,2,3-4,lb0,,
96.72366,MOT_control_all,ito_zoom16,,
96.75699,2,lp4,,,
96.75699,3,4-1,r1,,
97.12362,3,1-2,rb0,,
97.35692999999999,MOT_control_all,ito_zoom17,,
97.39026,1,j4-1,,,
97.69023,2,4-1,,,
97.69023,3,2-3,,,
98.05686,4,j3-4,,,
98.05686,5,j2-3,,,
98.45682,1,w1,,,
98.52347999999999,1,j1-2,,,
98.62347,3,w3,,,
98.62347,2,w1,,,
98.72345999999999,2,j1-2,,,
98.72345999999999,3,j3-4,,,
98.72345999999999,4,j4-1,,,
98.72345999999999,5,j3-4,,,
98.92344,MOT_control_all,ito_zoom18,,
99.49005,1,j2-3,,,
99.75668999999999,2,j2-3,,,
99.75668999999999,3,j4-1,,,
99.79002,5,w4,,,
99.79002,4,w1,,,
100.05666,4,j1-2,,,
100.05666,5,j4-1,,,
100.42329,2,3-4,r1,,
100.42329,3,1-2,r1,,
100.42329,4,2-3,r1,,
100.42329,5,1-2,r1,,
100.42329,1,3-4,r1,,
100.78992,2,4-1,rb0,,
100.78992,3,2-3,rb0,,
100.78992,4,3-4,rb0,,
100.78992,5,2-3,rb0,,
100.78992,1,4-1,rb0,,
101.15655,2,1-2,r1,,
101.15655,3,3-4,r1,,
101.15655,4,4-1,r1,,
101.15655,5,3-4,r1,,
101.15655,1,1-2,r1,,
101.52318,2,sp2-3,,,
101.52318,3,sp4-1,,,
101.52318,4,sp1-2,,,
101.52318,5,sp4-1,,,
101.52318,1,sp2-3,,,
102.3231,4,j2-3,,,
102.3231,5,j1-2,,,
102.52308,2,j3-4,,,
102.52308,3,j1-2,,,
102.68973,1,3-4,,,
103.05636,1,4-1,,,
103.28967,2,j4-1,,,
103.28967,3,j2-3,,,
103.28967,4,j3-4,,,
103.28967,5,j2-3,,,
103.72296,5,3-4,,,
103.85628,3,3-4,,,
103.9896,1,1-2,,,
104.12292,2,1-2,,,
104.25623999999999,4,4-1,,,
104.52288,1,j2-3,,,
104.6562,5,w4,,,
104.6562,2,j2-3,,,
104.6562,3,j4-1,,,
104.6562,4,j1-2,,,
104.6562,5,j4-1,,,
105.48944999999999,1,hj3,,,
105.72276,5,w1,,,
105.72276,4,w2,,,
105.72276,3,w1,,,
105.72276,2,w3,,,
105.75609,2,j3-4,,,
105.75609,3,j1-2,,,
105.75609,4,j2-3,,,
105.75609,5,j1-2,,,
106.28936999999999,2,j4-1,,,
106.28936999999999,3,j2-3,,,
106.28936999999999,4,j3-4,,,
106.28936999999999,5,j2-3,,,
106.28936999999999,1,3-4,,,
106.92264,4,j4-1,,,
106.92264,5,j3-4,,,
107.22260999999999,1,w4,,,
107.22260999999999,2,j1-2,,,
107.22260999999999,3,j3-4,,,
107.52257999999999,1,hj4,,,
107.9892,5,w4,,,
107.9892,4,w1,,,
108.28917,3,w4,,,
108.28917,2,w2,,,
108.48915,1,4-1,,,
108.62246999999999,2,2-3,,,
108.62246999999999,3,4-1,,,
108.62246999999999,4,1-2,,,
108.62246999999999,5,4-1,,,
108.9891,2,j3-4,,,
108.9891,3,j1-2,,,
108.9891,4,j2-3,,,
108.9891,5,j1-2,,,
108.9891,1,1-2,,,
109.48904999999999,5,2-3,,,
109.62236999999999,3,2-3,,,
109.75569,1,2-3,,,
109.88901,2,4-1,,,
110.02233,4,3-4,,,
110.28896999999999,1,j3-4,,,
110.42228999999999,5,w3,,,
110.48894999999999,2,j1-2,,,
110.48894999999999,3,j3-4,,,
110.48894999999999,4,j4-1,,,
110.48894999999999,5,j3-4,,,
110.85557999999999,2,hj2,,,
110.85557999999999,3,hj4,,,
110.85557999999999,4,hj1,,,
110.85557999999999,5,hj4,,,
110.85557999999999,1,j4-1,,,
111.92214,1,w1,,,
112.05546,MOT_control_all,ito_zoom19,,
112.05546,4,1-2,,,
112.08878999999999,5,w4,,,
112.08878999999999,3,w4,,,
112.08878999999999,2,w2,,,
112.42209,2,j2-3,,,
112.75538999999999,1,1-2,,,
112.9887,4,w2,,,
113.08869,3,j4-1,,,
113.45532,5,4-1,,,
113.48864999999999,2,w3,,,
113.68862999999999,1,w2,,,
113.82195,2,3-4,,,
113.82195,3,1-2,,,
113.82195,4,2-3,,,
113.82195,5,1-2,,,
113.82195,1,2-3,,,
114.18858,1,3-4,,,
114.42188999999999,2,j4-1,,,
114.42188999999999,3,j2-3,,,
114.42188999999999,4,j3-4,,,
114.42188999999999,5,j2-3,,,
115.12182,1,w4,,,
115.12182,2,1-2,rb0,,
115.12182,3,3-4,rb0,,
115.12182,4,4-1,rb0,,
115.12182,5,3-4,rb0,,
115.12182,1,4-1,rb0,,
115.48845,2,2-3,r1,,
115.48845,3,4-1,r1,,
115.48845,4,1-2,r1,,
115.48845,5,4-1,r1,,
115.48845,1,1-2,r1,,
115.85508,2,3-4,rb0,,
115.85508,3,1-2,rb0,,
115.85508,4,2-3,rb0,,
115.85508,5,1-2,rb0,,
115.85508,1,2-3,rb0,,
116.22171,2,4-1,r1,,
116.22171,3,2-3,r1,,
116.22171,4,3-4,r1,,
116.22171,5,2-3,r1,,
116.22171,1,3-4,r1,,
116.75498999999999,1,j4-1,,,
116.92164,2,j1-2,,,
116.92164,3,j3-4,,,
117.12162,4,j4-1,,,
117.12162,5,j3-4,,,
117.42159,1,hj1,,,
117.58824,2,j2-3,,,
117.58824,3,j4-1,,,
117.58824,4,j1-2,,,
117.58824,5,j4-1,,,
118.28817,4,2-3,,,
118.62146999999999,2,3-4,,,
118.6548,5,w1,,,
118.6548,3,w1,,,
118.6548,1,w1,,,
118.88811,1,1-2,,,
119.15474999999999,3,1-2,,,
119.22140999999999,4,w3,,,
119.48805,5,1-2,,,
119.55471,2,w4,,,
119.82135,1,w2,,,
119.88801,2,4-1,rb0,,
119.88801,3,2-3,rb0,,
119.88801,4,3-4,rb0,,
119.88801,5,2-3,rb0,,
119.88801,1,2-3,rb0,,
120.28797,2,1-2,r1,,
120.28797,3,3-4,r1,,
120.28797,4,4-1,r1,,
120.28797,5,3-4,r1,,
120.28797,1,3-4,r1,,
120.72126,1,j4-1,,,
120.88790999999999,2,hj2,,,
120.88790999999999,3,hj4,,,
120.88790999999999,4,hj1,,,
120.88790999999999,5,hj4,,,
121.55451,2,2-3,r2,,
121.55451,3,4-1,r2,,
121.55451,4,1-2,r2,,
121.55451,5,4-1,r2,,
121.55451,1,1-2,r2,,
121.88780999999999,2,3-4,rb1,,
121.88780999999999,3,1-2,rb1,,
121.88780999999999,4,2-3,rb1,,
121.88780999999999,5,1-2,rb1,,
121.88780999999999,1,2-3,rb1,,
122.22111,2,4-1,r2,,
122.22111,3,2-3,r2,,
122.22111,4,3-4,r2,,
122.22111,5,2-3,r2,,
122.22111,1,3-4,r2,,
122.55440999999999,2,1-2,rb1,,
122.55440999999999,3,3-4,rb1,,
122.55440999999999,4,4-1,rb1,,
122.55440999999999,5,3-4,rb1,,
122.55440999999999,1,4-1,rb1,,
122.92103999999999,1,j1-2,,,
122.95437,MOT_control_all,ito_zoom20,,
123.08769,2,2-3,,,
123.08769,3,4-1,,,
123.08769,4,1-2,,,
123.08769,5,4-1,,,
123.55431,2,sp3-4,,,
123.55431,3,sp1-2,,,
123.55431,4,sp2-3,,,
123.55431,5,sp1-2,,,
123.55431,1,sp2-3,,,
124.35423,4,j3-4,,,
124.35423,5,j2-3,,,
124.35423,1,3-4,,,
124.68753,2,j4-1,,,
124.68753,3,j2-3,,,
125.02082999999999,1,hj4,,,
125.42079,5,w3,,,
125.42079,4,w4,,,
125.75408999999999,3,w3,,,
125.75408999999999,2,w1,,,
125.88740999999999,1,j4-1,,,
126.12071999999999,2,1-2,rb0,,
126.12071999999999,3,3-4,r2,,
126.12071999999999,4,4-1,rb0,,
126.12071999999999,5,3-4,r2,,
126.42069,1,1-2,,,
126.72066,2,2-3,r1,,
126.72066,3,4-1,rb1,,
126.72066,4,1-2,r1,,
126.72066,5,4-1,rb1,,
127.12061999999999,2,j3-4,,,
127.12061999999999,3,j1-2,,,
127.12061999999999,4,j2-3,,,
127.12061999999999,5,j1-2,,,
127.12061999999999,1,2-3,,,
127.55390999999999,1,3-4,,,
127.78721999999999,2,j4-1,,,
127.78721999999999,3,j2-3,,,
127.78721999999999,4,j3-4,,,
127.78721999999999,5,j2-3,,,
128.25384,2,sp1-2,,,
128.25384,3,sp3-4,,,
128.25384,4,sp4-1,,,
128.25384,5,sp3-4,,,
128.25384,1,sp4-1,,,
128.48714999999999,MOT_control_all,ito_zoom21,,
128.78712,MOT_mc_light_under_00,l1,,
128.78712,2,hj2,,,
128.78712,3,hj4,,,
128.78712,4,hj1,,,
128.78712,5,hj4,,,
128.78712,1,j1-2,,,
129.85368,1,w2,,,
130.02033,5,w4,,,
130.02033,4,w1,,,
130.02033,3,w4,,,
130.02033,2,w2,,,
