0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
3.43298,MOT_mc_stage_color_00,b-flash,,
53.02803,3,j2-3,,,
53.59464,3,lp3,,,
54.02793,MOT_control_all,ike_zoom6,,
54.09459,MOT_mc_stage_color_00,b-flash,,
54.09459,2,2-3,l1,f1,Lbl
54.09459,3,,,b0,D40
54.527879999999996,2,3-4,lb0,,
54.927839999999996,2,sp4-1,,,
55.62777,2,hj1,,,
56.42769,2,j1-2,,,
56.92764,2,2-3,,,
57.360929999999996,2,3-4,r1,,
58.12752,MOT_control_all,ike_zoom7,,
58.12752,2,4-1,,b0,
58.194179999999996,MOT_mc_stage_color_00,r-flash,,
58.194179999999996,1,2-3,l1,f1,Lbl
58.52748,2,lp1,,,D40
58.594139999999996,1,3-4,lb0,,
58.96077,1,j4-1,,,
59.494049999999994,1,1-2,,,
60.02733,MOT_control_all,ike_zoom8,,
60.06066,MOT_mc_stage_color_00,y-flash,,
60.06066,3,3-4,l1,f1,Lbl
60.06066,1,,,b0,D40
60.42729,1,w2,,,
60.49395,3,j4-1,,,
61.027229999999996,MOT_control_all,ike_zoom9,,
61.027229999999996,MOT_mc_stage_color_00,b-flash,,
61.027229999999996,2,1-2,rb0,f1,Lbl
61.027229999999996,3,1-2,lb0,,
61.027229999999996,1,2-3,,f1,Lbl
61.493849999999995,2,j2-3,,,
61.493849999999995,3,j2-3,,,
61.493849999999995,1,j3-4,,,
61.860479999999995,1,4-1,,,
61.9938,2,3-4,,,
62.16045,3,3-4,,,
62.627069999999996,2,hj4,,,
62.627069999999996,3,hj4,,,
62.627069999999996,1,j1-2,,,
63.560309999999994,MOT_control_all,ike_zoom10,,
63.59364,MOT_mc_stage_color_00,y-flash,,
63.59364,MOT_mc_bg_black_00,b45-20,,
63.59364,MOT_mc_light_up_00,l2_lp,,
63.59364,MOT_mc_light_under_00,l2,,
63.59364,2,hj4,,,
63.59364,3,hj4,,,
63.59364,1,j2-3,,,
64.22691,1,3-4,,,
64.3269,2,4-1,,,
64.46021999999999,3,4-1,,,
64.62687,1,j4-1,,,
64.72686,2,1-2,,,
64.72686,3,1-2,,,
65.09349,2,sp2-3,,,
65.09349,3,sp2-3,,,
65.09349,1,sp1-2,,,
66.22671,MOT_mc_stage_color_00,b-flash,,
66.22671,3,3-4,,,
66.3267,1,2-3,,,
66.42669,2,3-4,,,
66.69333,1,j3-4,,,
66.82665,2,hj4,,,
67.02663,3,hj4,,,
67.75989,1,w4,,,
67.89321,2,sp4-1,,,
67.89321,3,sp4-1,,,
67.89321,1,sp4-1,,,
68.52647999999999,MOT_mc_stage_color_00,r-flash,,
68.52647999999999,2,j1-2,,,
68.52647999999999,3,j1-2,,,
68.52647999999999,1,hj1,,,
69.02642999999999,2,lp2,,,
69.02642999999999,3,lp2,,,
69.02642999999999,1,1-2,l1,,
69.45971999999999,1,2-3,lb0,,
69.89301,1,3-4,,,
70.3263,1,j4-1,,,
70.75959,1,1-2,l1,,
71.22621,1,2-3,lb0,,
71.6595,1,sp3-4,,,
72.65939999999999,1,j4-1,,,
73.6593,MOT_mc_stage_color_00,b-flash,,
73.6593,2,j2-3,,,
73.72596,1,w1,,,
73.85928,1,j1-2,,,
74.05926,3,j2-3,,,
74.39256,1,hj2,,,
74.72586,2,w3,,,
74.95917,2,j3-4,,,
74.95917,3,j3-4,,,
75.15915,1,j2-3,,,
76.02573,3,w4,,,
76.02573,2,w4,,,
76.05906,MOT_mc_stage_color_00,y-flash,,
76.05906,3,4-1,,,
76.19238,1,3-4,,,
76.3257,2,4-1,,,
76.65899999999999,2,1-2,,,
76.65899999999999,3,1-2,,,
76.65899999999999,1,j4-1,,,
77.02562999999999,1,1-2,,,
77.39226,1,j2-3,,,
77.59223999999999,3,w2,,,
77.59223999999999,2,j2-3,,,
77.59223999999999,3,j2-3,,,
78.25883999999999,MOT_control_all,ike_zoom11,,
78.29217,MOT_mc_stage_color_00,b-flash,,
78.29217,2,hj3,,,
78.45882,1,w3,,,
78.6588,3,w3,,,
78.92544,2,3-4,l1,,
79.35873,2,4-1,lb0,,
79.82535,2,sp1-2,,,
81.05856,MOT_control_all,ike_zoom12,,
81.09188999999999,MOT_mc_stage_color_00,r-flash,,
81.09188999999999,2,j2-3,,,
81.09188999999999,3,hj3,,,
81.65849999999999,3,3-4,r1,,
82.02512999999999,3,4-1,rb0,,
82.15845,2,w3,,,
82.39175999999999,3,j1-2,,,
83.22501,MOT_mc_stage_color_00,b-flash,,
83.22501,1,3-4,r1,,
83.29167,MOT_control_all,ike_zoom13,,
83.45832,3,w2,,,
83.59164,1,4-1,rb0,,
83.99159999999999,1,j1-2,,,
84.6582,MOT_mc_stage_color_00,r-flash,,
84.6582,2,lp3,,,
84.6582,3,lp2,,,
84.6582,1,lp2,,,
86.39135999999999,2,j3-4,,,
86.39135999999999,3,j2-3,,,
86.39135999999999,1,2-3,,,
87.32459999999999,1,w3,,,
87.45792,3,w3,,,
87.45792,2,w4,,,
87.75788999999999,1,j3-4,,,
88.09119,2,4-1,,,
88.3245,3,3-4,,,
88.82445,1,w4,,,
89.02443,2,w1,,,
89.25774,3,w4,,,
89.3244,MOT_mc_stage_color_00,b-flash,,
89.3244,1,j4-1,,,
89.89101,2,j1-2,,,
90.39095999999999,1,w1,,,
90.45761999999999,3,j4-1,,,
90.95756999999999,2,w2,,,
91.52418,3,w1,,,
91.89081,MOT_mc_stage_color_00,r-flash,,
91.89081,1,1-2,,,
92.29077,2,j2-3,,,
92.29077,3,j1-2,,,
92.72406,2,3-4,,,
92.82405,1,w2,,,
92.92403999999999,1,2-3,,,
93.12402,3,2-3,,,
93.324,1,3-4,,,
93.55731,2,4-1,,,
93.79061999999999,1,4-1,,,
94.02393,3,3-4,,,
94.49055,2,w1,,,
94.72386,1,w1,,,
94.75719,MOT_mc_stage_color_00,b-flash,,
94.75719,2,lp1,,,
94.75719,3,lp4,,,
94.75719,1,lp1,,,
96.29037,MOT_control_all,ike_zoom14,,
96.35703,MOT_mc_stage_color_00,r-flash,,
96.35703,MOT_mc_bg_black_00,b65-80,,
96.35703,2,hj1,,,
96.89031,2,1-2,l1,,
97.29026999999999,2,2-3,lb0,,
97.6569,2,3-4,,,
98.02353,2,sp4-1,,,
98.75679,MOT_control_all,ike_zoom15,,
98.85678,MOT_mc_stage_color_00,b-flash,,
98.85678,2,j1-2,,,
98.85678,3,hj4,,,
99.29007,2,lp2,,,
99.59004,3,4-1,r1,,
99.95667,3,1-2,rb0,,
100.32329999999999,3,sp2-3,,,
101.18988,3,j3-4,,,
101.28987,MOT_control_all,ike_zoom16,,
101.35652999999999,MOT_mc_stage_color_00,y-flash,,
101.35652999999999,1,1-2,l1,,
101.58984,3,lp4,,,
101.75649,1,2-3,lb0,,
102.15644999999999,1,j3-4,,,
102.68973,1,4-1,,,
103.12302,1,j1-2,,,
103.82294999999999,1,2-3,,,
104.22291,1,3-4,,,
104.58954,1,sp4-1,,,
106.38936,MOT_control_all,ike_zoom17,,
106.42268999999999,MOT_mc_stage_color_00,b-flash,,
106.42268999999999,MOT_mc_bg_black_00,b45-20,,
106.42268999999999,1,1-2,,,
106.58933999999999,2,2-3,,,
106.58933999999999,3,4-1,,,
106.95597,2,3-4,,,
106.95597,3,1-2,,,
106.95597,1,j2-3,,,
107.3226,2,4-1,,,
107.45591999999999,1,3-4,,,
107.58923999999999,3,2-3,,,
107.82254999999999,1,j4-1,,,
108.05586,2,hj1,,,
108.05586,3,hj3,,,
108.88910999999999,1,w1,,,
108.92244,MOT_mc_stage_color_00,r-flash,,
108.92244,1,1-2,,,
109.08909,2,1-2,l1,,
109.28907,3,3-4,r1,,
109.58904,2,2-3,lb0,,
109.58904,3,4-1,rb0,,
109.58904,1,j2-3,,,
110.18898,1,3-4,,,
110.45562,2,j3-4,,,
110.45562,3,j1-2,,,
110.92223999999999,MOT_mc_stage_color_00,b-flash,,
110.92223999999999,1,j4-1,,,
111.12222,2,j4-1,,,
111.38886,3,j2-3,,,
111.82215,2,1-2,l1,,
111.82215,3,3-4,r1,,
111.82215,1,1-2,,,
112.25544,2,2-3,lb0,,
112.25544,3,4-1,rb0,,
112.25544,1,j2-3,,,
112.48875,MOT_mc_stage_color_00,r-flash,,
112.68872999999999,1,sp3-4,,,
112.82204999999999,2,sp3-4,,,
112.82204999999999,3,sp1-2,,,
112.88870999999999,MOT_mc_stage_color_00,y-flash,,
113.75528999999999,2,j4-1,,,
114.02193,1,j4-1,,,
114.28856999999999,3,j2-3,,,
114.72185999999999,MOT_mc_stage_color_00,r-flash,,
114.72185999999999,2,hj1,,,
114.72185999999999,3,hj3,,,
114.72185999999999,1,hj1,,,
115.52177999999999,MOT_mc_stage_color_00,b-flash,,
115.52177999999999,2,1-2,,,
115.52177999999999,3,3-4,,,
115.52177999999999,1,1-2,,,
115.95506999999999,1,j2-3,,,
116.15504999999999,2,j2-3,,,
116.45501999999999,3,j4-1,,,
117.02163,1,w3,,,
117.08829,2,sp3-4,,,
117.08829,3,sp1-2,,,
117.08829,1,sp3-4,,,
117.6549,MOT_mc_stage_color_00,b-flash,,
118.15485,MOT_mc_stage_color_00,r-flash,,
119.78801999999999,1,j4-1,,,
119.92134,MOT_mc_stage_color_00,b-flash,,
119.92134,2,j4-1,,,
120.45461999999999,1,j1-2,,,
120.52127999999999,MOT_mc_stage_color_00,b-flash,,
120.58793999999999,3,j2-3,,,
120.9879,2,w1,,,
121.25453999999999,2,1-2,,,
121.42119,1,2-3,,,
121.58784,3,3-4,,,
122.18777999999999,2,w2,,,
122.22111,3,j4-1,,,
122.35443,1,w3,,,
122.58774,1,j3-4,,,
122.95437,2,j2-3,,,
123.28766999999999,3,w1,,,
123.52098,1,4-1,,,
123.78761999999999,2,3-4,,,
124.08758999999999,3,1-2,,,
124.45421999999999,1,w1,,,
124.68753,MOT_mc_stage_color_00,b-flash,,
124.68753,1,j1-2,,,
124.72085999999999,2,w4,,,
125.02082999999999,3,w2,,,
125.02082999999999,2,4-1,l1,,
125.38745999999999,MOT_mc_stage_color_00,y-flash,,
125.38745999999999,3,2-3,r1,,
125.72076,1,j2-3,,,
125.95406999999999,2,w1,,,
126.02073,MOT_mc_stage_color_00,r-flash,,
126.02073,2,j1-2,,,
126.02073,3,j3-4,,,
126.48734999999999,MOT_mc_stage_color_00,b-flash,,
126.48734999999999,2,j2-3,,,
126.48734999999999,3,j4-1,,,
126.48734999999999,1,j3-4,,,
127.55390999999999,3,w1,,,
127.55390999999999,2,w3,,,
127.55390999999999,1,w4,,,
127.72055999999999,MOT_mc_stage_color_00,r-flash,,
127.72055999999999,2,lp3,,,
127.72055999999999,3,lp1,,,
127.72055999999999,1,lp4,,,
127.78721999999999,MOT_control_all,ike_zoom18,,
133.18668,MOT_mc_stage_color_00,b-flash,,
133.18668,MOT_mc_bg_black_00,b20-65,,
133.18668,MOT_mc_speaker_00,stay,,
133.18668,MOT_mc_light_up_00,l1_lp,,
133.18668,MOT_mc_light_under_00,l1,,
133.18668,2,3-4,,b0,D40
133.18668,3,1-2,,b0,D40
133.18668,1,4-1,,b0,D40
134.11992,3,w2,,,
134.11992,2,w4,,,
134.11992,1,w1,,,
