0.03333,MOT_mc_bg_black_00,b80-45,,
0.06666,MOT_all,cut1,,
0.06666,MOT_control_all,zoom_1,,
48.19518,4,lp1,,,
48.19518,5,lp1,,,
48.76179,1,1-2,,,
49.22841,1,sp2-3,,,
49.89501,1,sj3,,,
50.39496,1,hj3,,,
51.19488,2,,,,L0
51.19488,3,,,,L0
51.19488,MOT_mc_stage_color_00,r-flash,,
51.19488,1,3-4,,,
51.19488,2,2-3,l1,,
51.19488,3,1-2,r1,,
51.19488,4,1-2,l1,,
51.19488,5,1-2,r1,,
51.52818,4,lp2,,,
51.52818,5,lp2,,,
52.02813,1,4-1,,,
52.02813,2,3-4,,,
52.02813,3,2-3,,,
52.46142,MOT_control_all,zoom_11,,
52.62807,1,hj1,,,
52.86138,2,hj4,,,
52.961369999999995,3,w3,,,
53.09469,3,hj3,,,
53.761289999999995,1,1-2,,,
53.761289999999995,2,4-1,,,
53.761289999999995,3,3-4,,,
53.761289999999995,4,2-3,,,
53.761289999999995,5,2-3,,,
54.09459,1,lp2,,,
54.09459,2,lp1,,,
54.09459,3,lp4,,,
54.09459,4,lp3,,,
54.09459,5,lp3,,,
54.561209999999996,1,,,,D40
54.561209999999996,2,,,,D40
54.561209999999996,3,,,,D40
54.79452,1,,,,L0
54.79452,2,,,,L0
54.79452,3,,,,L0
54.79452,4,,,,L0
54.79452,5,,,,L0
54.79452,4,j3-4,,,
54.79452,5,j3-4,,,
55.12782,2,j1-2,,,
55.12782,3,j4-1,,,
55.52778,1,j2-3,,,
55.861079999999994,5,w4,,,
55.861079999999994,4,w4,,,
56.02773,MOT_mc_stage_color_00,b-flash,,
56.02773,MOT_mc_back_00,lt_3,,
56.02773,1,hj3,,,
56.02773,2,hj2,,,
56.02773,3,hj1,,,
56.02773,4,hj4,,,
56.02773,5,hj4,,,
56.39436,MOT_mc_stage_color_00,y-flash,,
56.69433,4,4-1,l2,,
56.69433,5,4-1,r2,,
56.69433,1,j3-4,,,
56.960969999999996,2,2-3,l2,,
56.960969999999996,3,1-2,r2,,
57.29427,MOT_mc_stage_color_00,r-flash,,
57.29427,4,1-2,lb1,,
57.29427,5,1-2,rb1,,
57.29427,1,j4-1,,,
57.62757,2,3-4,lb1,,
57.62757,3,2-3,rb1,,
58.194179999999996,2,hj4,,,
58.194179999999996,3,hj3,,,
58.194179999999996,1,1-2,,,
58.227509999999995,5,w2,,,
58.227509999999995,4,w2,,,
58.660799999999995,4,hj2,,,
58.660799999999995,5,hj2,,,
58.660799999999995,1,2-3,,,
59.060759999999995,MOT_mc_stage_color_00,b-flash,,
59.060759999999995,1,hj3,,,
59.16075,1,,,,D40
59.16075,4,,,,D40
59.16075,5,,,,D40
59.16075,2,hj4,,,
59.29407,3,hj3,,,
59.827349999999996,2,,,,D40
59.827349999999996,3,,,,D40
59.894009999999994,5,w2,,,
59.894009999999994,4,w2,,,
59.894009999999994,MOT_control_all,zoom_12,,
59.994,5,,,,L0
59.994,5,2-3,,,
60.293969999999995,1,w3,,,
60.39396,2,w4,,,
60.39396,5,3-4,,,
60.52728,3,w3,,,
60.727259999999994,5,hj4,,,
60.82725,MOT_control_all,zoom_13,,
60.92724,2,,,,L0
60.92724,3,,,,L0
60.92724,5,,,,D40
60.92724,MOT_mc_stage_color_00,y-flash,,
60.92724,2,4-1,,,
60.92724,3,3-4,,,
61.26054,2,hj1,,,
61.26054,3,hj4,,,
61.6605,2,,,,D40
61.6605,3,,,,D40
61.6605,4,,,,L0
61.6605,4,2-3,,,
61.960469999999994,5,w4,,,
62.06046,4,sj3,,,
62.49375,3,w4,,,
62.49375,2,w1,,,
62.49375,MOT_control_all,zoom_14,,
62.56041,4,hj3,,,
62.59374,2,,,,L0
62.59374,3,,,,L0
62.59374,4,,,,D40
62.59374,MOT_mc_stage_color_00,r-flash,,
62.59374,2,1-2,,,
62.59374,3,4-1,,,
62.92704,2,hj2,,,
62.92704,3,hj1,,,
63.22701,2,,,,D40
63.22701,3,,,,D40
63.327,1,,,,L0
63.327,4,,,,L0
63.327,5,,,,L0
63.327,1,3-4,,,
63.327,4,3-4,,,
63.327,5,4-1,,,
63.59364,2,lp2,,,
63.59364,3,lp1,,,
63.926939999999995,4,j4-1,,,
63.926939999999995,5,j1-2,,,
64.19358,1,4-1,,,
64.52687999999999,1,1-2,,,
64.52687999999999,4,1-2,,,
64.52687999999999,5,2-3,,,
64.86018,MOT_mc_stage_color_00,b-flash,,
64.86018,1,2-3,,,
64.86018,4,2-3,,,
64.86018,5,3-4,,,
65.39345999999999,MOT_mc_stage_color_00,y-flash,,
65.39345999999999,1,sj3,,,
65.39345999999999,4,sj3,,,
65.39345999999999,5,sj4,,,
65.89341,5,w4,,,
65.89341,4,w3,,,
65.89341,1,w3,,,
65.92674,MOT_mc_stage_color_00,r-flash,,
65.92674,1,hj3,,,
65.92674,4,hj3,,,
65.92674,5,hj4,,,
66.22671,4,,,,D40
66.22671,5,,,,D40
66.79332,1,hj3,,,
67.05996,4,,,,L0
67.05996,5,,,,L0
67.05996,1,,,,D40
67.05996,MOT_mc_stage_color_00,b-flash,,
67.05996,4,hj3,,,
67.05996,5,hj4,,,
67.52658,4,,,,D40
67.52658,5,,,,D40
67.69323,2,,,,L0
67.69323,2,hj2,,,
68.02653,1,w3,,,
68.02653,4,,,,L0
68.02653,5,,,,L0
68.02653,2,,,,D40
68.02653,MOT_mc_stage_color_00,y-flash,,
68.02653,4,hj3,,,
68.02653,5,hj4,,,
68.39316,4,,,,D40
68.39316,5,,,,D40
68.49315,3,,,,L0
68.49315,3,1-2,r2,,
68.92644,2,w2,,,
68.92644,3,2-3,,,
69.25974,5,w4,,,
69.25974,4,w3,,,
69.35973,3,3-4,rb1,,
69.69303,3,j4-1,,,
70.02633,MOT_control_all,zoom_15,,
70.22631,MOT_mc_stage_color_00,r-flash,,
70.22631,3,hj1,,,
71.45952,3,w1,,,
71.85947999999999,3,,,,D40
71.92614,1,,,,L0
71.92614,2,,,,L0
71.92614,3,,,,L0
71.92614,4,,,,L0
71.92614,5,,,,L0
71.92614,1,3-4,,,
71.92614,2,2-3,,,
71.92614,3,1-2,,,
71.92614,4,3-4,,,
71.92614,5,4-1,,,
72.35943,1,4-1,,,
72.35943,2,3-4,,,
72.35943,3,2-3,,,
72.35943,4,4-1,l2,,
72.35943,5,1-2,r2,,
72.75939,1,1-2,,,
72.75939,2,4-1,l2,,
72.75939,3,3-4,r2,,
72.75939,4,1-2,,,
72.75939,5,2-3,,,
73.09268999999999,1,hj2,,,
73.09268999999999,2,hj1,,,
73.09268999999999,3,hj4,,,
73.09268999999999,4,hj2,,,
73.09268999999999,5,hj3,,,
73.62597,MOT_mc_stage_color_00,b-flash,,
73.62597,4,j2-3,,,
73.62597,5,j3-4,,,
74.05926,MOT_mc_stage_color_00,y-flash,,
74.05926,2,j1-2,,,
74.05926,3,j4-1,,,
74.32589999999999,1,w2,,,
74.45922,MOT_mc_stage_color_00,r-flash,,
74.45922,1,j2-3,,,
74.69252999999999,5,w4,,,
74.69252999999999,4,w3,,,
75.12581999999999,3,w1,,,
75.12581999999999,2,w2,,,
75.15915,4,hj3,,,
75.15915,5,hj4,,,
75.35913,MOT_mc_stage_color_00,b-flash,,
75.35913,2,hj2,,,
75.35913,3,hj1,,,
75.52578,1,w3,,,
75.69243,MOT_mc_stage_color_00,y-flash,,
76.02573,MOT_mc_stage_color_00,r-flash,,
76.02573,1,hj3,,,
76.02573,2,hj2,,,
76.02573,3,hj1,,,
76.02573,4,hj3,,,
76.02573,5,hj4,,,
76.39236,1,,,,D40
76.39236,2,,,,D40
76.39236,3,,,,D40
76.39236,4,,,,D40
76.39236,5,,,,D40
76.52568,MOT_control_all,zoom_16,,
76.59234,1,,,,L0
76.59234,2,,,,L0
76.59234,3,,,,L0
76.59234,4,,,,L0
76.59234,5,,,,L0
76.59234,MOT_mc_stage_color_00,r-flash,,
76.59234,MOT_mc_back_00,lt_2,,
76.59234,1,3-4,,,
76.59234,2,2-3,,,
76.59234,3,1-2,,,
76.59234,4,3-4,,,
76.59234,5,4-1,,,
77.15894999999999,1,4-1,,,
77.15894999999999,4,4-1,l3,,
77.15894999999999,5,1-2,r3,,
77.52557999999999,3,w2,,,
77.52557999999999,2,w3,,,
77.79222,1,1-2,,,
77.79222,2,3-4,l3,,
77.79222,3,2-3,r3,,
78.09219,5,w2,,,
78.09219,4,w1,,,
78.32549999999999,1,j2-3,,,
78.32549999999999,2,j4-1,,,
78.32549999999999,3,j3-4,,,
78.32549999999999,4,j1-2,,,
78.32549999999999,5,j2-3,,,
79.12541999999999,4,2-3,lb2,,
79.12541999999999,5,3-4,rb2,,
79.3254,1,,,,D40
79.3254,2,,,,D40
79.3254,3,,,,D40
79.3254,4,,,,D40
79.3254,5,,,,D40
79.39206,3,w4,,,
79.39206,2,w1,,,
79.39206,1,w3,,,
79.45872,4,hj3,,,
79.45872,5,hj4,,,
79.89201,2,1-2,lb2,,
79.89201,3,4-1,rb2,,
80.22531,2,hj2,,,
80.22531,3,hj1,,,
80.45862,1,3-4,,,
80.69193,5,w4,,,
80.69193,4,w3,,,
80.79191999999999,1,hj4,,,
81.45852,3,w1,,,
81.45852,2,w2,,,
81.45852,1,sj4,,,
81.45852,2,sj2,,,
81.45852,3,sj1,,,
81.45852,4,sj3,,,
81.45852,5,sj4,,,
81.95846999999999,5,w4,,,
81.95846999999999,4,w3,,,
81.95846999999999,3,w1,,,
81.95846999999999,2,w2,,,
81.95846999999999,1,4-1,,,
81.95846999999999,2,2-3,,,
81.95846999999999,3,1-2,,,
81.95846999999999,4,3-4,,,
81.95846999999999,5,4-1,,,
82.35843,MOT_mc_back_00,lt_3,,
82.39175999999999,1,,,,L0
82.39175999999999,2,,,,L0
82.39175999999999,3,,,,L0
82.39175999999999,4,,,,L0
82.39175999999999,5,,,,L0
82.39175999999999,MOT_mc_stage_color_00,b-flash,,
82.39175999999999,4,j4-1,,,
82.39175999999999,5,j1-2,,,
82.62507,2,j3-4,,,
82.62507,3,j2-3,,,
82.82504999999999,MOT_mc_stage_color_00,y-flash,,
82.82504999999999,1,j1-2,,,
83.05836,4,hj1,,,
83.05836,5,hj2,,,
83.39166,MOT_mc_stage_color_00,r-flash,,
83.39166,2,hj4,,,
83.39166,3,hj3,,,
83.69162999999999,MOT_mc_stage_color_00,b-flash,,
83.69162999999999,1,hj2,,,
83.95827,MOT_mc_back_00,lt_2,,
84.19158,1,,,,D40
84.19158,2,,,,D40
84.19158,3,,,,D40
84.19158,4,,,,D40
84.19158,5,,,,D40
84.29157,5,w2,,,
84.29157,4,w1,,,
84.35822999999999,1,2-3,,,
84.35822999999999,4,1-2,l3,,
84.35822999999999,5,2-3,r3,,
84.62487,3,w3,,,
84.62487,2,w4,,,
84.9915,1,3-4,,,
84.9915,2,4-1,l3,,
84.9915,3,3-4,r3,,
85.29146999999999,5,w3,,,
85.29146999999999,4,w2,,,
85.52477999999999,1,j4-1,,,
85.52477999999999,2,j1-2,,,
85.52477999999999,3,j4-1,,,
85.52477999999999,4,j2-3,,,
85.52477999999999,5,j3-4,,,
86.32469999999999,4,3-4,lb2,,
86.32469999999999,5,4-1,rb2,,
86.59134,3,w1,,,
86.59134,2,w2,,,
86.59134,1,w1,,,
86.658,4,hj4,,,
86.658,5,hj1,,,
87.09129,2,2-3,lb2,,
87.09129,3,1-2,rb2,,
87.42459,2,hj3,,,
87.42459,3,hj2,,,
87.6579,1,1-2,,,
87.89121,5,w1,,,
87.89121,4,w4,,,
87.99119999999999,1,hj2,,,
88.6578,3,w2,,,
88.6578,2,w3,,,
88.6578,1,sj2,,,
88.6578,2,sj3,,,
88.6578,3,sj2,,,
88.6578,4,sj4,,,
88.6578,5,sj1,,,
89.15775,5,w1,,,
89.15775,4,w4,,,
89.15775,3,w2,,,
89.15775,2,w3,,,
89.15775,1,2-3,,,
89.15775,2,3-4,,,
89.15775,3,2-3,,,
89.15775,4,4-1,,,
89.15775,5,1-2,,,
89.69103,1,j3-4,,,
89.69103,2,j4-1,,,
89.69103,3,j3-4,,,
89.69103,4,j1-2,,,
89.69103,5,j2-3,,,
90.19098,1,4-1,,,
90.19098,2,1-2,,,
90.19098,3,4-1,,,
90.19098,4,2-3,,,
90.19098,5,3-4,,,
90.92424,1,sj1,,,
90.92424,2,sj2,,,
90.92424,3,sj1,,,
90.92424,4,sj3,,,
90.92424,5,sj4,,,
91.42419,5,w4,,,
91.42419,4,w3,,,
91.42419,3,w1,,,
91.42419,2,w2,,,
91.42419,1,hj1,,,
91.42419,2,hj2,,,
91.42419,3,hj1,,,
91.42419,4,hj3,,,
91.42419,5,hj4,,,
92.29077,1,,,,L0
92.29077,2,,,,L0
92.29077,3,,,,L0
92.29077,4,,,,L0
92.29077,5,,,,L0
92.29077,4,j3-4,,,
92.29077,5,j4-1,,,
92.62406999999999,2,j2-3,,,
92.62406999999999,3,j1-2,,,
92.6574,1,w1,,,
93.02403,1,j1-2,,,
93.35732999999999,5,w1,,,
93.35732999999999,4,w4,,,
93.52398,MOT_mc_stage_color_00,b-flash,,
93.52398,MOT_mc_back_00,lt_3,,
93.52398,1,hj2,,,
93.52398,2,hj3,,,
93.52398,3,hj2,,,
93.52398,4,hj4,,,
93.52398,5,hj1,,,
94.05726,MOT_control_all,zoom_17,,
94.19058,MOT_mc_stage_color_00,y-flash,,
94.19058,4,4-1,l3,,
94.19058,5,1-2,r3,,
94.19058,1,j2-3,,,
94.45721999999999,2,3-4,l3,,
94.45721999999999,3,2-3,r3,,
94.79052,4,1-2,lb2,,
94.79052,5,2-3,rb2,,
94.79052,1,j3-4,,,
95.09049,MOT_mc_stage_color_00,r-flash,,
95.12382,2,4-1,lb2,,
95.12382,3,3-4,rb2,,
95.69042999999999,2,hj1,,,
95.69042999999999,3,hj4,,,
95.69042999999999,1,4-1,,,
95.72376,5,w3,,,
95.72376,4,w2,,,
96.15705,4,hj2,,,
96.15705,5,hj3,,,
96.15705,1,1-2,,,
96.55700999999999,1,hj2,,,
96.657,2,hj1,,,
96.85698,1,,,,D40
96.85698,4,,,,D40
96.85698,5,,,,D40
96.85698,MOT_mc_stage_color_00,b-flash,,
96.85698,3,hj4,,,
97.3236,2,,,,D40
97.3236,3,,,,D40
97.3236,5,3-4,,,
97.39026,4,w2,,,
97.6569,1,,,,L0
97.6569,1,2-3,,,
97.89021,2,w1,,,
98.09018999999999,3,w4,,,
98.22350999999999,1,hj3,,,
98.25684,5,w4,,,
98.55681,4,,,,L0
98.55681,5,,,,L0
98.55681,1,,,,D40
98.55681,4,2-3,,,
98.55681,5,4-1,,,
98.72345999999999,MOT_mc_stage_color_00,y-flash,,
98.89010999999999,4,hj3,,,
98.89010999999999,5,hj1,,,
99.15675,4,,,,D40
99.15675,5,,,,D40
99.45671999999999,1,w3,,,
99.45671999999999,1,,,,L0
99.45671999999999,1,3-4,,,
99.75668999999999,1,sj4,,,
99.95667,2,1-2,,,
99.95667,3,4-1,,,
100.12331999999999,5,w1,,,
100.12331999999999,4,w3,,,
100.18997999999999,1,,,,D40
100.25663999999999,1,hj4,,,
100.32329999999999,4,,,,L0
100.32329999999999,5,,,,L0
100.32329999999999,4,hj3,,,
100.32329999999999,5,hj1,,,
100.38996,MOT_mc_stage_color_00,r-flash,,
100.88991,3,w1,,,
100.88991,2,w2,,,
100.92323999999999,MOT_control_all,zoom_18,,
100.92323999999999,4,,,,D40
100.92323999999999,5,,,,D40
100.98989999999999,2,lp2,,,
100.98989999999999,3,lp1,,,
101.02323,1,,,,L0
101.02323,2,,,,L0
101.02323,3,,,,L0
101.02323,1,4-1,,,
101.02323,2,2-3,,,
101.02323,3,1-2,,,
101.42318999999999,1,j1-2,,,
101.42318999999999,2,j3-4,,,
101.42318999999999,3,j2-3,,,
101.55650999999999,5,w1,,,
101.55650999999999,4,w3,,,
102.02313,1,2-3,,,
102.02313,2,4-1,,,
102.02313,3,3-4,,,
102.35642999999999,1,3-4,,,
102.35642999999999,2,1-2,,,
102.35642999999999,3,4-1,,,
102.65639999999999,MOT_mc_stage_color_00,b-flash,,
102.88971,1,sj4,,,
102.88971,2,sj2,,,
102.88971,3,sj1,,,
103.18968,MOT_mc_stage_color_00,y-flash,,
103.38965999999999,3,w1,,,
103.38965999999999,2,w2,,,
103.38965999999999,1,w4,,,
103.42299,1,j4-1,,,
103.42299,2,j2-3,,,
103.42299,3,j1-2,,,
103.72296,2,,,,D40
103.72296,3,,,,D40
103.72296,MOT_mc_stage_color_00,r-flash,,
103.88960999999999,MOT_control_all,zoom_19,,
104.02293,1,,,,L0
