time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
59.152,,3,,MasterOut,0,1,,
59.152,,3,,BUS_0007,0,0.1,,
59.152,,4,,MasterOut,0,1,,
59.152,,4,,BUS_0007,0,0.1,,
59.152,,5,,MasterOut,0,1,,
59.152,,5,,BUS_0007,0,0.1,,
59.152,1,1,1,,,,0,0.51
59.152,2,2,1,,,,-9,0.36
59.152,3,3,1,,,,9,0.36
59.152,4,4,1,,,,-18,0.28
59.152,5,5,1,,,,18,0.28
66.165,,1,,MasterOut,0.05,0,,
66.165,,1,,BUS_0007,0.2,0,,
66.165,,2,,MasterOut,0.05,0,,
66.165,,2,,BUS_0007,0.2,0,,
66.165,,3,,MasterOut,0.05,0,,
66.165,,3,,BUS_0007,0.2,0,,
66.165,,4,,MasterOut,0.05,0,,
66.165,,4,,BUS_0007,0.2,0,,
66.165,,5,,MasterOut,0.05,0,,
66.165,,5,,BUS_0007,0.2,0,,
66.505,,5,,MasterOut,0,1,,
66.505,,5,,BUS_0007,0,0.1,,
66.505,5,5,1,,,,0,0.78
70.048,,1,,MasterOut,0,1,,
70.048,,1,,BUS_0007,0,0.1,,
70.048,,2,,MasterOut,0,1,,
70.048,,2,,BUS_0007,0,0.1,,
70.048,,3,,MasterOut,0,1,,
70.048,,3,,BUS_0007,0,0.1,,
70.048,,4,,MasterOut,0,1,,
70.048,,4,,BUS_0007,0,0.1,,
70.048,1,1,1,,,,0,0.51
70.048,2,2,1,,,,-9,0.36
70.048,3,3,1,,,,9,0.36
70.048,4,4,1,,,,-18,0.28
70.048,5,5,1,,,,18,0.28
74.614,,1,,MasterOut,0.05,0,,
74.614,,1,,BUS_0007,0.2,0,,
74.614,,2,,MasterOut,0.05,0,,
74.614,,2,,BUS_0007,0.2,0,,
74.614,,3,,MasterOut,0.05,0,,
74.614,,3,,BUS_0007,0.2,0,,
74.614,,4,,MasterOut,0.05,0,,
74.614,,4,,BUS_0007,0.2,0,,
74.614,,5,,MasterOut,0.05,0,,
74.614,,5,,BUS_0007,0.2,0,,
75.154,,1,,MasterOut,0,1,,
75.154,,1,,BUS_0007,0,0.1,,
75.154,1,1,1,,,,0,0.78
85.715,,1,,MasterOut,0.05,0,,
85.715,,1,,BUS_0007,0.2,0,,
86.19,,4,,MasterOut,0,1,,
86.19,,4,,BUS_0007,0,0.1,,
86.19,,5,,MasterOut,0,1,,
86.19,,5,,BUS_0007,0,0.1,,
86.19,4,4,,,,,-9,0.52
86.19,5,5,,,,,9,0.52
88.369,,4,,MasterOut,0.05,0,,
88.369,,4,,BUS_0007,0.2,0,,
88.369,,5,,MasterOut,0.05,0,,
88.369,,5,,BUS_0007,0.2,0,,
88.796,,2,,MasterOut,0,1,,
88.796,,2,,BUS_0007,0,0.1,,
88.796,,3,,MasterOut,0,1,,
88.796,,3,,BUS_0007,0,0.1,,
88.796,2,2,,,,,-9,0.52
88.796,3,3,,,,,9,0.52
91.035,,1,,MasterOut,0,1,,
91.035,,1,,BUS_0007,0,0.1,,
91.035,,4,,MasterOut,0,1,,
91.035,,4,,BUS_0007,0,0.1,,
91.035,,5,,MasterOut,0,1,,
91.035,,5,,BUS_0007,0,0.1,,
91.035,1,1,1,,,,0,0.51
91.035,2,2,1,,,,-9,0.36
91.035,3,3,1,,,,9,0.36
91.035,4,4,1,,,,-18,0.28
91.035,5,5,1,,,,18,0.28
97,,1,,MasterOut,0.05,0,,
97,,1,,BUS_0007,0.2,0,,
97,,2,,MasterOut,0.05,0,,
97,,2,,BUS_0007,0.2,0,,
97,,3,,MasterOut,0.05,0,,
97,,3,,BUS_0007,0.2,0,,
97,,4,,MasterOut,0.05,0,,
97,,4,,BUS_0007,0.2,0,,
97,,5,,MasterOut,0.05,0,,
97,,5,,BUS_0007,0.2,0,,
97.352,,5,,MasterOut,0,1,,
97.352,,5,,BUS_0007,0,0.1,,
97.352,5,5,,,,,0,0.78
103.166,,5,,MasterOut,0.05,0,,
103.166,,5,,BUS_0007,0.2,0,,
103.581,,1,,MasterOut,0,1,,
103.581,,1,,BUS_0007,0,0.1,,
103.581,,2,,MasterOut,0,1,,
103.581,,2,,BUS_0007,0,0.1,,
103.581,,3,,MasterOut,0,1,,
103.581,,3,,BUS_0007,0,0.1,,
103.581,,4,,MasterOut,0,1,,
103.581,,4,,BUS_0007,0,0.1,,
103.581,,5,,MasterOut,0,1,,
103.581,,5,,BUS_0007,0,0.1,,
103.581,1,1,1,,,,0,0.51
103.581,2,2,1,,,,-9,0.36
103.581,3,3,1,,,,9,0.36
103.581,4,4,1,,,,-18,0.28
103.581,5,5,1,,,,18,0.28
110.615,,1,,MasterOut,0.05,0,,
110.615,,1,,BUS_0007,0.2,0,,
110.615,,2,,MasterOut,0.05,0,,
110.615,,2,,BUS_0007,0.2,0,,
110.615,,3,,MasterOut,0.05,0,,
110.615,,3,,BUS_0007,0.2,0,,
110.615,,4,,MasterOut,0.05,0,,
110.615,,4,,BUS_0007,0.2,0,,
110.615,,5,,MasterOut,0.05,0,,
110.615,,5,,BUS_0007,0.2,0,,
110.959,,4,,MasterOut,0,1,,
110.959,,4,,BUS_0007,0,0.1,,
110.959,4,4,1,,,,0,0.78
114.081,,4,,MasterOut,0.05,0,,
114.081,,4,,BUS_0007,0.2,0,,
114.464,,1,,MasterOut,0,1,,
114.464,,1,,BUS_0007,0,0.1,,
114.464,,2,,MasterOut,0,1,,
114.464,,2,,BUS_0007,0,0.1,,
114.464,,3,,MasterOut,0,1,,
114.464,,3,,BUS_0007,0,0.1,,
114.464,,4,,MasterOut,0,1,,
114.464,,4,,BUS_0007,0,0.1,,
114.464,,5,,MasterOut,0,1,,
114.464,,5,,BUS_0007,0,0.1,,
114.464,1,1,1,,,,0,0.51
114.464,2,2,1,,,,-9,0.36
114.464,3,3,1,,,,9,0.36
114.464,4,4,1,,,,-18,0.28
114.464,5,5,1,,,,18,0.28
