0.03333,MOT_all,cut1,,
0.03333,MOT_mc_back_00,lt_1,,
80.05866,3,3-4,,,
80.05866,4,4-1,,,
80.05866,5,4-1,,,
80.55861,1,4-1,,,
80.55861,2,4-1,,,
80.55861,3,4-1,,,
80.55861,4,1-2,,,
80.55861,5,1-2,,,
81.42519,1,1-2,,,
81.42519,2,1-2,,,
81.42519,3,1-2,,,
81.42519,4,2-3,,,
81.42519,5,2-3,,,
81.92514,1,j2-3,,,
81.92514,2,j2-3,,,
81.92514,3,j2-3,,,
81.92514,4,j3-4,,,
81.92514,5,j3-4,,,
82.35843,1,sj3,,,
82.35843,2,sj3,,,
82.35843,3,sj3,,,
82.35843,4,sj4,,,
82.35843,5,sj4,,,
82.72506,1,hj3,,,
82.72506,2,hj3,,,
82.72506,3,hj3,,,
82.72506,4,hj4,,,
82.72506,5,hj4,,,
83.39166,1,lp3,,,
83.39166,2,lp3,,,
83.39166,3,lp3,,,
83.39166,4,lp4,,,
83.39166,5,lp4,,,
83.92493999999999,1,,,,D40
83.92493999999999,2,,,,D40
83.92493999999999,3,,,,D40
83.92493999999999,4,,,,D40
83.92493999999999,5,,,,D40
84.22491,1,,,,L0
84.22491,2,,,,L0
84.22491,3,,,,L0
84.22491,4,,,,L0
84.22491,5,,,,L0
84.22491,1,3-4,,,
84.22491,2,3-4,,,
84.22491,3,3-4,,,
84.22491,4,4-1,,,
84.22491,5,4-1,,,
84.55821,1,4-1,,,
84.55821,2,4-1,,,
84.55821,3,4-1,,,
84.55821,4,1-2,,,
84.55821,5,1-2,,,
84.89151,1,lp1,,,
84.89151,2,lp1,,,
84.89151,3,lp1,,,
84.89151,4,lp2,,,
84.89151,5,lp2,,,
85.62477,1,j1-2,,,
85.62477,2,j1-2,,,
85.62477,3,j1-2,,,
85.62477,4,j2-3,,,
85.62477,5,j2-3,,,
86.19138,1,2-3,,,
86.19138,2,2-3,,,
86.19138,3,2-3,,,
86.19138,4,3-4,,,
86.19138,5,3-4,,,
86.72466,1,sj3,,,
86.72466,2,sj3,,,
86.72466,3,sj3,,,
86.72466,4,sj4,,,
86.72466,5,sj4,,,
87.22461,5,w4,,,
87.22461,4,w4,,,
87.22461,3,w3,,,
87.22461,2,w3,,,
87.22461,1,w3,,,
87.42459,1,j3-4,,,
87.42459,2,j3-4,,,
87.42459,3,j3-4,,,
87.42459,4,j4-1,,,
87.42459,5,j4-1,,,
87.85788,1,4-1,,,
87.85788,2,4-1,,,
87.85788,3,4-1,,,
87.85788,4,1-2,,,
87.85788,5,1-2,,,
88.45782,1,1-2,,,
88.45782,2,1-2,,,
88.45782,3,1-2,,,
88.45782,4,2-3,,,
88.45782,5,2-3,,,
88.79111999999999,1,j2-3,,,
88.79111999999999,2,j2-3,,,
88.79111999999999,3,j2-3,,,
88.79111999999999,4,j3-4,,,
88.79111999999999,5,j3-4,,,
89.29106999999999,1,lp3,,,
89.29106999999999,2,lp3,,,
89.29106999999999,3,lp3,,,
89.29106999999999,4,lp4,,,
89.29106999999999,5,lp4,,,
89.69103,MOT_control_all,zoom12,,
89.69103,1,,,,D40
89.69103,2,,,,D40
89.69103,3,,,,D40
89.69103,4,,,,D40
89.69103,5,,,,D40
90.05766,1,,,,L0
90.05766,1,,,f1,
90.85758,1,3-4,,,
91.42419,1,j4-1,,,
91.92414,1,lp1,,,
92.62406999999999,1,1-2,,,
93.12402,1,2-3,,,
93.82395,1,sj3,,,
94.3239,1,3-4,,,
94.65719999999999,1,lp4,,,
95.02382999999999,1,,,,D40
95.35713,1,,,,L0
95.35713,1,4-1,,,
95.89041,1,hj1,,,
96.85698,1,1-2,,,
97.19028,1,j2-3,,,
98.15684999999999,MOT_mc_stage_color_00,b-flash,,
98.22350999999999,1,3-4,,,
98.69013,MOT_mc_stage_color_00,y-flash,,
98.72345999999999,1,j4-1,,,
99.32339999999999,1,j1-2,,,
99.39005999999999,MOT_mc_stage_color_00,r-flash,,
99.92334,MOT_mc_stage_color_00,b-flash,,
99.99,1,hj2,,,
100.82325,MOT_control_all,zoom13,,
100.85658,1,,,,D40
101.05655999999999,MOT_mc_back_00,lt_1,,
101.05655999999999,2,,,,L0
101.05655999999999,1,,,b0,
101.05655999999999,2,,,f1,
101.22321,1,w2,,,
101.38986,1,2-3,,,
101.38986,2,3-4,,,
101.38986,3,3-4,,,
101.38986,4,4-1,,,
101.38986,5,4-1,,,
101.78981999999999,1,lp3,,,
101.78981999999999,2,lp4,,,
101.78981999999999,3,lp4,,,
101.78981999999999,4,lp1,,,
101.78981999999999,5,lp1,,,
102.48975,2,4-1,,,
102.9897,2,1-2,,,
103.92294,2,w2,,,
103.95626999999999,2,j2-3,,,
104.35623,2,3-4,,,
104.85618,2,sj4,,,
105.35613,2,w4,,,
105.38946,2,hj4,,,
106.02273,2,lp4,,,
106.35602999999999,MOT_control_all,zoom14,,
106.38936,2,,,,D40
106.65599999999999,3,,,,L0
106.65599999999999,2,,,b0,
106.65599999999999,3,,,f1,
107.05596,2,4-1,,,
107.05596,3,sj4,,,
107.05596,1,3-4,,,
107.05596,4,1-2,,,
107.05596,5,1-2,,,
107.38926,2,lp1,,,
107.38926,1,lp4,,,
107.38926,3,lp4,,,
107.38926,4,lp2,,,
107.38926,5,lp2,,,
107.78922,3,4-1,,,
108.18918,3,j1-2,,,
108.92244,3,2-3,,,
109.52238,3,3-4,,,
109.95567,3,4-1,,,
110.28896999999999,3,hj1,,,
110.88891,3,1-2,,,
111.22220999999999,3,2-3,,,
111.55551,3,lp3,,,
112.15545,3,,,,D40
112.32209999999999,MOT_control_all,zoom15,,
112.58874,MOT_mc_stage_color_00,y-flash,,
112.58874,1,,,,L0
112.58874,2,,,,L0
112.58874,3,,,,L0
112.58874,4,,,,L0
112.58874,5,,,,L0
112.58874,1,,,f1,
112.58874,2,,,f1,
112.58874,4,,,f1,
112.58874,5,,,f1,
112.58874,3,3-4,,,
113.42199,1,4-1,,,
113.42199,2,1-2,,,
113.42199,3,4-1,,,
113.42199,4,2-3,,,
113.42199,5,2-3,,,
113.95527,1,j1-2,,,
113.95527,2,j2-3,,,
113.95527,3,j1-2,,,
113.95527,4,j3-4,,,
113.95527,5,j3-4,,,
114.75519,1,,,,D40
114.75519,2,,,,D40
114.75519,3,,,,D40
114.75519,4,,,,D40
114.75519,5,,,,D40
115.02183,5,w4,,,
115.02183,4,w4,,,
115.02183,3,w2,,,
115.02183,2,w3,,,
115.02183,1,w2,,,
115.15514999999999,1,,,,L0
115.15514999999999,2,,,,L0
115.15514999999999,3,,,,L0
115.15514999999999,4,,,,L0
115.15514999999999,5,,,,L0
115.15514999999999,1,2-3,,,
115.15514999999999,2,3-4,,,
115.15514999999999,3,2-3,,,
115.15514999999999,4,4-1,,,
115.15514999999999,5,4-1,,,
115.48845,1,3-4,,,
115.48845,2,4-1,,,
115.48845,3,3-4,,,
115.48845,4,1-2,,,
115.48845,5,1-2,,,
115.82175,1,sj4,,,
115.82175,2,sj1,,,
115.82175,3,sj4,,,
115.82175,4,sj2,,,
115.82175,5,sj2,,,
116.32169999999999,5,w2,,,
116.32169999999999,4,w2,,,
116.32169999999999,3,w4,,,
116.32169999999999,2,w1,,,
116.32169999999999,1,w4,,,
116.35503,1,4-1,,,
116.35503,2,1-2,,,
116.35503,3,4-1,,,
116.35503,4,2-3,,,
116.35503,5,2-3,,,
116.75498999999999,1,1-2,,,
116.75498999999999,2,2-3,,,
116.75498999999999,3,1-2,,,
116.75498999999999,4,3-4,,,
116.75498999999999,5,3-4,,,
117.15495,1,hj2,,,
117.15495,2,hj3,,,
117.15495,3,hj2,,,
117.15495,4,hj4,,,
117.15495,5,hj4,,,
117.72156,1,lp2,,,
117.72156,2,lp3,,,
117.72156,3,lp2,,,
117.72156,4,lp4,,,
117.72156,5,lp4,,,
118.45482,MOT_mc_stage_color_00,r-flash,,
118.45482,1,,,,D40
118.45482,2,,,,D40
118.45482,3,,,,D40
118.45482,4,,,,D40
118.45482,5,,,,D40
118.55480999999999,MOT_mc_back_00,lt_2,,
118.92143999999999,1,,,,L0
118.92143999999999,2,,,,L0
118.92143999999999,3,,,,L0
118.92143999999999,4,,,,L0
118.92143999999999,5,,,,L0
118.92143999999999,1,j2-3,,,
118.92143999999999,2,j3-4,,,
118.92143999999999,3,j2-3,,,
118.92143999999999,4,j4-1,,,
118.92143999999999,5,j4-1,,,
119.48805,1,3-4,,,
119.48805,2,4-1,,,
119.48805,3,3-4,,,
119.48805,4,1-2,,,
119.48805,5,1-2,,,
120.05466,1,4-1,,,
120.05466,2,1-2,,,
120.05466,3,4-1,,,
120.05466,4,2-3,,,
120.05466,5,2-3,,,
120.48795,1,sj1,,,
120.48795,2,sj2,,,
120.48795,3,sj1,,,
120.48795,4,sj3,,,
120.48795,5,sj3,,,
120.9879,5,w3,,,
120.9879,4,w3,,,
120.9879,3,w1,,,
120.9879,2,w2,,,
120.9879,1,w1,,,
121.22121,1,hj1,,,
121.22121,2,hj2,,,
121.22121,3,hj1,,,
121.22121,4,hj3,,,
121.22121,5,hj3,,,
122.45442,5,w3,,,
122.45442,4,w3,,,
122.45442,3,w1,,,
122.45442,2,w2,,,
122.45442,1,w1,,,
123.15435,1,,,,D40
123.15435,2,,,,D40
123.15435,3,,,,D40
123.15435,4,,,,D40
123.15435,5,,,,D40
123.58764,1,,,,L0
123.58764,2,,,,L0
123.58764,3,,,,L0
123.58764,4,,,,L0
123.58764,5,,,,L0
123.58764,4,hj3,,,
123.58764,5,hj3,,,
124.05426,2,hj2,,,
124.05426,3,hj1,,,
124.68753,1,hj1,,,
124.82085,5,w3,,,
124.82085,4,w3,,,
125.28747,3,w1,,,
125.28747,2,w2,,,
125.42079,1,1-2,,,
125.42079,2,2-3,,,
125.42079,3,1-2,,,
125.42079,4,3-4,,,
125.42079,5,3-4,,,
126.15405,1,2-3,,,
126.15405,2,3-4,,,
126.15405,3,2-3,,,
126.15405,4,4-1,,,
126.15405,5,4-1,,,
126.654,1,sj3,,,
126.654,2,sj4,,,
126.654,3,sj3,,,
126.654,4,sj1,,,
126.654,5,sj1,,,
126.95397,1,hj3,,,
126.95397,2,hj4,,,
126.95397,3,hj3,,,
126.95397,4,hj1,,,
126.95397,5,hj1,,,
127.62057,1,lp3,,,
127.62057,2,lp4,,,
127.62057,3,lp3,,,
127.62057,4,lp1,,,
127.62057,5,lp1,,,
128.28717,MOT_all,cut3,,
128.28717,MOT_mc_back_00,lt_3,,
128.28717,MOT_mc_stage_color_00,b-flash,,
128.28717,1,,,,D40
128.28717,2,,,,D40
128.28717,3,,,,D40
128.28717,4,,,,D40
128.28717,5,,,,D40
128.28717,1,j3-4,,,
128.28717,2,j4-1,,,
128.28717,3,j3-4,,,
128.28717,4,j1-2,,,
128.28717,5,j1-2,,,
129.35372999999998,5,w2,,,
129.35372999999998,4,w2,,,
129.35372999999998,3,w4,,,
129.35372999999998,2,w1,,,
129.35372999999998,1,w4,,,
130.48695,MOT_mc_back_00,lt_4,,
