0.03333,MOT_all,cut1,,
60.52728,1,w3,,,
60.593939999999996,MOT_mc_stage_color_00,b-flash,,
60.593939999999996,1,3-4,,,
60.593939999999996,2,3-4,lb0,,
60.593939999999996,3,3-4,rb0,,
61.027229999999996,1,hj4,,,
61.027229999999996,2,hj4,,,
61.027229999999996,3,hj4,,,
61.62717,MOT_mc_light_under_00,l1,,
61.69383,1,,,,D20
61.69383,2,,,,D20
61.69383,MOT_mc_bg_black_00,b20-45,,
61.69383,MOT_mc_stage_color_00,b-flash,,
61.69383,1,lp4,,,
61.69383,2,lp4,,,
61.69383,3,4-1,l1,,
62.46042,3,lp1,,,
63.29367,3,1-2,lb0,,
64.06026,2,,,,L0
64.06026,3,,,,D20
64.06026,2,sp4-1,,,
64.06026,3,lp2,,,
64.76019,2,1-2,,,
65.19348,1,,,,L0
65.19348,2,,,,D20
65.19348,2,lp2,,,
65.19348,1,4-1,l1,,
66.09339,1,lp1,,,
67.02663,1,1-2,lb0,,
67.89321,3,,,,L0
67.89321,1,,,,D20
67.89321,3,2-3,,,
67.89321,1,lp2,,,
68.35983,3,3-4,,,
68.92644,2,,,,L0
68.92644,3,,,,D20
68.92644,3,lp4,,,
68.92644,2,2-3,l1,,
69.75968999999999,2,lp3,,,
70.6596,2,3-4,lb0,,
71.49284999999999,1,,,,L0
71.49284999999999,2,,,,D20
71.49284999999999,1,sp2-3,,,
71.49284999999999,2,lp4,,,
72.22610999999999,1,3-4,,,
73.15935,1,w4,,,
73.22601,1,,,,L0
73.22601,2,,,,L0
73.22601,3,,,,L0
73.22601,1,4-1,r1,,
73.22601,2,4-1,r1,,
73.22601,3,4-1,r1,,
73.69263,1,1-2,rb0,,
73.69263,2,1-2,rb0,,
73.69263,3,1-2,rb0,,
74.19257999999999,1,,l1,,
74.19257999999999,2,,l1,,
74.19257999999999,3,,l1,,
74.62586999999999,3,w2,,,
74.62586999999999,2,w2,,,
74.62586999999999,1,2-3,lb0,,
74.62586999999999,2,2-3,lb0,,
74.62586999999999,3,2-3,lb0,,
75.05915999999999,1,3-4,,,
75.05915999999999,2,3-4,,,
75.05915999999999,3,3-4,,,
75.72576,1,j4-1,,,
75.72576,2,j4-1,,,
75.72576,3,j4-1,,,
76.15905,MOT_mc_light_under_00,l3,,
76.15905,MOT_mc_stage_color_00,b-flash,,
76.3257,1,lp1,,,
76.3257,2,lp1,,,
76.3257,3,lp1,,,
77.85888,MOT_mc_stage_color_00,b-flash,,
77.89220999999999,3,1-2,r1,,
78.25883999999999,MOT_mc_stage_color_00,b-flash,,
78.29217,1,1-2,r1,,
78.6588,MOT_mc_stage_color_00,b-flash,,
78.69212999999999,2,1-2,r1,,
78.82545,3,w2,,,
79.22541,1,w2,,,
79.62536999999999,2,w2,,,
79.6587,1,,,,D20
79.6587,2,,,,D20
79.6587,3,,,,D20
79.6587,MOT_mc_stage_color_00,r-flash,,
79.72536,1,lp2,,,
79.72536,2,lp2,,,
79.72536,3,lp2,,,
80.52528,1,2-3,,,
80.52528,2,2-3,,,
80.52528,3,2-3,,,
81.45852,3,w3,,,
81.45852,2,w3,,,
81.45852,1,w3,,,
81.52517999999999,MOT_mc_stage_color_00,r-flash,,
81.59183999999999,2,3-4,rb0,,
81.9918,MOT_mc_stage_color_00,r-flash,,
82.05846,1,3-4,rb0,,
82.42509,MOT_mc_stage_color_00,r-flash,,
82.49175,3,3-4,rb0,,
82.52508,2,w4,,,
82.92504,1,4-1,,,
82.92504,2,4-1,,,
82.92504,3,4-1,,,
83.42499,MOT_mc_stage_color_00,b-flash,,
83.49164999999999,1,1-2,l1,,
83.49164999999999,2,1-2,l1,,
83.49164999999999,3,1-2,l1,,
84.15825,1,,l2,,
84.15825,2,,l2,,
84.15825,3,,l2,,
84.42488999999999,3,w2,,,
84.42488999999999,2,w2,,,
84.42488999999999,1,w2,,,
85.02483,MOT_mc_stage_color_00,b-flash,,
85.05816,1,2-3,lb1,,
85.05816,2,2-3,lb1,,
85.05816,3,2-3,lb1,,
85.45812,1,,lb0,,
85.45812,2,,lb0,,
85.45812,3,,lb0,,
85.55811,MOT_mc_stage_color_00,b-flash,,
85.85808,1,3-4,,,
85.85808,2,3-4,,,
85.85808,3,3-4,,,
86.05806,MOT_mc_stage_color_00,b-flash,,
86.25804,1,lp4,,,
86.25804,2,lp4,,,
86.25804,3,lp4,,,
87.09129,MOT_mc_stage_color_00,b-flash,,
87.15795,1,4-1,,,
87.15795,2,4-1,,,
87.15795,3,4-1,,,
87.95787,1,1-2,,,
87.95787,2,1-2,,,
87.95787,3,1-2,,,
88.89111,3,w2,,,
88.89111,2,w2,,,
88.89111,1,w2,,,
88.95777,MOT_mc_stage_color_00,b-flash,,
88.9911,2,2-3,,,
89.25774,MOT_mc_stage_color_00,b-flash,,
89.29106999999999,1,2-3,,,
89.55771,MOT_mc_stage_color_00,b-flash,,
89.59103999999999,3,2-3,,,
89.82435,1,,,,L0
89.82435,2,,,,D20
89.82435,3,,,,D20
89.82435,1,sp3-4,,,
89.92434,2,w3,,,
90.52427999999999,3,w3,,,
90.69093,MOT_mc_light_under_00,l3,,
90.69093,MOT_mc_stage_color_00,b-flash,,
90.72426,1,4-1,,,
90.72426,3,3-4,,,
91.15755,3,4-1,,,
91.59084,3,1-2,r1,,
91.6575,1,w1,,,
91.6575,1,,,,D20
92.15745,3,,rb0,,
92.52408,3,w2,,,
92.72406,2,,,,L0
92.72406,2,3-4,l1,,
92.72406,3,2-3,,,
93.09069,2,4-1,,,
93.55731,2,1-2,lb0,,
93.65729999999999,3,w3,,,
94.39056,1,1-2,r1,,
94.49055,2,w2,,,
94.79052,1,2-3,,,
95.25713999999999,2,,,,D20
95.29047,1,3-4,rb0,,
96.22371,1,w4,,,
96.3237,3,,,,L0
96.3237,3,sp3-4,,,
96.3237,1,4-1,,,
97.12362,3,4-1,,,
97.25694,1,w1,,,
98.02353,3,1-2,,,
98.02353,2,2-3,,,
98.42349,2,3-4,r1,,
98.85678,2,4-1,,,
98.95676999999999,3,w2,,,
99.19008,3,,,,D20
99.32339999999999,2,,rb0,,
99.79002,2,w1,,,
99.85668,1,,,,L0
99.85668,1,1-2,,,
99.85668,2,1-2,,,
100.52328,1,2-3,,,
100.78992,2,w2,,,
101.3232,1,3-4,r1,,
101.85647999999999,1,,r2,,
102.25644,1,w4,,,
102.35642999999999,1,4-1,rb1,,
102.82305,1,,rb0,,
103.28967,1,1-2,l1,,
103.75628999999999,1,2-3,lb0,,
104.22291,1,3-4,,,
104.62286999999999,1,hj4,,,
105.02283,MOT_control_all,zoom7,,
105.15615,2,,,,L0
105.15615,3,,,,D40
105.15615,1,,,,D40
105.15615,MOT_mc_light_under_00,l1,,
105.15615,MOT_mc_bg_black_00,b45-65,,
105.15615,1,4-1,,,
105.15615,3,2-3,,,
105.15615,2,,l1,,
105.55610999999999,2,,lb0,,
106.02273,2,2-3,,,
106.05606,MOT_mc_stage_color_00,b-flash,,
106.08939,3,w3,,,
106.08939,1,w1,,,
106.92264,2,3-4,r1,,
107.3226,2,,r2,,
107.75589,2,4-1,,,
107.85588,MOT_mc_stage_color_00,b-flash,,
108.68912999999999,2,w1,,,
108.72246,2,1-2,rb1,,
109.15575,2,,rb0,,
109.58904,2,2-3,,,
109.68902999999999,MOT_mc_stage_color_00,b-flash,,
110.52228,2,w3,,,
110.75559,2,lp3,,,
111.48885,MOT_mc_stage_color_00,b-flash,,
111.52217999999999,2,3-4,,,
112.25544,MOT_control_all,zoom8,,
112.38875999999999,3,,,,L0
112.38875999999999,2,,,,D40
112.38875999999999,3,3-4,l1,,
112.45541999999999,2,w4,,,
112.82204999999999,3,,l2,,
113.22201,3,4-1,,,
113.25533999999999,MOT_mc_stage_color_00,b-flash,,
114.15525,3,w1,,,
114.25524,3,,l3,,
114.68853,3,,lb2,,
115.02183,3,1-2,,,
115.12182,MOT_mc_stage_color_00,b-flash,,
115.95506999999999,3,w2,,,
116.08838999999999,3,2-3,lb1,,
116.72166,3,3-4,lb0,,
116.92164,MOT_mc_stage_color_00,b-flash,,
117.28827,3,lp4,,,
117.75488999999999,3,4-1,,,
118.68813,3,w1,,,
118.75479,3,1-2,,,
119.18808,3,j2-3,,,
119.28806999999999,MOT_control_all,zoom9,,
119.72135999999999,1,,,,D20
119.72135999999999,2,,,,L0
119.72135999999999,3,,,,D20
119.72135999999999,MOT_mc_bg_black_00,b65-20,,
119.72135999999999,MOT_mc_stage_color_00,b-flash,,
119.75469,1,lp1,,,
119.75469,3,lp3,,,
119.75469,2,4-1,r1,,
120.65459999999999,2,1-2,,,
121.58784,2,2-3,rb0,,
122.18777999999999,2,,,,D20
122.18777999999999,1,,,,L0
122.18777999999999,1,sp1-2,,,
122.18777999999999,2,lp3,,,
122.88771,1,2-3,,,
123.321,1,,,,D20
123.321,3,,,,L0
123.321,1,lp3,,,
123.321,3,3-4,l1,,
124.25424,3,w4,,,
124.3209,3,4-1,,,
125.25413999999999,3,w1,,,
125.28747,3,1-2,lb0,,
125.95406999999999,3,,,,D20
125.95406999999999,2,,,,L0
125.95406999999999,2,sp3-4,,,
125.95406999999999,3,lp2,,,
126.58734,2,4-1,,,
127.02063,1,,,,L0
127.02063,2,,,,D20
127.02063,2,lp1,,,
127.02063,1,3-4,l1,,
127.48724999999999,1,4-1,lb0,,
127.95387,1,,r1,,
128.38716,1,1-2,rb0,,
128.85378,1,2-3,,,
129.48704999999998,1,,,,D20
129.48704999999998,3,,,,L0
129.48704999999998,3,sp2-3,,,
129.48704999999998,1,lp3,,,
130.38696,3,3-4,,,
131.3202,3,w4,,,
131.42019,1,,,,L0
131.42019,2,,,,L0
131.42019,3,,,,L0
131.42019,1,3-4,l1,,
131.42019,2,1-2,l1,,
131.42019,3,4-1,l1,,
131.92014,1,4-1,lb0,,
131.92014,2,2-3,lb0,,
131.92014,3,1-2,lb0,,
132.42009,1,,r1,,
132.42009,2,,r1,,
132.42009,3,,r1,,
132.85338,3,w2,,,
132.85338,2,w3,,,
132.85338,1,w1,,,
132.92004,1,1-2,rb0,,
132.92004,2,3-4,rb0,,
132.92004,3,2-3,rb0,,
133.45332,1,2-3,,,
133.45332,2,4-1,,,
133.45332,3,3-4,,,
133.91994,1,hj3,,,
133.91994,2,hj1,,,
133.91994,3,hj4,,,
134.35323,MOT_mc_stage_color_00,b-flash,,
134.35323,1,sp3-4,,,
134.35323,2,sp1-2,,,
134.35323,3,sp4-1,,,
136.11972,1,4-1,,,
136.11972,2,2-3,,,
136.11972,3,1-2,,,
137.05295999999998,3,w2,,,
137.05295999999998,2,w3,,,
137.05295999999998,1,w1,,,
