0.03333,MOT_mc_bg_black_00,seat100-0,,
1.9331399999999999,MOT_mc_stage_color_00,b-flash,,
1.9331399999999999,MOT_mc_bg_black_00,b65-45,,
1.9331399999999999,MOT_mc_speaker_00,temp2,,
1.9331399999999999,MOT_mc_light_center_00,l1,,
1.9331399999999999,MOT_mc_light_under_00,l1,,
12.26544,MOT_mc_stage_color_00,y-flash,,
12.26544,1,3-4,,b0,D20
12.29877,2,3-4,,,
12.332099999999999,4,3-4,,,
13.132019999999999,5,w4,,,
13.16535,3,w4,,,
13.16535,2,4-1,l1,,
13.16535,3,4-1,r1,,
13.16535,4,4-1,l1,,
13.16535,5,4-1,r1,,
13.16535,1,4-1,,,
13.59864,2,1-2,lb0,,
13.59864,3,1-2,rb0,,
13.59864,4,1-2,lb0,,
13.59864,5,1-2,rb0,,
13.59864,1,1-2,,,
14.065259999999999,2,2-3,,,
14.065259999999999,3,2-3,,,
14.065259999999999,4,2-3,,,
14.065259999999999,5,2-3,,,
14.065259999999999,1,2-3,,,
14.9985,5,w3,,,
14.9985,4,w3,,,
14.9985,3,w3,,,
14.9985,2,w3,,,
14.9985,1,w3,,,
15.19848,MOT_mc_stage_color_00,b-flash,,
15.19848,1,j3-4,,,
15.39846,2,j3-4,,,
15.39846,3,j3-4,,,
15.39846,4,hj3,,,
15.39846,5,hj3,,,
16.26504,1,w4,,,
16.36503,MOT_mc_stage_color_00,r-flash,,
16.36503,2,j4-1,,,
16.36503,3,j4-1,,,
16.36503,4,hj3,,,
16.36503,5,hj3,,,
16.56501,1,j4-1,,,
17.131619999999998,2,1-2,,,
17.131619999999998,3,1-2,,,
17.131619999999998,4,3-4,,,
17.131619999999998,5,3-4,,,
17.131619999999998,1,1-2,,,
17.564909999999998,1,lp2,,,
17.59824,2,lp2,,,
17.63157,3,lp2,,,
17.6649,4,lp4,,,
17.69823,5,lp4,,,
18.564809999999998,MOT_mc_stage_color_00,r-flash,,
18.564809999999998,MOT_mc_light_up_00,l2,,
18.564809999999998,MOT_mc_light_center_00,l2,,
18.564809999999998,MOT_mc_light_under_00,l3,,
18.564809999999998,1,2-3,l1,f1,Lbl
18.93144,1,3-4,lb0,,
19.29807,1,j4-1,,,
20.06466,1,1-2,r1,,
20.43129,1,2-3,rb0,,
20.797919999999998,1,3-4,,,
21.16455,1,4-1,,,
21.53118,1,lp1,,,
22.69773,MOT_mc_stage_color_00,y-flash,,
22.69773,1,1-2,,,
23.13102,1,j2-3,,,
23.89761,1,3-4,,,
24.53088,MOT_mc_stage_color_00,b-flash,,
24.53088,1,4-1,,,
24.93084,1,j1-2,,,
25.49745,1,hj2,,,
26.3307,1,lp2,,,
26.697329999999997,MOT_mc_stage_color_00,y-flash,,
26.697329999999997,1,2-3,l1,,
27.063959999999998,1,3-4,lb0,,
27.43059,1,j4-1,,,
28.03053,1,1-2,,,
28.46382,MOT_mc_stage_color_00,r-flash,,
28.46382,1,2-3,r1,,
28.930439999999997,1,3-4,rb0,,
29.36373,1,j4-1,,,
29.963669999999997,1,1-2,,,
30.330299999999998,1,sp2-3,,,
31.03023,MOT_mc_stage_color_00,y-flash,,
31.03023,1,3-4,,,
31.43019,1,j4-1,,,
32.03013,1,1-2,,,
32.49675,1,hj2,,,
33.16335,1,j2-3,,,
33.69663,1,sp3-4,,,
34.36323,1,4-1,,,
34.729859999999995,MOT_mc_stage_color_00,b-flash,,
34.729859999999995,2,2-3,,,
34.729859999999995,3,2-3,,,
34.729859999999995,4,4-1,,,
34.729859999999995,5,4-1,,,
34.729859999999995,1,j1-2,,,
35.096489999999996,2,lp3,,,
35.096489999999996,3,lp3,,,
35.096489999999996,4,lp1,,,
35.096489999999996,5,lp1,,,
35.26314,1,sp2-3,,,
36.26304,1,3-4,,,
36.56301,2,3-4,,,
36.56301,3,3-4,,,
36.56301,4,1-2,,,
36.56301,5,1-2,,,
36.696329999999996,MOT_mc_stage_color_00,y-flash,,
36.696329999999996,1,4-1,,,
37.096289999999996,1,j1-2,,,
37.129619999999996,2,lp4,,,
37.129619999999996,3,lp4,,,
37.129619999999996,4,lp2,,,
37.129619999999996,5,lp2,,,
37.72956,1,2-3,l1,,
38.09619,1,3-4,lb0,,
38.46282,1,j4-1,,,
39.36273,MOT_mc_stage_color_00,r-flash,,
39.36273,1,1-2,,,
39.76269,1,j2-3,,,
40.329299999999996,1,hj3,,,
40.92924,2,4-1,,,
40.92924,3,4-1,,,
40.92924,4,2-3,,,
40.92924,5,2-3,,,
40.92924,1,j3-4,,,
41.39586,2,lp1,,,
41.39586,3,lp1,,,
41.39586,4,lp3,,,
41.39586,5,lp3,,,
41.46252,1,4-1,l1,,
41.86248,1,1-2,lb0,,
42.26244,1,2-3,,,
42.62907,1,sp3-4,,,
43.195679999999996,MOT_mc_stage_color_00,b-flash,,
43.195679999999996,1,4-1,,,
43.89561,1,j1-2,,,
44.428889999999996,1,sp2-3,,,
45.49545,2,1-2,,,
45.49545,3,1-2,,,
45.49545,4,3-4,,,
45.49545,5,3-4,,,
45.49545,1,3-4,,,
45.56211,MOT_mc_stage_color_00,r-flash,,
45.86208,2,lp2,,,
45.86208,3,lp2,,,
45.86208,4,lp4,,,
45.86208,5,lp4,,,
45.86208,1,4-1,l1,,
46.22871,1,1-2,lb0,,
46.59534,1,2-3,,,
47.06196,1,j3-4,,,
47.76189,1,4-1,,,
48.16185,1,j1-2,,,
48.928439999999995,MOT_mc_stage_color_00,y-flash,,
48.928439999999995,1,2-3,,,
49.328399999999995,1,j3-4,,,
49.92834,1,4-1,,,
50.39496,1,sp1-2,,,
50.6616,2,2-3,,,
50.6616,3,2-3,,,
50.9949,4,4-1,,,
50.9949,5,4-1,,,
51.26154,1,2-3,,,
51.49485,2,lp3,,,
51.49485,3,lp3,,,
51.49485,4,lp1,,,
51.49485,5,lp1,,,
51.96147,MOT_mc_stage_color_00,b-flash,,
51.96147,1,3-4,r1,,
52.3281,1,4-1,rb0,,
52.69473,1,j1-2,,,
53.327999999999996,1,2-3,,,
53.794619999999995,1,hj3,,,
54.561209999999996,1,3-4,,,
54.927839999999996,1,sp4-1,,,
55.69443,1,1-2,,,
56.06106,MOT_mc_stage_color_00,r-flash,,
56.06106,2,j3-4,,,
56.06106,3,j3-4,,,
56.06106,4,j1-2,,,
56.06106,5,j1-2,,,
56.06106,1,2-3,,,
56.42769,1,hj3,,,
56.627669999999995,2,lp4,,,
56.627669999999995,3,lp4,,,
56.627669999999995,4,lp2,,,
56.627669999999995,5,lp2,,,
57.22761,1,3-4,r1,,
57.62757,1,4-1,rb0,,
57.9942,1,j1-2,,,
58.594139999999996,1,sp2-3,,,
59.52738,1,3-4,,,
59.994,MOT_mc_stage_color_00,r-flash,,
59.994,2,j4-1,,,
59.994,3,j4-1,,,
59.994,4,j2-3,,,
59.994,5,j2-3,,,
59.994,1,4-1,,,
60.49395,1,hj1,,,
60.56061,2,lp1,,,
60.56061,3,lp1,,,
60.56061,4,lp3,,,
60.56061,5,lp3,,,
61.26054,1,1-2,,,
61.69383,1,lp2,,,
62.293769999999995,1,2-3,,,
62.660399999999996,1,j3-4,,,
63.460319999999996,1,4-1,l1,,
63.82695,1,1-2,lb0,,
64.19358,1,2-3,,,
64.59353999999999,1,sp3-4,,,
65.79342,1,4-1,,,
66.12671999999999,4,3-4,,,
66.3267,2,1-2,,,
66.49334999999999,1,1-2,,,
66.66,3,1-2,,,
66.85998,5,3-4,,,
66.99329999999999,1,2-3,,,
67.05996,4,w4,,,
67.25994,2,w2,,,
67.49325,MOT_mc_stage_color_00,b-flash,,
67.49325,1,hj3,,,
67.59324,3,w2,,,
67.59324,2,j2-3,,,
67.59324,3,j2-3,,,
67.72655999999999,4,j4-1,,,
67.72655999999999,5,j4-1,,,
68.42649,MOT_mc_stage_color_00,r-flash,,
68.42649,MOT_mc_bg_black_00,b45-20,,
68.42649,MOT_mc_light_center_00,l3,,
68.42649,MOT_mc_light_up_00,l4,,
68.42649,2,3-4,,,
68.42649,3,3-4,,,
68.42649,4,1-2,,,
68.42649,5,1-2,,,
68.42649,1,j3-4,,,
68.85978,2,lp4,,,
68.85978,3,lp4,,,
68.85978,4,lp2,,,
68.85978,5,lp2,,,
69.05976,1,4-1,,,
69.42639,1,hj1,,,
70.15965,1,1-2,,,
70.55960999999999,1,j2-3,,,
71.15955,1,3-4,,,
71.52618,1,j4-1,,,
72.25944,1,1-2,,,
72.65939999999999,MOT_mc_stage_color_00,y-flash,,
72.65939999999999,1,2-3,l1,,
73.02602999999999,1,3-4,lb0,,
73.39265999999999,1,4-1,,,
73.79262,1,j1-2,,,
74.79252,1,2-3,r1,,
75.19248,1,3-4,rb0,,
75.62577,1,4-1,,,
76.25904,MOT_mc_stage_color_00,b-flash,,
76.25904,2,j4-1,,,
76.25904,3,j4-1,,,
76.25904,4,j2-3,,,
76.25904,5,j2-3,,,
76.25904,1,1-2,r1,,
76.62567,1,2-3,rb0,,
76.82565,2,lp1,,,
76.82565,3,lp1,,,
76.82565,4,lp3,,,
76.82565,5,lp3,,,
77.09228999999999,1,hj3,,,
77.92554,1,j3-4,,,
78.52548,1,4-1,,,
78.92544,1,1-2,,,
79.29207,1,hj2,,,
79.99199999999999,1,j2-3,,,
81.02523,MOT_mc_stage_color_00,y-flash,,
81.02523,1,j3-4,,,
81.75849,1,4-1,,,
82.15845,1,sp1-2,,,
83.72496,1,2-3,,,
84.25824,MOT_mc_stage_color_00,b-flash,,
84.25824,2,1-2,,,
84.25824,3,1-2,,,
84.25824,4,3-4,,,
84.25824,5,3-4,,,
84.25824,1,3-4,r1,,
84.62487,2,lp2,,,
84.62487,3,lp2,,,
84.62487,4,lp4,,,
84.62487,5,lp4,,,
84.62487,1,4-1,rb0,,
84.9915,1,1-2,,,
85.35813,1,sp2-3,,,
86.02472999999999,1,3-4,,,
86.42469,1,j4-1,,,
86.9913,1,1-2,,,
87.39126,MOT_mc_stage_color_00,y-flash,,
87.39126,2,2-3,,,
87.39126,3,2-3,,,
87.39126,4,4-1,,,
87.39126,5,4-1,,,
87.39126,1,2-3,,,
87.92454,2,lp3,,,
87.92454,3,lp3,,,
87.92454,4,lp1,,,
87.92454,5,lp1,,,
87.92454,1,hj3,,,
88.75779,1,3-4,,,
89.12442,MOT_mc_stage_color_00,b-flash,,
89.12442,2,j3-4,,,
89.12442,3,j3-4,,,
89.12442,4,j1-2,,,
89.12442,5,j1-2,,,
89.12442,1,j4-1,,,
89.62437,2,lp4,,,
89.62437,3,lp4,,,
89.62437,4,lp2,,,
89.62437,5,lp2,,,
89.82435,1,1-2,l1,,
90.22431,1,2-3,lb0,,
91.09089,MOT_mc_stage_color_00,r-flash,,
91.09089,2,j4-1,,,
91.09089,3,j4-1,,,
91.09089,4,j2-3,,,
91.09089,5,j2-3,,,
91.09089,1,3-4,,,
91.45752,1,j4-1,,,
91.62416999999999,2,lp1,,,
91.62416999999999,3,lp1,,,
91.62416999999999,4,lp3,,,
91.62416999999999,5,lp3,,,
92.05745999999999,1,1-2,,,
92.42408999999999,1,j2-3,,,
93.29066999999999,MOT_mc_stage_color_00,b-flash,,
93.29066999999999,2,1-2,,,
93.29066999999999,3,1-2,,,
93.29066999999999,4,3-4,,,
93.29066999999999,5,3-4,,,
93.29066999999999,1,3-4,,,
93.69063,2,lp2,,,
93.69063,3,lp2,,,
93.69063,4,lp4,,,
93.69063,5,lp4,,,
93.82395,1,hj4,,,
94.72386,1,4-1,l1,,
95.12382,1,1-2,lb0,,
95.52378,1,j2-3,,,
95.9904,MOT_mc_stage_color_00,r-flash,,
95.9904,2,2-3,,,
95.9904,3,2-3,,,
95.9904,4,4-1,,,
95.9904,5,4-1,,,
95.9904,1,3-4,,,
96.35703,1,j4-1,,,
96.42369,2,lp3,,,
96.42369,3,lp3,,,
96.42369,4,lp1,,,
96.42369,5,lp1,,,
97.22361,1,1-2,r1,,
97.6569,1,2-3,rb0,,
98.25684,1,j3-4,,,
99.29007,MOT_mc_stage_color_00,b-flash,,
99.29007,2,3-4,,,
99.29007,3,3-4,,,
99.29007,4,1-2,,,
99.29007,5,1-2,,,
99.29007,1,j4-1,,,
99.75668999999999,2,lp4,,,
99.75668999999999,3,lp4,,,
99.75668999999999,4,lp2,,,
99.75668999999999,5,lp2,,,
99.99,1,1-2,l1,,
100.35663,1,2-3,lb0,,
100.72326,1,3-4,,,
101.08989,1,sp4-1,,,
101.6565,1,1-2,,,
102.02313,1,sp2-3,,,
102.9897,1,3-4,,,
103.18968,4,j2-3,,,
103.323,1,j4-1,,,
103.45631999999999,2,j4-1,,,
103.6563,3,j4-1,,,
103.85628,5,j2-3,,,
104.15625,1,lp1,,,
104.22291,2,lp1,,,
104.22291,3,lp1,,,
104.22291,4,lp3,,,
104.22291,5,lp3,,,
104.58954,MOT_mc_stage_color_00,r-flash,,
104.58954,1,hj1,,,
105.68943,MOT_mc_stage_color_00,y-flash,,
105.68943,1,hj1,,,
106.38936,1,j1-2,,,
107.02262999999999,1,2-3,,,
107.52257999999999,1,3-4,r1,,
107.92254,1,4-1,rb0,,
108.28917,1,1-2,,,
108.6558,1,hj2,,,
109.78902,MOT_mc_stage_color_00,b-flash,,
109.78902,1,2-3,r1,,
110.18898,1,3-4,rb0,,
110.58894,1,j4-1,,,
111.3222,1,1-2,,,
111.9888,1,2-3,r1,,
112.35543,1,3-4,rb0,,
112.72206,1,4-1,,,
113.42199,MOT_mc_stage_color_00,r-flash,,
113.42199,2,1-2,,,
113.42199,3,1-2,,,
113.42199,4,3-4,,,
113.42199,5,3-4,,,
113.42199,1,sp1-2,,,
113.85528,2,lp2,,,
113.85528,3,lp2,,,
113.85528,4,lp4,,,
113.85528,5,lp4,,,
114.92183999999999,1,2-3,,,
115.28846999999999,1,j3-4,,,
115.85508,1,4-1,,,
116.22171,1,j1-2,,,
116.92164,MOT_mc_stage_color_00,y-flash,,
116.92164,2,2-3,,,
116.92164,3,2-3,,,
116.92164,4,4-1,,,
116.92164,5,4-1,,,
116.92164,1,2-3,r1,,
117.28827,1,3-4,rb0,,
117.35493,2,lp3,,,
117.35493,3,lp3,,,
117.35493,4,lp1,,,
117.35493,5,lp1,,,
117.68822999999999,1,sp4-1,,,
118.25484,1,1-2,l1,,
118.62146999999999,1,2-3,lb0,,
118.98809999999999,1,j3-4,,,
119.52138,1,sp4-1,,,
121.02122999999999,1,1-2,,,
121.38785999999999,MOT_mc_stage_color_00,b-flash,,
121.38785999999999,2,j3-4,,,
121.38785999999999,3,j3-4,,,
121.38785999999999,4,j1-2,,,
121.38785999999999,5,j1-2,,,
121.38785999999999,1,2-3,r1,,
121.75448999999999,1,3-4,rb0,,
121.95447,2,lp4,,,
121.95447,3,lp4,,,
121.95447,4,lp2,,,
121.95447,5,lp2,,,
122.12111999999999,1,j4-1,,,
122.72106,1,sp1-2,,,
123.52098,1,2-3,,,
123.9876,1,j3-4,,,
124.68753,MOT_mc_stage_color_00,y-flash,,
124.68753,2,j4-1,,,
124.68753,3,j4-1,,,
124.68753,4,j2-3,,,
124.68753,5,j2-3,,,
124.68753,1,j4-1,,,
125.18748,2,lp1,,,
125.18748,3,lp1,,,
125.18748,4,lp3,,,
125.18748,5,lp3,,,
125.35413,1,1-2,,,
125.82074999999999,2,j1-2,,,
125.82074999999999,3,j1-2,,,
125.82074999999999,4,j3-4,,,
125.82074999999999,5,j3-4,,,
125.9874,1,2-3,,b0,D20
126.78732,1,j3-4,,,
126.88731,5,w4,,,
126.88731,4,w4,,,
126.88731,3,w2,,,
126.88731,2,w2,,,
126.95397,2,j2-3,,,
126.95397,3,j2-3,,,
126.95397,4,j4-1,,,
126.95397,5,j4-1,,,
127.85387999999999,1,w4,,,
127.88721,2,j3-4,,,
127.88721,3,j3-4,,,
127.88721,4,j1-2,,,
127.88721,5,j1-2,,,
128.05386,1,j4-1,,,
128.88711,4,j2-3,,,
128.88711,5,j2-3,,,
128.95377,3,w4,,,
128.95377,2,w4,,,
129.12042,1,w1,,,
129.3204,2,j4-1,,,
129.3204,3,j4-1,,,
129.82035,1,j1-2,,,
129.95367,5,w3,,,
129.95367,4,w3,,,
130.02033,2,j1-2,,,
130.02033,3,j1-2,,,
130.02033,4,j3-4,,,
130.02033,5,j3-4,,,
130.88691,1,w2,,,
130.95356999999998,2,j2-3,,,
130.95356999999998,3,j2-3,,,
130.95356999999998,4,j4-1,,,
130.95356999999998,5,j4-1,,,
131.15355,1,j2-3,,,
131.95346999999998,1,j3-4,,,
132.02013,5,w1,,,
132.02013,4,w1,,,
132.02013,3,w3,,,
132.02013,2,w3,,,
132.15345,2,j3-4,,,
132.15345,3,j3-4,,,
132.15345,4,j1-2,,,
132.15345,5,j1-2,,,
132.88671,MOT_mc_bg_black_00,b20-65,,
132.88671,MOT_mc_speaker_00,stay,,
132.88671,MOT_mc_light_up_00,l1,,
132.88671,MOT_mc_light_center_00,l1,,
132.88671,MOT_mc_light_under_00,l1,,
132.88671,2,lp4,,,D20
132.88671,3,lp4,,,D20
132.88671,4,lp2,,,D20
132.88671,5,lp2,,,D20
132.88671,1,lp4,,,D20
0.03333,MOT_mc_bg_black_00,seat100-0,,
