0.03333,MOT_control_all,zoom1,,
23.664299999999997,1,2-4,,
24.030929999999998,1,4-1,,
24.39756,1,lp1,,
25.064159999999998,1,1-3,,
25.464119999999998,1,lp3,,
26.097389999999997,1,3-2,,
26.56401,1,sj2,,
26.9973,1,lp2,,
28.86378,1,2-1,,
29.23041,1,lp1,,
29.86368,1,1-4,,
30.23031,1,lp4,,
31.530179999999998,1,4-3,,
31.963469999999997,1,j3-1,,
32.43009,1,1-2,,
32.86338,1,w2,,b0
33.29667,2,3-1,,f1
33.6633,2,lp1,,
34.296569999999996,2,1-4,,
34.663199999999996,2,lp4,,
36.06306,2,4-3,,
36.49635,2,j3-1,,
36.96297,2,1-2,,
37.39626,2,lp2,,
38.26284,2,2-4,,
38.62947,2,4-1,,
38.9961,2,lp1,,
39.6627,2,1-3,,
40.06266,2,w3,,b0
40.72926,3,3-1,,f1
41.09589,3,sj1,,
41.49585,3,1-4,,
41.86248,3,lp4,,
43.42899,3,j4-3,,
43.86228,3,lp3,,
45.3288,3,3-2,,
45.662099999999995,3,2-4,,
45.9954,3,sj4,,
46.62867,3,j4-3,,
46.9953,3,j3-1,,
47.36193,3,lp1,,b0
50.86158,2,3-2,,f1
50.86158,3,1-2,,
51.22821,2,2-3,,
51.22821,3,w2,,
51.56151,2,lp3,,
52.594739999999994,2,j3-4,,
52.994699999999995,2,lp4,,
54.39456,2,j4-1,,
54.79452,2,lp1,,
58.06086,2,1-2,,b0
58.06086,3,,,f1
58.42749,2,w2,,
58.46082,3,sj2,,
58.89411,3,2-3,,
59.29407,3,lp3,,
59.894009999999994,3,j3-4,,
60.327299999999994,3,lp4,,
61.6605,3,j4-1,,
62.06046,3,lp1,,
65.39345999999999,1,,,f1
65.39345999999999,3,1-2,,b0
65.76008999999999,1,2-3,,
65.76008999999999,3,w2,,
66.09339,1,lp3,,
67.19328,1,j3-4,,
67.59324,1,lp4,,
69.05976,1,j4-1,,
69.45971999999999,1,lp1,,
71.95947,1,j1-2,,
71.9928,2,,,f1
71.9928,3,,,f1
72.3261,1,lp2,,
72.3261,2,lp2,,
72.3261,3,lp2,,
73.09268999999999,1,j2-3,,
73.09268999999999,2,j2-3,,
73.09268999999999,3,j2-3,,
73.95927,1,3-4,,
73.95927,2,3-4,,
73.95927,3,3-4,,
74.32589999999999,1,hj4,,
74.32589999999999,2,hj4,,
74.32589999999999,3,hj4,,
74.99249999999999,1,w4,,
74.99249999999999,2,w4,,
74.99249999999999,3,w4,,
75.89241,2,sj4,,
76.12572,1,sj4,,
76.35902999999999,3,sj4,,
76.62567,1,lp4,,
76.62567,2,lp4,,
76.62567,3,lp4,,
77.22561,1,j4-1,,
77.22561,2,j4-1,,
77.22561,3,j4-1,,
77.72556,1,j1-2,,
77.72556,2,j1-2,,
77.72556,3,j1-2,,
78.19218,1,sj2,,
78.19218,2,sj2,,
78.19218,3,sj2,,
78.59214,1,lp2,,
78.59214,2,lp2,,
78.59214,3,lp2,,
79.99199999999999,3,j2-3,,
80.42528999999999,1,j2-3,,
80.72525999999999,3,w3,,
80.85858,2,j2-3,,
81.15854999999999,1,w3,,
81.35853,2,w3,,
81.79182,1,j3-4,,
81.79182,2,j3-4,,
81.79182,3,j3-4,,
82.22511,1,lp4,,
82.22511,2,lp4,,
82.22511,3,lp4,,
83.79162,1,4-3,r1,
83.79162,2,4-3,r1,
83.79162,3,4-3,r1,
84.09159,1,lp3,,
84.09159,2,lp3,,
84.09159,3,lp3,,
84.62487,1,,rb0,
84.62487,2,,rb0,
84.62487,3,,rb0,
85.12482,1,3-1,,
85.12482,2,3-1,,
85.12482,3,3-1,,
85.62477,1,,l1,
85.62477,2,,l1,
85.62477,3,,l1,
85.62477,1,lp1,,
85.62477,2,lp1,,
85.62477,3,lp1,,
86.55801,1,,lb0,
86.55801,2,,lb0,
86.55801,3,,lb0,
86.92464,1,j1-2,,
86.92464,2,j1-2,,
86.92464,3,j1-2,,
87.29127,1,w2,,
87.29127,2,w2,,
87.29127,3,w2,,
87.49125,3,,,f1
87.82455,3,2-3,,
88.42448999999999,3,sp3-4,,
89.12442,3,j4-2,,
89.59103999999999,3,w2,,
90.12432,3,,,b0
90.52427999999999,2,sj2,,
90.75759,1,sj2,,
90.9909,3,sj2,,
91.25753999999999,1,lp2,,
91.25753999999999,2,lp2,,
91.25753999999999,3,lp2,,
91.85748,1,j2-1,,
91.85748,2,j2-1,,
91.85748,3,j2-1,,
92.35743,1,j1-2,,
92.35743,2,j1-2,,
92.35743,3,j1-2,,
92.82405,1,sj2,,
92.82405,2,sj2,,
92.82405,3,sj2,,
93.22400999999999,1,lp2,,
93.22400999999999,2,lp2,,
93.22400999999999,3,lp2,,
94.62387,2,j2-3,,
95.05716,1,j2-3,,
95.35713,2,w3,,
95.49045,3,j2-3,,
95.79042,1,w3,,
95.9904,3,w3,,
96.42369,1,j3-4,,
96.42369,2,j3-4,,
96.42369,3,j3-4,,
96.85698,1,lp4,,
96.85698,2,lp4,,
96.85698,3,lp4,,
98.42349,1,4-3,l1,
98.42349,2,4-3,l1,
98.42349,3,4-3,l1,
98.72345999999999,1,lp3,,
98.72345999999999,2,lp3,,
98.72345999999999,3,lp3,,
99.25674,1,,lb0,
99.25674,2,,lb0,
99.25674,3,,lb0,
99.75668999999999,1,3-1,,
99.75668999999999,2,3-1,,
99.75668999999999,3,3-1,,
100.25663999999999,1,,r1,
100.25663999999999,2,,r1,
100.25663999999999,3,,r1,
100.25663999999999,1,lp1,,
100.25663999999999,2,lp1,,
100.25663999999999,3,lp1,,
101.18988,1,,rb0,
101.18988,2,,rb0,
101.18988,3,,rb0,
101.55650999999999,1,j1-2,,
101.55650999999999,2,j1-2,,
101.55650999999999,3,j1-2,,
101.92313999999999,1,w2,,
101.92313999999999,2,w2,,
101.92313999999999,3,w2,,
102.12312,1,,,f1
102.45642,1,2-3,,
103.05636,1,sp3-4,,
103.75628999999999,1,j4-2,,
104.18957999999999,1,w2,,
104.62286999999999,1,j2-3,,
105.05615999999999,1,w3,,
105.28947,1,hj3,,
105.55610999999999,2,j2-3,,
105.55610999999999,3,j2-3,,
105.98939999999999,1,lp3,,
105.98939999999999,2,lp3,,
105.98939999999999,3,lp3,,
107.52257999999999,1,3-4,,
107.52257999999999,2,3-4,,
107.52257999999999,3,3-4,,
107.88920999999999,1,lp4,,
107.88920999999999,2,lp4,,
107.88920999999999,3,lp4,,
109.25573999999999,1,j4-1,,
109.25573999999999,2,j4-1,,
109.25573999999999,3,j4-1,,
109.6557,1,w1,,
109.6557,2,w1,,
109.6557,3,w1,,
110.15565,1,j1-2,,
110.15565,2,j1-2,,
110.15565,3,j1-2,,
110.55561,1,w2,,
110.55561,2,w2,,
110.55561,3,w2,,
111.18888,1,sj2,,
111.18888,2,sj2,,
111.18888,3,sj2,,
111.62217,1,sj2,,
111.62217,2,sj2,,
111.62217,3,sj2,,
112.05546,1,sj2,,
112.05546,2,sj2,,
112.05546,3,sj2,,
112.48875,1,j2-3,,
112.48875,2,j2-3,,
112.48875,3,j2-3,,
112.88870999999999,1,lp3,,
112.88870999999999,2,lp3,,
112.88870999999999,3,lp3,,
114.88851,1,3-4,,
114.88851,2,3-4,,
114.88851,3,3-4,,
115.18848,1,lp4,,
115.18848,2,lp4,,
115.18848,3,lp4,,
116.75498999999999,1,4-1,,
116.75498999999999,2,4-1,,
116.75498999999999,3,4-1,,
117.08829,1,lp1,,
117.08829,2,lp1,,
117.08829,3,lp1,,
117.68822999999999,2,1-2,,
117.85488,1,1-2,,
118.02153,3,1-2,,
118.28817,2,2-3,,
118.45482,1,2-3,,
118.62146999999999,3,2-3,,
118.88811,2,3-4,,
119.05476,1,3-4,,
119.22140999999999,3,3-4,,
119.48805,1,lp4,,
119.48805,2,lp4,,
119.48805,3,lp4,,
120.22130999999999,1,4-1,,
120.22130999999999,2,4-1,,
120.22130999999999,3,4-1,,
120.52127999999999,1,w1,,
120.52127999999999,2,w1,,
120.52127999999999,3,w1,,
122.15445,1,1-2,,
122.15445,2,1-2,,
122.15445,3,1-2,,
122.45442,1,w2,,
122.45442,2,w2,,
122.45442,3,w2,,
123.95427,1,2-3,,
123.95427,2,2-3,,
123.95427,3,2-3,,
124.25424,1,w3,,
124.25424,2,w3,,
124.25424,3,w3,,
125.62077,1,j3-4,,
125.62077,2,j3-4,,
125.62077,3,j3-4,,
125.9874,1,w4,,
125.9874,2,w4,,
125.9874,3,w4,,
129.68703,2,4-2,,
129.78701999999998,1,4-2,,
129.85368,3,4-2,,
130.15365,1,w2,,
130.15365,2,w2,,
130.15365,3,w2,,
