0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
18.164849999999998,5,j4-1,,,
18.564809999999998,1,sj4,,,
18.564809999999998,4,sj1,,,
18.564809999999998,5,sj1,,,
18.93144,2,sj1,,,
18.93144,3,sj1,,,
19.06476,5,w1,,,
19.06476,4,w1,,,
19.06476,1,w4,,,
19.29807,1,sj4,,,
19.29807,4,sj1,,,
19.29807,5,sj1,,,
19.43139,3,w1,,,
19.43139,2,w1,,,
19.764689999999998,1,j4-1,,,
19.764689999999998,2,j1-2,,,
19.764689999999998,3,j1-2,,,
19.764689999999998,4,j1-2,,,
19.764689999999998,5,j1-2,,,
20.164649999999998,1,sj1,,,
20.164649999999998,4,sj2,,,
20.164649999999998,5,sj2,,,
20.53128,2,sj2,,,
20.53128,3,sj2,,,
20.6646,5,w2,,,
20.6646,4,w2,,,
20.6646,1,w1,,,
20.89791,1,sj1,,,
20.89791,4,sj2,,,
20.89791,5,sj2,,,
21.03123,3,w2,,,
21.03123,2,w2,,,
21.397859999999998,5,w2,,,
21.397859999999998,4,w2,,,
21.397859999999998,1,w1,,,
21.46452,4,sp2-3,,,
21.53118,2,sp2-3,,,
21.597839999999998,1,sp1-2,,,
21.6645,3,sp2-3,,,
21.73116,5,sp2-3,,,
22.96437,1,j2-3,,,
22.96437,2,j3-4,,,
22.96437,3,j3-4,,,
22.96437,4,j3-4,,,
22.96437,5,j3-4,,,
23.36433,1,sj3,,,
23.36433,4,sj4,,,
23.36433,5,sj4,,,
23.73096,2,sj4,,,
23.73096,3,sj4,,,
23.864279999999997,5,w4,,,
23.864279999999997,4,w4,,,
23.864279999999997,1,w3,,,
24.09759,1,sj3,,,
24.09759,4,sj4,,,
24.09759,5,sj4,,,
24.230909999999998,3,w4,,,
24.230909999999998,2,w4,,,
24.49755,1,j3-4,,,
24.49755,2,j4-1,,,
24.49755,3,j4-1,,,
24.49755,4,j4-1,,,
24.49755,5,j4-1,,,
24.89751,1,sj4,,,
24.89751,4,sj1,,,
24.89751,5,sj1,,,
25.264139999999998,2,sj1,,,
25.264139999999998,3,sj1,,,
25.39746,5,w1,,,
25.39746,4,w1,,,
25.39746,1,w4,,,
25.63077,1,sj4,,,
25.63077,4,sj1,,,
25.63077,5,sj1,,,
25.76409,3,w1,,,
25.76409,2,w1,,,
26.097389999999997,1,j4-1,,,
26.097389999999997,2,j1-2,,,
26.097389999999997,3,j1-2,,,
26.097389999999997,4,j1-2,,,
26.097389999999997,5,j1-2,,,
26.497349999999997,1,sj1,,,
26.497349999999997,4,sj2,,,
26.497349999999997,5,sj2,,,
26.863979999999998,2,sj2,,,
26.863979999999998,3,sj2,,,
26.9973,5,w2,,,
26.9973,4,w2,,,
26.9973,1,w1,,,
27.23061,1,sj1,,,
27.23061,4,sj2,,,
27.23061,5,sj2,,,
27.36393,3,w2,,,
27.36393,2,w2,,,
27.56391,1,1-2,,,
27.56391,2,2-3,,,
27.56391,3,2-3,,,
27.56391,4,2-3,,,
27.56391,5,2-3,,,
28.06386,1,sp2-3,,,
28.06386,2,sp3-4,,,
28.06386,3,sp3-4,,,
28.06386,4,sp3-4,,,
28.06386,5,sp3-4,,,
28.63047,1,j3-4,,,
28.63047,2,j4-1,,,
28.63047,3,j4-1,,,
28.63047,4,j4-1,,,
28.63047,5,j4-1,,,
28.96377,1,,,,D80
28.96377,2,,,,D80
28.96377,3,,,,D80
28.96377,5,,,,D80
28.96377,4,1-2,,,
29.297069999999998,4,j2-3,,,
29.297069999999998,4,,,f1,
29.63037,4,lp3,,,
29.697029999999998,5,w1,,,
29.697029999999998,3,w1,,,
29.697029999999998,2,w1,,,
29.697029999999998,1,w4,,,
30.096989999999998,4,j3-4,,,
30.43029,4,lp4,,,
30.83025,4,sp4-1,,,
31.930139999999998,4,1-2,,,
32.49675,4,2-3,,,
32.49675,4,,l1,,
33.26334,4,j3-4,,,
34.09659,4,4-1,,,
34.46322,4,sj1,,,
34.89651,4,1-2,,,
34.89651,4,,lb0,,
35.39646,1,j4-1,,,
35.39646,2,j1-2,,,
35.39646,3,j1-2,,,
35.39646,4,j2-3,,,
35.39646,5,j1-2,,,
35.56311,5,,,,L0
35.56311,4,,,,D80
35.72976,5,j2-3,,,
35.72976,5,,,f1,
36.06306,5,lp3,,,
36.46302,4,w3,,,
36.46302,3,w2,,,
36.46302,2,w2,,,
36.46302,1,w1,,,
36.52968,5,j3-4,,,
36.86298,5,lp4,,,
37.26294,5,sp4-1,,,
38.362829999999995,5,1-2,,,
38.92944,5,2-3,,,
39.69603,5,j3-4,,,
40.52928,5,4-1,,,
40.89591,5,sj1,,,
41.3292,5,1-2,,,
41.629169999999995,5,,,b0,
42.029129999999995,1,j1-2,,,
42.029129999999995,2,j2-3,,,
42.029129999999995,3,j2-3,,,
42.029129999999995,4,j3-4,,,
42.029129999999995,5,j2-3,,,
42.22911,2,,,,L0
42.22911,5,,,,D80
42.362429999999996,2,j3-4,,,
42.69573,2,hj4,,,
43.09569,5,w3,,,
43.09569,4,w4,,,
43.09569,3,w3,,,
43.09569,1,w2,,,
43.49565,2,4-1,,,
43.49565,3,j3-4,,,
43.662299999999995,3,,,,L0
43.662299999999995,2,,,,D80
43.86228,3,j4-1,,,
44.22891,3,hj1,,,
44.428889999999996,2,w1,,,
44.895509999999994,3,1-2,,,
45.262139999999995,2,j1-2,,,
45.262139999999995,3,j2-3,,,
45.39546,2,,,,L0
45.9954,2,j2-3,,,
45.9954,3,j3-4,,,
46.92864,3,j4-1,,,
47.06196,2,w3,,,
47.261939999999996,2,j3-4,,,
47.59524,3,j1-2,,,
47.96187,2,j4-1,,,
48.39516,2,1-2,,,
48.39516,3,2-3,,,
48.39516,1,2-3,,,
48.39516,1,,,f1,
48.56181,1,,,,L0
48.56181,2,,,,D80
48.56181,3,,,,D80
48.76179,1,lp3,,,
49.328399999999995,3,w3,,,
49.328399999999995,2,w2,,,
49.328399999999995,1,3-4,,,
50.02833,1,4-1,,,
50.02833,1,,,f2,
50.39496,1,lp1,,,
50.894909999999996,1,1-2,,,
51.59484,1,2-3,,,
51.9948,1,sj3,,,
52.39476,1,sj3,,,
52.82805,1,3-4,,,
53.19468,1,j4-1,,,
53.59464,1,lp1,,,
53.9946,1,j1-2,,,
54.82785,1,2-3,,,
54.82785,2,j2-3,,,
54.82785,3,j3-4,,,
54.82785,1,,,b1,
55.027829999999994,2,,,,L0
55.027829999999994,3,,,,L0
55.19448,1,lp3,,,
55.19448,2,lp3,,,
55.19448,3,lp4,,,
55.62777,1,j3-4,,,
55.62777,2,j3-4,,,
55.62777,3,j4-1,,,
56.39436,1,4-1,,,
56.39436,2,4-1,,,
56.39436,3,1-2,,,
56.79432,1,1-2,,,
56.79432,2,1-2,,,
56.79432,3,2-3,,,
57.19428,1,j2-3,,,
57.19428,2,j2-3,,,
57.19428,3,j3-4,,,
57.59424,1,j3-4,,,
57.59424,2,j3-4,,,
57.59424,3,j4-1,,,
57.59424,4,j4-1,,,
57.59424,5,j3-4,,,
57.760889999999996,4,,,,L0
57.760889999999996,5,,,,L0
57.96087,1,j4-1,,,
58.294169999999994,2,j4-1,,,
58.56081,3,j1-2,,,
58.660799999999995,5,w4,,,
58.660799999999995,4,w1,,,
58.79412,4,j1-2,,,
59.027429999999995,1,w1,,,
59.060759999999995,5,j4-1,,,
59.36073,2,w1,,,
59.36073,1,1-2,,,
59.36073,2,1-2,,,
59.36073,3,2-3,,,
59.36073,4,2-3,,,
59.36073,5,1-2,,,
59.69403,1,j2-3,,,
59.69403,2,j2-3,,,
59.69403,3,j3-4,,,
59.69403,4,j3-4,,,
59.69403,5,j2-3,,,
60.09399,1,sp3-4,,,
60.09399,2,sp3-4,,,
60.09399,3,sp4-1,,,
60.09399,4,sp4-1,,,
60.09399,5,sp3-4,,,
61.19388,1,j4-1,,,
61.19388,2,j4-1,,,
61.19388,3,j1-2,,,
61.19388,4,j1-2,,,
61.19388,5,j4-1,,,
61.62717,1,1-2,,,
62.06046,1,j2-3,,,
62.260439999999996,5,w1,,,
62.260439999999996,4,w2,,,
62.260439999999996,3,w2,,,
62.260439999999996,2,w1,,,
62.760389999999994,1,j3-4,,,
63.22701,1,sj4,,,
63.62697,1,sp4-1,,,
63.62697,2,sp1-2,,,
63.62697,3,sp2-3,,,
63.62697,4,sp2-3,,,
63.62697,5,sp1-2,,,
64.42689,1,1-2,l1,,
64.42689,2,2-3,l1,,
64.42689,3,3-4,l1,,
64.42689,4,3-4,l1,,
64.42689,5,2-3,l1,,
65.26013999999999,1,2-3,l2,,
65.26013999999999,2,3-4,l2,,
65.26013999999999,3,4-1,l2,,
65.26013999999999,4,4-1,l2,,
65.26013999999999,5,3-4,l2,,
65.9934,1,j3-4,,,
65.9934,2,j4-1,,,
65.9934,3,j1-2,,,
65.9934,4,j1-2,,,
65.9934,5,j4-1,,,
66.72666,1,j4-1,,,
66.72666,2,j1-2,,,
66.72666,3,j2-3,,,
66.72666,4,j2-3,,,
66.72666,5,j1-2,,,
67.15995,1,1-2,,,
67.15995,2,2-3,,,
67.15995,3,3-4,,,
67.15995,4,3-4,,,
67.15995,5,2-3,,,
67.55991,1,j2-3,,,
67.55991,2,j3-4,,,
67.55991,3,j4-1,,,
67.55991,4,j4-1,,,
67.55991,5,j3-4,,,
67.9932,1,sp3-4,,,
67.9932,2,sp4-1,,,
67.9932,3,sp1-2,,,
67.9932,4,sp1-2,,,
67.9932,5,sp4-1,,,
69.15975,1,w4,lb1,,
69.15975,2,w1,lb1,,
69.15975,3,w2,lb1,,
69.15975,4,w2,lb1,,
69.15975,5,w1,lb1,,
69.62637,1,,lb0,,
69.62637,2,,lb0,,
69.62637,3,,lb0,,
69.62637,4,,lb0,,
69.62637,5,,lb0,,
69.993,1,sp4-1,,,
69.993,2,sp1-2,,,
69.993,3,sp2-3,,,
69.993,4,sp2-3,,,
69.993,5,sp1-2,,,
70.72626,1,1-2,r1,,
70.72626,2,2-3,r1,,
70.72626,3,3-4,r1,,
70.72626,4,3-4,r1,,
70.72626,5,2-3,r1,,
71.59284,1,2-3,r2,,
71.59284,2,3-4,r2,,
71.59284,3,4-1,r2,,
71.59284,4,4-1,r2,,
71.59284,5,3-4,r2,,
72.39276,1,j3-4,,,
72.39276,2,j4-1,,,
72.39276,3,j1-2,,,
72.39276,4,j1-2,,,
72.39276,5,j4-1,,,
73.12602,1,j4-1,,,
73.12602,2,j1-2,,,
73.12602,3,j2-3,,,
73.12602,4,j2-3,,,
73.12602,5,j1-2,,,
73.55931,1,1-2,,,
73.55931,2,2-3,,,
73.55931,3,3-4,,,
73.55931,4,3-4,,,
73.55931,5,2-3,,,
73.95927,1,j2-3,,,
73.95927,2,j3-4,,,
73.95927,3,j4-1,,,
73.95927,4,j4-1,,,
73.95927,5,j3-4,,,
74.39256,1,sp3-4,,,
74.39256,2,sp4-1,,,
74.39256,3,sp1-2,,,
74.39256,4,sp1-2,,,
74.39256,5,sp4-1,,,
75.62577,1,w4,rb1,,
75.62577,2,w1,rb1,,
75.62577,3,w2,rb1,,
75.62577,4,w2,rb1,,
75.62577,5,w1,rb1,,
76.02573,1,,rb0,,
76.02573,2,,rb0,,
76.02573,3,,rb0,,
76.02573,4,,rb0,,
76.02573,5,,rb0,,
76.39236,1,sp4-1,,,
76.39236,2,sp1-2,,,
76.39236,3,sp2-3,,,
76.39236,4,sp2-3,,,
76.39236,5,sp1-2,,,
77.12562,1,1-2,,f2,
77.12562,2,2-3,,f1,
77.12562,3,3-4,,f1,
77.12562,4,3-4,,f2,
77.12562,5,2-3,,f1,
77.95886999999999,1,2-3,,b1,
77.95886999999999,2,3-4,,b0,
77.95886999999999,3,4-1,,b0,
77.95886999999999,4,4-1,,b1,
77.95886999999999,5,3-4,,b0,
78.75878999999999,1,j3-4,,,
78.75878999999999,2,j4-1,,,
78.75878999999999,3,j1-2,,,
78.75878999999999,4,j1-2,,,
78.75878999999999,5,j4-1,,,
79.55870999999999,1,j4-1,,,
79.55870999999999,2,j1-2,,,
79.55870999999999,3,j2-3,,,
79.55870999999999,4,j2-3,,,
79.55870999999999,5,j1-2,,,
79.99199999999999,1,1-2,,,
79.99199999999999,2,2-3,,,
79.99199999999999,3,3-4,,,
79.99199999999999,4,3-4,,,
79.99199999999999,5,2-3,,,
80.39196,1,j2-3,,,
80.39196,2,j3-4,,,
80.39196,3,j4-1,,,
80.39196,4,j4-1,,,
80.39196,5,j3-4,,,
80.82525,1,sp3-4,,,
80.82525,2,sp4-1,,,
80.82525,3,sp1-2,,,
80.82525,4,sp1-2,,,
80.82525,5,sp4-1,,,
81.95846999999999,1,sj4,,,
81.95846999999999,2,sj1,,,
81.95846999999999,3,sj2,,,
81.95846999999999,4,sj2,,,
81.95846999999999,5,sj1,,,
82.39175999999999,1,sj4,,,
82.39175999999999,2,sj1,,,
82.39175999999999,3,sj2,,,
82.39175999999999,4,sj2,,,
82.39175999999999,5,sj1,,,
82.79172,4,j2-3,,,
82.79172,5,j1-2,,,
82.89171,3,w2,,,
82.89171,2,w1,,,
82.89171,1,w4,,,
82.95837,1,,,,D60
82.95837,2,,,,D60
82.95837,3,,,,D60
83.15835,4,3-4,,,
83.15835,5,2-3,,,
83.55830999999999,4,j4-1,,,
83.55830999999999,5,j3-4,,,
83.95827,4,lp1,,,
83.95827,5,lp4,,,
84.39156,5,,r1,,
84.39156,4,,l1,,
84.79151999999999,5,,r2,,
84.79151999999999,4,,l2,,
85.15814999999999,4,j1-2,,,
85.15814999999999,5,j4-1,,,
85.55811,4,lp2,,,
85.55811,5,lp1,,,
86.02472999999999,5,,rb1,,
86.02472999999999,4,,lb1,,
86.45801999999999,5,,rb0,,
86.45801999999999,4,,lb0,,
86.85798,4,j2-3,,,
86.85798,5,j1-2,,,
87.52458,2,j1-2,,,
87.52458,3,j2-3,,,
87.6579,2,,,,L0
87.6579,3,,,,L0
87.6579,4,,,,D60
87.6579,5,,,,D60
87.89121,2,j2-3,,,
87.89121,3,j3-4,,,
87.92454,5,w2,,,
87.92454,4,w3,,,
88.45782,2,,r1,,
88.45782,3,,l1,,
88.85777999999999,2,3-4,rb0,,
88.85777999999999,3,4-1,lb0,,
89.19108,2,sj4,,,
89.19108,3,sj1,,,
89.55771,2,sj4,,,
89.55771,3,sj1,,,
89.95767,2,sj4,,,
89.95767,3,sj1,,,
90.39095999999999,1,4-1,,,
90.39095999999999,2,4-1,,,
90.39095999999999,3,1-2,,,
90.39095999999999,4,3-4,,,
90.39095999999999,5,2-3,,,
90.55761,1,,,,L0
90.55761,4,,,,L0
90.55761,5,,,,L0
90.75759,1,j1-2,,,
90.75759,2,j1-2,,,
90.75759,3,j2-3,,,
90.75759,4,j4-1,,,
90.75759,5,j3-4,,,
91.52418,1,j2-3,,,
91.52418,2,j2-3,,,
91.52418,3,j3-4,,,
91.52418,4,j1-2,,,
91.52418,5,j4-1,,,
91.89081,1,lp3,,,
91.89081,2,lp3,,,
91.89081,3,lp4,,,
91.89081,4,lp2,,,
91.89081,5,lp1,,,
92.3241,1,sj3,,,
92.3241,2,sj3,,,
92.3241,3,sj4,,,
92.3241,4,sj2,,,
92.3241,5,sj1,,,
92.72406,1,sj3,,,
92.72406,2,sj3,,,
92.72406,3,sj4,,,
92.72406,4,sj2,,,
92.72406,5,sj1,,,
93.12402,1,j3-4,,,
93.12402,2,j3-4,,,
93.12402,3,j4-1,,,
93.12402,4,j2-3,,,
93.12402,5,j1-2,,,
93.52398,1,4-1,,,
93.52398,2,4-1,,,
93.52398,3,1-2,,,
93.52398,4,3-4,,,
93.52398,5,2-3,,,
93.92394,1,1-2,,,
93.92394,2,1-2,,,
93.92394,3,2-3,,,
93.92394,4,4-1,,,
93.92394,5,3-4,,,
94.29057,1,lp2,,,
94.29057,2,lp2,,,
94.29057,3,lp3,,,
94.29057,4,lp1,,,
94.29057,5,lp4,,,
94.62387,1,j2-3,,,
94.62387,2,j2-3,,,
94.62387,3,j3-4,,,
94.62387,4,j1-2,,,
94.62387,5,j4-1,,,
95.05716,1,j3-4,,,
95.05716,2,j3-4,,,
95.05716,3,j4-1,,,
95.05716,4,j2-3,,,
95.05716,5,j1-2,,,
95.49045,1,j4-1,,,
95.49045,2,j4-1,,,
95.49045,3,j1-2,,,
95.49045,4,j3-4,,,
95.49045,5,j2-3,,,
95.92374,1,j1-2,,,
95.92374,2,j1-2,,,
95.92374,3,j2-3,,,
95.92374,4,j4-1,,,
95.92374,5,j3-4,,,
96.35703,1,2-3,,,
96.35703,2,2-3,,,
96.35703,3,3-4,,,
96.35703,4,1-2,,,
96.35703,5,4-1,,,
96.99029999999999,1,3-4,,f2,
97.15695,2,,,,D60
97.15695,3,,,,D60
97.15695,4,,,,D60
97.15695,5,,,,D60
97.29026999999999,5,w1,,,
97.29026999999999,4,w2,,,
97.29026999999999,3,w4,,,
97.29026999999999,2,w3,,,
97.39026,1,lp4,,,
97.95687,1,j4-1,,,
98.3235,1,lp1,,,
98.75679,1,sj1,,,
99.15675,1,sj1,,,
99.59004,1,j1-2,,,
99.59004,2,j3-4,,,
99.59004,3,j4-1,,,
99.59004,4,j2-3,,,
99.59004,5,j1-2,,,
100.05666,1,2-3,,,
100.05666,2,4-1,,,
100.05666,3,1-2,,,
100.05666,4,3-4,,,
100.05666,5,2-3,,,
100.48995,1,3-4,,,
100.48995,2,1-2,,,
100.48995,3,2-3,,,
100.48995,4,4-1,,,
100.48995,5,3-4,,,
100.85658,1,lp4,,,
100.85658,2,lp2,,,
100.85658,3,lp3,,,
100.85658,4,lp1,,,
100.85658,5,lp4,,,
101.18988,1,4-1,,,
101.18988,2,2-3,,,
101.18988,3,3-4,,,
101.18988,4,1-2,,,
101.18988,5,4-1,,,
101.55650999999999,1,j1-2,,,
101.55650999999999,2,j3-4,,,
101.55650999999999,3,j4-1,,,
101.55650999999999,4,j2-3,,,
101.55650999999999,5,j1-2,,,
101.9898,1,j2-3,,,
101.9898,2,j4-1,,,
101.9898,3,j1-2,,,
101.9898,4,j3-4,,,
101.9898,5,j2-3,,,
102.38976,1,3-4,,,
102.38976,2,1-2,,,
102.38976,3,2-3,,,
102.38976,4,4-1,,,
102.38976,5,3-4,,,
102.78971999999999,1,j4-1,,,
102.78971999999999,2,j2-3,,,
102.78971999999999,3,j3-4,,,
102.78971999999999,4,j1-2,,,
102.78971999999999,5,j4-1,,,
103.18968,1,1-2,,,
103.18968,2,3-4,,,
103.18968,3,4-1,,,
103.18968,4,2-3,,,
103.18968,5,1-2,,,
103.58963999999999,1,2-3,,,
103.58963999999999,2,4-1,,,
103.58963999999999,3,1-2,,,
103.58963999999999,4,3-4,,,
103.58963999999999,5,2-3,,,
103.95626999999999,1,lp3,,,
103.95626999999999,2,lp1,,,
103.95626999999999,3,lp2,,,
103.95626999999999,4,lp4,,,
103.95626999999999,5,lp3,,,
104.32289999999999,1,j3-4,,,
104.32289999999999,2,j1-2,,,
104.32289999999999,3,j2-3,,,
104.32289999999999,4,j4-1,,,
104.32289999999999,5,j3-4,,,
104.68952999999999,1,lp4,,,
104.68952999999999,2,lp2,,,
104.68952999999999,3,lp3,,,
104.68952999999999,4,lp1,,,
104.68952999999999,5,lp4,,,
104.88951,4,1-2,,,
104.95617,2,2-3,,,
105.02283,1,4-1,,,
105.08949,3,3-4,,,
105.15615,5,4-1,,,
105.45612,5,1-2,,,
105.52278,3,4-1,,,
105.58944,1,1-2,,,
105.6561,2,3-4,,,
105.72276,4,2-3,,,
106.08939,1,2-3,,,
106.08939,2,4-1,,,
106.08939,3,1-2,,,
106.08939,4,3-4,,,
106.08939,5,2-3,,,
106.52268,1,3-4,,,
106.52268,2,1-2,,,
106.52268,3,2-3,,,
106.52268,4,4-1,,,
106.52268,5,3-4,,,
107.08928999999999,1,4-1,,,
107.08928999999999,2,2-3,,,
107.08928999999999,3,3-4,,,
107.08928999999999,4,1-2,,,
107.08928999999999,5,4-1,,,
107.78922,1,1-2,,,
107.78922,2,3-4,,,
107.78922,3,4-1,,,
107.78922,4,2-3,,,
107.78922,5,1-2,,,
108.6558,1,2-3,,,
108.6558,2,4-1,,,
108.6558,3,1-2,,,
108.6558,4,3-4,,,
108.6558,5,2-3,,,
108.85578,1,3-4,,,
108.85578,2,1-2,,,
108.85578,3,2-3,,,
108.85578,4,4-1,,,
108.85578,5,3-4,,,
109.05575999999999,1,4-1,,,
109.05575999999999,2,2-3,,,
109.05575999999999,3,3-4,,,
109.05575999999999,4,1-2,,,
109.05575999999999,5,4-1,,,
109.25573999999999,1,1-2,,,
109.25573999999999,2,3-4,,,
109.25573999999999,3,4-1,,,
109.25573999999999,4,2-3,,,
109.25573999999999,5,1-2,,,
109.45572,1,2-3,,,
109.45572,2,4-1,,,
109.45572,3,1-2,,,
109.45572,4,3-4,,,
109.45572,5,2-3,,,
109.58904,1,,,,D60
110.38896,5,w3,,,
110.38896,4,w4,,,
110.38896,3,w2,,,
110.38896,2,w1,,,
110.38896,1,w3,,,
