0.03333,MOT_mc_stage_color_00,r-flash,,
0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,b90,,
14.765189999999999,4,j2-3,,,
14.765189999999999,3,j4-1,,,
14.765189999999999,2,j1-2,,,
14.765189999999999,1,j4-1,,,
15.03183,MOT_mc_bg_black_00,b20-0,,
15.09849,MOT_mc_stage_color_00,y-flash,,
15.165149999999999,1,1-2,r1,,
15.53178,1,2-3,rb0,,
15.83175,4,w3,,,
15.83175,3,w1,,,
15.83175,2,w2,,,
15.93174,1,,l1,,
16.331699999999998,1,3-4,lb0,,
16.69833,1,sp4-1,,,
17.131619999999998,1,1-2,,,
17.331599999999998,MOT_mc_light_up_00,a,,
17.331599999999998,3,hj1,,,
17.331599999999998,4,hj3,,,
18.06486,1,w2,,,
18.29817,MOT_mc_stage_color_00,b-flash,,
18.29817,2,2-3,r1,,
18.564809999999998,4,w3,,,
18.564809999999998,3,w1,,,
18.69813,2,3-4,,,
19.06476,2,sj4,,,
19.46472,2,4-1,rb0,,
19.83135,2,lp1,,,
20.26464,2,sp1-2,,,
20.597939999999998,MOT_mc_light_up_00,b,,
20.63127,2,2-3,,,
20.69793,1,hj2,,,
20.69793,3,hj1,,,
21.29787,MOT_mc_stage_color_00,b-flash,,
21.29787,4,3-4,r1,,
21.56451,2,w3,,,
21.73116,4,,r2,,
21.93114,3,w1,,,
21.93114,1,w2,,,
22.13112,4,4-1,,,
22.53108,4,1-2,rb1,,
22.831049999999998,4,sp2-3,rb0,,
23.29767,4,3-4,,,
23.39766,1,hj2,,,
23.39766,2,hj3,,,
23.46432,MOT_mc_light_up_00,c,,
24.230909999999998,4,w4,,,
24.430889999999998,MOT_mc_stage_color_00,y-flash,,
24.430889999999998,3,1-2,r1,,
24.630869999999998,2,w3,,,
24.630869999999998,1,w2,,,
24.830849999999998,3,,r2,,
25.230809999999998,3,lp2,,,
25.59744,3,2-3,rb1,,
25.93074,3,sp3-4,rb0,,
26.3307,3,4-1,,,
26.663999999999998,MOT_mc_light_up_00,d,,
26.76399,1,hj2,,,
26.76399,2,hj3,,,
26.76399,4,hj4,,,
26.79732,MOT_mc_bg_black_00,b0,,
27.263939999999998,3,w1,,,
27.43059,MOT_mc_stage_color_00,b-flash,,
27.43059,1,2-3,,,
27.43059,2,3-4,,,
27.43059,3,1-2,r1,,
27.43059,4,4-1,l1,,
27.863879999999998,1,3-4,r1,,
27.863879999999998,2,4-1,l1,,
27.863879999999998,3,2-3,,,
27.863879999999998,4,1-2,,,
28.19718,1,4-1,,,
28.19718,2,1-2,,,
28.19718,3,3-4,,,
28.19718,4,2-3,,,
28.56381,1,1-2,rb0,,
28.56381,2,2-3,lb0,,
28.56381,3,4-1,rb0,,
28.56381,4,3-4,lb0,,
28.930439999999997,1,lp2,,,
28.930439999999997,2,lp3,,,
28.930439999999997,3,lp1,,,
28.930439999999997,4,lp4,,,
29.03043,MOT_control_all,zoom2,,
29.997,1,2-3,,,
29.997,2,3-4,,,
29.997,3,1-2,,,
29.997,4,4-1,,,
30.03033,MOT_mc_bg_black_00,b0-45,,
30.096989999999998,MOT_mc_light_up_00,e,,
30.096989999999998,MOT_mc_light_center_00,pin01,,
30.46362,1,lp3,r1,,
30.930239999999998,4,w1,,,
30.930239999999998,3,w2,,,
30.930239999999998,2,w4,,,
31.130219999999998,1,,rb0,,
31.963469999999997,1,3-4,,,
32.696729999999995,1,hj4,,,
33.063359999999996,MOT_mc_light_center_00,pin01sty,,
33.063359999999996,MOT_mc_bg_black_00,b45-0,,
33.42999,1,4-1,l1,,
33.42999,2,4-1,l1,,
33.42999,3,2-3,l1,,
33.42999,4,1-2,l1,,
33.82995,1,1-2,lb0,,
33.82995,2,1-2,lb0,,
33.82995,3,3-4,lb0,,
33.82995,4,2-3,lb0,,
34.36323,1,sp2-3,,,
34.36323,2,sp2-3,,,
34.36323,3,sp4-1,,,
34.36323,4,sp3-4,,,
35.096489999999996,1,3-4,,,
35.096489999999996,2,3-4,,,
35.096489999999996,3,1-2,,,
35.096489999999996,4,4-1,,,
35.16315,MOT_mc_light_up_00,f,,
35.929739999999995,1,4-1,,,
35.929739999999995,2,lp4,,,
35.929739999999995,3,2-3,,,
35.929739999999995,4,1-2,,,
36.22971,MOT_mc_light_up_00,f2,,
36.22971,MOT_mc_bg_black_00,b0-65,,
36.46302,MOT_mc_light_center_00,pin02,,
36.52968,2,4-1,,f1,
36.86298,4,w2,,,
36.86298,3,w3,,,
36.86298,1,w1,,,
37.3296,2,1-2,,,
38.12952,2,lp2,,,
38.729459999999996,2,2-3,,,
39.46272,MOT_mc_light_center_00,pin02sty,,
39.46272,MOT_mc_bg_black_00,b65-0,,
39.62937,1,1-2,,,
39.62937,2,3-4,,b0,
39.62937,3,3-4,,,
39.62937,4,2-3,,,
39.995999999999995,1,2-3,,,
39.995999999999995,2,4-1,,,
39.995999999999995,3,4-1,,,
39.995999999999995,4,3-4,,,
40.46262,1,sj3,,,
40.46262,2,sj1,,,
40.46262,3,1-2,,,
40.46262,4,4-1,,,
40.795919999999995,1,3-4,,,
40.795919999999995,2,1-2,,,
40.795919999999995,3,sj2,,,
40.795919999999995,4,sj1,,,
41.12922,1,4-1,,,
41.12922,2,2-3,,,
41.12922,3,2-3,,,
41.12922,4,1-2,,,
41.52918,1,1-2,,,
41.52918,2,3-4,,,
41.52918,3,3-4,,,
41.52918,4,2-3,,,
41.89581,1,2-3,,,
41.89581,2,4-1,,,
41.89581,3,sj4,,,
41.89581,4,sj3,,,
42.29577,1,sj3,,,
42.29577,2,sj1,,,
42.29577,3,4-1,,,
42.29577,4,3-4,,,
42.59574,MOT_mc_light_up_00,stay,,
42.59574,MOT_mc_light_center_00,pin01,,
42.59574,MOT_mc_bg_black_00,b65,,
42.6624,1,3-4,,f1,
42.795719999999996,2,w1,,,
43.06236,1,4-1,,,
43.229009999999995,4,w4,,,
43.229009999999995,3,w1,,,
43.49565,1,sj1,,,
43.995599999999996,1,w1,,,
44.22891,1,lp1,,,
44.76219,1,1-2,,,
44.828849999999996,MOT_mc_light_up_00,g,,
45.595439999999996,MOT_mc_light_center_00,stay,,
45.595439999999996,MOT_mc_bg_black_00,b65-0,,
45.595439999999996,1,,,,L0
45.595439999999996,2,,,,L0
45.595439999999996,3,,,,L0
45.595439999999996,4,,,,L0
45.695429999999995,1,w2,,,
45.72876,MOT_mc_stage_color_00,white_flash,,
45.72876,1,2-3,,b0,
45.72876,2,1-2,,,
45.92874,3,1-2,,,
45.92874,4,4-1,,,
46.19538,3,j2-3,,,
46.19538,4,j1-2,,,
46.52868,1,j3-4,,,
46.52868,2,j2-3,,,
47.06196,2,3-4,,,
47.06196,4,2-3,,,
47.261939999999996,3,w3,,,
47.328599999999994,1,4-1,,,
47.328599999999994,3,3-4,,,
47.92854,1,j1-2,,,
47.92854,3,j4-1,,,
47.9952,4,w3,,,
47.9952,2,w4,,,
48.095189999999995,MOT_mc_stage_color_00,b-flash,,
48.3285,2,j4-1,,,
48.3285,4,j3-4,,,
48.76179,3,1-2,r1,,
48.76179,4,4-1,l1,,
48.9951,1,w2,,,
49.12842,1,2-3,,,
49.12842,2,1-2,,,
49.56171,1,3-4,r1,,
49.56171,2,2-3,l1,,
49.695029999999996,4,w1,,,
49.695029999999996,3,w2,,,
49.92834,3,2-3,,,
49.92834,4,1-2,,,
50.39496,1,sp4-1,,,
50.39496,2,sp3-4,,,
50.79492,3,sp3-4,,,
50.79492,4,sp2-3,,,
51.22821,1,hj1,,,
51.22821,2,hj4,,,
51.22821,3,hj4,,,
51.22821,4,hj3,,,
51.794819999999994,2,lp4,,,
51.794819999999994,3,lp4,,,
51.82815,MOT_mc_stage_color_00,b-flash,,
52.194779999999994,1,lp1,,,
52.194779999999994,4,lp3,,,
52.62807,1,1-2,,,
52.62807,2,4-1,,,
52.62807,3,4-1,,,
52.62807,4,3-4,,,
53.394659999999995,MOT_mc_stage_color_00,b-flash,,
53.394659999999995,1,lp2,,,
53.394659999999995,4,lp4,,,
53.56131,3,w1,,,
53.56131,2,w1,,,
53.727959999999996,2,lp1,,,
53.727959999999996,3,lp1,,,
54.127919999999996,1,hj2,,,
54.127919999999996,2,hj1,,,
54.127919999999996,3,hj1,,,
54.127919999999996,4,hj4,,,
54.82785,4,4-1,l2,,
54.961169999999996,2,1-2,l2,,
55.09449,1,2-3,rb0,,
55.22781,3,1-2,rb0,,
55.427789999999995,1,sp3-4,,,
55.427789999999995,2,sp2-3,,,
55.427789999999995,3,sp2-3,,,
55.427789999999995,4,sp1-2,,,
56.02773,1,4-1,,,
56.02773,2,3-4,,,
56.02773,3,3-4,,,
56.02773,4,2-3,,,
56.42769,3,4-1,r1,,
56.561009999999996,1,1-2,r1,,
56.69433,2,4-1,lb1,,
56.82765,4,3-4,lb1,,
56.960969999999996,1,lp2,,,
56.960969999999996,2,lp1,,,
56.960969999999996,3,lp1,,,
57.26094,1,j2-3,,,
57.26094,2,j1-2,,,
57.26094,3,j1-2,,,
57.26094,4,j4-1,,,
57.427589999999995,MOT_mc_stage_color_00,y-flash,,
57.72756,1,3-4,,,
57.72756,2,2-3,,,
57.72756,3,2-3,,,
57.72756,4,1-2,,,
58.12752,1,sj4,,,
58.12752,2,sj3,,,
58.12752,3,sj3,,,
58.12752,4,sj2,,,
58.42749,1,sj4,,,
58.42749,2,sj3,,,
58.42749,3,sj3,,,
58.42749,4,sj2,,,
58.79412,1,4-1,,,
58.79412,2,3-4,,,
58.79412,3,3-4,,,
58.79412,4,2-3,,,
59.094089999999994,1,1-2,rb0,,
59.094089999999994,2,4-1,lb0,,
59.094089999999994,3,4-1,rb0,,
59.094089999999994,4,3-4,lb0,,
59.36073,1,2-3,,,
59.36073,2,1-2,,,
59.36073,3,1-2,,,
59.36073,4,4-1,,,
59.69403,1,3-4,,,
59.69403,2,2-3,,,
59.69403,3,2-3,,,
59.69403,4,1-2,,,
60.02733,1,sj4,,,
60.02733,2,sj3,,,
60.02733,3,sj3,,,
60.02733,4,sj2,,,
60.327299999999994,1,sj4,,,
60.327299999999994,2,sj3,,,
60.327299999999994,3,sj3,,,
60.327299999999994,4,sj2,,,
60.593939999999996,1,hj4,,,
60.593939999999996,2,hj3,,,
60.593939999999996,3,hj3,,,
60.593939999999996,4,hj2,,,
60.96057,MOT_mc_light_center_00,on,,
60.96057,MOT_mc_light_up_00,flare,,
60.96057,MOT_mc_stage_color_00,r-flash,,
60.96057,MOT_mc_bg_black_00,b80,,
61.060559999999995,1,lp4,,,
61.060559999999995,2,lp3,,,
61.060559999999995,3,lp3,,,
61.060559999999995,4,lp2,,,
61.060559999999995,MOT_control_all,zoom3,,
61.76049,1,4-1,,,
61.76049,2,3-4,,,
61.76049,3,3-4,,,
61.76049,4,2-3,,,
62.693729999999995,4,w3,,,
62.693729999999995,3,w4,,,
62.693729999999995,2,w4,,,
62.693729999999995,1,w1,,,
62.86038,3,4-1,,,
62.86038,4,3-4,,,
63.327,1,1-2,,,
63.327,2,4-1,,,
63.79362,4,w4,,,
63.79362,3,w1,,,
63.893609999999995,1,2-3,,,
63.893609999999995,2,1-2,,,
63.893609999999995,3,1-2,,,
63.893609999999995,4,4-1,,,
64.76019,1,lp3,,,
64.76019,3,lp2,,,
64.82685,4,w1,,,
64.82685,2,w2,,,
65.22681,2,lp2,,,
65.22681,4,lp1,,,
65.6601,1,3-4,,,
65.6601,2,2-3,,,
65.6601,3,2-3,,,
65.6601,4,1-2,,,
66.59334,3,w3,,,
66.59334,2,w3,,,
66.59334,1,w4,,,
66.59334,4,lp2,,,
66.82665,2,lp3,,,
67.02663,1,lp4,,,
67.22661,3,lp3,,,
67.59324,1,4-1,,,
67.59324,2,3-4,,,
67.59324,3,3-4,,,
67.59324,4,2-3,,,
68.52647999999999,4,w3,,,
68.52647999999999,3,w4,,,
68.52647999999999,2,w4,,,
68.52647999999999,1,lp1,,,
68.52647999999999,2,lp4,,,
68.52647999999999,3,lp4,,,
68.52647999999999,4,3-4,l1,,
69.42639,4,4-1,l2,,
70.25963999999999,4,1-2,,,
71.19288,4,w2,,,
71.29287,4,2-3,lb1,,
71.72616,4,,lb0,,
72.22610999999999,4,3-4,,,
73.05936,4,sp4-1,,,
74.02593,4,1-2,,,
74.85918,1,1-2,,,
74.85918,2,4-1,,,
74.85918,4,2-3,,,
75.05915999999999,3,4-1,,,
75.19248,1,,,,D20
75.19248,2,,,,D20
75.19248,4,,,,D20
75.79241999999999,4,w3,,,
75.79241999999999,2,w1,,,
75.79241999999999,1,w2,,,
75.92573999999999,3,1-2,r1,,
76.85898,3,w2,,,
77.05896,3,2-3,rb0,,
77.82554999999999,3,3-4,,,
78.75878999999999,3,w4,,,
79.25874,3,4-1,,,
80.09199,3,1-2,,,
81.02523,3,w2,,,
81.15854999999999,3,sp2-3,,,
83.59164,MOT_mc_stage_color_00,b-flash,,
83.59164,1,2-3,,,
83.59164,2,1-2,,,
83.59164,3,3-4,,,
83.59164,4,3-4,,,
83.59164,MOT_all,cut2,,
83.59164,MOT_mc_bg_black_00,b80-45,,
83.59164,1,,,,L0
83.59164,2,,,,L0
83.59164,4,,,,L0
84.09159,1,3-4,,,
84.09159,2,2-3,,,
84.09159,3,4-1,,,
84.09159,4,4-1,,,
84.59154,1,sj4,,,
84.59154,2,sj3,,,
84.59154,3,sj1,,,
84.59154,4,sj1,,,
85.05816,3,1-2,r1,,
85.05816,4,1-2,l1,,
85.09149,2,w3,,,
85.09149,1,w4,,,
85.35813,1,4-1,r1,,
85.35813,2,3-4,l1,,
85.55811,MOT_mc_bg_black_00,b45-0,,
85.65809999999999,1,1-2,,,
85.65809999999999,4,2-3,,,
85.92474,2,4-1,,,
85.92474,3,2-3,,,
86.22471,1,hj2,,,
86.45801999999999,MOT_mc_stage_color_00,y-flash,,
86.59134,4,w3,,,
86.85798,3,w3,,,
86.85798,2,w1,,,
86.89130999999999,2,hj1,,,
86.89130999999999,1,lp2,,,
87.62456999999999,3,hj3,,,
87.62456999999999,2,lp1,,,
88.3245,4,hj3,,,
88.3245,3,lp3,,,
88.79111999999999,1,2-3,rb0,,
88.79111999999999,2,1-2,lb0,,
89.12442,3,3-4,rb0,,
89.12442,4,3-4,lb0,,
89.62437,1,3-4,,,
89.62437,2,2-3,,,
89.62437,3,4-1,,,
89.62437,4,4-1,,,
90.35763,1,j4-1,,,
90.35763,2,j3-4,,,
90.35763,3,j1-2,,,
90.35763,4,j1-2,,,
91.02423,1,lp1,,,
91.02423,2,lp4,,,
91.02423,3,lp2,,,
91.02423,4,lp2,,,
91.75748999999999,1,1-2,,,
91.75748999999999,2,4-1,,,
91.75748999999999,3,2-3,,,
91.75748999999999,4,2-3,,,
92.45742,1,2-3,l1,,
92.45742,2,1-2,l1,,
92.45742,3,3-4,l1,,
92.45742,4,3-4,l1,,
93.12402,1,,l2,,
93.12402,2,,l2,,
93.12402,3,,l2,,
93.12402,4,,l2,,
93.39066,4,w4,,,
93.39066,3,w4,,,
93.39066,2,w2,,,
93.39066,1,w3,,,
93.75729,1,3-4,,,
93.75729,2,2-3,,,
93.75729,3,4-1,,,
93.75729,4,4-1,,,
94.12392,1,4-1,lb1,,
94.12392,2,3-4,lb1,,
94.12392,3,1-2,lb1,,
94.12392,4,1-2,lb1,,
94.45721999999999,1,,lb0,,
94.45721999999999,2,,lb0,,
94.45721999999999,3,,lb0,,
94.45721999999999,4,,lb0,,
95.05716,4,w2,,,
95.05716,3,w2,,,
95.05716,2,w4,,,
95.05716,1,w1,,,
95.12382,1,1-2,,,
95.12382,2,4-1,,,
95.12382,3,2-3,,,
95.12382,4,2-3,,,
95.79042,1,j2-3,,,
95.79042,2,j1-2,,,
95.79042,3,j3-4,,,
95.79042,4,j3-4,,,
96.05705999999999,MOT_control_all,zoom4,,
96.35703,1,sj3,,,
96.42369,MOT_mc_stage_color_00,b-flash,,
96.75699,1,sj3,,,
96.85698,4,w4,,,
96.85698,3,w4,,,
96.85698,2,w2,,,
97.15695,1,3-4,,,
97.69023,MOT_mc_stage_color_00,r-flash,,
97.79021999999999,2,2-3,r1,,
98.09018999999999,1,w4,,,
98.12352,2,3-4,,,
98.49015,2,4-1,rb0,,
99.05676,MOT_mc_stage_color_00,y-flash,,
99.12342,4,sp4-1,,,
99.42339,2,w1,,,
99.62337,4,1-2,,,
100.38996,MOT_mc_stage_color_00,b-flash,,
100.42329,3,4-1,,,
100.55660999999999,4,w2,,,
100.78992,3,sj1,,,
101.12321999999999,3,sj1,,,
101.48984999999999,3,hj1,,,
102.22310999999999,1,lp4,,,
102.22310999999999,2,lp1,,,
102.22310999999999,3,lp1,,,
102.22310999999999,4,lp2,,,
102.28976999999999,MOT_mc_stage_color_00,r-flash,,
103.45631999999999,1,4-1,,,
103.45631999999999,2,1-2,,,
103.45631999999999,3,1-2,,,
103.45631999999999,4,2-3,,,
104.38955999999999,4,w3,,,
104.38955999999999,3,w2,,,
104.38955999999999,2,w2,,,
104.38955999999999,1,w1,,,
104.42289,1,1-2,l1,,
104.42289,2,2-3,l1,,
104.42289,3,2-3,l1,,
104.42289,4,3-4,l1,,
104.82284999999999,1,,l2,,
104.82284999999999,2,,l2,,
104.82284999999999,3,,l2,,
104.82284999999999,4,,l2,,
105.05615999999999,MOT_mc_stage_color_00,b-flash,,
105.15615,1,sp2-3,,,
105.15615,2,sp3-4,,,
105.15615,3,sp3-4,,,
105.15615,4,sp4-1,,,
107.12262,1,3-4,lb1,,
107.12262,2,4-1,lb1,,
107.12262,3,4-1,lb1,,
107.12262,4,1-2,lb1,,
107.42259,1,,lb0,,
107.42259,2,,lb0,,
107.42259,3,,lb0,,
107.42259,4,,lb0,,
107.58923999999999,MOT_mc_stage_color_00,r-flash,,
107.68923,1,lp4,,,
107.68923,2,lp1,,,
107.68923,3,lp1,,,
107.68923,4,lp2,,,
109.02243,3,j1-2,,,
109.02243,4,j2-3,,,
109.72236,1,j4-1,,,
109.72236,2,j1-2,,,
110.08899,4,w3,,,
110.08899,3,w2,,,
110.38896,1,sp1-2,,,
110.38896,2,sp2-3,,,
110.38896,3,sp2-3,,,
110.38896,4,sp3-4,,,
112.85538,1,2-3,,,
112.85538,2,3-4,,,
112.85538,3,3-4,,,
112.85538,4,4-1,,,
113.62196999999999,1,sj3,,,
113.78862,4,w1,,,
113.78862,3,w4,,,
113.78862,2,w4,,,
114.05525999999999,1,sj3,,,
114.48854999999999,1,lp3,l1,,
114.72185999999999,1,,lb0,,
114.95517,1,,r1,,
115.18848,1,,rb0,,
115.45512,3,lp4,,,
115.52177999999999,2,4-1,,,
115.62177,4,sj1,,,
115.72175999999999,1,3-4,,,
115.78841999999999,2,lp1,,,
115.82175,3,sj4,,,
115.85508,4,lp1,,,
116.05506,1,lp4,,,
116.05506,3,4-1,,,
116.12172,2,j1-2,,,
116.12172,4,1-2,,,
116.32169999999999,3,lp1,,,
116.35503,4,sj2,,,
116.38835999999999,2,2-3,,,
116.55501,4,lp2,,,
116.58833999999999,1,sj4,,,
116.655,2,j3-4,,,
116.68833,3,1-2,,,
116.82164999999999,1,4-1,,,
116.92164,4,2-3,,,
117.08829,3,j2-3,,,
117.15495,2,sj4,,,
117.22161,4,3-4,,,
117.25493999999999,1,j1-2,,,
117.35493,2,4-1,,,
117.68822999999999,1,2-3,,,
117.68822999999999,2,1-2,,,
117.68822999999999,3,3-4,,,
117.68822999999999,4,4-1,,,
117.98819999999999,1,sj3,,,
117.98819999999999,2,sj2,,,
117.98819999999999,3,sj4,,,
117.98819999999999,4,sj1,,,
118.3215,MOT_mc_stage_color_00,r-flash,,
118.3215,1,j3-4,,,
118.3215,2,j2-3,,,
118.42148999999999,3,j4-1,,,
118.42148999999999,4,j1-2,,,
118.62146999999999,3,1-2,,,
118.62146999999999,4,2-3,,,
118.72146,1,4-1,,,
118.72146,2,3-4,,,
118.98809999999999,1,j1-2,,,
118.98809999999999,2,j4-1,,,
118.98809999999999,3,j2-3,,,
118.98809999999999,4,j3-4,,,
119.45472,1,2-3,r1,,
119.45472,2,1-2,r1,,
119.45472,3,3-4,r1,,
119.45472,4,4-1,r1,,
119.65469999999999,MOT_all,cut3,,
119.78801999999999,1,3-4,,,
119.78801999999999,2,2-3,,,
119.78801999999999,3,4-1,,,
119.78801999999999,4,1-2,,,
120.12132,1,4-1,rb0,,
120.12132,2,3-4,rb0,,
120.12132,3,1-2,rb0,,
120.12132,4,2-3,rb0,,
120.45461999999999,1,1-2,,,
120.45461999999999,2,4-1,,,
120.45461999999999,3,2-3,,,
120.45461999999999,4,3-4,,,
120.65459999999999,MOT_mc_bg_black_00,b0-45,,
120.72126,1,hj2,,,
120.72126,2,hj1,,,
120.72126,3,hj3,,,
120.72126,4,hj4,,,
121.95447,4,w4,,,
121.95447,3,w3,,,
121.95447,2,w1,,,
121.95447,1,w2,,,
