0.03333,MOT_mc_bg_black_00,b65,,
16.63167,4,sp4-1,,,
16.69833,MOT_mc_stage_color_00,r-flash,,
16.9983,1,j2-3,,,
16.9983,2,j2-3,,,
17.131619999999998,MOT_mc_stage_color_00,y-flash,,
17.43159,MOT_mc_bg_black_00,b45-20,,
17.43159,1,j3-4,,,
17.43159,2,j3-4,,,
17.43159,3,j1-2,,,
17.43159,4,j1-2,,,
17.49825,MOT_all,remix_cut2,,
17.564909999999998,MOT_mc_stage_color_00,b-flash,,
17.564909999999998,1,,,,L20
17.564909999999998,2,,,,L20
17.564909999999998,3,,,,L20
17.564909999999998,4,,,,L20
17.89821,1,4-1,r1,,
17.89821,2,4-1,r1,,
17.89821,3,2-3,r1,,
17.89821,4,2-3,r1,,
18.3315,1,1-2,,,
18.3315,2,1-2,,,
18.3315,3,3-4,,,
18.3315,4,3-4,,,
18.364829999999998,MOT_mc_stage_color_00,b-flash,,
18.764789999999998,1,sp2-3,,,
18.764789999999998,2,sp2-3,,,
18.764789999999998,3,sp4-1,,,
18.764789999999998,4,sp4-1,,,
19.23141,1,hj3,,,
19.23141,2,hj3,,,
19.23141,3,hj1,,,
19.23141,4,hj1,,,
19.3314,MOT_mc_stage_color_00,b-flash,,
19.93134,1,3-4,rb0,,
19.93134,2,3-4,rb0,,
19.93134,3,1-2,rb0,,
19.93134,4,1-2,rb0,,
20.164649999999998,MOT_mc_stage_color_00,r-flash,,
20.3313,2,j4-1,,,
20.3313,3,j2-3,,,
20.49795,1,j4-1,,,
20.49795,4,j2-3,,,
20.597939999999998,MOT_mc_stage_color_00,y-flash,,
20.93124,1,1-2,l1,,
20.93124,2,1-2,l1,,
20.93124,3,3-4,l1,,
20.93124,4,3-4,l1,,
21.09789,MOT_mc_stage_color_00,b-flash,,
21.36453,1,2-3,,,
21.36453,2,2-3,,,
21.36453,3,4-1,,,
21.36453,4,4-1,,,
21.6645,1,lp3,,,
21.6645,2,lp3,,,
21.6645,3,lp1,,,
21.6645,4,lp1,,,
21.797819999999998,MOT_mc_stage_color_00,b-flash,,
22.031129999999997,3,1-2,,,
22.197779999999998,1,3-4,,,
22.36443,2,3-4,,,
22.53108,4,1-2,,,
22.76439,1,4-1,,,
22.76439,2,4-1,,,
22.76439,3,2-3,,,
22.76439,4,2-3,,,
22.831049999999998,MOT_mc_stage_color_00,b-flash,,
23.16435,1,1-2,lb0,,
23.16435,2,1-2,lb0,,
23.16435,3,3-4,lb0,,
23.16435,4,3-4,lb0,,
23.664299999999997,1,2-3,,,
23.664299999999997,2,2-3,,,
23.73096,MOT_mc_stage_color_00,b-flash,,
24.030929999999998,1,sp3-4,,,
24.030929999999998,2,sp3-4,,,
24.030929999999998,3,4-1,,,
24.030929999999998,4,4-1,,,
24.16425,MOT_mc_stage_color_00,r-flash,,
24.430889999999998,1,j4-1,,,
24.430889999999998,2,j4-1,,,
24.430889999999998,3,j1-2,,,
24.430889999999998,4,j1-2,,,
24.56421,MOT_mc_stage_color_00,b-flash,,
24.89751,1,j1-2,,,
24.89751,2,j1-2,,,
25.230809999999998,3,j2-3,,,
25.230809999999998,4,j2-3,,,
25.3308,MOT_mc_stage_color_00,b-flash,,
25.59744,1,2-3,r1,,
25.59744,2,2-3,l1,,
25.864079999999998,3,3-4,r1,,
25.864079999999998,4,3-4,l1,,
26.19738,1,j3-4,,,
26.19738,2,j3-4,,,
26.19738,3,j4-1,,,
26.19738,4,j4-1,,,
26.297369999999997,MOT_mc_stage_color_00,b-flash,,
26.663999999999998,1,4-1,rb0,,
26.663999999999998,2,4-1,lb0,,
26.663999999999998,3,1-2,rb0,,
26.663999999999998,4,1-2,lb0,,
27.16395,4,j2-3,,,
27.19728,MOT_mc_stage_color_00,r-flash,,
27.3306,2,j1-2,,,
27.497249999999998,1,j1-2,,,
27.56391,MOT_mc_stage_color_00,y-flash,,
27.59724,3,w2,,,
27.663899999999998,3,j2-3,,,
27.9972,MOT_mc_stage_color_00,b-flash,,
27.9972,1,2-3,,,
27.9972,2,2-3,,,
27.9972,3,3-4,,,
27.9972,4,3-4,,,
28.330499999999997,1,lp3,,,
28.330499999999997,2,lp3,,,
28.330499999999997,3,lp4,,,
28.330499999999997,4,lp4,,,
28.79712,1,3-4,,,
28.79712,2,3-4,,,
28.79712,3,4-1,,,
28.79712,4,4-1,,,
28.83045,MOT_mc_stage_color_00,b-flash,,
29.130419999999997,1,j4-1,,,
29.130419999999997,3,j1-2,,,
29.39706,2,j4-1,,,
29.39706,4,j1-2,,,
29.76369,1,1-2,,,
29.76369,2,1-2,,,
29.83035,MOT_mc_stage_color_00,b-flash,,
30.03033,3,2-3,,,
30.03033,4,2-3,,,
30.163649999999997,MOT_mc_stage_color_00,r-flash,,
30.330299999999998,3,j3-4,,,
30.49695,MOT_mc_stage_color_00,b-flash,,
30.6636,4,j3-4,,,
30.69693,2,w2,,,
30.69693,1,w2,,,
30.83025,MOT_mc_stage_color_00,r-flash,,
30.9969,1,j2-3,,,
30.9969,2,j2-3,,,
31.163549999999997,MOT_mc_stage_color_00,b-flash,,
31.39686,3,w4,,,
31.59684,1,3-4,l1,,
31.59684,2,3-4,l1,,
31.59684,3,4-1,l1,,
31.59684,4,4-1,l1,,
31.63017,MOT_mc_bg_black_00,b20-65,,
31.69683,MOT_all,remix_cut3,,
31.69683,MOT_mc_stage_color_00,b-flash,,
31.930139999999998,1,lp4,,,
31.930139999999998,2,lp4,,,
31.930139999999998,3,lp1,,,
31.930139999999998,4,lp1,,,
32.39676,2,j4-1,,,
32.696729999999995,3,j1-2,,,
33.33,1,4-1,lb0,,
33.33,2,1-2,lb0,,
33.33,3,2-3,lb0,,
33.33,4,1-2,lb0,,
33.36333,MOT_mc_stage_color_00,b-flash,,
33.6633,1,lp1,,,
33.6633,2,lp2,,,
33.6633,3,lp3,,,
33.6633,4,lp2,,,
34.02993,1,j1-2,,,
34.329899999999995,4,j2-3,,,
35.096489999999996,1,w2,,,
35.129819999999995,1,2-3,r1,,
35.129819999999995,2,2-3,r1,,
35.129819999999995,3,3-4,r1,,
35.129819999999995,4,3-4,r1,,
35.16315,MOT_mc_stage_color_00,b-flash,,
35.463119999999996,1,lp3,,,
35.463119999999996,2,lp3,,,
35.463119999999996,3,lp4,,,
35.463119999999996,4,lp4,,,
35.86308,1,j3-4,,,
35.86308,3,j4-1,,,
36.16305,2,j3-4,,,
36.16305,4,j4-1,,,
36.79632,1,4-1,rb0,,
36.79632,2,4-1,rb0,,
36.79632,3,1-2,rb0,,
36.79632,4,1-2,rb0,,
36.92964,MOT_mc_stage_color_00,b-flash,,
37.129619999999996,1,lp1,,,
37.129619999999996,2,lp1,,,
37.129619999999996,3,lp2,,,
37.129619999999996,4,lp2,,,
37.6629,1,j1-2,,,
37.6629,4,j2-3,,,
37.962869999999995,2,j1-2,,,
37.962869999999995,3,j2-3,,,
38.52948,MOT_mc_bg_black_00,b65-80,,
38.52948,1,2-3,,,
38.52948,2,2-3,,,
38.729459999999996,4,w3,,,
38.729459999999996,MOT_mc_stage_color_00,r-flash,,
38.96277,MOT_mc_bg_black_00,b80-65,,
38.9961,1,j3-4,,,
38.9961,2,j3-4,,,
38.9961,3,j3-4,,,
38.9961,4,j3-4,,,
39.06276,MOT_mc_stage_color_00,b-flash,,
39.46272,1,,l1,,
39.46272,2,,r1,,
39.46272,3,,l1,,
39.46272,4,,r1,,
39.89601,1,4-1,,,
39.89601,2,4-1,,,
39.89601,3,4-1,,,
39.89601,4,4-1,,,
40.362629999999996,1,1-2,lb0,,
40.362629999999996,2,1-2,rb0,,
40.362629999999996,3,1-2,lb0,,
40.362629999999996,4,1-2,rb0,,
40.46262,MOT_mc_stage_color_00,b-flash,,
40.6626,1,lp2,,,
40.6626,2,lp2,,,
40.6626,3,lp2,,,
40.6626,4,lp2,,,
41.09589,1,2-3,,,
41.09589,2,2-3,,,
41.36253,3,2-3,,,
41.36253,4,2-3,,,
41.629169999999995,1,j3-4,,,
41.629169999999995,2,j3-4,,,
41.629169999999995,3,j3-4,,,
41.629169999999995,4,j3-4,,,
42.12912,1,4-1,,,
42.12912,2,4-1,,,
42.12912,3,4-1,,,
42.12912,4,4-1,,,
42.22911,MOT_mc_stage_color_00,b-flash,,
42.46242,1,lp1,,,
42.46242,2,lp1,,,
42.46242,3,lp1,,,
42.46242,4,lp1,,,
42.96237,1,1-2,r1,,
42.96237,2,1-2,l1,,
42.96237,3,1-2,r1,,
42.96237,4,1-2,l1,,
43.29567,1,2-3,rb0,,
43.29567,2,2-3,lb0,,
43.29567,3,2-3,rb0,,
43.29567,4,2-3,lb0,,
43.82895,1,j3-4,,,
43.82895,2,j3-4,,,
43.82895,3,j3-4,,,
43.82895,4,j3-4,,,
43.96227,MOT_mc_stage_color_00,b-flash,,
44.3289,1,lp4,,,
44.3289,2,lp4,,,
44.3289,3,lp4,,,
44.3289,4,lp4,,,
44.862179999999995,1,sp4-1,,,
44.862179999999995,2,sp4-1,,,
44.862179999999995,3,sp4-1,,,
44.862179999999995,4,sp4-1,,,
45.595439999999996,MOT_all,remix_cut4,,
45.595439999999996,MOT_mc_bg_black_00,b65-45,,
45.628769999999996,1,hj1,,,
45.628769999999996,2,hj1,,,
45.628769999999996,3,hj1,,,
45.628769999999996,4,hj1,,,
45.628769999999996,1,,,,L0
45.628769999999996,2,,,,L0
45.628769999999996,3,,,,L0
45.628769999999996,4,,,,L0
45.662099999999995,MOT_mc_stage_color_00,b-flash,,
46.26204,2,1-2,,,
46.26204,4,1-2,,,
46.495349999999995,1,1-2,,,
46.495349999999995,3,1-2,,,
47.19528,4,w2,,,
47.19528,2,w2,,,
47.228609999999996,1,2-3,,,
47.228609999999996,2,2-3,,,
47.228609999999996,3,2-3,,,
47.228609999999996,4,2-3,,,
47.36193,MOT_mc_stage_color_00,r-flash,,
47.96187,1,j3-4,,,
47.96187,2,j3-4,,,
47.96187,3,j3-4,,,
47.96187,4,j3-4,,,
48.56181,1,4-1,,,
48.56181,2,4-1,,,
48.6618,MOT_mc_stage_color_00,b-flash,,
48.82845,3,4-1,,,
48.82845,4,4-1,,,
49.12842,1,1-2,,,
49.12842,2,1-2,,,
49.12842,3,1-2,,,
49.12842,4,1-2,,,
49.295069999999996,MOT_mc_stage_color_00,b-flash,,
49.46172,1,lp2,,,
49.46172,2,lp2,,,
49.46172,3,lp2,,,
49.46172,4,lp2,,,
50.494949999999996,1,2-3,,,
50.494949999999996,2,2-3,,,
50.494949999999996,3,2-3,,,
50.494949999999996,4,2-3,,,
51.16155,3,3-4,,,
51.19488,MOT_mc_stage_color_00,b-flash,,
51.394859999999994,1,3-4,,,
51.42819,4,w3,,,
51.42819,2,w3,,,
51.62817,2,3-4,,,
51.761489999999995,MOT_mc_stage_color_00,r-flash,,
51.86148,4,3-4,,,
52.094789999999996,3,w4,,,
52.3281,1,w4,,,
52.528079999999996,1,4-1,,,
52.528079999999996,2,4-1,,,
52.79472,4,w4,,,
52.79472,MOT_mc_stage_color_00,b-flash,,
52.79472,3,j4-1,,,
52.79472,4,j4-1,,,
53.26134,3,1-2,,,
53.26134,4,1-2,,,
53.394659999999995,MOT_mc_stage_color_00,b-flash,,
53.46132,2,w1,,,
53.46132,1,w1,,,
53.6613,1,j1-2,,,
53.6613,2,j1-2,,,
54.194579999999995,4,w2,,,
54.194579999999995,3,w2,,,
54.26124,1,2-3,,,
54.26124,2,2-3,,,
54.26124,3,j2-3,,,
54.26124,4,2-3,,,
54.3279,MOT_mc_stage_color_00,b-flash,,
54.6612,1,lp3,,,
54.6612,2,lp3,,,
54.6612,3,lp3,,,
54.6612,4,lp3,,,
55.12782,3,3-4,,,
55.12782,4,j3-4,,,
55.6611,MOT_mc_stage_color_00,b-flash,,
55.6611,1,3-4,,,
55.6611,2,3-4,,,
55.89441,3,4-1,,,
55.89441,4,4-1,,,
56.261039999999994,MOT_mc_stage_color_00,r-flash,,
56.261039999999994,1,sp4-1,,,
56.261039999999994,2,sp4-1,,,
56.261039999999994,3,sp1-2,,,
56.261039999999994,4,sp1-2,,,
58.12752,MOT_mc_stage_color_00,b-flash,,
58.12752,1,hj1,,,
58.12752,2,hj1,,,
58.12752,3,hj2,,,
58.12752,4,hj2,,,
58.86078,3,2-3,,,
58.994099999999996,MOT_mc_stage_color_00,y-flash,,
58.994099999999996,1,1-2,,,
59.12742,2,1-2,,,
59.22741,MOT_mc_stage_color_00,r-flash,,
59.26074,4,2-3,,,
59.494049999999994,MOT_mc_stage_color_00,b-flash,,
59.494049999999994,1,j2-3,,,
59.494049999999994,2,j2-3,,,
59.794019999999996,3,w3,,,
59.927339999999994,MOT_mc_stage_color_00,b-flash,,
59.927339999999994,1,3-4,r1,,
59.927339999999994,2,3-4,,,
59.927339999999994,3,3-4,r1,,
59.927339999999994,4,3-4,,,
60.593939999999996,1,j4-1,,,
60.593939999999996,3,j4-1,,,
60.693929999999995,MOT_mc_stage_color_00,r-flash,,
60.86058,4,w4,,,
60.86058,2,w4,,,
61.060559999999995,1,1-2,,,
61.060559999999995,2,4-1,,,
61.060559999999995,3,1-2,,,
61.060559999999995,4,4-1,,,
61.69383,1,2-3,,,
61.69383,2,1-2,l1,,
61.69383,3,2-3,,,
61.69383,4,1-2,l1,,
61.76049,MOT_mc_stage_color_00,b-flash,,
62.260439999999996,2,j2-3,,,
62.260439999999996,4,j2-3,,,
62.627069999999996,3,w3,,,
62.627069999999996,1,w3,,,
62.760389999999994,1,3-4,rb0,,
62.760389999999994,2,3-4,lb0,,
62.760389999999994,3,3-4,rb0,,
62.760389999999994,4,3-4,lb0,,
62.86038,MOT_mc_stage_color_00,r-flash,,
63.426989999999996,2,4-1,l1,,
63.426989999999996,3,4-1,l1,,
63.560309999999994,MOT_mc_stage_color_00,b-flash,,
63.69363,4,w4,,,
63.69363,1,w4,,,
63.76029,1,4-1,l1,,
63.76029,4,4-1,l1,,
64.16024999999999,1,hj1,,,
64.16024999999999,2,hj1,,,
64.16024999999999,3,hj1,,,
64.16024999999999,4,hj1,,,
64.22691,MOT_mc_stage_color_00,y-flash,,
64.96016999999999,4,j1-2,,,
65.06016,MOT_mc_stage_color_00,b-flash,,
65.39345999999999,3,w1,,,
65.39345999999999,2,w1,,,
65.39345999999999,1,w1,,,
65.42679,1,j1-2,,,
65.42679,2,j1-2,,,
65.49345,MOT_mc_stage_color_00,r-flash,,
65.86008,3,j1-2,,,
65.92674,MOT_mc_stage_color_00,y-flash,,
66.02673,4,w2,,,
66.26004,1,2-3,lb0,,
66.26004,2,2-3,lb0,,
66.26004,3,2-3,lb0,,
66.26004,4,2-3,lb0,,
66.39336,MOT_mc_stage_color_00,b-flash,,
66.75999,3,j3-4,,,
66.85998,MOT_mc_stage_color_00,b-flash,,
67.05996,4,j3-4,,,
67.19328,2,w3,,,
67.19328,1,w3,,,
67.42658999999999,1,3-4,,,
67.42658999999999,2,3-4,,,
67.42658999999999,3,4-1,,,
67.42658999999999,4,4-1,,,
67.55991,MOT_mc_stage_color_00,r-flash,,
67.75989,1,lp4,,,
67.75989,2,lp4,,,
67.75989,3,lp1,,,
67.75989,4,lp1,,,
68.25984,1,j4-1,,,
68.25984,2,j4-1,,,
68.25984,3,j1-2,,,
68.25984,4,j1-2,,,
68.35983,MOT_mc_stage_color_00,b-flash,,
68.85978,1,1-2,,,
68.95976999999999,MOT_mc_stage_color_00,r-flash,,
69.12642,2,1-2,,,
69.32639999999999,4,w2,,,
69.32639999999999,3,w2,,,
69.39305999999999,3,j2-3,,,
69.39305999999999,4,j2-3,,,
69.69303,1,sp2-3,,,
69.69303,2,sp2-3,,,
70.3263,MOT_mc_stage_color_00,b-flash,,
70.3263,1,j3-4,,,
70.3263,2,j3-4,,,
70.3263,3,3-4,,,
70.3263,4,3-4,,,
70.89291,1,4-1,,,
70.89291,2,4-1,,,
70.89291,3,j4-1,,,
70.89291,4,j4-1,,,
71.15955,MOT_all,remix_cut5,,
71.22621,MOT_mc_stage_color_00,b-flash,,
71.29287,1,lp1,,,
71.29287,2,lp1,,,
71.29287,3,lp1,,,
71.29287,4,lp1,,,
71.82615,MOT_mc_stage_color_00,y-flash,,
71.95947,1,j1-2,,,
71.95947,2,j1-2,,,
71.95947,3,j1-2,,,
71.95947,4,j1-2,,,
72.22610999999999,MOT_mc_bg_black_00,b45-65,,
72.29276999999999,2,2-3,,,
72.29276999999999,3,2-3,,,
72.29276999999999,1,,,,D20
72.29276999999999,2,,,,D20
72.29276999999999,3,,,,D20
72.29276999999999,4,,,,D20
72.3261,MOT_mc_stage_color_00,b-flash,,
72.52608,1,2-3,,,
72.52608,4,2-3,,,
72.89271,1,3-4,,,
72.89271,2,3-4,,,
72.89271,3,j3-4,,,
72.89271,4,j3-4,,,
72.92604,MOT_mc_stage_color_00,y-flash,,
73.29267,1,4-1,r1,,
73.29267,2,4-1,r1,,
73.29267,3,4-1,r1,,
73.29267,4,4-1,r1,,
73.72596,1,1-2,rb0,,
73.72596,2,1-2,rb0,,
73.72596,3,1-2,rb0,,
73.72596,4,1-2,rb0,,
73.75929,MOT_mc_stage_color_00,b-flash,,
74.19257999999999,MOT_mc_bg_black_00,b65-80,,
74.25923999999999,1,j2-3,,,
74.25923999999999,2,j2-3,,,
74.25923999999999,3,j2-3,,,
74.25923999999999,4,j2-3,,,
74.29257,MOT_mc_stage_color_00,b-flash,,
74.69252999999999,1,sp3-4,,,
74.69252999999999,2,sp3-4,,,
74.69252999999999,3,sp3-4,,,
74.69252999999999,4,sp3-4,,,
74.75918999999999,MOT_mc_stage_color_00,r-flash,,
75.45912,1,hj4,,,
75.45912,2,hj4,,,
75.45912,3,hj4,,,
75.45912,4,hj4,,,
75.49244999999999,MOT_mc_stage_color_00,r-flash,,
75.72576,MOT_mc_stage_color_00,b-flash,,
76.19238,4,j4-1,,,
76.45902,2,j4-1,,,
76.55901,MOT_mc_stage_color_00,b-flash,,
76.69233,3,w4,,,
76.69233,1,w4,,,
76.72565999999999,1,j4-1,,,
76.92564,MOT_mc_stage_color_00,r-flash,,
76.9923,3,j4-1,,,
77.12562,MOT_all,remix_cut6,,
77.25894,4,w1,,,
77.35893,MOT_mc_bg_black_00,b65-0,,
77.35893,1,1-2,,,
77.35893,2,1-2,,,
77.35893,3,1-2,,,
77.35893,4,1-2,,,
77.35893,1,,,,L0
77.35893,2,,,,L0
77.35893,3,,,,L0
77.35893,4,,,,L0
77.45891999999999,MOT_mc_stage_color_00,b-flash,,
78.09219,1,2-3,l1,,
78.09219,2,2-3,l1,,
78.09219,3,2-3,l1,,
78.09219,4,2-3,l1,,
78.15885,MOT_mc_stage_color_00,r-flash,,
78.45882,1,hj3,,,
78.45882,2,hj3,,,
78.45882,3,hj3,,,
78.45882,4,hj3,,,
78.9921,1,3-4,lb0,,
78.9921,2,3-4,lb0,,
78.9921,3,3-4,lb0,,
78.9921,4,3-4,lb0,,
79.29207,MOT_mc_stage_color_00,b-flash,,
79.79202,1,4-1,,,
79.79202,2,4-1,,,
79.92533999999999,4,w4,,,
79.92533999999999,3,w4,,,
80.29196999999999,1,j1-2,,,
80.29196999999999,2,j1-2,,,
80.29196999999999,3,4-1,,,
80.29196999999999,4,4-1,,,
80.55861,MOT_mc_stage_color_00,b-flash,,
80.85858,1,j2-3,,,
80.85858,2,j2-3,,,
80.85858,3,j1-2,,,
80.85858,4,j1-2,,,
81.25854,1,hj3,,,
81.25854,2,hj3,,,
81.25854,3,hj2,,,
81.25854,4,hj2,,,
81.45852,MOT_mc_stage_color_00,r-flash,,
81.82515,1,sp3-4,,,
81.82515,2,sp3-4,,,
81.82515,3,sp2-3,,,
81.82515,4,sp2-3,,,
82.45841999999999,1,j4-1,,,
82.45841999999999,2,j4-1,,,
82.45841999999999,3,j3-4,,,
82.45841999999999,4,j3-4,,,
82.6584,MOT_mc_stage_color_00,b-flash,,
82.92504,1,1-2,r1,,
82.92504,2,1-2,l1,,
82.92504,3,4-1,r1,,
82.92504,4,4-1,l1,,
83.09169,MOT_mc_stage_color_00,y-flash,,
83.35833,1,j2-3,,,
83.35833,2,j2-3,,,
83.35833,3,j1-2,,,
83.35833,4,j1-2,,,
83.62496999999999,MOT_mc_stage_color_00,b-flash,,
83.92493999999999,1,3-4,,,
84.05825999999999,MOT_mc_stage_color_00,r-flash,,
84.3249,1,4-1,,,
84.3249,3,2-3,,,
84.42488999999999,4,w2,,,
84.42488999999999,2,w3,,,
84.52488,MOT_mc_stage_color_00,b-flash,,
85.15814999999999,2,3-4,,,
85.25814,3,w3,,,
85.25814,1,w1,,,
85.25814,MOT_mc_stage_color_00,y-flash,,
85.62477,2,4-1,,,
85.62477,4,2-3,,,
86.12472,1,1-2,,,
86.12472,2,1-2,,,
86.12472,3,3-4,,,
86.12472,4,3-4,,,
86.25804,MOT_mc_stage_color_00,b-flash,,
86.55801,1,,rb0,,
86.55801,2,,lb0,,
86.55801,3,,rb0,,
86.55801,4,,lb0,,
86.95797,1,2-3,,,
86.95797,2,2-3,,,
86.95797,3,4-1,,,
86.95797,4,4-1,,,
87.02463,MOT_mc_stage_color_00,b-flash,,
87.25793999999999,1,lp3,,,
87.25793999999999,2,lp3,,,
87.25793999999999,3,lp1,,,
87.25793999999999,4,lp1,,,
87.79122,1,3-4,r1,,
87.79122,2,3-4,r1,,
87.79122,3,,r1,,
87.79122,4,,r1,,
88.02453,MOT_mc_stage_color_00,b-flash,,
88.25784,1,,rb0,,
88.25784,2,,rb0,,
88.25784,3,1-2,rb0,,
88.25784,4,1-2,rb0,,
88.72446,2,w4,,,
88.72446,1,w4,,,
88.79111999999999,1,j4-1,,,
88.79111999999999,2,j4-1,,,
88.79111999999999,3,j2-3,,,
88.79111999999999,4,j2-3,,,
88.95777,MOT_mc_stage_color_00,r-flash,,
89.69103,1,,l1,,
89.69103,2,1-2,l1,,
89.69103,3,,l1,,
89.69103,4,3-4,l1,,
89.79101999999999,MOT_mc_stage_color_00,b-flash,,
89.85768,3,w3,,,
89.85768,1,w1,,,
90.09098999999999,1,1-2,lb0,,
90.09098999999999,2,,lb0,,
90.09098999999999,3,3-4,lb0,,
90.09098999999999,4,,lb0,,
90.59093999999999,1,j2-3,,,
90.59093999999999,2,j2-3,,,
90.59093999999999,3,j4-1,,,
90.59093999999999,4,j4-1,,,
90.6576,MOT_mc_stage_color_00,y-flash,,
91.39085999999999,1,sp3-4,,,
91.39085999999999,2,sp3-4,,,
91.39085999999999,3,sp1-2,,,
91.39085999999999,4,sp1-2,,,
91.45752,MOT_mc_stage_color_00,b-flash,,
92.25744,3,j2-3,,,
92.35743,MOT_mc_stage_color_00,r-flash,,
92.52408,1,j4-1,,,
92.52408,2,j4-1,,,
92.79072,4,j2-3,,,
93.22400999999999,1,1-2,r1,,
93.22400999999999,2,1-2,l1,,
93.22400999999999,3,3-4,r1,,
93.22400999999999,4,3-4,l1,,
93.324,MOT_mc_stage_color_00,b-flash,,
93.92394,1,2-3,,,
93.92394,2,2-3,,,
93.92394,3,4-1,,,
93.92394,4,4-1,,,
94.39056,1,,rb0,,
94.39056,2,,lb0,,
94.39056,3,,rb0,,
94.39056,4,,lb0,,
94.49055,MOT_mc_stage_color_00,y-flash,,
94.85718,4,w1,,,
94.85718,3,w1,,,
94.85718,2,w3,,,
94.85718,1,w3,,,
94.95716999999999,1,j3-4,,,
94.95716999999999,2,j3-4,,,
94.95716999999999,3,j1-2,,,
94.95716999999999,4,j1-2,,,
95.12382,MOT_mc_stage_color_00,b-flash,,
95.35713,1,lp4,,,
95.35713,2,lp4,,,
95.35713,3,lp2,,,
95.35713,4,lp2,,,
95.89041,1,sp4-1,,,
95.89041,2,sp4-1,,,
95.89041,3,sp2-3,,,
95.89041,4,sp2-3,,,
96.72366,1,j1-2,,,
96.72366,2,j1-2,,,
96.79032,MOT_mc_stage_color_00,y-flash,,
96.95697,3,j3-4,,,
96.95697,4,j3-4,,,
97.02363,MOT_mc_stage_color_00,r-flash,,
97.59024,3,4-1,,,
97.59024,4,4-1,,,
97.69023,MOT_mc_stage_color_00,b-flash,,
97.79021999999999,2,w2,,,
97.79021999999999,1,w2,,,
97.85687999999999,1,2-3,,,
