0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom_1,,
36.39636,1,2-3,lb0,,
36.729659999999996,1,3-4,r1,,
37.06296,1,j4-1,,,
37.6629,1,1-2,rb0,,
38.09619,2,,,,L0
38.09619,1,,,,D40
38.09619,MOT_mc_stage_color_00,r-flash,,
38.09619,1,,,b1,
38.09619,1,sort,-8000,
38.09619,2,,,f2,
38.09619,2,sort,-8000,
38.42949,2,j1-2,,,
38.59614,1,w2,,,
38.92944,2,2-3,,,
39.26274,2,3-4,,,
39.596039999999995,2,j4-1,,,
40.09599,2,1-2,,,
40.42929,2,2-3,,,
41.195879999999995,1,,,,L0
41.195879999999995,3,,,,L0
41.195879999999995,MOT_mc_stage_color_00,b-flash,,
41.195879999999995,3,,,f2,
41.195879999999995,3,sort,-8000,
41.195879999999995,1,,,f2,
41.195879999999995,1,sort,-8000,
41.36253,2,w3,,,
41.52918,1,2-3,,,
41.52918,2,3-4,,,
41.52918,3,1-2,,,
41.92914,2,4-1,,,
42.029129999999995,1,3-4,,,
42.12912,3,2-3,,,
42.52908,1,4-1,,,
42.52908,2,1-2,,,
42.52908,3,3-4,,,
42.92904,3,4-1,,,
43.02903,1,1-2,,,
43.12902,2,2-3,,,
43.29567,3,j1-2,,,
43.39566,2,j3-4,,,
43.49565,1,j2-3,,,
44.36223,3,w2,,,
44.462219999999995,2,w4,,,
44.56221,1,w3,,,
44.69553,MOT_control_all,zoom_9,,
44.72886,MOT_mc_stage_color_00,y-flash,,
44.76219,1,hj3,,,
44.76219,2,hj4,,,
44.76219,3,hj2,,,
45.42879,1,3-4,,b1,
45.42879,1,sort,-8000,
45.42879,2,4-1,,b1,
45.42879,2,sort,-8000,
45.42879,3,2-3,,b1,
45.42879,3,sort,-8000,
45.89541,1,,,,D40
45.89541,2,,,,D40
45.89541,3,,,f2,
45.89541,3,sort,-8000,
46.36203,3,w3,,,
46.36203,2,w1,,,
46.36203,1,w4,,,
46.428689999999996,3,j3-4,,,
46.92864,3,4-1,,,
47.261939999999996,3,1-2,,,
47.59524,3,2-3,,,
47.92854,3,j3-4,,,
48.39516,2,,,,L0
48.39516,3,,,,D40
48.39516,2,,,f2,
48.39516,2,sort,-8000,
48.42849,3,,,b1,
48.42849,3,sort,-8000,
48.72846,2,1-2,,,
48.9951,3,w4,,,
49.06176,2,j2-3,,,
49.56171,2,3-4,,,
49.59504,MOT_mc_stage_color_00,r-flash,,
49.89501,2,4-1,,,
50.161649999999995,2,,,,D40
50.161649999999995,1,,,,L0
50.161649999999995,1,j4-1,,,
50.6616,1,1-2,,,
50.82825,2,w1,,,
50.9949,1,2-3,,,
51.328199999999995,1,j3-4,,,
51.794819999999994,MOT_control_all,zoom_10,,
51.82815,2,,,b1,
51.82815,2,sort,-8000,
51.92814,1,,,,D40
51.92814,2,,,,L0
51.92814,2,1-2,,f2,
51.92814,2,sort,-8000,
52.39476,1,w4,,,
52.39476,MOT_mc_stage_color_00,b-flash,,
52.39476,2,2-3,,,
52.894709999999996,2,j3-4,,,
53.427989999999994,2,4-1,lb1,,
53.761289999999995,2,1-2,lb0,,
54.09459,2,j2-3,,,
54.6612,2,3-4,l1,,
55.027829999999994,2,4-1,l2,,
55.49445,1,,,,L0
55.49445,2,,,,D40
55.49445,MOT_mc_stage_color_00,y-flash,,
55.49445,1,,,f2,
55.49445,1,sort,-8000,
55.92774,1,4-1,,,
55.96107,2,w1,,,
56.36103,1,j1-2,,,
57.027629999999995,1,2-3,,,
57.460919999999994,1,3-4,,,
57.794219999999996,1,j4-1,,,
58.79412,1,,,,D40
58.79412,3,,,,L0
58.79412,3,4-1,,f2,
58.79412,3,sort,-8000,
58.86078,1,w1,,,
59.12742,MOT_mc_stage_color_00,r-flash,,
59.12742,3,j1-2,,,
59.62737,3,2-3,,,
60.56061,3,w3,,,
60.593939999999996,3,3-4,,,
60.92724,3,4-1,,,
61.26054,3,1-2,,,
61.59384,3,j2-3,,,
61.860479999999995,1,,,,L0
61.860479999999995,2,,,,L0
61.860479999999995,3,,,,D40
61.860479999999995,1,1-2,,,
61.9938,2,1-2,,,
62.327099999999994,1,j2-3,,,
62.327099999999994,2,j2-3,,,
62.660399999999996,3,w3,,,
62.693729999999995,3,,,,L0
62.693729999999995,MOT_mc_stage_color_00,b-flash,,
62.693729999999995,1,j3-4,,,
62.693729999999995,2,j3-4,,,
62.693729999999995,3,j3-4,,,
63.160349999999994,3,,,,D40
63.160349999999994,1,j4-1,,,
63.160349999999994,2,j4-1,,,
63.59364,3,,,,L0
63.59364,MOT_mc_stage_color_00,y-flash,,
63.59364,1,j1-2,,,
63.59364,2,j1-2,,,
63.59364,3,j4-1,,,
63.960269999999994,1,2-3,,,
64.06026,2,2-3,,,
64.19358,3,1-2,,,
64.69353,3,j2-3,,,
64.89350999999999,1,w3,,,
64.9935,2,w3,,,
65.06016,1,j3-4,,,
65.46012,2,j3-4,,,
65.76008999999999,3,w3,,,
65.89341,MOT_mc_stage_color_00,r-flash,,
65.89341,1,j4-1,,,
66.16005,2,j4-1,,,
66.52668,3,j3-4,,,
66.72666,2,1-2,,,
66.85998,1,1-2,,,
66.95997,3,4-1,,,
67.3266,3,j1-2,,,
67.49325,1,j2-3,,,
67.62657,2,j2-3,,,
67.85988,1,j3-4,,,
68.12652,3,j2-3,,,
68.39316,MOT_all,cut2,,
68.62647,MOT_control_all,zoom_11,,
68.62647,MOT_mc_stage_color_00,b-flash,,
68.62647,1,4-1,,,
68.62647,2,3-4,,,
68.62647,3,3-4,,,
68.62647,MOT_mc_back_00,lt_2,,
68.95976999999999,1,1-2,,,
68.95976999999999,2,4-1,,,
68.95976999999999,3,4-1,,,
69.29307,1,j2-3,,,
69.29307,2,j1-2,,,
69.29307,3,j1-2,,,
69.69303,1,3-4,,,
69.69303,2,2-3,,,
69.69303,3,2-3,,,
70.05966,1,4-1,,,
70.05966,2,3-4,,,
70.05966,3,3-4,,,
70.6596,3,4-1,,,
70.82625,1,1-2,,,
70.95957,2,4-1,,,
71.3262,3,j1-2,,,
71.49284999999999,1,j2-3,,,
71.62617,2,j1-2,,,
72.39276,3,w2,,,
72.39276,2,j2-3,,,
72.52608,3,j2-3,,,
72.55941,1,w3,,,
72.69273,1,j3-4,,,
72.95936999999999,3,3-4,rb1,,
73.15935,2,3-4,lb1,,
73.35933,1,4-1,,,
73.69263,1,1-2,,,
73.69263,2,4-1,,,
73.69263,3,4-1,,,
74.12592,3,j1-2,,,
74.32589999999999,2,j1-2,,,
74.49255,1,j2-3,,,
74.75918999999999,3,2-3,,,
74.92584,1,3-4,,,
75.09249,2,2-3,,,
75.35913,MOT_mc_stage_color_00,y-flash,,
75.35913,2,,l2,,
75.35913,3,,r2,,
75.35913,1,4-1,,,
75.69243,3,w3,,,
75.69243,1,1-2,,,
75.69243,2,3-4,,,
75.69243,3,3-4,,,
76.09239,1,2-3,,,
76.09239,2,4-1,,,
76.09239,3,4-1,,,
76.62567,1,j3-4,,,
76.82565,2,j1-2,,,
76.9923,3,j1-2,,,
77.49225,1,4-1,l1,,
77.49225,2,2-3,l3,,
77.49225,3,2-3,rb1,,
77.82554999999999,1,1-2,l2,,
77.82554999999999,2,3-4,l4,,
77.82554999999999,3,3-4,rb0,,
78.15885,1,2-3,,,
78.15885,2,4-1,,,
78.15885,3,4-1,,,
78.49215,1,3-4,lb1,,
78.49215,2,1-2,lb3,,
78.49215,3,1-2,r1,,
78.82545,1,4-1,lb0,,
78.82545,2,2-3,lb2,,
78.82545,3,2-3,r2,,
79.05875999999999,MOT_mc_stage_color_00,r-flash,,
79.15875,1,1-2,,,
79.15875,2,3-4,,,
79.15875,3,3-4,,,
79.45872,1,2-3,,,
79.45872,2,4-1,,,
79.45872,3,4-1,,,
79.79202,1,j3-4,,,
79.99199999999999,2,j1-2,,,
80.15865,3,j1-2,,,
80.85858,1,j4-1,,,
80.85858,2,j2-3,,,
80.85858,3,j2-3,,,
81.35853,1,1-2,,,
81.35853,2,3-4,,,
81.35853,3,3-4,,,
81.69183,1,2-3,,,
81.69183,2,4-1,,,
81.69183,3,4-1,,,
82.52508,MOT_mc_stage_color_00,b-flash,,
82.52508,1,j3-4,,,
82.52508,2,j1-2,,,
82.52508,3,j1-2,,,
83.39166,MOT_mc_stage_color_00,y-flash,,
83.42499,1,j4-1,,,
83.42499,2,j2-3,,,
83.42499,3,j2-3,,,
84.12492,2,3-4,,,
84.12492,3,3-4,,,
84.19158,MOT_mc_stage_color_00,b-flash,,
84.3249,1,1-2,,,
84.92484,2,j4-1,,,
85.05816,3,w4,,,
85.05816,MOT_mc_stage_color_00,y-flash,,
85.12482,1,j2-3,,,
85.29146999999999,3,j4-1,,,
85.79142,MOT_mc_stage_color_00,r-flash,,
85.79142,2,1-2,l3,,
85.79142,3,1-2,r3,,
85.9914,1,3-4,,,
86.62467,1,j4-1,,,
86.62467,2,j2-3,,,
86.62467,3,j2-3,,,
86.75798999999999,MOT_mc_stage_color_00,b-flash,,
87.45792,2,j3-4,,,
87.59124,MOT_mc_stage_color_00,y-flash,,
87.6579,1,j1-2,,,
87.69122999999999,3,w3,,,
87.82455,3,j3-4,,,
88.02453,2,4-1,,,
88.19118,1,2-3,,,
88.35782999999999,3,4-1,,,
88.69113,1,j3-4,,,
88.69113,2,j1-2,,,
88.69113,3,j1-2,,,
89.25774,MOT_mc_stage_color_00,r-flash,,
89.25774,1,j4-1,,,
89.25774,2,j2-3,,,
89.25774,3,j2-3,,,
89.95767,MOT_mc_stage_color_00,b-flash,,
90.15764999999999,1,j1-2,,,
90.15764999999999,2,j3-4,,,
90.15764999999999,3,j3-4,,,
90.85758,2,4-1,,,
90.85758,3,4-1,,,
90.9909,MOT_mc_stage_color_00,y-flash,,
91.05756,1,2-3,,,
91.6575,2,j1-2,,,
91.6575,3,j1-2,,,
91.82414999999999,MOT_mc_stage_color_00,r-flash,,
91.85748,1,j3-4,,,
92.35743,1,4-1,,,
92.35743,2,2-3,,,
92.35743,3,2-3,,,
92.75739,1,j1-2,,,
92.75739,2,j3-4,,,
92.75739,3,j3-4,,,
92.85737999999999,MOT_mc_stage_color_00,b-flash,,
93.82395,3,w4,,,
93.82395,2,w4,,,
93.82395,1,w2,,,
94.15724999999999,2,j4-1,,,
94.49055,3,j4-1,,,
94.62387,1,j2-3,,,
94.82385,3,j1-2,,,
94.9905,2,j1-2,,,
95.19048,1,j3-4,,,
95.72376,1,4-1,,,
95.72376,2,2-3,,,
95.72376,3,2-3,,,
96.09039,1,j1-2,,,
96.09039,2,j3-4,,,
96.09039,3,j3-4,,,
96.25703999999999,MOT_mc_stage_color_00,y-flash,,
96.59034,1,2-3,,,
96.59034,2,4-1,,,
96.59034,3,4-1,,,
96.92363999999999,1,lp3,,,
96.92363999999999,2,lp1,,,
96.92363999999999,3,lp1,,,
97.09029,1,,,,D40
97.09029,2,,,,D40
97.09029,3,,,,D40
98.92344,1,,,,L0
98.92344,2,,,,L0
98.92344,3,,,,L0
98.92344,3,j1-2,,,
99.09008999999999,1,j3-4,,,
99.19008,MOT_mc_stage_color_00,r-flash,,
99.22341,2,j1-2,,,
99.75668999999999,MOT_mc_stage_color_00,b-flash,,
99.75668999999999,2,j2-3,,,
99.92334,1,j4-1,,,
99.99,3,w2,,,
100.05666,3,j2-3,,,
100.22331,2,3-4,l4,,
100.38996,1,1-2,,,
100.52328,3,3-4,r4,,
100.85658,1,j2-3,,,
100.85658,2,j4-1,,,
100.85658,3,j4-1,,,
101.42318999999999,3,j1-2,,,
101.48984999999999,MOT_mc_stage_color_00,y-flash,,
101.58984,1,j3-4,,,
101.72316,2,j1-2,,,
101.88981,3,2-3,,,
102.05646,1,4-1,,,
102.18978,2,2-3,,,
102.52308,1,j1-2,,,
102.52308,2,j3-4,,,
102.52308,3,j3-4,,,
103.02302999999999,MOT_mc_stage_color_00,r-flash,,
103.08968999999999,1,j2-3,,,
103.25634,2,j4-1,,,
103.38965999999999,3,j4-1,,,
103.55631,1,3-4,,,
103.72296,2,1-2,lb3,,
103.85628,3,1-2,rb3,,
104.18957999999999,1,j4-1,,,
104.18957999999999,2,j2-3,,,
104.18957999999999,3,j2-3,,,
104.62286999999999,3,j3-4,,,
104.75618999999999,2,,,,D40
104.75618999999999,1,,,,D40
105.12281999999999,3,4-1,,,
105.25614,2,w3,,,
105.25614,1,w1,,,
105.45612,3,1-2,,,
105.78941999999999,3,j2-3,,,
106.12272,2,3-4,,,
106.12272,1,1-2,,,
106.42268999999999,1,,,,L0
106.42268999999999,2,,,,L0
106.42268999999999,MOT_mc_stage_color_00,b-flash,,
106.48935,2,j4-1,,,
106.65599999999999,1,j2-3,,,
106.78931999999999,3,j3-4,,,
106.95597,2,1-2,l4,,
107.12262,1,3-4,,,
107.25594,3,4-1,r4,,
107.58923999999999,1,j4-1,,,
107.58923999999999,2,j2-3,,,
107.58923999999999,3,j1-2,,,
108.15585,MOT_mc_stage_color_00,y-flash,,
108.15585,3,j2-3,,,
108.32249999999999,1,j1-2,,,
108.45581999999999,2,j3-4,,,
108.62246999999999,3,3-4,,,
108.78912,1,2-3,,,
108.92244,2,4-1,,,
109.25573999999999,1,j3-4,,,
109.25573999999999,2,j1-2,,,
109.25573999999999,3,j4-1,,,
109.85567999999999,2,2-3,,,
109.98899999999999,MOT_mc_stage_color_00,r-flash,,
110.02233,1,4-1,,,
110.18898,3,1-2,,,
110.52228,1,1-2,,,
110.52228,2,3-4,,,
110.52228,3,2-3,,,
110.95557,1,j2-3,,,
110.95557,2,j4-1,,,
110.95557,3,j3-4,,,
111.28886999999999,MOT_mc_stage_color_00,b-flash,,
111.42219,2,1-2,,,
111.52217999999999,1,3-4,,,
111.62217,3,4-1,,,
111.95546999999999,1,j4-1,,,
111.95546999999999,2,j2-3,,,
111.95546999999999,3,j1-2,,,
112.45541999999999,1,sp1-2,,,
112.45541999999999,2,sp3-4,,,
112.45541999999999,3,sp2-3,,,
113.42199,1,j2-3,,,
113.42199,2,j4-1,,,
113.42199,3,j3-4,,,
113.55530999999999,MOT_mc_stage_color_00,y-flash,,
114.22191,MOT_all,cut3,,
114.42188999999999,1,,,,D40
114.42188999999999,2,,,,D40
114.42188999999999,3,,,,D40
114.48854999999999,3,w4,,,
114.48854999999999,2,w1,,,
114.48854999999999,1,w3,,,
