0.03333,14,sort,-1500,
0.03333,2,sort,-1500,
0.03333,3,sort,-1500,
0.03333,10,sort,-1500,
0.03333,13,sort,-1500,
0.03333,6,sort,-1500,
0.03333,7,sort,-1500,
11.89881,8,j4-1,,,
11.89881,7,j4-1,,,
11.89881,12,j4-1,,,
11.89881,11,j4-1,,,
11.9988,5,w3,,,
11.9988,4,w3,,,
11.9988,3,w3,,,
11.9988,1,w3,,,
11.9988,2,j3-4,,,
11.9988,4,j3-4,,,
11.9988,5,j3-4,,,
11.9988,13,j4-1,,,
12.29877,1,j3-4,,,
12.29877,3,j3-4,,,
12.46542,2,j4-1,,,
12.46542,4,j4-1,,,
12.46542,5,j4-1,,,
12.46542,13,j1-2,,,
12.832049999999999,MOT_all,Star_cut3,,
12.832049999999999,14,w1,,,
12.832049999999999,10,w1,,,
12.832049999999999,9,w1,,,
12.832049999999999,6,w1,,,
12.832049999999999,MOT_mc_stage_color_00,y-flash,,
12.832049999999999,8,j1-2,,,
12.832049999999999,7,j1-2,,,
12.832049999999999,10,j1-2,,,
12.832049999999999,11,j1-2,,,
12.96537,12,w1,,,
13.032029999999999,9,j1-2,,,
13.032029999999999,6,j1-2,,,
13.032029999999999,14,j1-2,,,
13.032029999999999,12,j1-2,,,
13.36533,3,w4,,,
13.36533,1,w4,,,
13.431989999999999,1,hj4,,,
13.431989999999999,2,hj1,,,
13.431989999999999,3,hj4,,,
13.431989999999999,4,hj1,,,
13.431989999999999,5,hj1,,,
13.431989999999999,6,hj2,,,
13.431989999999999,7,hj2,,,
13.431989999999999,8,hj2,,,
13.431989999999999,9,hj2,,,
13.431989999999999,10,hj2,,,
13.431989999999999,11,hj2,,,
13.431989999999999,12,hj2,,,
13.431989999999999,13,hj2,,,
13.431989999999999,14,hj2,,,
13.631969999999999,MOT_mc_light_center_00,l3,,
13.631969999999999,MOT_mc_light_up_00,l4,,
13.631969999999999,MOT_mc_light_under_00,l3,,
14.09859,1,4-1,,,
14.09859,2,1-2,,,
14.09859,3,4-1,,,
14.09859,4,1-2,,,
14.09859,5,1-2,,,
14.09859,6,2-3,,,
14.09859,7,2-3,,,
14.09859,8,2-3,,,
14.09859,9,2-3,,,
14.09859,10,2-3,,,
14.09859,11,2-3,,,
14.09859,12,2-3,,,
14.09859,13,2-3,,,
14.09859,14,2-3,,,
14.43189,1,lp1,,,
14.43189,2,lp2,,,
14.43189,3,lp1,,,
14.43189,4,lp2,,,
14.43189,5,lp2,,,
14.43189,6,lp3,,,
14.43189,7,lp3,,,
14.43189,8,lp3,,,
14.43189,9,lp3,,,
14.43189,10,lp3,,,
14.43189,11,lp3,,,
14.43189,12,lp3,,,
14.43189,13,lp3,,,
14.43189,14,lp3,,,
18.9981,MOT_mc_stage_color_00,r-flash,,
18.9981,1,j1-2,,,
18.9981,3,j1-2,,,
19.09809,2,j2-3,,,
19.09809,4,j2-3,,,
19.09809,5,j2-3,,,
19.09809,13,j3-4,,,
19.364729999999998,8,j3-4,,,
19.364729999999998,7,j3-4,,,
19.364729999999998,10,j3-4,,,
19.364729999999998,11,j3-4,,,
19.53138,9,j3-4,,,
19.53138,6,j3-4,,,
19.53138,14,j3-4,,,
19.53138,12,j3-4,,,
20.03133,1,j2-3,,,
20.03133,2,j3-4,,,
20.03133,3,j2-3,,,
20.03133,4,j3-4,,,
20.03133,5,j3-4,,,
20.164649999999998,13,w4,,,
20.197979999999998,10,j4-1,,,
20.197979999999998,11,j4-1,,,
20.197979999999998,12,j4-1,,,
20.197979999999998,13,j4-1,,,
20.197979999999998,14,j4-1,,,
20.197979999999998,6,j4-1,,,
20.197979999999998,7,j4-1,,,
20.197979999999998,8,j4-1,,,
20.197979999999998,9,j4-1,,,
20.56461,1,j3-4,,,
20.56461,2,j4-1,,,
20.56461,3,j3-4,,,
20.56461,4,j4-1,,,
20.56461,5,j4-1,,,
20.73126,10,j1-2,,,
20.73126,11,j1-2,,,
20.73126,12,j1-2,,,
20.73126,13,j1-2,,,
20.73126,14,j1-2,,,
20.73126,6,j1-2,,,
20.73126,7,j1-2,,,
20.73126,8,j1-2,,,
20.73126,9,j1-2,,,
21.197879999999998,13,j2-3,,,
21.197879999999998,3,j4-1,,,
21.197879999999998,1,j4-1,,,
21.197879999999998,5,j1-2,,,
21.197879999999998,2,j1-2,,,
21.197879999999998,4,j1-2,,,
21.49785,7,hj2,,,
21.49785,6,hj2,,,
21.49785,8,hj2,,,
21.49785,9,hj2,,,
21.49785,10,hj2,,,
21.49785,12,hj2,,,
21.49785,11,hj2,,,
21.49785,13,hj3,,,
21.49785,14,hj2,,,
21.56451,MOT_mc_stage_color_00,b-flash,,
22.031129999999997,7,2-3,,,
22.031129999999997,6,2-3,,,
22.031129999999997,8,2-3,,,
22.031129999999997,9,2-3,,,
22.031129999999997,3,1-2,,,
22.031129999999997,1,1-2,,,
22.031129999999997,5,2-3,,,
22.031129999999997,2,2-3,,,
22.031129999999997,4,2-3,,,
22.031129999999997,10,2-3,,,
22.031129999999997,12,2-3,,,
22.031129999999997,11,2-3,,,
22.031129999999997,13,3-4,,,
22.031129999999997,14,2-3,,,
22.431089999999998,7,3-4,,,
22.431089999999998,6,3-4,,,
22.431089999999998,8,3-4,,,
22.431089999999998,9,3-4,,,
22.431089999999998,3,2-3,,,
22.431089999999998,1,2-3,,,
22.431089999999998,5,3-4,,,
22.431089999999998,2,3-4,,,
22.431089999999998,4,3-4,,,
22.431089999999998,10,3-4,,,
22.431089999999998,12,3-4,,,
22.431089999999998,11,3-4,,,
22.431089999999998,13,4-1,,,
22.431089999999998,14,3-4,,,
22.797719999999998,6,lp4,,,
22.797719999999998,7,lp4,,,
22.797719999999998,8,lp4,,,
22.797719999999998,9,lp4,,,
22.797719999999998,1,lp3,,,
22.797719999999998,2,lp4,,,
22.797719999999998,3,lp3,,,
22.797719999999998,4,lp4,,,
22.797719999999998,5,lp4,,,
22.797719999999998,10,lp4,,,
22.797719999999998,11,lp4,,,
22.797719999999998,12,lp4,,,
22.797719999999998,13,lp1,,,
22.797719999999998,14,lp4,,,
22.831049999999998,MOT_mc_stage_color_00,y-flash,,
23.46432,MOT_mc_stage_color_00,r-flash,,
23.73096,6,hj4,,,
23.73096,7,hj4,,,
23.73096,8,hj4,,,
23.73096,9,hj4,,,
23.73096,1,hj3,,,
23.73096,2,hj4,,,
23.73096,3,hj3,,,
23.73096,4,hj4,,,
23.73096,5,hj4,,,
23.73096,10,hj4,,,
23.73096,11,hj4,,,
23.73096,12,hj4,,,
23.73096,13,hj1,,,
23.73096,14,hj4,,,
24.39756,7,j4-1,,,
24.39756,6,j4-1,,,
24.39756,8,j4-1,,,
24.39756,9,j4-1,,,
24.39756,3,j3-4,,,
24.39756,1,j3-4,,,
24.39756,5,j4-1,,,
24.39756,2,j4-1,,,
24.39756,4,j4-1,,,
24.39756,10,j4-1,,,
24.39756,12,j4-1,,,
24.39756,11,j4-1,,,
24.39756,13,j1-2,,,
24.39756,14,j4-1,,,
24.864179999999998,8,j1-2,,,
24.864179999999998,7,j1-2,,,
24.864179999999998,12,j1-2,,,
24.864179999999998,11,j1-2,,,
24.864179999999998,9,j1-2,,,
24.864179999999998,6,j1-2,,,
24.864179999999998,14,j1-2,,,
24.864179999999998,10,j1-2,,,
25.09749,5,j1-2,,,
25.09749,13,j2-3,,,
25.09749,2,j1-2,,,
25.09749,4,j1-2,,,
25.43079,1,j4-1,,,
25.43079,3,j4-1,,,
25.93074,14,w2,,,
25.93074,12,w2,,,
25.93074,11,w2,,,
25.93074,10,w2,,,
25.93074,9,w2,,,
25.93074,8,w2,,,
25.93074,6,w2,,,
25.93074,7,sj2,,,
25.93074,6,sj2,,,
25.93074,8,sj2,,,
25.93074,9,sj2,,,
25.93074,3,sj1,,,
25.93074,1,sj1,,,
25.93074,5,sj2,,,
25.93074,2,sj2,,,
25.93074,4,sj2,,,
25.93074,10,sj2,,,
25.93074,12,sj2,,,
25.93074,11,sj2,,,
25.93074,13,sj3,,,
25.93074,14,sj2,,,
26.43069,14,w2,,,
26.43069,13,w3,,,
26.43069,12,w2,,,
26.43069,11,w2,,,
26.43069,10,w2,,,
26.43069,9,w2,,,
26.43069,7,w2,,,
26.43069,6,w2,,,
26.43069,5,w2,,,
26.43069,4,w2,,,
26.43069,3,w1,,,
26.43069,2,w2,,,
26.43069,1,w1,,,
26.43069,8,j2-3,,,
26.43069,7,j2-3,,,
26.43069,12,j2-3,,,
26.43069,11,j2-3,,,
26.43069,9,j2-3,,,
26.43069,6,j2-3,,,
26.43069,14,j2-3,,,
26.43069,10,j2-3,,,
26.76399,5,j2-3,,,
26.76399,13,j3-4,,,
26.76399,2,j2-3,,,
26.76399,4,j2-3,,,
27.263939999999998,1,j1-2,,,
27.263939999999998,3,j1-2,,,
27.497249999999998,14,w3,,,
27.497249999999998,12,w3,,,
27.497249999999998,11,w3,,,
27.497249999999998,10,w3,,,
27.497249999999998,9,w3,,,
27.497249999999998,8,w3,,,
27.497249999999998,7,w3,,,
27.497249999999998,6,w3,,,
27.83055,13,w4,,,
27.83055,5,w3,,,
27.83055,4,w3,,,
27.83055,2,w3,,,
27.96387,7,3-4,,,
27.96387,6,3-4,,,
27.96387,8,3-4,,,
27.96387,9,3-4,,,
27.96387,3,2-3,,,
27.96387,1,2-3,,,
27.96387,5,3-4,,,
27.96387,2,3-4,,,
27.96387,4,3-4,,,
27.96387,10,3-4,,,
27.96387,12,3-4,,,
27.96387,11,3-4,,,
27.96387,13,4-1,,,
27.96387,14,3-4,,,
28.297169999999998,7,lp4,,,
28.297169999999998,6,lp4,,,
28.297169999999998,8,lp4,,,
28.297169999999998,9,lp4,,,
28.297169999999998,3,lp3,,,
28.297169999999998,1,lp3,,,
28.297169999999998,5,lp4,,,
28.297169999999998,2,lp4,,,
28.297169999999998,4,lp4,,,
28.297169999999998,10,lp4,,,
28.297169999999998,12,lp4,,,
28.297169999999998,11,lp4,,,
28.297169999999998,13,lp1,,,
28.297169999999998,14,lp4,,,
29.36373,1,3-4,,,
29.36373,2,4-1,,,
29.36373,3,3-4,,,
29.36373,4,4-1,,,
29.36373,5,4-1,,,
29.36373,6,4-1,,,
29.36373,7,4-1,,,
29.36373,8,4-1,,,
29.36373,9,4-1,,,
29.36373,10,4-1,,,
29.36373,11,4-1,,,
29.36373,12,4-1,,,
29.36373,13,1-2,,,
29.36373,14,4-1,,,
29.59704,MOT_mc_stage_color_00,b-flash,,
29.6637,MOT_all,Star_cut4,,
29.730359999999997,1,j4-1,,,
29.730359999999997,2,j1-2,,,
29.730359999999997,3,j4-1,,,
29.730359999999997,4,j1-2,,,
29.730359999999997,5,j1-2,,,
29.730359999999997,6,j1-2,,,
29.730359999999997,7,j1-2,,,
29.730359999999997,8,j1-2,,,
29.730359999999997,9,j1-2,,,
29.730359999999997,10,j1-2,,,
29.730359999999997,11,j1-2,,,
29.730359999999997,12,j1-2,,,
29.730359999999997,13,j2-3,,,
29.730359999999997,14,j1-2,,,
29.897009999999998,MOT_control_all,Star_zoom_2,,
30.23031,1,lp1,,,
30.23031,2,lp2,,,
30.23031,3,lp1,,,
30.23031,4,lp2,,,
30.23031,5,lp2,,,
30.23031,6,lp2,,,
30.23031,7,lp2,,,
30.23031,8,lp2,,,
30.23031,9,lp2,,,
30.23031,10,lp2,,,
30.23031,11,lp2,,,
30.23031,12,lp2,,,
30.23031,13,lp3,,,
30.23031,14,lp2,,,
30.9969,6,hj2,,,
30.9969,7,hj2,,,
30.9969,1,hj1,,,
30.9969,2,hj2,,,
30.9969,3,hj1,,,
30.9969,10,hj2,,,
30.9969,11,hj2,,,
31.130219999999998,8,hj2,,,
31.130219999999998,9,hj2,,,
31.130219999999998,4,hj2,,,
31.130219999999998,5,hj2,,,
31.130219999999998,12,hj2,,,
31.130219999999998,13,hj3,,,
31.130219999999998,14,hj2,,,
31.530179999999998,1,1-2,,,
31.530179999999998,2,2-3,,,
31.530179999999998,3,1-2,,,
31.530179999999998,4,2-3,,,
31.530179999999998,5,2-3,,,
31.86348,1,2-3,,,
31.86348,2,3-4,,,
31.86348,3,2-3,,,
31.86348,4,3-4,,,
31.86348,5,3-4,,,
32.16345,3,hj3,,,
32.16345,4,hj4,,,
32.16345,5,hj4,,,
32.16345,2,hj4,,,
32.230109999999996,11,w2,,,
32.230109999999996,10,w2,,,
32.230109999999996,7,w2,,,
32.230109999999996,6,w2,,,
32.3301,1,hj3,,,
32.36343,14,w2,,,
32.36343,13,w3,,,
32.36343,12,w2,,,
32.36343,9,w2,,,
32.36343,8,w2,,,
33.063359999999996,1,3-4,,,
33.063359999999996,2,4-1,,,
33.063359999999996,3,3-4,,,
33.063359999999996,4,4-1,,,
33.063359999999996,5,4-1,,,
33.52998,1,4-1,,,
33.69663,2,1-2,,,
33.69663,3,4-1,,,
33.69663,4,1-2,,,
33.69663,5,1-2,,,
34.02993,1,1-2,,,
34.19658,2,2-3,,,
34.19658,3,1-2,,,
34.19658,4,2-3,,,
34.19658,5,2-3,,,
34.79652,1,hj2,,,
34.79652,2,hj3,,,
34.79652,3,hj2,,,
34.79652,4,hj3,,,
34.79652,5,hj3,,,
34.92984,MOT_all,Star_cut5,,
35.16315,10,hj2,,,
35.16315,11,hj2,,,
35.16315,12,hj2,,,
35.16315,13,hj3,,,
35.16315,14,hj2,,,
35.82975,10,2-3,,,
35.82975,11,2-3,,,
35.82975,12,2-3,,,
35.82975,13,3-4,,,
35.82975,14,2-3,,,
36.02973,5,w2,,,
36.02973,4,w3,,,
36.02973,3,w3,,,
36.02973,2,w3,,,
36.02973,1,w2,,,
36.22971,13,j4-1,,,
36.22971,14,j3-4,,,
36.39636,10,3-4,,,
36.39636,11,3-4,,,
36.39636,12,3-4,,,
36.729659999999996,10,4-1,,,
36.729659999999996,11,4-1,,,
36.729659999999996,12,4-1,,,
36.729659999999996,13,1-2,,,
36.729659999999996,14,4-1,,,
37.06296,10,hj1,,,
37.06296,11,hj1,,,
37.06296,12,hj1,,,
37.06296,13,hj2,,,
37.06296,14,hj1,,,
37.69623,13,2-3,,,
37.69623,14,1-2,,,
38.06286,11,1-2,,,
38.06286,12,1-2,,,
38.29617,10,w1,,,
38.396159999999995,10,1-2,,,
38.62947,14,w2,,,
38.62947,13,w3,,,
38.762789999999995,13,hj3,,,
38.762789999999995,14,hj2,,,
38.9961,12,w2,,,
38.9961,11,w2,,,
39.06276,10,hj2,,,
39.06276,11,hj2,,,
39.06276,12,hj2,,,
39.596039999999995,10,hj2,,,
39.596039999999995,11,hj2,,,
39.596039999999995,12,hj2,,,
39.596039999999995,13,hj3,,,
39.596039999999995,14,hj2,,,
40.395959999999995,MOT_all,Star_cut6,,
40.62927,MOT_mc_stage_color_00,b,,
40.62927,MOT_mc_bg_black_00,b45,,
40.62927,6,j2-3,,,
40.62927,7,j2-3,,,
40.62927,8,j2-3,,,
40.62927,9,j2-3,,,
40.829249999999995,14,w2,,,
40.829249999999995,13,w3,,,
40.829249999999995,12,w2,,,
40.829249999999995,11,w2,,,
40.829249999999995,10,w2,,,
41.09589,6,3-4,,,
41.09589,7,3-4,,,
41.09589,8,3-4,,,
41.09589,9,3-4,,,
41.629169999999995,7,j4-1,,,
41.629169999999995,9,j4-1,,,
41.79582,6,j4-1,,,
41.79582,8,j4-1,,,
42.29577,6,1-2,,,
42.29577,8,1-2,,,
42.29577,7,1-2,,,
42.29577,9,1-2,,,
42.62907,6,2-3,,,
42.62907,8,2-3,,,
42.62907,7,2-3,,,
42.62907,9,2-3,,,
43.12902,6,hj3,,,
43.12902,8,hj3,,,
43.12902,7,hj3,,,
43.12902,9,hj3,,,
43.995599999999996,7,3-4,,,
43.995599999999996,9,3-4,,,
44.16225,6,3-4,,,
44.16225,8,3-4,,,
44.76219,MOT_all,Star_cut7,,
44.92884,9,w4,,,
44.92884,7,w4,,,
44.9955,MOT_control_all,Star_zoom_3,,
44.9955,MOT_mc_bg_black_00,b80-20,,
44.9955,MOT_mc_light_center_00,l1,,
44.9955,6,lp4,,,
44.9955,7,lp4,,,
44.9955,8,lp4,,,
44.9955,9,lp4,,,
44.9955,1,lp2,,,
44.9955,2,lp3,,,
44.9955,3,lp3,,,
44.9955,4,lp3,,,
44.9955,5,lp2,,,
44.9955,10,lp2,,,
44.9955,11,lp2,,,
44.9955,12,lp2,,,
44.9955,13,lp3,,,
44.9955,14,lp2,,,
45.79542,1,j2-3,,,
45.79542,5,j2-3,,,
45.89541,2,j3-4,,,
45.89541,4,j3-4,,,
45.89541,3,j3-4,,,
45.89541,13,j3-4,,,
46.16205,8,j4-1,,,
46.16205,7,j4-1,,,
46.16205,12,j2-3,,,
46.16205,11,j2-3,,,
46.3287,9,j4-1,,,
46.3287,6,j4-1,,,
46.3287,14,j2-3,,,
46.3287,10,j2-3,,,
46.828649999999996,MOT_mc_stage_color_00,b-flash,,
46.828649999999996,1,j3-4,,,
46.828649999999996,2,j4-1,,,
46.828649999999996,3,j4-1,,,
46.828649999999996,4,j4-1,,,
46.828649999999996,5,j3-4,,,
46.96197,13,w4,,,
46.9953,10,j3-4,,,
46.9953,11,j3-4,,,
46.9953,12,j3-4,,,
46.9953,13,j4-1,,,
46.9953,14,j3-4,,,
46.9953,6,j1-2,,,
46.9953,7,j1-2,,,
46.9953,8,j1-2,,,
46.9953,9,j1-2,,,
47.36193,MOT_mc_stage_color_00,y-flash,,
47.36193,1,j4-1,,,
47.36193,2,j1-2,,,
47.36193,3,j1-2,,,
47.36193,4,j1-2,,,
47.36193,5,j4-1,,,
47.52858,10,j4-1,,,
47.52858,11,j4-1,,,
47.52858,12,j4-1,,,
47.52858,13,j1-2,,,
47.52858,14,j4-1,,,
47.52858,6,j2-3,,,
47.52858,7,j2-3,,,
47.52858,8,j2-3,,,
47.52858,9,j2-3,,,
47.9952,3,j2-3,,,
47.9952,1,j1-2,,,
47.9952,5,j1-2,,,
47.9952,2,j2-3,,,
47.9952,4,j2-3,,,
48.29517,7,hj3,,,
48.29517,9,hj3,,,
48.29517,6,hj3,,,
48.29517,8,hj3,,,
48.29517,10,hj1,,,
48.29517,12,hj1,,,
48.29517,11,hj1,,,
48.29517,13,hj2,,,
48.29517,14,hj1,,,
48.82845,7,3-4,,,
48.82845,6,3-4,,,
48.82845,8,3-4,,,
48.82845,9,3-4,,,
48.82845,3,3-4,,,
48.82845,1,2-3,,,
48.82845,5,2-3,,,
48.82845,2,3-4,,,
48.82845,4,3-4,,,
48.82845,10,1-2,,,
48.82845,12,1-2,,,
48.82845,11,1-2,,,
48.82845,13,2-3,,,
48.82845,14,1-2,,,
49.22841,7,4-1,,,
49.22841,6,4-1,,,
49.22841,8,4-1,,,
49.22841,9,4-1,,,
49.22841,3,4-1,,,
49.22841,1,3-4,,,
49.22841,5,3-4,,,
49.22841,2,4-1,,,
49.22841,4,4-1,,,
49.22841,10,2-3,,,
49.22841,12,2-3,,,
49.22841,11,2-3,,,
49.22841,13,3-4,,,
49.22841,14,2-3,,,
49.59504,6,lp1,,,
49.59504,7,lp1,,,
49.59504,8,lp1,,,
49.59504,9,lp1,,,
49.59504,1,lp4,,,
49.59504,2,lp1,,,
49.59504,3,lp1,,,
49.59504,4,lp1,,,
49.59504,5,lp4,,,
49.59504,10,lp3,,,
49.59504,11,lp3,,,
49.59504,12,lp3,,,
49.59504,13,lp4,,,
49.59504,14,lp3,,,
50.528279999999995,6,hj1,,,
50.528279999999995,7,hj1,,,
50.528279999999995,8,hj1,,,
50.528279999999995,9,hj1,,,
50.528279999999995,1,hj4,,,
50.528279999999995,2,hj1,,,
50.528279999999995,3,hj1,,,
50.528279999999995,4,hj1,,,
50.528279999999995,5,hj4,,,
50.528279999999995,10,hj3,,,
50.528279999999995,11,hj3,,,
50.528279999999995,12,hj3,,,
50.528279999999995,13,hj4,,,
50.528279999999995,14,hj3,,,
50.69493,MOT_mc_stage_color_00,r-flash,,
51.12822,MOT_all,Star_cut8,,
51.361529999999995,MOT_control_all,Star_zoom_4,,
51.361529999999995,8,1-2,,,
