0.03333,MOT_mc_bg_black_00,seat100-0,,
1.79982,MOT_mc_speaker_00,temp2,,
2.19978,MOT_mc_stage_color_00,y-flash,,
2.19978,MOT_mc_bg_black_00,b65-45,,
2.19978,MOT_mc_light_up_00,l1,,
2.19978,MOT_mc_light_center_00,l1,,
2.19978,MOT_mc_light_under_00,l1,,
28.46382,4,lp3,,,
28.46382,5,lp4,,,
28.46382,1,4-1,,f1,Lyw
28.9971,1,1-2,l1,,
29.56371,1,2-3,lb0,,
30.363629999999997,1,3-4,l1,,
30.763589999999997,1,4-1,l2,,
31.130219999999998,1,1-2,lb1,,
31.49685,1,j2-3,,,
32.03013,1,3-4,lb0,,
32.39676,1,4-1,,,
32.89671,MOT_mc_stage_color_00,b-flash,,
32.89671,1,1-2,r1,,
33.42999,1,2-3,r2,,
33.896609999999995,1,3-4,rb1,,
34.263239999999996,1,4-1,,,
34.729859999999995,1,hj1,,,
35.529779999999995,1,j1-2,,,
36.06306,1,2-3,r2,,
36.696329999999996,MOT_mc_stage_color_00,y-flash,,
36.696329999999996,1,j3-4,,,
37.29627,1,4-1,rb1,,
37.69623,1,1-2,,,
38.16285,MOT_mc_stage_color_00,r-flash,,
38.16285,1,2-3,rb0,,
38.52948,1,j3-4,,,
39.196079999999995,1,4-1,r1,,
39.76269,1,1-2,rb0,,
40.26264,1,2-3,,,
40.62927,1,3-4,l1,,
40.9959,1,4-1,lb0,,
41.39586,1,j1-2,,,
41.92914,1,sp2-3,,,
42.46242,1,3-4,,,
42.829049999999995,MOT_mc_stage_color_00,y-flash,,
42.829049999999995,1,4-1,l1,,
43.195679999999996,1,1-2,l2,,
43.56231,1,2-3,lb1,,
43.92894,1,3-4,,,
44.36223,1,j4-1,,,
44.895509999999994,1,1-2,lb0,,
45.36213,1,2-3,,,
45.79542,1,sp3-4,,,
46.462019999999995,1,4-1,r1,,
46.96197,1,sp1-2,,,
48.16185,MOT_mc_stage_color_00,y-flash,,
48.16185,1,2-3,rb0,,
48.528479999999995,1,3-4,r1,,
48.82845,2,j4-1,,,
48.82845,3,j4-1,,,
49.02843,4,j3-4,,,
49.02843,5,j4-1,,,
49.39506,1,4-1,r2,,
49.761689999999994,1,1-2,rb1,,
49.89501,3,w1,,,
49.89501,2,w1,,,
50.061659999999996,2,j1-2,,,
50.061659999999996,3,j1-2,,,
50.094989999999996,5,w1,,,
50.094989999999996,4,w4,,,
50.26164,4,j4-1,,,
50.26164,5,j1-2,,,
50.6616,MOT_mc_stage_color_00,r-flash,,
50.6616,1,j2-3,,,
50.894909999999996,2,2-3,,,
50.894909999999996,3,2-3,,,
50.894909999999996,4,1-2,,,
50.894909999999996,5,2-3,,,
51.361529999999995,2,j3-4,,,
51.361529999999995,3,j3-4,,,
51.52818,4,j2-3,,,
51.52818,5,j3-4,,,
51.728159999999995,1,w3,,,
52.06146,1,j3-4,,,
52.42809,3,w4,,,
52.42809,2,w4,,,
52.594739999999994,5,w4,,,
52.594739999999994,4,w3,,,
52.594739999999994,1,4-1,,,
53.26134,MOT_mc_stage_color_00,y-flash,,
53.26134,1,1-2,r2,,
53.62797,1,2-3,,,
53.9946,1,3-4,rb1,,
54.527879999999996,1,j4-1,,,
54.82785,2,4-1,,,
54.82785,3,4-1,,,
54.82785,4,3-4,,,
54.82785,5,4-1,,,
55.394459999999995,1,j1-2,,,
55.761089999999996,5,w1,,,
55.761089999999996,4,w4,,,
55.761089999999996,3,w1,,,
55.761089999999996,2,w1,,,
55.92774,1,2-3,rb0,,
56.3277,1,3-4,l1,,
56.72766,1,4-1,lb0,,
57.09429,1,1-2,l1,,
57.460919999999994,1,2-3,lb0,,
57.59424,2,1-2,,,
57.59424,3,1-2,,,
57.760889999999996,4,4-1,,,
57.760889999999996,5,1-2,,,
58.06086,MOT_mc_stage_color_00,y-flash,,
58.06086,1,j3-4,,,
58.52748,3,w2,,,
58.52748,2,w2,,,
58.660799999999995,1,4-1,,,
58.694129999999994,5,w2,,,
58.694129999999994,4,w1,,,
59.16075,1,1-2,l1,,
59.52738,1,2-3,lb0,,
59.894009999999994,MOT_mc_stage_color_00,y-flash,,
59.894009999999994,1,3-4,,,
60.260639999999995,1,4-1,,,
60.660599999999995,MOT_mc_stage_color_00,y-flash,,
60.660599999999995,1,sp1-2,,,
62.46042,MOT_mc_stage_color_00,r-flash,,
62.46042,MOT_mc_bg_black_00,b45-20,,
62.46042,MOT_mc_light_center_00,l3,,
62.46042,MOT_mc_light_up_00,l4,,
62.46042,MOT_mc_light_under_00,l3,,
62.46042,1,j2-3,,,
62.56041,2,j2-3,,,
62.693729999999995,3,j2-3,,,
62.82705,4,j1-2,,,
62.82705,5,j2-3,,,
62.9937,1,j3-4,,,
63.493649999999995,1,4-1,l1,,
63.62697,2,w3,,,
63.76029,3,w3,,,
63.860279999999996,1,1-2,l2,,
63.893609999999995,5,w3,,,
63.893609999999995,4,w2,,,
64.22691,MOT_mc_stage_color_00,b-flash,,
64.22691,1,2-3,lb1,,
64.59353999999999,1,3-4,lb0,,
64.79352,2,j3-4,,,
64.79352,3,j3-4,,,
64.96016999999999,1,4-1,l1,,
65.22681,4,j2-3,,,
65.22681,5,j3-4,,,
65.59344,MOT_mc_stage_color_00,y-flash,,
65.59344,1,1-2,lb0,,
65.86008,3,w4,,,
65.86008,2,w4,,,
65.9934,1,2-3,,,
66.29337,5,w4,,,
66.29337,4,w3,,,
66.46002,1,3-4,l1,,
66.85998,1,4-1,,,
67.29326999999999,1,1-2,,,
67.52658,2,4-1,,,
67.52658,3,4-1,,,
67.52658,4,3-4,,,
67.52658,5,4-1,,,
68.12652,MOT_mc_stage_color_00,r-flash,,
68.12652,1,2-3,,,
68.45982,5,w1,,,
68.45982,4,w4,,,
68.45982,3,w1,,,
68.45982,2,w1,,,
68.49315,1,3-4,l2,,
68.85978,1,4-1,lb1,,
69.22641,1,1-2,lb0,,
69.62637,1,2-3,l1,,
70.02633,1,3-4,lb0,,
70.42629,2,sp1-2,,,
70.42629,3,sp1-2,,,
70.42629,4,sp4-1,,,
70.42629,5,sp1-2,,,
70.42629,1,sp4-1,,,
71.89281,1,1-2,l1,,
72.25944,1,2-3,lb0,,
72.35943,2,j2-3,,,
72.45942,3,j2-3,,,
72.55941,4,j1-2,,,
72.55941,5,j2-3,,,
72.85938,1,3-4,l1,,
73.22601,MOT_mc_stage_color_00,y-flash,,
73.22601,1,4-1,lb0,,
73.42599,2,w3,,,
73.52597999999999,3,w3,,,
73.59264,1,1-2,,,
73.62597,5,w3,,,
73.62597,4,w2,,,
73.95927,1,j2-3,,,
74.49255,1,3-4,l1,,
74.85918,1,4-1,lb0,,
74.99249999999999,2,j3-4,,,
74.99249999999999,3,j3-4,,,
75.12581999999999,4,j2-3,,,
75.12581999999999,5,j3-4,,,
75.45912,MOT_mc_stage_color_00,r-flash,,
75.45912,1,1-2,l1,,
75.89241,1,2-3,l2,,
76.05906,3,w4,,,
76.05906,2,w4,,,
76.19238,5,w4,,,
76.19238,4,w3,,,
76.29236999999999,1,3-4,lb1,,
76.72565999999999,1,4-1,lb0,,
77.19228,1,j1-2,,,
77.42559,2,j4-1,,,
77.42559,3,j4-1,,,
77.42559,4,j3-4,,,
77.42559,5,j4-1,,,
77.9922,MOT_mc_stage_color_00,b-flash,,
77.9922,1,2-3,,,
78.35883,1,3-4,r1,,
78.45882,2,j1-2,,,
78.45882,3,j1-2,,,
78.45882,4,j4-1,,,
78.45882,5,j1-2,,,
78.72546,1,4-1,r2,,
79.15875,1,1-2,rb1,,
79.52538,5,w2,,,
79.52538,4,w1,,,
79.52538,3,w2,,,
79.52538,2,w2,,,
79.55870999999999,1,2-3,rb0,,
79.99199999999999,1,3-4,,,
80.09199,2,j2-3,,,
80.09199,3,j2-3,,,
80.22531,4,j1-2,,,
80.22531,5,j2-3,,,
80.45862,1,4-1,r1,,
80.89191,1,1-2,rb0,,
81.15854999999999,3,w3,,,
81.15854999999999,2,w3,,,
81.29187,5,w3,,,
81.29187,4,w2,,,
81.62517,2,j3-4,,,
81.62517,3,j3-4,,,
81.62517,4,j2-3,,,
81.62517,5,j3-4,,,
81.82515,1,w2,,,
81.9918,1,2-3,l1,,
82.39175999999999,1,3-4,lb0,,
82.69172999999999,5,w4,,,
82.69172999999999,4,w3,,,
82.69172999999999,3,w4,,,
82.69172999999999,2,w4,,,
82.79172,1,4-1,,,
83.52498,MOT_mc_stage_color_00,y-flash,,
83.52498,MOT_mc_bg_black_00,b80-65,,
83.52498,2,lp4,,,
83.52498,3,lp4,,,
83.52498,4,lp3,,,
83.52498,5,lp4,,,
83.52498,1,1-2,l1,,
83.95827,1,2-3,lb0,,
84.6582,1,j3-4,,,
85.39146,1,4-1,,,
85.75809,1,1-2,r1,,
86.12472,1,j2-3,,,
86.72466,1,3-4,,,
87.09129,1,4-1,rb0,,
87.45792,1,1-2,r1,,
88.12451999999999,1,2-3,rb0,,
88.59114,1,3-4,r1,,
88.95777,1,4-1,r2,,
89.3244,1,1-2,rb1,,
89.69103,1,j2-3,,,
90.29097,MOT_mc_stage_color_00,y-flash,,
90.29097,1,3-4,r2,,
90.6576,1,4-1,rb1,,
91.02423,1,1-2,,,
91.39085999999999,1,2-3,r2,,
91.75748999999999,1,3-4,rb1,,
92.19077999999999,MOT_mc_stage_color_00,y-flash,,
92.19077999999999,1,j4-1,,,
92.85737999999999,1,hj1,,,
93.72395999999999,1,j1-2,,,
94.29057,1,2-3,rb0,,
94.65719999999999,1,3-4,r1,,
95.02382999999999,2,j4-1,,,
95.02382999999999,3,j4-1,,,
95.02382999999999,4,j3-4,,,
95.02382999999999,5,j4-1,,,
95.52378,1,4-1,rb0,,
95.9904,1,1-2,l1,,
96.09039,5,w1,,,
96.09039,4,w4,,,
96.09039,3,w1,,,
96.09039,2,w1,,,
96.39036,1,2-3,lb0,,
96.79032,1,3-4,,,
97.15695,1,j4-1,,,
97.45692,2,j1-2,,,
97.45692,3,j1-2,,,
97.62357,4,j4-1,,,
97.62357,5,j1-2,,,
98.22350999999999,1,j1-2,,,
98.52347999999999,3,w2,,,
98.52347999999999,2,w2,,,
98.69013,5,w2,,,
98.69013,4,w1,,,
98.75679,1,2-3,l1,,
99.19008,1,3-4,lb0,,
99.62337,1,j4-1,,,
99.95667,2,j2-3,,,
99.95667,3,j2-3,,,
99.95667,4,j1-2,,,
99.95667,5,j2-3,,,
100.32329999999999,1,sp1-2,,,
101.02323,5,w3,,,
101.02323,4,w2,,,
101.02323,3,w3,,,
101.02323,2,w3,,,
101.9898,MOT_mc_stage_color_00,y-flash,,
101.9898,1,2-3,l1,,
102.35642999999999,1,3-4,lb0,,
102.78971999999999,2,j3-4,,,
102.78971999999999,3,j3-4,,,
102.78971999999999,4,j2-3,,,
102.78971999999999,5,j3-4,,,
103.25634,MOT_mc_stage_color_00,y-flash,,
103.25634,1,4-1,r1,,
103.62297,1,1-2,rb0,,
103.85628,5,w4,,,
103.85628,4,w3,,,
103.85628,3,w4,,,
103.85628,2,w4,,,
104.02293,2,j4-1,,,
104.02293,3,j4-1,,,
104.02293,4,j3-4,,,
104.02293,5,j4-1,,,
104.52288,MOT_mc_stage_color_00,y-flash,,
104.52288,1,2-3,l1,,
104.88951,1,3-4,lb0,,
105.08949,5,w1,,,
105.08949,4,w4,,,
105.08949,3,w1,,,
105.08949,2,w1,,,
105.62276999999999,1,4-1,,,
105.78941999999999,2,j1-2,,,
105.98939999999999,3,j1-2,,,
106.15605,4,j4-1,,,
106.28936999999999,5,j1-2,,,
106.55601,1,w1,,,
106.65599999999999,MOT_mc_stage_color_00,b-flash,,
106.65599999999999,MOT_mc_bg_black_00,b45-20,,
106.65599999999999,1,1-2,,,
106.85597999999999,2,w2,,,
107.02262999999999,1,2-3,r1,,
107.05596,3,w2,,,
107.22260999999999,4,w1,,,
107.35593,5,w2,,,
107.38926,1,3-4,,,
107.75589,1,4-1,rb0,,
108.12252,1,1-2,,,
108.28917,2,j2-3,,,
108.28917,3,j2-3,,,
108.48915,1,2-3,,,
108.68912999999999,4,j1-2,,,
108.68912999999999,5,j2-3,,,
108.92244,1,j3-4,,,
109.35573,3,w3,,,
109.35573,2,w3,,,
109.42239,1,4-1,,,
109.75569,5,w3,,,
109.75569,4,w2,,,
109.85567999999999,1,1-2,l1,,
110.22231,1,2-3,,,
110.58894,1,3-4,lb0,,
110.75559,4,j2-3,,,
110.75559,5,j3-4,,,
110.95557,1,j4-1,,,
111.15554999999999,2,j3-4,,,
111.15554999999999,3,j3-4,,,
111.55551,1,1-2,r1,,
111.82215,5,w4,,,
111.82215,4,w3,,,
111.95546999999999,1,2-3,,,
112.22211,3,w4,,,
112.22211,2,w4,,,
112.42209,1,3-4,rb0,,
112.82204999999999,1,4-1,,,
113.25533999999999,1,1-2,,,
113.68862999999999,1,2-3,,,
114.12191999999999,1,sp3-4,,,
114.35522999999999,2,j4-1,,,
114.58854,3,j4-1,,,
114.95517,4,j3-4,,,
114.95517,5,j4-1,,,
115.3218,1,4-1,,,
115.42179,2,w1,,,
115.65509999999999,3,w1,,,
115.72175999999999,1,1-2,r1,,
115.78841999999999,2,j1-2,,,
115.88841,3,j1-2,,,
115.9884,4,j4-1,,,
116.02172999999999,5,w1,,,
116.08838999999999,5,j1-2,,,
116.22171,1,2-3,,,
116.655,MOT_mc_stage_color_00,y-flash,,
116.655,1,3-4,rb0,,
116.85498,2,w2,,,
116.95496999999999,3,w2,,,
117.05496,4,w1,,,
117.05496,1,4-1,,,
117.15495,5,w2,,,
117.45492,1,1-2,,,
117.82154999999999,1,2-3,,,
118.02153,2,j2-3,,,
118.02153,3,j2-3,,,
118.18817999999999,1,j3-4,,,
118.52148,4,j1-2,,,
118.52148,5,j2-3,,,
118.92143999999999,MOT_mc_stage_color_00,r-flash,,
118.92143999999999,1,4-1,,,
119.08809,3,w3,,,
119.08809,2,w3,,,
119.38806,1,1-2,l1,,
119.58803999999999,5,w3,,,
119.58803999999999,4,w2,,,
119.78801999999999,1,2-3,,,
120.22130999999999,1,3-4,lb0,,
120.58793999999999,2,j3-4,,,
120.58793999999999,3,j3-4,,,
120.65459999999999,1,j4-1,,,
121.02122999999999,4,j2-3,,,
121.02122999999999,5,j3-4,,,
121.38785999999999,MOT_mc_stage_color_00,y-flash,,
121.38785999999999,1,1-2,,,
121.6545,3,w4,,,
121.6545,2,w4,,,
121.82114999999999,1,2-3,r1,,
122.08779,5,w4,,,
122.08779,4,w3,,,
122.25443999999999,1,3-4,rb0,,
122.6544,1,4-1,l1,,
123.05435999999999,1,1-2,lb0,,
123.45432,1,2-3,,,
123.85427999999999,1,3-4,r1,,
124.35423,1,4-1,rb0,,
124.78752,1,1-2,,,
125.02082999999999,MOT_mc_stage_color_00,y-flash,,
125.02082999999999,2,j4-1,,,
125.02082999999999,3,j4-1,,,
125.02082999999999,4,j3-4,,,
125.02082999999999,5,j4-1,,,
125.35413,1,2-3,l1,,
125.82074999999999,1,3-4,lb0,,
126.08739,5,w1,,,
126.08739,4,w4,,,
126.08739,3,w1,,,
126.08739,2,w1,,,
126.48734999999999,MOT_mc_stage_color_00,y-flash,,
126.48734999999999,MOT_mc_bg_black_00,b20-65,,
126.48734999999999,MOT_mc_speaker_00,stay,,
126.48734999999999,MOT_mc_light_center_00,l1,,
126.48734999999999,MOT_mc_light_up_00,l1,,
126.48734999999999,MOT_mc_light_under_00,l2,,
126.48734999999999,1,4-1,,b0,D60
126.48734999999999,2,1-2,,,D60
126.48734999999999,3,1-2,,,D60
126.48734999999999,4,4-1,,,D60
126.48734999999999,5,1-2,,,D60
127.42058999999999,5,w2,,,
127.42058999999999,4,w1,,,
127.42058999999999,3,w2,,,
127.42058999999999,2,w2,,,
127.42058999999999,1,w1,,,
