0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,b65,,
21.06456,3,4-1,rb0,,
21.06456,4,4-1,rb0,,
21.46452,1,sj1,,,
21.46452,2,sj1,,,
21.46452,3,sj1,,,
21.46452,4,sj1,,,
21.831149999999997,4,sp1-2,,,
21.89781,2,sp1-2,,,
21.96447,3,w1,,,
21.96447,1,sp1-2,,,
22.031129999999997,3,sp1-2,,,
23.46432,1,hj2,,,
23.46432,2,hj2,,,
23.46432,3,hj2,,,
23.46432,4,hj2,,,
23.69763,MOT_mc_stage_color_00,b-flash,,
23.69763,MOT_mc_bg_black_00,b45-20,,
24.09759,1,2-3,,,
24.09759,2,2-3,,,
24.09759,3,2-3,,,
24.09759,4,2-3,,,
24.630869999999998,1,3-4,,,
24.630869999999998,2,3-4,,,
24.630869999999998,3,3-4,,,
24.630869999999998,4,3-4,,,
24.9975,1,j4-1,,,
24.9975,2,j4-1,,,
25.09749,3,j4-1,,,
25.09749,4,j4-1,,,
25.59744,1,hj1,,,
25.59744,2,hj1,,,
25.59744,3,hj1,,,
25.59744,4,hj1,,,
26.16405,1,lp1,,,
26.16405,2,lp1,,,
26.16405,3,lp1,,,
26.16405,4,lp1,,,
27.097289999999997,1,sj1,,,
27.097289999999997,2,sj1,,,
27.097289999999997,3,sj1,,,
27.097289999999997,4,sj1,,,
27.53058,1,sp1-2,,,
27.53058,2,sp1-2,,,
27.53058,3,sp1-2,,,
27.53058,4,sp1-2,,,
28.86378,1,hj2,,,
28.86378,2,hj2,,,
28.86378,3,hj2,,,
28.86378,4,hj2,,,
29.39706,1,j2-3,,,
29.39706,2,j2-3,,,
29.39706,3,j2-3,,,
29.39706,4,j2-3,,,
29.83035,1,sj3,,,
29.83035,2,sj3,,,
29.83035,3,sj3,,,
29.83035,4,sj3,,,
30.163649999999997,1,lp3,,,
30.163649999999997,2,lp3,,,
30.163649999999997,3,lp3,,,
30.163649999999997,4,lp3,,,
30.89691,2,3-4,,,
30.89691,2,,,f1,
30.89691,1,3-4,,,
30.89691,3,3-4,,,
30.89691,4,3-4,,,
31.06356,2,,,,L0
31.06356,1,,,,D60
31.06356,3,,,,D60
31.06356,4,,,,D60
31.163549999999997,MOT_mc_bg_black_00,b20-45,,
31.19688,MOT_mc_stage_color_00,b-flash,,
31.26354,2,lp4,,,
31.26354,1,lp4,,,
31.26354,3,lp4,,,
31.26354,4,lp4,,,
31.26354,4,sort,-500,
31.26354,1,sort,-500,
31.26354,3,sort,-500,
31.930139999999998,2,,r1,,
32.76339,2,4-1,,,
33.69663,2,w1,,,
33.79662,2,1-2,,,
34.22991,2,sj2,,,
34.663199999999996,2,sj2,,,
35.02983,2,lp2,,,
36.52968,2,2-3,,,
36.92964,2,lp3,,,
37.39626,2,3-4,,,
37.79622,2,lp4,,,
38.396159999999995,2,4-1,r2,,
38.762789999999995,2,lp1,,,
39.3294,2,1-2,r3,,
39.6627,2,lp2,,,
40.29597,2,sp2-3,,,
41.162549999999996,2,j3-4,,,
41.52918,2,lp4,,,
42.09579,2,4-1,,,
42.429089999999995,2,lp1,,,
44.09559,2,1-2,,,
44.395559999999996,2,hj2,,,
44.96217,2,2-3,rb2,,
45.3288,2,3-4,rb1,,
45.9954,2,,rb0,,
45.9954,4,4-1,,f1,
45.9954,1,4-1,,,
45.9954,3,4-1,,,
46.16205,4,,,,L0
46.16205,2,,,,D60
46.26204,2,w4,,,
46.428689999999996,2,lp4,,b0,
46.428689999999996,1,lp1,,,
46.428689999999996,3,lp1,,,
46.428689999999996,4,1-2,,,
46.79532,4,j2-3,,,
47.16195,4,lp3,,,
47.82855,4,j3-4,,,
48.22851,4,j4-1,,,
48.62847,4,1-2,,,
48.96177,4,lp2,,,
49.761689999999994,4,j2-3,,,
50.161649999999995,4,lp3,,,
50.62827,4,3-4,,,
50.961569999999995,4,lp4,,,
51.46152,4,4-1,,,
51.728159999999995,2,4-1,,,
51.728159999999995,1,1-2,,,
51.728159999999995,3,1-2,,,
51.9948,4,1-2,,,
52.22811,2,1-2,,,
52.22811,1,2-3,,,
52.22811,3,2-3,,,
52.494749999999996,4,j2-3,,,
52.69473,2,2-3,,,
52.69473,1,3-4,,,
52.69473,3,3-4,,,
52.86138,4,j3-4,,,
53.09469,2,3-4,,,
53.09469,1,4-1,,,
53.09469,3,4-1,,,
53.394659999999995,3,1-2,,f1,
53.427989999999994,2,4-1,,,
53.427989999999994,1,1-2,,,
53.427989999999994,4,4-1,,,
53.427989999999994,4,,,b0,
53.56131,3,,,,Lred
53.56131,4,,,,D60
53.761289999999995,3,lp2,,,
53.794619999999995,2,lp1,,,
53.794619999999995,1,lp2,,,
53.794619999999995,4,lp1,,,
54.26124,3,2-3,,,
54.627869999999994,3,lp3,,,
55.22781,3,j3-4,,,
55.62777,3,sj4,,,
56.09439,3,j4-1,,,
56.46102,3,j1-2,,,
56.86098,3,hj2,,,
57.427589999999995,3,lp2,,,
57.9942,3,2-3,,,
58.36083,3,lp3,,,
59.094089999999994,2,1-2,,,
59.094089999999994,1,2-3,,,
59.094089999999994,4,1-2,,,
59.094089999999994,2,,,f1,
59.094089999999994,3,3-4,,b0,
59.22741,2,,,,L0
59.22741,3,,,,D60
59.460719999999995,2,lp2,,,
59.860679999999995,2,j2-3,,,
60.02733,4,w2,,,
60.02733,3,w4,,,
60.02733,1,w3,,,
60.227309999999996,2,lp3,,,
60.82725,2,j3-4,,,
61.29387,1,j3-4,,,
61.29387,4,j2-3,,,
61.29387,2,4-1,,b0,
61.29387,3,j4-1,,,
61.460519999999995,1,,,,L0
61.460519999999995,3,,,,L0
61.460519999999995,4,,,,L0
61.69383,1,j4-1,,,
61.69383,2,j1-2,,,
61.69383,3,j1-2,,,
61.69383,4,j3-4,,,
62.02713,1,1-2,,,
62.02713,2,2-3,,,
62.02713,3,2-3,,,
62.02713,4,4-1,,,
62.39376,1,lp2,,,
62.39376,2,lp3,,,
62.39376,3,lp3,,,
62.39376,4,lp1,,,
62.727059999999994,1,j2-3,,,
62.727059999999994,2,j3-4,,,
62.727059999999994,3,j3-4,,,
62.727059999999994,4,j1-2,,,
63.327,1,3-4,,,
63.327,2,4-1,,,
63.327,3,4-1,,,
63.327,4,2-3,,,
63.62697,MOT_mc_bg_black_00,b45-0,,
63.6603,1,4-1,,,
63.6603,2,1-2,,,
63.6603,3,1-2,,,
63.6603,4,3-4,,,
63.926939999999995,MOT_mc_stage_color_00,b-flash,,
63.9936,1,lp1,,,
63.9936,2,lp2,,,
63.9936,3,lp2,,,
63.9936,4,lp4,,,
64.62687,1,j1-2,,,
64.62687,2,j2-3,,,
64.62687,3,j2-3,,,
64.62687,4,j4-1,,,
64.96016999999999,1,lp2,,,
64.96016999999999,2,lp3,,,
64.96016999999999,3,lp3,,,
64.96016999999999,4,lp1,,,
65.46012,3,sp3-4,,,
65.56011,1,sp2-3,,,
65.62677,2,sp3-4,,,
65.69342999999999,4,sp1-2,,,
66.46002,1,j3-4,,,
66.46002,2,j4-1,,,
66.46002,3,j4-1,,,
66.46002,4,j2-3,,,
66.79332,1,lp4,,,
66.79332,2,lp1,,,
66.79332,3,lp1,,,
66.79332,4,lp3,,,
67.3266,3,,,f1,
67.3266,4,,,f1,
67.79321999999999,1,,,f1,
67.79321999999999,2,,,f1,
68.22650999999999,1,j4-1,,,
68.22650999999999,2,j1-2,,,
68.22650999999999,3,j1-2,,,
68.22650999999999,4,j3-4,,,
68.72646,1,1-2,,,
68.72646,2,2-3,,,
68.72646,3,2-3,,,
68.72646,4,4-1,,,
69.15975,1,j2-3,,,
69.15975,2,j3-4,,,
69.15975,3,j3-4,,,
69.15975,4,j1-2,,,
69.59304,1,lp3,,,
69.59304,2,lp4,,,
69.59304,3,lp4,,,
69.59304,4,lp2,,,
70.02633,1,j3-4,,,
70.02633,2,j4-1,,,
70.02633,3,j4-1,,,
70.02633,4,j2-3,,,
70.39296,1,sp4-1,,,
70.39296,2,sp1-2,,,
70.39296,3,sp1-2,,,
70.39296,4,sp3-4,,,
71.09289,1,j1-2,,,
71.09289,2,j2-3,,,
71.09289,3,j2-3,,,
71.09289,4,j4-1,,,
71.55951,3,j3-4,,,
71.55951,1,2-3,,,
71.55951,2,3-4,,,
71.55951,4,1-2,,,
71.72616,3,,,,L0
71.72616,1,,,,D60
71.72616,2,,,,D60
71.72616,4,,,,D60
71.85947999999999,MOT_mc_stage_color_00,b-flash,,
71.92614,3,hj4,,,
71.92614,1,lp3,,,
71.92614,2,lp4,,,
71.92614,4,lp2,,,
72.82605,3,hj4,,,
73.35933,3,j4-1,,,
73.89260999999999,3,sj1,,,
74.25923999999999,1,3-4,,,
74.25923999999999,2,4-1,,,
74.25923999999999,3,1-2,,,
74.25923999999999,4,2-3,,,
74.42589,4,,,,L0
74.42589,3,,,,D60
74.52588,MOT_mc_stage_color_00,y-flash,,
74.59254,1,lp4,,,
74.59254,2,lp1,,,
74.59254,3,lp2,,,
74.59254,4,3-4,,,
74.89251,4,j4-1,,,
75.29247,4,sj1,,,
75.72576,4,j1-2,,,
76.12572,4,lp2,,,
76.72565999999999,4,2-3,,,
77.05896,1,4-1,,,
77.05896,2,1-2,,,
77.05896,3,2-3,,,
77.25894,2,,,,L0
77.6589,4,w3,,,
77.6589,1,1-2,,,
77.6589,4,3-4,,,
77.6589,3,3-4,,,
77.6589,2,j2-3,,,
77.79222,4,,,,D60
77.92554,MOT_mc_stage_color_00,b-flash,,
78.02553,1,lp2,,,
78.02553,4,lp4,,,
78.02553,3,lp4,,,
78.15885,2,j3-4,,,
78.55881,2,sp4-1,,,
79.22541,2,j1-2,,,
79.55870999999999,1,j2-3,,,
79.55870999999999,2,2-3,,,
79.55870999999999,4,4-1,,,
79.55870999999999,3,4-1,,,
79.72536,1,,,,L0
79.72536,2,,,,D60
79.82535,MOT_mc_stage_color_00,r-flash,,
79.92533999999999,1,lp3,,,
79.92533999999999,2,lp3,,,
79.92533999999999,4,lp1,,,
79.92533999999999,3,lp1,,,
80.49195,1,j3-4,,,
80.85858,1,sj4,,,
81.22520999999999,1,j4-1,,,
81.59183999999999,1,sp1-2,,,
83.22501,1,j2-3,,,
83.22501,2,j3-4,,,
83.22501,3,j1-2,,,
83.22501,4,j1-2,,,
83.35833,2,,,,L0
83.35833,3,,,,L0
83.35833,4,,,,L0
83.55830999999999,MOT_mc_stage_color_00,b-flash,,
83.62496999999999,3,sj2,,,
83.62496999999999,4,sj2,,,
84.05825999999999,3,2-3,,,
84.05825999999999,4,2-3,,,
84.05825999999999,1,sj3,,,
84.05825999999999,2,sj4,,,
84.55821,2,w4,,,
84.55821,1,w3,,,
84.55821,3,sj3,,,
84.55821,4,sj3,,,
84.55821,1,3-4,,,
84.55821,2,4-1,,,
85.05816,4,w3,,,
85.05816,3,w3,,,
85.09149,1,j4-1,,,
85.09149,2,j1-2,,,
85.09149,3,j3-4,,,
85.09149,4,j3-4,,,
85.52477999999999,1,lp1,,,
85.52477999999999,2,lp2,,,
85.52477999999999,3,lp4,,,
85.52477999999999,4,lp4,,,
86.12472,1,1-2,l1,,
86.12472,2,2-3,l1,,
86.12472,3,4-1,l1,,
86.12472,4,4-1,l1,,
86.59134,1,2-3,,,
86.59134,2,3-4,,,
86.59134,3,1-2,,,
86.59134,4,1-2,,,
87.05796,1,3-4,lb0,,
87.05796,2,4-1,lb0,,
87.05796,3,2-3,lb0,,
87.05796,4,2-3,lb0,,
87.39126,1,lp4,,,
87.39126,2,lp1,,,
87.39126,3,lp3,,,
87.39126,4,lp3,,,
87.75788999999999,4,j3-4,,,
87.82455,2,j1-2,,,
87.89121,1,j4-1,,,
87.95787,3,j3-4,,,
88.19118,4,j4-1,,,
88.25784,2,j2-3,,,
88.3245,1,j1-2,,,
88.39116,3,j4-1,,,
88.82445,1,j2-3,,,
88.82445,2,j3-4,,,
88.82445,3,j1-2,,,
88.82445,4,j1-2,,,
89.22440999999999,1,lp3,,,
89.22440999999999,2,lp4,,,
89.22440999999999,3,lp2,,,
89.22440999999999,4,lp2,,,
89.79101999999999,1,3-4,r1,,
89.79101999999999,2,4-1,r1,,
89.79101999999999,3,2-3,r1,,
89.79101999999999,4,2-3,r1,,
90.25764,1,4-1,rb0,,
90.25764,2,1-2,rb0,,
90.25764,3,3-4,rb0,,
90.25764,4,3-4,rb0,,
90.6576,1,sj1,,,
90.6576,2,sj2,,,
90.6576,3,sj4,,,
90.6576,4,sj4,,,
91.02423,4,sp4-1,,,
91.09089,2,sp2-3,,,
91.15755,3,w4,,,
91.15755,1,sp1-2,,,
91.22421,3,sp4-1,,,
92.42408999999999,1,hj2,,,
92.42408999999999,2,hj3,,,
92.42408999999999,3,hj1,,,
92.42408999999999,4,hj1,,,
93.05736,1,2-3,,,
93.05736,2,3-4,,,
93.05736,3,1-2,,,
93.05736,4,1-2,,,
93.59064,1,3-4,,,
93.59064,2,4-1,,,
93.59064,3,2-3,,,
93.59064,4,2-3,,,
93.95727,1,j4-1,,,
93.95727,2,j1-2,,,
94.05726,3,j3-4,,,
94.05726,4,j3-4,,,
94.49055,1,sj1,,,
94.49055,2,sj2,,,
94.49055,3,sj4,,,
94.49055,4,sj4,,,
94.89050999999999,1,lp1,,,
94.89050999999999,2,lp2,,,
94.89050999999999,3,lp4,,,
94.89050999999999,4,lp4,,,
95.39045999999999,1,j1-2,,,
95.39045999999999,2,j2-3,,,
95.39045999999999,3,j4-1,,,
95.39045999999999,4,j4-1,,,
95.79042,1,lp2,,,
95.79042,2,lp3,,,
95.79042,3,lp1,,,
95.79042,4,lp1,,,
96.35703,1,j2-3,,,
96.35703,2,j3-4,,,
96.35703,3,j1-2,,,
96.35703,4,j1-2,,,
96.72366,1,3-4,,,
96.72366,2,4-1,,,
96.72366,3,2-3,,,
96.72366,4,2-3,,,
97.09029,1,hj4,,,
97.09029,2,hj1,,,
97.09029,3,hj3,,,
97.09029,4,hj3,,,
97.69023,1,lp4,,,
97.69023,2,lp1,,,
97.69023,3,lp3,,,
97.69023,4,lp3,,,
98.19018,1,j4-1,,,
98.19018,4,j3-4,,,
98.39016,2,j1-2,,,
98.39016,3,j3-4,,,
98.62347,1,j1-2,,,
98.62347,4,j4-1,,,
98.82345,2,j2-3,,,
98.82345,3,j4-1,,,
99.09008999999999,1,j2-3,,,
99.09008999999999,4,j1-2,,,
99.29007,2,j3-4,,,
99.29007,3,j1-2,,,
99.52337999999999,1,j3-4,,,
99.52337999999999,4,j2-3,,,
99.72336,2,j4-1,,,
99.72336,3,j2-3,,,
99.89000999999999,1,lp4,,,
99.89000999999999,4,lp3,,,
100.08999,1,4-1,,,
100.08999,2,1-2,,,
100.08999,3,3-4,,,
100.08999,4,3-4,,,
100.55660999999999,1,1-2,,,
100.55660999999999,2,2-3,,,
100.55660999999999,3,4-1,,,
100.55660999999999,4,4-1,,,
101.08989,1,2-3,r1,,
101.08989,2,3-4,r1,,
101.08989,3,1-2,r1,,
101.08989,4,1-2,r1,,
101.42318999999999,1,lp3,,,
101.42318999999999,2,lp4,,,
101.42318999999999,3,lp2,,,
101.42318999999999,4,lp2,,,
101.9898,1,3-4,rb0,,
101.9898,2,4-1,rb0,,
101.9898,3,2-3,rb0,,
101.9898,4,2-3,rb0,,
102.3231,1,lp4,,,
102.3231,2,lp1,,,
102.3231,3,lp3,,,
102.3231,4,lp3,,,
102.95636999999999,1,j4-1,,,
103.15634999999999,2,j1-2,,,
103.35633,3,j3-4,,,
103.58963999999999,4,j3-4,,,
103.92294,1,j1-2,,,
103.92294,2,j2-3,,,
103.92294,3,j4-1,,,
103.92294,4,j4-1,,,
104.25623999999999,1,sp2-3,,,
104.25623999999999,2,sp3-4,,,
104.25623999999999,3,sp1-2,,,
104.25623999999999,4,sp1-2,,,
104.85618,1,,l1,,
104.85618,2,,l1,,
104.85618,3,,l1,,
104.85618,4,,l1,,
105.28947,1,,lb0,,
105.28947,2,,lb0,,
105.28947,3,,lb0,,
105.28947,4,,lb0,,
105.75609,1,j3-4,,,
105.75609,2,j4-1,,,
105.75609,3,j2-3,,,
105.75609,4,j2-3,,,
106.08939,1,lp4,,,
106.08939,2,lp1,,,
106.08939,3,lp3,,,
106.08939,4,lp3,,,
106.62267,1,j4-1,,,
106.62267,2,j1-2,,,
106.62267,3,j3-4,,,
106.62267,4,j3-4,,,
106.95597,1,lp1,,,
106.95597,2,lp2,,,
106.95597,3,lp4,,,
106.95597,4,lp4,,,
107.35593,4,4-1,,,
107.42259,2,2-3,,,
107.48925,1,1-2,,,
107.55591,3,4-1,,,
107.88920999999999,1,lp2,,,
107.88920999999999,2,lp3,,,
107.88920999999999,3,lp1,,,
107.88920999999999,4,lp1,,,
108.58914,1,2-3,,,
108.58914,2,3-4,,,
108.58914,3,1-2,,,
108.58914,4,1-2,,,
109.02243,1,3-4,,,
109.02243,2,4-1,,,
109.02243,3,2-3,,,
109.02243,4,2-3,,,
109.45572,1,j4-1,,,
109.45572,2,j1-2,,,
109.45572,3,j3-4,,,
109.45572,4,j3-4,,,
109.82235,1,lp1,,,
109.82235,2,lp2,,,
109.82235,3,lp4,,,
109.82235,4,lp4,,,
111.3222,1,j1-2,,,
111.3222,2,j2-3,,,
111.3222,3,j4-1,,,
111.3222,4,j4-1,,,
111.72215999999999,1,sj2,,,
111.72215999999999,2,sj3,,,
111.72215999999999,3,sj1,,,
111.72215999999999,4,sj1,,,
112.18878,1,j2-3,,,
112.18878,2,j3-4,,,
112.18878,3,j1-2,,,
112.18878,4,j1-2,,,
112.62207,1,lp3,,,
112.62207,2,lp4,,,
112.62207,3,lp2,,,
112.62207,4,lp2,,,
113.05536,1,hj3,,,
113.05536,2,hj4,,,
113.05536,3,hj2,,,
113.05536,4,hj2,,,
113.58864,1,sp3-4,,,
113.58864,2,sp4-1,,,
113.58864,3,sp2-3,,,
113.58864,4,sp2-3,,,
115.9884,1,4-1,,,
115.9884,2,1-2,,,
115.9884,3,3-4,,,
115.9884,4,3-4,,,
116.35503,1,j1-2,,,
116.35503,2,j2-3,,,
116.35503,3,j4-1,,,
116.35503,4,j4-1,,,
116.72166,1,j2-3,,,
116.72166,2,j3-4,,,
116.72166,3,j1-2,,,
116.72166,4,j1-2,,,
117.08829,1,sp3-4,,,
117.08829,2,sp4-1,,,
117.08829,3,sp2-3,,,
117.08829,4,sp2-3,,,
118.68813,1,hj4,,,
118.68813,2,hj1,,,
118.68813,3,hj3,,,
118.68813,4,hj3,,,
119.15474999999999,MOT_mc_stage_color_00,r-flash,,
119.15474999999999,MOT_mc_bg_black_00,b0-45,,
119.92134,4,w3,,,
119.92134,3,w3,,,
119.92134,2,w1,,,
119.92134,1,w4,,,
