0.03333,MOT_control_all,zoom1,,
69.15975,2,3-4,,
69.79302,2,4-1,,
70.19297999999999,2,lp1,,
70.52628,1,4-1,,
70.85958,1,lp1,,
71.85947999999999,1,1-2,,
72.49275,1,j2-3,,
72.49275,2,j1-2,,
72.92604,1,lp3,,
72.92604,2,lp2,,
74.59254,1,3-4,,
74.59254,2,2-3,,
75.42578999999999,1,4-1,,
75.42578999999999,2,3-4,,
75.82575,1,j1-2,,
75.82575,2,j4-1,,
76.22570999999999,1,lp2,,
76.22570999999999,2,lp1,,
76.75899,1,2-3,,
76.75899,2,1-2,,
77.05896,1,hj3,,
77.05896,2,hj2,,
77.85888,1,j3-4,,
77.85888,2,j2-3,,
78.29217,1,4-1,,
78.29217,2,3-4,,
78.59214,1,j1-2,,
78.59214,2,j4-1,,
78.95877,1,lp2,,
78.95877,2,lp1,,
79.89201,1,2-3,,
79.89201,2,1-2,,
80.55861,1,j3-4,,
80.55861,2,j2-3,,
80.95857,1,4-1,,
80.95857,2,3-4,,
81.25854,1,1-2,,
81.25854,2,4-1,,
81.59183999999999,1,lp2,,
81.59183999999999,2,lp1,,
82.02512999999999,1,2-3,,
82.02512999999999,2,1-2,,
82.35843,1,lp3,,
82.35843,2,lp2,,
83.52498,1,3-4,,
83.52498,2,2-3,,
83.85828,1,j4-1,,
83.85828,2,j3-4,,
84.22491,1,lp1,,
84.22491,2,lp4,,
85.22480999999999,1,1-2,,
85.22480999999999,2,4-1,,
85.55811,1,lp2,,
85.55811,2,lp1,,
86.22471,1,2-3,,
86.22471,2,1-2,,
86.59134,1,sj3,,
86.59134,2,sj2,,
87.09129,2,w2,,
87.09129,1,w3,,
87.25793999999999,1,sj3,,
87.25793999999999,2,sj2,,
87.75788999999999,2,w2,,
87.75788999999999,1,w3,,
87.89121,1,j3-4,,
87.89121,2,j2-3,,
88.52448,1,sj4,,
88.52448,2,sj3,,
88.92443999999999,1,lp4,,
88.92443999999999,2,lp3,,
89.3244,2,3-4,l1,
89.3244,1,,r1,
89.95767,2,,l2,
89.95767,1,4-1,r2,
90.25764,2,w4,,
90.52427999999999,2,j4-1,,
90.52427999999999,1,j1-2,,
90.92424,2,lp1,,
90.92424,1,lp2,,
91.62416999999999,2,1-2,,
91.92414,1,j2-3,,
91.9908,2,2-3,,
92.3241,1,lp3,,
92.35743,2,lp3,,
92.82405,2,j3-4,,
93.15735,1,3-4,,
93.22400999999999,2,sj4,,
93.55731,1,lp4,,
93.62397,2,lp4,,
94.52387999999999,1,j4-1,,
94.52387999999999,2,j4-1,,
95.19048,1,j1-2,,
95.19048,2,j1-2,,
95.89041,1,2-3,,
95.89041,2,2-3,,
96.25703999999999,1,lp3,,
96.25703999999999,2,lp3,,
97.19028,1,j3-4,,
97.19028,2,j3-4,,
97.6569,1,4-1,,
97.6569,2,4-1,,
97.9902,1,j1-2,,
97.9902,2,j1-2,,
98.39016,1,2-3,,
98.39016,2,2-3,,
99.32339999999999,2,w3,,
99.32339999999999,1,w3,,
99.69003,1,3-4,,
99.69003,2,3-4,,
99.99,1,j4-1,,
99.99,2,j4-1,,
100.35663,1,lp1,,
100.35663,2,lp1,,
101.28987,1,1-2,,
101.28987,2,1-2,,
101.95647,1,j2-3,,
101.95647,2,j2-3,,
102.35642999999999,1,3-4,,
102.35642999999999,2,3-4,,
102.75639,2,,lb1,
102.75639,1,lp4,,
102.75639,2,lp4,,
102.75639,1,,rb1,
103.38965999999999,2,4-1,l2,
103.38965999999999,1,4-1,r2,
103.75628999999999,1,lp1,,
103.75628999999999,2,lp1,,
104.92284,1,1-2,,
104.92284,2,1-2,,
105.25614,1,j2-3,,
105.25614,2,j2-3,,
105.62276999999999,1,lp3,,
105.62276999999999,2,lp3,,
106.68933,1,3-4,,
106.68933,2,3-4,,
107.38926,1,4-1,,
107.38926,2,4-1,,
107.95586999999999,1,1-2,,
107.95586999999999,2,1-2,,
108.35583,1,lp2,,
108.35583,2,lp2,,
109.02243,1,2-3,,
109.02243,2,2-3,,
109.42239,1,3-4,,
109.42239,2,3-4,,
110.05565999999999,1,4-1,,
110.05565999999999,2,4-1,,
110.35562999999999,1,j1-2,,
110.35562999999999,2,j1-2,,
110.75559,1,2-3,,
110.75559,2,2-3,,
111.05556,1,lp3,,
111.05556,2,lp3,,
112.15545,2,,lb1,
112.15545,1,,rb1,
112.82204999999999,2,3-4,l2,
112.82204999999999,1,3-4,r2,
113.38866,1,4-1,,
113.38866,2,4-1,,
113.95527,1,j1-2,,
113.95527,2,j1-2,,
114.58854,1,2-3,,
114.58854,2,2-3,,
114.95517,1,lp3,,
114.95517,2,lp3,,
115.9884,1,j3-4,,
115.9884,2,j3-4,,
116.62167,1,sj4,,
116.62167,2,sj4,,
117.12162,2,w4,,
117.12162,1,w4,,
117.22161,1,j4-1,,
117.22161,2,j4-1,,
117.6549,1,lp1,,
117.6549,2,lp1,,
118.18817999999999,1,1-2,,
118.18817999999999,2,1-2,,
118.52148,1,2-3,,
118.52148,2,2-3,,
118.85477999999999,1,sj3,,
118.85477999999999,2,sj3,,
119.35472999999999,2,w3,,
119.35472999999999,1,w3,,
119.42138999999999,1,3-4,,
119.42138999999999,2,3-4,,
120.02132999999999,1,4-1,,
120.02132999999999,2,4-1,,
120.65459999999999,1,sj1,,
120.65459999999999,2,sj1,,
121.05456,1,1-2,,
121.05456,2,1-2,,
121.38785999999999,1,sp2-3,,
121.38785999999999,2,sp2-3,,
123.35432999999999,1,3-4,,
123.35432999999999,2,3-4,,
123.65429999999999,1,4-1,,
123.65429999999999,2,4-1,,
123.9876,1,j1-2,,
123.9876,2,j1-2,,
125.05416,2,w2,,
125.05416,1,w2,,
