0.06666,MOT_all,cut1,,
0.06666,MOT_control_all,zoom_1,,
0.06666,MOT_mc_back_00,lt_1,,
41.72916,1,4-1,,,
41.72916,MOT_mc_stage_color_00,y-flash,,
42.06246,1,j1-2,,,
42.56241,1,hj2,,,
43.162349999999996,1,2-3,,,
43.662299999999995,1,hj3,,,
44.3289,1,3-4,,,
44.6622,1,j4-1,,,
45.12882,1,1-2,,,
45.12882,MOT_mc_stage_color_00,r-flash,,
45.76209,1,hj2,,,
45.76209,MOT_mc_stage_color_00,b-flash,,
46.39536,MOT_control_all,zoom_6,,
46.462019999999995,1,,,,D40
46.56201,2,,,,L0
46.56201,2,j1-2,,,
46.72866,1,j2-3,,,
46.72866,3,j1-2,,,
46.72866,MOT_mc_stage_color_00,y-flash,,
47.628569999999996,2,w2,,,
47.695229999999995,2,j2-3,,,
47.76189,MOT_mc_stage_color_00,r-flash,,
47.79522,3,w2,,,
47.79522,1,j3-4,,,
47.79522,3,j2-3,,,
48.42849,2,j3-4,,,
48.528479999999995,1,j4-1,,,
48.6618,3,j3-4,,,
48.861779999999996,2,hj4,,,
49.59504,1,w1,,,
49.62837,2,,,,D40
49.695029999999996,MOT_control_all,zoom_7,,
49.728359999999995,3,w4,,,
49.79502,3,,,,L0
49.79502,3,j4-1,,,
50.094989999999996,2,w4,,,
50.128319999999995,1,j1-2,,,
50.561609999999995,2,j4-1,,,
50.69493,3,hj1,,,
51.19488,1,w2,,,
51.328199999999995,MOT_control_all,zoom_8,,
51.59484,1,,,,L0
51.59484,2,,,,L0
51.59484,3,,,,L0
51.59484,3,j1-2,,,
51.59484,MOT_mc_stage_color_00,b-flash,,
51.62817,2,w1,,,
51.794819999999994,2,j1-2,,,
51.96147,1,j2-3,,,
51.96147,MOT_mc_stage_color_00,y-flash,,
52.62807,2,j2-3,,,
52.62807,MOT_mc_stage_color_00,r-flash,,
52.6614,3,w2,,,
52.82805,3,j2-3,,,
52.994699999999995,1,j3-4,,,
52.994699999999995,MOT_mc_stage_color_00,b-flash,,
53.49465,MOT_control_all,zoom_9,,
53.56131,1,hj4,,,
53.56131,2,hj3,,,
53.56131,3,hj3,,,
53.56131,MOT_mc_stage_color_00,y-flash,,
53.727959999999996,1,,,,D40
53.727959999999996,2,,,,D40
53.727959999999996,3,,,,D40
54.127919999999996,MOT_mc_back_00,lt_4,,
54.127919999999996,1,,,,L0
54.127919999999996,2,,,,L0
54.127919999999996,3,,,,L0
54.127919999999996,2,j3-4,,,
54.127919999999996,1,4-1,,,
54.127919999999996,3,3-4,,,
54.127919999999996,MOT_mc_stage_color_00,b-flash,,
54.72786,2,4-1,,,
54.72786,1,1-2,,,
54.72786,3,j4-1,,,
54.72786,MOT_mc_stage_color_00,y-flash,,
55.12782,1,hj2,,,
55.12782,2,hj1,,,
55.12782,3,hj1,,,
55.794419999999995,1,2-3,,,
55.794419999999995,2,1-2,,,
55.794419999999995,3,1-2,,,
56.39436,3,2-3,,,
56.561009999999996,1,3-4,,,
56.72766,2,w2,,,
56.76099,2,2-3,,,
57.12762,1,j4-1,,,
57.12762,2,j3-4,,,
57.12762,3,j3-4,,,
57.12762,MOT_mc_stage_color_00,r-flash,,
57.59424,1,1-2,,,
57.59424,2,4-1,,,
57.59424,3,4-1,,,
57.92754,1,2-3,,,
58.02753,2,1-2,,,
58.12752,3,1-2,,,
58.46082,1,j3-4,,,
58.46082,2,j2-3,,,
58.46082,3,j2-3,,,
58.89411,1,hj4,,,
58.89411,2,hj3,,,
58.89411,3,hj3,,,
59.36073,1,4-1,,,
59.36073,2,3-4,,,
59.36073,3,3-4,,,
59.894009999999994,1,1-2,,,
59.894009999999994,2,4-1,,,
59.894009999999994,3,4-1,,,
60.39396,1,hj2,,,
60.39396,2,hj1,,,
60.39396,3,hj1,,,
60.727259999999994,MOT_mc_stage_color_00,b-flash,,
60.89391,MOT_mc_stage_color_00,y-flash,,
61.027229999999996,MOT_mc_stage_color_00,r-flash,,
61.16055,MOT_mc_stage_color_00,b-flash,,
61.3272,MOT_mc_stage_color_00,y-flash,,
61.493849999999995,MOT_mc_stage_color_00,r-flash,,
61.56051,1,,,,D40
61.56051,2,,,,D40
61.56051,3,,,,D40
61.62717,3,w1,,,
61.62717,2,w1,,,
61.62717,1,w2,,,
62.02713,1,2-3,,,
62.02713,2,1-2,,,
62.02713,3,1-2,,,
62.02713,MOT_mc_stage_color_00,b-flash,,
62.52708,1,,,,L0
62.52708,2,,,,L0
62.52708,3,,,,L0
62.52708,2,j2-3,,,
62.52708,1,3-4,,,
62.52708,3,2-3,,,
62.52708,MOT_mc_stage_color_00,b-flash,,
63.127019999999995,2,3-4,,,
63.127019999999995,1,4-1,,,
63.127019999999995,3,j3-4,,,
63.127019999999995,MOT_mc_stage_color_00,y-flash,,
63.526979999999995,1,hj1,,,
63.526979999999995,2,hj4,,,
63.526979999999995,3,hj4,,,
64.19358,1,1-2,,,
64.19358,2,4-1,,,
64.19358,3,4-1,,,
64.79352,3,1-2,,,
64.96016999999999,1,2-3,,,
65.12682,2,w1,,,
65.16015,2,1-2,,,
65.52678,1,j3-4,,,
65.52678,2,j2-3,,,
65.52678,3,j2-3,,,
65.52678,MOT_mc_stage_color_00,r-flash,,
65.9934,1,4-1,,,
65.9934,2,3-4,,,
65.9934,3,3-4,,,
66.3267,1,1-2,,,
66.42669,2,4-1,,,
66.52668,3,4-1,,,
66.85998,1,j2-3,,,
66.85998,2,j1-2,,,
66.85998,3,j1-2,,,
67.29326999999999,1,hj3,,,
67.29326999999999,2,hj2,,,
67.29326999999999,3,hj2,,,
67.75989,1,3-4,,,
67.75989,2,2-3,,,
67.75989,3,2-3,,,
68.29317,1,4-1,,,
68.29317,2,3-4,,,
68.29317,3,3-4,,,
68.79312,1,hj1,,,
68.79312,2,hj4,,,
68.79312,3,hj4,,,
69.12642,MOT_mc_stage_color_00,b-flash,,
69.29307,MOT_mc_stage_color_00,y-flash,,
69.42639,MOT_mc_stage_color_00,r-flash,,
69.55971,MOT_mc_stage_color_00,b-flash,,
69.72636,MOT_mc_stage_color_00,y-flash,,
69.89301,MOT_mc_stage_color_00,r-flash,,
70.02633,3,w4,,,
70.02633,2,w4,,,
70.02633,1,w1,,,
70.35963,1,,,,D40
70.35963,2,,,,D40
70.35963,3,,,,D40
70.35963,3,4-1,r3,,
70.42629,MOT_mc_stage_color_00,b-flash,,
70.45962,1,1-2,,,
70.55960999999999,MOT_all,cut4,,
70.55960999999999,2,4-1,l1,,
70.75959,MOT_control_all,zoom_10,,
70.75959,MOT_mc_back_00,lt_3,,
70.75959,2,,,,L0
70.75959,2,j1-2,,f1,
70.75959,1,lp2,,,
70.75959,3,lp1,,,
71.19288,2,2-3,,,
71.82615,2,3-4,,,
72.15944999999999,2,j4-1,,,
72.39276,MOT_mc_stage_color_00,y-flash,,
72.72605999999999,2,1-2,,,
73.05936,2,hj2,,,
73.42599,MOT_mc_stage_color_00,r-flash,,
73.82594999999999,2,2-3,,,
74.29257,2,j3-4,,,
74.35923,MOT_mc_stage_color_00,b-flash,,
74.75918999999999,1,2-3,,,
74.75918999999999,3,1-2,,,
74.92584,2,,,,D40
74.92584,2,4-1,,b0,
75.02583,MOT_control_all,zoom_11,,
75.05915999999999,1,,,,L0
75.05915999999999,1,3-4,,f1,
75.25914,2,lp1,,,
75.25914,3,lp2,,,
75.55910999999999,1,4-1,,,
75.55910999999999,MOT_mc_stage_color_00,b-flash,,
76.09239,1,j1-2,,,
76.59234,1,2-3,,,
76.59234,MOT_mc_stage_color_00,y-flash,,
77.12562,1,sp3-4,,,
77.6589,MOT_mc_stage_color_00,r-flash,,
78.12552,1,hj4,,,
78.12552,MOT_mc_stage_color_00,b-flash,,
78.49215,MOT_mc_stage_color_00,y-flash,,
78.79212,1,4-1,,b0,
78.79212,2,1-2,,,
78.79212,3,2-3,,,
79.12541999999999,MOT_control_all,zoom_12,,
79.12541999999999,1,lp1,,,
79.12541999999999,2,lp2,,,
79.15875,3,,,,L0
79.15875,1,,,,D40
79.15875,3,3-4,,f1,
79.15875,MOT_mc_stage_color_00,r-flash,,
79.49204999999999,3,4-1,,,
79.49204999999999,MOT_mc_stage_color_00,b-flash,,
79.82535,3,j1-2,,,
80.25864,3,2-3,,,
80.25864,MOT_mc_stage_color_00,y-flash,,
80.59194,3,3-4,,,
80.59194,MOT_mc_stage_color_00,r-flash,,
80.92524,3,j4-1,,,
81.42519,3,1-2,,,
81.82515,3,j2-3,,,
82.32509999999999,3,3-4,,,
82.32509999999999,MOT_mc_stage_color_00,b-flash,,
82.6584,3,4-1,,,
82.6584,MOT_mc_stage_color_00,y-flash,,
82.9917,3,1-2,,b0,
82.9917,2,2-3,,,
83.09169,MOT_control_all,zoom_13,,
83.19167999999999,1,,,,L0
83.19167999999999,3,,,,D40
83.19167999999999,1,1-2,,,
83.325,2,lp3,,,
83.325,3,lp2,,,
83.52498,1,2-3,,,
83.85828,1,j3-4,,,
84.79151999999999,1,4-1,,,
84.79151999999999,MOT_mc_stage_color_00,r-flash,,
85.25814,1,j1-2,,,
85.25814,2,j3-4,,,
85.25814,3,j2-3,,,
85.25814,MOT_mc_stage_color_00,b-flash,,
85.85808,1,2-3,,,
85.85808,MOT_mc_stage_color_00,y-flash,,
86.32469999999999,3,w3,,,
86.32469999999999,2,w4,,,
86.32469999999999,1,j3-4,,,
86.32469999999999,2,j4-1,,,
86.32469999999999,3,j3-4,,,
86.32469999999999,MOT_mc_stage_color_00,r-flash,,
87.32459999999999,1,,,,D40
87.39126,3,w4,,,
87.39126,2,w1,,,
87.39126,1,w4,,,
87.55790999999999,2,j1-2,,,
87.55790999999999,MOT_mc_stage_color_00,b-flash,,
87.79122,1,j4-1,,,
87.79122,MOT_mc_stage_color_00,y-flash,,
88.05785999999999,3,j4-1,,,
88.05785999999999,MOT_mc_stage_color_00,r-flash,,
88.3245,2,j2-3,,,
88.3245,MOT_mc_stage_color_00,b-flash,,
88.59114,3,j1-2,,,
88.59114,MOT_mc_stage_color_00,y-flash,,
88.82445,1,hj1,,,
88.85777999999999,MOT_all,cut5,,
88.9911,MOT_control_all,zoom_14,,
89.09109,MOT_mc_stage_color_00,r-flash,,
89.39106,2,w3,,,
89.52438,MOT_mc_back_00,lt_4,,
89.52438,1,,,,L0
89.52438,2,,,,L0
89.52438,3,,,,L0
89.52438,2,j3-4,,,
89.52438,1,1-2,,,
89.52438,3,2-3,,,
89.52438,MOT_mc_stage_color_00,b-flash,,
90.12432,2,4-1,,,
90.12432,1,2-3,,,
90.12432,3,j3-4,,,
90.12432,MOT_mc_stage_color_00,y-flash,,
90.52427999999999,1,hj3,,,
90.52427999999999,2,hj1,,,
90.52427999999999,3,hj4,,,
91.19087999999999,1,3-4,,,
91.19087999999999,2,1-2,,,
91.19087999999999,3,4-1,,,
91.79082,3,1-2,,,
91.95747,1,4-1,,,
92.12411999999999,2,w2,,,
92.15745,2,2-3,,,
92.52408,1,j1-2,,,
92.52408,2,j3-4,,,
92.52408,3,j2-3,,,
92.52408,MOT_mc_stage_color_00,r-flash,,
92.99069999999999,1,2-3,,,
92.99069999999999,2,4-1,,,
92.99069999999999,3,3-4,,,
93.324,1,3-4,,,
93.42398999999999,2,1-2,,,
93.52398,3,4-1,,,
93.85728,1,j4-1,,,
93.85728,2,j2-3,,,
93.85728,3,j1-2,,,
94.29057,1,hj1,,,
94.29057,2,hj3,,,
94.29057,3,hj2,,,
94.75719,1,1-2,,,
94.75719,2,3-4,,,
94.75719,3,2-3,,,
95.29047,1,2-3,,,
95.29047,2,4-1,,,
95.29047,3,3-4,,,
95.79042,1,hj3,,,
95.79042,2,hj1,,,
95.79042,3,hj4,,,
96.12371999999999,MOT_mc_stage_color_00,b-flash,,
96.29037,MOT_mc_stage_color_00,y-flash,,
96.42369,MOT_mc_stage_color_00,r-flash,,
96.55700999999999,MOT_mc_stage_color_00,b-flash,,
96.72366,MOT_mc_stage_color_00,y-flash,,
96.89031,MOT_mc_stage_color_00,r-flash,,
96.95697,1,,,,D40
96.95697,2,,,,D40
96.95697,3,,,,D40
97.02363,3,w4,,,
97.02363,2,w1,,,
97.02363,1,w3,,,
97.42358999999999,1,3-4,,,
97.42358999999999,2,1-2,,,
97.42358999999999,3,4-1,,,
97.42358999999999,MOT_mc_stage_color_00,b-flash,,
97.92354,1,,,,L0
97.92354,2,,,,L0
97.92354,3,,,,L0
97.92354,2,j2-3,,,
97.92354,1,4-1,,,
97.92354,3,1-2,,,
97.92354,MOT_mc_stage_color_00,b-flash,,
98.52347999999999,2,3-4,,,
98.52347999999999,1,1-2,,,
98.52347999999999,3,j2-3,,,
98.52347999999999,MOT_mc_stage_color_00,y-flash,,
98.92344,1,hj2,,,
98.92344,2,hj4,,,
98.92344,3,hj3,,,
99.59004,1,2-3,,,
99.59004,2,4-1,,,
99.59004,3,3-4,,,
100.18997999999999,3,4-1,,,
100.35663,1,3-4,,,
100.52328,2,w1,,,
100.55660999999999,2,1-2,,,
100.92323999999999,1,j4-1,,,
100.92323999999999,2,j2-3,,,
100.92323999999999,3,j1-2,,,
100.92323999999999,MOT_mc_stage_color_00,r-flash,,
101.38986,1,1-2,,,
101.38986,2,3-4,,,
101.38986,3,2-3,,,
101.72316,1,2-3,,,
101.82315,2,4-1,,,
101.92313999999999,3,3-4,,,
102.25644,1,j3-4,,,
102.25644,2,j1-2,,,
102.25644,3,j4-1,,,
102.68973,1,hj4,,,
102.68973,2,hj2,,,
102.68973,3,hj1,,,
103.15634999999999,1,4-1,,,
103.15634999999999,2,2-3,,,
103.15634999999999,3,1-2,,,
103.68963,1,1-2,,,
103.68963,2,3-4,,,
103.68963,3,2-3,,,
104.18957999999999,1,hj2,,,
104.18957999999999,2,hj4,,,
104.18957999999999,3,hj3,,,
104.52288,MOT_mc_stage_color_00,b-flash,,
104.68952999999999,MOT_mc_stage_color_00,y-flash,,
104.82284999999999,MOT_mc_stage_color_00,r-flash,,
104.95617,MOT_mc_stage_color_00,b-flash,,
105.12281999999999,MOT_mc_stage_color_00,y-flash,,
105.28947,MOT_mc_stage_color_00,r-flash,,
105.38946,1,,,,D40
105.38946,2,,,,D40
105.38946,3,,,,D40
105.42278999999999,3,w3,,,
105.42278999999999,2,w4,,,
105.42278999999999,1,w2,,,
105.52278,1,j2-3,,,
105.52278,2,j4-1,,,
105.52278,3,j3-4,,,
105.82275,MOT_mc_stage_color_00,b-flash,,
105.98939999999999,1,,,,L0
105.98939999999999,2,,,,L0
105.98939999999999,3,,,,L0
105.98939999999999,1,j3-4,,,
105.98939999999999,2,1-2,l2,,
105.98939999999999,3,4-1,r4,,
106.88931,1,j4-1,,,
106.88931,2,2-3,lb1,,
106.88931,3,1-2,rb3,,
107.38926,1,lp1,,,
107.38926,2,lp3,,,
107.38926,3,lp2,,,
108.15585,1,,,,D40
108.15585,2,,,,D40
108.15585,3,,,,D40
108.42249,MOT_control_all,zoom_15,,
108.48915,MOT_mc_stage_color_00,b-flash,,
108.55581,3,,,,L0
108.55581,3,2-3,,,
108.92244,3,3-4,,,
109.45572,3,j4-1,,,
110.05565999999999,MOT_control_all,zoom_16,,
110.12232,1,,,,L0
110.12232,2,,,,L0
110.12232,3,,,,L0
110.12232,1,j1-2,,,
110.12232,2,3-4,l2,,
110.12232,3,1-2,r4,,
111.02223,1,j2-3,,,
111.02223,2,4-1,lb1,,
111.02223,3,2-3,rb3,,
111.52217999999999,1,lp3,,,
111.52217999999999,2,lp1,,,
111.52217999999999,3,lp3,,,
112.28877,1,,,,D40
112.28877,2,,,,D40
112.28877,3,,,,D40
112.35543,MOT_control_all,zoom_17,,
112.62207,MOT_mc_stage_color_00,y-flash,,
112.68872999999999,2,,,,L0
112.68872999999999,2,1-2,,,
113.05536,2,2-3,,,
113.38866,2,hj3,,,
114.12191999999999,MOT_control_all,zoom_18,,
114.12191999999999,2,,,,D40
114.12191999999999,MOT_mc_stage_color_00,b-flash,,
114.38856,1,,,,L0
114.38856,2,,,,L0
114.38856,3,,,,L0
114.38856,1,j3-4,,,
114.38856,2,3-4,l2,,
114.38856,3,3-4,r4,,
115.28846999999999,1,j4-1,,,
115.28846999999999,2,4-1,lb1,,
115.28846999999999,3,4-1,rb3,,
115.78841999999999,1,lp1,,,
115.78841999999999,2,lp1,,,
115.78841999999999,3,lp1,,,
116.48835,MOT_control_all,zoom_19,,
116.55501,1,,,,D40
116.55501,2,,,,D40
116.55501,3,,,,D40
116.72166,MOT_mc_stage_color_00,r-flash,,
116.75498999999999,1,,,,L0
116.75498999999999,1,1-2,,,
117.12162,1,2-3,,,
117.6549,1,j3-4,,,
118.35482999999999,1,,,,L0
118.35482999999999,2,,,,L0
118.35482999999999,3,,,,L0
118.35482999999999,1,j4-1,,,
118.35482999999999,2,1-2,l2,,
118.35482999999999,3,1-2,r4,,
119.25474,1,j1-2,,,
119.25474,2,2-3,lb1,,
119.25474,3,2-3,rb3,,
119.75469,1,lp2,,,
119.75469,2,lp3,,,
119.75469,3,lp3,,,
120.52127999999999,1,,,,D40
120.52127999999999,2,,,,D40
120.52127999999999,3,,,,D40
120.88790999999999,1,,,,L0
120.88790999999999,2,,,,L0
120.88790999999999,3,,,,L0
120.88790999999999,3,j3-4,,,
120.88790999999999,MOT_mc_stage_color_00,b-flash,,
121.08789,1,j2-3,,,
121.08789,MOT_mc_stage_color_00,y-flash,,
121.25453999999999,2,j3-4,,,
121.25453999999999,MOT_mc_stage_color_00,r-flash,,
121.42119,1,j3-4,,,
121.42119,MOT_mc_stage_color_00,b-flash,,
121.62116999999999,2,j4-1,,,
121.62116999999999,MOT_mc_stage_color_00,y-flash,,
121.78782,3,j4-1,,,
121.78782,MOT_mc_stage_color_00,r-flash,,
122.18777999999999,1,hj4,,,
122.18777999999999,2,hj1,,,
122.18777999999999,3,hj1,,,
122.22111,MOT_all,cut6,,
122.3211,MOT_control_all,zoom_20,,
122.52108,MOT_mc_back_00,lt_1,,
122.52108,1,,,,D40
122.52108,2,,,,D40
122.52108,3,,,,D40
122.52108,MOT_mc_stage_color_00,b-flash,,
122.52108,MOT_mc_bg_black_00,b20-65,,
123.42098999999999,3,w1,,,
123.42098999999999,2,w1,,,
123.42098999999999,1,w4,,,
