0.03333,MOT_mc_light_center_00,off,,
0.03333,MOT_control_all,aruka_01,,
0.03333,MOT_all,aruka_cut1,,
0.03333,MOT_mc_light_up_00,l1,,
0.03333,MOT_mc_bg_black_00,stay,,
22.53108,5,2-3,rb0,,
22.89771,1,lp3,,,
22.89771,2,lp2,,,
22.89771,3,lp2,,,
22.89771,4,lp3,,,
22.89771,5,lp3,,,
23.96427,1,3-4,,,
23.96427,2,2-3,,,
23.96427,3,2-3,,,
23.96427,4,3-4,,,
23.96427,5,3-4,,,
24.53088,1,4-1,l2,,
24.53088,2,3-4,l3,,
24.53088,3,3-4,l1,,
24.53088,4,4-1,l3,,
24.53088,5,4-1,l1,,
24.864179999999998,1,lp1,,,
24.864179999999998,2,lp4,,,
24.864179999999998,3,lp4,,,
24.864179999999998,4,lp1,,,
24.864179999999998,5,lp1,,,
26.19738,1,1-2,lb1,,
26.19738,2,4-1,lb2,,
26.19738,3,4-1,lb0,,
26.19738,4,1-2,lb2,,
26.19738,5,1-2,lb0,,
26.53068,1,lp2,,,
26.53068,2,lp1,,,
26.53068,3,lp1,,,
26.53068,4,lp2,,,
26.53068,5,lp2,,,
27.063959999999998,1,2-3,lb0,,
27.063959999999998,2,1-2,lb1,,
27.063959999999998,3,1-2,r1,,
27.063959999999998,4,2-3,lb1,,
27.063959999999998,5,2-3,r1,,
27.663899999999998,1,3-4,r1,,
27.663899999999998,2,2-3,lb0,,
27.663899999999998,3,2-3,r2,,
27.663899999999998,4,3-4,lb0,,
27.663899999999998,5,3-4,r2,,
28.03053,1,lp4,,,
28.03053,2,lp3,,,
28.03053,3,lp3,,,
28.03053,4,lp4,,,
28.03053,5,lp4,,,
29.56371,1,4-1,rb0,,
29.56371,2,3-4,l1,,
29.56371,3,3-4,rb1,,
29.56371,4,4-1,l1,,
29.56371,5,4-1,rb1,,
29.930339999999998,1,lp1,,,
29.930339999999998,2,lp4,,,
29.930339999999998,3,lp4,,,
29.930339999999998,4,lp1,,,
29.930339999999998,5,lp1,,,
31.09689,1,1-2,,,
31.09689,2,4-1,,,
31.09689,3,4-1,,,
31.09689,4,1-2,,,
31.09689,5,1-2,,,
31.43019,1,lp2,,,
31.43019,2,lp1,,,
31.43019,3,lp1,,,
31.43019,4,lp2,,,
31.43019,5,lp2,,,
32.16345,1,2-3,,,
32.16345,2,1-2,lb0,,
32.16345,3,1-2,rb0,,
32.696729999999995,4,2-3,lb0,,
32.696729999999995,5,2-3,rb0,,
33.096689999999995,3,w2,,,
33.096689999999995,2,w2,,,
33.096689999999995,1,w3,,,
33.33,1,3-4,,,
33.33,2,2-3,r1,,
33.33,3,2-3,l1,,
33.62997,5,w3,,,
33.62997,4,w3,,,
33.863279999999996,4,3-4,r1,,
33.863279999999996,5,3-4,l1,,
33.92994,MOT_control_all,aruka_02_1,,
34.22991,MOT_mc_light_center_00,off,,
34.263239999999996,3,w3,,,
34.263239999999996,2,w3,,,
34.263239999999996,1,w4,,,
34.39656,MOT_mc_light_center_00,on2,,
34.39656,MOT_mc_light_up_00,l2,,
34.39656,MOT_mc_bg_black_00,b80-45,,
34.39656,MOT_mc_stage_color_00,b-flash,,
34.39656,1,4-1,,f1,L0
34.39656,2,,,,D40
34.39656,3,,,,D40
34.39656,4,,,,D40
34.39656,5,,,,D40
34.56321,2,,,,D40
34.56321,3,,,,D40
34.56321,4,,,,D40
34.56321,5,,,,D40
34.79652,5,w4,,,
34.79652,4,w4,,,
34.96317,1,lp1,,,
35.929739999999995,1,1-2,l1,,
36.22971,1,lp2,,,
37.496249999999996,1,2-3,lb0,,
37.76289,1,lp3,,,
37.79622,2,3-4,,,
37.79622,3,3-4,,,
37.929539999999996,4,4-1,,,
37.929539999999996,5,4-1,,,
38.729459999999996,3,w4,,,
38.729459999999996,2,w4,,,
38.86278,5,w1,,,
38.86278,4,w1,,,
38.9961,1,j3-4,,,
39.42939,1,lp4,,,
40.02933,1,4-1,,,
40.29597,1,lp1,,,
40.92924,2,4-1,,,
40.92924,3,4-1,,,
40.92924,4,1-2,,,
40.92924,5,1-2,,,
40.92924,1,1-2,r1,,
41.26254,1,lp2,,,
41.86248,5,w2,,,
41.86248,4,w2,,,
41.86248,3,w1,,,
41.86248,2,w1,,,
42.829049999999995,1,j2-3,,,
43.195679999999996,1,lp3,,,
44.19558,4,2-3,,,
44.19558,5,2-3,,,
44.29557,2,1-2,,,
44.29557,3,1-2,,,
44.395559999999996,1,3-4,,,
44.69553,1,lp4,,,
45.06216,1,4-1,rb0,,
45.12882,5,w3,,,
45.12882,4,w3,,,
45.228809999999996,3,w2,,,
45.228809999999996,2,w2,,,
45.52878,1,lp1,,,
46.062059999999995,1,1-2,,,
46.428689999999996,1,lp2,,,
47.56191,MOT_mc_stage_color_00,y-flash,,
47.56191,2,2-3,rb0,,
47.56191,3,2-3,l2,,
47.56191,4,3-4,rb0,,
47.56191,5,3-4,l2,,
47.56191,1,2-3,,,
47.86188,1,lp3,,,
48.495149999999995,5,w4,,,
48.495149999999995,4,w4,,,
48.495149999999995,3,w3,,,
48.495149999999995,2,w3,,,
49.328399999999995,2,3-4,r1,,
49.328399999999995,3,3-4,lb1,,
49.328399999999995,4,4-1,r1,,
49.328399999999995,5,4-1,lb1,,
49.328399999999995,1,j3-4,,,
49.695029999999996,1,lp4,,,
50.26164,5,w1,,,
50.26164,4,w1,,,
50.26164,3,w4,,,
50.26164,2,w4,,,
50.961569999999995,2,4-1,r2,,
50.961569999999995,3,4-1,lb0,,
50.961569999999995,4,1-2,r2,,
50.961569999999995,5,1-2,lb0,,
50.961569999999995,1,4-1,,,
51.26154,1,lp1,,,
51.89481,5,w2,,,
51.89481,4,w2,,,
51.89481,3,w1,,,
51.89481,2,w1,,,
52.76139,2,1-2,rb1,,
52.76139,3,1-2,l1,,
52.76139,4,2-3,rb1,,
52.76139,5,2-3,l1,,
52.76139,1,j1-2,,,
53.12802,1,lp2,,,
53.69463,5,w3,,,
53.69463,4,w3,,,
53.69463,3,w2,,,
53.69463,2,w2,,,
54.127919999999996,MOT_mc_stage_color_00,y-flash,,
54.127919999999996,2,2-3,,,
54.127919999999996,3,2-3,,,
54.127919999999996,4,3-4,,,
54.127919999999996,5,3-4,,,
54.127919999999996,1,2-3,,,
54.42789,2,j3-4,,,
54.42789,3,j3-4,,,
54.42789,4,j4-1,,,
54.42789,5,j4-1,,,
54.42789,1,3-4,l1,,
54.79452,1,lp4,,,
55.49445,5,w1,,,
55.49445,4,w1,,,
55.49445,3,w4,,,
55.49445,2,w4,,,
55.9944,2,4-1,,,
55.9944,3,4-1,,,
55.9944,4,1-2,,,
55.9944,5,1-2,,,
55.9944,1,4-1,lb0,,
56.36103,1,lp1,,,
56.92764,5,w2,,,
56.92764,4,w2,,,
56.92764,3,w1,,,
56.92764,2,w1,,,
57.56091,1,1-2,r1,,
57.92754,1,lp2,,,
58.56081,1,2-3,rb0,,
58.92744,1,lp3,,,
59.56071,1,3-4,,,
59.72736,2,1-2,,,
59.72736,3,1-2,,,
59.927339999999994,4,2-3,,,
59.927339999999994,5,2-3,,,
60.193979999999996,4,j3-4,,,
60.193979999999996,5,j3-4,,,
60.39396,2,j2-3,,,
60.39396,3,j2-3,,,
60.49395,1,w4,,,
60.56061,1,sp4-1,,,
61.16055,1,sj1,,,
61.26054,5,w4,,,
61.26054,4,w4,,,
61.460519999999995,3,w3,,,
61.460519999999995,2,w3,,,
61.460519999999995,1,lp1,,,
62.760389999999994,1,,l1,,
63.39366,1,1-2,l2,,
63.69363,1,lp2,,,
64.36023,2,3-4,,,
64.36023,3,3-4,,,
64.36023,4,4-1,,,
64.36023,5,4-1,,,
64.36023,1,2-3,lb1,,
64.6602,1,lp3,,,
65.29347,5,w1,,,
65.29347,4,w1,,,
65.29347,3,w4,,,
65.29347,2,w4,,,
65.92674,1,,lb0,,
67.02663,1,3-4,,,
67.25994,1,j4-1,,,
67.79321999999999,1,sj1,,,
68.12652,1,lp1,,,
69.02642999999999,4,1-2,,,
69.02642999999999,5,1-2,,,
69.09309,2,4-1,,,
69.09309,3,4-1,,,
69.15975,1,1-2,,,
69.95967,5,w2,,,
69.95967,4,w2,,,
69.993,1,2-3,,,
70.02633,3,w1,,,
70.02633,2,w1,,,
70.05966,2,1-2,,,
70.05966,3,1-2,,,
70.12631999999999,4,2-3,,,
70.12631999999999,5,2-3,,,
70.55960999999999,1,3-4,,,
70.72626,2,2-3,,,
70.72626,3,2-3,,,
70.89291,4,3-4,,,
70.89291,5,3-4,,,
71.02623,1,sj4,,,
71.3262,1,4-1,,,
71.62617,1,lp1,,,
71.6595,3,w3,,,
71.6595,2,w3,,,
71.82615,5,w4,,,
71.82615,4,w4,,,
73.39265999999999,1,1-2,,,
73.72596,1,lp2,,,
74.39256,4,4-1,,,
74.39256,5,4-1,,,
74.49255,2,3-4,,,
74.49255,3,3-4,,,
74.52588,MOT_mc_light_center_00,off,,
74.55921,1,2-3,,,
74.59254,MOT_control_all,aruka_02_2,,
74.59254,MOT_mc_light_center_00,on2,,
74.59254,MOT_mc_stage_color_00,b-flash,,
74.59254,MOT_mc_bg_black_00,stay,,
74.89251,3,lp4,,,
74.89251,2,lp4,,,
74.89251,4,lp1,,,
74.89251,5,lp1,,,
74.89251,1,lp3,,,
75.72576,1,sp3-4,,,
75.89241,2,sp4-1,,,
75.89241,3,sp4-1,,,
76.02573,4,sp1-2,,,
76.02573,5,sp1-2,,,
76.95897,MOT_control_all,aruka_03,,
77.29227,MOT_mc_light_center_00,off,,
77.45891999999999,MOT_mc_light_up_00,l3,,
77.45891999999999,MOT_mc_light_center_00,on2,,
77.45891999999999,MOT_mc_stage_color_00,b-flash,,
77.45891999999999,MOT_mc_bg_black_00,stay,,
77.45891999999999,MOT_mc_special_04,b,,
77.45891999999999,3,sj1,,,L20
77.45891999999999,2,sj1,,,L20
77.45891999999999,4,sj2,,,L20
77.45891999999999,5,sj2,,,L20
77.45891999999999,1,sj4,,,
77.69223,2,lp1,,,
77.69223,3,lp1,,,
77.69223,4,lp2,,,
77.69223,5,lp2,,,
77.69223,1,lp4,,,
78.39215999999999,2,1-2,rb0,,
78.39215999999999,3,1-2,l2,,
78.39215999999999,4,2-3,rb0,,
78.39215999999999,5,2-3,l2,,
78.39215999999999,1,4-1,l1,,
79.3254,5,w3,,,
79.3254,4,w3,,,
79.3254,3,w2,,,
79.3254,2,w2,,,
79.3254,1,w1,,,
79.35873,MOT_control_all,aruka_03_2,,
79.39206,2,,l1,,
79.39206,3,,l3,,
79.39206,4,,l1,,
79.39206,5,,l3,,
79.39206,1,,l2,,
79.75869,2,2-3,l2,,
79.75869,3,2-3,l4,,
79.75869,4,3-4,l2,,
79.75869,5,3-4,l4,,
79.75869,1,1-2,l3,,
80.09199,2,lp3,,,
80.09199,3,lp3,,,
80.09199,4,lp4,,,
80.09199,5,lp4,,,
80.09199,1,lp2,,,
81.15854999999999,1,2-3,lb2,,
81.22520999999999,2,3-4,lb1,,
81.22520999999999,3,3-4,lb3,,
81.22520999999999,4,4-1,lb1,,
81.22520999999999,5,4-1,lb3,,
81.42519,1,lp3,,,
81.49185,2,lp4,,,
81.49185,3,lp4,,,
81.49185,4,lp1,,,
81.49185,5,lp1,,,
81.92514,4,1-2,,,
81.92514,5,1-2,,,
81.9918,2,4-1,,,
81.9918,3,4-1,,,
82.05846,1,3-4,,,
82.55841,1,,lb1,,
82.62507,MOT_mc_stage_color_00,b-flash,,
82.62507,2,,lb0,,
82.62507,3,,lb2,,
82.62507,4,,lb0,,
82.62507,5,,lb2,,
82.85838,5,w2,,,
82.85838,4,w2,,,
82.92504,3,w1,,,
82.92504,2,w1,,,
82.9917,1,w4,,,
83.25833999999999,1,4-1,lb0,,
83.325,2,1-2,r1,,
83.325,3,1-2,lb1,,
83.325,4,2-3,r1,,
83.325,5,2-3,lb1,,
83.62496999999999,2,lp2,,,
83.62496999999999,3,lp2,,,
83.62496999999999,4,lp3,,,
83.62496999999999,5,lp3,,,
83.62496999999999,1,lp1,,,
84.09159,4,3-4,r2,,
84.15825,2,2-3,r2,,
84.22491,1,1-2,r1,,
84.29157,MOT_mc_light_center_00,off,,
84.29157,3,2-3,lb0,,
84.35822999999999,MOT_mc_light_center_00,on2,,
84.35822999999999,5,3-4,lb0,,
84.6582,1,lp2,,,
85.02483,4,w4,,,
85.09149,2,w3,,,
85.22480999999999,3,w3,,,
85.29146999999999,5,w4,,,
85.92474,5,4-1,l1,,
85.9914,3,3-4,l1,,
86.05806,1,2-3,rb0,,
86.12472,2,3-4,rb1,,
86.15805,MOT_mc_stage_color_00,b-flash,,
86.19138,4,4-1,rb1,,
86.39135999999999,2,lp4,,,
86.39135999999999,3,lp4,,,
86.39135999999999,4,lp1,,,
86.39135999999999,5,lp1,,,
86.39135999999999,1,lp3,,,
86.92464,5,1-2,,,
86.9913,3,4-1,,,
87.05796,1,3-4,,,
87.12462,2,4-1,,,
87.19127999999999,4,1-2,,,
87.72456,4,2-3,,,
87.79122,2,1-2,,,
87.85788,5,w2,,,
87.85788,1,4-1,,,
87.92454,3,1-2,,,
87.99119999999999,5,2-3,,,
88.45782,4,3-4,,,
88.45782,5,3-4,,,
88.49114999999999,2,2-3,,,
88.49114999999999,3,2-3,,,
88.52448,1,1-2,,,
89.19108,MOT_mc_stage_color_00,b-flash,,
89.22440999999999,1,j2-3,,,
89.39106,5,w4,,,
89.39106,4,w4,,,
89.39106,2,j3-4,,,
89.39106,3,j3-4,,,
89.49105,1,lp3,,,
89.65769999999999,4,j4-1,,,
89.65769999999999,5,j4-1,,,
90.05766,1,j3-4,,,
90.19098,2,j4-1,,,
90.19098,3,j4-1,,,
90.3243,1,lp4,,,
90.45761999999999,4,j1-2,,,
90.45761999999999,5,j1-2,,,
90.6576,MOT_control_all,aruka_03_3,,
90.85758,MOT_mc_light_center_00,off,,
90.92424,MOT_mc_light_center_00,on2,,
90.92424,MOT_mc_stage_color_00,b-flash,,
90.92424,3,j1-2,,,
90.92424,2,j1-2,,,
90.92424,4,j2-3,,,
90.92424,5,j2-3,,,
90.92424,1,j4-1,,,
91.25753999999999,2,lp2,,,
91.25753999999999,3,lp2,,,
91.25753999999999,4,lp3,,,
91.25753999999999,5,lp3,,,
91.25753999999999,1,lp1,,,
91.85748,2,2-3,r2,,
91.85748,3,2-3,lb0,,
91.85748,4,3-4,r2,,
91.85748,5,3-4,lb0,,
91.85748,1,1-2,r1,,
92.79072,5,w4,,,
92.79072,4,w4,,,
92.79072,3,w3,,,
92.79072,2,w3,,,
92.79072,1,w2,,,
92.85737999999999,2,,r3,,
92.85737999999999,3,,r1,,
92.85737999999999,4,,r3,,
92.85737999999999,5,,r1,,
92.85737999999999,1,,r2,,
93.22400999999999,2,3-4,r4,,
93.22400999999999,3,3-4,r2,,
93.22400999999999,4,4-1,r4,,
93.22400999999999,5,4-1,r2,,
93.22400999999999,1,2-3,r3,,
93.55731,2,lp4,,,
93.55731,3,lp4,,,
93.55731,4,lp1,,,
93.55731,5,lp1,,,
93.55731,1,lp3,,,
94.49055,1,3-4,rb2,,
94.59053999999999,2,4-1,rb3,,
94.59053999999999,3,4-1,rb1,,
94.59053999999999,4,1-2,rb3,,
94.59053999999999,5,1-2,rb1,,
94.89050999999999,1,lp4,,,
94.95716999999999,2,lp1,,,
94.95716999999999,3,lp1,,,
94.95716999999999,4,lp2,,,
94.95716999999999,5,lp2,,,
95.39045999999999,4,2-3,,,
95.39045999999999,5,2-3,,,
95.45711999999999,2,1-2,,,
95.45711999999999,3,1-2,,,
95.52378,1,4-1,,,
96.02373,1,,rb1,,
96.09039,2,,rb2,,
96.09039,3,,rb0,,
96.09039,4,,rb2,,
96.09039,5,,rb0,,
96.3237,5,w3,,,
96.3237,4,w3,,,
96.39036,3,w2,,,
96.39036,2,w2,,,
96.45702,1,w1,,,
96.59034,1,1-2,rb0,,
96.657,2,2-3,rb1,,
96.657,3,2-3,l1,,
96.657,4,3-4,rb1,,
96.657,5,3-4,l1,,
96.69032999999999,MOT_mc_stage_color_00,b-flash,,
96.89031,1,lp2,,,
96.95697,2,lp3,,,
96.95697,3,lp3,,,
96.95697,4,lp4,,,
96.95697,5,lp4,,,
97.55691,4,4-1,r2,,
97.62357,2,3-4,r2,,
97.6569,MOT_mc_light_center_00,off,,
97.69023,1,2-3,r1,,
97.72355999999999,MOT_mc_light_center_00,on2,,
97.72355999999999,MOT_mc_stage_color_00,b-flash,,
97.75689,3,3-4,lb0,,
97.82355,5,4-1,lb0,,
98.12352,1,lp3,,,
98.49015,4,w1,,,
98.55681,2,w4,,,
98.69013,3,w4,,,
98.75679,5,w1,,,
99.39005999999999,5,1-2,l1,,
99.45671999999999,3,4-1,l1,,
99.52337999999999,1,3-4,rb0,,
99.59004,2,4-1,rb1,,
99.6567,4,1-2,rb1,,
99.85668,2,lp1,,,
99.85668,3,lp1,,,
99.85668,4,lp2,,,
99.85668,5,lp2,,,
99.85668,1,lp4,,,
100.38996,5,2-3,,,
100.45662,3,1-2,,,
100.52328,1,4-1,,,
100.58994,2,1-2,,,
100.6566,4,2-3,,,
101.12321999999999,4,3-4,,,
101.18988,2,2-3,,,
101.25654,1,1-2,,,
101.3232,5,w3,,,
101.3232,3,2-3,,,
101.38986,5,3-4,,,
101.88981,4,4-1,,,
101.88981,5,4-1,,,
101.95647,2,3-4,,,
101.95647,3,3-4,,,
102.02313,1,2-3,,,
102.62307,1,j3-4,,,
102.78971999999999,2,j4-1,,,
102.78971999999999,3,j4-1,,,
102.82305,5,w1,,,
102.82305,4,w1,,,
102.95636999999999,MOT_mc_stage_color_00,b-flash,,
103.05636,4,j1-2,,,
103.05636,5,j1-2,,,
103.58963999999999,1,,r1,,
103.58963999999999,2,,r2,,
103.58963999999999,3,,lb0,,
103.58963999999999,4,,r2,,
103.58963999999999,5,,lb0,,
103.62297,MOT_mc_light_center_00,off,,
103.68963,1,w4,,,
103.68963,MOT_mc_light_center_00,on2,,
103.85628,3,w1,,,
103.85628,2,w1,,,
104.12292,5,w2,,,
104.12292,4,w2,,,
105.02283,MOT_mc_special_04,b_out,,
105.02283,MOT_mc_stage_color_00,b-flash,,
105.08949,1,4-1,rb0,,
105.08949,2,1-2,rb1,,
105.08949,3,1-2,l1,,
105.08949,4,2-3,rb1,,
105.08949,5,2-3,l1,,
105.45612,1,lp1,,,
105.45612,2,lp2,,,
105.45612,3,lp2,,,
105.45612,4,lp3,,,
105.45612,5,lp3,,,
105.48944999999999,MOT_control_all,aruka_04,,
107.78922,MOT_mc_light_center_00,off,,
107.88920999999999,MOT_mc_bg_black_00,b20-45,,
107.88920999999999,MOT_mc_stage_color_00,b-flash,,
107.88920999999999,MOT_mc_light_up_00,l1,,
107.88920999999999,MOT_mc_light_center_00,on2,,
107.88920999999999,1,j1-2,,,
107.88920999999999,2,j2-3,,,
107.88920999999999,3,j2-3,,,
107.88920999999999,4,j3-4,,,
107.88920999999999,5,j3-4,,,
108.28917,1,lp2,,,
108.95577,5,w4,,,
108.95577,4,w4,,,
108.95577,3,w3,,,
108.95577,2,w3,,,
109.38906,2,3-4,,,
109.38906,3,3-4,,,
110.18898,4,4-1,,,
110.18898,5,4-1,,,
110.3223,3,w4,,,
110.3223,2,w4,,,
111.12222,5,w1,,,
111.12222,4,w1,,,
111.25554,1,2-3,l1,,
111.25554,2,4-1,rb0,,
111.25554,3,4-1,l2,,
111.25554,4,1-2,rb0,,
111.25554,5,1-2,l2,,
111.58883999999999,1,lp3,,,
111.58883999999999,2,lp1,,,
111.58883999999999,3,lp1,,,
111.58883999999999,4,lp2,,,
111.58883999999999,5,lp2,,,
112.92204,1,3-4,lb0,,
112.92204,2,1-2,r1,,
112.92204,3,1-2,lb1,,
112.92204,4,2-3,r1,,
112.92204,5,2-3,lb1,,
113.25533999999999,1,lp4,,,
113.25533999999999,2,lp2,,,
113.25533999999999,3,lp2,,,
113.25533999999999,4,lp3,,,
113.25533999999999,5,lp3,,,
113.78862,1,4-1,,,
114.38856,2,2-3,,,
114.38856,3,2-3,,,
114.72185999999999,1,w1,,,
115.05516,4,3-4,,,
115.05516,5,3-4,,,
115.3218,3,w3,,,
115.3218,2,w3,,,
115.9884,5,w4,,,
115.9884,4,w4,,,
116.12172,4,4-1,,,
116.12172,5,4-1,,,
116.75498999999999,2,3-4,,,
116.75498999999999,3,3-4,,,
116.95496999999999,1,1-2,,,
117.05496,5,w1,,,
117.05496,4,w1,,,
117.68822999999999,3,w4,,,
117.68822999999999,2,w4,,,
117.82154999999999,1,2-3,,,
117.82154999999999,2,4-1,,,
117.82154999999999,3,4-1,,,
117.82154999999999,4,1-2,,,
117.82154999999999,5,1-2,,,
118.15485,1,lp3,,,
118.15485,2,lp1,,,
118.15485,3,lp1,,,
118.15485,4,lp2,,,
118.15485,5,lp2,,,
118.88811,1,3-4,,,
118.88811,2,1-2,r2,,
118.88811,3,1-2,l2,,
119.42138999999999,4,2-3,r2,,
119.42138999999999,5,2-3,l2,,
119.82135,3,w2,,,
119.82135,2,w2,,,
119.82135,1,w4,,,
120.05466,1,4-1,,,
120.05466,2,2-3,,,
120.05466,3,2-3,,,
120.35463,5,w3,,,
120.35463,4,w3,,,
120.58793999999999,4,3-4,r3,,
120.58793999999999,5,3-4,l3,,
120.92124,1,j1-2,,,
120.92124,2,j3-4,,,
120.92124,3,j3-4,,,
120.92124,4,j4-1,,,
120.92124,5,j4-1,,,
121.32119999999999,1,lp2,,,
121.32119999999999,2,lp4,,,
121.32119999999999,3,lp4,,,
121.32119999999999,4,lp1,,,
121.32119999999999,5,lp1,,,
126.52068,MOT_mc_light_center_00,on,,
126.52068,1,2-3,,,
126.52068,2,4-1,,,
126.52068,3,4-1,,,
126.52068,4,1-2,,,
126.52068,5,1-2,,,
127.45392,5,w2,,,
127.45392,4,w2,,,
127.45392,3,w1,,,
127.45392,2,w1,,,
127.45392,1,w3,,,
