0.03333,MOT_mc_bg_black_00,seat100-0,,
2.83305,MOT_mc_light_up_00,l2,,
2.83305,MOT_mc_light_center_00,l1,,
2.83305,MOT_mc_light_under_00,l1,,
2.83305,MOT_mc_speaker_00,temp2,,
2.83305,MOT_mc_bg_black_00,b65-20,,
12.16545,MOT_mc_stage_color_00,b-flash,,
12.29877,3,w1,,,
12.29877,2,w1,,,
12.432089999999999,1,1-2,,,
12.432089999999999,2,1-2,,,
12.432089999999999,3,1-2,,,
12.432089999999999,4,1-2,,,
12.432089999999999,5,1-2,,,
12.532079999999999,MOT_mc_stage_color_00,y-flash,,
13.06536,MOT_mc_stage_color_00,r-flash,,
13.06536,1,2-3,,,
13.06536,2,2-3,,,
13.06536,3,2-3,,,
13.06536,4,2-3,,,
13.06536,5,2-3,,,
13.69863,1,j3-4,,,
13.69863,2,j3-4,,,
13.69863,3,j3-4,,,
13.69863,4,j3-4,,,
13.69863,5,j3-4,,,
13.76529,MOT_mc_stage_color_00,b-flash,,
14.19858,1,sp4-1,,,
14.19858,2,sp4-1,,,
14.19858,3,sp4-1,,,
14.19858,4,sp4-1,,,
14.19858,5,sp4-1,,,
17.19828,5,j1-2,,,
17.564909999999998,4,j1-2,,,
17.86488,3,j1-2,,,
18.19818,2,j1-2,,,
18.26484,5,w2,,,
18.53148,1,j1-2,,,
18.63147,4,w2,,,
18.93144,3,w2,,,
19.03143,1,2-3,,,
19.03143,2,2-3,,,
19.03143,3,2-3,,,
19.03143,4,2-3,,,
19.03143,5,2-3,,,
19.53138,1,j3-4,,,
19.53138,2,j3-4,,,
19.53138,3,j3-4,,,
19.53138,4,j3-4,,,
19.53138,5,j3-4,,,
20.13132,1,4-1,,,
20.13132,2,4-1,,,
20.13132,3,4-1,,,
20.13132,4,4-1,,,
20.13132,5,4-1,,,
20.89791,4,1-2,lb0,,
20.89791,5,1-2,rb0,,
21.06456,3,w1,,,
21.06456,1,w1,,,
21.06456,2,1-2,lb0,,
21.06456,3,1-2,rb0,,
21.397859999999998,1,sp1-2,,,
21.397859999999998,2,sp2-3,,,
21.397859999999998,3,sp2-3,,,
21.397859999999998,4,sp2-3,,,
21.397859999999998,5,sp2-3,,,
22.6644,4,j3-4,,,
22.6644,5,j3-4,,,
22.89771,2,j3-4,,,
22.89771,3,j3-4,,,
23.13102,1,j2-3,,,
23.56431,1,3-4,,,
23.73096,5,w4,,,
23.73096,4,w4,,,
23.864279999999997,MOT_mc_light_up_00,l3_lp,,
23.96427,3,w4,,,
23.96427,2,w4,,,
23.9976,MOT_mc_stage_color_00,b-flash,,
23.9976,1,4-1,,f2,
23.9976,2,4-1,l1,,
23.9976,3,4-1,r1,,
23.9976,4,4-1,l1,,
23.9976,5,4-1,r1,,
24.3309,1,1-2,,,
24.3309,2,1-2,,,
24.3309,3,1-2,,,
24.3309,4,1-2,,,
24.3309,5,1-2,,,
24.664199999999997,1,j2-3,,,
24.664199999999997,2,j2-3,,,
24.664199999999997,3,j2-3,,,
24.664199999999997,4,j2-3,,,
24.664199999999997,5,j2-3,,,
25.16415,1,3-4,,,
25.16415,2,3-4,,,
25.16415,3,3-4,,,
25.16415,4,3-4,,,
25.16415,5,3-4,,,
25.73076,1,4-1,,,
25.73076,2,4-1,,,
25.73076,3,4-1,,,
25.73076,4,4-1,,,
25.73076,5,4-1,,,
26.23071,1,j1-2,,,
26.23071,2,j1-2,,,
26.23071,3,j1-2,,,
26.23071,4,j1-2,,,
26.23071,5,j1-2,,,
26.73066,1,2-3,,,
26.73066,2,2-3,,,
26.73066,3,2-3,,,
26.73066,4,2-3,,,
26.73066,5,2-3,,,
27.16395,MOT_mc_stage_color_00,y-flash,,
27.23061,1,j3-4,,,
27.497249999999998,2,j3-4,,,
27.497249999999998,3,j3-4,,,
27.63057,MOT_mc_stage_color_00,r-flash,,
27.663899999999998,5,w3,,,
27.663899999999998,4,w3,,,
27.83055,4,j3-4,,,
27.83055,5,j3-4,,,
27.96387,MOT_mc_stage_color_00,b-flash,,
28.16385,1,j4-1,,,
28.16385,2,j4-1,,,
28.16385,3,j4-1,,,
28.16385,4,j4-1,,,
28.16385,5,j4-1,,,
28.56381,MOT_mc_stage_color_00,y-flash,,
28.6638,1,1-2,,,
28.6638,2,1-2,,,
28.6638,3,1-2,,,
28.6638,4,1-2,,,
28.6638,5,1-2,,,
28.9971,1,2-3,,,
28.9971,3,2-3,r2,,
28.9971,2,2-3,l2,,
28.9971,4,2-3,l2,,
28.9971,5,2-3,r2,,
29.03043,MOT_mc_stage_color_00,r-flash,,
29.697029999999998,1,3-4,,,
29.697029999999998,2,3-4,,,
29.697029999999998,3,3-4,,,
29.697029999999998,4,3-4,,,
29.697029999999998,5,3-4,,,
30.03033,1,j4-1,,,
30.03033,2,j4-1,,,
30.03033,3,j4-1,,,
30.03033,4,j4-1,,,
30.03033,5,j4-1,,,
30.763589999999997,1,1-2,,,
30.763589999999997,2,1-2,,,
30.763589999999997,3,1-2,,,
30.763589999999997,4,1-2,,,
30.763589999999997,5,1-2,,,
31.23021,1,2-3,r1,,
31.23021,3,2-3,,,
31.23021,2,2-3,,,
31.23021,4,2-3,,,
31.23021,5,2-3,,,
31.563509999999997,1,3-4,r2,,
31.563509999999997,3,3-4,,,
31.563509999999997,2,3-4,,,
31.563509999999997,4,3-4,,,
31.563509999999997,5,3-4,,,
32.13012,1,j4-1,,,
32.13012,2,j4-1,,,
32.13012,3,j4-1,,,
32.13012,4,j4-1,,,
32.13012,5,j4-1,,,
32.296769999999995,MOT_mc_stage_color_00,b-flash,,
32.630069999999996,1,1-2,,,
32.630069999999996,2,1-2,,,
32.630069999999996,3,1-2,,,
32.630069999999996,4,1-2,,,
32.630069999999996,5,1-2,,,
32.76339,MOT_mc_stage_color_00,y-flash,,
32.96337,1,2-3,,,
32.96337,2,2-3,,,
32.96337,3,2-3,,,
32.96337,4,2-3,,,
32.96337,5,2-3,,,
33.16335,MOT_mc_stage_color_00,r-flash,,
33.29667,1,3-4,rb1,,
33.29667,3,3-4,,,
33.29667,2,3-4,,,
33.29667,4,3-4,,,
33.29667,5,3-4,,,
33.42999,MOT_mc_stage_color_00,b-flash,,
33.62997,1,j4-1,,,
33.62997,2,j4-1,,,
33.62997,3,j4-1,,,
33.62997,4,j4-1,,,
33.62997,5,j4-1,,,
34.02993,MOT_mc_stage_color_00,y-flash,,
34.02993,1,1-2,,,
34.02993,2,1-2,,,
34.02993,3,1-2,,,
34.02993,4,1-2,,,
34.02993,5,1-2,,,
34.42989,1,2-3,rb0,,
34.42989,3,2-3,,,
34.42989,2,2-3,,,
34.42989,4,2-3,,,
34.42989,5,2-3,,,
34.76319,1,3-4,l1,,
34.76319,3,3-4,,,
34.76319,2,3-4,,,
34.76319,4,3-4,,,
34.76319,5,3-4,,,
35.29647,1,j4-1,,,
35.29647,2,j4-1,,,
35.29647,3,j4-1,,,
35.29647,4,j4-1,,,
35.29647,5,j4-1,,,
35.79642,1,1-2,,,
35.79642,2,1-2,,,
35.79642,3,1-2,,,
35.79642,4,1-2,,,
35.79642,5,1-2,,,
36.26304,1,2-3,,,
36.26304,2,2-3,,,
36.26304,3,2-3,,,
36.26304,4,2-3,,,
36.26304,5,2-3,,,
36.52968,MOT_mc_stage_color_00,r-flash,,
36.696329999999996,1,3-4,,,
36.696329999999996,2,3-4,,,
36.696329999999996,3,3-4,,,
36.696329999999996,4,3-4,,,
36.696329999999996,5,3-4,,,
37.02963,1,4-1,lb0,,
37.02963,3,4-1,,,
37.02963,2,4-1,,,
37.02963,4,4-1,,,
37.02963,5,4-1,,,
37.39626,3,j1-2,,,
37.39626,2,j1-2,,,
37.72956,1,j1-2,,,
37.72956,4,j1-2,,,
37.72956,5,j1-2,,,
37.962869999999995,MOT_mc_stage_color_00,b-flash,,
38.06286,1,2-3,,,
38.06286,2,2-3,,,
38.06286,3,2-3,,,
38.06286,4,2-3,,,
38.06286,5,2-3,,,
38.396159999999995,1,j3-4,,,
38.56281,MOT_mc_stage_color_00,y-flash,,
38.56281,3,3-4,rb1,,
38.56281,2,3-4,lb1,,
38.56281,4,3-4,,,
38.56281,5,3-4,,,
39.09609,1,4-1,,,
39.09609,2,4-1,,,
39.09609,3,4-1,,,
39.09609,4,4-1,,,
39.09609,5,4-1,,,
39.596039999999995,2,j1-2,,,
39.596039999999995,3,j1-2,,,
39.596039999999995,4,j1-2,,,
39.596039999999995,5,j1-2,,,
39.69603,MOT_mc_stage_color_00,r-flash,,
39.76269,1,1-2,,,
40.329299999999996,1,2-3,,,
40.329299999999996,2,2-3,,,
40.329299999999996,3,2-3,,,
40.329299999999996,4,2-3,,,
40.329299999999996,5,2-3,,,
40.795919999999995,1,3-4,,,
40.795919999999995,2,3-4,,,
40.795919999999995,3,3-4,,,
40.795919999999995,4,3-4,,,
40.795919999999995,5,3-4,,,
41.3292,1,j4-1,,,
41.3292,2,j4-1,,,
41.3292,3,j4-1,,,
41.3292,4,j4-1,,,
41.3292,5,j4-1,,,
41.82915,1,1-2,,,
41.82915,2,1-2,,,
41.82915,3,1-2,,,
41.82915,4,1-2,,,
41.82915,5,1-2,,,
42.16245,1,2-3,,,
42.16245,2,2-3,,,
42.16245,3,2-3,,,
42.16245,4,2-3,,,
42.16245,5,2-3,,,
42.19578,MOT_mc_stage_color_00,b-flash,,
42.52908,3,j3-4,,,
42.52908,2,j3-4,,,
42.52908,4,j3-4,,,
42.52908,5,j3-4,,,
42.59574,MOT_mc_stage_color_00,y-flash,,
42.6624,1,j3-4,,,
42.96237,MOT_mc_stage_color_00,r-flash,,
43.162349999999996,1,4-1,,,
43.162349999999996,2,4-1,,,
43.162349999999996,3,4-1,,,
43.162349999999996,4,4-1,,,
43.162349999999996,5,4-1,,,
43.69563,MOT_mc_stage_color_00,b-flash,,
43.69563,3,j1-2,,,
43.69563,2,j1-2,,,
43.69563,4,j1-2,,,
43.69563,5,j1-2,,,
44.09559,1,w1,,,
44.12892,2,2-3,lb0,,
44.12892,3,2-3,rb0,,
44.12892,4,2-3,lb1,,
44.12892,5,2-3,rb1,,
44.49555,3,j3-4,,,
44.49555,2,j3-4,,,
44.49555,4,j3-4,,,
44.49555,5,j3-4,,,
45.06216,MOT_mc_stage_color_00,y-flash,,
45.06216,1,1-2,,,
45.39546,1,2-3,,,
45.56211,5,w4,,,
45.56211,4,w4,,,
45.56211,3,w4,,,
45.56211,2,w4,,,
45.72876,1,j3-4,,,
46.062059999999995,1,4-1,,,
46.19538,MOT_mc_stage_color_00,r-flash,,
46.19538,3,j4-1,,,
46.19538,2,j4-1,,,
46.19538,4,j4-1,,,
46.19538,5,j4-1,,,
46.62867,2,1-2,l1,,
46.62867,3,1-2,r1,,
46.62867,4,1-2,l2,,
46.62867,5,1-2,r2,,
46.9953,1,w1,,,
46.9953,3,j2-3,,,
46.9953,2,j2-3,,,
46.9953,4,j2-3,,,
46.9953,5,j2-3,,,
47.56191,MOT_mc_stage_color_00,b-flash,,
47.56191,1,1-2,,,
47.89521,1,2-3,,,
48.061859999999996,5,w3,,,
48.061859999999996,4,w3,,,
48.061859999999996,3,w3,,,
48.061859999999996,2,w3,,,
48.22851,1,j3-4,,,
48.56181,1,4-1,,,
48.69513,MOT_mc_stage_color_00,y-flash,,
48.69513,3,j3-4,,,
48.69513,2,j3-4,,,
48.69513,4,j3-4,,,
48.69513,5,j3-4,,,
49.12842,3,4-1,,,
49.12842,2,4-1,,,
49.12842,4,4-1,,,
49.12842,5,4-1,,,
49.49505,1,w1,,,
49.49505,3,j1-2,,,
49.49505,2,j1-2,,,
49.49505,4,j1-2,,,
49.49505,5,j1-2,,,
49.995,3,2-3,,,
49.995,2,2-3,,,
49.995,4,2-3,,,
49.995,5,2-3,,,
50.094989999999996,MOT_mc_stage_color_00,r-flash,,
50.094989999999996,1,1-2,l1,,
50.3283,3,lp3,,,
50.3283,2,lp3,,,
50.3283,4,lp3,,,
50.3283,5,lp3,,,
50.42829,1,2-3,l2,,
50.76159,1,3-4,,,
51.09489,1,4-1,,,
51.42819,1,j1-2,,,
51.92814,1,2-3,lb1,,
52.26144,1,3-4,lb0,,
52.594739999999994,1,4-1,r1,,
53.06136,1,j1-2,,,
53.62797,MOT_mc_stage_color_00,b-flash,,
53.6613,1,2-3,r2,,
53.9946,1,3-4,r3,,
54.39456,1,j4-1,,,
54.49455,MOT_mc_stage_color_00,y-flash,,
54.89451,1,1-2,,,
55.26114,1,j2-3,,,
55.394459999999995,MOT_mc_stage_color_00,r-flash,,
55.59444,1,3-4,,,
55.92774,1,j4-1,,,
56.42769,1,1-2,,,
56.627669999999995,MOT_mc_stage_color_00,b-flash,,
56.89431,1,2-3,rb2,,
57.3276,MOT_mc_stage_color_00,y-flash,,
57.394259999999996,1,j3-4,,,
57.894209999999994,MOT_mc_stage_color_00,r-flash,,
57.894209999999994,1,4-1,rb1,,
58.227509999999995,1,1-2,rb0,,
58.49415,MOT_mc_stage_color_00,b-flash,,
58.660799999999995,1,j2-3,,,
59.29407,MOT_mc_light_center_00,l3,,
59.29407,MOT_mc_light_up_00,l4,,
59.29407,MOT_mc_stage_color_00,y-flash,,
59.29407,1,3-4,,,
59.29407,2,3-4,,,
59.29407,3,3-4,,,
59.29407,4,3-4,,,
59.29407,5,3-4,,,
59.69403,4,j4-1,,,
59.69403,5,j4-1,,,
59.894009999999994,MOT_mc_stage_color_00,r-flash,,
59.894009999999994,3,j4-1,,,
59.894009999999994,2,j4-1,,,
60.227309999999996,1,w4,,,
60.39396,MOT_mc_stage_color_00,b-flash,,
60.39396,1,j4-1,,,
60.76059,5,w1,,,
60.76059,4,w1,,,
60.96057,3,w1,,,
60.96057,2,w1,,,
61.127219999999994,MOT_mc_stage_color_00,y-flash,,
61.127219999999994,1,1-2,,,
61.127219999999994,2,1-2,,,
61.127219999999994,3,1-2,,,
61.127219999999994,4,1-2,l3,,
61.127219999999994,5,1-2,r3,,
61.460519999999995,1,2-3,,,
61.460519999999995,2,2-3,l2,,
61.460519999999995,3,2-3,r2,,
61.460519999999995,4,2-3,,,
61.460519999999995,5,2-3,,,
61.960469999999994,1,j3-4,,,
61.960469999999994,2,j3-4,,,
61.960469999999994,3,j3-4,,,
61.960469999999994,4,j3-4,,,
61.960469999999994,5,j3-4,,,
62.260439999999996,MOT_mc_stage_color_00,r-flash,,
62.46042,4,4-1,,,
62.46042,5,4-1,,,
62.56041,2,4-1,,,
62.56041,3,4-1,,,
62.627069999999996,1,4-1,,,
62.92704,MOT_mc_stage_color_00,b-flash,,
62.96037,1,1-2,,,
62.96037,2,1-2,,,
62.96037,3,1-2,,,
62.96037,4,1-2,,,
62.96037,5,1-2,,,
63.29367,1,2-3,,,
63.29367,2,2-3,,,
63.29367,3,2-3,,,
63.29367,4,2-3,,,
63.29367,5,2-3,,,
63.62697,1,j3-4,,,
63.6603,MOT_mc_stage_color_00,y-flash,,
63.72696,2,j3-4,,,
63.72696,3,j3-4,,,
63.82695,4,j3-4,,,
63.82695,5,j3-4,,,
64.3269,1,j4-1,,,
64.3269,2,j4-1,,,
64.3269,3,j4-1,,,
64.3269,4,j4-1,,,
64.3269,5,j4-1,,,
65.39345999999999,5,w1,,,
65.39345999999999,4,w1,,,
65.39345999999999,3,w1,,,
65.39345999999999,2,w1,,,
65.39345999999999,1,w1,,,
65.52678,MOT_mc_stage_color_00,r-flash,,
65.52678,1,1-2,,,
65.52678,2,1-2,,,
65.52678,3,1-2,,,
65.52678,4,1-2,,,
65.52678,5,1-2,,,
65.86008,4,j2-3,,,
65.86008,5,j2-3,,,
65.96007,2,j2-3,,,
65.96007,3,j2-3,,,
66.06006,1,j2-3,,,
66.16005,MOT_mc_stage_color_00,b-flash,,
66.29337,2,j3-4,,,
66.29337,5,j3-4,,,
66.42669,3,j3-4,,,
66.42669,4,j3-4,,,
66.59334,1,j3-4,,,
67.09329,1,4-1,,,
67.09329,2,4-1,,,
67.09329,3,4-1,,,
67.09329,4,4-1,,,
67.09329,5,4-1,,,
67.25994,MOT_mc_stage_color_00,y-flash,,
67.6599,1,1-2,,,
67.6599,2,1-2,,,
67.6599,3,1-2,,,
67.6599,4,1-2,,,
67.6599,5,1-2,,,
67.9932,1,2-3,,,
67.9932,2,2-3,,,
67.9932,3,2-3,,,
67.9932,4,2-3,,,
67.9932,5,2-3,,,
68.45982,MOT_mc_stage_color_00,r-flash,,
68.49315,1,3-4,,,
68.49315,2,3-4,,,
68.49315,3,3-4,,,
68.49315,4,3-4,,,
68.49315,5,3-4,,,
68.82645,1,4-1,,,
68.82645,2,4-1,,,
68.82645,3,4-1,,,
68.82645,4,4-1,,,
68.82645,5,4-1,,,
69.22641,4,j1-2,,,
69.22641,5,j1-2,,,
69.32639999999999,2,j1-2,,,
69.32639999999999,3,j1-2,,,
69.42639,MOT_mc_stage_color_00,b-flash,,
69.42639,1,j1-2,,,
70.29297,5,w2,,,
70.29297,4,w2,,,
70.39296,3,w2,,,
70.39296,2,w2,,,
70.42629,MOT_mc_stage_color_00,y-flash,,
70.42629,1,2-3,,,
70.42629,2,2-3,,,
70.42629,3,2-3,,,
70.42629,4,2-3,,,
70.42629,5,2-3,,,
70.75959,1,3-4,,,
70.75959,2,3-4,,,
70.75959,3,3-4,,,
70.75959,4,3-4,,,
70.75959,5,3-4,,,
70.82625,MOT_mc_stage_color_00,r-flash,,
71.35952999999999,1,4-1,,,
71.35952999999999,2,4-1,,,
71.35952999999999,3,4-1,,,
71.35952999999999,4,4-1,,,
71.35952999999999,5,4-1,,,
71.69283,1,1-2,,,
71.69283,2,1-2,,,
71.69283,3,1-2,,,
71.69283,4,1-2,,,
71.69283,5,1-2,,,
72.12612,4,j2-3,,,
72.12612,5,j2-3,,,
72.42609,2,j2-3,,,
72.42609,3,j2-3,,,
72.62607,1,w2,,,
72.82605,1,j2-3,,,
73.19268,5,w3,,,
73.19268,4,w3,,,
73.326,1,3-4,,,
73.326,2,3-4,,,
73.326,3,3-4,,,
73.326,4,3-4,,,
73.326,5,3-4,,,
73.85928,MOT_mc_stage_color_00,b-flash,,
73.85928,2,4-1,,,
73.85928,3,4-1,,,
73.85928,1,4-1,,,
73.9926,4,4-1,,,
73.9926,5,4-1,,,
74.32589999999999,1,1-2,,,
74.32589999999999,2,1-2,,,
74.32589999999999,3,1-2,,,
74.32589999999999,4,1-2,,,
74.32589999999999,5,1-2,,,
74.6592,2,j2-3,,,
74.6592,3,j2-3,,,
74.92584,1,j2-3,,,
74.92584,4,j2-3,,,
74.92584,5,j2-3,,,
75.25914,1,3-4,,,
75.25914,2,3-4,,,
75.25914,3,3-4,,,
75.25914,4,3-4,,,
75.25914,5,3-4,,,
75.62577,1,4-1,,,
75.62577,2,4-1,,,
75.62577,3,4-1,,,
75.62577,4,4-1,,,
75.62577,5,4-1,,,
75.82575,MOT_mc_stage_color_00,y-flash,,
75.9924,1,j1-2,,,
76.3257,2,j1-2,,,
76.55901,5,w1,,,
76.55901,4,w1,,,
76.55901,3,w1,,,
76.69233,3,j1-2,,,
77.05896,1,w2,,,
77.15894999999999,4,j1-2,,,
77.39226,2,w2,,,
77.62557,5,j1-2,,,
77.75889,3,w2,,,
77.9922,1,j2-3,,,
77.9922,2,j2-3,,,
77.9922,3,j2-3,,,
77.9922,4,j2-3,,,
77.9922,5,j2-3,,,
78.49215,1,3-4,,,
78.49215,2,3-4,,,
78.49215,3,3-4,,,
78.49215,4,3-4,,,
78.49215,5,3-4,,,
79.29207,MOT_mc_stage_color_00,r-flash,,
79.29207,4,j4-1,,,
79.29207,5,j4-1,,,
79.42539,3,w4,,,
79.42539,1,w4,,,
79.42539,2,j4-1,,,
79.42539,3,j4-1,,,
79.52538,1,j4-1,,,
79.92533999999999,1,1-2,,,
79.92533999999999,2,1-2,,,
79.92533999999999,3,1-2,,,
79.92533999999999,4,1-2,,,
79.92533999999999,5,1-2,,,
80.39196,4,hj2,,,
80.39196,5,hj2,,,
80.49195,2,hj2,,,
80.49195,3,hj2,,,
80.52528,MOT_mc_stage_color_00,b-flash,,
80.62527,1,hj2,,,
81.02523,MOT_mc_stage_color_00,y-flash,,
81.02523,2,2-3,l3,,
81.02523,3,2-3,r3,,
81.15854999999999,4,2-3,l4,,
81.15854999999999,5,2-3,r4,,
81.29187,1,2-3,,,
81.62517,1,3-4,,,
81.62517,2,3-4,,,
81.62517,3,3-4,,,
81.62517,4,3-4,,,
81.62517,5,3-4,,,
81.95846999999999,1,j4-1,,,
81.95846999999999,4,j4-1,,,
81.95846999999999,5,j4-1,,,
82.09179,2,j4-1,,,
82.09179,3,j4-1,,,
82.25844,MOT_mc_stage_color_00,r-flash,,
82.49175,1,1-2,,,
82.49175,2,1-2,,,
82.49175,3,1-2,,,
82.49175,4,1-2,,,
82.49175,5,1-2,,,
82.82504999999999,1,2-3,,,
82.82504999999999,2,2-3,,,
82.82504999999999,3,2-3,,,
82.82504999999999,4,2-3,,,
82.82504999999999,5,2-3,,,
83.19167999999999,1,j3-4,,,
83.19167999999999,2,j3-4,,,
83.19167999999999,3,j3-4,,,
83.19167999999999,4,j3-4,,,
83.19167999999999,5,j3-4,,,
83.55830999999999,MOT_mc_stage_color_00,b-flash,,
83.69162999999999,2,4-1,lb2,,
83.69162999999999,3,4-1,rb2,,
83.82495,4,4-1,lb3,,
83.82495,5,4-1,rb3,,
83.95827,1,4-1,,,
84.3249,1,j1-2,,,
84.3249,4,j1-2,,,
84.3249,5,j1-2,,,
84.45822,2,j1-2,,,
84.45822,3,j1-2,,,
84.95817,1,2-3,,,
84.95817,2,2-3,,,
84.95817,3,2-3,,,
84.95817,4,2-3,,,
84.95817,5,2-3,,,
85.39146,MOT_mc_stage_color_00,r-flash,,
85.39146,1,3-4,,,
85.39146,2,3-4,,,
85.39146,3,3-4,,,
85.39146,4,3-4,,,
85.39146,5,3-4,,,
85.72475999999999,4,j4-1,,,
85.72475999999999,5,j4-1,,,
85.82475,2,j4-1,,,
85.82475,3,j4-1,,,
85.92474,1,j4-1,,,
86.02472999999999,MOT_mc_stage_color_00,b-flash,,
86.15805,2,j1-2,,,
86.15805,5,j1-2,,,
86.29137,3,j1-2,,,
86.29137,4,j1-2,,,
86.45801999999999,1,j1-2,,,
86.95797,1,2-3,,,
86.95797,2,2-3,,,
86.95797,3,2-3,,,
86.95797,4,2-3,,,
86.95797,5,2-3,,,
87.12462,MOT_mc_stage_color_00,y-flash,,
87.52458,1,3-4,,,
87.52458,2,3-4,,,
87.52458,3,3-4,,,
87.52458,4,3-4,,,
87.52458,5,3-4,,,
87.85788,1,4-1,,,
87.85788,2,4-1,,,
87.85788,3,4-1,,,
87.85788,4,4-1,,,
87.85788,5,4-1,,,
88.3245,MOT_mc_stage_color_00,r-flash,,
88.35782999999999,1,1-2,,,
88.35782999999999,2,1-2,,,
88.35782999999999,3,1-2,,,
88.35782999999999,4,1-2,,,
88.35782999999999,5,1-2,,,
88.69113,1,2-3,,,
88.69113,2,2-3,,,
88.69113,3,2-3,,,
88.69113,4,2-3,,,
88.69113,5,2-3,,,
89.09109,4,j3-4,,,
89.09109,5,j3-4,,,
89.19108,2,j3-4,,,
89.19108,3,j3-4,,,
89.29106999999999,MOT_mc_stage_color_00,b-flash,,
89.29106999999999,1,j3-4,,,
90.15764999999999,5,w4,,,
90.15764999999999,4,w4,,,
90.25764,3,w4,,,
90.25764,2,w4,,,
90.29097,MOT_mc_stage_color_00,y-flash,,
90.29097,1,4-1,,,
90.29097,2,4-1,,,
90.29097,3,4-1,,,
90.29097,4,4-1,,,
90.29097,5,4-1,,,
90.62427,1,1-2,,,
90.62427,2,1-2,,,
90.62427,3,1-2,,,
90.62427,4,1-2,,,
90.62427,5,1-2,,,
90.69093,MOT_mc_stage_color_00,r-flash,,
91.22421,1,2-3,,,
91.22421,2,2-3,,,
91.22421,3,2-3,,,
91.22421,4,2-3,,,
91.22421,5,2-3,,,
91.55751,1,3-4,,,
91.55751,2,3-4,,,
91.55751,3,3-4,,,
91.55751,4,3-4,,,
91.55751,5,3-4,,,
91.9908,4,j4-1,,,
91.9908,5,j4-1,,,
92.29077,2,j4-1,,,
92.29077,3,j4-1,,,
