0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_bg_black_00,b80-45,,
37.02963,3,lp4,,,
37.562909999999995,1,1-2,,,
37.896209999999996,1,lp2,,,
39.06276,1,2-3,l1,,
39.129419999999996,2,4-1,l1,,
39.129419999999996,3,4-1,l1,,
39.39606,1,lp3,,,
39.39606,2,lp1,,,
39.39606,3,lp1,,,
41.962469999999996,1,3-4,lb0,,
42.029129999999995,2,1-2,lb0,,
42.029129999999995,3,1-2,lb0,,
42.29577,1,lp4,,,
42.29577,2,lp2,,,
42.29577,3,lp2,,,
44.19558,1,4-1,r1,,
44.26224,2,2-3,r1,,
44.26224,3,2-3,r1,,
44.52888,1,lp1,,,
44.52888,2,lp3,,,
44.52888,3,lp3,,,
45.52878,1,1-2,rb0,,
45.628769999999996,2,3-4,rb0,,
45.628769999999996,3,3-4,rb0,,
46.12872,1,j2-3,,,
46.22871,2,j4-1,,,
46.22871,3,j4-1,,,
46.52868,1,lp3,,,
46.52868,2,lp1,,,
46.52868,3,lp1,,,
47.12862,1,3-4,,,
47.19528,2,1-2,,,
47.19528,3,1-2,,,
47.46192,1,lp4,,,
47.46192,2,lp2,,,
47.46192,3,lp2,,,
49.361729999999994,1,4-1,,,
49.661699999999996,1,lp1,,,
50.39496,1,1-2,,,
50.62827,2,2-3,,,
50.62827,3,2-3,,,
51.02823,1,2-3,,,
51.22821,2,3-4,,,
51.22821,3,3-4,,,
51.49485,1,lp3,,,
51.49485,2,lp4,,,
51.49485,3,lp4,,,
52.06146,1,sp3-4,,,
52.26144,2,sp4-1,,,
52.26144,3,sp4-1,,,
53.92794,1,sj4,,,
53.96127,2,sj1,,,
53.96127,3,sj1,,,
54.42789,1,4-1,,,
54.46122,3,w1,,,
54.46122,2,w1,,,
54.49455,2,1-2,,,
54.49455,3,1-2,,,
54.76119,1,lp1,,,
54.76119,2,lp2,,,
54.76119,3,lp2,,,
55.027829999999994,1,j1-2,,,
55.26114,2,j2-3,,,
55.26114,3,j2-3,,,
55.59444,1,j2-3,,,
55.861079999999994,2,j3-4,,,
55.861079999999994,3,j3-4,,,
56.227709999999995,1,3-4,,,
56.227709999999995,2,4-1,,,
56.227709999999995,3,4-1,,,
56.52768,1,lp4,,,
56.52768,2,lp1,,,
56.52768,3,lp1,,,
56.86098,MOT_mc_special_01,white_flash,,
56.86098,MOT_mc_special_03,petal_fall,,
56.86098,MOT_mc_light_center_00,l3,,
56.86098,MOT_control_all,z100-130_2,,
56.92764,1,4-1,,,
56.994299999999996,2,1-2,,,L0
56.994299999999996,3,1-2,,,L0
57.060959999999994,MOT_mc_bg_black_00,b65-20,,
57.060959999999994,MOT_mc_light_up_00,l2,,
57.26094,1,lp1,,,
57.56091,MOT_mc_stage_color_00,r-flash,,
57.92754,3,w2,,,
57.92754,2,w2,,,
58.09419,1,1-2,l1,,
58.160849999999996,2,2-3,l1,,
58.160849999999996,3,2-3,l1,,
59.027429999999995,1,w2,,,
59.094089999999994,3,w3,,,
59.094089999999994,2,w3,,,
59.427389999999995,1,2-3,l2,,
59.494049999999994,2,3-4,l2,,
59.494049999999994,3,3-4,l2,,
59.794019999999996,1,lp3,,,
59.794019999999996,2,lp4,,,
59.794019999999996,3,lp4,,,
60.79392,1,3-4,lb1,,
60.86058,2,4-1,lb1,,
60.86058,3,4-1,lb1,,
61.127219999999994,1,lp4,,,
61.127219999999994,2,lp1,,,
61.127219999999994,3,lp1,,,
62.42709,1,4-1,lb0,,
62.49375,2,1-2,lb0,,
62.49375,3,1-2,lb0,,
62.760389999999994,1,lp1,,,
62.760389999999994,2,lp2,,,
62.760389999999994,3,lp2,,,
63.560309999999994,2,2-3,,,
63.6603,1,1-2,,,
63.76029,3,2-3,,,
64.22691,3,3-4,,,
64.3269,1,2-3,,,
64.42689,2,3-4,,,
64.72686,1,lp3,,,
64.72686,2,lp4,,,
64.72686,3,lp4,,,
65.12682,1,3-4,,,
65.16015,2,4-1,,,
65.16015,3,4-1,,,
65.46012,1,lp4,,,
65.46012,2,lp1,,,
65.46012,3,lp1,,,
66.26004,1,4-1,r1,,
66.3267,2,1-2,r1,,
66.3267,3,1-2,r1,,
66.59334,1,lp1,,,
66.59334,2,lp2,,,
66.59334,3,lp2,,,
67.69323,1,1-2,,,
67.75989,2,2-3,,,
67.75989,3,2-3,,,
68.02653,1,lp2,,,
68.02653,2,lp3,,,
68.02653,3,lp3,,,
68.89311,1,2-3,rb0,,
68.95976999999999,2,3-4,rb0,,
68.95976999999999,3,3-4,rb0,,
69.22641,1,lp3,,,
69.22641,2,lp4,,,
69.22641,3,lp4,,,
70.22631,1,3-4,,,
70.49295,1,lp4,,,
71.45952,2,4-1,,,
71.62617,1,4-1,,,
71.75949,3,4-1,,,
72.19278,3,1-2,,,
72.35943,1,1-2,,,
72.39276,2,w1,,,
72.49275,2,1-2,,,
73.12602,3,w2,,,
73.19268,1,2-3,,,
73.42599,2,w2,,,
73.49265,2,2-3,,,
73.49265,3,2-3,,,
73.9926,1,3-4,,,
74.29257,2,3-4,,,
74.29257,3,3-4,,,
74.92584,1,w4,,,
74.95917,1,4-1,,,
75.22581,3,w4,,,
75.22581,2,w4,,,
75.42578999999999,2,4-1,,,
75.49244999999999,1,1-2,,,
75.55910999999999,3,4-1,,,
76.35902999999999,2,w1,,,
76.42569,1,w2,,,
76.49235,3,w1,,,
76.82565,1,2-3,,,
76.89231,MOT_mc_stage_color_00,r-flash,,
76.89231,2,1-2,,,
76.89231,3,1-2,,,
77.42559,1,j3-4,,,
77.49225,MOT_mc_stage_color_00,r-flash,,
77.49225,2,j2-3,,,
77.49225,3,j2-3,,,
77.79222,1,lp4,,,
77.79222,2,lp3,,,
77.79222,3,lp3,,,
78.42549,1,4-1,l1,,
78.45882,2,3-4,l1,,
78.45882,3,3-4,l1,,
78.72546,1,lp1,,,
78.72546,2,lp4,,,
78.72546,3,lp4,,,
80.65859999999999,1,1-2,,,
80.95857,1,lp2,,,
81.69183,1,2-3,lb0,,
81.89180999999999,2,4-1,lb0,,
81.89180999999999,3,4-1,lb0,,
82.15845,1,lp3,,,
82.15845,2,lp1,,,
82.15845,3,lp1,,,
82.32509999999999,1,3-4,,,
82.49175,2,1-2,,,
82.49175,3,1-2,,,
82.75838999999999,1,lp4,,,
82.75838999999999,2,lp2,,,
82.75838999999999,3,lp2,,,
83.35833,1,sp4-1,,,
83.52498,2,sp2-3,,,
83.52498,3,sp2-3,,,
85.35813,1,sj1,,,
85.42479,2,sj3,,,
85.42479,3,sj3,,,
85.72475999999999,1,1-2,,,
85.75809,2,3-4,,,
85.75809,3,3-4,,,
86.02472999999999,1,lp2,,,
86.02472999999999,2,lp4,,,
86.02472999999999,3,lp4,,,
86.32469999999999,1,j2-3,,,
86.55801,2,j4-1,,,
86.55801,3,j4-1,,,
86.89130999999999,1,j3-4,,,
87.15795,2,j1-2,,,
87.15795,3,j1-2,,,
87.52458,1,4-1,,,
87.52458,2,2-3,,,
87.52458,3,2-3,,,
87.82455,1,lp1,,,
87.82455,2,lp3,,,
87.82455,3,lp3,,,
88.22451,1,1-2,r1,,
88.25784,2,3-4,r1,,
88.25784,3,3-4,r1,,
88.55780999999999,1,j2-3,,,
88.92443999999999,1,lp3,,,
89.19108,3,w4,,,
89.19108,2,w4,,,
90.72426,1,3-4,r2,,
90.75759,2,4-1,r2,,
90.75759,3,4-1,r2,,
91.05756,1,lp4,,,
91.05756,2,lp1,,,
91.05756,3,lp1,,,
92.09079,1,4-1,rb1,,
92.12411999999999,2,1-2,rb1,,
92.12411999999999,3,1-2,rb1,,
92.39076,1,lp1,,,
92.39076,2,lp2,,,
92.39076,3,lp2,,,
93.72395999999999,1,1-2,rb0,,
93.75729,2,2-3,rb0,,
93.75729,3,2-3,rb0,,
94.02393,1,lp2,,,
94.02393,2,lp3,,,
94.02393,3,lp3,,,
94.85718,2,3-4,,,
94.95716999999999,1,2-3,,,
95.05716,3,3-4,,,
95.52378,3,4-1,,,
95.62377,1,3-4,,,
95.72376,2,4-1,,,
96.12371999999999,1,4-1,,,
96.42369,2,1-2,,,
96.42369,3,1-2,,,
96.69032999999999,1,lp1,,,
96.69032999999999,2,lp2,,,
96.69032999999999,3,lp2,,,
97.6569,1,1-2,,,
97.69023,MOT_control_all,z130-100_2,,
97.69023,2,2-3,,,
97.69023,3,2-3,,,
97.95687,1,lp2,,,
97.95687,2,lp3,,,
97.95687,3,lp3,,,
98.9901,1,2-3,,b0,
99.02342999999999,MOT_mc_stage_color_00,b-flash,,
99.02342999999999,2,3-4,,b-1,D20
99.02342999999999,3,3-4,,b-1,D20
99.29007,1,lp3,,,
99.29007,2,lp4,,,
99.29007,3,lp4,,,
100.18997999999999,1,3-4,,,
100.22331,2,4-1,,,
100.22331,3,4-1,,,
100.48995,1,lp4,,,
100.48995,2,lp1,,,
100.48995,3,lp1,,,
101.52318,1,4-1,,,
101.78981999999999,1,lp1,,,
102.75639,2,1-2,,,
102.92304,1,1-2,,,
103.05636,3,1-2,,,
103.48965,3,2-3,,,
103.6563,1,2-3,,,
103.68963,2,w2,,,
103.78962,2,2-3,,,
104.42289,3,w3,,,
104.48955,1,3-4,,,
104.72286,2,w3,,,
104.78952,2,3-4,,,
104.78952,3,3-4,,,
105.42278999999999,1,w4,,,
105.72276,3,w4,,,
105.72276,2,w4,,,
105.72276,1,4-1,,f1,
105.78941999999999,2,4-1,,,
105.78941999999999,3,4-1,,,
106.65599999999999,1,w1,,,
106.72265999999999,3,w1,,,
106.72265999999999,2,1-2,,,
106.78931999999999,1,1-2,,,
106.85597999999999,3,1-2,,,
107.65589999999999,2,w2,,,
107.72256,1,w2,,,
107.78922,3,w2,,,
107.82254999999999,1,2-3,,,
107.92254,2,2-3,,,
107.92254,3,2-3,,,
108.18918,1,3-4,,,
108.28917,2,3-4,,,
108.28917,3,3-4,,,
108.6558,1,lp4,,,
108.6558,2,lp4,,,
108.6558,3,lp4,,,
110.65559999999999,1,4-1,,,
110.65559999999999,2,4-1,,,
110.65559999999999,3,4-1,,,
111.42219,1,1-2,,b0,
111.58883999999999,3,w1,,,
111.58883999999999,2,w1,,,
111.92214,2,1-2,,,
111.92214,3,1-2,,,
112.25544,1,lp2,,,
112.25544,2,lp2,,,
112.25544,3,lp2,,,
113.22201,1,2-3,,,
113.52198,2,2-3,,,
113.52198,3,2-3,,,
113.82195,1,3-4,,,
114.15525,2,3-4,,,
114.15525,3,3-4,,,
114.48854999999999,1,lp4,,,
114.48854999999999,2,lp4,,,
114.48854999999999,3,lp4,,,
115.85508,2,4-1,,,
115.85508,3,4-1,,,
115.85508,1,4-1,,,
116.18838,1,lp1,,,
116.18838,2,lp1,,,
116.18838,3,lp1,,,
117.08829,2,1-2,,,
117.08829,3,1-2,,,
117.08829,1,1-2,,,
117.42159,1,lp2,,,
117.42159,2,lp2,,,
117.42159,3,lp2,,,
119.15474999999999,2,2-3,,,
119.15474999999999,3,2-3,,,
119.15474999999999,1,2-3,,,
119.48805,1,lp3,,,
119.48805,2,lp3,,,
119.48805,3,lp3,,,
123.42098999999999,MOT_mc_speaker_00,stay,,
124.15424999999999,MOT_mc_bg_black_00,b20-45,,
124.15424999999999,MOT_mc_special_03,petal_fall_out,,
124.15424999999999,MOT_mc_light_up_00,l1,,
124.15424999999999,MOT_mc_light_center_00,l1,,
124.15424999999999,1,3-4,,,
124.15424999999999,2,3-4,,,
124.15424999999999,3,3-4,,,
125.08748999999999,3,w4,,,
125.08748999999999,2,w4,,,
125.08748999999999,1,w4,,,
