0.03333,MOT_control_all,zoom1,,
50.6616,MOT_mc_special_01,in,,
50.6616,MOT_mc_special_02,in,,
50.6616,MOT_mc_special_03,in,,
50.6616,MOT_mc_bg_black_00,in,,
50.6616,MOT_mc_light_up_00,in,,
50.6616,MOT_mc_light_under_00,in,,
51.06156,1,sj2,,
51.06156,2,sj4,,
51.06156,3,sj1,,
51.46152,1,sj2,,
51.46152,2,sj4,,
51.46152,3,sj1,,
51.82815,1,2-3,,
51.82815,2,4-1,,
51.82815,3,1-2,,
52.194779999999994,1,3-4,,
52.194779999999994,2,1-2,,
52.194779999999994,3,2-3,,
52.528079999999996,1,sj4,,
52.528079999999996,2,sj2,,
52.528079999999996,3,sj3,,
52.86138,1,j4-1,,
52.86138,2,j2-3,,
52.86138,3,j3-4,,
53.327999999999996,1,j1-2,,
53.327999999999996,2,j3-4,,
53.327999999999996,3,j4-1,,
53.46132,MOT_mc_special_01,in,,
53.46132,MOT_mc_special_02,in,,
53.46132,MOT_mc_special_03,in,,
53.46132,MOT_mc_bg_black_00,in,,
53.46132,MOT_mc_light_up_00,in,,
53.46132,MOT_mc_light_under_00,in,,
53.6613,1,2-3,,
53.6613,2,4-1,,
53.6613,3,1-2,,
53.9946,1,sj3,,
53.9946,2,sj1,,
53.9946,3,sj2,,
54.36123,1,3-4,,
54.36123,2,1-2,,
54.36123,3,2-3,,
54.72786,1,sj4,,
54.72786,2,sj2,,
54.72786,3,sj3,,
55.09449,1,4-1,,
55.09449,2,2-3,,
55.09449,3,3-4,,
55.427789999999995,1,sj1,,
55.427789999999995,2,sj3,,
55.427789999999995,3,sj4,,
55.761089999999996,1,sj1,,
55.761089999999996,2,sj3,,
55.761089999999996,3,sj4,,
56.09439,1,lp1,,
56.09439,2,lp3,,
56.09439,3,lp4,,
56.92764,1,1-2,,
56.92764,2,3-4,,
56.92764,3,4-1,,
56.92764,2,,,f1
57.29427,2,4-1,,
57.6609,2,lp1,,
57.860879999999995,3,w1,,
57.860879999999995,1,w2,,
58.39416,2,1-2,,
58.76079,2,2-3,,
59.12742,1,2-3,,
59.12742,2,3-4,,
59.12742,3,1-2,,
59.12742,2,,,b0
59.860679999999995,1,3-4,,
59.860679999999995,2,4-1,,
59.860679999999995,3,2-3,,
59.860679999999995,3,,,f1
60.227309999999996,3,3-4,,
60.593939999999996,3,lp4,,
60.79392,2,w1,,
60.79392,1,w4,,
61.3272,3,4-1,,
61.69383,3,1-2,,
62.06046,1,4-1,,
62.06046,2,1-2,,
62.06046,3,2-3,,
62.06046,3,,,b0
62.693729999999995,1,sj1,,
62.693729999999995,2,sj2,,
62.693729999999995,3,sj3,,
63.093689999999995,1,sj1,,
63.093689999999995,2,sj2,,
63.093689999999995,3,sj3,,
63.460319999999996,1,1-2,,
63.460319999999996,2,2-3,,
63.460319999999996,3,3-4,,
63.82695,1,2-3,,
63.82695,2,3-4,,
63.82695,3,4-1,,
64.16024999999999,1,sj3,,
64.16024999999999,2,sj4,,
64.16024999999999,3,sj1,,
64.49355,1,j3-4,,
64.49355,2,j4-1,,
64.49355,3,j1-2,,
64.96016999999999,1,j4-1,,
64.96016999999999,2,j1-2,,
64.96016999999999,3,j2-3,,
65.29347,1,1-2,,
65.29347,2,2-3,,
65.29347,3,3-4,,
65.62677,1,sj2,,
65.62677,2,sj3,,
65.62677,3,sj4,,
65.9934,1,2-3,,
65.9934,2,3-4,,
65.9934,3,4-1,,
66.36003,1,sj3,,
66.36003,2,sj4,,
66.36003,3,sj1,,
66.72666,1,3-4,,
66.72666,2,4-1,,
66.72666,3,1-2,,
67.05996,1,sj4,,
67.05996,2,sj1,,
67.05996,3,sj2,,
67.39326,1,sj4,,
67.39326,2,sj1,,
67.39326,3,sj2,,
67.72655999999999,1,lp4,,
67.72655999999999,2,lp1,,
67.72655999999999,3,lp2,,
68.52647999999999,1,4-1,,
68.52647999999999,2,1-2,,
68.52647999999999,3,2-3,,
68.52647999999999,1,,,f1
68.89311,1,lp1,,
69.25974,1,j1-2,,
69.45971999999999,3,w3,,
69.45971999999999,2,w2,,
69.62637,1,lp2,,
69.993,1,2-3,,
70.35963,1,3-4,,
70.72626,1,4-1,,
70.72626,2,2-3,,
70.72626,3,3-4,,
71.45952,1,1-2,,
71.45952,2,3-4,,
71.45952,3,4-1,,
71.45952,1,,,b0
71.82615,1,lp2,,
71.82615,2,lp4,,
71.82615,3,lp1,,
72.3261,1,j2-3,,
72.3261,2,j4-1,,
72.3261,3,j1-2,,
73.02602999999999,1,sj3,,
73.02602999999999,2,sj1,,
73.02602999999999,3,sj2,,
73.35933,1,lp3,,
73.35933,2,lp1,,
73.35933,3,lp2,,
73.72596,1,3-4,,
73.72596,2,1-2,,
73.72596,3,2-3,,
73.92594,MOT_mc_special_01,in,,
73.92594,MOT_mc_special_02,in,,
73.92594,MOT_mc_special_03,in,,
73.92594,MOT_mc_bg_black_00,in,,
73.92594,MOT_mc_light_up_00,in,,
73.92594,MOT_mc_light_under_00,in,,
73.95927,MOT_mc_stage_color_00,b-flash,,
74.05926,1,lp4,,
74.05926,2,lp2,,
74.05926,3,lp3,,
75.59244,2,2-3,,
75.89241,3,3-4,,
76.19238,1,4-1,,
76.52568,2,w3,,
76.52568,1,lp1,,
76.52568,2,lp3,,
76.52568,3,lp4,,
77.9922,1,j1-2,,
77.9922,2,j3-4,,
77.9922,3,j4-1,,
78.75878999999999,1,j2-3,,
78.75878999999999,2,j4-1,,
78.75878999999999,3,j1-2,,
79.12541999999999,1,3-4,,
79.12541999999999,2,1-2,,
79.12541999999999,3,2-3,,
79.45872,1,sj4,,
79.45872,2,sj2,,
79.45872,3,sj3,,
79.82535,1,lp4,,
79.82535,2,lp2,,
79.82535,3,lp3,,
81.62517,1,4-1,,
81.62517,2,2-3,,
81.62517,3,3-4,,
81.9918,1,sj1,,
81.9918,2,sj3,,
81.9918,3,sj4,,
82.35843,1,lp1,,
82.35843,2,lp3,,
82.35843,3,lp4,,
85.22480999999999,1,j1-2,,
85.22480999999999,2,j3-4,,
85.22480999999999,3,j4-1,,
85.45812,MOT_mc_special_01,in,,
85.45812,MOT_mc_special_02,in,,
85.45812,MOT_mc_special_03,in,,
85.45812,MOT_mc_bg_black_00,in,,
85.45812,MOT_mc_light_up_00,in,,
85.45812,MOT_mc_light_under_00,in,,
85.49145,MOT_mc_stage_color_00,b-flash,,
85.62477,1,lp2,,
85.62477,2,lp4,,
85.62477,3,lp1,,
86.19138,1,,l1,
86.19138,2,,l1,
86.19138,3,,l1,
86.92464,1,,lb0,
86.92464,2,,lb0,
86.92464,3,,lb0,
87.6579,1,,r1,
87.6579,2,,r1,
87.6579,3,,r1,
88.42448999999999,1,2-3,rb0,
88.42448999999999,2,4-1,rb0,
88.42448999999999,3,1-2,rb0,
88.72446,1,lp3,,
88.72446,2,lp1,,
88.72446,3,lp2,,
89.75769,1,3-4,,
89.75769,2,1-2,,
89.75769,3,2-3,,
90.45761999999999,1,4-1,,
90.45761999999999,2,2-3,,
90.45761999999999,3,3-4,,
91.09089,1,j1-2,,
91.09089,2,j3-4,,
91.09089,3,j4-1,,
91.45752,1,lp2,,
91.45752,2,lp4,,
91.45752,3,lp1,,
91.9908,1,,r1,
91.9908,2,,r1,
91.9908,3,,r1,
92.19077999999999,1,2-3,,
92.19077999999999,2,4-1,,
92.19077999999999,3,1-2,,
92.72406,1,,rb0,
92.72406,2,,rb0,
92.72406,3,,rb0,
92.99069999999999,1,3-4,,
92.99069999999999,2,1-2,,
92.99069999999999,3,2-3,,
93.39066,1,,l1,
93.39066,2,,l1,
93.39066,3,,l1,
93.69063,1,sj4,,
93.69063,2,sj2,,
93.69063,3,sj3,,
94.09058999999999,1,4-1,lb0,
94.09058999999999,2,2-3,lb0,
94.09058999999999,3,3-4,lb0,
94.35723,1,lp1,,
94.35723,2,lp3,,
94.35723,3,lp4,,
95.45711999999999,1,1-2,,
95.45711999999999,2,3-4,,
95.45711999999999,3,4-1,,
95.82374999999999,1,sp2-3,,
95.82374999999999,2,sp4-1,,
95.82374999999999,3,sp1-2,,
96.89031,1,j3-4,,
96.89031,2,j1-2,,
96.89031,3,j2-3,,
97.05695999999999,MOT_mc_special_01,in,,
97.05695999999999,MOT_mc_special_02,in,,
97.05695999999999,MOT_mc_special_03,in,,
97.05695999999999,MOT_mc_bg_black_00,in,,
97.05695999999999,MOT_mc_light_up_00,in,,
97.05695999999999,MOT_mc_light_under_00,in,,
97.09029,MOT_mc_stage_color_00,b-flash,,
97.52358,1,sj4,,
97.52358,2,sj2,,
97.52358,3,sj3,,
97.92354,1,sj4,,
97.92354,2,sj2,,
97.92354,3,sj3,,
98.29016999999999,1,4-1,,
98.29016999999999,2,2-3,,
98.29016999999999,3,3-4,,
98.65679999999999,1,hj1,,
98.65679999999999,2,hj3,,
98.65679999999999,3,hj4,,
99.32339999999999,1,1-2,,
99.32339999999999,2,3-4,,
99.32339999999999,3,4-1,,
99.75668999999999,1,j2-3,,
99.75668999999999,2,j4-1,,
99.75668999999999,3,j1-2,,
99.89000999999999,MOT_mc_special_01,in,,
99.89000999999999,MOT_mc_special_02,in,,
99.89000999999999,MOT_mc_special_03,in,,
99.89000999999999,MOT_mc_bg_black_00,in,,
99.89000999999999,MOT_mc_light_up_00,in,,
99.89000999999999,MOT_mc_light_under_00,in,,
100.02333,MOT_mc_stage_color_00,b-flash,,
100.12331999999999,1,3-4,,
100.12331999999999,2,1-2,,
100.12331999999999,3,2-3,,
100.55660999999999,1,,l1,
100.55660999999999,2,,l1,
100.55660999999999,3,,l1,
100.85658,1,4-1,,
100.85658,2,2-3,,
100.85658,3,3-4,,
101.18988,1,sj1,,
101.18988,2,sj3,,
101.18988,3,sj4,,
101.55650999999999,1,,lb0,
101.55650999999999,2,,lb0,
101.55650999999999,3,,lb0,
101.68983,3,w4,,
101.68983,2,w3,,
101.68983,1,w1,,
101.88981,1,sj1,,
101.88981,2,sj3,,
101.88981,3,sj4,,
102.22310999999999,1,sp1-2,,
102.22310999999999,2,sp3-4,,
102.22310999999999,3,sp4-1,,
102.88971,1,j2-3,,
102.88971,2,j4-1,,
102.88971,3,j1-2,,
103.05636,MOT_mc_special_01,in,,
103.05636,MOT_mc_special_02,in,,
103.05636,MOT_mc_special_03,in,,
103.05636,MOT_mc_bg_black_00,in,,
103.05636,MOT_mc_light_up_00,in,,
103.05636,MOT_mc_light_under_00,in,,
103.38965999999999,1,3-4,,
103.38965999999999,2,1-2,,
103.38965999999999,3,2-3,,
103.38965999999999,2,,,f1
103.75628999999999,2,2-3,,
104.12292,2,lp3,,
104.32289999999999,3,w3,,
104.32289999999999,1,w4,,
104.85618,2,3-4,,
105.22281,2,4-1,,
105.58944,1,4-1,,
105.58944,2,1-2,,
105.58944,3,3-4,,
105.58944,2,,,b0
106.3227,1,1-2,,
106.3227,2,2-3,,
106.3227,3,4-1,,
106.3227,3,,,f1
106.38936,MOT_mc_special_03,in,,
106.38936,MOT_mc_light_under_00,in,,
106.68933,3,1-2,,
107.05596,3,lp2,,
107.25594,2,w3,,
107.25594,1,w2,,
107.78922,3,2-3,,
108.15585,3,3-4,,b0
108.52248,1,j2-3,,
108.52248,2,j3-4,,
108.52248,3,j4-1,,
108.62246999999999,MOT_mc_special_01,in,,
108.62246999999999,MOT_mc_special_02,in,,
108.62246999999999,MOT_mc_special_03,in,,
108.62246999999999,MOT_mc_bg_black_00,in,,
108.62246999999999,MOT_mc_light_up_00,in,,
108.62246999999999,MOT_mc_light_under_00,in,,
109.15575,1,sj3,,
109.15575,2,sj4,,
109.15575,3,sj1,,
109.55570999999999,1,sj3,,
109.55570999999999,2,sj4,,
109.55570999999999,3,sj1,,
109.92233999999999,1,3-4,,
109.92233999999999,2,4-1,,
109.92233999999999,3,1-2,,
110.28896999999999,1,hj4,,
110.28896999999999,2,hj1,,
110.28896999999999,3,hj2,,
110.65559999999999,MOT_mc_special_01,in,,
110.65559999999999,MOT_mc_special_02,in,,
110.65559999999999,MOT_mc_special_03,in,,
110.65559999999999,MOT_mc_bg_black_00,in,,
110.65559999999999,MOT_mc_light_up_00,in,,
110.65559999999999,MOT_mc_light_under_00,in,,
110.95557,1,4-1,,
110.95557,2,1-2,,
110.95557,3,2-3,,
111.38886,1,j1-2,,
111.38886,2,j2-3,,
111.38886,3,j3-4,,
111.75549,1,2-3,,
111.75549,2,3-4,,
111.75549,3,4-1,,
111.88880999999999,MOT_mc_special_01,in,,
111.88880999999999,MOT_mc_special_02,in,,
111.88880999999999,MOT_mc_special_03,in,,
111.88880999999999,MOT_mc_bg_black_00,in,,
111.88880999999999,MOT_mc_light_up_00,in,,
111.88880999999999,MOT_mc_light_under_00,in,,
112.18878,1,,r1,
112.18878,2,,r1,
112.18878,3,,r1,
112.48875,1,3-4,,
112.48875,2,4-1,,
112.48875,3,1-2,,
112.82204999999999,1,sj4,,
112.82204999999999,2,sj1,,
112.82204999999999,3,sj2,,
113.18867999999999,1,,rb0,
113.18867999999999,2,,rb0,
113.18867999999999,3,,rb0,
113.32199999999999,3,w2,,
113.32199999999999,2,w1,,
113.32199999999999,1,w4,,
113.52198,1,sj4,,
113.52198,2,sj1,,
113.52198,3,sj2,,
113.85528,1,sp4-1,,
113.85528,2,sp1-2,,
113.85528,3,sp2-3,,
114.52188,1,j1-2,,
114.52188,2,j2-3,,
114.52188,3,j3-4,,
114.72185999999999,MOT_mc_special_01,in,,
114.72185999999999,MOT_mc_special_02,in,,
114.72185999999999,MOT_mc_special_03,in,,
114.72185999999999,MOT_mc_bg_black_00,in,,
114.72185999999999,MOT_mc_light_up_00,in,,
114.72185999999999,MOT_mc_light_under_00,in,,
114.9885,1,2-3,,
114.9885,2,3-4,,
114.9885,3,4-1,,
114.9885,1,,,f1
115.35512999999999,1,lp3,,
115.72175999999999,1,j3-4,,
115.92174,3,w1,,
115.92174,2,w4,,
116.08838999999999,1,lp4,,
116.45501999999999,1,4-1,,
116.82164999999999,1,1-2,,
117.28827,1,2-3,,
117.28827,2,4-1,,
117.28827,3,1-2,,
117.45492,MOT_mc_special_01,in,,
117.45492,MOT_mc_special_02,in,,
117.45492,MOT_mc_special_03,in,,
117.45492,MOT_mc_bg_black_00,in,,
117.45492,MOT_mc_light_up_00,in,,
117.45492,MOT_mc_light_under_00,in,,
117.92154,1,3-4,,
117.92154,2,1-2,,
117.92154,3,2-3,,
117.92154,1,,,b0
118.28817,1,lp4,,
118.28817,2,lp2,,
118.28817,3,lp3,,
118.78811999999999,1,j4-1,,
118.78811999999999,2,j2-3,,
118.78811999999999,3,j3-4,,
119.02143,MOT_mc_special_01,in,,
119.02143,MOT_mc_special_02,in,,
119.02143,MOT_mc_special_03,in,,
119.02143,MOT_mc_bg_black_00,in,,
119.02143,MOT_mc_light_up_00,in,,
119.02143,MOT_mc_light_under_00,in,,
119.48805,1,sj1,,
119.48805,2,sj3,,
119.48805,3,sj4,,
119.82135,1,lp1,,
119.82135,2,lp3,,
119.82135,3,lp4,,
120.18798,1,1-2,,
120.18798,2,3-4,,
120.18798,3,4-1,,
120.3213,MOT_mc_special_01,in,,
120.3213,MOT_mc_special_02,in,,
120.3213,MOT_mc_special_03,in,,
120.3213,MOT_mc_bg_black_00,in,,
120.3213,MOT_mc_light_up_00,in,,
120.3213,MOT_mc_light_under_00,in,,
120.52127999999999,1,lp2,,
120.52127999999999,2,lp4,,
120.52127999999999,3,lp1,,
123.02103,1,j2-3,,
123.02103,2,j4-1,,
123.02103,3,j1-2,,
123.35432999999999,3,sp2-3,,
123.52098,1,sp3-4,,
123.68763,2,sp1-2,,
125.62077,1,4-1,,
125.62077,2,2-3,,
125.62077,3,3-4,,
125.92074,1,sj1,,
125.92074,2,sj3,,
125.92074,3,sj4,,
126.02073,MOT_mc_special_01,in,,
126.02073,MOT_mc_special_02,in,,
126.02073,MOT_mc_special_03,in,,
126.02073,MOT_mc_bg_black_00,in,,
126.02073,MOT_mc_light_up_00,in,,
126.02073,MOT_mc_light_under_00,in,,
126.42069,3,w4,,
126.42069,2,w3,,
126.42069,1,w1,,
