0.03333,MOT_mc_bg_black_00,seat100-0,,
2.6664,MOT_mc_stage_color_00,b-flash,,
2.6997299999999997,MOT_mc_speaker_00,temp1,,
46.462019999999995,3,,rb0,,
46.462019999999995,4,,rb0,,
46.462019999999995,5,,rb0,,
46.59534,MOT_mc_stage_color_00,r-flash,,
46.828649999999996,5,w4,,,
46.828649999999996,4,w4,,,
46.828649999999996,3,w1,,,
46.828649999999996,2,w1,,,
46.828649999999996,1,w4,,,
46.92864,1,4-1,,,
46.92864,2,1-2,,,
46.92864,3,1-2,,,
46.92864,4,4-1,,,
46.92864,5,4-1,,,
47.12862,MOT_mc_stage_color_00,r-flash,,
47.59524,1,hj1,,,
47.59524,2,hj2,,,
47.59524,3,hj2,,,
47.59524,4,hj1,,,
47.59524,5,hj1,,,
47.76189,MOT_mc_stage_color_00,r-flash,,
48.29517,1,lp1,,,
48.29517,2,lp2,,,
48.29517,3,lp2,,,
48.29517,4,lp1,,,
48.29517,5,lp1,,,
49.22841,1,j1-2,,,
49.22841,2,j2-3,,,
49.22841,3,j2-3,,,
49.22841,4,j1-2,,,
49.22841,5,j1-2,,,
49.261739999999996,MOT_mc_stage_color_00,b-flash,,
49.79502,1,2-3,,,
50.094989999999996,MOT_mc_stage_color_00,r-flash,,
50.128319999999995,1,3-4,,,
50.128319999999995,4,2-3,,,
50.128319999999995,5,2-3,,,
50.29497,3,w3,,,
50.29497,2,w3,,,
50.36163,MOT_mc_stage_color_00,b-flash,,
50.86158,1,,l1,,
50.86158,2,3-4,l1,,
50.86158,3,3-4,l1,,
50.86158,4,,l1,,
50.86158,5,,l1,,
51.06156,5,w3,,,
51.06156,4,w3,,,
51.06156,1,w4,,,
51.46152,1,j4-1,,,
51.794819999999994,3,w4,,,
51.794819999999994,2,j4-1,,,
51.794819999999994,3,j4-1,,,
51.794819999999994,4,j3-4,,,
51.794819999999994,5,j3-4,,,
52.528079999999996,1,w1,,,
52.79472,1,1-2,,,
52.86138,5,w4,,,
52.86138,4,w4,,,
52.86138,3,w1,,,
52.86138,2,w1,,,
53.12802,1,2-3,,,
53.12802,2,1-2,,,
53.12802,3,1-2,,,
53.727959999999996,1,3-4,,,
53.727959999999996,4,4-1,,,
53.727959999999996,5,4-1,,,
54.06126,3,w2,,,
54.06126,2,w2,,,
54.09459,1,,lb0,,
54.09459,2,2-3,lb0,,
54.09459,3,2-3,lb0,,
54.09459,4,,lb0,,
54.09459,5,,lb0,,
54.46122,1,j4-1,,,
54.46122,2,j3-4,,,
54.46122,3,j3-4,,,
54.46122,4,j1-2,,,
54.46122,5,j1-2,,,
55.461119999999994,4,2-3,,,
55.461119999999994,5,2-3,,,
55.52778,3,w4,,,
55.52778,2,w4,,,
55.52778,1,w1,,,
56.02773,4,3-4,,,
56.02773,5,3-4,,,
56.594339999999995,1,1-2,,,
56.594339999999995,2,4-1,l1,,
56.594339999999995,3,4-1,r1,,
56.92764,4,4-1,l1,,
56.92764,5,4-1,r1,,
57.26094,1,j2-3,,,
57.26094,2,j1-2,,,
57.26094,3,j1-2,,,
57.26094,4,j1-2,,,
57.26094,5,j1-2,,,
57.360929999999996,MOT_mc_stage_color_00,b-flash,,
57.760889999999996,1,3-4,,,
57.9942,MOT_mc_stage_color_00,b-flash,,
58.227509999999995,1,4-1,,,
58.227509999999995,2,2-3,lb0,,
58.227509999999995,3,2-3,rb0,,
58.227509999999995,4,2-3,lb0,,
58.227509999999995,5,2-3,rb0,,
58.660799999999995,1,lp1,,,
58.660799999999995,2,lp3,,,
58.660799999999995,3,lp3,,,
58.660799999999995,4,lp3,,,
58.660799999999995,5,lp3,,,
59.827349999999996,1,1-2,,,
59.827349999999996,2,3-4,,,
59.827349999999996,3,3-4,,,
59.827349999999996,4,3-4,,,
59.827349999999996,5,3-4,,,
60.46062,MOT_mc_light_up_00,l3,,
60.46062,MOT_mc_light_center_00,l2,,
60.46062,1,j2-3,,,
60.49395,MOT_mc_stage_color_00,r-flash,,
60.49395,MOT_mc_bg_black_00,b65-45,,
60.76059,5,w4,,,
60.76059,4,w4,,,
60.76059,3,w4,,,
60.76059,2,w4,,,
60.79392,2,4-1,,,
60.79392,3,4-1,,,
61.093889999999995,4,4-1,,,
61.093889999999995,5,4-1,,,
61.427189999999996,2,1-2,,,
61.427189999999996,3,1-2,,,
61.527179999999994,1,w3,,,
61.76049,1,j3-4,,,
61.76049,4,j1-2,,,
61.76049,5,j1-2,,,
62.12712,2,j2-3,,,
62.12712,3,j2-3,,,
62.46042,1,,r1,,
62.79372,2,,r1,,
62.79372,3,,r1,,
62.82705,5,w2,,,
62.82705,4,w2,,,
62.82705,1,w4,,,
63.093689999999995,1,4-1,,,
63.093689999999995,4,,r1,,
63.093689999999995,5,,r1,,
63.19368,3,w3,,,
63.19368,2,w3,,,
63.493649999999995,1,j1-2,,,
63.893609999999995,2,3-4,,,
63.893609999999995,3,3-4,,,
64.29357,2,j4-1,,,
64.29357,3,j4-1,,,
64.56021,1,w2,,,
64.6602,4,2-3,,,
64.6602,5,2-3,,,
65.02683,4,j3-4,,,
65.02683,5,j3-4,,,
65.36013,3,w1,,,
65.36013,2,w1,,,
65.52678,1,2-3,,,
65.52678,2,1-2,,,
65.52678,3,1-2,,,
65.52678,4,4-1,,,
65.52678,5,4-1,,,
65.72676,MOT_mc_stage_color_00,r-flash,,
66.12671999999999,1,sp3-4,,,
66.12671999999999,2,sp2-3,,,
66.12671999999999,3,sp2-3,,,
66.12671999999999,4,sp1-2,,,
66.12671999999999,5,sp1-2,,,
67.45992,1,j4-1,,,
67.45992,2,j3-4,,,
67.45992,3,j3-4,,,
67.75989,4,j2-3,,,
67.75989,5,j2-3,,,
68.05986,1,1-2,,,
68.39316,2,4-1,,,
68.39316,3,4-1,,,
68.79312,1,2-3,rb0,,
68.82645,5,w3,,,
68.82645,4,w3,,,
69.25974,1,3-4,,,
69.25974,2,,rb0,,
69.25974,3,,rb0,,
69.32639999999999,3,w1,,,
69.32639999999999,2,w1,,,
69.62637,2,1-2,,,
69.62637,3,1-2,,,
69.62637,4,,rb0,,
69.62637,5,,rb0,,
69.95967,2,2-3,,,
69.95967,3,2-3,,,
70.19297999999999,1,w4,,,
70.3263,4,3-4,,,
70.3263,5,3-4,,,
70.72626,4,4-1,,,
70.72626,5,4-1,,,
70.89291,3,w3,,,
70.89291,2,w3,,,
71.19288,1,j4-1,,,
71.19288,2,j3-4,,,
71.19288,3,j3-4,,,
71.19288,4,j1-2,,,
71.19288,5,j1-2,,,
71.42618999999999,MOT_mc_stage_color_00,r-flash,,
71.79281999999999,1,1-2,,,
71.79281999999999,2,4-1,l1,,
71.79281999999999,3,4-1,r1,,
71.79281999999999,4,2-3,l1,,
71.79281999999999,5,2-3,r1,,
72.15944999999999,1,lp2,,,
72.15944999999999,2,lp1,,,
72.15944999999999,3,lp1,,,
72.15944999999999,4,lp3,,,
72.15944999999999,5,lp3,,,
72.92604,1,j2-3,,,
72.92604,4,j3-4,,,
72.92604,5,j3-4,,,
73.45931999999999,1,3-4,,,
73.45931999999999,2,j1-2,,,
73.45931999999999,3,j1-2,,,
73.45931999999999,4,4-1,,,
73.45931999999999,5,4-1,,,
73.9926,1,4-1,,,
73.9926,2,2-3,,,
73.9926,3,2-3,,,
73.9926,4,1-2,,,
73.9926,5,1-2,,,
74.59254,1,1-2,,,
74.72586,MOT_mc_stage_color_00,b-flash,,
74.89251,2,3-4,lb0,,
74.89251,3,3-4,rb0,,
74.92584,5,w2,,,
74.92584,4,w2,,,
75.22581,MOT_mc_stage_color_00,r-flash,,
75.22581,1,2-3,,,
75.22581,4,2-3,lb0,,
75.22581,5,2-3,rb0,,
75.55910999999999,1,hj3,,,
75.55910999999999,2,hj4,,,
75.55910999999999,3,hj4,,,
75.55910999999999,4,hj3,,,
75.55910999999999,5,hj3,,,
75.79241999999999,MOT_mc_stage_color_00,b-flash,,
76.29236999999999,1,j3-4,,,
76.59234,2,4-1,,,
76.59234,3,4-1,,,
76.79231999999999,5,w3,,,
76.79231999999999,4,w3,,,
76.92564,1,4-1,,,
76.92564,4,3-4,,,
76.92564,5,3-4,,,
77.29227,2,1-2,,,
77.29227,4,4-1,,,
77.3256,MOT_mc_stage_color_00,r-flash,,
77.3256,MOT_mc_bg_black_00,b45-65,,
77.42559,1,1-2,,,
77.52557999999999,3,w1,,,
77.59223999999999,3,1-2,,,
77.59223999999999,5,4-1,,,
77.92554,1,j2-3,,,
78.22551,4,w1,,,
78.22551,2,w2,,,
78.52548,5,w1,,,
78.52548,3,w2,,,
78.55881,1,3-4,,,
78.55881,2,2-3,,,
78.55881,3,2-3,,,
78.95877,1,j4-1,,,
78.95877,2,3-4,,,
78.95877,3,3-4,,,
78.95877,4,1-2,,,
78.95877,5,1-2,,,
79.25874,1,1-2,,,
79.25874,4,2-3,,,
79.25874,5,2-3,,,
79.62536999999999,2,j4-1,,,
79.62536999999999,3,j4-1,,,
80.05866,1,sp2-3,,,
80.05866,2,sp1-2,,,
80.05866,3,sp1-2,,,
80.05866,4,sp3-4,,,
80.05866,5,sp3-4,,,
81.82515,MOT_mc_stage_color_00,r-flash,,
81.82515,1,j3-4,,,
82.02512999999999,2,j2-3,,,
82.02512999999999,3,j2-3,,,
82.09179,MOT_mc_stage_color_00,b-flash,,
82.22511,4,j4-1,,,
82.22511,5,j4-1,,,
82.39175999999999,MOT_mc_stage_color_00,r-flash,,
82.55841,3,3-4,,,
82.55841,5,1-2,,,
82.6584,1,4-1,,,
82.75838999999999,2,3-4,,,
82.75838999999999,4,1-2,,,
83.09169,MOT_mc_stage_color_00,b-flash,,
83.09169,MOT_mc_bg_black_00,b65-20,,
83.09169,MOT_mc_light_up_00,l4,,
83.09169,MOT_mc_light_center_00,l3,,
83.09169,MOT_mc_light_under_00,l2,,
83.09169,MOT_mc_speaker_00,temp3,,
83.09169,1,hj1,,,
83.09169,2,hj4,,,
83.09169,3,hj4,,,
83.09169,4,hj2,,,
83.09169,5,hj2,,,
83.75829,1,1-2,,,
83.99159999999999,2,4-1,,,
83.99159999999999,3,4-1,,,
84.22491,4,2-3,,,
84.22491,5,2-3,,,
84.69153,1,w2,,,
84.69153,1,,l1,,
84.69153,2,,l1,,
84.69153,3,,l1,,
84.69153,4,,l1,,
84.69153,5,,l1,,
84.92484,3,w1,,,
84.92484,2,w1,,,
85.02483,1,j2-3,,,
85.02483,2,j1-2,,,
85.02483,3,j1-2,,,
85.02483,4,j3-4,,,
85.02483,5,j3-4,,,
85.59143999999999,1,3-4,,,
85.85808,2,j2-3,,,
85.85808,3,j2-3,,,
86.02472999999999,MOT_mc_stage_color_00,b-flash,,
86.09138999999999,5,w4,,,
86.09138999999999,4,w4,,,
86.12472,1,4-1,,,
86.12472,4,4-1,,,
86.12472,5,4-1,,,
86.45801999999999,1,1-2,lb0,,
86.45801999999999,2,3-4,lb0,,
86.45801999999999,3,3-4,lb0,,
86.45801999999999,4,1-2,lb0,,
86.45801999999999,5,1-2,lb0,,
86.52467999999999,MOT_mc_stage_color_00,r-flash,,
87.05796,1,j2-3,,,
87.05796,2,4-1,,,
87.05796,3,4-1,,,
87.05796,4,j2-3,,,
87.05796,5,j2-3,,,
87.09129,MOT_mc_stage_color_00,b-flash,,
87.35793,2,j1-2,,,
87.35793,3,j1-2,,,
87.82455,1,3-4,,,
87.82455,2,2-3,,,
87.82455,3,2-3,,,
87.82455,4,3-4,,,
87.82455,5,3-4,,,
88.15785,1,lp4,,,
88.15785,2,lp3,,,
88.15785,3,lp3,,,
88.15785,4,lp4,,,
88.15785,5,lp4,,,
88.62447,1,j4-1,,,
88.62447,2,j3-4,,,
88.62447,3,j3-4,,,
88.62447,4,j4-1,,,
88.62447,5,j4-1,,,
88.69113,MOT_mc_stage_color_00,b-flash,,
89.12442,1,lp1,,,
89.12442,2,lp4,,,
89.12442,3,lp4,,,
89.12442,4,lp1,,,
89.12442,5,lp1,,,
89.55771,1,1-2,,,
89.72435999999999,2,4-1,,,
89.72435999999999,3,4-1,,,
89.92434,4,1-2,,,
89.92434,5,1-2,,,
90.29097,1,2-3,r1,,
90.29097,2,1-2,r1,,
90.29097,3,1-2,r1,,
90.29097,4,2-3,r1,,
90.29097,5,2-3,r1,,
90.35763,MOT_mc_stage_color_00,r-flash,,
90.62427,1,3-4,,,
90.62427,2,2-3,,,
90.62427,3,2-3,,,
90.62427,4,3-4,,,
90.62427,5,3-4,,,
90.69093,MOT_mc_stage_color_00,r-flash,,
91.02423,1,j4-1,,,
91.02423,2,j3-4,,,
91.02423,3,j3-4,,,
91.02423,4,j4-1,,,
91.02423,5,j4-1,,,
91.52418,2,sp4-1,,,
91.52418,4,sp1-2,,,
91.75748999999999,1,sp1-2,,,
91.9908,3,sp4-1,,,
91.9908,5,sp1-2,,,
92.45742,1,hj2,,,
92.45742,2,hj1,,,
92.45742,3,hj1,,,
92.45742,4,hj2,,,
92.45742,5,hj2,,,
92.99069999999999,1,2-3,,,
92.99069999999999,2,1-2,,,
92.99069999999999,3,1-2,,,
92.99069999999999,4,2-3,,,
92.99069999999999,5,2-3,,,
93.35732999999999,1,3-4,rb0,,
93.35732999999999,2,2-3,rb0,,
93.35732999999999,3,2-3,rb0,,
93.35732999999999,4,3-4,rb0,,
93.35732999999999,5,3-4,rb0,,
93.82395,1,4-1,,,
93.85728,MOT_mc_stage_color_00,r-flash,,
93.95727,2,3-4,,,
93.95727,3,3-4,,,
94.09058999999999,1,1-2,,,
94.09058999999999,4,4-1,,,
94.09058999999999,5,4-1,,,
94.35723,1,j2-3,,,
94.35723,2,j4-1,,,
94.35723,3,j4-1,,,
94.35723,4,j1-2,,,
94.35723,5,j1-2,,,
94.42389,MOT_mc_stage_color_00,b-flash,,
95.02382999999999,1,3-4,,,
95.25713999999999,4,2-3,,,
95.25713999999999,5,2-3,,,
95.42379,3,w1,,,
95.42379,2,w1,,,
95.52378,2,j1-2,,,
95.52378,3,j1-2,,,
95.89041,1,4-1,,,
95.89041,4,j3-4,,,
95.89041,5,j3-4,,,
96.29037,1,1-2,,,
96.29037,2,2-3,,,
96.29037,3,2-3,,,
96.75699,1,2-3,,,
96.75699,2,3-4,,,
96.75699,3,3-4,,,
96.75699,4,4-1,,,
96.75699,5,4-1,,,
97.22361,1,3-4,l1,,
97.22361,2,4-1,l1,,
97.22361,3,4-1,l1,,
97.22361,4,1-2,l1,,
97.22361,5,1-2,l1,,
97.25694,MOT_mc_stage_color_00,b-flash,,
97.69023,1,4-1,,,
97.69023,2,1-2,,,
97.69023,3,1-2,,,
97.79021999999999,MOT_mc_stage_color_00,r-flash,,
97.9902,4,2-3,,,
97.9902,5,2-3,,,
98.35683,1,,lb0,,
98.35683,2,,lb0,,
98.35683,3,,lb0,,
98.35683,4,,lb0,,
98.35683,5,,lb0,,
98.49015,MOT_mc_stage_color_00,b-flash,,
98.62347,3,w2,,,
98.62347,2,w2,,,
98.62347,1,w1,,,
98.69013,1,1-2,,,
98.69013,4,3-4,,,
98.69013,5,3-4,,,
99.22341,1,j2-3,,,
99.22341,2,2-3,,,
99.22341,3,2-3,,,
99.22341,4,j4-1,,,
99.22341,5,j4-1,,,
99.29007,MOT_mc_stage_color_00,r-flash,,
99.95667,1,hj3,,,
99.95667,2,hj3,,,
99.95667,3,hj3,,,
99.95667,4,hj1,,,
99.95667,5,hj1,,,
99.99,MOT_mc_stage_color_00,b-flash,,
100.68992999999999,2,3-4,,,
100.68992999999999,4,1-2,,,
100.85658,1,3-4,,,
101.05655999999999,3,3-4,,,
101.05655999999999,5,1-2,,,
101.52318,1,j4-1,,,
101.52318,2,j4-1,,,
101.52318,3,j4-1,,,
101.58984,MOT_mc_stage_color_00,b-flash,,
101.62317,4,w2,,,
101.92313999999999,1,1-2,,,
101.92313999999999,4,j2-3,,,
101.92313999999999,5,j2-3,,,
