0.03333,MOT_mc_bg_black_00,b65,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
15.83175,MOT_mc_stage_color_00,b-flash,,
15.89841,1,j2-3,,,
15.89841,2,j4-1,,,
15.89841,3,j4-1,,,
15.89841,4,j2-3,,,
15.89841,5,j2-3,,,
16.16505,MOT_mc_stage_color_00,r-flash,,
16.29837,1,hj3,,,
16.29837,2,hj1,,,
16.29837,3,hj1,,,
16.29837,4,hj3,,,
16.29837,5,hj3,,,
16.46502,MOT_mc_stage_color_00,y-flash,,
16.76499,MOT_mc_stage_color_00,b-flash,,
16.931639999999998,1,3-4,,,
16.931639999999998,2,1-2,l1,,
16.931639999999998,3,1-2,r1,,
16.931639999999998,4,3-4,l1,,
16.931639999999998,5,3-4,r1,,
16.9983,MOT_mc_bg_black_00,b20-65,,
17.03163,MOT_mc_stage_color_00,r-flash,,
17.03163,1,,,,Lred
17.03163,2,,,,Lred
17.03163,3,,,,Lred
17.03163,4,,,,Lred
17.03163,5,,,,Lred
17.29827,1,lp4,,,
17.29827,2,lp2,,,
17.29827,3,lp2,,,
17.29827,4,lp4,,,
17.29827,5,lp4,,,
18.564809999999998,1,4-1,,,
18.564809999999998,2,2-3,,,
18.564809999999998,3,2-3,,,
18.564809999999998,4,4-1,,,
18.564809999999998,5,4-1,,,
18.93144,1,lp1,,,
18.93144,2,lp3,,,
18.93144,3,lp3,,,
18.93144,4,lp1,,,
18.93144,5,lp1,,,
19.598039999999997,4,1-2,lb0,,
19.598039999999997,5,1-2,rb0,,
19.73136,MOT_mc_stage_color_00,b-flash,,
19.89801,2,3-4,lb0,,
19.89801,3,3-4,rb0,,
20.06466,MOT_mc_stage_color_00,r-flash,,
20.23131,1,j1-2,,,
20.43129,MOT_mc_stage_color_00,y-flash,,
20.53128,5,w2,,,
20.53128,4,w2,,,
20.597939999999998,1,lp2,,,
20.597939999999998,2,lp4,,,
20.597939999999998,3,lp4,,,
20.597939999999998,4,lp2,,,
20.597939999999998,5,lp2,,,
22.06446,1,j2-3,,,
22.3311,MOT_mc_stage_color_00,b-flash,,
22.46442,2,j4-1,,,
22.46442,3,j4-1,,,
22.6644,MOT_mc_stage_color_00,r-flash,,
22.86438,4,j2-3,,,
22.86438,5,j2-3,,,
23.031029999999998,MOT_mc_stage_color_00,y-flash,,
23.13102,1,w3,,,
23.29767,1,3-4,,,
23.29767,2,1-2,,,
23.29767,3,1-2,,,
23.29767,4,3-4,,,
23.29767,5,3-4,,,
23.630969999999998,MOT_control_all,zoom2,,
23.664299999999997,1,j4-1,,,
23.664299999999997,2,j2-3,,,
23.664299999999997,3,j2-3,,,
23.664299999999997,4,j4-1,,,
23.664299999999997,5,j4-1,,,
23.864279999999997,MOT_mc_stage_color_00,b-flash,,
23.864279999999997,MOT_mc_bg_black_00,b65-0,,
23.864279999999997,MOT_mc_light_under_00,l1,,
23.864279999999997,MOT_mc_light_center_00,l1,,
24.064259999999997,1,lp1,,,
24.064259999999997,2,lp3,,,
24.064259999999997,3,lp3,,,
24.064259999999997,4,lp1,,,
24.064259999999997,5,lp1,,,
24.49755,1,1-2,,,
24.49755,2,3-4,,,
24.49755,3,3-4,,,
24.49755,4,1-2,,,
24.49755,5,1-2,,,
24.89751,1,j2-3,,,
24.89751,2,j4-1,,,
24.89751,3,j4-1,,,
24.89751,4,j2-3,,,
24.89751,5,j2-3,,,
25.39746,1,j3-4,,,
25.49745,4,j3-4,,,
25.59744,3,j1-2,,,
25.697429999999997,2,j1-2,,,
25.79742,5,j3-4,,,
26.264039999999998,1,j4-1,,,
26.36403,4,j4-1,,,
26.464019999999998,3,j2-3,,,
26.56401,2,j2-3,,,
26.663999999999998,5,j4-1,,,
27.097289999999997,1,1-2,r1,,
27.097289999999997,2,3-4,r1,,
27.097289999999997,3,3-4,r1,,
27.097289999999997,4,1-2,r1,,
27.097289999999997,5,1-2,r1,,
27.263939999999998,MOT_mc_stage_color_00,b-flash,,
27.497249999999998,1,2-3,rb0,,
27.497249999999998,2,4-1,rb0,,
27.497249999999998,3,4-1,rb0,,
27.497249999999998,4,2-3,rb0,,
27.497249999999998,5,2-3,rb0,,
27.930539999999997,1,j3-4,,,
27.930539999999997,2,j1-2,,,
27.930539999999997,3,j1-2,,,
27.930539999999997,4,j3-4,,,
27.930539999999997,5,j3-4,,,
28.330499999999997,1,lp4,,,
28.330499999999997,2,lp2,,,
28.330499999999997,3,lp2,,,
28.330499999999997,4,lp4,,,
28.330499999999997,5,lp4,,,
28.79712,1,4-1,,,
28.79712,2,2-3,,,
28.79712,3,2-3,,,
28.79712,4,4-1,,,
28.79712,5,4-1,,,
28.930439999999997,MOT_mc_stage_color_00,y-flash,,
29.16375,1,1-2,,,
29.16375,2,3-4,,,
29.16375,3,3-4,,,
29.16375,4,1-2,,,
29.16375,5,1-2,,,
29.26374,MOT_mc_stage_color_00,r-flash,,
29.530379999999997,1,2-3,,,
29.530379999999997,2,4-1,,,
29.530379999999997,3,4-1,,,
29.530379999999997,4,2-3,,,
29.530379999999997,5,2-3,,,
29.63037,MOT_mc_stage_color_00,b-flash,,
30.296969999999998,MOT_control_all,zoom3,,
30.46362,5,w3,,,
30.46362,4,w3,,,
30.46362,3,w1,,,
30.46362,2,w1,,,
30.46362,1,3-4,,f1,
30.6636,MOT_mc_stage_color_00,r-flash,,
30.963569999999997,1,4-1,,,
31.363529999999997,1,1-2,,,
31.763489999999997,1,lp2,,,
32.16345,1,j2-3,,,
32.59674,1,3-4,,,
33.03003,1,j4-1,,,
33.463319999999996,1,sp1-2,,,
34.12992,MOT_mc_stage_color_00,b-flash,,
34.16325,4,sp3-4,,,
34.263239999999996,2,sp1-2,,,
34.36323,3,sp1-2,,,
34.46322,5,sp3-4,,,
34.79652,1,j2-3,,,
35.463119999999996,MOT_control_all,zoom4,,
35.6631,4,j4-1,,,
35.6631,2,j2-3,,,
35.6631,3,j2-3,,,
35.6631,5,j4-1,,,
35.6631,1,3-4,,b0,
35.79642,MOT_mc_stage_color_00,y-flash,,
36.06306,1,j4-1,,,
36.06306,2,j3-4,,,
36.06306,3,j3-4,,,
36.06306,4,j1-2,,,
36.06306,5,j1-2,,,
36.46302,1,lp1,,,
36.46302,2,lp4,,,
36.46302,3,lp4,,,
36.46302,4,lp2,,,
36.46302,5,lp2,,,
36.86298,1,j1-2,,,
36.86298,2,j4-1,,,
36.86298,3,j4-1,,,
36.86298,4,j2-3,,,
36.86298,5,j2-3,,,
37.39626,1,2-3,,,
37.39626,2,1-2,,,
37.39626,3,1-2,,,
37.39626,4,3-4,,,
37.39626,5,3-4,,,
37.76289,1,lp3,,,
37.76289,2,lp2,,,
37.76289,3,lp2,,,
37.76289,4,lp4,,,
37.76289,5,lp4,,,
39.129419999999996,1,3-4,,,
39.129419999999996,2,2-3,,,
39.129419999999996,3,2-3,,,
39.129419999999996,4,4-1,,,
39.129419999999996,5,4-1,,,
39.39606,MOT_mc_stage_color_00,r-flash,,
39.529379999999996,1,4-1,,,
39.529379999999996,2,3-4,,,
39.529379999999996,3,3-4,,,
39.529379999999996,4,1-2,,,
39.529379999999996,5,1-2,,,
39.72936,MOT_mc_stage_color_00,y-flash,,
39.929339999999996,1,j1-2,,,
39.929339999999996,2,j4-1,,,
39.929339999999996,3,j4-1,,,
39.929339999999996,4,j2-3,,,
39.929339999999996,5,j2-3,,,
40.12932,MOT_mc_stage_color_00,b-flash,,
40.59594,MOT_control_all,zoom5,,
40.9959,5,w3,,,
40.9959,4,w3,,,
40.9959,3,w1,,,
40.9959,2,w1,,,
40.9959,1,w2,,,
40.9959,MOT_mc_stage_color_00,y-flash,,
40.9959,MOT_mc_bg_black_00,b0-20,,
40.9959,1,,,,Lred_out
40.9959,2,,,,Lred_out
40.9959,3,,,,Lred_out
40.9959,4,,,,Lred_out
40.9959,5,,,,Lred_out
41.06256,MOT_mc_light_under_00,stay_un,,
41.06256,MOT_mc_light_center_00,stay,,
41.162549999999996,3,1-2,,f1,
41.562509999999996,3,j2-3,,,
41.962469999999996,3,lp3,,,
42.49575,3,j3-4,,,
43.42899,3,4-1,l1,,
43.82895,3,1-2,lb0,,
44.22891,3,j2-3,,,
44.62887,3,lp3,,,
45.52878,3,w3,,b0,
45.628769999999996,MOT_control_all,zoom6,,
45.89541,1,2-3,,,
45.89541,4,3-4,,,
45.89541,5,3-4,,,
46.29537,1,3-4,,,
46.29537,4,4-1,,,
46.29537,5,4-1,,,
46.72866,1,j4-1,,,
46.72866,4,j1-2,,,
46.72866,5,j1-2,,,
47.79522,5,w2,,,
47.79522,4,w2,,,
47.79522,1,w1,,,
47.79522,MOT_mc_stage_color_00,r-flash,,
47.86188,2,1-2,,f1,
48.461819999999996,2,2-3,,,
48.928439999999995,2,3-4,,,
49.39506,2,4-1,,,
49.761689999999994,2,lp1,,,
50.29497,2,1-2,r1,,
50.6616,2,2-3,,,
51.06156,2,3-4,rb0,,
51.394859999999994,4,2-3,,,
51.694829999999996,2,w4,,b0,
51.794819999999994,3,3-4,,,
52.22811,1,1-2,,,
52.3281,4,w3,,,
52.69473,1,j2-3,,,
52.69473,3,j4-1,,,
52.69473,4,j3-4,,,
53.12802,1,sj3,,,
53.12802,3,sj1,,,
53.12802,4,sj4,,,
53.56131,1,sj3,,,
53.56131,3,sj1,,,
53.56131,4,sj4,,,
54.06126,4,w4,,,
54.06126,3,w1,,,
54.06126,1,w3,,,
54.594539999999995,MOT_mc_stage_color_00,b-flash,,
54.86118,5,2-3,,f1,
55.26114,5,j3-4,,,
55.6611,5,lp4,,,
56.194379999999995,5,j4-1,,,
57.12762,5,1-2,l1,,
57.52758,5,2-3,lb0,,
57.92754,5,j3-4,,,
58.3275,5,lp4,,,
59.22741,5,w4,,b0,
59.59404,1,3-4,,,
59.59404,2,4-1,,,
59.59404,3,1-2,,,
59.994,1,4-1,,,
59.994,2,1-2,,,
59.994,3,2-3,,,
60.42729,1,j1-2,,,
60.42729,2,j2-3,,,
60.42729,3,j3-4,,,
61.493849999999995,3,w4,,,
61.493849999999995,2,w3,,,
61.493849999999995,1,w2,,,
61.527179999999994,MOT_mc_stage_color_00,y-flash,,
61.62717,4,4-1,,f1,
62.227109999999996,4,1-2,,,
62.693729999999995,4,2-3,,,
63.160349999999994,4,3-4,,,
63.526979999999995,4,lp4,,,
64.06026,4,4-1,r1,,
64.42689,4,1-2,,,
64.82685,4,2-3,rb0,,
65.52678,4,w3,,b0,
66.09339,1,j2-3,,,
66.09339,2,j3-4,,,
66.09339,3,j4-1,,,
66.09339,4,j3-4,,,
66.09339,5,j4-1,,,
66.52668,1,hj3,,,
66.52668,2,hj4,,,
66.52668,3,hj1,,,
66.52668,4,hj4,,,
66.52668,5,hj1,,,
67.75989,5,w1,,,
67.75989,4,w4,,,
67.75989,3,w1,,,
67.75989,2,w4,,,
67.75989,1,w3,,,
68.29317,MOT_mc_stage_color_00,r-flash,,
68.29317,MOT_mc_bg_black_00,b20-45,,
68.29317,1,3-4,,f1,
68.29317,2,4-1,,,
68.29317,3,1-2,,,
68.29317,4,4-1,,,
68.29317,5,1-2,,,
68.65979999999999,1,4-1,,,
68.65979999999999,2,lp1,,,
68.65979999999999,3,lp2,,,
68.65979999999999,4,lp1,,,
68.65979999999999,5,lp2,,,
69.05976,1,j1-2,,,
69.42639,1,j2-3,,,
69.82634999999999,1,j3-4,,,
70.19297999999999,1,lp4,,,
71.22621,1,4-1,,,
71.55951,1,j1-2,,,
71.92614,1,lp2,,,
72.49275,1,j2-3,,,
72.89271,1,3-4,,,
73.25934,1,j4-1,,,
73.62597,1,lp1,,,
75.05915999999999,2,1-2,,,
75.05915999999999,3,2-3,,,
75.05915999999999,4,1-2,,,
75.05915999999999,5,2-3,,,
75.05915999999999,1,1-2,,b0,
75.19248,MOT_mc_stage_color_00,b-flash,,
75.39246,2,lp2,,,
75.39246,3,lp3,,,
75.39246,4,lp2,,,
75.39246,5,lp3,,,
75.9924,1,w2,,,
75.9924,2,2-3,,,
75.9924,3,3-4,,,
75.9924,4,2-3,,,
75.9924,5,3-4,,,
76.3257,2,lp3,,,
76.3257,3,lp4,,,
76.3257,4,lp3,,,
76.3257,5,lp4,,,
76.69233,2,j3-4,,,
76.69233,3,j4-1,,,
76.69233,4,j3-4,,,
76.69233,5,j4-1,,,
77.12562,2,sj4,,,
77.12562,3,sj1,,,
77.12562,4,sj4,,,
77.12562,5,sj1,,,
77.52557999999999,2,sj4,,,
77.52557999999999,3,sj1,,,
77.52557999999999,4,sj4,,,
77.52557999999999,5,sj1,,,
78.02553,5,w1,,,
78.02553,4,w4,,,
78.02553,3,w1,,,
78.02553,2,w4,,,
78.42549,1,j2-3,,,
78.42549,2,j4-1,,,
78.42549,3,j1-2,,,
78.42549,4,j4-1,,,
78.42549,5,j1-2,,,
78.62546999999999,MOT_mc_stage_color_00,y-flash,,
78.82545,1,3-4,,,
78.82545,2,1-2,,,
78.82545,3,2-3,,,
78.82545,4,1-2,,,
78.82545,5,2-3,,,
79.22541,1,4-1,,,
79.22541,2,2-3,,,
79.22541,3,3-4,,,
79.22541,4,2-3,,,
79.22541,5,3-4,,,
79.62536999999999,1,lp1,,,
79.62536999999999,2,lp3,,,
79.62536999999999,3,lp4,,,
79.62536999999999,4,lp3,,,
79.62536999999999,5,lp4,,,
80.19198,1,j1-2,,,
80.19198,2,j3-4,,,
80.19198,3,j4-1,,,
80.19198,4,j3-4,,,
80.19198,5,j4-1,,,
80.9919,1,2-3,,,
80.9919,2,4-1,,,
80.9919,3,1-2,,,
80.9919,4,4-1,,,
80.9919,5,1-2,,,
81.42519,1,3-4,,,
81.42519,2,1-2,,,
81.42519,3,2-3,,,
81.42519,4,1-2,,,
81.42519,5,2-3,,,
81.82515,1,j4-1,,,
81.82515,2,j2-3,,,
81.82515,3,j3-4,,,
81.82515,4,j2-3,,,
81.82515,5,j3-4,,,
82.22511,1,lp1,,,
82.22511,2,lp3,,,
82.22511,3,lp4,,,
82.22511,4,lp3,,,
82.22511,5,lp4,,,
83.49164999999999,1,1-2,,,
83.49164999999999,2,3-4,,,
83.49164999999999,3,4-1,,,
83.49164999999999,4,3-4,,,
83.49164999999999,5,4-1,,,
83.85828,1,lp2,,,
83.85828,2,lp4,,,
83.85828,3,lp1,,,
83.85828,4,lp4,,,
83.85828,5,lp1,,,
84.79151999999999,MOT_mc_stage_color_00,r-flash,,
85.15814999999999,MOT_mc_stage_color_00,b-flash,,
85.29146999999999,1,j2-3,,,
85.29146999999999,2,j4-1,,,
85.29146999999999,3,j1-2,,,
85.29146999999999,4,j4-1,,,
85.29146999999999,5,j1-2,,,
85.52477999999999,MOT_mc_stage_color_00,y-flash,,
85.65809999999999,1,sp3-4,,,
85.65809999999999,2,sp1-2,,,
85.65809999999999,3,sp2-3,,,
85.65809999999999,4,sp1-2,,,
85.65809999999999,5,sp2-3,,,
86.92464,1,j4-1,,,
86.92464,2,j2-3,,,
86.92464,3,j3-4,,,
86.92464,4,j2-3,,,
86.92464,5,j3-4,,,
87.35793,MOT_mc_stage_color_00,r-flash,,
87.35793,1,j1-2,,,
87.62456999999999,2,j3-4,,,
87.62456999999999,3,j4-1,,,
87.69122999999999,MOT_mc_stage_color_00,b-flash,,
87.89121,4,j3-4,,,
87.89121,5,j4-1,,,
88.05785999999999,MOT_mc_stage_color_00,y-flash,,
88.35782999999999,1,2-3,,,
88.35782999999999,2,4-1,,,
88.35782999999999,3,1-2,,,
88.35782999999999,4,4-1,,,
88.35782999999999,5,1-2,,,
88.62447,MOT_mc_back_00,sabi,,
88.69113,MOT_control_all,zoom7,,
88.72446,1,j3-4,,,
88.72446,2,j1-2,,,
88.72446,3,j2-3,,,
88.72446,4,j1-2,,,
88.72446,5,j2-3,,,
88.82445,1,,,,Lred
88.82445,2,,,,Lred
88.82445,3,,,,Lred
88.82445,4,,,,Lred
88.82445,5,,,,Lred
88.85777999999999,MOT_mc_stage_color_00,r-flash,,
88.85777999999999,MOT_mc_bg_black_00,b45-0,,
88.92443999999999,MOT_mc_light_under_00,l1,,
88.92443999999999,MOT_mc_light_center_00,l2,,
89.12442,1,lp4,,,
89.12442,2,lp2,,,
89.12442,3,lp3,,,
89.12442,4,lp2,,,
89.12442,5,lp3,,,
89.55771,1,4-1,,,
89.55771,2,2-3,,,
89.55771,3,3-4,,,
89.55771,4,2-3,,,
89.55771,5,3-4,,,
89.95767,1,j1-2,,,
89.95767,2,j3-4,,,
89.95767,3,j4-1,,,
89.95767,4,j3-4,,,
89.95767,5,j4-1,,,
90.45761999999999,1,j2-3,,,
90.55761,4,j4-1,,,
90.6576,3,j1-2,,,
90.75759,2,j4-1,,,
90.85758,5,j1-2,,,
91.32419999999999,1,j3-4,,,
91.42419,4,j1-2,,,
91.52418,3,j2-3,,,
91.62416999999999,2,j1-2,,,
91.72416,5,j2-3,,,
92.15745,1,4-1,r1,,
92.15745,2,2-3,r1,,
92.15745,3,3-4,r1,,
92.15745,4,2-3,r1,,
92.15745,5,3-4,r1,,
92.3241,MOT_mc_stage_color_00,b-flash,,
92.55740999999999,1,1-2,rb0,,
92.55740999999999,2,3-4,rb0,,
92.55740999999999,3,4-1,rb0,,
92.55740999999999,4,3-4,rb0,,
92.55740999999999,5,4-1,rb0,,
92.99069999999999,1,j2-3,,,
92.99069999999999,2,j4-1,,,
92.99069999999999,3,j1-2,,,
92.99069999999999,4,j4-1,,,
92.99069999999999,5,j1-2,,,
93.39066,1,lp3,,,
93.39066,2,lp1,,,
93.39066,3,lp2,,,
93.39066,4,lp1,,,
93.39066,5,lp2,,,
93.85728,1,3-4,,,
93.85728,2,1-2,,,
93.85728,3,2-3,,,
93.85728,4,1-2,,,
93.85728,5,2-3,,,
94.02393,MOT_mc_stage_color_00,y-flash,,
94.22390999999999,1,4-1,,,
94.22390999999999,2,2-3,,,
94.22390999999999,3,3-4,,,
94.22390999999999,4,2-3,,,
94.22390999999999,5,3-4,,,
94.35723,MOT_mc_stage_color_00,r-flash,,
94.59053999999999,1,1-2,,,
94.59053999999999,2,3-4,,,
94.59053999999999,3,4-1,,,
94.59053999999999,4,3-4,,,
94.59053999999999,5,4-1,,,
94.72386,MOT_mc_stage_color_00,b-flash,,
95.29047,MOT_control_all,zoom8,,
95.52378,5,w1,,,
95.52378,4,w4,,,
95.52378,3,w1,,,
95.52378,1,w2,,,
95.52378,2,4-1,,f1,
95.69042999999999,MOT_mc_stage_color_00,y-flash,,
96.02373,2,1-2,,,
96.42369,2,2-3,,,
96.82365,2,lp3,,,
97.22361,2,j3-4,,,
97.6569,2,4-1,,,
98.09018999999999,2,j1-2,,,
98.52347999999999,2,lp2,,,
99.02342999999999,3,1-2,,f1,
99.02342999999999,2,w2,,b0,
99.15675,MOT_mc_stage_color_00,r-flash,,
99.42339,3,j2-3,,,
99.92334,3,3-4,,,
100.32329999999999,3,4-1,,,
100.72326,3,j1-2,,,
101.08989,3,lp2,,,
102.08979,3,2-3,,b0,
102.08979,1,j2-3,,,
102.08979,2,j2-3,,,
102.08979,4,j4-1,,,
102.08979,5,j1-2,,,
102.45642,1,j3-4,,,
102.45642,2,j3-4,,,
102.45642,3,j3-4,,,
102.45642,4,j1-2,,,
102.45642,5,j2-3,,,
102.55641,MOT_mc_stage_color_00,b-flash,,
102.85638,1,lp4,,,
102.85638,2,lp4,,,
102.85638,3,lp4,,,
102.85638,4,lp2,,,
102.85638,5,lp3,,,
103.28967,1,4-1,,,
103.28967,2,4-1,,,
103.28967,3,4-1,,,
103.28967,4,2-3,,,
103.28967,5,3-4,,,
103.68963,1,j1-2,,,
103.68963,2,j1-2,,,
103.68963,3,j1-2,,,
103.68963,4,j3-4,,,
103.68963,5,j4-1,,,
104.18957999999999,1,j2-3,,,
104.28957,4,j4-1,,,
104.38955999999999,3,j2-3,,,
104.48955,2,j2-3,,,
104.58954,5,j1-2,,,
105.05615999999999,1,j3-4,,,
105.15615,4,j1-2,,,
105.25614,3,j3-4,,,
105.35613,2,j3-4,,,
105.45612,5,j2-3,,,
105.88941,1,4-1,l1,,
105.88941,2,4-1,l1,,
105.88941,3,4-1,l1,,
105.88941,4,2-3,l1,,
105.88941,5,3-4,l1,,
106.02273,MOT_mc_stage_color_00,y-flash,,
106.28936999999999,1,1-2,lb0,,
106.28936999999999,2,1-2,lb0,,
106.28936999999999,3,1-2,lb0,,
106.28936999999999,4,3-4,lb0,,
106.28936999999999,5,4-1,lb0,,
106.72265999999999,1,j2-3,,,
106.72265999999999,2,j2-3,,,
106.72265999999999,3,j2-3,,,
106.72265999999999,4,j4-1,,,
106.72265999999999,5,j1-2,,,
107.12262,1,lp3,,,
107.12262,2,lp3,,,
107.12262,3,lp3,,,
107.12262,4,lp1,,,
107.12262,5,lp2,,,
107.58923999999999,1,3-4,,,
107.58923999999999,2,3-4,,,
107.58923999999999,3,3-4,,,
107.58923999999999,4,1-2,,,
107.58923999999999,5,2-3,,,
107.72256,MOT_mc_stage_color_00,r-flash,,
107.95586999999999,1,4-1,,,
107.95586999999999,2,4-1,,,
107.95586999999999,3,4-1,,,
107.95586999999999,4,2-3,,,
107.95586999999999,5,3-4,,,
108.05586,MOT_mc_stage_color_00,b-flash,,
108.32249999999999,1,1-2,,,
108.32249999999999,2,1-2,,,
108.32249999999999,3,1-2,,,
108.32249999999999,4,3-4,,,
108.32249999999999,5,4-1,,,
108.42249,MOT_mc_stage_color_00,y-flash,,
109.25573999999999,5,w1,,,
109.25573999999999,3,w2,,,
109.25573999999999,2,w2,,,
109.25573999999999,1,w2,,,
109.25573999999999,4,4-1,,f1,
109.38906,MOT_mc_stage_color_00,r-flash,,
109.75569,4,1-2,,,
110.15565,4,2-3,,,
110.55561,4,3-4,,b0,
110.95557,5,1-2,,f1,
111.12222,MOT_mc_stage_color_00,b-flash,,
111.45551999999999,5,2-3,,,
111.48885,4,w4,,,
111.85548,5,3-4,,,
112.22211,5,lp4,,,
112.72206,1,2-3,,f1,
112.72206,5,w4,,b0,
112.85538,MOT_mc_stage_color_00,y-flash,,
113.12201999999999,1,j3-4,,,
113.62196999999999,1,4-1,,,
114.02193,1,1-2,,,
114.42188999999999,1,j2-3,,,
114.78851999999999,1,lp3,,,
115.52177999999999,1,3-4,,,
115.85508,1,4-1,,,
116.22171,MOT_mc_bg_black_00,b0-20,,
116.22171,1,1-2,,b0,
116.25504,MOT_mc_stage_color_00,r-flash,,
116.58833999999999,2,2-3,,,
116.58833999999999,4,4-1,,,
116.58833999999999,5,4-1,,,
116.95496999999999,2,j3-4,,,
116.95496999999999,4,j1-2,,,
116.95496999999999,5,j1-2,,,
117.15495,1,w2,,,
117.32159999999999,2,lp4,,,
117.32159999999999,4,lp2,,,
117.32159999999999,5,lp2,,,
117.85488,2,j4-1,,,
117.85488,4,j2-3,,,
117.85488,5,j2-3,,,
118.22151,2,1-2,,,
118.22151,4,3-4,,,
118.22151,5,3-4,,,
118.55480999999999,2,j2-3,,,
118.55480999999999,4,j4-1,,,
118.55480999999999,5,j4-1,,,
118.92143999999999,2,lp3,,,
118.92143999999999,4,lp1,,,
118.92143999999999,5,lp1,,,
119.02143,3,j2-3,,,
119.42138999999999,3,3-4,,,
119.62137,2,w3,,,
119.62137,4,w1,,,
119.62137,5,w1,,,
119.68803,MOT_mc_stage_color_00,b-flash,,
120.02132999999999,1,2-3,,,
120.02132999999999,4,1-2,,,
120.02132999999999,5,1-2,,,
120.35463,3,w4,,,
120.38795999999999,1,j3-4,,,
120.38795999999999,4,j2-3,,,
120.38795999999999,5,j2-3,,,
120.75459,1,lp4,,,
120.75459,4,lp3,,,
120.75459,5,lp3,,,
121.28787,1,j4-1,,,
121.28787,4,j3-4,,,
121.28787,5,j3-4,,,
121.6545,1,1-2,,,
121.6545,4,4-1,,,
121.6545,5,4-1,,,
121.9878,1,j2-3,,,
121.9878,4,j1-2,,,
121.9878,5,j1-2,,,
122.35443,1,lp3,,,
122.35443,4,lp2,,,
122.35443,5,lp2,,,
122.42108999999999,2,j3-4,,,
122.82105,2,4-1,,,
123.05435999999999,1,w3,,,
123.05435999999999,4,w2,,,
123.05435999999999,5,w2,,,
