0.03333,MOT_mc_bg_black_00,seat100-0,,
1.9998,MOT_mc_speaker_00,temp2,,
2.36643,MOT_mc_stage_color_00,y-flash,,
2.36643,MOT_mc_bg_black_00,b65-45,,
2.36643,MOT_mc_light_up_00,l1,,
2.36643,MOT_mc_light_center_00,l1,,
2.36643,MOT_mc_light_under_00,l1,,
64.42689,3,3-4,,,
64.42689,4,3-4,,,
64.42689,5,3-4,,,
64.79352,1,j1-2,,,
64.79352,2,j4-1,,,
64.79352,3,j4-1,,,
64.79352,4,j4-1,,,
64.79352,5,j4-1,,,
65.76008999999999,MOT_mc_stage_color_00,y-flash,,
65.76008999999999,1,2-3,l1,,
65.86008,5,w1,,,
65.86008,4,w1,,,
65.86008,3,w1,,,
65.86008,2,w1,,,
66.42669,MOT_mc_stage_color_00,r-flash,,
66.42669,1,3-4,lb0,,
67.35992999999999,1,w4,,,
67.6599,MOT_mc_stage_color_00,r-flash,,
67.6599,MOT_mc_bg_black_00,b45-20,,
67.6599,MOT_mc_light_center_00,l3,,
67.6599,MOT_mc_light_up_00,l4,,
67.6599,1,4-1,l1,,
67.9932,2,1-2,,,
67.9932,3,1-2,,,
67.9932,4,1-2,,,
67.9932,5,1-2,,,
68.3265,1,1-2,,,
68.75979,1,2-3,lb0,,
68.92644,5,w2,,,
68.92644,4,w2,,,
68.92644,3,w2,,,
68.92644,2,w2,,,
69.19308,1,3-4,,,
69.62637,1,sp4-1,,,
69.62637,2,sp2-3,,,
69.62637,3,sp2-3,,,
69.62637,4,sp2-3,,,
69.62637,5,sp2-3,,,
70.19297999999999,MOT_mc_stage_color_00,r-flash,,
70.19297999999999,1,1-2,r1,,
70.55960999999999,1,2-3,,,
70.85958,2,3-4,,,
70.85958,3,3-4,,,
70.85958,4,3-4,,,
70.85958,5,3-4,,,
71.39286,1,3-4,rb0,,
71.79281999999999,5,w4,,,
71.79281999999999,4,w4,,,
71.79281999999999,3,w4,,,
71.79281999999999,2,w4,,,
71.79281999999999,1,sp4-1,,,
71.79281999999999,2,sp4-1,,,
71.79281999999999,3,sp4-1,,,
71.79281999999999,4,sp4-1,,,
71.79281999999999,5,sp4-1,,,
72.89271,MOT_mc_stage_color_00,b-flash,,
72.89271,1,1-2,l1,,
73.42599,2,1-2,,,
73.42599,3,1-2,,,
73.42599,4,1-2,,,
73.42599,5,1-2,,,
73.52597999999999,1,2-3,,,
74.15925,1,sp3-4,,,
74.15925,2,sp2-3,,,
74.15925,3,sp2-3,,,
74.15925,4,sp2-3,,,
74.15925,5,sp2-3,,,
74.75918999999999,1,j4-1,,,
74.75918999999999,2,3-4,,,
74.75918999999999,3,3-4,,,
74.75918999999999,4,3-4,,,
74.75918999999999,5,3-4,,,
75.12581999999999,2,lp4,,,
75.12581999999999,3,lp4,,,
75.12581999999999,4,lp4,,,
75.12581999999999,5,lp4,,,
75.49244999999999,1,1-2,l2,,
75.95907,1,2-3,lb1,,
76.3257,1,3-4,,,
76.79231999999999,1,sp4-1,,,
76.79231999999999,2,sp4-1,,,
76.79231999999999,3,sp4-1,,,
76.79231999999999,4,sp4-1,,,
76.79231999999999,5,sp4-1,,,
77.95886999999999,MOT_mc_stage_color_00,y-flash,,
77.95886999999999,1,1-2,,,
78.32549999999999,2,1-2,,,
78.32549999999999,3,1-2,,,
78.32549999999999,4,1-2,,,
78.32549999999999,5,1-2,,,
78.6588,1,2-3,l2,,
79.02543,1,3-4,lb1,,
79.25874,5,w2,,,
79.25874,4,w2,,,
79.25874,3,w2,,,
79.25874,2,w2,,,
79.39206,1,4-1,,,
79.6587,2,2-3,,,
79.6587,3,2-3,,,
79.6587,4,2-3,,,
79.6587,5,2-3,,,
79.95867,1,1-2,,,
80.22531,2,3-4,,,
80.22531,3,3-4,,,
80.22531,4,3-4,,,
80.22531,5,3-4,,,
80.82525,1,2-3,,,
81.15854999999999,5,w4,,,
81.15854999999999,4,w4,,,
81.15854999999999,3,w4,,,
81.15854999999999,2,4-1,,,
81.15854999999999,3,4-1,,,
81.15854999999999,4,4-1,,,
81.15854999999999,5,4-1,,,
81.45852,2,sp1-2,,,
81.45852,3,sp1-2,,,
81.45852,4,sp1-2,,,
81.45852,5,sp1-2,,,
81.45852,1,3-4,lb0,,
82.29177,2,2-3,,,
82.29177,3,2-3,,,
82.29177,4,2-3,,,
82.29177,5,2-3,,,
82.29177,1,4-1,,,
82.6584,2,3-4,,,
82.6584,3,3-4,,,
82.6584,4,3-4,,,
82.6584,5,3-4,,,
82.79172,1,1-2,,,
82.79172,2,4-1,,,
82.79172,3,4-1,,,
82.79172,4,4-1,,,
82.79172,5,4-1,,,
83.42499,1,j2-3,,,
83.42499,2,1-2,,,
83.42499,3,1-2,,,
83.42499,4,1-2,,,
83.42499,5,1-2,,,
84.02493,1,3-4,,,
84.02493,2,2-3,,,
84.02493,3,2-3,,,
84.02493,4,2-3,,,
84.02493,5,2-3,,,
84.69153,1,sp4-1,,,
84.69153,2,sp3-4,,,
84.69153,3,sp3-4,,,
84.69153,4,sp3-4,,,
84.69153,5,sp3-4,,,
85.55811,MOT_mc_stage_color_00,r-flash,,
85.55811,1,1-2,r1,,
85.9914,MOT_mc_stage_color_00,y-flash,,
85.9914,2,4-1,,,
85.9914,3,4-1,,,
85.9914,4,4-1,,,
85.9914,5,4-1,,,
86.42469,MOT_mc_stage_color_00,b-flash,,
86.42469,1,2-3,rb0,,
86.92464,5,w1,,,
86.92464,4,w1,,,
86.92464,3,w1,,,
86.92464,2,w1,,,
87.35793,1,w3,,,
87.59124,1,3-4,,,
87.92454,2,1-2,,,
87.92454,3,1-2,,,
87.92454,4,1-2,,,
87.92454,5,1-2,,,
88.29117,1,4-1,,,
88.62447,2,2-3,,,
88.62447,3,2-3,,,
88.62447,4,2-3,,,
88.62447,5,2-3,,,
89.22440999999999,1,sp1-2,,,
89.22440999999999,2,sp3-4,,,
89.22440999999999,3,sp3-4,,,
89.22440999999999,4,sp3-4,,,
89.22440999999999,5,sp3-4,,,
90.35763,1,2-3,,,
90.6576,2,4-1,,,
90.95756999999999,3,4-1,,,
91.25753999999999,4,4-1,,,
91.29087,1,w3,,,
91.55751,5,4-1,,,
91.59084,2,w1,,,
91.89081,3,w1,,,
91.92414,MOT_mc_bg_black_00,b80-65,,
91.92414,MOT_mc_light_up_00,l1,,
91.92414,MOT_mc_light_under_00,l1,,
91.92414,1,lp3,,,
91.92414,2,lp1,,,
91.92414,3,lp1,,,
91.92414,4,lp1,,,
91.92414,5,lp1,,,
97.62357,1,3-4,l1,f2,
98.49015,1,4-1,lb0,,
98.82345,1,j1-2,,,
99.55671,MOT_mc_stage_color_00,r-flash,,
99.55671,MOT_mc_bg_black_00,b45-20,,
99.55671,MOT_mc_light_center_00,l2,,
99.55671,MOT_mc_light_up_00,l2,,
99.55671,2,,,,D40
99.55671,3,,,,D40
99.55671,4,,,,D40
99.55671,5,,,,D40
99.55671,1,2-3,,,
99.55671,2,1-2,,,
99.55671,3,1-2,,,
99.55671,4,1-2,,,
99.55671,5,1-2,,,
99.92334,2,lp2,,,
99.92334,3,lp2,,,
99.92334,4,lp2,,,
99.92334,5,lp2,,,
100.08999,1,3-4,,,
100.55660999999999,1,4-1,l1,,
101.02323,1,1-2,,,
101.52318,1,2-3,lb0,,
102.08979,1,3-4,,,
102.08979,2,2-3,,,
102.08979,3,2-3,,,
102.08979,4,2-3,,,
102.08979,5,2-3,,,
102.35642999999999,2,lp3,,,
102.35642999999999,3,lp3,,,
102.35642999999999,4,lp3,,,
102.35642999999999,5,lp3,,,
102.45642,1,4-1,,,
102.82305,1,1-2,,,
103.48965,1,2-3,,,
103.92294,1,3-4,,,
104.78952,1,4-1,l1,,
105.38946,1,1-2,lb0,,
105.92273999999999,1,2-3,,,
106.68933,1,j3-4,,,
107.48925,1,4-1,,,
107.95586999999999,1,1-2,,,
108.32249999999999,1,2-3,,,
108.85578,1,sp3-4,,,
108.85578,2,sp3-4,,,
108.85578,3,sp3-4,,,
108.85578,4,sp3-4,,,
108.85578,5,sp3-4,,,
109.85567999999999,MOT_mc_stage_color_00,b-flash,,
109.85567999999999,1,4-1,,,
110.18898,2,4-1,,,
110.18898,3,4-1,,,
110.18898,4,4-1,,,
110.18898,5,4-1,,,
110.48894999999999,1,1-2,,,
110.78891999999999,2,1-2,,,
110.78891999999999,3,1-2,,,
110.78891999999999,4,1-2,,,
110.78891999999999,5,1-2,,,
111.15554999999999,1,2-3,,,
111.48885,2,2-3,,,
111.48885,3,2-3,,,
111.48885,4,2-3,,,
111.48885,5,2-3,,,
111.82215,1,3-4,l1,,
112.25544,1,4-1,lb0,,
112.42209,5,w3,,,
112.42209,4,w3,,,
112.42209,3,w3,,,
112.42209,2,w3,,,
112.72206,1,1-2,,,
112.9887,2,3-4,,,
112.9887,3,3-4,,,
112.9887,4,3-4,,,
112.9887,5,3-4,,,
113.32199999999999,1,2-3,,,
113.75528999999999,1,sp3-4,,,
113.75528999999999,2,sp4-1,,,
113.75528999999999,3,sp4-1,,,
113.75528999999999,4,sp4-1,,,
113.75528999999999,5,sp4-1,,,
114.18858,1,4-1,,,
114.48854999999999,2,1-2,,,
114.48854999999999,3,1-2,,,
114.48854999999999,4,1-2,,,
114.48854999999999,5,1-2,,,
114.78851999999999,1,1-2,,,
115.42179,5,w2,,,
115.42179,4,w2,,,
115.42179,3,w2,,,
115.42179,2,w2,,,
115.42179,1,2-3,l1,,
115.75509,2,2-3,,,
115.75509,3,2-3,,,
115.75509,4,2-3,,,
115.75509,5,2-3,,,
116.05506,1,3-4,lb0,,
116.655,2,lp3,,,
116.655,3,lp3,,,
116.655,4,lp3,,,
116.655,5,lp3,,,
116.655,1,4-1,,,
117.52158,1,1-2,,,
117.85488,2,3-4,,,
117.85488,3,3-4,,,
118.18817999999999,4,3-4,,,
118.18817999999999,5,3-4,,,
118.45482,1,w2,,,
118.78811999999999,3,w4,,,
118.78811999999999,2,w4,,,
119.12142,5,w4,,,
119.12142,4,w4,,,
119.52138,1,2-3,,,
119.78801999999999,2,4-1,,,
119.78801999999999,3,4-1,,,
119.78801999999999,4,4-1,,,
119.78801999999999,5,4-1,,,
120.02132999999999,1,3-4,,,
120.55461,1,4-1,,b1,
120.72126,5,w1,,,
120.72126,4,w1,,,
120.72126,3,w1,,,
120.72126,2,w1,,,
120.95456999999999,1,sp1-2,,,
120.95456999999999,2,sp1-2,,,
120.95456999999999,3,sp1-2,,,
120.95456999999999,4,sp1-2,,,
120.95456999999999,5,sp1-2,,,
123.72095999999999,MOT_mc_stage_color_00,b-flash,,
123.72095999999999,MOT_mc_bg_black_00,b20-65,,
123.72095999999999,MOT_mc_speaker_00,stay,,
123.72095999999999,MOT_mc_light_center_00,l1,,
123.72095999999999,MOT_mc_light_up_00,l1,,
123.72095999999999,MOT_mc_light_under_00,l2,,
123.72095999999999,1,2-3,,,D60
123.72095999999999,2,2-3,,,D60
123.72095999999999,3,2-3,,,D60
123.72095999999999,4,2-3,,,D60
123.72095999999999,5,2-3,,,D60
124.65419999999999,5,w3,,,
124.65419999999999,4,w3,,,
124.65419999999999,3,w3,,,
124.65419999999999,2,w3,,,
124.65419999999999,1,w3,,,
