0.03333,MOT_mc_bg_black_00,seat100-0,,
2.1664499999999998,MOT_mc_speaker_00,temp2,,
2.3997599999999997,MOT_mc_stage_color_00,r-flash,,
2.3997599999999997,MOT_mc_bg_black_00,b45-65,,
2.3997599999999997,MOT_mc_light_up_00,l1,,
2.3997599999999997,MOT_mc_light_center_00,l1,,
2.3997599999999997,MOT_mc_light_under_00,l1,,
45.79542,1,2-3,,,
45.79542,4,2-3,,,
45.79542,5,2-3,,,
46.29537,2,j3-4,,,
46.29537,1,j3-4,,,
46.72866,5,w3,,,
46.72866,4,w3,,,
46.72866,1,4-1,,,
46.72866,2,4-1,,,
46.72866,3,1-2,,,
46.72866,4,3-4,,,
46.72866,5,3-4,,,
47.295269999999995,1,1-2,,,
47.295269999999995,2,1-2,,,
47.295269999999995,3,2-3,,,
47.295269999999995,4,4-1,,,
47.295269999999995,5,4-1,,,
47.92854,2,sp2-3,,,
47.92854,3,sp3-4,,,
47.92854,4,sp1-2,,,
47.92854,5,sp1-2,,,
47.92854,1,sp2-3,,,
49.09509,MOT_mc_stage_color_00,r-flash,,
49.09509,MOT_mc_bg_black_00,b45-20,,
49.09509,MOT_mc_light_center_00,l3,,
49.09509,MOT_mc_light_up_00,l4,,
49.09509,2,3-4,,,
49.09509,3,4-1,,,
49.09509,4,2-3,,,
49.09509,5,2-3,,,
49.09509,1,3-4,r1,,
49.46172,2,lp4,,,
49.46172,3,lp1,,,
49.46172,4,lp3,,,
49.46172,5,lp3,,,
49.46172,1,4-1,rb0,,
49.86168,1,1-2,,,
50.3283,1,j2-3,,,
51.22821,1,3-4,l1,,
51.62817,1,4-1,lb0,,
51.9948,1,1-2,,,
52.36143,1,2-3,,,
52.72806,1,j3-4,,,
53.794619999999995,1,w4,,,
53.9946,1,4-1,l1,,
54.36123,1,1-2,lb0,,
54.76119,1,2-3,,,
55.12782,1,3-4,,,
55.49445,1,j4-1,,,
55.9944,1,1-2,,,
56.52768,1,2-3,,,
57.19428,1,j3-4,,,
57.794219999999996,1,4-1,,,
58.46082,1,1-2,l1,,
58.92744,1,2-3,lb0,,
59.72736,MOT_mc_stage_color_00,b-flash,,
59.72736,2,4-1,l1,,
59.72736,3,1-2,,,
59.72736,4,3-4,,,
59.72736,5,3-4,,,
59.72736,1,lp3,,,
60.16065,2,1-2,lb0,,
60.660599999999995,5,w4,,,
60.660599999999995,4,w4,,,
60.660599999999995,3,w2,,,
60.96057,2,j2-3,,,
61.493849999999995,2,3-4,,,
62.06046,2,4-1,l1,,
62.42709,2,1-2,lb0,,
63.093689999999995,2,j2-3,,,
63.6603,2,3-4,,,
64.26024,2,j4-1,,,
64.86018,2,j1-2,,,
65.6601,2,2-3,,,
66.02673,2,3-4,,,
66.95997,2,w4,,,
67.29326999999999,MOT_mc_stage_color_00,r-flash,,
67.29326999999999,2,4-1,l1,,
67.29326999999999,1,3-4,l1,,
67.6599,2,1-2,lb0,,
67.6599,1,4-1,lb0,,
68.02653,2,2-3,,,
68.02653,1,1-2,,,
68.45982,MOT_mc_stage_color_00,y-flash,,
68.45982,2,j3-4,,,
68.45982,1,j2-3,,,
68.9931,MOT_mc_stage_color_00,b-flash,,
69.02642999999999,2,4-1,,,
69.32639999999999,1,3-4,,,
69.55971,MOT_mc_stage_color_00,r-flash,,
69.55971,2,1-2,,,
70.09299,2,2-3,,,
70.09299,3,2-3,,,
70.09299,4,4-1,,,
70.09299,5,4-1,,,
70.09299,1,4-1,,,
70.49295,2,lp3,,,
70.49295,3,lp3,,,
70.49295,4,lp1,,,
70.49295,5,lp1,,,
70.59294,1,1-2,l1,,
70.99289999999999,1,2-3,lb0,,
71.39286,1,j3-4,,,
72.25944,1,sp4-1,,,
73.05936,1,1-2,,,
73.42599,1,2-3,,,
74.02593,1,j3-4,,,
74.42589,1,lp4,,,
74.85918,MOT_mc_stage_color_00,r-flash,,
74.85918,2,sp3-4,,,
75.89241,2,4-1,l1,,
76.42569,2,1-2,lb0,,
76.82565,1,4-1,,,
77.19228,2,2-3,,,
77.59223999999999,1,1-2,,,
78.05886,2,3-4,,,
78.05886,1,2-3,,,
78.52548,2,sp4-1,,,
78.52548,3,sp3-4,,,
78.52548,4,sp1-2,,,
78.52548,5,sp1-2,,,
78.52548,1,sp3-4,,,
81.89180999999999,MOT_mc_stage_color_00,b-flash,,
81.89180999999999,MOT_mc_bg_black_00,b45-65,,
81.89180999999999,MOT_mc_light_center_00,l1,,
81.89180999999999,MOT_mc_light_up_00,l3,,
81.89180999999999,2,lp1,,,
81.89180999999999,3,lp4,,,
81.89180999999999,4,lp2,,,
81.89180999999999,5,lp2,,,
81.89180999999999,1,4-1,l1,,
82.22511,1,1-2,lb0,,
82.59174,1,2-3,,,
83.29167,1,j3-4,,,
84.25824,1,4-1,l1,,
84.59154,1,1-2,lb0,,
84.95817,1,2-3,,,
85.35813,1,sp3-4,,,
86.69133,2,1-2,r1,,
86.69133,1,lp4,,,
87.02463,2,2-3,rb0,,
87.35793,2,3-4,,,
87.69122999999999,2,4-1,,,
88.05785999999999,2,j1-2,,,
88.69113,2,2-3,,,
89.15775,2,3-4,,,
89.82435,2,4-1,l1,,
90.3243,2,1-2,lb0,,
90.9909,2,2-3,,,
91.42419,2,j3-4,,,
92.49074999999999,2,w4,,,
92.59074,MOT_mc_stage_color_00,r-flash,,
92.59074,MOT_mc_bg_black_00,b45-20,,
92.59074,MOT_mc_light_center_00,l3,,
92.59074,MOT_mc_light_up_00,l4,,
92.59074,2,lp4,,,
92.59074,1,4-1,r1,,
92.95737,1,1-2,,,
93.82395,1,2-3,rb0,,
94.19058,1,3-4,,,
94.62387,1,j4-1,,,
95.32379999999999,1,1-2,,,
95.95707,1,2-3,r1,,
96.45702,1,3-4,rb0,,
97.19028,1,j4-1,,,
97.75689,1,sp1-2,,,
98.65679999999999,1,2-3,,,
99.05676,1,3-4,,,
99.95667,MOT_mc_stage_color_00,b-flash,,
99.95667,2,4-1,,,
99.95667,1,4-1,,,
100.38996,2,1-2,,,
100.58994,1,1-2,,,
100.88991,2,2-3,,,
101.12321999999999,1,2-3,,,
101.55650999999999,2,3-4,,,
101.55650999999999,1,3-4,,,
102.05646,2,j4-1,,,
102.05646,1,j4-1,,,
102.72305999999999,MOT_mc_stage_color_00,r-flash,,
102.72305999999999,2,j1-2,,,
102.72305999999999,3,4-1,,,
102.72305999999999,4,2-3,,,
102.72305999999999,5,2-3,,,
102.72305999999999,1,lp1,,,
103.38965999999999,2,2-3,l1,,
103.6563,5,w3,,,
103.6563,4,w3,,,
103.6563,3,w1,,,
103.75628999999999,2,3-4,lb0,,
104.15625,2,4-1,,,
104.85618,2,sp1-2,,,
105.6561,2,2-3,,,
106.02273,2,3-4,l1,,
106.75599,2,4-1,lb0,,
107.55591,MOT_mc_stage_color_00,b-flash,,
107.55591,2,j1-2,,,
108.25583999999999,2,2-3,r1,,
108.72246,2,3-4,rb0,,
109.45572,2,4-1,,,
109.98899999999999,2,1-2,,,
110.3223,1,1-2,,,
110.58894,2,2-3,,,
111.12222,2,sp3-4,,,
111.12222,1,sp2-3,,,
112.02212999999999,MOT_mc_stage_color_00,r-flash,,
112.02212999999999,2,lp4,,,
112.02212999999999,1,j3-4,,,
112.42209,1,4-1,l1,,
112.78872,1,1-2,lb0,,
113.45532,1,j2-3,,,
114.12191999999999,1,3-4,l1,,
114.72185999999999,1,4-1,lb0,,
115.25514,1,j1-2,,,
116.02172999999999,MOT_mc_stage_color_00,r-flash,,
116.02172999999999,1,2-3,,,
116.75498999999999,1,3-4,,,
117.18827999999999,1,4-1,,,
117.6549,1,1-2,,,
118.15485,2,4-1,,,
118.15485,1,2-3,,,
118.52148,MOT_mc_stage_color_00,b-flash,,
118.55480999999999,2,1-2,,,
118.55480999999999,1,3-4,,,
118.98809999999999,2,2-3,,,
118.98809999999999,1,4-1,,,
119.02143,MOT_mc_stage_color_00,r-flash,,
119.52138,MOT_mc_stage_color_00,y-flash,,
119.55471,2,sp3-4,,,
119.55471,3,sp1-2,,,
119.55471,4,sp3-4,,,
119.55471,5,sp3-4,,,
119.55471,1,sp1-2,,,
122.22111,MOT_mc_stage_color_00,b-flash,,
122.22111,MOT_mc_bg_black_00,b20-65,,
122.22111,MOT_mc_speaker_00,stay,,
122.22111,MOT_mc_light_center_00,l1,,
122.22111,MOT_mc_light_up_00,l1,,
122.22111,MOT_mc_light_under_00,l2,,
122.22111,2,4-1,,,
122.22111,3,2-3,,,
122.22111,4,4-1,,,
122.22111,5,4-1,,,
122.22111,1,2-3,,,
123.15435,5,w1,,,
123.15435,4,w1,,,
123.15435,1,w3,,,
123.15435,2,w1,,,
123.15435,3,w3,,,
