0.03333,MOT_mc_bg_black_00,seat100-0,,
7.332599999999999,MOT_mc_speaker_00,temp2,,
53.727959999999996,1,3-4,r1,,
54.09459,5,w1,,,
54.09459,4,w1,,,
54.09459,3,w1,,,
54.09459,2,w1,,,
54.49455,1,4-1,rb0,,
55.26114,1,j1-2,,,
55.794419999999995,MOT_mc_stage_color_00,b-flash,,
55.794419999999995,MOT_mc_light_center_00,l1,,
55.794419999999995,2,lp1,,,
55.794419999999995,3,lp1,,,
55.794419999999995,4,lp1,,,
55.794419999999995,5,lp1,,,
55.794419999999995,1,2-3,,,
56.36103,1,3-4,r1,,
56.76099,1,4-1,,,
57.26094,1,1-2,rb0,,
57.69423,1,2-3,r1,,
58.194179999999996,1,3-4,rb0,,
58.72746,1,4-1,l1,,
59.26074,1,1-2,lb0,,
59.860679999999995,1,hj2,,,
60.52728,1,2-3,,,
60.96057,1,3-4,,,
61.62717,1,4-1,,,
61.62717,2,1-2,,,
61.62717,3,1-2,,,
61.62717,4,1-2,,,
61.62717,5,1-2,,,
61.9938,2,lp2,,,
61.9938,3,lp2,,,
61.9938,4,lp2,,,
61.9938,5,lp2,,,
62.56041,1,w1,,,
62.693729999999995,1,sj1,,,
63.19368,1,w1,,,
63.39366,1,1-2,r1,,
63.76029,1,2-3,rb0,,
64.12692,1,3-4,r1,,
64.52687999999999,1,4-1,rb0,,
64.92684,1,1-2,l1,,
65.42679,1,sj2,,,
65.92674,1,w2,,,
66.19337999999999,1,sp2-3,,,
67.42658999999999,1,3-4,,,
67.42658999999999,2,2-3,,,
67.42658999999999,3,2-3,,,
67.42658999999999,4,2-3,,,
67.42658999999999,5,2-3,,,
67.79321999999999,2,lp3,,,
67.79321999999999,3,lp3,,,
67.79321999999999,4,lp3,,,
67.79321999999999,5,lp3,,,
68.35983,1,w4,,,
68.85978,1,4-1,lb0,,
69.62637,1,1-2,l1,,
70.55960999999999,1,w2,,,
71.05955999999999,1,2-3,,,
71.45952,1,sj3,,,
71.85947999999999,1,3-4,,,
72.22610999999999,1,j4-1,,,
72.85938,1,1-2,,,
72.85938,2,3-4,,,
72.85938,3,3-4,,,
72.85938,4,3-4,,,
72.85938,5,3-4,,,
73.22601,2,lp4,,,
73.22601,3,lp4,,,
73.22601,4,lp4,,,
73.22601,5,lp4,,,
73.62597,1,2-3,l2,,
74.49255,1,3-4,lb1,,
75.02583,1,sj4,,,
75.52578,1,4-1,l2,,
76.09239,1,1-2,lb1,,
76.49235,1,j2-3,,,
77.39226,1,3-4,,,
77.39226,2,4-1,,,
77.39226,3,4-1,,,
77.39226,4,4-1,,,
77.39226,5,4-1,,,
77.75889,2,lp1,,,
77.75889,3,lp1,,,
77.75889,4,lp1,,,
77.75889,5,lp1,,,
77.95886999999999,1,4-1,lb0,,
78.52548,1,1-2,l1,,
79.05875999999999,1,sp2-3,,,
81.19188,1,3-4,,,
81.72516,MOT_mc_stage_color_00,y-flash,,
81.72516,MOT_mc_light_center_00,l3,,
81.72516,MOT_mc_light_up_00,l4,,
81.72516,MOT_mc_light_under_00,l1,,
81.72516,MOT_mc_stage_color_00,y,,
81.72516,1,4-1,,,
81.72516,2,1-2,,,L0
81.72516,3,1-2,,,L0
81.72516,4,1-2,,,L0
81.72516,5,1-2,,,L0
82.09179,1,1-2,l2,,
82.45841999999999,1,2-3,lb1,,
82.6584,5,w2,,,
82.6584,4,w2,,,
82.6584,3,w2,,,
82.6584,2,w2,,,
82.85838,MOT_mc_stage_color_00,b-flash,,
82.85838,1,3-4,,,
82.85838,2,2-3,,,
82.85838,3,2-3,,,
82.85838,4,2-3,,,
82.85838,5,2-3,,,
83.09169,2,lp3,,,
83.09169,3,lp3,,,
83.09169,4,lp3,,,
83.09169,5,lp3,,,
83.49164999999999,MOT_mc_stage_color_00,y-flash,,
83.55830999999999,1,lp4,,,
83.72496,2,3-4,,,
83.72496,3,3-4,,,
83.72496,4,3-4,,,
83.72496,5,3-4,,,
84.05825999999999,MOT_mc_stage_color_00,r-flash,,
84.29157,1,4-1,,,
84.45822,2,4-1,,,
84.45822,3,4-1,,,
84.45822,4,4-1,,,
84.45822,5,4-1,,,
84.62487,MOT_mc_stage_color_00,y-flash,,
84.72485999999999,1,sj1,,,
84.89151,2,sj1,,,
84.89151,3,sj1,,,
84.89151,4,sj1,,,
84.89151,5,sj1,,,
85.22480999999999,1,1-2,,,
85.22480999999999,2,1-2,,,
85.22480999999999,3,1-2,,,
85.22480999999999,4,1-2,,,
85.22480999999999,5,1-2,,,
85.92474,1,2-3,l2,,
86.09138999999999,2,2-3,l1,,
86.09138999999999,3,2-3,l1,,
86.09138999999999,4,2-3,l1,,
86.09138999999999,5,2-3,l1,,
86.62467,1,3-4,lb1,,
86.79132,2,3-4,lb0,,
86.79132,3,3-4,lb0,,
86.79132,4,3-4,lb0,,
86.79132,5,3-4,lb0,,
87.39126,1,4-1,,,
87.52458,2,4-1,,,
87.52458,3,4-1,,,
87.52458,4,4-1,,,
87.52458,5,4-1,,,
87.75788999999999,1,j1-2,,,
87.75788999999999,2,j1-2,,,
87.75788999999999,3,j1-2,,,
87.75788999999999,4,j1-2,,,
87.75788999999999,5,j1-2,,,
88.3245,MOT_mc_stage_color_00,y-flash,,
88.3245,1,2-3,,,
88.3245,2,2-3,,,
88.3245,3,2-3,,,
88.3245,4,2-3,,,
88.3245,5,2-3,,,
88.85777999999999,1,3-4,l2,,
89.02443,2,3-4,l1,,
89.02443,3,3-4,l1,,
89.02443,4,3-4,l1,,
89.02443,5,3-4,l1,,
89.22440999999999,MOT_mc_stage_color_00,b-flash,,
89.39106,1,4-1,lb1,,
89.55771,2,4-1,lb0,,
89.55771,3,4-1,lb0,,
89.55771,4,4-1,lb0,,
89.55771,5,4-1,lb0,,
89.79101999999999,MOT_mc_stage_color_00,r-flash,,
89.89101,1,hj1,,,
90.09098999999999,2,hj1,,,
90.09098999999999,3,hj1,,,
90.09098999999999,4,hj1,,,
90.09098999999999,5,hj1,,,
90.39095999999999,MOT_mc_stage_color_00,y-flash,,
90.55761,1,1-2,,,
90.9909,1,2-3,,,
90.9909,2,1-2,,,
90.9909,3,1-2,,,
90.9909,4,1-2,,,
90.9909,5,1-2,,,
91.42419,1,3-4,l2,,
91.59084,2,2-3,l1,,
91.59084,3,2-3,l1,,
91.59084,4,2-3,l1,,
91.59084,5,2-3,l1,,
91.85748,1,4-1,lb1,,
92.02413,2,3-4,lb0,,
92.02413,3,3-4,lb0,,
92.02413,4,3-4,lb0,,
92.02413,5,3-4,lb0,,
92.39076,1,sp1-2,,,
92.39076,2,sp4-1,,,
92.39076,3,sp4-1,,,
92.39076,4,sp4-1,,,
92.39076,5,sp4-1,,,
93.35732999999999,MOT_mc_stage_color_00,r-flash,,
93.35732999999999,1,2-3,lb0,,
93.35732999999999,2,1-2,r1,,
93.35732999999999,3,1-2,r1,,
93.35732999999999,4,1-2,r1,,
93.35732999999999,5,1-2,r1,,
93.82395,1,3-4,l1,,
93.82395,2,2-3,rb0,,
93.82395,3,2-3,rb0,,
93.82395,4,2-3,rb0,,
93.82395,5,2-3,rb0,,
94.29057,MOT_mc_stage_color_00,r-flash,,
94.29057,1,hj4,,,
94.29057,2,hj3,,,
94.29057,3,hj3,,,
94.29057,4,hj3,,,
94.29057,5,hj3,,,
94.89050999999999,1,4-1,lb0,,
95.09049,2,3-4,r1,,
95.09049,3,3-4,r1,,
95.09049,4,3-4,r1,,
95.09049,5,3-4,r1,,
95.55711,1,1-2,l1,,
95.75708999999999,2,4-1,rb0,,
95.75708999999999,3,4-1,rb0,,
95.75708999999999,4,4-1,rb0,,
95.75708999999999,5,4-1,rb0,,
96.22371,1,hj2,,,
96.39036,2,sj1,,,
96.39036,3,sj1,,,
96.39036,4,sj1,,,
96.39036,5,sj1,,,
96.82365,1,hj2,,,
96.82365,2,hj1,,,
96.82365,3,hj1,,,
96.82365,4,hj1,,,
96.82365,5,hj1,,,
97.3236,1,2-3,lb0,,
97.52358,2,1-2,r1,,
97.52358,3,1-2,r1,,
97.52358,4,1-2,r1,,
97.52358,5,1-2,r1,,
97.82355,1,3-4,l1,,
98.02353,2,2-3,rb0,,
98.02353,3,2-3,rb0,,
98.02353,4,2-3,rb0,,
98.02353,5,2-3,rb0,,
98.35683,1,hj4,,,
98.55681,2,sj3,,,
98.55681,3,sj3,,,
98.55681,4,sj3,,,
98.55681,5,sj3,,,
99.05676,5,w3,,,
99.05676,4,w3,,,
99.05676,3,w3,,,
99.05676,2,w3,,,
99.35673,MOT_mc_stage_color_00,y-flash,,
99.35673,1,sj4,,,
99.35673,2,sj3,,,
99.35673,3,sj3,,,
99.35673,4,sj3,,,
99.35673,5,sj3,,,
99.72336,1,4-1,,,
99.72336,2,3-4,,,
99.72336,3,3-4,,,
99.72336,4,3-4,,,
99.72336,5,3-4,,,
100.08999,1,sj1,,,
100.08999,2,sj4,,,
100.08999,3,sj4,,,
100.08999,4,sj4,,,
100.08999,5,sj4,,,
100.45662,1,1-2,,,
100.45662,2,4-1,,,
100.45662,3,4-1,,,
100.45662,4,4-1,,,
100.45662,5,4-1,,,
100.82325,1,2-3,,,
100.82325,2,1-2,,,
100.82325,3,1-2,,,
100.82325,4,1-2,,,
100.82325,5,1-2,,,
100.85658,MOT_mc_stage_color_00,b-flash,,
101.18988,1,3-4,,,
101.18988,2,2-3,,,
101.18988,3,2-3,,,
101.18988,4,2-3,,,
101.18988,5,2-3,,,
101.38986,MOT_mc_stage_color_00,r-flash,,
101.58984,1,4-1,,,
101.58984,2,3-4,,,
101.58984,3,3-4,,,
101.58984,4,3-4,,,
101.58984,5,3-4,,,
101.95647,MOT_mc_stage_color_00,y-flash,,
102.02313,1,j1-2,,,
102.02313,2,j4-1,,,
102.02313,3,j4-1,,,
102.02313,4,j4-1,,,
102.02313,5,j4-1,,,
102.58973999999999,1,2-3,l2,,
102.82305,2,1-2,l1,,
102.82305,3,1-2,l1,,
102.82305,4,1-2,l1,,
102.82305,5,1-2,l1,,
103.05636,1,3-4,lb1,,
103.28967,2,2-3,lb0,,
103.28967,3,2-3,lb0,,
103.28967,4,2-3,lb0,,
103.28967,5,2-3,lb0,,
103.58963999999999,1,4-1,l2,,
103.78962,2,3-4,l1,,
103.78962,3,3-4,l1,,
103.78962,4,3-4,l1,,
103.78962,5,3-4,l1,,
104.08959,1,1-2,lb1,,
104.25623999999999,2,4-1,lb0,,
104.25623999999999,3,4-1,lb0,,
104.25623999999999,4,4-1,lb0,,
104.25623999999999,5,4-1,lb0,,
104.58954,1,2-3,l2,,
104.75618999999999,2,1-2,l1,,
104.75618999999999,3,1-2,l1,,
104.75618999999999,4,1-2,l1,,
104.75618999999999,5,1-2,l1,,
105.02283,1,3-4,,,
105.45612,1,lp4,,,
105.45612,2,lp2,,,
105.45612,3,lp2,,,
105.45612,4,lp2,,,
105.45612,5,lp2,,,
105.92273999999999,1,sp4-1,,,
107.68923,1,hj1,,,
107.88920999999999,2,hj2,,,
107.88920999999999,3,hj2,,,
107.88920999999999,4,hj2,,,
107.88920999999999,5,hj2,,,
108.38915999999999,1,j1-2,,,
108.58914,2,j2-3,,,
108.58914,3,j2-3,,,
108.58914,4,j2-3,,,
108.58914,5,j2-3,,,
109.05575999999999,MOT_mc_stage_color_00,y-flash,,
109.05575999999999,MOT_mc_light_up_00,l3,,
109.05575999999999,1,,,f2,
109.45572,1,w2,,,
109.62236999999999,1,2-3,l3,,
109.6557,5,w3,,,
109.6557,4,w3,,,
109.6557,3,w3,,,
109.6557,2,w3,,,
110.15565,1,3-4,lb2,,
110.62227,1,j4-1,,,
110.85557999999999,2,j3-4,,,
110.85557999999999,3,j3-4,,,
110.85557999999999,4,j3-4,,,
110.85557999999999,5,j3-4,,,
111.35553,1,1-2,l3,,
111.85548,1,2-3,lb2,,
111.92214,5,w4,,,
111.92214,4,w4,,,
111.92214,3,w4,,,
111.92214,2,w4,,,
112.32209999999999,1,3-4,lb1,,
112.82204999999999,1,4-1,l2,,
113.48864999999999,1,hj1,,,
113.75528999999999,2,j4-1,,,
113.75528999999999,3,j4-1,,,
113.75528999999999,4,j4-1,,,
113.75528999999999,5,j4-1,,,
114.12191999999999,1,sp1-2,,,
114.38856,2,j1-2,,,
114.38856,3,j1-2,,,
114.38856,4,j1-2,,,
114.38856,5,j1-2,,,
115.12182,1,j2-3,,,
115.42179,2,j2-3,,,
115.42179,3,j2-3,,,
115.42179,4,j2-3,,,
115.42179,5,j2-3,,,
115.68843,1,3-4,l3,,
115.68843,2,3-4,l2,,
115.68843,3,3-4,l2,,
115.68843,4,3-4,l2,,
115.68843,5,3-4,l2,,
116.28837,1,4-1,lb2,,
116.28837,2,4-1,lb1,,
116.28837,3,4-1,lb1,,
116.28837,4,4-1,lb1,,
116.28837,5,4-1,lb1,,
116.82164999999999,1,1-2,lb1,,
116.82164999999999,2,1-2,,,
116.82164999999999,3,1-2,,,
116.82164999999999,4,1-2,,,
116.82164999999999,5,1-2,,,
117.35493,1,2-3,,,
117.35493,2,2-3,,,
117.35493,3,2-3,,,
117.35493,4,2-3,,,
117.35493,5,2-3,,,
118.02153,1,sj3,,,
118.02153,2,sj3,,,
118.02153,3,sj3,,,
118.02153,4,sj3,,,
118.02153,5,sj3,,,
118.52148,5,w3,,,
118.52148,4,w3,,,
118.52148,3,w3,,,
118.52148,2,w3,,,
118.52148,1,w3,,,
122.28777,MOT_mc_stage_color_00,b-flash,,
122.28777,MOT_mc_bg_black_00,b45-80,,
122.28777,MOT_mc_light_center_00,l1,,
122.28777,MOT_mc_light_up_00,l1,,
122.28777,MOT_mc_light_under_00,l3,,
122.28777,MOT_mc_speaker_00,stay,,
122.28777,1,3-4,,,
122.28777,2,3-4,,,
122.28777,3,3-4,,,
122.28777,4,3-4,,,
122.28777,5,3-4,,,
123.22100999999999,5,w4,,,
123.22100999999999,4,w4,,,
123.22100999999999,3,w4,,,
123.22100999999999,2,w4,,,
123.22100999999999,1,w4,,,
