49.56171,1,lp3,,
49.56171,2,lp3,,
49.56171,3,lp3,,
49.56171,4,lp3,,
49.56171,5,lp3,,
49.82835,MOT_mc_stage_color_00,b-flash,,
49.86168,2,j3-4,,
49.89501,MOT_mc_speaker_00,m1,,
50.36163,2,4-1,,
50.62827,MOT_mc_stage_color_00,b-flash,,
50.69493,MOT_mc_speaker_00,m2,,
50.72826,5,j3-4,,
50.72826,2,w1,,
51.26154,5,4-1,,
51.46152,3,j3-4,,
51.52818,MOT_mc_stage_color_00,b-flash,,
51.59484,MOT_mc_speaker_00,m3,,
51.6615,5,w1,,
51.9948,3,4-1,,
52.26144,MOT_mc_bg_black_00,b45-20,,
52.3281,MOT_mc_stage_color_00,b-flash,,
52.3281,4,j3-1,,
52.3281,3,w1,,
52.39476,MOT_mc_speaker_00,m4,,
52.76139,1,j3-4,,
52.894709999999996,4,w1,,
53.22801,MOT_mc_speaker_00,m0a,,
53.26134,1,j4-1,,
53.761289999999995,1,lp1,,
54.46122,1,j1-3,,
54.46122,2,j1-3,,
54.46122,3,j1-3,,
54.46122,4,j1-3,,
54.46122,5,j1-3,,
54.89451,MOT_mc_speaker_00,m0b,,
54.961169999999996,1,j3-4,,
54.961169999999996,2,j3-4,,
54.961169999999996,3,j3-4,,
55.16115,4,j3-4,,
55.16115,5,j3-4,,
55.49445,1,4-2,,
55.49445,2,4-2,,
55.49445,3,4-2,,
55.49445,4,4-2,,
55.49445,5,4-2,,
55.861079999999994,1,w2,,
55.861079999999994,2,w2,,
55.861079999999994,3,w2,,
55.861079999999994,4,w2,,
55.861079999999994,5,w2,,
56.09439,1,j2-1,,
56.09439,2,j2-1,,
56.09439,3,j2-1,,
56.09439,4,j2-1,,
56.09439,5,j2-1,,
56.561009999999996,1,lp1,,
56.561009999999996,2,lp1,,
56.561009999999996,3,lp1,,
56.561009999999996,4,lp1,,
56.561009999999996,5,lp1,,
57.12762,1,,lb1,
57.12762,2,,lb1,
57.12762,3,,lb1,
57.12762,4,,lb1,
57.12762,5,,lb1,
57.92754,1,,lb0,
57.92754,2,,lb0,
57.92754,3,,lb0,
57.92754,4,,lb0,
57.92754,5,,lb0,
58.294169999999994,1,hj1,,
58.294169999999994,2,hj1,,
58.294169999999994,3,hj1,,
58.294169999999994,4,hj1,,
58.294169999999994,5,hj1,,
58.96077,1,w1,,
58.96077,2,w1,,
58.96077,3,w1,,
58.96077,4,w1,,
58.96077,5,w1,,
58.994099999999996,5,sj1,,
59.16075,4,sj1,,
59.36073,1,sj1,,
59.56071,2,sj1,,
59.72736,3,sj1,,
60.02733,1,1-2,,
60.02733,2,1-2,,
60.02733,3,1-2,,
60.02733,4,1-2,,
60.02733,5,1-2,,
60.39396,1,2-3,,
60.39396,2,2-3,,
60.39396,3,2-3,,
60.39396,4,2-3,,
60.39396,5,2-3,,
60.79392,1,3-1,,
60.79392,2,3-1,,
60.79392,3,3-1,,
60.79392,4,3-1,,
60.79392,5,3-1,,
61.093889999999995,1,j1-2,,
61.093889999999995,2,j1-2,,
61.093889999999995,3,j1-2,,
61.093889999999995,4,j1-2,,
61.093889999999995,5,j1-2,,
61.960469999999994,1,2-3,,
61.960469999999994,2,2-3,,
61.960469999999994,3,2-3,,
61.960469999999994,4,2-3,,
61.960469999999994,5,2-3,,
62.12712,MOT_mc_bg_black_00,b20-45,,
62.56041,1,w3,,
62.56041,2,w3,,
62.56041,3,w3,,
62.56041,4,w3,,
62.56041,5,w3,,
63.160349999999994,MOT_mc_stage_color_00,b-flash,,
63.22701,MOT_mc_speaker_00,m5,,
63.22701,2,3-4,,
63.426989999999996,2,4-1,,
63.860279999999996,2,w1,,
63.9936,MOT_mc_stage_color_00,b-flash,,
63.9936,5,4-2,,
64.06026,MOT_mc_speaker_00,m6,,
64.22691,5,2-1,,
64.6602,5,w1,,
64.86018,MOT_mc_stage_color_00,b-flash,,
64.86018,3,j3-1,,
64.89350999999999,MOT_mc_speaker_00,m7,,
65.32679999999999,3,w1,,
65.59344,4,j3-1,,
65.6601,MOT_mc_stage_color_00,b-flash,,
65.6601,1,3-1,,
65.69342999999999,MOT_mc_speaker_00,m8,,
66.06006,1,j1-4,,
66.06006,2,j1-4,,
66.06006,3,j1-4,,
66.06006,4,j1-4,,
66.06006,5,j1-4,,
66.42669,MOT_mc_stage_color_00,r-flash,,
66.49334999999999,MOT_mc_speaker_00,m0b_stay,,
66.52668,1,4-2,,
66.52668,2,4-2,,
66.52668,3,4-2,,
66.52668,4,4-2,,
66.52668,5,4-2,,
66.95997,1,2-3,,
66.95997,2,2-3,,
66.95997,3,2-3,,
66.95997,4,2-3,,
66.95997,5,2-3,,
67.39326,1,lp3,,
67.39326,4,lp3,,
67.39326,5,lp3,,
67.39326,2,lp3,,
67.39326,3,lp3,,
68.59313999999999,2,j3-1,,
68.59313999999999,3,j3-1,,
69.09309,2,lp1,,
69.09309,3,lp1,,
69.39305999999999,1,j3-1,,
69.39305999999999,4,j3-1,,
69.39305999999999,5,j3-1,,
69.85968,1,lp1,,
69.85968,4,lp1,,
69.85968,5,lp1,,
72.22610999999999,1,1-2,,
72.22610999999999,2,1-2,,
72.22610999999999,3,1-2,,
72.22610999999999,4,1-2,,
72.22610999999999,5,1-2,,
72.42609,1,2-4,,
72.42609,2,2-4,,
72.42609,3,2-4,,
72.42609,4,2-4,,
72.42609,5,2-4,,
72.72605999999999,1,hj4,,
72.72605999999999,2,hj4,,
72.72605999999999,3,hj4,,
72.72605999999999,4,hj4,,
72.72605999999999,5,hj4,,
73.25934,1,lp4,,
73.25934,2,lp4,,
73.25934,3,lp4,,
73.25934,4,lp4,,
73.25934,5,lp4,,
75.72576,1,j4-3,,
75.72576,2,j4-3,,
75.72576,3,j4-3,,
75.72576,4,j4-3,,
75.72576,5,j4-3,,
76.22570999999999,1,lp3,,
76.22570999999999,2,lp3,,
76.22570999999999,4,lp3,,
76.22570999999999,3,lp3,,
76.22570999999999,5,3-2,,
76.42569,3,3-2,,
76.62567,5,lp2,,
76.62567,1,3-2,,
76.82565,3,lp2,,
76.9923,2,3-2,,
77.02562999999999,1,lp2,,
77.22561,4,3-2,,
77.39226,2,lp2,,
77.62557,4,lp2,,
79.39206,1,j2-3,,
79.39206,2,j2-3,,
79.39206,3,j2-3,,
79.39206,4,j2-3,,
79.39206,5,j2-3,,
80.19198,1,j3-4,,
80.19198,2,j3-4,,
80.19198,3,j3-4,,
80.19198,4,j3-4,,
80.19198,5,j3-4,,
80.75859,1,4-1,,
80.75859,2,4-1,,
80.75859,3,4-1,,
80.75859,4,4-1,,
80.75859,5,4-1,,
81.05856,1,j1-3,,
81.05856,2,j1-3,,
81.05856,3,j1-3,,
81.05856,4,j1-3,,
81.05856,5,j1-3,,
81.49185,1,sp3-4,,
81.49185,2,sp3-4,,
81.49185,3,sp3-4,,
81.49185,4,sp3-4,,
81.49185,5,sp3-4,,
82.85838,4,j4-1,,
83.02503,2,j4-1,,
83.19167999999999,1,j4-1,,
83.325,3,j4-1,,
83.49164999999999,5,j4-1,,
84.6582,4,1-2,,
84.82485,2,1-2,,
84.9915,1,1-2,,
85.12482,3,1-2,,
85.29146999999999,5,1-2,,
85.45812,4,2-3,,
85.59143999999999,2,2-3,,
85.75809,1,2-3,,
85.89141,3,2-3,,
86.09138999999999,1,3-4,,
86.09138999999999,2,3-4,,
86.09138999999999,3,3-4,,
86.09138999999999,4,3-4,,
86.09138999999999,5,2-4,,
86.52467999999999,1,,r1,
86.52467999999999,4,,r1,
86.52467999999999,5,,r1,
86.52467999999999,2,,l1,
86.52467999999999,3,,l1,
86.52467999999999,1,lp4,,
86.52467999999999,2,lp4,,
86.52467999999999,3,lp4,,
86.52467999999999,4,lp4,,
86.52467999999999,5,lp4,,
87.15795,1,,rb0,
87.15795,4,,rb0,
87.15795,5,,rb0,
87.15795,2,,lb0,
87.15795,3,,lb0,
87.59124,1,,l1,
87.59124,4,,l1,
87.59124,5,,l1,
87.59124,2,,r1,
87.59124,3,,r1,
88.6578,1,,lb0,
88.6578,4,,lb0,
88.6578,5,,lb0,
88.6578,2,,rb0,
88.6578,3,,rb0,
88.6578,1,4-1,,
88.6578,2,4-1,,
88.6578,3,4-1,,
88.6578,4,4-1,,
88.6578,5,4-1,,
89.02443,1,1-3,,
89.02443,2,1-3,,
89.02443,3,1-3,,
89.02443,4,1-3,,
89.02443,5,1-3,,
89.39106,1,j3-4,,
89.39106,2,j3-4,,
89.39106,3,j3-4,,
89.39106,4,j3-4,,
89.39106,5,j3-4,,
89.59103999999999,MOT_mc_bg_black_00,b45-20,,
89.59103999999999,MOT_mc_stage_color_00,b-flash,,
89.62437,MOT_mc_special_03,petal_fall,,
89.85768,MOT_mc_speaker_00,m0c,,
89.991,1,lp4,,
89.991,2,lp4,,
89.991,3,lp4,,
89.991,4,lp4,,
89.991,5,lp4,,
90.3243,1,,r1,
90.3243,2,,r1,
90.3243,3,,r1,
90.3243,4,,r1,
90.3243,5,,r1,
91.15755,1,,r2,
91.15755,2,,r2,
91.15755,3,,r2,
91.15755,4,,r2,
91.15755,5,,r2,
91.55751,1,hj4,,
91.55751,2,hj4,,
91.55751,3,hj4,,
91.55751,4,hj4,,
91.55751,5,hj4,,
92.29077,4,sj4,,
92.45742,3,sj4,,
92.72406,5,sj4,,
92.79072,2,sj4,,
92.92403999999999,1,sj4,,
93.25734,1,4-2,,
93.25734,2,4-2,,
93.25734,3,4-2,,
93.25734,4,4-2,,
93.25734,5,4-2,,
93.65729999999999,1,2-1,,
93.65729999999999,2,2-1,,
93.65729999999999,3,2-1,,
93.65729999999999,4,2-1,,
93.65729999999999,5,2-1,,
94.02393,1,1-2,,
94.02393,2,1-2,,
94.02393,3,1-2,,
94.02393,4,1-2,,
94.02393,5,1-2,,
94.49055,1,sj2,,
94.49055,2,sj2,,
94.49055,3,sj2,,
94.49055,4,sj2,,
94.49055,5,sj2,,
94.89050999999999,1,sj2,,
94.89050999999999,2,sj2,,
94.89050999999999,3,sj2,,
94.89050999999999,4,sj2,,
94.89050999999999,5,sj2,,
95.32379999999999,1,sj2,,
95.32379999999999,2,sj2,,
95.32379999999999,3,sj2,,
95.32379999999999,4,sj2,,
95.32379999999999,5,sj2,,
95.72376,MOT_mc_bg_black_00,b20-45,,
95.72376,MOT_mc_special_03,petal_fall_out,,
95.72376,1,2-3,,
95.72376,2,2-3,,
95.72376,3,2-3,,
95.72376,4,2-3,,
95.72376,5,2-3,,
96.15705,1,lp3,,
96.15705,2,lp3,,
96.15705,3,lp3,,
96.15705,4,lp3,,
96.15705,5,lp3,,
96.39036,1,j3-4,,
96.45702,MOT_mc_stage_color_00,b-flash,,
96.52368,MOT_mc_speaker_00,m9,,
96.85698,1,4-1,,
97.22361,4,j3-4,,
97.22361,1,w1,,
97.29026999999999,MOT_mc_stage_color_00,b-flash,,
97.3236,MOT_mc_speaker_00,m10,,
97.75689,4,4-1,,
97.95687,5,j3-4,,
98.09018999999999,MOT_mc_stage_color_00,b-flash,,
98.15684999999999,MOT_mc_speaker_00,m11,,
98.15684999999999,4,w1,,
98.49015,5,4-1,,
98.82345,3,j3-1,,
98.82345,5,w1,,
98.95676999999999,MOT_mc_stage_color_00,b-flash,,
99.02342999999999,MOT_mc_speaker_00,m12,,
99.25674,2,j3-4,,
99.39005999999999,3,w1,,
99.82334999999999,MOT_mc_stage_color_00,b-flash,,
99.82334999999999,2,j4-1,,
99.85668,MOT_mc_speaker_00,m0c_stay,,
100.32329999999999,2,lp1,,
101.02323,1,j1-3,,
101.02323,2,j1-3,,
101.02323,3,j1-3,,
101.02323,4,j1-3,,
101.02323,5,j1-3,,
101.48984999999999,1,j3-4,,
101.48984999999999,2,j3-4,,
101.48984999999999,3,j3-4,,
101.75649,4,j3-4,,
101.75649,5,j3-4,,
102.12312,1,4-2,,
102.12312,2,4-2,,
102.12312,3,4-2,,
102.12312,4,4-2,,
102.12312,5,4-2,,
102.22310999999999,MOT_mc_special_03,petal_fall,,
102.42309,1,w2,,
102.42309,2,w2,,
102.42309,3,w2,,
102.42309,4,w2,,
102.42309,5,w2,,
102.65639999999999,1,j2-1,,
102.65639999999999,2,j2-1,,
102.65639999999999,3,j2-1,,
102.65639999999999,4,j2-1,,
102.65639999999999,5,j2-1,,
102.68973,MOT_mc_bg_black_00,b45-20,,
103.12302,1,lp1,,
103.12302,2,lp1,,
103.12302,3,lp1,,
103.12302,4,lp1,,
103.12302,5,lp1,,
103.68963,1,,rb1,
103.68963,2,,rb1,
103.68963,3,,rb1,
103.68963,4,,rb1,
103.68963,5,,rb1,
104.48955,1,,rb0,
104.48955,2,,rb0,
104.48955,3,,rb0,
104.48955,4,,rb0,
104.48955,5,,rb0,
104.85618,1,hj1,,
104.85618,2,hj1,,
104.85618,3,hj1,,
104.85618,4,hj1,,
104.85618,5,hj1,,
105.58944,1,w1,,
105.58944,2,w1,,
105.58944,3,w1,,
105.58944,4,w1,,
105.58944,5,w1,,
105.62276999999999,5,sj1,,
105.78941999999999,4,sj1,,
105.98939999999999,1,sj1,,
106.18938,2,sj1,,
106.35602999999999,3,sj1,,
106.48935,MOT_mc_speaker_00,m0d,,
106.58933999999999,1,1-2,,
106.58933999999999,2,1-2,,
106.58933999999999,3,1-2,,
106.58933999999999,4,1-2,,
106.58933999999999,5,1-2,,
106.95597,1,2-3,,
106.95597,2,2-3,,
106.95597,3,2-3,,
106.95597,4,2-3,,
106.95597,5,2-3,,
107.35593,1,3-1,,
107.35593,2,3-1,,
107.35593,3,3-1,,
107.35593,4,3-1,,
107.35593,5,3-1,,
107.65589999999999,1,j1-2,,
107.65589999999999,2,j1-2,,
107.65589999999999,3,j1-2,,
107.65589999999999,4,j1-2,,
107.65589999999999,5,j1-2,,
108.52248,1,2-3,,
108.52248,2,2-3,,
108.52248,3,2-3,,
108.52248,4,2-3,,
108.52248,5,2-3,,
108.55581,MOT_mc_special_03,petal_fall_out,,
108.95577,1,w3,,
108.95577,2,w3,,
108.95577,3,w3,,
108.95577,4,w3,,
108.95577,5,w3,,
109.02243,MOT_mc_bg_black_00,b20-45,,
109.72236,1,3-4,,
109.75569,MOT_mc_stage_color_00,b-flash,,
109.82235,MOT_mc_speaker_00,m13,,
109.92233999999999,1,4-1,,
110.35562999999999,1,w1,,
110.48894999999999,4,4-2,,
110.58894,MOT_mc_stage_color_00,b-flash,,
110.65559999999999,MOT_mc_speaker_00,m14,,
110.72225999999999,4,2-1,,
111.18888,4,w1,,
111.38886,MOT_mc_stage_color_00,b-flash,,
111.38886,5,j3-1,,
111.45551999999999,MOT_mc_speaker_00,m15,,
111.85548,5,w1,,
112.12212,3,j3-1,,
112.18878,2,3-1,,
112.25544,MOT_mc_stage_color_00,b-flash,,
112.32209999999999,MOT_mc_speaker_00,m16,,
112.68872999999999,1,j1-4,,
112.68872999999999,2,j1-4,,
112.68872999999999,3,j1-4,,
112.68872999999999,4,j1-4,,
112.68872999999999,5,j1-4,,
113.12201999999999,MOT_mc_stage_color_00,b-flash,,
113.15535,MOT_mc_speaker_00,m0d,,
113.15535,1,4-2,,
113.15535,2,4-2,,
113.15535,3,4-2,,
113.15535,4,4-2,,
113.15535,5,4-2,,
113.58864,1,2-3,,
113.58864,2,2-3,,
113.58864,3,2-3,,
113.58864,4,2-3,,
113.58864,5,2-3,,
114.02193,1,lp3,,
114.02193,4,lp3,,
114.02193,5,lp3,,
114.02193,2,lp3,,
114.02193,3,lp3,,
115.22180999999999,2,j3-1,,
115.22180999999999,3,j3-1,,
115.72175999999999,2,lp1,,
115.72175999999999,3,lp1,,
116.02172999999999,1,j3-1,,
116.02172999999999,4,j3-1,,
116.02172999999999,5,j3-1,,
116.48835,1,lp1,,
116.48835,4,lp1,,
116.48835,5,lp1,,
118.85477999999999,1,1-2,,
118.85477999999999,2,1-2,,
118.85477999999999,3,1-2,,
118.85477999999999,4,1-2,,
118.85477999999999,5,1-2,,
119.05476,MOT_mc_stage_color_00,r-flash,,
119.05476,1,2-4,,
119.05476,2,2-4,,
119.05476,3,2-4,,
119.05476,4,2-4,,
119.05476,5,2-4,,
119.22140999999999,MOT_mc_stage_color_00,r-flash,,
119.22140999999999,MOT_mc_light_up_00,l1,,
119.22140999999999,MOT_mc_light_under_00,l1,,
119.28806999999999,1,hj4,,
119.28806999999999,2,hj4,,
119.28806999999999,3,hj4,,
119.28806999999999,4,hj4,,
119.28806999999999,5,hj4,,
119.82135,1,lp4,,
119.82135,2,lp4,,
119.82135,3,lp4,,
119.82135,4,lp4,,
119.82135,5,lp4,,
121.05456,4,j4-1,,
121.12122,2,j4-1,,
121.48785,MOT_mc_speaker_00,m0e,,
121.48785,3,j4-1,,
121.55451,5,j4-1,,
121.78782,4,sj1,,
121.85448,2,sj1,,
121.92114,1,j4-1,,
122.22111,3,sj1,,
122.22111,4,w1,,
122.28777,5,sj1,,
122.28777,2,w1,,
122.38776,1,j1-3,,
122.78772,1,j3-2,,
122.78772,2,1-2,r1,
122.78772,3,1-2,l1,
122.78772,4,1-2,r1,
122.78772,5,1-2,l1,
123.15435,1,lp2,,
123.15435,2,lp2,,
123.15435,3,lp2,,
123.15435,4,lp2,,
123.15435,5,lp2,,
123.65429999999999,1,,,
123.65429999999999,2,,r2,
123.65429999999999,3,,l2,
123.65429999999999,4,,r2,
123.65429999999999,5,,l2,
124.05426,1,,,
124.05426,2,,r3,
124.05426,3,,l3,
124.05426,4,,r3,
124.05426,5,,l3,
124.35423,1,j2-1,,
124.35423,2,j2-1,,
124.35423,3,j2-1,,
124.35423,4,j2-1,,
124.35423,5,j2-1,,
125.18748,1,1-3,,
125.18748,2,1-3,,
125.18748,3,1-3,,
125.18748,4,1-3,,
125.18748,5,1-3,,
125.6541,1,j3-4,,
125.6541,2,3-4,,
125.6541,3,3-4,,
125.6541,4,3-4,,
125.6541,5,3-4,,
125.92074,2,,rb2,
125.92074,3,,lb2,
125.92074,4,,rb2,
125.92074,5,,lb2,
126.08739,MOT_mc_bg_black_00,b45-65,,
126.25403999999999,1,w4,,
126.25403999999999,2,w4,,
126.25403999999999,3,w4,,
126.25403999999999,4,w4,,
