0.03333,MOT_mc_bg_black_00,stay,,
95.52378,1,2-3,lb0,,
95.52378,2,2-3,lb0,,
95.52378,3,2-3,lb0,,
95.52378,4,2-3,lb0,,
95.85708,MOT_mc_stage_color_00,b-flash,,
95.95707,2,3-4,,,
95.95707,3,3-4,,,
96.02373,1,3-4,,,
96.02373,4,3-4,,,
96.22371,MOT_mc_stage_color_00,b-flash,,
96.42369,1,j4-1,,,
96.42369,2,j4-1,,,
96.42369,3,j4-1,,,
96.42369,4,j4-1,,,
96.49034999999999,MOT_mc_stage_color_00,y-flash,,
96.75699,MOT_mc_stage_color_00,r-flash,,
96.79032,1,sj1,,,
96.79032,2,sj1,,,
96.79032,3,sj1,,,
96.79032,4,sj1,,,
97.12362,1,lp1,,,
97.12362,2,lp1,,,
97.12362,3,lp1,,,
97.12362,4,lp1,,,
97.39026,MOT_mc_stage_color_00,r-flash,,
97.39026,MOT_mc_bg_black_00,b65-20_2,,
97.69023,MOT_mc_light_center_00,l5,,
97.69023,MOT_mc_stage_color_00,y-flash,,
97.69023,2,,,,L0
97.69023,3,,,,L0
97.69023,4,,,,L0
97.69023,1,1-2,r1,,
97.69023,2,1-2,r1,,
97.69023,3,1-2,r1,,
97.69023,4,1-2,r1,,
98.09018999999999,1,lp2,,,
98.09018999999999,2,lp2,,,
98.09018999999999,3,lp2,,,
98.09018999999999,4,lp2,,,
98.3235,1,2-3,rb0,,
98.3235,2,2-3,rb0,,
98.3235,3,2-3,rb0,,
98.3235,4,2-3,rb0,,
98.85678,1,3-4,,,
98.85678,2,3-4,,,
98.85678,3,3-4,,,
98.85678,4,3-4,,,
99.15675,1,lp4,,,
99.15675,2,lp4,,,
99.15675,3,lp4,,,
99.15675,4,lp4,,,
99.52337999999999,1,4-1,l1,,
99.52337999999999,2,4-1,l1,,
99.52337999999999,3,4-1,l1,,
99.52337999999999,4,4-1,l1,,
100.12331999999999,1,1-2,lb0,,
100.12331999999999,2,1-2,lb0,,
100.12331999999999,3,1-2,lb0,,
100.12331999999999,4,1-2,lb0,,
100.45662,1,lp2,,,
100.45662,2,lp2,,,
100.45662,3,lp2,,,
100.45662,4,lp2,,,
101.12321999999999,1,j2-3,,,
101.12321999999999,2,j2-3,,,
101.12321999999999,3,j2-3,,,
101.12321999999999,4,j2-3,,,
101.48984999999999,1,sp3-4,,,
101.48984999999999,2,sp3-4,,,
101.48984999999999,3,sp3-4,,,
101.48984999999999,4,sp3-4,,,
102.42309,MOT_mc_stage_color_00,r-flash,,
102.45642,1,j4-1,,,
102.45642,2,j4-1,,,
102.45642,3,j4-1,,,
102.45642,4,j4-1,,,
102.92304,1,hj1,,,
102.92304,2,hj1,,,
102.92304,3,hj1,,,
102.92304,4,hj1,,,
103.68963,1,j1-2,,,
103.68963,2,j1-2,,,
103.68963,3,j1-2,,,
103.68963,4,j1-2,,,
104.12292,1,2-3,,,
104.12292,2,2-3,,,
104.12292,3,2-3,,,
104.12292,4,2-3,,,
104.48955,1,lp3,,,
104.48955,2,lp3,,,
104.48955,3,lp3,,,
104.48955,4,lp3,,,
104.95617,1,sj3,,,
104.95617,2,sj3,,,
104.95617,3,sj3,,,
104.95617,4,sj3,,,
105.3228,1,3-4,,,
105.3228,2,3-4,,,
105.3228,3,3-4,,,
105.3228,4,3-4,,,
105.6561,1,lp4,,,
105.6561,2,lp4,,,
105.6561,3,lp4,,,
105.6561,4,lp4,,,
106.15605,1,4-1,,,
106.15605,2,4-1,,,
106.15605,3,4-1,,,
106.15605,4,4-1,,,
106.55601,1,lp1,,,
106.55601,2,lp1,,,
106.55601,3,lp1,,,
106.55601,4,lp1,,,
107.08928999999999,1,j1-2,,,
107.08928999999999,2,j1-2,,,
107.08928999999999,3,j1-2,,,
107.08928999999999,4,j1-2,,,
107.65589999999999,1,2-3,r1,,
107.65589999999999,2,2-3,r1,,
107.65589999999999,3,2-3,r1,,
107.65589999999999,4,2-3,r1,,
107.82254999999999,MOT_mc_stage_color_00,b-flash,,
108.05586,1,lp3,,,
108.05586,2,lp3,,,
108.05586,3,lp3,,,
108.05586,4,lp3,,,
108.28917,1,3-4,rb0,,
108.28917,2,3-4,rb0,,
108.28917,3,3-4,rb0,,
