7.39926,9,w2,,
7.39926,10,w2,,
7.39926,11,w2,,
7.39926,12,w2,,
7.39926,13,w2,,
7.39926,14,w2,,
7.39926,15,w2,,
7.79922,1,2-4,,
7.79922,2,2-4,,
7.79922,3,2-4,,
7.79922,4,2-4,,
7.79922,5,2-4,,
7.79922,6,2-4,,
7.79922,7,2-4,,
7.79922,8,2-4,,
7.79922,9,2-4,,
7.79922,10,2-4,,
7.79922,11,2-4,,
7.79922,12,2-4,,
7.79922,13,2-4,,
7.79922,14,2-4,,
7.79922,15,2-4,,
8.165849999999999,1,lp4,,
8.165849999999999,2,lp4,,
8.165849999999999,3,lp4,,
8.165849999999999,4,lp4,,
8.165849999999999,5,lp4,,
8.165849999999999,6,lp4,,
8.165849999999999,7,lp4,,
8.165849999999999,8,lp4,,
8.165849999999999,9,lp4,,
8.165849999999999,10,lp4,,
8.165849999999999,11,lp4,,
8.165849999999999,12,lp4,,
8.165849999999999,13,lp4,,
8.165849999999999,14,lp4,,
8.165849999999999,15,lp4,,
10.398959999999999,1,j4-1,,
10.398959999999999,2,j4-1,,
10.398959999999999,3,j4-1,,
10.398959999999999,4,j4-1,,
10.398959999999999,5,j4-1,,
10.398959999999999,6,j4-1,,
10.398959999999999,7,j4-1,,
10.398959999999999,8,j4-1,,
10.398959999999999,9,j4-1,,
10.398959999999999,10,j4-1,,
10.398959999999999,11,j4-1,,
10.398959999999999,12,j4-1,,
10.398959999999999,13,j4-1,,
10.398959999999999,14,j4-1,,
10.398959999999999,15,j4-1,,
10.83225,1,sj1,,
10.83225,2,sj1,,
10.83225,3,sj1,,
10.83225,4,sj1,,
10.83225,5,sj1,,
10.83225,6,sj1,,
10.83225,7,sj1,,
10.83225,8,sj1,,
10.83225,9,sj1,,
10.83225,10,sj1,,
10.83225,11,sj1,,
10.83225,12,sj1,,
10.83225,13,sj1,,
10.83225,14,sj1,,
10.83225,15,sj1,,
11.23221,1,lp1,,
11.23221,2,lp1,,
11.23221,3,lp1,,
11.23221,4,lp1,,
11.23221,5,lp1,,
11.23221,6,lp1,,
11.23221,7,lp1,,
11.23221,8,lp1,,
11.23221,9,lp1,,
11.23221,10,lp1,,
11.23221,11,lp1,,
11.23221,12,lp1,,
11.23221,13,lp1,,
11.23221,14,lp1,,
11.23221,15,lp1,,
11.6655,6,j1-2,,
11.6655,7,j1-2,,
11.6655,8,j1-2,,
11.6655,9,j1-2,,
11.6655,10,j1-2,,
12.132119999999999,11,j1-2,,
12.132119999999999,12,j1-2,,
12.132119999999999,13,j1-2,,
12.132119999999999,14,j1-2,,
12.132119999999999,15,j1-2,,
12.19878,6,w2,,
12.19878,7,w2,,
12.19878,8,w2,,
12.19878,9,w2,,
12.19878,10,w2,,
12.56541,1,j1-2,,
12.56541,2,j1-2,,
12.56541,3,j1-2,,
12.56541,4,j1-2,,
12.56541,5,j1-2,,
13.16535,1,hj2,,
13.16535,2,hj2,,
13.16535,3,hj2,,
13.16535,4,hj2,,
13.16535,5,hj2,,
13.16535,6,hj2,,
13.16535,7,hj2,,
13.16535,8,hj2,,
13.16535,9,hj2,,
13.16535,10,hj2,,
13.16535,11,hj2,,
13.16535,12,hj2,,
13.16535,13,hj2,,
13.16535,14,hj2,,
13.16535,15,hj2,,
13.56531,MOT_mc_stage_color_00,b-flash,,
13.56531,MOT_mc_bg_black_00,b45-65,,
13.631969999999999,MOT_mc_light_center_00,l3,,
13.631969999999999,MOT_mc_light_up_00,l4,,
13.631969999999999,MOT_mc_light_under_00,l3,,
13.89861,1,2-3,,
13.89861,2,2-3,,
13.89861,3,2-3,,
13.89861,4,2-3,,
13.89861,5,2-3,,
13.89861,6,2-3,,
13.89861,7,2-3,,
13.89861,8,2-3,,
13.89861,9,2-3,,
13.89861,10,2-3,,
13.89861,11,2-3,,
13.89861,12,2-3,,
13.89861,13,2-3,,
13.89861,14,2-3,,
13.89861,15,2-3,,
14.63187,1,3-4,,
14.63187,2,3-4,,
14.63187,3,3-4,,
14.63187,4,3-4,,
14.63187,5,3-4,,
14.63187,6,3-4,,
14.63187,7,3-4,,
14.63187,8,3-4,,
14.63187,9,3-4,,
14.63187,10,3-4,,
14.63187,11,3-4,,
14.63187,12,3-4,,
14.63187,13,3-4,,
14.63187,14,3-4,,
14.63187,15,3-4,,
15.29847,1,4-1,,
15.29847,2,4-1,,
15.29847,3,4-1,,
15.29847,4,4-1,,
15.29847,5,4-1,,
15.29847,6,4-1,,
15.29847,7,4-1,,
15.29847,8,4-1,,
15.29847,9,4-1,,
15.29847,10,4-1,,
15.29847,11,4-1,,
15.29847,12,4-1,,
15.29847,13,4-1,,
15.29847,14,4-1,,
15.29847,15,4-1,,
15.93174,1,j1-4,,
15.93174,2,j1-4,,
15.93174,3,j1-4,,
15.93174,4,j1-4,,
15.93174,5,j1-4,,
15.93174,6,j1-4,,
15.93174,7,j1-4,,
15.93174,8,j1-4,,
15.93174,9,j1-4,,
15.93174,10,j1-4,,
15.93174,11,j1-4,,
15.93174,12,j1-4,,
15.93174,13,j1-4,,
15.93174,14,j1-4,,
15.93174,15,j1-4,,
16.36503,1,lp4,,
16.36503,2,lp4,,
16.36503,3,lp4,,
16.36503,4,lp4,,
16.36503,5,lp4,,
16.36503,6,lp4,,
16.36503,7,lp4,,
16.36503,8,lp4,,
16.36503,9,lp4,,
16.36503,10,lp4,,
16.36503,11,lp4,,
16.36503,12,lp4,,
16.36503,13,lp4,,
16.36503,14,lp4,,
16.36503,15,lp4,,
18.564809999999998,1,4-2,,
18.564809999999998,2,4-2,,
18.564809999999998,3,4-2,,
18.564809999999998,4,4-2,,
18.564809999999998,5,4-2,,
18.564809999999998,6,4-2,,
18.564809999999998,7,4-2,,
18.564809999999998,8,4-2,,
18.564809999999998,9,4-2,,
18.564809999999998,10,4-2,,
18.564809999999998,11,4-2,,
18.564809999999998,12,4-2,,
18.564809999999998,13,4-2,,
18.564809999999998,14,4-2,,
18.564809999999998,15,4-2,,
18.93144,1,j2-4,,
18.9981,2,j2-4,,
18.9981,3,j2-4,,
18.9981,4,j2-4,,
18.9981,5,j2-4,,
19.06476,6,j2-4,,
19.06476,8,j2-4,,
19.06476,11,j2-4,,
19.06476,13,j2-4,,
19.13142,7,j2-4,,
19.13142,9,j2-4,,
19.13142,10,j2-4,,
19.13142,12,j2-4,,
19.13142,14,j2-4,,
19.13142,15,j2-4,,
19.69803,6,j4-1,,
19.764689999999998,7,j4-1,,
19.764689999999998,9,j4-1,,
19.764689999999998,8,j4-1,,
19.764689999999998,2,j4-1,,
19.764689999999998,10,j4-1,,
19.83135,4,j4-1,,
19.83135,1,j4-1,,
19.83135,5,j4-1,,
19.83135,3,j4-1,,
19.89801,11,j4-1,,
19.89801,12,j4-1,,
19.89801,13,j4-1,,
19.89801,14,j4-1,,
19.89801,15,j4-1,,
20.49795,11,j1-2,,
20.56461,12,j1-2,,
20.56461,13,j1-2,,
20.56461,14,j1-2,,
20.56461,15,j1-2,,
20.56461,3,j1-2,,
20.63127,1,j1-2,,
20.63127,2,j1-2,,
20.63127,4,j1-2,,
20.63127,5,j1-2,,
20.69793,6,j1-2,,
20.69793,7,j1-2,,
20.69793,8,j1-2,,
20.69793,9,j1-2,,
20.69793,10,j1-2,,
21.431189999999997,1,2-3,,
21.431189999999997,2,2-3,,
21.431189999999997,3,2-3,,
21.431189999999997,4,2-3,,
21.431189999999997,5,2-3,,
21.431189999999997,6,2-3,,
21.431189999999997,7,2-3,,
21.431189999999997,8,2-3,,
21.431189999999997,9,2-3,,
21.431189999999997,10,2-3,,
21.431189999999997,11,2-3,,
21.431189999999997,12,2-3,,
21.431189999999997,13,2-3,,
21.431189999999997,14,2-3,,
21.431189999999997,15,2-3,,
21.797819999999998,1,lp3,,
21.797819999999998,2,lp3,,
21.797819999999998,3,lp3,,
21.797819999999998,4,lp3,,
21.797819999999998,5,lp3,,
21.797819999999998,6,lp3,,
21.797819999999998,7,lp3,,
21.797819999999998,8,lp3,,
21.797819999999998,9,lp3,,
21.797819999999998,10,lp3,,
21.797819999999998,11,lp3,,
21.797819999999998,12,lp3,,
21.797819999999998,13,lp3,,
21.797819999999998,14,lp3,,
21.797819999999998,15,lp3,,
22.69773,1,3-4,,
22.69773,2,3-4,,
22.69773,3,3-4,,
22.69773,4,3-4,,
22.69773,5,3-4,,
22.69773,6,3-4,,
22.69773,7,3-4,,
22.69773,8,3-4,,
22.69773,9,3-4,,
22.69773,10,3-4,,
22.69773,11,3-4,,
22.69773,12,3-4,,
22.69773,13,3-4,,
22.69773,14,3-4,,
22.69773,15,3-4,,
23.09769,1,4-1,,
23.09769,2,4-1,,
23.09769,3,4-1,,
23.09769,4,4-1,,
23.09769,5,4-1,,
23.09769,6,4-1,,
23.09769,7,4-1,,
23.09769,8,4-1,,
23.09769,9,4-1,,
23.09769,10,4-1,,
23.09769,11,4-1,,
23.09769,12,4-1,,
23.09769,13,4-1,,
23.09769,14,4-1,,
23.09769,15,4-1,,
23.49765,1,j1-2,,
23.49765,2,j1-2,,
23.49765,3,j1-2,,
23.49765,4,j1-2,,
23.49765,5,j1-2,,
23.49765,6,j1-2,,
23.49765,7,j1-2,,
23.49765,8,j1-2,,
23.49765,9,j1-2,,
23.49765,10,j1-2,,
23.49765,11,j1-2,,
23.49765,12,j1-2,,
23.49765,13,j1-2,,
23.49765,14,j1-2,,
23.49765,15,j1-2,,
23.89761,1,sj2,,
23.89761,2,sj2,,
23.89761,3,sj2,,
23.89761,4,sj2,,
23.89761,5,sj2,,
23.89761,6,sj2,,
23.89761,7,sj2,,
23.89761,8,sj2,,
23.89761,9,sj2,,
23.89761,10,sj2,,
23.89761,11,sj2,,
23.89761,12,sj2,,
23.89761,13,sj2,,
23.89761,14,sj2,,
23.89761,15,sj2,,
24.29757,1,w2,,
24.29757,2,w2,,
24.29757,3,w2,,
24.29757,4,w2,,
24.29757,5,w2,,
24.29757,6,w2,,
24.29757,7,w2,,
24.29757,8,w2,,
24.29757,9,w2,,
24.29757,10,w2,,
24.29757,11,w2,,
24.29757,12,w2,,
24.29757,13,w2,,
24.29757,14,w2,,
24.29757,15,w2,,
24.830849999999998,MOT_mc_stage_color_00,r,,
24.830849999999998,MOT_mc_light_up_00,l3,,
24.830849999999998,MOT_mc_light_center_00,l1a,,
24.830849999999998,MOT_mc_speaker_00,stay,,
24.830849999999998,MOT_mc_light_under_00,l1,,
24.830849999999998,1,lp2,,
24.830849999999998,2,lp2,,
24.830849999999998,3,lp2,,
24.830849999999998,4,lp2,,
24.830849999999998,5,lp2,,
24.830849999999998,6,lp2,,
24.830849999999998,7,lp2,,
24.830849999999998,8,lp2,,
24.830849999999998,9,lp2,,
24.830849999999998,10,lp2,,
24.830849999999998,11,lp2,,
24.830849999999998,12,lp2,,
24.830849999999998,13,lp2,,
24.830849999999998,14,lp2,,
24.830849999999998,15,lp2,,
26.19738,1,2-3,,
26.19738,2,2-3,,
26.19738,3,2-3,,
26.19738,4,2-3,,
26.19738,5,2-3,,
26.19738,6,2-3,,
26.19738,7,2-3,,
26.19738,8,2-3,,
26.19738,9,2-3,,
26.19738,10,2-3,,
26.19738,11,2-3,,
26.19738,12,2-3,,
26.19738,13,2-3,,
26.19738,14,2-3,,
26.19738,15,2-3,,
26.56401,1,j3-4,,
26.56401,2,j3-4,,
26.56401,3,j3-4,,
26.56401,4,j3-4,,
26.56401,5,j3-4,,
26.56401,6,j3-4,,
26.56401,7,j3-4,,
26.56401,8,j3-4,,
26.56401,9,j3-4,,
26.56401,10,j3-4,,
26.56401,11,j3-4,,
26.56401,12,j3-4,,
26.56401,13,j3-4,,
26.56401,14,j3-4,,
26.56401,15,j3-4,,
26.9973,1,sj4,,
26.9973,2,sj4,,
26.9973,3,sj4,,
26.9973,4,sj4,,
26.9973,5,sj4,,
26.9973,6,sj4,,
26.9973,7,sj4,,
26.9973,8,sj4,,
26.9973,9,sj4,,
26.9973,10,sj4,,
26.9973,11,sj4,,
26.9973,12,sj4,,
26.9973,13,sj4,,
26.9973,14,sj4,,
26.9973,15,sj4,,
27.39726,1,lp4,,
27.39726,2,lp4,,
27.39726,3,lp4,,
27.39726,4,lp4,,
27.39726,5,lp4,,
27.39726,6,lp4,,
27.39726,7,lp4,,
27.39726,8,lp4,,
27.39726,9,lp4,,
27.39726,10,lp4,,
27.39726,11,lp4,,
27.39726,12,lp4,,
27.39726,13,lp4,,
27.39726,14,lp4,,
27.39726,15,lp4,,
28.26384,2,,r1,
28.26384,4,,r1,
28.26384,3,,l1,
28.26384,5,,l1,
28.63047,1,,,b-1
28.63047,2,,,b-1
28.63047,3,,,b-1
28.63047,4,,,b-1
28.63047,5,,,b-1
28.63047,6,,,b-1
28.63047,7,,,b-1
28.63047,8,,,b-1
28.63047,9,,,b-1
28.63047,10,,,b-1
28.63047,11,,,b-1
28.63047,12,,,b-1
28.63047,13,,,b-1
28.63047,14,,,b-1
28.63047,15,,,b-1
28.63047,9,sort,-500,
28.63047,8,sort,-500,
28.63047,4,sort,-500,
28.63047,5,sort,-500,
28.63047,13,sort,-500,
28.63047,14,sort,-500,
28.63047,10,sort,-800,
28.63047,15,sort,-800,
28.96377,1,,,f0
28.96377,2,,,f0
28.96377,3,,,f0
28.96377,4,,,f0
28.96377,5,,,f0
28.96377,6,,,f0
28.96377,7,,,f0
28.96377,8,,,f0
28.96377,9,,,f0
28.96377,10,,,f0
28.96377,11,,,f0
28.96377,12,,,f0
28.96377,13,,,f0
28.96377,14,,,f0
28.96377,15,,,f0
28.96377,9,sort,-500,
28.96377,8,sort,-500,
28.96377,4,sort,-500,
28.96377,5,sort,-500,
28.96377,13,sort,-500,
28.96377,14,sort,-500,
28.96377,10,sort,-800,
28.96377,15,sort,-800,
29.297069999999998,1,j4-2,,
29.297069999999998,2,j4-2,,
29.297069999999998,3,j4-2,,
29.297069999999998,4,j4-2,,
29.297069999999998,5,j4-2,,
29.297069999999998,6,j4-2,,
29.297069999999998,7,j4-2,,
29.297069999999998,8,j4-2,,
29.297069999999998,9,j4-2,,
29.297069999999998,10,j4-2,,
29.297069999999998,11,j4-2,,
29.297069999999998,12,j4-2,,
29.297069999999998,13,j4-2,,
29.297069999999998,14,j4-2,,
29.297069999999998,15,j4-2,,
29.697029999999998,1,lp2,,
29.697029999999998,2,lp2,,
29.697029999999998,3,lp2,,
29.697029999999998,4,lp2,,
29.697029999999998,5,lp2,,
29.697029999999998,6,lp2,,
29.697029999999998,7,lp2,,
29.697029999999998,8,lp2,,
29.697029999999998,9,lp2,,
29.697029999999998,10,lp2,,
29.697029999999998,11,lp2,,
29.697029999999998,12,lp2,,
29.697029999999998,13,lp2,,
29.697029999999998,14,lp2,,
29.697029999999998,15,lp2,,
30.330299999999998,MOT_mc_stage_color_00,b,,
30.330299999999998,1,lp2,,
30.330299999999998,2,lp2,,
30.330299999999998,3,lp2,,
30.330299999999998,4,lp2,,
30.330299999999998,5,lp2,,
30.330299999999998,6,lp2,,
30.330299999999998,7,lp2,,
30.330299999999998,8,lp2,,
30.330299999999998,9,lp2,,
30.330299999999998,10,lp2,,
30.330299999999998,11,lp2,,
30.330299999999998,12,lp2,,
30.330299999999998,13,lp2,,
30.330299999999998,14,lp2,,
30.330299999999998,15,lp2,,
31.6635,1,2-3,,
31.6635,2,2-3,,
31.6635,3,2-3,,
31.6635,4,2-3,,
31.6635,5,2-3,,
31.6635,6,2-3,,
31.6635,7,2-3,,
31.6635,8,2-3,,
31.6635,9,2-3,,
31.6635,10,2-3,,
31.6635,11,2-3,,
31.6635,12,2-3,,
31.6635,13,2-3,,
31.6635,14,2-3,,
31.6635,15,2-3,,
31.6635,2,,rb0,
31.6635,4,,rb0,
31.6635,3,,lb0,
31.6635,5,,lb0,
32.03013,1,j3-4,,
32.03013,2,j3-4,,
32.03013,3,j3-4,,
32.03013,4,j3-4,,
32.03013,5,j3-4,,
32.03013,6,j3-4,,
32.03013,7,j3-4,,
32.03013,8,j3-4,,
32.03013,9,j3-4,,
32.03013,10,j3-4,,
32.03013,11,j3-4,,
32.03013,12,j3-4,,
32.03013,13,j3-4,,
32.03013,14,j3-4,,
32.03013,15,j3-4,,
32.46342,1,sj4,,
32.46342,2,sj4,,
32.46342,3,sj4,,
32.46342,4,sj4,,
32.46342,5,sj4,,
32.46342,6,sj4,,
32.46342,7,sj4,,
32.46342,8,sj4,,
32.46342,9,sj4,,
32.46342,10,sj4,,
32.46342,11,sj4,,
32.46342,12,sj4,,
32.46342,13,sj4,,
32.46342,14,sj4,,
32.46342,15,sj4,,
32.79672,1,lp4,,
32.79672,2,lp4,,
32.79672,3,lp4,,
32.79672,4,lp4,,
32.79672,5,lp4,,
32.79672,6,lp4,,
32.79672,7,lp4,,
32.79672,8,lp4,,
32.79672,9,lp4,,
32.79672,10,lp4,,
32.79672,11,lp4,,
32.79672,12,lp4,,
32.79672,13,lp4,,
32.79672,14,lp4,,
32.79672,15,lp4,,
33.33,6,,,
33.33,7,,,
33.33,8,,,
33.33,9,hj4,,
33.33,10,hj4,,
33.39666,6,,,
33.39666,7,hj4,,
33.39666,8,hj4,,
33.39666,9,,,
33.39666,10,,,
33.56331,6,hj4,,
33.56331,7,,,
33.56331,8,,,
33.56331,9,,,
33.56331,10,,,
34.19658,6,sj4,,
34.19658,7,sj4,,
34.19658,8,sj4,,
34.19658,9,sj4,,
34.19658,10,sj4,,
34.56321,6,4-1,,
34.56321,7,4-1,,
34.56321,8,4-1,,
34.56321,9,4-1,,
34.56321,10,4-1,,
34.89651,6,lp1,,
34.89651,7,lp1,,
34.89651,8,lp1,,
34.89651,9,lp1,,
34.89651,10,lp1,,
35.79642,MOT_mc_stage_color_00,y,,
35.79642,1,lp2,,
35.79642,2,lp2,,
35.79642,3,lp2,,
35.79642,4,lp2,,
35.79642,5,lp2,,
35.79642,6,lp2,,
35.79642,7,lp2,,
35.79642,8,lp2,,
35.79642,9,lp2,,
35.79642,10,lp2,,
35.79642,11,lp2,,
35.79642,12,lp2,,
35.79642,13,lp2,,
35.79642,14,lp2,,
35.79642,15,lp2,,
36.82965,1,2-3,,
36.82965,2,2-3,,
36.82965,3,2-3,,
36.82965,4,2-3,,
36.82965,5,2-3,,
36.82965,6,2-3,,
36.82965,7,2-3,,
36.82965,8,2-3,,
36.82965,9,2-3,,
36.82965,10,2-3,,
36.82965,11,2-3,,
36.82965,12,2-3,,
36.82965,13,2-3,,
36.82965,14,2-3,,
36.82965,15,2-3,,
37.19628,1,j3-4,,
37.19628,2,j3-4,,
37.19628,3,j3-4,,
37.19628,4,j3-4,,
37.19628,5,j3-4,,
37.19628,6,j3-4,,
37.19628,7,j3-4,,
37.19628,8,j3-4,,
37.19628,9,j3-4,,
37.19628,10,j3-4,,
37.19628,11,j3-4,,
37.19628,12,j3-4,,
37.19628,13,j3-4,,
37.19628,14,j3-4,,
37.19628,15,j3-4,,
37.562909999999995,1,hj4,,
37.562909999999995,2,hj4,,
37.562909999999995,3,hj4,,
37.562909999999995,4,hj4,,
37.562909999999995,5,hj4,,
37.562909999999995,6,hj4,,
37.562909999999995,7,hj4,,
37.562909999999995,8,hj4,,
37.562909999999995,9,hj4,,
37.562909999999995,10,hj4,,
37.562909999999995,11,hj4,,
37.562909999999995,12,hj4,,
37.562909999999995,13,hj4,,
37.562909999999995,14,hj4,,
37.562909999999995,15,hj4,,
38.12952,11,sj4,,
38.19618,15,sj4,,
38.26284,14,sj4,,
38.362829999999995,13,sj4,,
38.46282,12,sj4,,
38.56281,11,hj4,,
38.69613,13,hj4,,
38.69613,12,hj4,,
38.92944,14,sj4,,
38.92944,15,sj4,,
39.29607,1,sj4,,
39.29607,2,sj4,,
39.29607,3,sj4,,
39.29607,4,sj4,,
39.29607,5,sj4,,
39.29607,6,sj4,,
39.29607,7,sj4,,
39.29607,8,sj4,,
39.29607,9,sj4,,
39.29607,10,sj4,,
39.29607,11,sj4,,
39.29607,12,sj4,,
39.29607,13,sj4,,
39.29607,14,sj4,,
39.29607,15,sj4,,
39.6627,1,sj4,,
39.6627,2,sj4,,
39.6627,3,sj4,,
39.6627,4,sj4,,
39.6627,5,sj4,,
39.6627,6,sj4,,
39.6627,7,sj4,,
39.6627,8,sj4,,
39.6627,9,sj4,,
39.6627,10,sj4,,
39.6627,11,sj4,,
39.6627,12,sj4,,
39.6627,13,sj4,,
39.6627,14,sj4,,
39.6627,15,sj4,,
40.02933,1,4-3,,
40.02933,2,4-3,,
40.02933,3,4-3,,
40.02933,4,4-3,,
40.02933,5,4-3,,
40.02933,6,4-3,,
40.02933,7,4-3,,
40.02933,8,4-3,,
40.02933,9,4-3,,
40.02933,10,4-3,,
40.02933,11,4-3,,
40.02933,12,4-3,,
40.02933,13,4-3,,
40.02933,14,4-3,,
40.02933,15,4-3,,
40.329299999999996,1,lp3,,
40.329299999999996,2,lp3,,
40.329299999999996,3,lp3,,
40.329299999999996,4,lp3,,
40.329299999999996,5,lp3,,
40.329299999999996,6,lp3,,
40.329299999999996,7,lp3,,
40.329299999999996,8,lp3,,
40.329299999999996,9,lp3,,
40.329299999999996,10,lp3,,
40.329299999999996,11,lp3,,
40.329299999999996,12,lp3,,
40.329299999999996,13,lp3,,
40.329299999999996,14,lp3,,
40.329299999999996,15,lp3,,
41.26254,MOT_mc_stage_color_00,b,,
41.26254,MOT_mc_bg_black_00,b45,,
41.26254,1,lp2,,
41.26254,2,lp2,,
41.26254,3,lp2,,
41.26254,4,lp2,,
41.26254,5,lp2,,
41.26254,6,lp2,,
41.26254,7,lp2,,
41.26254,8,lp2,,
41.26254,9,lp2,,
41.26254,10,lp2,,
41.26254,11,lp2,,
41.26254,12,lp2,,
41.26254,13,lp2,,
41.26254,14,lp2,,
41.26254,15,lp2,,
42.49575,1,2-3,,
42.49575,2,2-3,,
42.49575,3,2-3,,
42.49575,4,2-3,,
42.49575,5,2-3,,
42.49575,6,2-3,,
42.49575,7,2-3,,
42.49575,8,2-3,,
42.49575,9,2-3,,
42.49575,10,2-3,,
42.49575,11,2-3,,
42.49575,12,2-3,,
42.49575,13,2-3,,
42.49575,14,2-3,,
42.49575,15,2-3,,
42.862379999999995,1,j3-4,,
42.862379999999995,2,j3-4,,
42.862379999999995,3,j3-4,,
42.862379999999995,4,j3-4,,
42.862379999999995,5,j3-4,,
42.862379999999995,6,j3-4,,
42.862379999999995,7,j3-4,,
42.862379999999995,8,j3-4,,
42.862379999999995,9,j3-4,,
42.862379999999995,10,j3-4,,
42.862379999999995,11,j3-4,,
42.862379999999995,12,j3-4,,
42.862379999999995,13,j3-4,,
42.862379999999995,14,j3-4,,
42.862379999999995,15,j3-4,,
43.29567,1,sj4,,
43.29567,2,sj4,,
43.29567,3,sj4,,
43.29567,4,sj4,,
43.29567,5,sj4,,
43.29567,6,sj4,,
43.29567,7,sj4,,
43.29567,8,sj4,,
43.29567,9,sj4,,
43.29567,10,sj4,,
43.29567,11,sj4,,
43.29567,12,sj4,,
43.29567,13,sj4,,
43.29567,14,sj4,,
43.29567,15,sj4,,
43.69563,1,lp4,,
43.69563,2,lp4,,
43.69563,3,lp4,,
43.69563,4,lp4,,
43.69563,5,lp4,,
43.69563,6,lp4,,
43.69563,7,lp4,,
43.69563,8,lp4,,
43.69563,9,lp4,,
