0.03333,MOT_all,cherry_1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_light_under_00,l2,,
9.998999999999999,4,j4-1,,,
10.098989999999999,5,j4-1,,,
10.46562,1,hj4,,,
10.46562,2,hj1,,,
10.46562,3,hj1,,,
10.46562,4,hj1,,,
10.46562,5,hj1,,,
11.03223,1,lp4,,,
11.03223,2,lp1,,,
11.03223,3,lp1,,,
11.03223,4,lp1,,,
11.03223,5,lp1,,,
11.69883,1,,r1,,
11.69883,2,,r1,,
11.69883,3,,r1,,
11.69883,4,,r1,,
11.69883,5,,r1,,
12.232109999999999,1,4-1,r2,,
12.232109999999999,2,1-2,r2,,
12.232109999999999,3,1-2,r2,,
12.232109999999999,4,1-2,r2,,
12.232109999999999,5,1-2,r2,,
12.56541,1,lp1,,,
12.56541,2,lp2,,,
12.56541,3,lp2,,,
12.56541,4,lp2,,,
12.56541,5,lp2,,,
13.09869,1,,,,L0
13.09869,1,1-2,,f0,
13.09869,2,2-3,,,
13.09869,3,2-3,,,
13.09869,4,2-3,,,
13.09869,5,2-3,,,
13.29867,MOT_mc_stage_color_00,b-flash,,
13.331999999999999,MOT_mc_light_up_00,l1,,
13.331999999999999,MOT_mc_light_center_00,l2,,
13.39866,2,lp3,,,
13.39866,3,lp3,,,
13.39866,4,lp3,,,
13.39866,5,lp3,,,
13.89861,1,j2-3,,,
14.265239999999999,1,hj3,,,
15.23181,1,j3-4,,,
15.23181,2,j3-4,,,
15.23181,3,j3-4,,,
15.23181,4,j3-4,,,
15.23181,5,j3-4,,,
15.565109999999999,4,j4-1,,,
15.565109999999999,5,j4-1,,,
15.89841,2,j4-1,,,
15.89841,3,j4-1,,,
16.23171,1,lp4,,,
16.23171,2,lp1,,,
16.23171,3,lp1,,,
16.23171,4,lp1,,,
16.23171,5,lp1,,,
17.03163,1,,rb1,,
17.03163,2,,rb1,,
17.03163,3,,rb1,,
17.03163,4,,rb1,,
17.03163,5,,rb1,,
17.49825,1,4-1,rb0,,
17.49825,2,1-2,rb0,,
17.49825,3,1-2,rb0,,
17.49825,4,1-2,rb0,,
17.49825,5,1-2,rb0,,
17.83155,1,lp1,,,
17.83155,2,lp2,,,
17.83155,3,lp2,,,
17.83155,4,lp2,,,
17.83155,5,lp2,,,
18.73146,1,j1-2,,,
18.73146,2,j2-3,,,
18.73146,3,j2-3,,,
18.73146,4,j2-3,,,
18.73146,5,j2-3,,,
19.09809,2,3-4,,,
19.09809,3,3-4,,,
19.398059999999997,1,sp2-3,,,
19.398059999999997,2,sp4-1,,,
19.398059999999997,3,sp4-1,,,
19.398059999999997,4,sp3-4,,,
19.398059999999997,5,sp3-4,,,
20.36463,1,hj3,,,
20.36463,2,hj1,,,
20.36463,3,hj1,,,
20.36463,4,hj4,,,
20.36463,5,hj4,,,
21.13122,1,3-4,,,
21.13122,2,1-2,,,
21.13122,3,1-2,,,
21.13122,4,4-1,,,
21.13122,5,4-1,,,
21.431189999999997,5,hj1,,,
21.53118,3,hj2,,,
21.631169999999997,1,hj4,,,
21.73116,2,hj2,,,
21.831149999999997,4,hj1,,,
22.397759999999998,1,4-1,,,
22.397759999999998,2,2-3,,,
22.397759999999998,3,2-3,,,
22.397759999999998,4,1-2,,,
22.397759999999998,5,1-2,,,
22.69773,1,lp1,,,
22.69773,2,lp3,,,
22.69773,3,lp3,,,
22.69773,4,lp2,,,
22.69773,5,lp2,,,
23.031029999999998,1,1-2,l1,,
23.031029999999998,2,3-4,l1,,
23.031029999999998,3,3-4,l1,,
23.031029999999998,4,2-3,l1,,
23.031029999999998,5,2-3,l1,,
23.331,1,2-3,l2,,
23.331,2,4-1,l2,,
23.331,3,4-1,l2,,
23.331,4,3-4,l2,,
23.331,5,3-4,l2,,
23.630969999999998,1,3-4,,,
23.630969999999998,2,1-2,,,
23.630969999999998,3,1-2,,,
23.630969999999998,4,4-1,,,
23.630969999999998,5,4-1,,,
23.93094,1,lp4,,,
23.93094,2,lp2,,,
23.93094,3,lp2,,,
23.93094,4,lp1,,,
23.93094,5,lp1,,,
24.76419,1,sj4,,,
24.89751,2,2-3,,,
24.89751,3,2-3,,,
24.89751,4,1-2,,,
24.89751,5,1-2,,,
25.16415,2,3-4,,,
25.16415,3,3-4,,,
25.16415,4,2-3,,,
25.16415,5,2-3,,,
25.264139999999998,1,w4,,,
25.3308,1,sj4,,,
25.464119999999998,2,lp4,,,
25.464119999999998,3,lp4,,,
25.464119999999998,4,lp3,,,
25.464119999999998,5,lp3,,,
25.697429999999997,1,lp4,,,
26.03073,1,4-1,,,
26.63067,1,1-2,,,
27.097289999999997,1,sj2,,,
27.13062,2,4-1,,,
27.13062,3,4-1,,,
27.13062,4,3-4,,,
27.13062,5,3-4,,,
27.43059,1,sp2-3,,,
27.43059,2,lp1,,,
27.43059,3,lp1,,,
27.43059,4,lp4,,,
27.43059,5,lp4,,,
28.46382,1,3-4,l3,,
28.96377,1,,lb2,,
29.39706,1,w4,,,
29.43039,1,4-1,,,
29.86368,1,j1-2,,,
30.23031,1,lp2,,,
30.86358,1,sj2,,,
30.86358,2,sj1,,,
30.86358,3,sj1,,,
30.86358,4,sj4,,,
30.86358,5,sj4,,,
31.363529999999997,5,w4,,,
31.363529999999997,4,w4,,,
31.363529999999997,3,w1,,,
31.363529999999997,2,w1,,,
31.363529999999997,1,w2,,,
31.43019,1,sj2,,,
31.43019,2,sj1,,,
31.43019,3,sj1,,,
31.43019,4,sj4,,,
31.43019,5,sj4,,,
31.930139999999998,5,w4,,,
31.930139999999998,4,w4,,,
31.930139999999998,3,w1,,,
31.930139999999998,2,w1,,,
31.930139999999998,1,w2,,,
31.9968,1,2-3,lb1,,
31.9968,2,1-2,lb1,,
31.9968,3,1-2,lb1,,
31.9968,4,4-1,lb1,,
31.9968,5,4-1,lb1,,
32.13012,MOT_mc_bg_black_00,b20-65,,
32.13012,1,,,,Lred
32.13012,2,,,,D60
32.13012,3,,,,D60
32.13012,4,,,,D60
32.13012,5,,,,D60
32.19678,MOT_mc_stage_color_00,y-flash,,
32.230109999999996,MOT_mc_light_up_00,l1,,
32.230109999999996,MOT_mc_light_center_00,l1,,
32.93004,5,w1,,,
32.93004,4,w1,,,
32.93004,3,w2,,,
32.93004,2,w2,,,
32.93004,1,w3,,,
33.096689999999995,1,3-4,lb0,,
33.096689999999995,2,2-3,lb0,,
33.096689999999995,3,2-3,lb0,,
33.096689999999995,4,1-2,lb0,,
33.096689999999995,5,1-2,lb0,,
34.02993,5,w2,,,
34.02993,4,w2,,,
34.02993,3,w3,,,
34.02993,2,w3,,,
34.02993,1,w4,,,
34.263239999999996,1,j4-1,,,
34.59654,1,1-2,,,
34.663199999999996,2,3-4,,,
34.663199999999996,3,3-4,,,
34.663199999999996,4,2-3,,,
34.663199999999996,5,2-3,,,
34.92984,1,lp2,,,
34.92984,2,4-1,,,
34.92984,3,4-1,,,
34.92984,4,3-4,,,
34.92984,5,3-4,,,
35.22981,2,lp1,,,
35.22981,3,lp1,,,
35.22981,4,lp4,,,
35.22981,5,lp4,,,
35.3298,1,j2-3,,,
35.6631,1,lp3,,,
36.12972,1,j3-4,,,
36.12972,2,1-2,,,
36.12972,3,1-2,,,
36.12972,4,4-1,,,
36.12972,5,4-1,,,
36.79632,1,,r1,,
37.02963,MOT_mc_stage_color_00,b-flash,,
37.06296,5,w1,,,
37.06296,4,w1,,,
37.06296,3,w2,,,
37.06296,2,w2,,,
37.096289999999996,1,,rb0,,
37.19628,1,w4,,,
37.39626,1,4-1,,,
37.962869999999995,1,j1-2,,,
37.962869999999995,2,2-3,,,
37.962869999999995,3,2-3,,,
37.962869999999995,4,1-2,,,
37.962869999999995,5,1-2,,,
38.49615,1,sj2,,,
38.49615,2,sj3,,,
38.49615,3,sj3,,,
38.49615,4,sj2,,,
38.49615,5,sj2,,,
38.82945,1,sp2-3,,,
38.82945,2,sp3-4,,,
38.82945,3,sp3-4,,,
38.82945,4,sp2-3,,,
38.82945,5,sp2-3,,,
39.09609,2,4-1,,,
39.09609,3,4-1,,,
39.09609,4,3-4,,,
39.09609,5,3-4,,,
39.42939,2,lp1,,,
39.42939,3,lp1,,,
39.42939,4,lp4,,,
39.42939,5,lp4,,,
39.962669999999996,1,j3-4,,,
39.962669999999996,2,j1-2,,,
39.962669999999996,3,j1-2,,,
39.962669999999996,4,j4-1,,,
39.962669999999996,5,j4-1,,,
40.329299999999996,1,4-1,,,
40.329299999999996,2,2-3,,,
40.329299999999996,3,2-3,,,
40.329299999999996,4,1-2,,,
40.329299999999996,5,1-2,,,
40.6626,1,lp1,,,
40.6626,2,lp3,,,
40.6626,3,lp3,,,
40.6626,4,lp2,,,
40.6626,5,lp2,,,
41.52918,1,j1-2,,,
41.52918,2,j3-4,,,
41.52918,3,j3-4,,,
41.52918,4,j2-3,,,
41.52918,5,j2-3,,,
41.76249,MOT_mc_bg_black_00,b65-80,,
41.79582,MOT_mc_stage_color_00,r-flash,,
41.86248,1,2-3,,,
42.16245,1,3-4,,,
42.59574,5,w3,,,
42.59574,4,w3,,,
42.59574,3,w4,,,
42.59574,2,w4,,,
42.762389999999996,1,,l1,,
43.06236,1,lp4,,,
43.42899,1,,lb0,,
43.72896,1,hj4,,,
43.72896,2,hj4,,,
43.72896,3,hj4,,,
43.72896,4,hj3,,,
43.72896,5,hj3,,,
44.062259999999995,MOT_mc_bg_black_00,b80-65,,
44.19558,1,j4-1,,,
44.29557,MOT_mc_stage_color_00,r-flash,,
44.29557,2,j4-1,,,
44.395559999999996,3,j4-1,,,
44.49555,MOT_mc_stage_color_00,b-flash,,
44.49555,4,j3-4,,,
44.59554,5,j3-4,,,
44.69553,MOT_mc_stage_color_00,y-flash,,
44.895509999999994,1,hj1,,,
44.895509999999994,2,hj1,,,
44.895509999999994,3,hj1,,,
44.895509999999994,4,hj4,,,
44.895509999999994,5,hj4,,,
45.39546,MOT_mc_stage_color_00,b-flash,,
45.46212,1,lp1,,,
45.46212,2,lp1,,,
45.46212,3,lp1,,,
45.46212,4,lp4,,,
45.46212,5,lp4,,,
46.3287,1,j1-2,,,
46.3287,2,j1-2,,,
46.3287,3,j1-2,,,
46.3287,4,j4-1,,,
46.3287,5,j4-1,,,
46.495349999999995,2,,,,L20
46.495349999999995,3,,,,L20
46.495349999999995,4,,,,L20
46.495349999999995,5,,,,L20
46.495349999999995,1,,,,Lred_out
46.59534,MOT_mc_bg_black_00,b65-20,,
46.62867,MOT_control_all,z100-115,,
46.62867,MOT_mc_stage_color_00,r-flash,,
46.62867,MOT_mc_special_04,heart,,
46.662,4,1-2,,,
46.69533,MOT_mc_light_up_00,l4,,
46.69533,MOT_mc_light_center_00,l3,,
46.72866,2,2-3,,,
46.79532,1,2-3,,,
46.861979999999996,3,2-3,,,
46.92864,5,1-2,,,
47.49525,1,j3-4,,,
47.49525,2,j3-4,,,
47.49525,3,j3-4,,,
47.49525,4,j2-3,,,
47.49525,5,j2-3,,,
47.82855,1,lp4,,,
47.82855,2,lp4,,,
47.82855,3,lp4,,,
47.82855,4,lp3,,,
47.82855,5,lp3,,,
48.19518,1,,l1,,
48.19518,2,,l1,,
48.19518,3,,l1,,
48.19518,4,,l1,,
48.19518,5,,l1,,
48.461819999999996,1,,lb0,,
48.461819999999996,2,,lb0,,
48.461819999999996,3,,lb0,,
48.461819999999996,4,,lb0,,
48.461819999999996,5,,lb0,,
48.69513,1,j4-1,,,
48.69513,2,j4-1,,,
48.69513,3,j4-1,,,
48.69513,4,j3-4,,,
48.69513,5,j3-4,,,
49.02843,1,lp1,,,
49.02843,2,lp1,,,
49.02843,3,lp1,,,
49.02843,4,lp4,,,
49.02843,5,lp4,,,
49.22841,1,j1-2,,,
49.22841,2,j1-2,,,
49.22841,3,j1-2,,,
49.22841,4,j4-1,,,
49.22841,5,j4-1,,,
49.56171,1,lp2,,,
49.56171,2,lp2,,,
49.56171,3,lp2,,,
49.56171,4,lp1,,,
49.56171,5,lp1,,,
49.96167,1,j2-3,,,
49.96167,2,j2-3,,,
49.96167,3,j2-3,,,
49.96167,4,j1-2,,,
49.96167,5,j1-2,,,
50.26164,1,lp3,,,
50.26164,2,lp3,,,
50.26164,3,lp3,,,
50.26164,4,lp2,,,
50.26164,5,lp2,,,
51.12822,1,3-4,,,
51.12822,2,3-4,,,
51.12822,3,3-4,,,
51.12822,4,2-3,,,
51.12822,5,2-3,,,
51.42819,1,4-1,,,
51.42819,2,4-1,,,
51.42819,3,4-1,,,
51.42819,4,3-4,,,
51.42819,5,3-4,,,
51.728159999999995,1,1-2,,,
51.728159999999995,2,1-2,,,
51.728159999999995,3,1-2,,,
51.728159999999995,4,4-1,,,
51.728159999999995,5,4-1,,,
51.9948,1,lp2,,,
51.9948,2,lp2,,,
51.9948,3,lp2,,,
51.9948,4,lp1,,,
51.9948,5,lp1,,,
52.39476,1,j2-3,,,
52.39476,2,j2-3,,,
52.39476,3,j2-3,,,
52.39476,4,j1-2,,,
52.39476,5,j1-2,,,
52.894709999999996,4,j2-3,,,
52.894709999999996,5,j2-3,,,
53.19468,2,j3-4,,,
53.19468,3,j3-4,,,
53.46132,1,w3,,,
53.52798,1,j3-4,,,
53.827949999999994,1,lp4,,,
53.96127,5,w3,,,
53.96127,4,w3,,,
54.09459,1,j4-1,,,
54.26124,3,w4,,,
54.26124,2,w4,,,
54.39456,1,lp1,,,
54.72786,1,sj1,,,
55.22781,1,w1,,,
55.29447,1,sj1,,,
55.59444,1,lp1,,,
55.89441,1,j1-2,,,
55.89441,2,j4-1,,,
55.89441,3,j4-1,,,
55.89441,4,j3-4,,,
55.89441,5,j3-4,,,
56.194379999999995,MOT_mc_stage_color_00,r-flash,,
56.227709999999995,4,4-1,,,
56.29437,2,1-2,,,
56.36103,1,2-3,,,
56.42769,3,1-2,,,
56.49435,5,4-1,,,
57.060959999999994,1,j3-4,,,
57.060959999999994,2,j2-3,,,
57.060959999999994,3,j2-3,,,
57.060959999999994,4,j1-2,,,
57.060959999999994,5,j1-2,,,
57.394259999999996,1,lp4,,,
57.394259999999996,2,lp3,,,
57.394259999999996,3,lp3,,,
57.394259999999996,4,lp2,,,
57.394259999999996,5,lp2,,,
57.760889999999996,1,,r1,,
57.760889999999996,2,,r1,,
57.760889999999996,3,,r1,,
57.760889999999996,4,,r1,,
57.760889999999996,5,,r1,,
58.02753,1,,rb0,,
58.02753,2,,rb0,,
58.02753,3,,rb0,,
58.02753,4,,rb0,,
58.02753,5,,rb0,,
58.294169999999994,1,4-1,,,
58.294169999999994,2,3-4,,,
58.294169999999994,3,3-4,,,
58.294169999999994,4,2-3,,,
58.294169999999994,5,2-3,,,
58.594139999999996,1,lp1,,,
58.594139999999996,2,lp4,,,
58.594139999999996,3,lp4,,,
58.594139999999996,4,lp3,,,
58.594139999999996,5,lp3,,,
58.79412,1,j1-2,,,
58.79412,2,j4-1,,,
58.79412,3,j4-1,,,
58.79412,4,j3-4,,,
58.79412,5,j3-4,,,
59.12742,1,lp2,,,
59.12742,2,lp1,,,
59.12742,3,lp1,,,
59.12742,4,lp4,,,
59.12742,5,lp4,,,
59.52738,1,j2-3,,,
59.52738,2,j1-2,,,
59.52738,3,j1-2,,,
59.52738,4,j4-1,,,
59.52738,5,j4-1,,,
59.827349999999996,1,sp3-4,,,
59.827349999999996,2,sp2-3,,,
59.827349999999996,3,sp2-3,,,
59.827349999999996,4,sp1-2,,,
59.827349999999996,5,sp1-2,,,
60.76059,1,hj4,,,
60.76059,2,hj3,,,
60.76059,3,hj3,,,
60.76059,4,hj2,,,
60.76059,5,hj2,,,
61.36053,1,hj4,,,
61.36053,2,hj3,,,
61.36053,3,hj3,,,
61.36053,4,hj2,,,
61.36053,5,hj2,,,
61.960469999999994,1,4-1,,,
61.960469999999994,2,3-4,,,
61.960469999999994,3,3-4,,,
61.960469999999994,4,2-3,,,
61.960469999999994,5,2-3,,,
62.227109999999996,1,1-2,,,
62.227109999999996,2,4-1,,,
62.227109999999996,3,4-1,,,
62.227109999999996,4,3-4,,,
62.227109999999996,5,3-4,,,
62.49375,1,2-3,,,
62.49375,2,1-2,,,
62.49375,3,1-2,,,
62.49375,4,4-1,,,
62.49375,5,4-1,,,
63.060359999999996,5,j1-2,,,
63.160349999999994,4,j1-2,,,
63.26034,3,j2-3,,,
63.36033,2,j2-3,,,
63.426989999999996,1,w3,,,
63.460319999999996,1,j3-4,,,
63.560309999999994,5,j2-3,,,
63.6603,4,j2-3,,,
63.76029,3,j3-4,,,
63.860279999999996,2,j3-4,,,
63.960269999999994,1,j4-1,,,
64.26024,1,1-2,,,
64.26024,2,4-1,,,
64.26024,3,4-1,,,
64.26024,4,3-4,,,
64.26024,5,3-4,,,
64.52687999999999,1,lp2,,,
64.52687999999999,2,lp1,,,
64.52687999999999,3,lp1,,,
64.52687999999999,4,lp4,,,
64.52687999999999,5,lp4,,,
64.79352,1,2-3,,,
64.79352,2,1-2,,,
64.79352,3,1-2,,,
64.79352,4,4-1,,,
64.79352,5,4-1,,,
65.09349,1,lp3,,,
65.09349,2,lp2,,,
65.09349,3,lp2,,,
65.09349,4,lp1,,,
65.09349,5,lp1,,,
65.39345999999999,1,j3-4,,,
65.39345999999999,2,j2-3,,,
65.39345999999999,3,j2-3,,,
65.39345999999999,4,j1-2,,,
65.39345999999999,5,j1-2,,,
65.69342999999999,1,lp4,,,
65.69342999999999,2,lp3,,,
65.69342999999999,3,lp3,,,
65.69342999999999,4,lp2,,,
65.69342999999999,5,lp2,,,
66.75999,1,4-1,,,
66.75999,2,3-4,,,
66.75999,3,3-4,,,
66.75999,4,2-3,,,
66.75999,5,2-3,,,
67.05996,1,lp1,,,
67.05996,2,lp4,,,
67.05996,3,lp4,,,
67.05996,4,lp3,,,
67.05996,5,lp3,,,
67.75989,5,j3-4,,,
67.82655,3,j4-1,,,
67.89321,1,j1-2,,,
67.95987,2,j4-1,,,
68.02653,4,j3-4,,,
68.3265,5,j4-1,,,
68.39316,3,j1-2,,,
68.45982,1,j2-3,,,
68.52647999999999,2,j1-2,,,
68.59313999999999,4,j4-1,,,
68.85978,1,hj3,,,
68.85978,2,hj2,,,
68.85978,3,hj2,,,
68.85978,4,hj1,,,
68.85978,5,hj1,,,
69.55971,1,j3-4,,,
69.55971,2,j2-3,,,
69.55971,3,j2-3,,,
69.55971,4,j1-2,,,
69.55971,5,j1-2,,,
70.3263,1,4-1,,,
70.3263,2,3-4,,,
70.3263,3,3-4,,,
70.3263,4,2-3,,,
70.3263,5,2-3,,,
70.49295,MOT_mc_bg_black_00,b20-65,,
70.52628,MOT_mc_stage_color_00,b-flash,,
70.52628,2,,,,D40
70.52628,3,,,,D40
70.52628,4,,,,D40
70.52628,5,,,,D40
70.55960999999999,MOT_mc_light_up_00,l3,,
70.55960999999999,MOT_mc_light_center_00,l2,,
70.6596,1,lp1,,,
70.6596,2,lp4,,,
70.6596,3,lp4,,,
70.6596,4,lp3,,,
70.6596,5,lp3,,,
71.42618999999999,1,1-2,,,
71.75949,1,lp2,,,
72.02613,1,2-3,,,
72.35943,1,lp3,,,
72.65939999999999,1,j3-4,,,
73.72596,1,w4,,,
73.89260999999999,1,,l1,,
74.52588,1,,l2,,
75.15915,1,,l3,,
75.15915,1,4-1,,,
75.15915,2,4-1,,,
75.15915,3,4-1,,,
75.15915,4,3-4,,,
75.15915,5,3-4,,,
75.42578999999999,1,lp1,,,
75.42578999999999,2,lp1,,,
75.42578999999999,3,lp1,,,
75.42578999999999,4,lp4,,,
75.42578999999999,5,lp4,,,
75.9924,1,1-2,,,
76.29236999999999,1,2-3,,,
76.59234,1,lp3,,,
77.52557999999999,1,,lb2,,
78.12552,1,,lb1,,
78.72546,1,,lb0,,
78.9921,1,lp3,,,
79.25874,1,j3-4,,,
79.85867999999999,1,j4-1,,,
80.12532,2,j1-2,,,
80.12532,3,j1-2,,,
80.39196,4,j4-1,,,
80.39196,5,j4-1,,,
80.72525999999999,2,lp2,,,
80.72525999999999,3,lp2,,,
80.72525999999999,4,lp1,,,
80.72525999999999,5,lp1,,,
80.75859,1,1-2,,,
81.05856,1,j2-3,,,
81.59183999999999,1,sj3,,,
81.9918,1,hj3,,,
82.52508,1,lp3,,,
82.89171,1,3-4,,,
83.15835,2,2-3,,,
83.15835,3,2-3,,,
83.15835,4,1-2,,,
83.15835,5,1-2,,,
83.45832,1,4-1,,,
83.75829,1,lp1,,,
83.75829,2,lp3,,,
83.75829,3,lp3,,,
83.75829,4,lp2,,,
83.75829,5,lp2,,,
84.69153,1,1-2,,,
84.69153,2,3-4,,,
84.69153,3,3-4,,,
84.69153,4,2-3,,,
84.69153,5,2-3,,,
84.9915,2,lp4,,,
84.9915,3,lp4,,,
84.9915,4,lp3,,,
84.9915,5,lp3,,,
85.35813,1,2-3,,,
85.89141,1,3-4,,,
86.45801999999999,1,j4-1,,,
87.02463,1,j1-2,,,
87.12462,4,j3-4,,,
87.22461,5,j3-4,,,
87.32459999999999,2,j4-1,,,
87.35793,1,j2-3,,,
87.42459,3,j4-1,,,
87.45792,4,j4-1,,,
87.55790999999999,5,j4-1,,,
87.6579,2,j1-2,,,
87.75788999999999,3,j1-2,,,
88.09119,1,hj3,,,
88.09119,2,hj2,,,
88.09119,3,hj2,,,
88.09119,4,hj1,,,
88.09119,5,hj1,,,
88.55780999999999,1,lp3,,,
88.55780999999999,2,lp2,,,
88.55780999999999,3,lp2,,,
88.55780999999999,4,lp1,,,
88.55780999999999,5,lp1,,,
89.49105,1,j3-4,,,
89.82435,1,sp4-1,,,
90.49095,1,hj1,,,
90.92424,MOT_mc_stage_color_00,r-flash,,
90.9909,1,sp1-2,,,
91.85748,1,j2-3,,,
91.85748,2,j2-3,,,
91.85748,3,j2-3,,,
91.85748,4,j1-2,,,
91.85748,5,j1-2,,,
92.02413,2,,,,L20
92.02413,3,,,,L20
92.02413,4,,,,L20
92.02413,5,,,,L20
92.05745999999999,MOT_mc_bg_black_00,b65-20,,
92.05745999999999,MOT_mc_special_02,heart_fall,,
92.12411999999999,MOT_mc_stage_color_00,r-flash,,
92.15745,MOT_mc_light_up_00,l4,,
92.15745,MOT_mc_light_center_00,l3,,
92.19077999999999,4,2-3,,,
92.25744,2,3-4,,,
92.3241,1,3-4,,,
92.39076,3,3-4,,,
92.45742,5,2-3,,,
93.02403,1,j4-1,,,
93.02403,2,j4-1,,,
93.02403,3,j4-1,,,
93.02403,4,j3-4,,,
93.02403,5,j3-4,,,
93.35732999999999,1,lp1,,,
93.35732999999999,2,lp1,,,
93.35732999999999,3,lp1,,,
93.35732999999999,4,lp4,,,
93.35732999999999,5,lp4,,,
93.72395999999999,1,,r1,,
93.72395999999999,2,,r1,,
93.72395999999999,3,,r1,,
93.72395999999999,4,,r1,,
93.72395999999999,5,,r1,,
93.9906,1,,rb0,,
93.9906,2,,rb0,,
93.9906,3,,rb0,,
93.9906,4,,rb0,,
93.9906,5,,rb0,,
94.22390999999999,1,j1-2,,,
94.22390999999999,2,j1-2,,,
94.22390999999999,3,j1-2,,,
94.22390999999999,4,j4-1,,,
94.22390999999999,5,j4-1,,,
94.55721,1,lp2,,,
94.55721,2,lp2,,,
94.55721,3,lp2,,,
94.55721,4,lp1,,,
94.55721,5,lp1,,,
94.75719,1,j2-3,,,
94.75719,2,j2-3,,,
94.75719,3,j2-3,,,
94.75719,4,j1-2,,,
94.75719,5,j1-2,,,
95.09049,1,lp3,,,
95.09049,2,lp3,,,
95.09049,3,lp3,,,
95.09049,4,lp2,,,
95.09049,5,lp2,,,
95.49045,1,j3-4,,,
95.49045,2,j3-4,,,
95.49045,3,j3-4,,,
95.49045,4,j2-3,,,
95.49045,5,j2-3,,,
95.79042,1,lp4,,,
95.79042,2,lp4,,,
95.79042,3,lp4,,,
95.79042,4,lp3,,,
95.79042,5,lp3,,,
96.657,1,4-1,,,
96.657,2,4-1,,,
96.657,3,4-1,,,
96.657,4,3-4,,,
96.657,5,3-4,,,
96.95697,1,1-2,,,
96.95697,2,1-2,,,
96.95697,3,1-2,,,
96.95697,4,4-1,,,
96.95697,5,4-1,,,
97.25694,1,2-3,,,
97.25694,2,2-3,,,
97.25694,3,2-3,,,
97.25694,4,1-2,,,
97.25694,5,1-2,,,
97.52358,1,lp3,,,
97.52358,2,lp3,,,
97.52358,3,lp3,,,
97.52358,4,lp2,,,
