0.03333,MOT_mc_bg_black_00,b65,,
0.03333,MOT_mc_light_center_00,off,,
0.03333,MOT_mc_light_under_00,off,,
0.03333,MOT_mc_light_up_00,off,,
0.03333,MOT_all,Jubilee-cut1,,
1.8331499999999998,MOT_control_all,zoom_01,,
82.19178,1,4-1,,,
82.19178,2,1-2,,,
82.89171,2,j2-3,,,
82.9917,MOT_mc_stage_color_00,r-flash,,
83.12501999999999,1,w1,,,
83.22501,1,j1-2,,,
83.59164,2,3-4,,,
84.29157,1,w2,,,
84.3249,2,,lb1,,
84.52488,2,w4,,,
84.79151999999999,2,4-1,,,
85.25814,2,1-2,,,
85.75809,1,2-3,,,
85.75809,2,j2-3,,,
85.79142,MOT_mc_stage_color_00,r-flash,,
86.32469999999999,2,3-4,,,
86.69133,1,w3,,,
87.02463,2,,lb0,,
87.25793999999999,2,w4,,,
87.32459999999999,1,3-4,,,
87.32459999999999,2,4-1,,,
88.02453,1,4-1,,f1,
88.02453,2,1-2,,,
88.02453,1,,,,L0
88.05785999999999,MOT_mc_stage_color_00,b-flash,,
88.05785999999999,MOT_control_all,zoom_11,,
88.12451999999999,MOT_mc_light_center_00,on,,
88.92443999999999,1,hj1,,,
88.92443999999999,2,hj2,,,
88.95777,MOT_mc_stage_color_00,b-flash,,
89.85768,1,,r1,,
89.85768,2,,l1,,
89.89101,MOT_mc_stage_color_00,r-flash,,
90.15764999999999,2,w2,,,
90.15764999999999,1,w1,,,
90.22431,1,1-2,,,
90.22431,2,2-3,,,
90.69093,1,2-3,rb0,,
90.69093,2,3-4,lb0,,
91.05756,1,j3-4,,,
91.05756,2,j4-1,,,
91.75748999999999,MOT_control_all,zoom_12,,
91.75748999999999,1,4-1,,,
91.75748999999999,2,1-2,,b0,
91.75748999999999,2,,,,D20
91.79082,MOT_mc_stage_color_00,r-flash,,
92.09079,1,1-2,,,
92.29077,MOT_mc_stage_color_00,r-flash,,
92.52408,1,j2-3,,,
92.69073,2,w2,,,
93.09069,1,3-4,,,
93.09069,2,2-3,,,
93.25734,MOT_mc_stage_color_00,r-flash,,
93.42398999999999,1,4-1,,,
93.42398999999999,2,3-4,,,
93.79061999999999,MOT_control_all,zoom_13,,
93.79061999999999,1,1-2,,,
93.79061999999999,2,4-1,,f1,
93.79061999999999,2,,,,L0
94.15724999999999,1,2-3,,,
94.15724999999999,2,1-2,,,
94.52387999999999,1,j3-4,,,
94.52387999999999,2,j2-3,,,
95.05716,1,4-1,,,
95.05716,2,3-4,,,
95.09049,MOT_mc_stage_color_00,b-flash,,
95.09049,MOT_control_all,zoom_13_1,,
95.12382,MOT_mc_bg_black_00,b65-0,,
95.12382,MOT_mc_light_under_00,l1,,
95.15715,MOT_mc_light_up_00,on,,
95.42379,MOT_mc_stage_color_00,b-flash,,
95.42379,1,j1-2,,,
95.42379,2,j4-1,,,
95.92374,MOT_mc_stage_color_00,b-flash,,
95.92374,1,2-3,r1,,
95.92374,2,1-2,l1,,
96.42369,1,3-4,,,
96.42369,2,2-3,,,
96.82365,1,4-1,,,
96.95697,2,3-4,,,
97.29026999999999,1,1-2,,,
97.29026999999999,2,4-1,,,
97.62357,1,hj2,,,
97.62357,2,hj1,,,
97.75689,MOT_mc_stage_color_00,r-flash,,
98.29016999999999,1,2-3,rb0,,
98.29016999999999,2,1-2,lb0,,
98.75679,1,3-4,,,
98.75679,2,2-3,,,
98.85678,MOT_mc_stage_color_00,b-flash,,
99.19008,1,4-1,r1,,
99.19008,2,3-4,l1,,
99.59004,1,j1-2,,,
99.59004,2,j4-1,,,
99.75668999999999,MOT_mc_stage_color_00,r-flash,,
100.05666,1,2-3,,,
100.05666,2,1-2,,,
100.48995,1,sp3-4,,,
100.48995,2,sp2-3,,,
100.62326999999999,MOT_mc_stage_color_00,b-flash,,
101.22321,1,j4-1,,,
101.22321,2,j3-4,,,
101.75649,1,1-2,,,
101.9898,2,4-1,,,
102.38976,1,2-3,r2,,
102.38976,2,1-2,l2,,
102.42309,MOT_mc_stage_color_00,r-flash,,
102.75639,1,hj3,,,
102.75639,2,hj2,,,
102.92304,MOT_mc_stage_color_00,b-flash,,
103.42299,1,3-4,,,
103.42299,2,2-3,,,
103.85628,1,,rb1,,
103.85628,2,,lb1,,
104.15625,2,3-4,,,
104.25623999999999,MOT_mc_stage_color_00,b-flash,,
104.35623,1,4-1,,,
104.68952999999999,1,1-2,rb0,,
104.68952999999999,2,4-1,lb0,,
105.15615,1,2-3,,,
105.15615,2,1-2,,,
105.55610999999999,2,j2-3,,,
105.62276999999999,MOT_mc_stage_color_00,b-flash,,
105.88941,1,j3-4,,,
106.58933999999999,1,4-1,,,
106.58933999999999,2,,,b0,
106.58933999999999,2,,,,D20
106.62267,2,w3,,,
106.62267,MOT_mc_stage_color_00,r-flash,,
106.62267,MOT_control_all,zoom_14,,
106.92264,1,j1-2,,,
107.38926,1,j2-3,,,
107.38926,2,3-4,,,
107.58923999999999,MOT_mc_stage_color_00,r-flash,,
107.88920999999999,1,hj3,,,
107.88920999999999,2,4-1,,,
108.02252999999999,MOT_mc_stage_color_00,r-flash,,
108.75578999999999,1,3-4,,,
108.75578999999999,2,1-2,,f1,
108.75578999999999,2,,,,L0
108.78912,MOT_mc_stage_color_00,r-flash,,
108.78912,MOT_control_all,zoom_15,,
109.28907,1,4-1,,,
109.28907,2,2-3,,,
109.75569,1,hj1,,,
109.75569,2,hj3,,,
109.78902,MOT_mc_stage_color_00,b-flash,,
110.25564,2,j3-4,,,
110.42228999999999,MOT_mc_stage_color_00,b-flash,,
110.72225999999999,1,j1-2,,,
111.02223,MOT_mc_stage_color_00,b-flash,,
111.22220999999999,1,2-3,l1,,
111.22220999999999,2,4-1,r1,,
111.62217,1,sp3-4,,,
111.62217,2,sp1-2,,,
112.05546,1,j4-1,,,
112.05546,2,j2-3,,,
112.55541,1,1-2,,,
112.82204999999999,2,3-4,,,
113.15535,1,2-3,lb0,,
113.15535,2,4-1,rb0,,
113.58864,1,3-4,,,
113.58864,2,1-2,,,
113.6553,MOT_mc_stage_color_00,b-flash,,
113.92193999999999,1,j4-1,,,
113.92193999999999,2,j2-3,,,
114.42188999999999,1,1-2,r1,,
114.42188999999999,2,3-4,r1,,
114.48854999999999,MOT_mc_stage_color_00,r-flash,,
114.88851,1,j2-3,,,
114.88851,2,j4-1,,,
115.42179,1,3-4,rb0,,
115.42179,2,1-2,rb0,,
115.48845,MOT_mc_stage_color_00,b-flash,,
116.08838999999999,1,4-1,,,
116.08838999999999,2,2-3,,,
116.42169,1,1-2,,,
116.42169,2,3-4,,,
116.75498999999999,1,j2-3,,,
116.75498999999999,2,j4-1,,,
117.25493999999999,1,3-4,r1,,
117.25493999999999,2,1-2,l1,,
117.32159999999999,MOT_mc_stage_color_00,r-flash,,
117.75488999999999,1,4-1,rb0,,
117.75488999999999,2,2-3,lb0,,
117.78822,MOT_mc_stage_color_00,b-flash,,
118.08819,1,j1-2,,,
118.08819,2,j3-4,,,
118.22151,MOT_mc_stage_color_00,r-flash,,
118.68813,1,2-3,,,
118.68813,2,4-1,,,
119.02143,1,3-4,,,
119.15474999999999,MOT_mc_stage_color_00,b-flash,,
119.25474,2,1-2,,,
119.58803999999999,1,j4-1,,,
119.58803999999999,2,j2-3,,,
120.08798999999999,1,1-2,,,
120.08798999999999,2,3-4,,,
120.42129,1,2-3,,,
120.42129,2,4-1,,,
120.75459,1,hj3,,,
120.75459,2,hj1,,,
120.82124999999999,MOT_mc_stage_color_00,r-flash,,
121.45451999999999,MOT_control_all,zoom_16,,
121.45451999999999,1,3-4,,,
121.45451999999999,2,1-2,,,
121.48785,MOT_mc_stage_color_00,b-flash,,
121.82114999999999,1,4-1,,,
121.82114999999999,2,2-3,,,
122.42108999999999,1,j1-2,,,
122.42108999999999,2,j3-4,,,
122.45442,MOT_mc_stage_color_00,r-flash,,
122.85437999999999,1,hj2,,,
122.85437999999999,2,hj4,,,
122.95437,MOT_mc_stage_color_00,r-flash,,
123.55431,MOT_control_all,zoom_17,,
123.58764,1,2-3,,,
123.58764,2,4-1,,,
124.18758,1,hj3,,,
124.18758,2,hj1,,,
124.22090999999999,MOT_mc_stage_color_00,r-flash,,
124.75419,MOT_mc_light_center_00,l1,,
124.75419,MOT_mc_light_under_00,on,,
124.82085,MOT_mc_stage_color_00,y-flash,,
125.05416,MOT_control_all,zoom_18,,
125.25413999999999,1,3-4,r1,,
125.25413999999999,2,1-2,l1,,
125.6541,1,4-1,,,
125.6541,2,2-3,,,
125.75408999999999,MOT_mc_stage_color_00,r-flash,,
126.18737999999999,1,1-2,rb0,,
126.18737999999999,2,3-4,lb0,,
126.72066,1,hj2,,,
126.72066,2,hj4,,,
126.78732,MOT_mc_stage_color_00,b-flash,,
127.58724,1,2-3,,,
127.58724,2,4-1,,,
127.62057,MOT_mc_stage_color_00,r-flash,,
127.68723,MOT_control_all,zoom_19,,
128.42049,1,3-4,,,
128.42049,2,1-2,,,
128.55381,MOT_mc_stage_color_00,r-flash,,
129.35372999999998,2,w2,,,
129.35372999999998,1,w4,,,
129.42039,1,4-1,,,
129.42039,2,2-3,,,
129.6537,MOT_mc_stage_color_00,r-flash,,
129.75369,1,lp1,,,
129.75369,2,lp3,,,
130.38696,MOT_mc_stage_color_00,b-flash,,
130.38696,1,1-2,,b0,
130.38696,2,3-4,,b0,
130.38696,1,,,,D20
130.38696,2,,,,D20
131.3202,2,w4,,,
131.3202,1,w2,,,
