0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,6,sort,-500,
0.03333,7,sort,-500,
0.03333,8,sort,-500,
0.03333,9,sort,-500,
10.06566,MOT_mc_stage_color_00,b-flash,,
34.49655,7,2-3,lb0,,
34.49655,8,2-3,lb0,,
34.49655,9,2-3,lb0,,
34.89651,1,3-4,,,
34.89651,2,1-2,,,
34.89651,3,1-2,,,
34.89651,4,3-4,,,
34.89651,5,2-3,,,
35.19648,6,1-2,,,
35.19648,7,3-4,,,
35.19648,8,3-4,,,
35.19648,9,3-4,,,
35.36313,MOT_control_all,s_zoom5,,
35.496449999999996,1,4-1,,,
35.496449999999996,2,2-3,,,
35.496449999999996,3,2-3,,,
35.496449999999996,4,4-1,,,
35.496449999999996,5,3-4,,,
35.79642,6,j2-3,,,
35.79642,7,j4-1,,,
35.79642,8,j4-1,,,
35.79642,9,j4-1,,,
36.296369999999996,MOT_mc_stage_color_00,y-flash,,
36.296369999999996,1,lp1,,,
36.296369999999996,2,lp3,,,
36.296369999999996,3,lp3,,,
36.296369999999996,4,lp1,,,
36.296369999999996,5,lp4,,,
36.296369999999996,6,lp3,,,
36.296369999999996,7,lp1,,,
36.296369999999996,8,lp1,,,
36.296369999999996,9,lp1,,,
36.296369999999996,5,j4-1,,,
36.296369999999996,7,hj1,,,
36.296369999999996,9,hj1,,,
37.36293,5,w1,,,
37.42959,5,j1-2,,,
37.529579999999996,9,w1,,,
37.529579999999996,7,w1,,,
37.69623,7,hj1,,,
37.69623,9,hj1,,,
38.29617,5,j2-3,,,
38.56281,7,hj1,,,
38.56281,9,hj1,,,
39.06276,7,j1-2,,,
39.06276,9,j1-2,,,
39.26274,5,j3-4,,,
39.86268,5,j4-1,,,
39.86268,7,hj2,,,
39.86268,9,hj2,,,
40.69593,5,j1-2,,,
40.96257,7,hj2,,,
40.96257,9,hj2,,,
41.46252,5,j2-3,,,
41.72916,7,hj2,,,
41.72916,9,hj2,,,
42.26244,7,j2-3,,,
42.26244,9,j2-3,,,
42.49575,5,j3-4,,,
43.12902,5,lp4,,,
43.12902,7,lp3,,,
43.12902,9,lp3,,,
45.02883,5,4-1,,,
45.195479999999996,7,3-4,,,
45.39546,9,3-4,,,
45.76209,5,j1-2,,,
45.76209,7,hj4,,,
45.76209,9,hj4,,,
46.828649999999996,5,w2,,,
46.9953,9,w4,,,
46.9953,7,w4,,,
47.06196,5,2-3,,,
47.328599999999994,7,4-1,,,
47.328599999999994,9,4-1,,,
47.76189,5,3-4,,,
47.76189,7,j1-2,,,
47.76189,9,j1-2,,,
48.128519999999995,5,j4-1,,,
48.39516,7,hj2,,,
48.39516,9,hj2,,,
49.09509,MOT_control_all,s_zoom6,,
49.12842,MOT_mc_stage_color_00,b-flash,,
49.12842,4,j1-2,,,
49.12842,5,lp1,,,
49.12842,6,hj3,,,
49.12842,7,lp2,,,
49.12842,8,hj1,,,
49.12842,9,lp2,,,
50.19498,4,w2,,,
50.26164,4,j2-3,,,
50.36163,8,w1,,,
50.36163,6,w3,,,
50.528279999999995,6,hj3,,,
50.528279999999995,8,hj1,,,
50.9949,4,3-4,,,
51.22821,6,j3-4,,,
51.22821,8,j1-2,,,
51.794819999999994,6,hj4,,,
51.794819999999994,8,hj2,,,
51.92814,4,w4,,,
52.02813,4,j4-1,,,
52.62807,4,lp1,,,
52.62807,6,lp4,,,
52.62807,8,lp2,,,
53.62797,6,j4-1,,,
53.62797,8,j2-3,,,
53.827949999999994,4,1-2,,,
54.227909999999994,4,j2-3,,,
54.227909999999994,6,hj1,,,
54.227909999999994,8,hj3,,,
54.86118,4,j3-4,,,
55.09449,6,hj1,,,
55.09449,8,hj3,,,
55.59444,4,lp4,,,
55.59444,6,lp1,,,
55.59444,8,lp3,,,
56.42769,4,j4-1,,,
56.660999999999994,6,j1-2,,,
56.660999999999994,8,j3-4,,,
57.09429,4,j1-2,,,
57.09429,6,hj2,,,
57.09429,8,hj4,,,
58.160849999999996,4,w2,,,
58.194179999999996,4,2-3,,,
58.3275,8,w4,,,
58.3275,6,w2,,,
58.39416,6,j2-3,,,
58.39416,8,j4-1,,,
59.12742,4,w3,,,
59.460719999999995,8,w1,,,
59.460719999999995,6,w3,,,
59.62737,4,j3-4,,,
60.02733,6,hj3,,,
60.327299999999994,8,hj1,,,
60.693929999999995,4,w4,,,
61.060559999999995,4,sp4-1,,,
61.060559999999995,6,sp3-4,,,
61.060559999999995,8,sp1-2,,,
62.06046,MOT_control_all,s_zoom7,,
62.09379,MOT_mc_stage_color_00,r-flash,,
62.09379,3,j3-4,,,
62.09379,4,1-2,,,
62.09379,6,4-1,,,
62.09379,8,2-3,,,
62.46042,4,lp2,,,
62.46042,6,lp1,,,
62.46042,8,lp3,,,
62.56041,3,4-1,l1,,
62.89371,3,1-2,lb0,,
63.26034,3,2-3,,,
63.62697,3,3-4,r1,,
63.9936,3,4-1,rb0,,
64.46021999999999,3,sp1-2,,,
65.12682,MOT_control_all,s_zoom8,,
65.16015,MOT_mc_stage_color_00,y-flash,,
65.16015,1,1-2,,,
65.16015,3,2-3,,,
65.52678,1,hj2,,,
65.52678,3,lp3,,,
66.39336,1,2-3,l1,,
66.75999,1,3-4,lb0,,
67.12662,1,4-1,,,
67.49325,1,sp1-2,,,
68.45982,MOT_control_all,s_zoom9,,
68.45982,1,2-3,,,
68.45982,2,hj3,,,
68.49315,MOT_mc_stage_color_00,b-flash,,
68.82645,1,lp3,,,
69.09309,2,3-4,l1,,
69.45971999999999,2,4-1,lb0,,
69.82634999999999,2,j1-2,,,
70.42629,2,2-3,,,
70.79292,2,sp3-4,,,
71.62617,MOT_mc_stage_color_00,r-flash,,
71.62617,1,3-4,,,
71.62617,2,4-1,,,
71.62617,3,3-4,,,
72.02613,1,j4-1,,,
72.02613,2,1-2,l1,,
72.02613,3,4-1,r1,,
72.42609,2,2-3,lb0,,
72.42609,3,1-2,rb0,,
72.85938,1,sp1-2,,,
72.85938,2,sp3-4,,,
72.85938,3,sp2-3,,,
73.52597999999999,MOT_control_all,s_zoom10,,
73.59264,MOT_mc_stage_color_00,y-flash,,
73.59264,1,j2-3,,,
73.59264,2,j4-1,,,
73.59264,3,j3-4,,,
73.59264,4,j2-3,,,
73.59264,5,j1-2,,,
73.89260999999999,6,hj1,,,
73.89260999999999,7,hj2,,,
73.89260999999999,8,hj3,,,
73.89260999999999,9,hj2,,,
74.29257,1,3-4,,,
74.29257,2,1-2,,,
74.29257,3,4-1,,,
74.29257,4,3-4,,,
74.29257,5,2-3,,,
74.79252,1,sp4-1,,,
74.79252,2,sp2-3,,,
74.79252,3,sp1-2,,,
74.79252,4,sp4-1,,,
74.79252,5,sp3-4,,,
74.79252,6,sp1-2,,,
74.79252,7,sp2-3,,,
74.79252,8,sp3-4,,,
74.79252,9,sp2-3,,,
75.79241999999999,6,hj2,,,
75.79241999999999,7,hj3,,,
75.79241999999999,8,hj4,,,
75.79241999999999,9,hj3,,,
76.02573,1,j1-2,,,
76.02573,2,j3-4,,,
76.02573,3,j2-3,,,
76.02573,4,j1-2,,,
76.02573,5,j4-1,,,
76.49235,1,sp2-3,,,
76.49235,2,sp4-1,,,
76.49235,3,sp3-4,,,
76.49235,4,sp2-3,,,
76.49235,5,sp1-2,,,
76.49235,6,sp2-3,,,
76.49235,7,sp3-4,,,
76.49235,8,sp4-1,,,
76.49235,9,sp3-4,,,
77.02562999999999,1,3-4,,,
77.02562999999999,2,1-2,,,
77.02562999999999,3,4-1,,,
77.02562999999999,4,3-4,,,
77.02562999999999,5,2-3,,,
77.02562999999999,6,3-4,,,
77.02562999999999,7,4-1,,,
77.02562999999999,8,1-2,,,
77.02562999999999,9,4-1,,,
77.39226,MOT_mc_stage_color_00,r-flash,,
77.39226,1,4-1,l1,,
77.39226,2,2-3,l1,,
77.39226,3,1-2,l1,,
77.39226,4,4-1,l1,,
77.39226,5,3-4,l1,,
77.39226,6,4-1,r1,,
77.39226,7,1-2,r1,,
77.39226,8,2-3,r1,,
77.39226,9,1-2,r1,,
77.75889,1,1-2,l2,,
77.75889,2,3-4,l2,,
77.75889,3,2-3,l2,,
77.75889,4,1-2,l2,,
77.75889,5,4-1,l2,,
77.75889,6,1-2,r2,,
77.75889,7,2-3,r2,,
77.75889,8,3-4,r2,,
77.75889,9,2-3,r2,,
78.12552,1,2-3,lb1,,
78.12552,2,4-1,lb1,,
78.12552,3,3-4,lb1,,
78.12552,4,2-3,lb1,,
78.12552,5,1-2,lb1,,
78.12552,6,2-3,rb1,,
78.12552,7,3-4,rb1,,
78.12552,8,4-1,rb1,,
78.12552,9,3-4,rb1,,
78.49215,1,3-4,lb0,,
78.49215,2,1-2,lb0,,
78.49215,3,4-1,lb0,,
78.49215,4,3-4,lb0,,
78.49215,5,2-3,lb0,,
78.49215,6,3-4,rb0,,
78.49215,7,4-1,rb0,,
78.49215,8,1-2,rb0,,
78.49215,9,4-1,rb0,,
78.9921,1,sp4-1,,,
78.9921,2,sp2-3,,,
78.9921,3,sp1-2,,,
78.9921,4,sp4-1,,,
78.9921,5,sp3-4,,,
78.9921,6,sp4-1,,,
78.9921,7,sp1-2,,,
78.9921,8,sp2-3,,,
78.9921,9,sp1-2,,,
79.62536999999999,1,1-2,,,
79.62536999999999,2,3-4,,,
79.62536999999999,3,2-3,,,
79.62536999999999,4,1-2,,,
79.62536999999999,5,4-1,,,
79.62536999999999,6,1-2,,,
79.62536999999999,7,2-3,,,
79.62536999999999,8,3-4,,,
79.62536999999999,9,2-3,,,
79.99199999999999,MOT_mc_stage_color_00,b-flash,,
79.99199999999999,1,2-3,r1,,
79.99199999999999,2,4-1,r1,,
79.99199999999999,3,3-4,r1,,
79.99199999999999,4,2-3,r1,,
79.99199999999999,5,1-2,r1,,
79.99199999999999,6,2-3,l1,,
79.99199999999999,7,3-4,l1,,
79.99199999999999,8,4-1,l1,,
79.99199999999999,9,3-4,l1,,
80.29196999999999,1,3-4,rb0,,
80.29196999999999,2,1-2,rb0,,
80.29196999999999,3,4-1,rb0,,
80.29196999999999,4,3-4,rb0,,
80.29196999999999,5,2-3,rb0,,
80.29196999999999,6,3-4,lb0,,
80.29196999999999,7,4-1,lb0,,
80.29196999999999,8,1-2,lb0,,
80.29196999999999,9,4-1,lb0,,
80.82525,1,sp4-1,,,
80.82525,2,sp2-3,,,
80.82525,3,sp1-2,,,
80.82525,4,sp4-1,,,
80.82525,5,sp3-4,,,
80.82525,6,sp4-1,,,
80.82525,7,sp1-2,,,
80.82525,8,sp2-3,,,
80.82525,9,sp1-2,,,
81.29187,1,1-2,,,
81.29187,2,3-4,,,
81.29187,3,2-3,,,
81.29187,4,1-2,,,
81.29187,5,4-1,,,
81.29187,6,1-2,,,
81.29187,7,2-3,,,
81.29187,8,3-4,,,
81.29187,9,2-3,,,
81.65849999999999,1,j2-3,,,
81.65849999999999,2,j4-1,,,
81.65849999999999,3,j3-4,,,
81.65849999999999,4,j2-3,,,
81.65849999999999,5,j1-2,,,
81.65849999999999,6,j2-3,,,
81.65849999999999,7,j3-4,,,
81.65849999999999,8,j4-1,,,
81.65849999999999,9,j3-4,,,
82.12512,1,j3-4,,,
82.12512,2,j1-2,,,
82.12512,3,j4-1,,,
82.12512,4,j3-4,,,
82.12512,5,j2-3,,,
82.39175999999999,6,3-4,,,
82.39175999999999,7,4-1,,,
82.39175999999999,8,1-2,,,
82.39175999999999,9,4-1,,,
82.95837,1,sp4-1,,,
82.9917,2,sp2-3,,,
83.02503,3,sp1-2,,,
83.05836,4,sp4-1,,,
83.09169,5,sp3-4,,,
83.12501999999999,6,sp4-1,,,
83.15835,7,sp1-2,,,
83.19167999999999,8,sp2-3,,,
83.22501,9,sp1-2,,,
83.75829,MOT_mc_stage_color_00,r-flash,,
83.75829,1,1-2,,,
83.85828,2,3-4,,,
83.95827,3,2-3,,,
84.05825999999999,4,1-2,,,
84.15825,5,4-1,,,
84.25824,6,1-2,,,
84.35822999999999,7,2-3,,,
84.45822,8,3-4,,,
84.55821,9,2-3,,,
84.69153,1,w2,,,
84.72485999999999,1,j2-3,,,
84.72485999999999,2,j4-1,,,
84.72485999999999,3,j3-4,,,
84.72485999999999,4,j2-3,,,
84.72485999999999,5,j1-2,,,
84.92484,6,j2-3,,,
84.92484,7,j3-4,,,
84.92484,8,j4-1,,,
84.92484,9,j3-4,,,
85.42479,1,sp3-4,,,
85.45812,2,sp1-2,,,
85.49145,3,sp4-1,,,
85.52477999999999,4,sp3-4,,,
85.55811,5,sp2-3,,,
85.59143999999999,6,sp3-4,,,
85.62477,7,sp4-1,,,
85.65809999999999,8,sp1-2,,,
85.69143,9,sp4-1,,,
86.25804,MOT_control_all,s_zoom11,,
86.29137,MOT_mc_stage_color_00,b-flash,,
86.29137,1,4-1,,,
86.29137,2,2-3,,,
86.29137,3,1-2,,,
86.45801999999999,4,4-1,,,
86.45801999999999,5,3-4,,,
86.658,6,4-1,,,
86.658,7,1-2,,,
86.658,8,2-3,,,
86.658,9,1-2,,,
86.95797,1,sp1-2,,,
86.95797,2,sp3-4,,,
86.95797,3,sp2-3,,,
86.95797,4,sp1-2,,,
86.95797,5,sp4-1,,,
86.95797,6,sp1-2,,,
86.95797,7,sp2-3,,,
86.95797,8,sp3-4,,,
86.95797,9,sp2-3,,,
87.49125,1,2-3,,,
87.52458,2,4-1,,,
87.55790999999999,3,3-4,,,
87.59124,4,2-3,,,
87.62456999999999,5,1-2,,,
87.6579,6,2-3,,,
87.69122999999999,7,3-4,,,
87.72456,8,4-1,,,
87.75788999999999,9,3-4,,,
88.35782999999999,1,3-4,,,
88.35782999999999,2,1-2,,,
88.35782999999999,3,4-1,,,
88.35782999999999,4,3-4,,,
88.35782999999999,5,2-3,,,
88.52448,6,3-4,,,
88.52448,7,4-1,,,
88.52448,8,1-2,,,
88.52448,9,4-1,,,
88.89111,1,4-1,,,
88.89111,2,2-3,,,
88.89111,3,1-2,,,
88.89111,4,4-1,,,
88.89111,5,3-4,,,
88.89111,6,4-1,,,
88.89111,7,1-2,,,
88.89111,8,2-3,,,
88.89111,9,1-2,,,
89.25774,1,sp1-2,,,
89.25774,2,sp3-4,,,
89.25774,3,sp2-3,,,
89.25774,4,sp1-2,,,
89.25774,5,sp4-1,,,
89.25774,6,sp1-2,,,
89.25774,7,sp2-3,,,
89.25774,8,sp3-4,,,
89.25774,9,sp2-3,,,
90.02432999999999,6,2-3,,,
90.02432999999999,7,3-4,,,
90.02432999999999,8,4-1,,,
90.02432999999999,9,3-4,,,
90.05766,MOT_mc_stage_color_00,r-flash,,
90.09098999999999,1,2-3,,,
90.09098999999999,2,4-1,,,
90.09098999999999,3,3-4,,,
90.09098999999999,4,2-3,,,
90.09098999999999,5,1-2,,,
90.45761999999999,1,3-4,,,
90.55761,2,1-2,,,
90.55761,3,4-1,,,
90.6576,4,3-4,,,
90.6576,5,2-3,,,
90.95756999999999,9,w4,,,
90.95756999999999,8,w1,,,
90.95756999999999,7,w4,,,
90.95756999999999,6,w3,,,
91.02423,6,3-4,,,
91.02423,7,4-1,,,
91.02423,8,1-2,,,
91.02423,9,4-1,,,
91.35753,1,j4-1,,,
91.35753,2,j2-3,,,
91.35753,3,j1-2,,,
91.35753,4,j4-1,,,
91.35753,5,j3-4,,,
91.75748999999999,6,hj4,,,
91.75748999999999,7,hj1,,,
91.75748999999999,8,hj2,,,
91.75748999999999,9,hj1,,,
92.42408999999999,5,w4,,,
92.42408999999999,4,w1,,,
92.42408999999999,3,w2,,,
92.42408999999999,2,w3,,,
92.42408999999999,1,w1,,,
92.55740999999999,MOT_mc_stage_color_00,y-flash,,
92.55740999999999,1,1-2,r1,,
92.55740999999999,2,3-4,r1,,
92.55740999999999,3,2-3,r1,,
92.55740999999999,4,1-2,r1,,
92.55740999999999,5,4-1,r1,,
92.55740999999999,6,4-1,l1,,
92.55740999999999,7,1-2,l1,,
92.55740999999999,8,2-3,l1,,
92.55740999999999,9,1-2,l1,,
92.92403999999999,1,2-3,,,
92.92403999999999,2,4-1,,,
92.92403999999999,3,3-4,,,
92.92403999999999,4,2-3,,,
92.92403999999999,5,1-2,,,
92.92403999999999,6,1-2,,,
92.92403999999999,7,2-3,,,
92.92403999999999,8,3-4,,,
92.92403999999999,9,2-3,,,
93.25734,1,3-4,rb0,,
93.25734,2,1-2,rb0,,
93.25734,3,4-1,rb0,,
93.25734,4,3-4,rb0,,
93.25734,5,2-3,rb0,,
93.25734,6,2-3,lb0,,
93.25734,7,3-4,lb0,,
93.25734,8,4-1,lb0,,
93.25734,9,3-4,lb0,,
93.82395,1,j4-1,,,
93.82395,2,j2-3,,,
93.82395,3,j1-2,,,
93.82395,4,j4-1,,,
93.82395,5,j3-4,,,
94.12392,6,hj3,,,
94.12392,7,hj4,,,
94.12392,8,hj1,,,
94.12392,9,hj4,,,
94.55721,1,1-2,,,
94.55721,2,3-4,,,
94.55721,3,2-3,,,
94.55721,4,1-2,,,
94.55721,5,4-1,,,
94.85718,6,3-4,,,
94.85718,7,4-1,,,
94.85718,8,1-2,,,
94.85718,9,4-1,,,
95.45711999999999,1,j2-3,,,
95.45711999999999,2,j4-1,,,
95.45711999999999,3,j3-4,,,
