0.03333,MOT_control_all,zoom1,,
42.795719999999996,3,j3-4,,
43.329,1,sj1,,
43.329,2,sj4,,
43.329,3,sj4,,
43.628969999999995,1,lp1,,
43.628969999999995,2,lp4,,
43.628969999999995,3,lp4,,
44.062259999999995,1,1-2,,
44.062259999999995,2,4-1,,
44.062259999999995,3,4-1,,
44.3289,1,lp2,,
44.76219,1,2-3,,
44.9955,3,w1,,
44.9955,2,w1,,
45.06216,1,lp3,,
45.39546,1,3-4,,
45.82875,1,j4-1,,
46.26204,1,j1-2,,
46.26204,2,j1-2,,
46.26204,3,j1-2,,
46.861979999999996,1,2-3,,
47.19528,1,3-4,,
47.328599999999994,3,w2,,
47.328599999999994,2,w2,,
47.52858,1,j4-1,,
48.061859999999996,1,j1-2,,
48.62847,1,2-3,,
48.69513,3,2-3,,
49.06176,3,3-4,,
49.39506,3,lp4,,
49.56171,1,w3,,
50.76159,3,4-1,,
51.06156,3,1-2,,
51.52818,3,j2-3,,
52.02813,3,j3-4,,
52.39476,3,lp4,,
53.26134,3,j4-1,,
53.794619999999995,3,sj1,,
54.29457,3,w1,,
54.3279,3,sj1,,
54.82785,3,w1,,
55.12782,1,3-4,,
55.12782,2,2-3,,
55.12782,3,1-2,,
55.49445,1,j4-1,,
55.49445,2,j3-4,,
55.49445,3,j2-3,,
55.861079999999994,1,lp1,,
55.861079999999994,2,lp4,,
55.861079999999994,3,lp3,,
56.660999999999994,1,1-2,,
56.660999999999994,2,4-1,,
56.660999999999994,3,3-4,,
56.994299999999996,1,hj2,,
56.994299999999996,2,hj1,,
56.994299999999996,3,hj4,,
57.894209999999994,1,2-3,r1,
57.894209999999994,2,1-2,r1,
57.894209999999994,3,4-1,r1,
57.9942,MOT_mc_stage_color_00,b-flash,,
57.9942,MOT_mc_light_up_00,l3,,
57.9942,MOT_mc_light_center_00,sabi,,
58.160849999999996,1,lp3,,
58.160849999999996,2,lp2,,
58.160849999999996,3,lp1,,
59.060759999999995,1,,r2,
59.060759999999995,2,,r2,
59.060759999999995,3,,r2,
59.56071,1,j3-4,,
59.56071,2,j2-3,,
59.56071,3,j1-2,,
60.193979999999996,1,4-1,rb1,
60.193979999999996,2,3-4,rb1,
60.193979999999996,3,2-3,rb1,
60.46062,1,lp1,,
60.46062,2,lp4,,
60.46062,3,lp3,,
61.36053,1,,rb0,
61.36053,2,,rb0,
61.36053,3,,rb0,
61.827149999999996,1,j1-2,,
61.827149999999996,2,j4-1,,
61.827149999999996,3,j3-4,,
62.12712,1,lp2,,
62.12712,2,lp1,,
62.12712,3,lp4,,
62.46042,2,1-2,,
62.760389999999994,2,2-3,,
63.060359999999996,2,sj3,,
63.39366,2,lp3,,
63.560309999999994,1,hj2,,
63.560309999999994,3,hj4,,
64.02693,1,2-3,,
64.02693,3,4-1,,
64.3269,2,3-4,,
64.62687,2,j4-1,,
64.96016999999999,3,w1,,
64.96016999999999,1,w3,,
65.16015,2,sj1,,
65.6601,2,w1,,
65.72676,2,j1-2,,
66.16005,1,hj3,,
66.16005,2,hj2,,
66.16005,3,hj1,,
67.02663,1,3-4,l1,
67.02663,2,2-3,l1,
67.02663,3,1-2,l1,
67.29326999999999,1,lp4,,
67.29326999999999,2,lp3,,
67.29326999999999,3,lp2,,
68.19318,1,,l2,
68.19318,2,,l2,
68.19318,3,,l2,
68.69313,1,j4-1,,
68.69313,2,j3-4,,
68.69313,3,j2-3,,
69.32639999999999,1,1-2,lb1,
69.32639999999999,2,4-1,lb1,
69.32639999999999,3,3-4,lb1,
69.59304,1,lp2,,
69.59304,2,lp1,,
69.59304,3,lp4,,
70.49295,1,,lb0,
70.49295,2,,lb0,
70.49295,3,,lb0,
70.95957,1,j2-3,,
70.95957,2,j1-2,,
70.95957,3,j4-1,,
71.55951,1,3-4,,
71.55951,2,2-3,,
71.55951,3,1-2,,
71.85947999999999,1,4-1,,
71.85947999999999,2,3-4,,
71.85947999999999,3,2-3,,
72.15944999999999,1,lp1,,
72.15944999999999,2,lp4,,
72.15944999999999,3,lp3,,
73.75929,1,1-2,,
73.75929,2,4-1,,
73.75929,3,3-4,,
74.25923999999999,1,sj2,,
74.25923999999999,2,sj1,,
74.25923999999999,3,sj4,,
74.72586,1,j2-3,,
74.72586,2,j1-2,,
74.72586,3,j4-1,,
75.15915,1,lp3,,
75.15915,2,lp2,,
75.15915,3,lp1,,
75.59244,3,1-2,,
75.95907,3,j2-3,,
76.29236999999999,3,3-4,,
76.62567,3,j4-1,,
77.12562,2,j2-3,,
77.45891999999999,2,3-4,,
77.69223,3,w1,,
77.75889,2,j4-1,,
78.29217,1,3-4,,
78.62546999999999,1,4-1,,
78.82545,2,w1,,
78.95877,1,j1-2,,
79.3254,1,j2-3,,
79.69203,1,lp3,,
80.09199,1,3-4,,
80.09199,2,1-2,,
80.09199,3,1-2,,
80.45862,1,4-1,,
80.45862,2,2-3,,
80.45862,3,2-3,,
80.72525999999999,1,sj1,,
80.72525999999999,2,sj3,,
80.72525999999999,3,sj3,,
81.19188,1,j1-2,,
81.19188,2,j3-4,,
81.19188,3,j3-4,,
81.85848,1,2-3,,
81.85848,2,4-1,,
81.85848,3,4-1,,
82.22511,1,j3-4,,
82.22511,2,j1-2,,
82.22511,3,j1-2,,
82.82504999999999,1,j4-1,,
82.82504999999999,2,j2-3,,
82.82504999999999,3,j2-3,,
83.19167999999999,MOT_mc_stage_color_00,r-flash,,
83.22501,1,lp1,,
83.22501,2,lp3,,
83.22501,3,lp3,,
83.6583,1,j1-2,,
84.05825999999999,2,j3-4,,
84.49154999999999,3,j3-4,,
84.72485999999999,1,w2,,
84.85817999999999,1,sj2,,
84.85817999999999,2,sj4,,
84.85817999999999,3,sj4,,
85.35813,3,w4,,
85.35813,2,w4,,
85.35813,1,w2,,
85.65809999999999,1,j2-3,,
85.65809999999999,2,j4-1,,
85.65809999999999,3,j4-1,,
86.22471,1,j3-4,,
86.22471,2,j1-2,,
86.22471,3,j1-2,,
86.75798999999999,1,hj4,,
86.75798999999999,2,hj2,,
86.75798999999999,3,hj2,,
87.09129,MOT_mc_stage_color_00,b-flash,,
87.62456999999999,MOT_mc_stage_color_00,b-flash,,
87.62456999999999,MOT_mc_light_up_00,l3,,
87.62456999999999,1,4-1,r1,
87.62456999999999,2,2-3,r1,
87.62456999999999,3,2-3,r1,
87.89121,1,lp1,,
87.89121,2,lp3,,
87.89121,3,lp3,,
88.79111999999999,1,,r2,
88.79111999999999,2,,r2,
88.79111999999999,3,,r2,
89.29106999999999,1,j1-2,,
89.29106999999999,2,j3-4,,
89.29106999999999,3,j3-4,,
89.92434,1,2-3,rb1,
89.92434,2,4-1,rb1,
89.92434,3,4-1,rb1,
90.19098,1,lp3,,
90.19098,2,lp1,,
90.19098,3,lp1,,
91.09089,1,,rb0,
91.09089,2,,rb0,
91.09089,3,,rb0,
91.55751,1,j3-4,,
91.55751,2,j1-2,,
91.55751,3,j1-2,,
91.85748,1,lp4,,
91.85748,2,lp2,,
91.85748,3,lp2,,
92.05745999999999,3,2-3,,
92.35743,3,3-4,,
92.6574,3,sj4,,
93.15735,3,w4,,
93.25734,1,hj4,,
93.25734,2,hj2,,
93.25734,3,hj4,,
93.72395999999999,1,4-1,,
93.72395999999999,2,2-3,,
93.72395999999999,3,4-1,,
94.05726,2,3-4,,
94.35723,2,j4-1,,
94.65719999999999,3,w1,,
94.65719999999999,1,w1,,
94.89050999999999,2,sj1,,
95.39045999999999,2,w1,,
95.42379,2,j1-2,,
95.89041,1,hj1,,
95.89041,2,hj2,,
95.89041,3,hj1,,
96.75699,1,1-2,l1,
96.75699,2,2-3,l1,
96.75699,3,1-2,l1,
97.02363,1,lp2,,
97.02363,2,lp3,,
97.02363,3,lp2,,
97.92354,1,,l2,
97.92354,2,,l2,
97.92354,3,,l2,
98.42349,1,j2-3,,
98.42349,2,j3-4,,
98.42349,3,j2-3,,
99.05676,1,3-4,lb1,
99.05676,2,4-1,lb1,
99.05676,3,3-4,lb1,
99.32339999999999,1,lp4,,
99.32339999999999,2,lp1,,
99.32339999999999,3,lp4,,
100.22331,1,,lb0,
100.22331,2,,lb0,
100.22331,3,,lb0,
100.68992999999999,1,j4-1,,
100.68992999999999,2,j1-2,,
100.68992999999999,3,j4-1,,
101.28987,1,1-2,,
101.28987,2,2-3,,
101.28987,3,1-2,,
101.58984,1,2-3,,
101.58984,2,3-4,,
101.58984,3,2-3,,
101.88981,1,lp3,,
101.88981,2,lp4,,
101.88981,3,lp3,,
103.48965,1,j3-4,,
103.48965,2,j4-1,,
103.48965,3,j3-4,,
104.05626,1,j4-1,,
104.05626,2,j1-2,,
104.05626,3,j4-1,,
104.52288,1,1-2,,
104.52288,2,2-3,,
104.52288,3,1-2,,
104.95617,1,j2-3,,
105.45612,3,w2,,
105.45612,2,w3,,
105.6561,1,j3-4,,
106.02273,1,4-1,,
106.35602999999999,1,sj1,,
106.72265999999999,3,sj2,,
106.85597999999999,1,w1,,
107.08928999999999,3,j2-3,,
107.45591999999999,3,3-4,,
107.9892,2,j3-4,,
108.38915999999999,3,w4,,
108.48915,2,sj4,,
108.9891,2,w4,,
109.05575999999999,2,j4-1,,
109.82235,1,1-2,,
109.82235,2,1-2,,
109.82235,3,4-1,,
110.18898,1,2-3,,
110.18898,2,2-3,,
110.18898,3,1-2,,
110.45562,1,sj3,,
110.45562,2,sj3,,
110.45562,3,sj2,,
110.92223999999999,1,j3-4,,
110.92223999999999,2,j3-4,,
110.92223999999999,3,j2-3,,
111.58883999999999,1,4-1,,
111.58883999999999,2,4-1,,
111.58883999999999,3,3-4,,
111.95546999999999,1,j1-2,,
111.95546999999999,2,j1-2,,
111.95546999999999,3,j4-1,,
112.55541,1,j2-3,,
112.55541,2,j2-3,,
112.55541,3,j1-2,,
112.95537,1,lp3,,
112.95537,2,lp3,,
112.95537,3,lp2,,
114.42188999999999,1,3-4,,
114.42188999999999,2,3-4,,
114.42188999999999,3,2-3,,
114.82185,1,j4-1,,
114.82185,2,j4-1,,
114.82185,3,j3-4,,
115.38846,1,sj1,,
115.38846,2,sj1,,
115.38846,3,sj4,,
115.88841,3,w4,,
115.88841,2,w1,,
115.88841,1,w1,,
116.05506,1,1-2,,
116.05506,2,1-2,,
116.05506,3,4-1,,
116.32169999999999,1,lp2,,
116.32169999999999,2,lp2,,
116.32169999999999,3,lp1,,
116.58833999999999,1,j2-3,,
116.58833999999999,2,j2-3,,
116.58833999999999,3,j1-2,,
117.18827999999999,1,j3-4,,
117.18827999999999,2,j3-4,,
117.18827999999999,3,j2-3,,
117.52158,1,lp4,,
117.52158,2,lp4,,
117.52158,3,lp3,,
119.18808,1,4-1,,
119.18808,2,4-1,,
119.18808,3,3-4,,
119.45472,1,sj1,,
119.45472,2,sj1,,
119.45472,3,sj4,,
119.92134,1,j1-2,,
119.92134,2,j1-2,,
119.92134,3,j4-1,,
120.62127,1,2-3,,
120.62127,2,2-3,,
120.62127,3,1-2,,
120.9879,1,j3-4,,
120.9879,2,j3-4,,
120.9879,3,j2-3,,
121.58784,1,j4-1,,
121.58784,2,j4-1,,
121.58784,3,j3-4,,
121.9878,MOT_mc_stage_color_00,b-flash,,
121.9878,MOT_mc_light_up_00,l1,,
121.9878,1,lp1,,
121.9878,2,lp1,,
121.9878,3,lp4,,
124.02092999999999,1,1-2,,
124.02092999999999,2,1-2,,
124.02092999999999,3,4-1,,
124.95416999999999,3,w1,,
124.95416999999999,2,w2,,
124.95416999999999,1,w2,,
