time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
39.81,,4,,BUS_0007,0.2,0,,
38.977,9,4,0,,,,0,0.78
39.977,,5,,MasterOut,0,1,,
39.977,,5,,BUS_0007,0,0.05,,
39.977,8,5,1,,,,0,0.78
41.643,,5,,MasterOut,0.05,0,,
41.643,,5,,BUS_0007,0.2,0,,
41.851,8,5,0,,,,0,0.78
41.851,,1,,MasterOut,0,1,,
41.851,,1,,BUS_0007,0,0.05,,
41.851,1,1,1,,,,0,0.78
44.234,,1,,MasterOut,0.05,0,,
44.234,,1,,BUS_0007,0.2,0,,
45.566,1,1,0,,,,0,0.78
45.566,,6,,MasterOut,0,1,,
45.566,,6,,BUS_0007,0,0.05,,
45.566,6,6,1,,,,-26.4,0.2
45.566,7,6,,,,,-18,0.2
45.566,4,6,,,,,-9.6,0.23
45.566,2,6,,,,,-3,0.26
45.566,1,6,1,,,,0,0.28
45.566,3,6,1,,,,3,0.26
45.566,5,6,1,,,,9.6,0.23
45.566,9,6,1,,,,18,0.2
45.566,8,6,1,,,,26.4,0.2
49.086,,6,,MasterOut,0.05,0,,
49.086,,6,,BUS_0007,0.2,0,,
49.444,,1,,MasterOut,0,1,,
49.444,,1,,BUS_0007,0,0.05,,
49.444,1,1,1,,,,0,0.78
53.24,,1,,MasterOut,0.05,0,,
53.24,,1,,BUS_0007,0.2,0,,
53.672,1,1,0,,,,0,0.78
53.672,,2,,MasterOut,0,1,,
53.672,,2,,BUS_0007,0,0.05,,
53.672,2,2,1,,,,0,0.78
56.544,,2,,MasterOut,0.05,0,,
56.544,,2,,BUS_0007,0.2,0,,
56.833,2,2,0,,,,0,0.78
56.833,,3,,MasterOut,0,1,,
56.833,,3,,BUS_0007,0,0.05,,
56.833,4,3,1,,,,0,0.78
58.561,,3,,MasterOut,0.05,0,,
58.561,,3,,BUS_0007,0.2,0,,
58.761,4,3,0,,,,0,0.78
58.761,,5,,MasterOut,0,1,,
58.761,,5,,BUS_0007,0,0.05,,
58.761,5,5,1,,,,0,0.78
61.792,,5,,MasterOut,0.05,0,,
61.792,,5,,BUS_0007,0.2,0,,
62,5,5,0,,,,0,0.78
62,,4,,MasterOut,0,1,,
62,,4,,BUS_0007,0,0.05,,
62,3,4,1,,,,0,0.78
68.334,,4,,MasterOut,0.05,0,,
68.334,,4,,BUS_0007,0.2,0,,
68.535,3,4,0,,,,0,0.78
68.535,,6,,MasterOut,0,1,,
68.535,,6,,BUS_0007,0,0.05,,
68.535,6,6,,,,,-26.4,0.2
68.535,7,6,,,,,-18,0.2
68.535,4,6,1,,,,-9.6,0.24
68.535,2,6,1,,,,-3,0.28
68.535,1,6,1,,,,0,0.3
68.535,3,6,1,,,,3,0.28
68.535,5,6,1,,,,9.6,0.24
68.535,9,6,,,,,18,0.2
68.535,8,6,,,,,26.4,0.2
70.005,,6,,MasterOut,0.05,0,,
70.005,,6,,BUS_0007,0.2,0,,
70.1,6,6,0,,,,-12,0.56
70.1,7,6,0,,,,12,0.56
70.206,,1,,MasterOut,0,1,,
70.206,,1,,BUS_0007,0,0.05,,
70.206,6,1,1,,,,-12,0.56
70.206,7,1,1,,,,12,0.56
72.322,,6,,MasterOut,0,1,,
72.322,,6,,BUS_0007,0,0.1,,
72.322,6,1,,,,,-26.4,0.2
72.322,7,1,,,,,-18,0.2
72.322,4,6,,,,,-9.6,0.24
72.322,2,6,,,,,-3,0.28
72.322,1,6,,,,,0,0.3
72.322,3,6,,,,,3,0.28
72.322,5,6,,,,,9.6,0.24
72.322,9,6,,,,,18,0.2
72.322,8,6,,,,,26.4,0.2
73.957,,1,,MasterOut,0.05,0,,
73.957,,1,,BUS_0007,0.2,0,,
73.957,,6,,MasterOut,0.05,0,,
73.957,,6,,BUS_0007,0.2,0,,
73.957,,2,,MasterOut,0,1,,
73.957,,2,,BUS_0007,0,0.05,,
73.957,9,2,1,,,,-12,0.54
73.957,8,2,1,,,,12,0.54
76.149,9,6,0,,,,-12,0.54
76.149,8,6,0,,,,12,0.54
76.149,,1,,MasterOut,0,1,,
76.149,,1,,BUS_0007,0,0.05,,
76.149,,6,,MasterOut,0,1,,
76.149,,6,,BUS_0007,0,0.05,,
76.149,6,1,,,,,-26.4,0.2
76.149,7,1,,,,,-18,0.2
76.149,4,6,,,,,-9.6,0.24
76.149,2,6,,,,,-3,0.28
76.149,1,6,,,,,0,0.3
76.149,3,6,,,,,3,0.28
76.149,5,6,,,,,9.6,0.24
76.149,9,2,,,,,18,0.2
76.149,8,2,,,,,26.4,0.2
77.738,,1,,MasterOut,0.05,0,,
77.738,,1,,BUS_0007,0.2,0,,
77.738,,2,,MasterOut,0.05,0,,
77.738,,2,,BUS_0007,0.2,0,,
77.738,4,6,,,,,-18,0.27
77.738,2,6,,,,,-9,0.35
77.738,1,6,,,,,0,0.5
77.738,3,6,,,,,9,0.35
77.738,5,6,,,,,18,0.27
77.9,6,1,0,,,,-26.4,0.2
77.9,7,1,0,,,,-18,0.2
77.9,9,2,0,,,,18,0.2
77.9,8,2,0,,,,26.4,0.2
83.069,,6,,MasterOut,0.05,0,,
83.069,,6,,BUS_0007,0.2,0,,
83.069,8,1,1,,,,0,0.78
83.775,,1,,MasterOut,0,1,,
83.775,,1,,BUS_0007,0,0.05,,
91.315,,1,,MasterOut,0.05,0,,
91.315,,1,,BUS_0007,0.2,0,,
91.869,8,1,0,,,,0,0.78
91.869,,2,,MasterOut,0,1,,
91.869,,2,,BUS_0007,0,0.05,,
91.869,9,2,1,,,,0,0.78
94.675,,2,,MasterOut,0.05,0,,
94.675,,2,,BUS_0007,0.2,0,,
94.938,9,2,0,,,,0,0.78
94.938,,3,,MasterOut,0,1,,
94.938,,3,,BUS_0007,0,0.05,,
94.938,7,3,1,,,,0,0.78
98.721,,3,,MasterOut,0.05,0,,
98.721,,3,,BUS_0007,0.2,0,,
98.998,7,3,0,,,,0,0.78
98.998,,4,,MasterOut,0,1,,
98.998,,4,,BUS_0007,0,0.05,,
98.998,6,4,1,,,,0,0.78
102.887,,4,,MasterOut,0.05,0,,
102.887,,4,,BUS_0007,0.2,0,,
103.306,6,4,0,,,,0,0.78
103.306,,6,,MasterOut,0,1,,
103.306,,6,,BUS_0007,0,0.05,,
103.306,6,6,,,,,-26.4,0.2
103.306,7,6,,,,,-18,0.2
103.306,4,6,,,,,-9.6,0.24
103.306,2,6,,,,,-3,0.28
103.306,1,6,,,,,0,0.3
103.306,3,6,,,,,3,0.28
103.306,5,6,,,,,9.6,0.24
103.306,9,6,,,,,18,0.2
103.306,8,6,,,,,26.4,0.2
113.8,,6,,MasterOut,0.05,0,,
113.8,,6,,BUS_0007,0.2,0,,
114.014,,1,,MasterOut,0,1,,
114.014,,1,,BUS_0007,0,0.05,,
114.014,6,1,1,,,,-18,0.35
114.014,7,1,1,,,,18,0.35
114.014,3,1,1,,,,0,0.5
115.826,,1,,MasterOut,0.05,0,,
115.826,,1,,BUS_0007,0.2,0,,
115.826,,2,,MasterOut,0,1,,
115.826,,2,,BUS_0007,0,0.05,,
115.826,5,2,1,,,,0,0.5
115.826,9,2,1,,,,-18,0.35
115.826,8,2,1,,,,18,0.35
117.74,,3,,MasterOut,0,1,,
117.74,,3,,BUS_0007,0,0.05,,
117.74,,2,,MasterOut,0.05,0,,
117.74,,2,,BUS_0007,0.2,0,,
117.74,4,3,1,,,,-18,0.35
117.74,2,3,1,,,,-18,0.35
117.74,1,3,1,,,,0,0.5
119.318,,1,,MasterOut,0,1,,
119.318,,1,,BUS_0007,0,0.05,,
119.318,,2,,MasterOut,0,1,,
119.318,,2,,BUS_0007,0,0.05,,
119.318,6,1,,,,,-26.4,0.2
119.318,7,1,,,,,-18,0.2
119.318,4,3,,,,,-9.6,0.24
119.318,2,3,,,,,-3,0.28
119.318,1,3,,,,,0,0.3
119.318,3,1,,,,,3,0.28
119.318,5,2,,,,,9.6,0.24
119.318,9,2,,,,,18,0.2
119.318,8,2,,,,,26.4,0.2
122.26,,1,,MasterOut,0.05,0,,
122.26,,1,,BUS_0007,0.2,0,,
122.26,,2,,MasterOut,0.05,0,,
122.26,,2,,BUS_0007,0.2,0,,
122.26,,3,,MasterOut,0.05,0,,
122.26,,3,,BUS_0007,0.2,0,,
122.4,6,1,0,,,,0,0.78
122.4,7,1,0,,,,0,0.78
122.4,3,1,0,,,,0,0.78
122.4,9,2,0,,,,0,0.78
122.4,8,2,0,,,,0,0.78
122.4,5,2,0,,,,0,0.78
122.466,,1,,MasterOut,0,1,,
122.466,,1,,BUS_0007,0,0.05,,
122.466,,5,,MasterOut,0,1,,
122.466,,5,,BUS_0007,0,0.05,,
122.466,6,1,1,,,,-18,0.26
122.466,7,1,1,,,,-9,0.34
122.466,4,1,1,,,,9,0.34
122.466,2,1,1,,,,18,0.26
122.466,1,5,1,,,,0,0.49
124.155,,1,,MasterOut,0.05,0,,
124.155,,1,,BUS_0007,0.2,0,,
124.155,,2,,MasterOut,0,1,,
124.155,,2,,BUS_0007,0,0.05,,
124.155,3,2,1,,,,-18,0.26
124.155,5,2,1,,,,-9,0.34
124.155,9,2,1,,,,9,0.34
124.155,8,2,1,,,,18,0.26
126.061,,5,,MasterOut,0.05,0,,
126.061,,5,,BUS_0007,0.2,0,,
126.061,,2,,MasterOut,0.05,0,,
126.061,,2,,BUS_0007,0.2,0,,
126.266,,6,,MasterOut,0,1,,
126.266,,6,,BUS_0007,0,0.05,,
126.266,6,6,1,,,,-26.4,0.21
126.266,7,6,1,,,,-18,0.21
126.266,4,6,1,,,,-9.6,0.24
126.266,2,6,1,,,,-3,0.28
126.266,1,6,1,,,,0,0.31
126.266,3,6,1,,,,3,0.28
126.266,5,6,1,,,,9.6,0.24
126.266,9,6,1,,,,18,0.21
126.266,8,6,1,,,,26.4,0.21
