0.03333,MOT_mc_bg_black_00,b80,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
14.79852,2,j2-3,,,
14.79852,3,j2-3,,,
14.79852,4,j2-3,,,
14.79852,5,j2-3,,,
15.03183,MOT_mc_stage_color_00,b-flash,,
15.59844,1,j3-4,,,
15.59844,2,j3-4,,,
15.59844,3,j3-4,,,
15.59844,4,j3-4,,,
15.59844,5,j3-4,,,
16.19838,1,4-1,,,
16.19838,2,4-1,,,
16.19838,3,4-1,,,
16.19838,4,4-1,,,
16.19838,5,4-1,,,
16.39836,MOT_mc_stage_color_00,b-flash,,
16.59834,1,j1-2,,,
16.59834,2,j1-2,,,
16.59834,3,j1-2,,,
16.59834,4,j1-2,,,
16.59834,5,j1-2,,,
16.9983,1,lp2,,,
16.9983,2,lp2,,,
16.9983,3,lp2,,,
16.9983,4,lp2,,,
16.9983,5,lp2,,,
17.59824,1,2-3,,,
17.59824,2,2-3,,,
17.59824,3,2-3,,,
17.59824,4,2-3,,,
17.59824,5,2-3,,,
17.69823,MOT_mc_stage_color_00,r-flash,,
17.93154,1,3-4,,,
17.93154,2,3-4,,,
17.93154,3,3-4,,,
17.93154,4,3-4,,,
17.93154,5,3-4,,,
18.26484,1,4-1,,,
18.26484,2,4-1,,,
18.26484,3,4-1,,,
18.26484,4,4-1,,,
18.26484,5,4-1,,,
18.59814,1,lp1,,,
18.59814,2,lp1,,,
18.59814,3,lp1,,,
18.59814,4,lp1,,,
18.59814,5,lp1,,,
19.09809,1,j1-2,,,
19.198079999999997,4,,l1,,
19.198079999999997,2,,l1,,
19.198079999999997,3,,r1,,
19.198079999999997,5,,r1,,
19.46472,1,j2-3,,,
19.53138,4,,l2,,
19.53138,2,,l2,,
19.53138,3,,r2,,
19.53138,5,,r2,,
19.83135,1,lp3,,,
20.23131,1,3-4,,,
20.23131,2,1-2,,,
20.23131,3,1-2,,,
20.23131,4,1-2,,,
20.23131,5,1-2,,,
20.53128,1,j4-1,,,
20.6646,4,lp2,lb1,,
20.6646,2,lp2,lb1,,
20.6646,3,lp2,rb1,,
20.6646,5,lp2,rb1,,
20.73126,MOT_mc_stage_color_00,y-flash,,
20.89791,1,j1-2,,,
20.997899999999998,4,,lb0,,
20.997899999999998,2,,lb0,,
20.997899999999998,3,,rb0,,
20.997899999999998,5,,rb0,,
21.26454,1,lp2,,,
21.6645,1,2-3,,,
21.6645,2,2-3,,,
21.6645,3,2-3,,,
21.6645,4,2-3,,,
21.6645,5,2-3,,,
21.997799999999998,1,j3-4,,,
21.997799999999998,2,j3-4,,,
21.997799999999998,3,j3-4,,,
21.997799999999998,4,j3-4,,,
21.997799999999998,5,j3-4,,,
22.13112,MOT_mc_stage_color_00,b-flash,,
22.3311,1,4-1,,,
22.3311,2,4-1,,,
22.3311,3,4-1,,,
22.3311,4,4-1,,,
22.3311,5,4-1,,,
22.6644,1,hj1,,,
22.6644,2,hj1,,,
22.6644,3,hj1,,,
22.6644,4,hj1,,,
22.6644,5,hj1,,,
23.231009999999998,1,sj1,,,
23.231009999999998,2,sj1,,,
23.231009999999998,3,sj1,,,
23.231009999999998,4,sj1,,,
23.231009999999998,5,sj1,,,
23.56431,1,1-2,,,
23.56431,2,1-2,,,
23.56431,3,1-2,,,
23.56431,4,1-2,,,
23.56431,5,1-2,,,
23.89761,1,2-3,,,
23.89761,2,2-3,,,
23.89761,3,2-3,,,
23.89761,4,2-3,,,
23.89761,5,2-3,,,
24.230909999999998,1,lp3,,,
24.230909999999998,2,lp3,,,
24.230909999999998,3,lp3,,,
24.230909999999998,4,lp3,,,
24.230909999999998,5,lp3,,,
24.59754,1,j3-4,,,
24.59754,4,j3-4,,,
24.59754,5,j3-4,,,
24.73086,MOT_mc_stage_color_00,y-flash,,
24.73086,MOT_mc_bg_black_00,b20-65,,
24.96417,1,lp4,,,
24.96417,4,lp4,,,
24.96417,5,lp4,,,
24.96417,2,j3-4,,,
24.96417,3,j3-4,,,
25.3308,2,lp4,,,
25.3308,3,lp4,,,
27.36393,1,4-1,,b0,
27.36393,2,4-1,,b0,
27.36393,3,4-1,,b0,
27.36393,4,4-1,,b0,
27.36393,5,4-1,,b0,
27.83055,1,1-2,,,
27.83055,2,1-2,,,
27.83055,3,1-2,,,
27.83055,4,1-2,,,
27.83055,5,1-2,,,
28.19718,1,2-3,,,
28.19718,2,2-3,,,
28.19718,3,2-3,,,
28.19718,4,2-3,,,
28.19718,5,2-3,,,
28.59714,1,3-4,,,
28.59714,2,3-4,,,
28.59714,3,3-4,,,
28.59714,4,3-4,,,
28.59714,5,3-4,,,
29.297069999999998,1,4-1,,,
29.297069999999998,2,4-1,,,
29.297069999999998,3,4-1,,,
29.297069999999998,4,4-1,,,
29.297069999999998,5,4-1,,,
29.930339999999998,4,j1-2,,,
29.963669999999997,2,j1-2,,,
29.997,1,j1-2,,,
30.03033,3,j1-2,,,
30.06366,5,j1-2,,,
30.330299999999998,MOT_mc_stage_color_00,b-flash,,
30.39696,1,lp2,,,
30.39696,2,lp2,,,
30.39696,3,lp2,,,
30.39696,4,lp2,,,
30.39696,5,lp2,,,
31.46352,1,j2-3,,,
31.46352,2,j2-3,,,
31.46352,3,j2-3,,,
31.46352,4,j2-3,,,
31.46352,5,j2-3,,,
31.83015,1,lp3,,,
31.83015,2,lp3,,,
31.83015,3,lp3,,,
31.83015,4,lp3,,,
31.83015,5,lp3,,,
32.43009,1,3-4,,,
32.43009,2,3-4,,,
32.43009,3,3-4,,,
32.43009,4,3-4,,,
32.43009,5,3-4,,,
32.96337,1,j4-1,,,
32.96337,2,j4-1,,,
32.96337,3,j4-1,,,
32.96337,4,j4-1,,,
32.96337,5,j4-1,,,
33.36333,1,sp1-2,,,
33.36333,2,sp1-2,,,
33.36333,3,sp1-2,,,
33.36333,4,sp1-2,,,
33.36333,5,sp1-2,,,
34.729859999999995,3,j2-3,,,
34.79652,4,j2-3,,,
34.86318,5,j2-3,,,
34.92984,2,j2-3,,,
34.9965,1,j2-3,,,
35.3298,3,j3-4,,,
35.39646,4,j3-4,,,
35.463119999999996,5,j3-4,,,
35.529779999999995,2,j3-4,,,
35.59644,1,j3-4,,,
36.26304,1,,,f1,
36.26304,1,4-1,,,
36.26304,2,4-1,,,
36.26304,3,4-1,,,
36.26304,4,4-1,,,
36.26304,5,4-1,,,
36.39636,MOT_mc_stage_color_00,y-flash,,
36.39636,MOT_mc_bg_black_00,b65-45,,
36.46302,2,,,,D60
36.46302,3,,,,D60
36.46302,4,,,,D60
36.46302,5,,,,D60
36.52968,MOT_mc_light_center_00,blink,,
36.52968,MOT_mc_light_up_00,blink,,
36.59634,1,1-2,,,
36.92964,1,lp2,,,
37.19628,5,w1,,,
37.19628,4,w1,,,
37.19628,3,w1,,,
37.19628,2,w1,,,
37.896209999999996,1,2-3,,,
38.26284,1,3-4,,,
38.62947,1,4-1,,,
38.96277,1,lp1,,,
39.995999999999995,1,j1-2,,,
40.329299999999996,1,lp2,,,
41.09589,1,2-3,,,
41.46252,1,j3-4,,,
42.029129999999995,1,sj4,,,
42.395759999999996,1,lp4,,,
42.762389999999996,1,j4-1,,,
42.762389999999996,2,1-2,,,
42.762389999999996,3,1-2,,,
42.762389999999996,5,1-2,,,
42.762389999999996,4,1-2,,,
43.42899,1,j1-2,,,
43.42899,2,2-3,,,
43.42899,3,2-3,,,
43.42899,5,2-3,,,
43.42899,4,2-3,,,
44.16225,1,j2-3,,,
44.16225,2,3-4,,,
44.16225,3,3-4,,,
44.16225,5,3-4,,,
44.16225,4,3-4,,,
44.52888,1,lp3,,,
45.09549,5,w4,,,
45.09549,4,w4,,,
45.09549,3,w4,,,
45.09549,2,w4,,,
46.9953,1,,,b0,
47.12862,1,,,,D60
47.42859,1,3-4,,,
47.42859,2,4-1,,,
47.42859,3,4-1,,,
47.42859,4,4-1,,,
47.42859,5,4-1,,,
47.42859,2,,,f1,
47.52858,2,,,,L0
47.56191,MOT_mc_stage_color_00,r-flash,,
47.76189,2,1-2,,,
48.095189999999995,2,lp2,,,
48.36183,5,w1,,,
48.36183,4,w1,,,
48.36183,3,w1,,,
48.36183,1,w4,,,
49.06176,2,2-3,,,
49.42839,2,3-4,,,
49.79502,2,4-1,,,
50.128319999999995,2,lp1,,,
51.16155,2,j1-2,,,
51.49485,2,lp2,,,
52.06146,2,,,,D60
52.22811,3,1-2,,f1,
52.22811,2,w2,,b0,
52.3281,3,,,,L0
52.561409999999995,1,4-1,,,
52.561409999999995,2,2-3,,,
52.561409999999995,3,2-3,,,
52.561409999999995,4,1-2,,,
52.561409999999995,5,1-2,,,
52.72806,MOT_mc_stage_color_00,b-flash,,
52.928039999999996,3,j3-4,,,
53.294669999999996,3,lp4,,,
53.49465,5,w2,,,
53.49465,4,w2,,,
53.49465,2,w3,,,
53.49465,1,w1,,,
53.9946,3,j4-1,,,
54.627869999999994,3,1-2,,,
55.29447,3,j2-3,,,
55.62777,3,lp3,,,
56.72766,3,w3,,b0,
56.72766,1,1-2,,,
56.72766,2,3-4,,,
56.72766,4,2-3,,,
56.72766,5,2-3,,f1,
56.92764,5,,,,L0
56.92764,3,,,,D60
56.960969999999996,MOT_mc_stage_color_00,y-flash,,
57.427589999999995,5,j3-4,,,
57.6609,4,w3,,,
57.6609,2,w4,,,
57.6609,1,w2,,,
58.194179999999996,5,j4-1,,,
58.56081,5,lp1,,,
59.56071,5,1-2,r1,,
59.96067,5,2-3,rb0,,
60.39396,5,3-4,r1,,
60.89391,5,4-1,rb0,,
61.26054,5,lp1,,,
62.260439999999996,5,1-2,,,
62.89371,5,2-3,,,
63.460319999999996,5,j3-4,,,
63.82695,5,lp4,,,
65.12682,5,4-1,,,
65.49345,5,1-2,,,
65.86008,5,2-3,,,
66.3267,5,j3-4,,,
66.69333,5,lp4,,,
68.49315,5,4-1,,b0,
68.79312,5,,,,D60
69.02642999999999,4,3-4,,f1,
69.15975,4,,,,L0
69.35973,1,2-3,,,
69.35973,2,4-1,,,
69.35973,3,3-4,,,
69.35973,4,4-1,,,
69.35973,5,1-2,,,
69.45971999999999,MOT_mc_stage_color_00,y-flash,,
69.72636,4,lp1,,,
70.19297999999999,4,1-2,,,
70.29297,5,w2,,,
70.29297,3,w4,,,
70.29297,2,w1,,,
70.29297,1,w3,,,
70.52628,4,j2-3,,,
70.89291,4,lp3,,,
71.9928,4,3-4,l1,,
72.3261,4,lp4,,,
72.9927,4,4-1,,,
73.35933,4,1-2,,,
74.15925,4,2-3,lb0,,
74.72586,4,j3-4,,,
75.19248,4,j4-1,,,
75.62577,4,lp1,,,
76.25904,4,1-2,,b0,
76.39236,MOT_mc_stage_color_00,b-flash,,
76.49235,3,4-1,,,
76.49235,5,2-3,,,
76.52568,5,,,,L0
76.52568,3,,,,L0
76.59234,MOT_mc_stage_color_00,y-flash,,
76.72565999999999,1,3-4,,,
76.72565999999999,2,1-2,,,
76.75899,2,,,,L0
76.75899,1,,,,L0
76.79231999999999,MOT_mc_stage_color_00,r-flash,,
76.85898,MOT_mc_light_center_00,off,,
76.85898,MOT_mc_light_up_00,off,,
77.19228,4,w2,,,
77.42559,5,w3,,,
77.42559,3,w1,,,
77.59223999999999,1,j4-1,,,
77.59223999999999,2,j2-3,,,
77.59223999999999,3,j1-2,,,
77.59223999999999,4,j2-3,,,
77.59223999999999,5,j3-4,,,
77.6589,MOT_mc_bg_black_00,b45-0,,
77.69223,MOT_mc_stage_color_00,b-flash,,
77.75889,MOT_mc_light_center_00,flash,,
77.75889,MOT_mc_light_up_00,flash,,
77.75889,MOT_mc_back_00,flash,,
77.95886999999999,1,1-2,,,
77.95886999999999,2,3-4,,,
77.95886999999999,3,2-3,,,
77.95886999999999,4,3-4,,,
77.95886999999999,5,4-1,,,
78.32549999999999,1,2-3,,,
78.32549999999999,2,4-1,,,
78.32549999999999,3,3-4,,,
78.32549999999999,4,4-1,,,
78.32549999999999,5,1-2,,,
78.69212999999999,1,lp3,,,
78.69212999999999,2,lp1,,,
78.69212999999999,3,lp4,,,
78.69212999999999,4,lp1,,,
78.69212999999999,5,lp2,,,
78.9921,1,j3-4,,,
78.9921,2,j1-2,,,
78.9921,3,j4-1,,,
78.9921,4,j1-2,,,
78.9921,5,j2-3,,,
79.09209,MOT_mc_stage_color_00,b-flash,,
79.79202,1,j4-1,,,
79.79202,2,j2-3,,,
79.79202,3,j1-2,,,
79.79202,4,j2-3,,,
79.79202,5,j3-4,,,
80.39196,1,1-2,,,
80.39196,2,3-4,,,
80.39196,3,2-3,,,
80.39196,4,3-4,,,
80.39196,5,4-1,,,
80.52528,MOT_mc_stage_color_00,b-flash,,
80.79191999999999,1,j2-3,,,
80.79191999999999,2,j4-1,,,
80.79191999999999,3,j3-4,,,
80.79191999999999,4,j4-1,,,
80.79191999999999,5,j1-2,,,
81.15854999999999,1,lp3,,,
81.15854999999999,2,lp1,,,
81.15854999999999,3,lp4,,,
81.15854999999999,4,lp1,,,
81.15854999999999,5,lp2,,,
81.79182,2,j1-2,,,
81.79182,1,3-4,,,
81.79182,3,4-1,,,
81.79182,4,1-2,,,
81.79182,5,2-3,,,
81.82515,MOT_mc_stage_color_00,r-flash,,
81.85848,1,,,,D40
81.85848,3,,,,D40
81.85848,4,,,,D40
81.85848,5,,,,D40
82.12512,1,lp4,,,
82.12512,3,lp1,,,
82.12512,4,lp2,,,
82.12512,5,lp3,,,
82.12512,2,2-3,,,
82.45841999999999,2,3-4,,,
82.79172,2,lp4,,,
83.29167,2,j4-1,,,
83.69162999999999,2,1-2,,,
84.05825999999999,2,lp2,,,
84.45822,2,,,,D40
84.69153,3,,,,L0
84.75819,3,j1-2,,,
84.75819,1,4-1,,,
84.75819,2,2-3,,,
84.75819,4,2-3,,,
84.75819,5,3-4,,,
84.79151999999999,MOT_mc_stage_color_00,b-flash,,
85.12482,3,j2-3,,,
85.12482,1,lp1,,,
85.12482,2,lp3,,,
85.12482,4,lp3,,,
85.12482,5,lp4,,,
85.85808,1,,,,L0
85.85808,3,,,,D40
85.85808,1,j1-2,,,
85.85808,3,3-4,,,
85.85808,2,3-4,,,
85.85808,4,3-4,,,
85.85808,5,4-1,,,
86.12472,MOT_mc_stage_color_00,y-flash,,
86.19138,3,lp4,,,
86.19138,2,lp4,,,
86.19138,4,lp4,,,
86.19138,5,lp1,,,
86.19138,1,j2-3,,,
86.52467999999999,1,3-4,,,
86.85798,1,hj4,,,
87.42459,1,sj4,,,
87.92454,1,w4,,,
88.09119,1,j4-1,,,
88.09119,2,j4-1,,,
88.09119,3,j4-1,,,
88.09119,4,j4-1,,,
88.09119,5,j1-2,,,
88.22451,2,,,,L0
88.22451,3,,,,L0
88.22451,4,,,,L0
88.22451,5,,,,L0
88.79111999999999,1,j1-2,,,
88.79111999999999,2,j1-2,,,
88.79111999999999,3,j1-2,,,
88.79111999999999,4,j1-2,,,
88.79111999999999,5,j2-3,,,
88.85777999999999,MOT_mc_stage_color_00,b-flash,,
89.15775,1,2-3,,,
89.15775,2,2-3,,,
89.15775,3,2-3,,,
89.15775,4,2-3,,,
89.15775,5,3-4,,,
89.52438,1,3-4,,,
89.52438,2,3-4,,,
89.52438,3,3-4,,,
89.52438,4,3-4,,,
89.52438,5,4-1,,,
89.89101,1,lp4,,,
89.89101,2,lp4,,,
89.89101,3,lp4,,,
89.89101,4,lp4,,,
89.89101,5,lp1,,,
90.19098,1,j4-1,,,
90.19098,2,j4-1,,,
90.19098,3,j4-1,,,
90.19098,4,j4-1,,,
90.19098,5,j1-2,,,
90.9909,1,j1-2,,,
90.9909,2,j1-2,,,
90.9909,3,j1-2,,,
90.9909,4,j1-2,,,
90.9909,5,j2-3,,,
91.52418,1,2-3,,,
91.52418,2,2-3,,,
91.52418,3,2-3,,,
91.52418,4,2-3,,,
91.52418,5,3-4,,,
91.92414,1,j3-4,,,
91.92414,2,j3-4,,,
91.92414,3,j3-4,,,
91.92414,4,j3-4,,,
91.92414,5,j4-1,,,
92.6574,1,4-1,,,
92.6574,2,4-1,,,
92.6574,3,4-1,,,
92.6574,4,4-1,,,
92.6574,5,1-2,,,
92.92403999999999,5,hj2,,,
92.92403999999999,4,hj1,,,
92.95737,2,hj1,,,
92.95737,3,hj1,,,
92.99069999999999,1,hj1,,,
93.52398,1,lp1,,,
93.52398,2,lp1,,,
93.52398,3,lp1,,,
93.52398,4,lp1,,,
93.52398,5,lp2,,,
94.29057,1,j1-2,,,
94.29057,2,j1-2,,,
94.29057,3,j1-2,,,
94.29057,4,j1-2,,,
94.29057,5,j2-3,,,
94.45721999999999,MOT_mc_stage_color_00,b-flash,,
94.72386,1,sj2,,,
94.72386,2,sj2,,,
94.72386,3,sj2,,,
94.72386,4,sj2,,,
94.72386,5,sj3,,,
95.09049,1,sj2,,,
95.09049,2,sj2,,,
95.09049,3,sj2,,,
95.09049,4,sj2,,,
95.09049,5,sj3,,,
95.45711999999999,1,sj2,,,
95.45711999999999,2,sj2,,,
95.45711999999999,3,sj2,,,
95.45711999999999,4,sj2,,,
95.45711999999999,5,sj3,,,
95.82374999999999,1,j2-3,,,
95.82374999999999,2,j2-3,,,
95.82374999999999,3,j2-3,,,
95.82374999999999,4,j2-3,,,
95.82374999999999,5,j3-4,,,
95.85708,MOT_mc_stage_color_00,b-flash,,
96.22371,1,sj3,,,
96.22371,2,sj3,,,
96.22371,3,sj3,,,
96.22371,4,sj3,,,
96.22371,5,sj4,,,
96.59034,1,sj3,,,
96.59034,2,sj3,,,
96.59034,3,sj3,,,
96.59034,4,sj3,,,
96.59034,5,sj4,,,
96.95697,1,sj3,,,
96.95697,2,sj3,,,
96.95697,3,sj3,,,
96.95697,4,sj3,,,
96.95697,5,sj4,,,
97.29026999999999,MOT_mc_stage_color_00,b-flash,,
97.39026,1,j3-4,,,
97.39026,2,j3-4,,,
97.39026,3,j3-4,,,
97.39026,4,j3-4,,,
97.39026,5,j4-1,,,
97.72355999999999,1,4-1,,,
97.72355999999999,2,4-1,,,
97.72355999999999,3,4-1,,,
97.72355999999999,4,4-1,,,
97.72355999999999,5,1-2,,,
98.05686,1,hj1,,,
98.05686,2,hj1,,,
98.05686,3,hj1,,,
98.05686,4,hj1,,,
98.05686,5,hj2,,,
98.62347,1,sj1,,,
98.62347,2,sj1,,,
98.62347,3,sj1,,,
98.62347,4,sj1,,,
98.62347,5,sj2,,,
98.95676999999999,1,1-2,,,
98.95676999999999,2,1-2,,,
98.95676999999999,3,1-2,,,
98.95676999999999,4,1-2,,,
98.95676999999999,5,2-3,,,
99.29007,1,2-3,,,
99.29007,2,2-3,,,
99.29007,3,2-3,,,
99.29007,4,2-3,,,
99.29007,5,3-4,,,
99.62337,1,lp3,,,
99.62337,2,lp3,,,
99.62337,3,lp3,,,
99.62337,4,lp3,,,
99.62337,5,lp4,,,
99.99,MOT_mc_stage_color_00,r-flash,,
99.99,1,j3-4,,,
99.99,4,j3-4,,,
99.99,5,j4-1,,,
100.35663,1,lp4,,,
100.35663,4,lp4,,,
100.35663,5,lp1,,,
100.35663,2,j3-4,,,
100.35663,3,j3-4,,,
100.72326,2,lp4,,,
100.72326,3,lp4,,,
102.65639999999999,1,j4-1,,,
102.65639999999999,2,j4-1,,,
102.65639999999999,3,j4-1,,,
102.65639999999999,4,j4-1,,,
102.65639999999999,5,j1-2,,,
103.12302,1,1-2,,,
103.12302,2,1-2,,,
103.12302,3,1-2,,,
103.12302,4,1-2,,,
103.12302,5,2-3,,,
103.48965,1,2-3,,,
103.48965,2,2-3,,,
103.48965,3,2-3,,,
103.48965,4,2-3,,,
103.48965,5,3-4,,,
103.85628,1,lp3,,,
103.85628,2,lp3,,,
103.85628,3,lp3,,,
103.85628,4,lp3,,,
103.85628,5,lp4,,,
104.22291,1,3-4,,,
104.22291,2,3-4,,,
104.22291,3,3-4,,,
104.22291,4,3-4,,,
104.22291,5,4-1,,,
104.58954,1,4-1,,,
104.58954,2,4-1,,,
104.58954,3,4-1,,,
104.58954,4,4-1,,,
104.58954,5,1-2,,,
104.95617,1,1-2,,,
104.95617,2,1-2,,,
104.95617,3,1-2,,,
104.95617,4,1-2,,,
104.95617,5,2-3,,,
105.68943,4,j2-3,,,
105.72276,MOT_mc_stage_color_00,y-flash,,
105.72276,2,j2-3,,,
105.75609,1,j2-3,,,
105.78941999999999,3,j2-3,,,
105.82275,5,j3-4,,,
106.15605,1,3-4,,,
106.15605,2,3-4,,,
106.15605,3,3-4,,,
106.15605,4,3-4,,,
106.15605,5,4-1,,,
106.52268,1,4-1,,,
106.52268,2,4-1,,,
106.52268,3,4-1,,,
106.52268,4,4-1,,,
106.52268,5,1-2,,,
106.88931,1,1-2,,,
106.88931,2,1-2,,,
106.88931,3,1-2,,,
106.88931,4,1-2,,,
106.88931,5,2-3,,,
107.25594,1,lp2,,,
107.25594,2,lp2,,,
107.25594,3,lp2,,,
107.25594,4,lp2,,,
107.25594,5,lp3,,,
108.45581999999999,4,j2-3,,,
108.48915,2,j2-3,,,
108.52248,1,j2-3,,,
108.55581,MOT_mc_stage_color_00,b-flash,,
108.55581,3,j2-3,,,
108.58914,5,j3-4,,,
108.92244,1,j3-4,,,
108.92244,2,j3-4,,,
108.92244,3,j3-4,,,
108.92244,4,j3-4,,,
108.92244,5,j4-1,,,
109.3224,1,j4-1,,,
109.3224,2,j4-1,,,
109.3224,3,j4-1,,,
109.3224,4,j4-1,,,
109.3224,5,j1-2,,,
109.68902999999999,1,1-2,,,
109.68902999999999,2,1-2,,,
109.68902999999999,3,1-2,,,
109.68902999999999,4,1-2,,,
109.68902999999999,5,2-3,,,
110.05565999999999,1,lp2,,,
110.05565999999999,2,lp2,,,
110.05565999999999,3,lp2,,,
110.05565999999999,4,lp2,,,
110.05565999999999,5,lp3,,,
111.05556,1,sp2-3,,,
111.05556,2,sp2-3,,,
111.05556,3,sp2-3,,,
111.05556,4,sp2-3,,,
111.05556,5,sp3-4,,,
111.35553,MOT_mc_stage_color_00,r-flash,,
111.75549,1,hj3,,,
111.75549,2,hj3,,,
111.75549,3,hj3,,,
111.75549,4,hj3,,,
111.75549,5,hj4,,,
112.32209999999999,1,j3-4,,,
112.32209999999999,2,j3-4,,,
112.32209999999999,3,j3-4,,,
112.32209999999999,4,j3-4,,,
112.32209999999999,5,j4-1,,,
112.68872999999999,1,sp4-1,,,
112.68872999999999,2,sp4-1,,,
112.68872999999999,3,sp4-1,,,
112.68872999999999,4,sp4-1,,,
112.68872999999999,5,sp1-2,,,
113.75528999999999,1,1-2,,,
113.75528999999999,2,1-2,,,
113.75528999999999,3,1-2,,,
113.75528999999999,4,1-2,,,
113.75528999999999,5,2-3,,,
114.15525,3,j2-3,,,
114.25524,MOT_mc_stage_color_00,b-flash,,
114.28856999999999,4,j2-3,,,
114.42188999999999,5,j3-4,,,
114.48854999999999,3,j3-4,,,
114.55520999999999,2,j2-3,,,
114.62187,4,j3-4,,,
114.68853,1,j2-3,,,
114.75519,5,j4-1,,,
114.88851,2,j3-4,,,
115.15514999999999,1,j3-4,,,
115.15514999999999,2,j4-1,,,
115.15514999999999,3,j4-1,,,
115.15514999999999,4,j4-1,,,
115.15514999999999,5,j1-2,,,
115.58843999999999,1,j4-1,,,
115.72175999999999,MOT_mc_stage_color_00,b-flash,,
115.72175999999999,2,j1-2,,,
115.85508,5,j2-3,,,
115.92174,1,j1-2,,,
115.9884,4,j1-2,,,
116.05506,2,j2-3,,,
116.12172,3,j1-2,,,
116.18838,5,j3-4,,,
116.58833999999999,1,2-3,,,
116.58833999999999,2,3-4,,,
116.58833999999999,3,2-3,,,
116.58833999999999,4,2-3,,,
116.58833999999999,5,4-1,,,
117.32159999999999,1,j3-4,,,
117.32159999999999,2,j4-1,,,
117.32159999999999,3,j3-4,,,
117.32159999999999,4,j3-4,,,
117.32159999999999,5,j1-2,,,
117.52158,MOT_mc_stage_color_00,b-flash,,
117.6549,1,lp4,,,
117.6549,2,lp1,,,
117.6549,3,lp4,,,
117.6549,4,lp4,,,
117.6549,5,lp2,,,
123.321,1,4-1,,,
123.321,2,1-2,,,
123.321,3,4-1,,,
123.321,4,4-1,,,
