0.03333,MOT_mc_stage_color_00,y-b,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_light_center_00,l1,,
0.03333,MOT_mc_light_up_00,l1,,
0.03333,MOT_mc_speaker_00,temp1,,
0.03333,MOT_mc_light_under_00,l1,,
41.195879999999995,2,3-4,l1,,
41.195879999999995,3,3-4,l1,,
41.229209999999995,1,j2-3,,,
41.6625,1,lp3,,,
41.89581,1,3-4,,,
42.12912,3,w4,,,
42.12912,2,w4,,,
42.16245,2,4-1,,,
42.16245,3,4-1,,,
42.3291,1,lp4,,,
42.829049999999995,1,j4-1,,,
43.09569,3,w1,,,
43.09569,2,w1,,,
43.195679999999996,2,1-2,lb0,,
43.195679999999996,3,1-2,lb0,,
43.52898,1,sj1,,,
44.028929999999995,1,w1,,,
44.062259999999995,1,lp1,,,
44.12892,3,w2,,,
44.12892,2,w2,,,
44.29557,2,2-3,,,
44.29557,3,2-3,,,
44.6622,1,j1-2,,,
45.195479999999996,1,lp2,,,
45.195479999999996,2,3-4,l1,,
45.195479999999996,3,3-4,l1,,
46.12872,3,w4,,,
46.12872,2,w4,,,
46.16205,2,4-1,,,
46.16205,3,4-1,,,
46.462019999999995,1,j2-3,,,
46.9953,1,lp3,,,
47.09529,3,w1,,,
47.09529,2,w1,,,
47.19528,2,1-2,lb0,,
47.19528,3,1-2,lb0,,
48.128519999999995,3,w2,,,
48.128519999999995,2,w2,,,
48.19518,MOT_control_all,z115-100,,
48.56181,MOT_mc_stage_color_00,r-flash,,
48.56181,MOT_mc_bg_black_00,b45-20,,
48.56181,1,3-4,,b-1,
48.56181,2,2-3,,,
48.56181,3,2-3,,,
49.16175,1,4-1,,f0,
49.16175,2,3-4,,f0,
49.16175,3,3-4,,f0,
49.62837,1,1-2,r1,,
50.094989999999996,3,w4,,,
50.094989999999996,2,w4,,,
50.128319999999995,1,,r2,,
50.561609999999995,1,sp2-3,,,
51.52818,1,3-4,rb1,,
52.02813,1,,rb0,,
52.36143,1,lp4,,,
52.62807,MOT_mc_stage_color_00,r-flash,,
52.62807,1,4-1,,,
52.62807,2,4-1,,b-1,
52.62807,3,4-1,,b-1,
52.994699999999995,1,lp1,,,
53.361329999999995,2,1-2,,f0,
53.361329999999995,3,1-2,,f0,
53.6613,1,1-2,l1,,
54.06126,1,w2,l2,,
54.29457,3,w2,,,
54.29457,2,w2,,,
54.627869999999994,MOT_mc_stage_color_00,r-flash,,
54.627869999999994,1,2-3,,,
54.994499999999995,1,lp3,,,
55.59444,1,3-4,lb1,,
55.92774,1,,lb0,,
55.96107,MOT_mc_light_center_00,l3,,
56.29437,1,lp4,,,
56.627669999999995,MOT_mc_stage_color_00,r-flash,,
56.627669999999995,1,j4-1,,,
56.627669999999995,2,2-3,l1,,
56.627669999999995,3,2-3,r1,,
56.994299999999996,1,lp1,,,
57.22761,2,j3-4,,,
57.22761,3,j3-4,,,
57.69423,2,lp4,,,
57.69423,3,lp4,,,
57.894209999999994,1,j1-2,,,
58.36083,1,lp2,,,
59.3274,1,j2-3,,,
59.3274,2,4-1,,,
59.3274,3,4-1,,,
59.827349999999996,1,lp3,,,
59.860679999999995,2,j1-2,,,
59.860679999999995,3,j1-2,,,
60.193979999999996,MOT_mc_stage_color_00,r-flash,,
60.327299999999994,1,sp3-4,,,
60.327299999999994,2,sp2-3,,,
60.327299999999994,3,sp2-3,,,
61.960469999999994,1,j4-1,,,
62.06046,2,j3-4,,,
62.06046,3,j3-4,,,
62.39376,MOT_mc_stage_color_00,r-flash,,
62.79372,1,1-2,,b-1,
62.79372,2,4-1,,b-1,
62.79372,3,4-1,,b-1,
63.72696,3,w1,,,
63.72696,2,w1,,,
63.72696,1,w2,,,
63.72696,MOT_mc_special_02,heart_fall,,
63.72696,MOT_mc_special_03,petal_fall,,
63.72696,1,2-3,,f0,Lred
63.72696,2,1-2,,f0,Lred
63.72696,3,1-2,,f0,Lred
63.82695,MOT_mc_special_01,white_flash,,
64.02693,MOT_mc_stage_color_00,r-flash,,
64.02693,MOT_mc_bg_black_00,b65-20,,
64.02693,MOT_mc_light_up_00,l4,,
64.02693,MOT_control_all,z100-130_2,,
64.09358999999999,1,lp3,,,
64.09358999999999,2,lp2,,,
64.09358999999999,3,lp2,,,
64.49355,MOT_mc_stage_color_00,r-flash,,
64.86018,1,3-4,r1,,
64.86018,2,2-3,lb0,,
64.86018,3,2-3,r2,,
65.29347,2,3-4,,,
65.39345999999999,1,4-1,,,
65.49345,3,3-4,,,
65.86008,1,lp1,,,
65.86008,2,lp4,,,
65.86008,3,lp4,,,
66.16005,1,1-2,r2,,
66.16005,2,4-1,r1,,
66.16005,3,4-1,r3,,
66.52668,1,lp2,,,
66.52668,2,lp1,,,
66.52668,3,lp1,,,
66.89331,3,1-2,,,
66.99329999999999,1,2-3,,,
67.09329,2,1-2,,,
67.52658,1,lp3,,,
67.52658,2,lp2,,,
67.52658,3,lp2,,,
68.15984999999999,1,3-4,rb1,,
68.15984999999999,2,2-3,rb0,,
68.15984999999999,3,2-3,rb2,,
68.55981,1,lp4,,,
68.55981,2,lp3,,,
68.55981,3,lp3,,,
69.39305999999999,2,3-4,,,
69.49305,1,4-1,,,
69.59304,3,3-4,,,
69.92634,1,lp1,,,
69.92634,2,lp4,,,
69.92634,3,lp4,,,
70.25963999999999,1,1-2,rb0,,
70.25963999999999,2,4-1,l1,,
70.25963999999999,3,4-1,rb1,,
70.62626999999999,1,lp2,,,
70.62626999999999,2,lp1,,,
70.62626999999999,3,lp1,,,
70.99289999999999,3,1-2,,,
71.09289,1,2-3,,,
71.19288,2,1-2,,,
71.55951,1,lp3,,,
71.55951,2,lp2,,,
71.55951,3,lp2,,,
72.05946,MOT_mc_stage_color_00,r-flash,,
72.05946,1,3-4,,,
72.05946,2,2-3,l2,,
72.05946,3,2-3,r2,,
72.45942,1,lp4,,,
72.45942,2,lp3,,,
72.45942,3,lp3,,,
72.85938,1,j4-1,,,
73.02602999999999,3,j3-4,,,
73.02602999999999,2,j3-4,,,
73.35933,1,lp1,,,
73.35933,2,lp4,,,
73.35933,3,lp4,,,
73.75929,1,1-2,,,
73.75929,2,4-1,l3,,
73.75929,3,4-1,r3,,
74.15925,1,lp2,,,
74.15925,2,lp1,,,
74.15925,3,lp1,,,
74.55921,1,hj2,,,
74.89251,2,j1-2,,,
74.89251,3,j1-2,,,
75.22581,1,lp2,,,
75.55910999999999,2,sj2,,,
75.55910999999999,3,sj2,,,
75.95907,MOT_mc_stage_color_00,r-flash,,
75.95907,1,2-3,,,
75.95907,2,2-3,lb2,,
75.95907,3,2-3,rb2,,
76.52568,1,lp3,,,
76.52568,2,lp3,,,
76.52568,3,lp3,,,
76.89231,1,3-4,,,
76.89231,2,3-4,lb1,,
76.89231,3,3-4,rb1,,
77.62557,1,j4-1,,,
77.62557,2,j4-1,,,
77.62557,3,j4-1,,,
78.19218,1,lp1,,,
78.19218,2,lp1,,,
78.19218,3,lp1,,,
78.82545,1,1-2,,b-1,
78.82545,2,1-2,,b-1,
78.82545,3,1-2,,b-1,
79.3254,1,2-3,,f0,
79.3254,2,2-3,,f0,
79.3254,3,2-3,,f0,
79.95867,MOT_mc_stage_color_00,r-flash,,
79.95867,1,3-4,l1,,
79.95867,2,3-4,l2,,
79.95867,3,3-4,rb0,,
80.45862,1,lp4,,,
80.45862,2,lp4,,,
80.45862,3,lp4,,,
81.29187,2,4-1,,,
81.39186,1,4-1,,,
81.49185,3,4-1,,,
81.85848,1,lp1,,,
81.85848,2,lp1,,,
81.85848,3,lp1,,,
82.15845,1,1-2,l2,,
82.15845,2,1-2,l3,,
82.15845,3,1-2,l1,,
82.55841,1,lp2,,,
82.55841,2,lp2,,,
82.55841,3,lp2,,,
82.89171,3,2-3,,,
82.9917,1,2-3,,,
83.09169,2,2-3,,,
83.42499,1,lp3,,,
83.42499,2,lp3,,,
83.42499,3,lp3,,,
83.85828,MOT_mc_stage_color_00,r-flash,,
83.85828,1,3-4,,,
83.85828,2,3-4,l4,,
83.85828,3,3-4,lb0,,
84.35822999999999,1,lp4,,,
84.35822999999999,2,lp4,,,
84.35822999999999,3,lp4,,,
84.82485,1,j4-1,,,
84.9915,3,j4-1,,,
84.9915,2,j4-1,,,
85.65809999999999,1,1-2,lb1,,
85.65809999999999,2,1-2,lb3,,
85.65809999999999,3,1-2,r1,,
86.05806,1,lp2,,,
86.05806,2,lp2,,,
86.05806,3,lp2,,,
86.39135999999999,1,2-3,lb0,,
86.39135999999999,2,2-3,lb2,,
86.39135999999999,3,2-3,r2,,
86.82464999999999,1,lp3,,,
86.85798,2,j3-4,,,
86.85798,3,j3-4,,,
87.6579,MOT_mc_stage_color_00,r-flash,,
87.6579,1,3-4,,b-1,
87.6579,2,4-1,,b-1,
87.6579,3,4-1,,b-1,
88.05785999999999,1,lp4,,,
88.05785999999999,2,lp1,,,
88.05785999999999,3,lp1,,,
88.3245,1,4-1,,f0,
88.35782999999999,2,1-2,,f0,
88.35782999999999,3,1-2,,f0,
88.72446,1,lp1,,,
88.72446,2,lp2,,,
88.72446,3,lp2,,,
89.02443,1,hj1,,,
89.02443,2,2-3,l3,,
89.02443,3,2-3,r3,,
89.82435,1,1-2,,,
89.82435,2,3-4,,,
89.82435,3,3-4,,,
90.39095999999999,1,j2-3,,,
90.39095999999999,2,j4-1,,,
90.39095999999999,3,j4-1,,,
90.82424999999999,1,lp3,,,
90.82424999999999,2,lp1,,,
90.82424999999999,3,lp1,,,
91.19087999999999,1,j3-4,,,
91.19087999999999,2,j1-2,,,
91.19087999999999,3,j1-2,,,
91.6575,1,lp4,,,
91.6575,2,lp2,,,
91.6575,3,lp2,,,
92.02413,1,sp4-1,,b-1,
92.02413,2,sp2-3,,b-1,
92.02413,3,sp2-3,,b-1,
93.52398,1,sj1,,,
93.52398,2,sj3,,,
93.52398,3,sj3,,,
93.92394,1,1-2,,f0,
94.02393,3,w3,,,
94.02393,2,w3,,,
94.25724,2,3-4,,f0,
94.25724,3,3-4,,f0,
94.65719999999999,1,j2-3,,,
94.72386,2,j4-1,,,
94.72386,3,j4-1,,,
95.25713999999999,1,hj3,,,
95.32379999999999,2,hj1,,,
95.32379999999999,3,hj1,,,
96.09039,1,sp3-4,,,
96.09039,2,sp1-2,,,
96.09039,3,sp1-2,,,
97.29026999999999,MOT_mc_light_center_00,l1,,
97.29026999999999,MOT_mc_light_up_00,l1,,
97.29026999999999,MOT_mc_special_03,petal_fall_out,,
97.29026999999999,MOT_control_all,z130-100_2,,
97.29026999999999,1,4-1,,,
97.29026999999999,2,2-3,,,
97.29026999999999,3,2-3,,,
98.05686,1,1-2,,,
98.05686,2,3-4,,,
98.05686,3,3-4,,,
98.65679999999999,1,lp2,,,
98.65679999999999,2,lp4,,,
98.65679999999999,3,lp4,,,
99.35673,1,2-3,,,
99.45671999999999,2,4-1,,,
99.45671999999999,3,4-1,,,
100.08999,1,3-4,,,
100.18997999999999,2,1-2,,,
100.18997999999999,3,1-2,,,
100.55660999999999,1,4-1,,,
100.55660999999999,2,2-3,,,
100.55660999999999,3,2-3,,,
101.18988,1,1-2,,,
101.28987,2,3-4,l4,,
101.28987,3,3-4,r4,,
102.05646,1,2-3,,,
102.15644999999999,2,4-1,,,
102.15644999999999,3,4-1,,,
102.52308,1,3-4,,,
102.52308,2,1-2,,,
102.52308,3,1-2,,,
103.28967,1,4-1,,,
103.38965999999999,2,2-3,l5,,
103.38965999999999,3,2-3,r5,,
104.05626,1,1-2,,,
104.15625,2,3-4,,,
104.15625,3,3-4,,,
104.52288,1,2-3,,,
104.52288,2,4-1,,,
104.52288,3,4-1,,,
105.22281,1,j3-4,,,
105.3228,2,1-2,,,
105.3228,3,1-2,,,
105.68943,1,4-1,,,
105.68943,2,2-3,,,
105.68943,3,2-3,,,
105.95607,1,j1-2,,,
106.05606,2,3-4,,,
106.05606,3,3-4,,,
106.85597999999999,1,j2-3,,,
106.95597,2,4-1,lb4,,
106.95597,3,4-1,rb4,,
107.3226,1,3-4,,,
107.3226,2,1-2,,,
107.3226,3,1-2,,,
107.58923999999999,1,j4-1,,,
107.68923,2,2-3,,,
107.68923,3,2-3,,,
108.05586,1,1-2,,,
108.05586,2,3-4,,,
108.05586,3,3-4,,,
108.9891,3,w4,,,
108.9891,2,w4,,,
108.9891,1,w2,,,
109.02243,1,j2-3,,,
109.12241999999999,2,4-1,lb3,,
109.12241999999999,3,4-1,rb3,,
109.48904999999999,1,3-4,,,
109.48904999999999,2,1-2,,,
109.48904999999999,3,1-2,,,
109.75569,1,j4-1,,,
109.85567999999999,2,2-3,,,
109.85567999999999,3,2-3,,,
110.65559999999999,1,j1-2,,,
110.75559,2,3-4,lb2,,
110.75559,3,3-4,rb2,,
111.38886,1,j2-3,,,
111.48885,2,4-1,,,
111.48885,3,4-1,,,
112.25544,1,j3-4,,,
112.25544,2,j1-2,,,
112.25544,3,j1-2,,,
112.92204,1,4-1,,,
112.92204,2,2-3,,,
112.92204,3,2-3,,,
113.68862999999999,1,1-2,,,
113.68862999999999,2,3-4,,,
113.68862999999999,3,3-4,,,
114.28856999999999,1,lp2,,,
114.28856999999999,2,lp4,,,
114.28856999999999,3,lp4,,,
114.9885,1,2-3,,,
115.08849,2,4-1,,,
115.08849,3,4-1,,,
115.72175999999999,1,3-4,,,
115.82175,2,1-2,,,
115.82175,3,1-2,,,
116.18838,1,4-1,,,
116.18838,2,2-3,,,
116.18838,3,2-3,,,
116.75498999999999,1,1-2,,,
116.85498,2,3-4,,,
116.85498,3,3-4,,,
117.55490999999999,1,2-3,,,
117.6549,2,4-1,,,
117.6549,3,4-1,,,
117.78822,MOT_mc_special_02,heart_fall_end,,
118.22151,1,3-4,,,
118.22151,2,1-2,,,
118.22151,3,1-2,,,
118.28817,MOT_mc_stage_color_00,r-flash,,
118.28817,MOT_mc_bg_black_00,b65-80,,
118.28817,MOT_mc_speaker_00,stay,,
118.28817,MOT_mc_light_under_00,stay,,
119.15474999999999,3,w2,,,
119.15474999999999,2,w2,,,
119.15474999999999,1,w4,,,
