time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
56.938,1,1,1,,,,0,0.51
56.938,2,2,1,,,,-9,0.36
56.938,3,3,1,,,,9,0.36
56.938,4,4,1,,,,-18,0.28
56.938,5,5,1,,,,18,0.28
64.386,,1,,MasterOut,0.05,0,,
64.386,,1,,BUS_0007,0.2,0,,
64.386,,2,,MasterOut,0.05,0,,
64.386,,2,,BUS_0007,0.2,0,,
64.386,,3,,MasterOut,0.05,0,,
64.386,,3,,BUS_0007,0.2,0,,
64.386,,4,,MasterOut,0.05,0,,
64.386,,4,,BUS_0007,0.2,0,,
64.386,,5,,MasterOut,0.05,0,,
64.386,,5,,BUS_0007,0.2,0,,
65.055,,5,,MasterOut,0,1,,
65.055,,5,,BUS_0007,0,0.2,,
65.055,5,5,1,,,,0,0.78
68.588,,1,,MasterOut,0,1,,
68.588,,1,,BUS_0007,0,0.2,,
68.588,,2,,MasterOut,0,1,,
68.588,,2,,BUS_0007,0,0.2,,
68.588,,3,,MasterOut,0,1,,
68.588,,3,,BUS_0007,0,0.2,,
68.588,,4,,MasterOut,0,1,,
68.588,,4,,BUS_0007,0,0.2,,
68.588,1,1,1,,,,0,0.51
68.588,2,2,1,,,,-9,0.36
68.588,3,3,1,,,,9,0.36
68.588,4,4,1,,,,-18,0.28
68.588,5,5,1,,,,18,0.28
76.196,,1,,MasterOut,0.05,0,,
76.196,,1,,BUS_0007,0.2,0,,
76.196,,2,,MasterOut,0.05,0,,
76.196,,2,,BUS_0007,0.2,0,,
76.196,,3,,MasterOut,0.05,0,,
76.196,,3,,BUS_0007,0.2,0,,
76.196,,4,,MasterOut,0.05,0,,
76.196,,4,,BUS_0007,0.2,0,,
76.196,,5,,MasterOut,0.05,0,,
76.196,,5,,BUS_0007,0.2,0,,
77.078,,4,,MasterOut,0,1,,
77.078,,4,,BUS_0007,0,0.2,,
77.078,4,4,1,,,,0,0.78
81.47,,1,,MasterOut,0,1,,
81.47,,1,,BUS_0007,0,0.2,,
81.47,,2,,MasterOut,0,1,,
81.47,,3,,BUS_0007,0,0.2,,
81.47,,3,,MasterOut,0,1,,
81.47,,3,,BUS_0007,0,0.2,,
81.47,,5,,MasterOut,0,1,,
81.47,,5,,BUS_0007,0,0.2,,
81.47,1,1,1,,,,0,0.51
81.47,2,2,1,,,,-9,0.36
81.47,3,3,1,,,,9,0.36
81.47,4,4,1,,,,-18,0.28
81.47,5,5,1,,,,18,0.28
85.484,,1,,MasterOut,0.05,0,,
85.484,,1,,BUS_0007,0.2,0,,
85.484,,2,,MasterOut,0.05,0,,
85.484,,2,,BUS_0007,0.2,0,,
85.484,,3,,MasterOut,0.05,0,,
85.484,,3,,BUS_0007,0.2,0,,
85.484,,4,,MasterOut,0.05,0,,
85.484,,4,,BUS_0007,0.2,0,,
85.484,,5,,MasterOut,0.05,0,,
85.484,,5,,BUS_0007,0.2,0,,
85.955,,1,,MasterOut,0,1,,
85.955,,1,,BUS_0007,0,0.2,,
85.955,1,1,1,,,,0,0.78
91.004,,1,,MasterOut,0.05,0,,
91.004,,1,,BUS_0007,0.2,0,,
91.533,,2,,MasterOut,0,1,,
91.533,,2,,BUS_0007,0,0.2,,
91.533,2,2,1,,,,0,0.78
103.707,,1,,MasterOut,0,1,,
103.707,,1,,BUS_0007,0,0.2,,
103.707,,3,,MasterOut,0,1,,
103.707,,3,,BUS_0007,0,0.2,,
103.707,,4,,MasterOut,0,1,,
103.707,,4,,BUS_0007,0,0.2,,
103.707,,5,,MasterOut,0,1,,
103.707,,5,,BUS_0007,0,0.2,,
103.707,1,1,1,,,,0,0.51
103.707,2,2,1,,,,-9,0.36
103.707,3,3,1,,,,9,0.36
103.707,4,4,1,,,,-18,0.28
103.707,5,5,1,,,,18,0.28
120.54,,1,,MasterOut,0.05,0,,
120.54,,1,,BUS_0007,0.2,0,,
120.54,,2,,MasterOut,0.05,0,,
120.54,,2,,BUS_0007,0.2,0,,
120.54,,3,,MasterOut,0.05,0,,
120.54,,3,,BUS_0007,0.2,0,,
120.54,,4,,MasterOut,0.05,0,,
120.54,,4,,BUS_0007,0.2,0,,
120.54,,5,,MasterOut,0.05,0,,
120.54,,5,,BUS_0007,0.2,0,,
120.965,,3,,MasterOut,0,1,,
120.965,,3,,BUS_0007,0,0.2,,
120.965,3,3,1,,,,0,0.78
