0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_back_00,lt_4,,
0.03333,MOT_mc_special_01,cut2_01,,
0.03333,MOT_control_all,zoom_01,,
15.59844,3,2-3,,,
16.09839,1,hj3,,,
16.09839,2,hj3,,,
16.09839,3,hj3,,,
16.79832,MOT_mc_stage_color_00,b-flash,,
16.79832,1,sp3-4,,,
16.79832,2,sp3-4,,,
16.79832,3,sp3-4,,,
17.764889999999998,MOT_control_all,zoom_02,,
17.83155,MOT_mc_stage_color_00,y-flash,,
17.83155,MOT_mc_back_00,lt_5,,
17.83155,MOT_mc_special_01,cut2_02,,
17.83155,1,4-1,,f1,
17.83155,2,4-1,,,
17.83155,3,4-1,,,
18.3315,1,1-2,,,
18.6648,1,2-3,,,
18.6648,2,lp1,,,
18.6648,3,lp1,,,
19.49805,1,,r1,,
19.598039999999997,1,w3,,,
20.49795,1,j3-4,,,
20.49795,2,1-2,,,
20.49795,3,1-2,,,
20.997899999999998,1,,rb0,,
21.36453,MOT_control_all,zoom_03,,
21.431189999999997,3,w2,,,
21.431189999999997,2,w2,,,
21.49785,1,4-1,,b0,
21.49785,2,2-3,,f1,
21.49785,3,2-3,,,
22.3311,1,1-2,,,
22.3311,2,,l1,,
22.3311,3,3-4,,,
22.431089999999998,2,w3,,,
23.16435,2,3-4,,,
23.26434,3,w4,,,
23.26434,1,w2,,,
23.664299999999997,2,,lb0,,
24.09759,2,w4,,,
24.09759,1,j2-3,,,
24.09759,2,hj4,,,
24.09759,3,j4-1,,,
24.830849999999998,MOT_mc_stage_color_00,r-flash,,
24.830849999999998,1,3-4,,,
24.830849999999998,2,4-1,,,
24.830849999999998,3,1-2,,,
25.19748,MOT_control_all,zoom_04,,
25.3308,1,4-1,,,
25.3308,2,1-2,,b0,
25.3308,3,2-3,,f1,
26.16405,3,,r1,,
26.264039999999998,3,w3,,,
26.264039999999998,2,w2,,,
26.264039999999998,1,w1,,,
26.663999999999998,1,1-2,,,
26.663999999999998,2,2-3,,,
26.663999999999998,3,3-4,,,
27.3306,3,,rb0,,
27.59724,3,w4,,,
27.59724,2,w3,,,
27.59724,1,w2,,,
27.663899999999998,1,2-3,,,
27.663899999999998,2,3-4,,,
27.663899999999998,3,4-1,,,
28.06386,MOT_control_all,zoom_05,,
28.130519999999997,1,3-4,,,
28.130519999999997,2,4-1,,,
28.130519999999997,3,1-2,,b0,
28.497149999999998,1,4-1,,,
28.497149999999998,2,1-2,,,
28.497149999999998,3,2-3,,,
28.9971,2,j2-3,,,
29.297069999999998,1,j1-2,,,
29.43039,3,w3,,,
29.59704,3,j3-4,,,
30.06366,2,w3,,,
30.096989999999998,1,2-3,,,
30.096989999999998,2,3-4,,,
30.096989999999998,3,4-1,,,
30.49695,2,,l1,,
30.49695,3,,r1,,
31.03023,3,w1,,,
31.03023,2,w4,,,
31.03023,1,3-4,,,
31.03023,2,4-1,,,
31.03023,3,1-2,,,
31.63017,1,hj4,,,
31.63017,2,hj1,,,
31.63017,3,hj2,,,
31.6635,MOT_mc_stage_color_00,b-flash,,
32.49675,2,,lb0,,
32.49675,3,,rb0,,
32.86338,3,w2,,,
32.86338,2,w1,,,
32.86338,1,w4,,,
32.96337,1,4-1,,,
32.96337,2,1-2,,,
32.96337,3,2-3,,f1,
32.9967,MOT_mc_stage_color_00,y-flash,,
32.9967,MOT_mc_back_00,lt_2,,
32.9967,MOT_mc_special_01,cut2_01,,
32.9967,MOT_control_all,zoom_06,,
33.496649999999995,3,,l1,,
33.896609999999995,2,w2,,,
33.896609999999995,1,w1,,,
33.896609999999995,3,3-4,,,
34.329899999999995,3,,lb0,,
34.82985,3,w4,,,
35.16315,1,1-2,,,
35.16315,2,2-3,,f1,
35.16315,3,4-1,,b0,
35.6631,2,3-4,,,
36.09639,3,w1,,,
36.09639,1,w2,,,
36.16305,1,j2-3,,,
36.16305,2,hj4,,,
36.16305,3,j1-2,,,
36.86298,1,3-4,,f1,
36.86298,2,4-1,,b0,
36.86298,3,2-3,,,
37.46292,1,,l1,,
37.79622,3,w3,,,
37.79622,2,w1,,,
37.79622,1,w4,,,
37.962869999999995,1,4-1,,,
37.962869999999995,2,1-2,,,
37.962869999999995,3,3-4,,,
38.49615,1,,lb0,,
38.49615,2,lp2,,,
38.49615,3,lp4,,,
38.89611,1,hj1,,,
39.39606,1,1-2,,,
39.39606,2,2-3,,,
39.39606,3,4-1,,,
39.82935,1,2-3,,b0,
39.82935,2,3-4,,,
39.82935,3,1-2,,,
39.962669999999996,MOT_mc_stage_color_00,r-flash,,
40.26264,1,3-4,,,
40.26264,2,4-1,,,
40.26264,3,2-3,,f1,
40.6626,3,,r1,,
41.162549999999996,3,3-4,,,
41.195879999999995,2,w1,,,
41.195879999999995,1,w4,,,
41.595839999999995,1,4-1,,,
41.595839999999995,2,1-2,,,
41.595839999999995,3,j4-1,,,
42.16245,3,1-2,,,
42.49575,1,1-2,,,
42.49575,2,2-3,,,
42.49575,3,,rb0,,
42.829049999999995,MOT_mc_stage_color_00,b-flash,,
42.829049999999995,1,2-3,,,
42.829049999999995,2,3-4,,,
42.829049999999995,3,j2-3,,,
43.46232,2,j4-1,,,
43.46232,3,,,b0,
43.76229,1,w3,,,
43.82895,1,j3-4,,,
43.89561,3,w3,,,
44.19558,3,j3-4,,,
44.52888,2,w1,,,
44.72886,1,sp4-1,,,
44.72886,2,sp1-2,,,
44.72886,3,sp4-1,,,
45.295469999999995,1,hj1,,,
45.295469999999995,2,hj2,,,
45.295469999999995,3,hj1,,,
46.52868,3,w1,,,
46.52868,2,w2,,,
46.52868,1,w1,,,
46.92864,1,1-2,,f1,
47.261939999999996,1,2-3,,,
47.261939999999996,2,2-3,,,
47.261939999999996,3,1-2,,,
47.661899999999996,1,sp3-4,,,
47.661899999999996,2,sp3-4,,,
47.661899999999996,3,sp2-3,,,
48.29517,1,hj4,,,
48.29517,2,j4-1,,,
48.29517,3,j3-4,,,
48.528479999999995,MOT_all,cut2,,
48.82845,MOT_mc_stage_color_00,b-flash,,
48.82845,MOT_mc_back_00,lt_1,,
48.82845,MOT_mc_special_01,cut2_04,,
48.82845,1,4-1,,b0,
48.82845,2,1-2,,,
48.82845,3,4-1,,,
48.82845,MOT_control_all,zoom_07,,
49.261739999999996,1,1-2,,,
49.261739999999996,2,2-3,,,
49.261739999999996,3,1-2,,,
49.695029999999996,2,,l1,,
49.695029999999996,3,,r1,,
50.161649999999995,1,2-3,,,
50.161649999999995,2,3-4,,,
50.161649999999995,3,2-3,,,
50.6616,1,sp3-4,,,
50.6616,2,sp4-1,,,
50.6616,3,sp3-4,,,
51.49485,1,hj4,,,
51.49485,2,hj1,,,
51.49485,3,hj4,,,
51.9948,MOT_mc_stage_color_00,y-flash,,
52.22811,MOT_mc_stage_color_00,r-flash,,
52.3281,1,4-1,,,
52.3281,2,,lb0,,
52.3281,3,,rb0,,
52.72806,3,w4,,,
52.72806,2,w1,,,
52.82805,1,1-2,,,
52.82805,2,1-2,,,
52.82805,3,4-1,,,
53.327999999999996,1,lp2,,,
53.327999999999996,2,lp2,,,
53.327999999999996,3,lp1,,,
54.29457,1,2-3,,,
54.3279,MOT_mc_stage_color_00,b-flash,,
54.6612,2,2-3,,,
54.6612,3,1-2,,,
55.06116,1,hj3,,,
55.06116,2,hj3,,,
55.06116,3,hj2,,,
55.12782,MOT_mc_stage_color_00,y-flash,,
56.161049999999996,1,3-4,,f1,
56.29437,3,w2,,,
56.29437,2,w3,,,
56.82765,1,,,b0,
56.82765,2,3-4,,f1,
57.09429,1,w4,,,
57.72756,2,,,b0,
57.72756,3,2-3,,f1,
57.760889999999996,2,w4,,,
58.56081,1,4-1,,f1,
58.56081,2,4-1,,,
58.56081,3,3-4,,b0,
58.994099999999996,1,1-2,,,
59.460719999999995,MOT_mc_stage_color_00,r-flash,,
59.460719999999995,1,,l1,,
59.460719999999995,2,1-2,,,
59.460719999999995,3,4-1,,,
59.927339999999994,1,w2,,,
59.96067,1,2-3,,,
59.96067,2,lp2,,,
59.96067,3,lp1,,,
60.42729,1,,lb0,,
60.82725,1,3-4,,,
60.82725,2,2-3,,,
60.82725,3,1-2,,,
61.16055,1,4-1,,,
61.16055,2,3-4,,,
61.16055,3,2-3,,,
61.59384,1,1-2,,b0,
61.59384,2,4-1,,f1,
61.59384,3,3-4,,,
62.46042,2,j1-2,,,
62.52708,3,w4,,,
62.52708,1,w2,,,
62.96037,1,2-3,,,
62.96037,2,2-3,,,
62.96037,3,4-1,,,
63.327,MOT_mc_stage_color_00,b-flash,,
63.327,1,3-4,,f1,
63.327,2,3-4,,b0,
63.327,3,1-2,,f1,
64.16024999999999,1,,l1,,
64.16024999999999,3,,l1,,
64.26024,3,w2,,,
64.26024,2,w4,,,
64.26024,1,w4,,,
64.56021,1,4-1,,,
64.56021,2,4-1,,,
64.56021,3,2-3,,,
64.9935,1,1-2,,,
64.9935,3,3-4,,,
65.49345,2,w1,,,
65.56011,1,,lb0,,
65.56011,3,,lb0,,
65.92674,3,w4,,,
65.92674,1,w2,,,
66.02673,1,hj2,,,
66.02673,2,1-2,,,
66.02673,3,hj4,,,
66.52668,MOT_mc_stage_color_00,y-flash,,
66.75999,MOT_mc_stage_color_00,r-flash,,
66.79332,1,2-3,,b0,
66.79332,2,2-3,,,
66.79332,3,4-1,,b0,
67.19328,1,3-4,,,
67.19328,2,3-4,,,
67.19328,3,1-2,,,
67.62657,1,4-1,,,
67.62657,2,4-1,,,
67.62657,3,2-3,,,
68.55981,3,w3,,,
68.55981,2,w1,,,
68.55981,1,sp1-2,,,
68.82645,MOT_mc_stage_color_00,y-flash,,
69.02642999999999,2,sp1-2,,,
69.02642999999999,3,sp3-4,,,
69.29307,MOT_mc_stage_color_00,r-flash,,
69.69303,1,hj2,,,
69.69303,2,hj2,,,
69.69303,3,hj4,,,
69.92634,MOT_mc_stage_color_00,b-flash,,
70.62626999999999,2,2-3,,f1,
70.92623999999999,3,w4,,,
70.92623999999999,1,w2,,,
71.3262,1,2-3,,f1,
71.3262,2,,,b0,
71.55951,2,w3,,,
72.22610999999999,1,,,b0,
72.22610999999999,3,4-1,,f1,
72.25944,1,w3,,,
73.15935,3,w1,,,
73.19268,1,3-4,,,
73.19268,2,3-4,,,
73.19268,3,1-2,,b0,
73.69263,1,4-1,,,
73.69263,2,4-1,,,
73.69263,3,2-3,,,
74.12592,MOT_mc_stage_color_00,y-flash,,
74.12592,1,hj1,,,
74.12592,2,hj1,,,
74.12592,3,hj3,,,
74.99249999999999,2,1-2,,f1,
75.35913,3,w3,,,
75.35913,1,w1,,,
75.49244999999999,2,2-3,,,
75.82575,1,1-2,,,
75.82575,2,j3-4,,,
75.82575,3,3-4,,,
76.75899,3,w4,,,
76.75899,1,w2,,,
76.89231,2,w4,,,
77.42559,1,sp2-3,,,
77.42559,2,sp4-1,,b0,
77.42559,3,sp4-1,,,
77.52557999999999,MOT_control_all,zoom_08,,
77.9922,1,j3-4,,,
77.9922,2,j1-2,,,
77.9922,3,j1-2,,,
78.59214,2,2-3,,,
78.89211,1,4-1,,,
79.05875999999999,3,w2,,,
79.22541,3,2-3,,,
79.52538,2,w3,,,
79.69203,1,1-2,,,
79.69203,2,3-4,,,
79.69203,3,3-4,,,
80.12532,1,sj2,,,
80.49195,2,sj4,,,
80.49195,3,sj4,,,
80.62527,1,w2,,,
80.9919,3,w4,,,
80.9919,2,w4,,,
81.02523,1,2-3,,,
81.02523,2,4-1,,,
81.02523,3,4-1,,,
81.75849,2,,l1,,
81.75849,3,,r1,,
81.95846999999999,3,w1,,,
81.95846999999999,2,w1,,,
81.95846999999999,1,w3,,,
82.25844,1,3-4,,,
82.25844,2,1-2,,,
82.25844,3,1-2,,,
82.95837,1,4-1,,,
82.95837,2,2-3,,,
82.95837,3,2-3,,,
83.49164999999999,1,sj1,,,
83.82495,2,sj3,,,
83.82495,3,sj3,,,
83.99159999999999,1,w1,,,
84.3249,3,w3,,,
84.3249,2,w3,,,
84.3249,1,1-2,,,
84.3249,2,3-4,lb0,,
84.3249,3,3-4,rb0,,
84.82485,1,sp2-3,,,
84.82485,2,sp4-1,,,
84.82485,3,sp4-1,,,
85.35813,1,j3-4,,,
85.35813,2,j1-2,,,
85.35813,3,j1-2,,,
85.92474,1,4-1,,,
86.42469,3,w2,,,
86.42469,2,w2,,,
86.59134,2,2-3,,,
86.59134,3,2-3,,,
86.85798,1,w1,,,
87.49125,1,1-2,,,
87.49125,2,3-4,,,
87.49125,3,3-4,,,
88.42448999999999,3,w4,,,
88.42448999999999,2,w4,,,
88.42448999999999,1,w2,,,
88.49114999999999,2,hj4,,,
88.49114999999999,3,hj4,,,
88.82445,1,hj2,,,
89.49105,1,lp2,,,
89.49105,2,lp4,,,
89.49105,3,lp4,,,
90.82424999999999,2,4-1,,,
91.15755,1,2-3,,,
91.49085,3,4-1,,,
91.75748999999999,2,w1,,,
91.92414,MOT_all,cut3,,
91.9908,1,3-4,,,
91.9908,2,1-2,,,
91.9908,3,1-2,,,
92.22411,MOT_control_all,zoom_09,,
92.42408999999999,1,4-1,,,
92.42408999999999,2,2-3,,,
92.42408999999999,3,2-3,,f1,
92.49074999999999,MOT_mc_stage_color_00,b-flash,,
92.49074999999999,MOT_mc_back_00,lt_2,,
92.49074999999999,MOT_mc_special_01,cut2_03,,
93.12402,3,3-4,,,
93.35732999999999,2,w3,,,
93.35732999999999,1,w1,,,
93.65729999999999,3,,r1,,
94.05726,3,w4,,,
94.19058,1,lp1,,,
94.19058,2,lp3,,,
94.19058,3,4-1,,,
95.05716,1,1-2,,,
95.05716,2,3-4,,,
95.05716,3,,rb0,,
95.12382,3,w1,,,
95.32379999999999,MOT_all,cut4,,
95.82374999999999,MOT_mc_stage_color_00,y-flash,,
95.82374999999999,1,2-3,,f1,
95.82374999999999,2,4-1,,,
95.82374999999999,3,1-2,,b0,
96.39036,1,3-4,,,
96.75699,3,w2,,,
96.75699,2,w1,,,
96.79032,1,,l1,,
97.22361,1,4-1,,,
97.92354,MOT_mc_stage_color_00,r-flash,,
97.92354,1,hj1,,,
97.92354,2,sp1-2,,,
97.92354,3,sp2-3,,,
98.79012,MOT_mc_stage_color_00,b-flash,,
98.79012,1,1-2,lb0,,
98.79012,2,2-3,,,
98.79012,3,3-4,,,
99.02342999999999,MOT_all,cut5,,
99.6567,1,2-3,,b0,
99.6567,2,3-4,,f1,
99.6567,3,4-1,,,
100.38996,2,4-1,,,
100.58994,3,w1,,,
100.58994,1,w3,,,
101.3232,2,w1,,,
101.3232,1,3-4,,,
101.3232,2,,l1,,
101.3232,3,1-2,,,
102.25644,3,w2,,,
102.25644,1,w4,,,
102.28976999999999,1,4-1,,,
102.28976999999999,2,1-2,,,
102.28976999999999,3,2-3,,,
102.75639,2,j2-3,,,
103.22301,3,w3,,,
103.22301,1,w1,,,
103.25634,1,1-2,,,
103.25634,2,3-4,,,
103.25634,3,3-4,,,
103.68963,2,4-1,,,
104.08959,1,2-3,,,
104.08959,2,,lb0,,
104.08959,3,4-1,,,
104.62286999999999,2,w1,,,
104.62286999999999,1,lp3,,,
104.62286999999999,2,hj1,,,
104.62286999999999,3,lp1,,,
105.18947999999999,MOT_all,cut6,,
105.18947999999999,MOT_control_all,zoom_10,,
105.42278999999999,MOT_mc_stage_color_00,y-flash,,
105.42278999999999,1,3-4,,,
105.42278999999999,2,1-2,,b0,
105.42278999999999,3,1-2,,f1,
106.05606,MOT_mc_stage_color_00,r-flash,,
106.05606,3,j2-3,,,
106.35602999999999,2,w2,,,
106.35602999999999,1,w4,,,
106.58933999999999,1,4-1,,,
106.58933999999999,2,2-3,,,
106.58933999999999,3,3-4,,,
106.88931,MOT_mc_special_03,confetti,,
106.95597,MOT_mc_stage_color_00,b-flash,,
106.95597,MOT_mc_back_00,lt_1,,
106.95597,MOT_mc_special_01,cut2_02,,
106.95597,1,1-2,,,
106.95597,2,3-4,,,
106.95597,3,4-1,,b0,
107.65589999999999,1,j2-3,,,
107.65589999999999,2,j4-1,,,
107.65589999999999,3,j1-2,,,
108.32249999999999,MOT_control_all,zoom_11,,
108.55581,1,3-4,,,
108.55581,2,1-2,,f1,
108.55581,3,2-3,,,
108.9891,1,lp4,,,
108.9891,2,2-3,,,
108.9891,3,lp3,,,
109.6557,MOT_mc_stage_color_00,b-flash,,
109.6557,1,4-1,,,
109.6557,2,3-4,,,
109.6557,3,3-4,,,
109.98899999999999,MOT_mc_stage_color_00,y-flash,,
109.98899999999999,1,1-2,,,
109.98899999999999,2,hj4,,,
109.98899999999999,3,4-1,,,
110.58894,1,2-3,,f1,
110.58894,2,4-1,,b0,
110.58894,3,1-2,,,
111.02223,1,3-4,,,
111.48885,1,4-1,,,
111.48885,2,lp1,,,
111.48885,3,lp2,,,
111.95546999999999,1,sj1,,,
112.45541999999999,1,1-2,,b0,
112.45541999999999,2,1-2,,,
112.45541999999999,3,2-3,,f1,
112.85538,1,2-3,,,
112.85538,2,2-3,,,
112.85538,3,,r1,,
113.28867,3,3-4,,,
113.72196,1,3-4,,,
113.72196,2,3-4,,,
113.72196,3,4-1,rb0,,
114.22191,MOT_mc_stage_color_00,r-flash,,
114.22191,1,4-1,,f1,
114.22191,2,4-1,,f1,
114.22191,3,1-2,,b0,
114.95517,MOT_mc_stage_color_00,b-flash,,
114.95517,1,,l1,,
114.95517,2,,l1,,
115.15514999999999,3,w2,,,
115.15514999999999,2,w1,,,
115.15514999999999,1,w1,,,
115.55511,1,1-2,,,
115.55511,2,1-2,,,
115.55511,3,2-3,,,
115.9884,1,,lb0,,
115.9884,2,,lb0,,
115.9884,3,lp3,,,
116.48835,2,w2,,,
116.48835,1,2-3,,,
116.48835,2,2-3,,,
116.48835,3,3-4,,,
116.92164,1,hj3,,,
116.92164,2,hj3,,,
116.92164,3,j4-1,,,
117.35493,MOT_mc_stage_color_00,y-flash,,
117.58824,MOT_mc_stage_color_00,r-flash,,
117.72156,1,3-4,,b0,
117.72156,2,3-4,,b0,
117.72156,3,1-2,,,
118.25484,1,4-1,,,
118.25484,2,4-1,,,
118.25484,3,2-3,,,
118.82145,1,sp1-2,,,
118.82145,2,sp1-2,,,
118.82145,3,sp3-4,,,
119.58803999999999,1,hj2,,,
119.58803999999999,2,hj2,,,
119.58803999999999,3,hj4,,,
120.08798999999999,2,2-3,,,
120.22130999999999,1,2-3,,,
120.35463,3,4-1,,,
120.68793,1,3-4,,,
120.68793,2,3-4,,,
120.68793,3,1-2,,,
121.15455,1,j4-1,,,
121.15455,2,j4-1,,,
121.15455,3,j2-3,,,
121.32119999999999,MOT_control_all,zoom_12,,
121.6545,2,,l1,,
121.6545,3,,r1,,
122.15445,1,1-2,,,
122.22111,3,w3,,,
122.22111,2,w1,,,
122.82105,1,2-3,,,
122.82105,2,1-2,,,
122.82105,3,3-4,,,
123.321,2,,lb0,,
123.321,3,,rb0,,
123.65429999999999,1,sp3-4,,,
123.65429999999999,2,sp2-3,,,
123.65429999999999,3,sp4-1,,,
124.15424999999999,1,j4-1,,,
124.15424999999999,2,j3-4,,,
124.15424999999999,3,j1-2,,,
124.82085,MOT_mc_stage_color_00,b-flash,,
124.82085,1,1-2,,,
125.22081,3,w2,,,
125.22081,2,w4,,,
125.6541,MOT_mc_stage_color_00,y-flash,,
125.6541,1,2-3,,,
125.6541,2,4-1,,,
125.6541,3,2-3,,,
126.58734,3,w3,,,
126.58734,2,w1,,,
126.58734,1,w3,,,
126.58734,MOT_mc_stage_color_00,r-flash,,
126.58734,1,sj3,,,
126.58734,2,sj1,,,
126.58734,3,sj3,,,
127.08729,3,w3,,,
127.08729,2,w1,,,
127.08729,1,w3,,,
127.12061999999999,1,3-4,,,
127.12061999999999,2,1-2,,,
127.12061999999999,3,3-4,,,
127.45392,MOT_mc_stage_color_00,b-flash,,
127.45392,1,hj4,,,
127.45392,2,hj2,,,
127.45392,3,hj4,,,
128.12052,1,4-1,,,
128.28717,2,2-3,,,
128.28717,3,4-1,,,
128.82045,1,1-2,,,
128.82045,2,,l1,,
128.82045,3,,r1,,
129.22041,3,w1,,,
129.22041,2,w3,,,
129.22041,1,2-3,,,
129.22041,2,3-4,,,
129.22041,3,1-2,,,
129.6537,1,lp3,,,
129.6537,2,lp4,,,
129.6537,3,lp2,,,
130.72026,1,3-4,,,
130.9869,2,4-1,lb0,,
130.9869,3,2-3,rb0,,
131.55351,1,4-1,,,
131.55351,2,1-2,,,
131.55351,3,3-4,,,
132.48675,3,w4,,,
132.48675,2,w2,,,
132.48675,1,w1,,,
132.48675,MOT_mc_stage_color_00,y-flash,,
132.48675,1,j1-2,,,
132.82004999999998,MOT_mc_stage_color_00,r-flash,,
132.82004999999998,2,j2-3,,,
132.82004999999998,3,j4-1,,,
133.32,MOT_mc_stage_color_00,b-flash,,
133.32,1,sp2-3,,,
133.32,2,sp3-4,,,
133.32,3,sp1-2,,,
133.98659999999998,1,hj3,,,
133.98659999999998,2,hj4,,,
133.98659999999998,3,hj2,,,
134.6532,2,4-1,,,
134.85317999999998,1,3-4,,,
135.05316,3,2-3,,,
135.58643999999998,2,w1,,,
135.78642,1,w4,,,
135.95307,MOT_mc_stage_color_00,b-flash,,
135.95307,1,j4-1,,,
135.95307,2,j1-2,,,
135.95307,3,j3-4,,,
136.48635,1,sp1-2,,,
136.48635,2,sp2-3,,,
136.48635,3,sp4-1,,,
137.15295,1,2-3,,,
137.15295,2,3-4,,,
137.15295,3,1-2,,,
138.08619,3,w2,,,
138.08619,2,w4,,,
138.08619,1,w3,,,
138.15285,1,3-4,,,
138.15285,2,4-1,,,
138.15285,3,2-3,,,
138.9861,MOT_all,cut7,,
139.08608999999998,3,w3,,,
139.08608999999998,2,w1,,,
139.08608999999998,1,w4,,,
139.45272,MOT_mc_back_00,lt_5,,
139.45272,MOT_mc_special_01,cut2_01,,
