0.03333,MOT_all,kL_cut1,,
2.6997299999999997,MOT_control_all,zoom_01,,
2.76639,MOT_mc_stage_color_00,b-flash,,
22.36443,3,,rb0,,
22.6644,3,w4,,,
22.6644,2,w4,,,
22.6644,1,1-2,,,
22.6644,2,4-1,,,
22.6644,3,4-1,,,
23.26434,1,2-3,,,
23.26434,2,1-2,,,
23.26434,3,1-2,,,
23.96427,1,3-4,,,
24.19758,3,w2,,,
24.19758,2,w2,,,
24.29757,2,2-3,,,
24.29757,3,2-3,,,
24.89751,1,sp4-1,,,
24.89751,2,sp3-4,,,
24.89751,3,sp3-4,,,
25.39746,1,j1-2,,,
25.53078,MOT_mc_stage_color_00,b-flash,,
25.697429999999997,2,j4-1,,,
25.697429999999997,3,j4-1,,,
25.864079999999998,MOT_mc_stage_color_00,r-flash,,
26.13072,MOT_control_all,zoom_03,,
26.16405,2,1-2,,f1,
26.16405,2,,,,L0
26.264039999999998,MOT_mc_stage_color_00,b-flash,,
26.464019999999998,1,w2,,,
26.56401,2,2-3,,,
26.76399,3,w1,,,
27.097289999999997,2,3-4,r1,,
27.63057,2,4-1,rb0,,
27.96387,2,1-2,,,
28.297169999999998,2,2-3,,,
28.9971,1,2-3,,,
28.9971,2,3-4,l1,,
28.9971,3,1-2,,,
29.6637,2,4-1,lb0,,
29.930339999999998,3,w2,,,
29.930339999999998,1,w3,,,
30.330299999999998,1,3-4,,,
30.330299999999998,2,j1-2,,,
30.330299999999998,3,2-3,,,
31.03023,1,4-1,,,
31.03023,2,2-3,,b0,
31.03023,3,3-4,,,
31.03023,2,,,,D20
31.79682,MOT_control_all,zoom_04,,
31.83015,3,4-1,,f1,
31.83015,3,,,,L0
31.89681,MOT_mc_stage_color_00,r-flash,,
31.963469999999997,2,w3,,,
31.963469999999997,1,w1,,,
32.3301,3,1-2,,,
32.76339,3,,l1,,
33.096689999999995,3,hj2,,,
34.16325,3,2-3,,,
34.56321,3,j3-4,,,
35.16315,3,4-1,,,
35.496449999999996,1,1-2,,,
35.496449999999996,2,3-4,,,
35.496449999999996,3,1-2,lb0,,
36.06306,1,2-3,,,
36.06306,2,4-1,,,
36.06306,3,j2-3,,,
36.9963,2,w1,,,
36.9963,1,w3,,,
37.129619999999996,3,w3,,,
37.162949999999995,1,3-4,,,
37.162949999999995,2,1-2,,,
37.162949999999995,3,3-4,,b0,
37.162949999999995,3,,,,D20
37.19628,MOT_mc_stage_color_00,b-flash,,
37.79622,MOT_control_all,zoom_05,,
37.82955,1,4-1,,f1,
37.82955,1,,,,L0
37.86288,MOT_mc_stage_color_00,r-flash,,
38.09619,3,w4,,,
38.09619,2,w2,,,
38.49615,1,hj1,,,
39.3294,1,1-2,r1,,
39.79602,1,2-3,,,
40.16265,1,j3-4,,,
40.16265,2,2-3,,,
40.16265,3,4-1,,,
40.6626,1,4-1,,,
41.09589,3,w1,,,
41.09589,2,w3,,,
41.36253,1,1-2,,,
42.16245,1,2-3,rb0,,
42.16245,2,3-4,,,
42.16245,3,1-2,,,
43.09569,3,w2,,,
43.09569,2,w4,,,
43.09569,1,w3,,,
43.39566,1,3-4,,,
43.92894,1,j4-1,,,
44.062259999999995,MOT_mc_stage_color_00,r-flash,,
44.36223,2,j4-1,,,
44.36223,3,j2-3,,,
44.56221,MOT_mc_stage_color_00,r-flash,,
44.895509999999994,1,1-2,l1,,
45.42879,3,w3,,,
45.42879,2,w1,,,
45.49545,1,hj2,,,
46.16205,1,,lb0,,
46.59534,1,j2-3,,,
46.59534,2,1-2,,,
46.59534,3,3-4,,,
46.72866,MOT_mc_stage_color_00,b-flash,,
47.52858,3,w4,,,
47.52858,2,w2,,,
47.661899999999996,1,w3,,,
48.19518,1,3-4,,b0,
48.19518,2,2-3,,,
48.19518,3,4-1,,,
48.19518,1,,,,D20
49.12842,3,w1,,,
49.12842,2,w3,,,
49.12842,1,w4,,,
49.19508,MOT_control_all,zoom_06,,
49.22841,1,4-1,,,
49.22841,2,3-4,,f1,
49.22841,3,1-2,,,
49.22841,2,,,,L0
49.261739999999996,MOT_mc_stage_color_00,r-flash,,
50.094989999999996,2,,r1,,
50.161649999999995,3,w2,,,
50.161649999999995,2,w4,,,
50.161649999999995,1,w1,,,
50.62827,1,1-2,,,
50.62827,2,4-1,,,
50.62827,3,2-3,,,
51.06156,1,2-3,,,
51.06156,2,1-2,rb0,,
51.06156,3,3-4,,,
51.56151,2,2-3,,,
51.9948,3,w4,,,
51.9948,1,w3,,,
51.9948,2,3-4,,,
52.494749999999996,1,3-4,,,
52.494749999999996,2,,l1,,
52.494749999999996,3,4-1,,,
52.561409999999995,MOT_mc_stage_color_00,r-flash,,
52.928039999999996,2,w4,,,
52.994699999999995,2,4-1,,,
53.26134,MOT_mc_stage_color_00,b-flash,,
53.427989999999994,3,w1,,,
53.427989999999994,1,w4,,,
53.794619999999995,1,4-1,,,
53.794619999999995,2,1-2,lb0,,
53.794619999999995,3,1-2,,,
54.09459,MOT_mc_stage_color_00,r-flash,,
54.6612,2,2-3,,b0,
54.6612,2,,,,D20
54.72786,3,w2,,,
54.72786,1,w1,,,
55.12782,MOT_control_all,zoom_07,,
55.16115,1,1-2,,,
55.16115,2,3-4,,,
55.16115,3,2-3,,f1,
55.16115,3,,,,L0
55.22781,MOT_mc_stage_color_00,b-flash,,
55.827749999999995,1,2-3,,,
55.827749999999995,2,4-1,,,
55.827749999999995,3,3-4,,,
56.660999999999994,3,4-1,l1,,
56.76099,2,w1,,,
56.76099,1,w3,,,
57.060959999999994,3,1-2,,,
57.460919999999994,1,3-4,,,
57.460919999999994,2,1-2,,,
57.460919999999994,3,2-3,lb0,,
58.294169999999994,3,3-4,r1,,
58.36083,MOT_mc_stage_color_00,r-flash,,
58.39416,2,w2,,,
58.39416,1,w4,,,
58.627469999999995,3,4-1,,,
58.994099999999996,3,,rb0,,
59.094089999999994,MOT_mc_stage_color_00,b-flash,,
59.36073,3,1-2,,,
59.76069,1,4-1,,,
59.76069,2,2-3,,,
59.76069,3,j2-3,,,
59.860679999999995,MOT_mc_stage_color_00,r-flash,,
60.49395,MOT_control_all,zoom_08,,
60.49395,1,1-2,,,
60.49395,2,3-4,,,
60.49395,3,3-4,,b0,
60.49395,3,,,,D20
60.56061,MOT_mc_stage_color_00,b-flash,,
61.16055,MOT_mc_special_02,cut2_01,,
61.16055,1,2-3,,f1,
61.16055,2,4-1,,f1,
61.16055,3,4-1,,f1,
61.16055,1,,,,L0
61.16055,2,,,,L0
61.16055,3,,,,L0
61.22721,MOT_mc_stage_color_00,b-flash,,
61.827149999999996,1,j3-4,,,
61.827149999999996,2,j1-2,,,
61.827149999999996,3,j1-2,,,
61.893809999999995,MOT_mc_stage_color_00,b-flash,,
62.660399999999996,3,j2-3,,,
62.89371,2,w2,,,
62.89371,1,w4,,,
62.9937,1,j4-1,,,
63.327,2,j2-3,,,
63.72696,3,w3,,,
64.06026,1,w1,,,
64.16024999999999,1,1-2,,,
64.16024999999999,2,3-4,,,
64.16024999999999,3,3-4,,,
64.22691,MOT_mc_stage_color_00,b-flash,,
64.82685,1,2-3,,,
65.09349,3,w4,,,
65.09349,2,w4,,,
65.6601,1,3-4,,,
65.6601,2,4-1,,,
65.6601,3,4-1,,,
65.72676,MOT_mc_stage_color_00,b-flash,,
66.59334,3,w1,,,
66.59334,2,w1,,,
66.59334,1,w4,,,
66.59334,MOT_control_all,zoom_09,,
66.66,1,4-1,,b0,
66.66,2,1-2,,,
66.66,3,1-2,,b0,
66.66,1,,,,D20
66.66,3,,,,D20
66.72666,MOT_mc_stage_color_00,r-flash,,
67.02663,2,2-3,,,
67.59324,3,w2,,,
67.59324,1,w1,,,
67.59324,2,3-4,,,
67.9932,2,,r1,,
68.3265,2,4-1,,,
68.75979,1,1-2,,,
68.75979,2,1-2,rb0,,
68.75979,3,2-3,,,
69.15975,1,2-3,,,
69.15975,2,j2-3,,,
69.15975,3,3-4,,,
69.75968999999999,MOT_control_all,zoom_10,,
69.79302,1,3-4,,,
69.79302,2,3-4,,b0,
69.79302,3,4-1,,f1,
69.79302,2,,,,D20
69.79302,3,,,,L0
69.89301,MOT_mc_stage_color_00,b-flash,,
70.15965,3,1-2,,,
70.6596,3,,l1,,
70.72626,2,w4,,,
70.72626,1,w4,,,
71.02623,1,4-1,,,
71.02623,2,4-1,,,
71.02623,3,2-3,,,
71.52618,1,1-2,,,
71.52618,2,1-2,,,
71.52618,3,3-4,lb0,,
72.22610999999999,MOT_control_all,zoom_11,,
72.25944,1,2-3,,,
72.25944,2,2-3,,,
72.25944,3,4-1,,b0,
72.25944,3,,,,D20
72.92604,1,3-4,,f1,
72.92604,2,3-4,,f1,
72.92604,3,1-2,,f1,
72.92604,1,,,,L0
72.92604,2,,,,L0
72.92604,3,,,,L0
72.95936999999999,MOT_mc_stage_color_00,r-flash,,
73.6593,1,j4-1,,,
73.6593,2,j4-1,,,
73.6593,3,j2-3,,,
73.69263,MOT_mc_stage_color_00,r-flash,,
74.42589,1,1-2,,,
74.72586,3,w3,,,
74.72586,2,w1,,,
74.79252,1,2-3,,,
74.79252,2,1-2,,,
74.79252,3,3-4,,,
75.19248,1,j3-4,,,
75.19248,2,j2-3,,,
75.19248,3,j4-1,,,
75.82575,2,sp3-4,,,
75.89241,MOT_mc_stage_color_00,r-flash,,
76.19238,1,sp4-1,,,
76.25904,3,w1,,,
76.59234,3,sp1-2,,,
76.65899999999999,MOT_mc_stage_color_00,b-flash,,
76.95897,1,1-2,,,
76.95897,2,4-1,,,
76.95897,3,2-3,,,
77.39226,1,hj2,,,
77.39226,2,hj1,,,
77.39226,3,hj3,,,
77.45891999999999,MOT_mc_stage_color_00,r-flash,,
78.42549,MOT_control_all,zoom_12,,
78.45882,1,2-3,,,
78.45882,2,1-2,,,
78.45882,3,3-4,,,
78.49215,MOT_mc_stage_color_00,b-flash,,
78.79212,3,j4-1,,,
79.12541999999999,1,j3-4,,,
79.39206,2,w2,,,
79.45872,2,j2-3,,,
79.75869,1,4-1,,,
79.85867999999999,3,w1,,,
80.15865,2,3-4,,,
80.15865,3,1-2,,,
80.59194,1,1-2,,,
80.59194,2,4-1,,,
80.59194,3,2-3,,,
81.25854,1,2-3,,,
81.25854,2,1-2,,,
81.25854,3,3-4,,,
81.62517,1,3-4,,,
81.62517,2,2-3,l1,,
81.62517,3,4-1,r1,,
81.92514,MOT_mc_stage_color_00,b-flash,,
81.9918,1,4-1,,,
81.9918,2,3-4,,,
81.9918,3,1-2,,,
82.52508,MOT_mc_stage_color_00,r-flash,,
82.59174,2,,lb0,,
82.59174,3,,rb0,,
82.92504,3,w2,,,
82.92504,2,w4,,,
82.92504,1,w1,,,
82.95837,1,hj1,,,
82.95837,2,hj4,,,
82.95837,3,hj2,,,
83.09169,MOT_mc_stage_color_00,b-flash,,
84.19158,3,w2,,,
84.19158,2,w4,,,
84.19158,1,w1,,,
84.29157,1,j1-2,,,
84.29157,2,j4-1,,,
84.29157,3,j2-3,,,
84.3249,MOT_mc_stage_color_00,b-flash,,
84.72485999999999,MOT_control_all,zoom_13,,
84.79151999999999,1,sp2-3,,,
84.79151999999999,2,sp1-2,,,
84.79151999999999,3,sp3-4,,,
87.6579,1,j3-4,,,
87.6579,2,j2-3,,,
87.6579,3,j4-1,,,
87.72456,MOT_mc_stage_color_00,b-flash,,
88.22451,1,4-1,,b0,
88.22451,2,3-4,,b0,
88.22451,3,1-2,,b0,
88.22451,1,,,,D20
88.22451,2,,,,D20
88.22451,3,,,,D20
88.35782999999999,MOT_mc_stage_color_00,b-flash,,
89.15775,3,w2,,,
89.15775,2,w4,,,
89.15775,1,1-2,,,
89.15775,2,4-1,,,
89.15775,3,2-3,,,
89.19108,MOT_mc_stage_color_00,b-flash,,
89.75769,2,1-2,,,
89.95767,1,2-3,,,
90.09098999999999,3,w3,,,
90.15764999999999,3,3-4,,,
90.49095,1,j3-4,,,
90.49095,2,j2-3,,,
90.49095,3,j4-1,,,
90.59093999999999,MOT_mc_stage_color_00,b-flash,,
90.9909,1,lp4,,,
90.9909,2,lp3,,,
90.9909,3,lp1,,,
91.9908,1,4-1,,,
91.9908,2,3-4,,,
91.9908,3,1-2,,,
92.05745999999999,MOT_mc_stage_color_00,r-flash,,
92.92403999999999,3,w2,,,
92.92403999999999,2,w4,,,
92.92403999999999,1,w1,,,
93.49065,1,1-2,,,
93.49065,2,4-1,,,
93.49065,3,2-3,,,
93.62397,MOT_mc_stage_color_00,b-flash,,
94.09058999999999,3,j3-4,,,
94.3239,MOT_mc_stage_color_00,r-flash,,
94.42389,2,w1,,,
94.42389,1,j2-3,,,
94.75719,2,j1-2,,,
95.09049,MOT_mc_stage_color_00,b-flash,,
95.15715,3,w4,,,
95.39045999999999,1,3-4,,,
95.75708999999999,1,4-1,,,
95.75708999999999,2,2-3,,,
95.75708999999999,3,4-1,,,
96.12371999999999,MOT_control_all,zoom_14,,
96.15705,MOT_mc_special_01,cut2_02,,
96.15705,MOT_mc_speaker_00,temp1,,
96.15705,1,1-2,,f1,
96.15705,2,3-4,,,
96.15705,3,1-2,,,
96.15705,1,,,,L0
96.22371,MOT_mc_stage_color_00,r-flash,,
96.99029999999999,1,2-3,,,
97.09029,3,w2,,,
97.09029,2,w4,,,
97.72355999999999,1,,r1,,
97.92354,1,w3,,,
98.35683,1,3-4,,,
99.15675,1,4-1,,,
99.15675,2,4-1,,,
99.15675,3,2-3,,,
99.89000999999999,1,,rb0,,
100.08999,3,w3,,,
100.08999,2,w1,,,
100.08999,1,w1,,,
100.6566,1,j1-2,,,
100.6566,2,1-2,,,
100.6566,3,3-4,,,
101.58984,3,w4,,,
101.58984,2,w2,,,
101.72316,1,w2,,,
101.75649,MOT_control_all,zoom_15,,
101.82315,1,2-3,,b0,
101.82315,2,2-3,,f1,
101.82315,3,4-1,,,
101.82315,1,,,,D20
101.82315,2,,,,L0
102.28976999999999,2,,r1,,
102.75639,3,w1,,,
102.75639,2,w3,,,
102.75639,1,w3,,,
102.82305,2,3-4,,,
103.45631999999999,1,3-4,,,
103.45631999999999,2,4-1,,,
103.45631999999999,3,1-2,,,
103.95626999999999,2,,rb0,,
104.38955999999999,3,w2,,,
104.38955999999999,2,w1,,,
104.38955999999999,1,4-1,,,
104.38955999999999,2,1-2,,,
104.38955999999999,3,2-3,,,
104.88951,MOT_control_all,zoom_16,,
104.95617,1,1-2,,,
104.95617,2,2-3,,b0,
104.95617,3,3-4,,f1,
104.95617,2,,,,D20
104.95617,3,,,,L0
105.45612,3,,l1,,
105.88941,3,w4,,,
105.88941,2,w3,,,
105.88941,1,2-3,,,
105.88941,2,3-4,,,
105.88941,3,4-1,,,
106.62267,1,3-4,,,
106.62267,2,4-1,,,
106.62267,3,1-2,lb0,,
107.35593,1,4-1,,,
107.35593,2,1-2,,,
107.35593,3,2-3,,b0,
107.35593,3,,,,D20
107.95586999999999,MOT_mc_stage_color_00,b-flash,,
107.9892,MOT_mc_special_01,cut2_03,,
107.9892,MOT_mc_speaker_00,temp2,,
107.9892,1,1-2,,f1,
107.9892,2,2-3,,f1,
107.9892,3,3-4,,f1,
107.9892,1,,,,L0
107.9892,2,,,,L0
107.9892,3,,,,L0
108.15585,MOT_control_all,zoom_17,,
108.6558,MOT_mc_stage_color_00,b-flash,,
108.6558,1,2-3,,,
108.6558,2,3-4,l1,,
108.6558,3,4-1,r1,,
109.25573999999999,1,j3-4,,,
109.25573999999999,2,j4-1,,,
109.25573999999999,3,j1-2,,,
109.58904,1,4-1,,,
109.58904,2,1-2,,,
109.58904,3,2-3,,,
110.02233,1,1-2,,,
110.02233,2,2-3,,,
110.02233,3,3-4,,,
110.82225,2,3-4,,,
110.95557,3,w4,,,
110.95557,1,w2,,,
110.9889,MOT_mc_stage_color_00,b-flash,,
111.15554999999999,1,2-3,,,
111.58883999999999,3,4-1,,,
111.75549,2,w4,,,
111.78882,MOT_mc_stage_color_00,b-flash,,
111.9888,1,3-4,,,
111.9888,2,4-1,lb0,,
111.9888,3,1-2,rb0,,
112.42209,1,hj4,,,
112.42209,2,hj1,,,
112.42209,3,hj2,,,
112.58874,MOT_mc_stage_color_00,b-flash,,
113.48864999999999,1,4-1,,,
113.48864999999999,2,1-2,,,
113.48864999999999,3,2-3,,,
113.62196999999999,MOT_mc_stage_color_00,b-flash,,
113.92193999999999,1,1-2,,,
114.22191,2,2-3,,,
114.22191,3,3-4,,,
114.52188,1,2-3,,,
114.52188,2,3-4,,,
114.52188,3,4-1,,,
114.95517,3,j1-2,,,
115.28846999999999,1,j3-4,,,
115.45512,2,w4,,,
115.52177999999999,MOT_mc_stage_color_00,b-flash,,
115.62177,2,j4-1,,,
116.02172999999999,3,w2,,,
116.32169999999999,1,sp4-1,,,
116.32169999999999,2,sp1-2,,,
116.32169999999999,3,sp2-3,,,
116.78832,1,1-2,,,
116.78832,2,2-3,,,
116.78832,3,3-4,,,
116.85498,MOT_mc_stage_color_00,b-flash,,
117.15495,1,j2-3,,,
117.15495,2,j3-4,,,
117.15495,3,j4-1,,,
117.52158,MOT_mc_stage_color_00,r-flash,,
117.6549,1,3-4,,,
117.6549,2,4-1,,,
117.6549,3,1-2,,,
118.12151999999999,1,hj4,,,
118.12151999999999,2,hj1,,,
118.12151999999999,3,hj2,,,
118.3215,MOT_mc_stage_color_00,b-flash,,
119.15474999999999,MOT_control_all,zoom_18,,
119.25474,1,4-1,,,
119.3214,MOT_mc_stage_color_00,b-flash,,
119.35472999999999,3,w2,,,
119.35472999999999,2,w1,,,
119.62137,2,1-2,,,
119.62137,3,2-3,,,
119.988,1,sp1-2,,,
119.988,2,sp2-3,,,
119.988,3,sp3-4,,,
120.65459999999999,1,j2-3,,,
120.65459999999999,2,j3-4,,,
120.65459999999999,3,j4-1,,,
121.15455,1,3-4,,,
121.48785,1,4-1,,,
121.48785,2,4-1,,,
121.48785,3,1-2,,,
122.15445,1,1-2,,,
122.15445,2,1-2,,,
122.15445,3,2-3,,,
122.55440999999999,1,j2-3,,,
122.55440999999999,2,j2-3,,,
122.55440999999999,3,j3-4,,,
123.12102,1,3-4,,,
123.12102,2,3-4,,,
123.12102,3,4-1,,,
123.28766999999999,MOT_mc_stage_color_00,r-flash,,
123.45432,1,4-1,,,
123.45432,2,4-1,,,
123.45432,3,1-2,,,
123.88761,1,hj1,,,
123.88761,2,hj1,,,
123.88761,3,hj2,,,
124.02092999999999,MOT_mc_stage_color_00,b-flash,,
124.18758,MOT_control_all,zoom_19,,
124.52087999999999,1,lp1,,,
124.52087999999999,2,lp1,,,
124.52087999999999,3,lp2,,,
126.18737999999999,1,1-2,,b0,
126.18737999999999,2,1-2,,b0,
126.18737999999999,3,2-3,,b0,
126.18737999999999,1,,,,D20
126.18737999999999,2,,,,D20
126.18737999999999,3,,,,D20
126.22071,MOT_mc_stage_color_00,b-flash,,
127.12061999999999,3,w3,,,
127.12061999999999,2,w2,,,
127.12061999999999,1,w2,,,
