0.03333,MOT_mc_bg_black_00,seat100-0,,
2.7997199999999998,MOT_all,cut01,,
2.89971,MOT_control_all,zoom01,,
99.6567,MOT_all,cut04,,
99.72336,2,w1,,,
100.15665,1,3-4,,f1,
100.72326,1,j4-1,,,
101.28987,1,lp1,,,
101.55650999999999,1,1-2,,,
102.08979,1,lp2,,,
102.55641,1,2-3,rb2,,
102.9897,1,,rb1,,
103.42299,1,,rb0,,
103.48965,1,w3,,,
103.72296,1,lp3,,,
104.12292,1,3-4,,,
104.42289,1,hj4,,,
105.12281999999999,1,lp4,,,
105.6561,1,4-1,,,
105.98939999999999,1,j1-2,,,
106.72265999999999,2,,,f1,
106.82265,MOT_control_all,zoom14,,
107.05596,1,w2,,,
107.12262,2,,,f2,
107.52257999999999,2,sp1-2,,,
108.42249,2,2-3,,,
108.78912,2,j3-4,,,
109.22241,2,lp4,,,
109.45572,MOT_control_all,zoom15,,
109.72236,1,2-3,,,
109.72236,2,4-1,,b1,
110.22231,1,3-4,l1,,
110.22231,2,1-2,lb1,,
110.68893,1,j4-1,,,
110.68893,2,j2-3,,,
111.22220999999999,1,j1-2,,,
111.22220999999999,2,j3-4,,,
111.52217999999999,1,2-3,lb0,,
111.88880999999999,2,4-1,l2,,
112.45541999999999,1,w3,,,
112.48875,1,,r1,,
112.82204999999999,2,w1,,,
112.92204,2,,l3,,
113.42199,1,3-4,r2,,
113.62196999999999,2,1-2,l4,,
114.02193,1,lp4,,,
114.02193,2,lp2,,,
115.62177,1,4-1,rb1,,
116.05506,2,2-3,lb3,,
116.55501,1,w1,,,
116.55501,1,,rb0,,
116.78832,2,,lb2,,
116.9883,2,w3,,,
117.28827,1,1-2,l1,,
117.48825,2,3-4,lb1,,
117.95487,1,lp2,,,
117.95487,2,lp4,,,
119.62137,1,j2-3,,,
119.62137,2,j4-1,,,
120.28797,1,lp3,,,
120.28797,2,lp1,,,
121.12122,1,3-4,,,
121.32119999999999,2,1-2,,,
121.85448,1,4-1,,,
122.05445999999999,2,2-3,,,
122.72106,1,,l2,,
122.78772,1,w1,,,
122.98769999999999,2,w3,,,
122.98769999999999,2,,lb0,,
123.92093999999999,1,hj1,,,
123.92093999999999,2,hj3,,,
125.02082999999999,1,lp1,,,
125.02082999999999,2,lp3,,,
127.55390999999999,1,1-2,,,
127.55390999999999,2,3-4,,,
127.95387,1,2-3,,,
127.95387,2,4-1,,,
128.38716,1,j3-4,,,
128.38716,2,j1-2,,,
128.88711,1,4-1,,b0,
128.88711,2,2-3,,b0,
129.42039,1,sp1-2,,,
129.42039,2,sp3-4,,,
130.45362,MOT_mc_special_03,last,,
130.45362,1,hj2,,,D40
130.45362,2,hj4,,,D40
131.68683,2,w4,,,
131.68683,1,w2,,,
