0.03333,MOT_mc_bg_black_00,b65,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
15.83175,MOT_mc_stage_color_00,b-flash,,
15.83175,1,j2-3,,,
15.83175,2,j4-1,,,
15.83175,3,j4-1,,,
15.83175,4,j2-3,,,
15.83175,5,j2-3,,,
16.16505,MOT_mc_stage_color_00,r-flash,,
16.23171,1,hj3,,,
16.23171,2,hj1,,,
16.23171,3,hj1,,,
16.23171,4,hj3,,,
16.23171,5,hj3,,,
16.46502,MOT_mc_stage_color_00,y-flash,,
16.76499,MOT_mc_stage_color_00,b-flash,,
16.86498,1,3-4,,,
16.86498,2,1-2,l1,,
16.86498,3,1-2,r1,,
16.86498,4,3-4,l1,,
16.86498,5,3-4,r1,,
16.9983,MOT_mc_bg_black_00,b20-65,,
17.03163,MOT_mc_stage_color_00,r-flash,,
17.03163,1,,,,Lred
17.03163,2,,,,Lred
17.03163,3,,,,Lred
17.03163,4,,,,Lred
17.03163,5,,,,Lred
17.23161,1,lp4,,,
17.23161,2,lp2,,,
17.23161,3,lp2,,,
17.23161,4,lp4,,,
17.23161,5,lp4,,,
18.49815,1,4-1,,,
18.49815,2,2-3,,,
18.49815,3,2-3,,,
18.49815,4,4-1,,,
18.49815,5,4-1,,,
18.86478,1,lp1,,,
18.86478,2,lp3,,,
18.86478,3,lp3,,,
18.86478,4,lp1,,,
18.86478,5,lp1,,,
19.53138,4,1-2,lb0,,
19.53138,5,1-2,rb0,,
19.73136,MOT_mc_stage_color_00,b-flash,,
19.83135,2,3-4,lb0,,
19.83135,3,3-4,rb0,,
20.06466,MOT_mc_stage_color_00,r-flash,,
20.164649999999998,1,j1-2,,,
20.43129,MOT_mc_stage_color_00,y-flash,,
20.46462,5,w2,,,
20.46462,4,w2,,,
20.53128,1,lp2,,,
20.53128,2,lp4,,,
20.53128,3,lp4,,,
20.53128,4,lp2,,,
20.53128,5,lp2,,,
21.997799999999998,1,j2-3,,,
22.3311,MOT_mc_stage_color_00,b-flash,,
22.397759999999998,2,j4-1,,,
22.397759999999998,3,j4-1,,,
22.6644,MOT_mc_stage_color_00,r-flash,,
22.797719999999998,4,j2-3,,,
22.797719999999998,5,j2-3,,,
23.031029999999998,MOT_mc_stage_color_00,y-flash,,
23.06436,1,w3,,,
23.231009999999998,1,3-4,,,
23.231009999999998,2,1-2,,,
23.231009999999998,3,1-2,,,
23.231009999999998,4,3-4,,,
23.231009999999998,5,3-4,,,
23.59764,1,j4-1,,,
23.59764,2,j2-3,,,
23.59764,3,j2-3,,,
23.59764,4,j4-1,,,
23.59764,5,j4-1,,,
23.630969999999998,MOT_control_all,zoom2,,
23.864279999999997,MOT_mc_stage_color_00,b-flash,,
23.864279999999997,MOT_mc_bg_black_00,b65-0,,
23.864279999999997,MOT_mc_light_under_00,l1,,
23.864279999999997,MOT_mc_light_center_00,l1,,
23.9976,1,lp1,,,
23.9976,2,lp3,,,
23.9976,3,lp3,,,
23.9976,4,lp1,,,
23.9976,5,lp1,,,
24.430889999999998,1,1-2,,,
24.430889999999998,2,3-4,,,
24.430889999999998,3,3-4,,,
24.430889999999998,4,1-2,,,
24.430889999999998,5,1-2,,,
24.830849999999998,1,j2-3,,,
24.830849999999998,2,j4-1,,,
24.830849999999998,3,j4-1,,,
24.830849999999998,4,j2-3,,,
24.830849999999998,5,j2-3,,,
25.3308,1,j3-4,,,
25.43079,4,j3-4,,,
25.53078,3,j1-2,,,
25.63077,2,j1-2,,,
25.73076,5,j3-4,,,
26.19738,1,j4-1,,,
26.297369999999997,4,j4-1,,,
26.39736,3,j2-3,,,
26.497349999999997,2,j2-3,,,
26.59734,5,j4-1,,,
27.03063,1,1-2,r1,,
27.03063,2,3-4,r1,,
27.03063,3,3-4,r1,,
27.03063,4,1-2,r1,,
27.03063,5,1-2,r1,,
27.263939999999998,MOT_mc_stage_color_00,b-flash,,
27.43059,1,2-3,rb0,,
27.43059,2,4-1,rb0,,
27.43059,3,4-1,rb0,,
27.43059,4,2-3,rb0,,
27.43059,5,2-3,rb0,,
27.863879999999998,1,j3-4,,,
27.863879999999998,2,j1-2,,,
27.863879999999998,3,j1-2,,,
27.863879999999998,4,j3-4,,,
27.863879999999998,5,j3-4,,,
28.26384,1,lp4,,,
28.26384,2,lp2,,,
28.26384,3,lp2,,,
28.26384,4,lp4,,,
28.26384,5,lp4,,,
28.730459999999997,1,4-1,,,
28.730459999999997,2,2-3,,,
28.730459999999997,3,2-3,,,
28.730459999999997,4,4-1,,,
28.730459999999997,5,4-1,,,
28.930439999999997,MOT_mc_stage_color_00,y-flash,,
29.097089999999998,1,1-2,,,
29.097089999999998,2,3-4,,,
29.097089999999998,3,3-4,,,
29.097089999999998,4,1-2,,,
29.097089999999998,5,1-2,,,
29.26374,MOT_mc_stage_color_00,r-flash,,
29.46372,1,2-3,,,
29.46372,2,4-1,,,
29.46372,3,4-1,,,
29.46372,4,2-3,,,
29.46372,5,2-3,,,
29.63037,MOT_mc_stage_color_00,b-flash,,
30.296969999999998,MOT_control_all,zoom3,,
30.39696,5,w3,,,
30.39696,4,w3,,,
30.39696,3,w1,,,
30.39696,2,w1,,,
30.39696,1,3-4,,f1,
30.6636,MOT_mc_stage_color_00,r-flash,,
30.89691,1,4-1,,,
31.29687,1,1-2,,,
31.69683,1,lp2,,,
32.09679,1,j2-3,,,
32.53008,1,3-4,,,
32.96337,1,j4-1,,,
33.39666,1,sp1-2,,,
34.09659,4,sp3-4,,,
34.12992,MOT_mc_stage_color_00,b-flash,,
34.19658,2,sp1-2,,,
34.296569999999996,3,sp1-2,,,
34.39656,5,sp3-4,,,
34.729859999999995,1,j2-3,,,
35.463119999999996,MOT_control_all,zoom4,,
35.59644,4,j4-1,,,
35.59644,2,j2-3,,,
35.59644,3,j2-3,,,
35.59644,5,j4-1,,,
35.59644,1,3-4,,b0,
35.79642,MOT_mc_stage_color_00,y-flash,,
35.9964,1,j4-1,,,
35.9964,2,j3-4,,,
35.9964,3,j3-4,,,
35.9964,4,j1-2,,,
35.9964,5,j1-2,,,
36.39636,1,lp1,,,
36.39636,2,lp4,,,
36.39636,3,lp4,,,
36.39636,4,lp2,,,
36.39636,5,lp2,,,
36.79632,1,j1-2,,,
36.79632,2,j4-1,,,
36.79632,3,j4-1,,,
36.79632,4,j2-3,,,
36.79632,5,j2-3,,,
37.3296,1,2-3,,,
37.3296,2,1-2,,,
37.3296,3,1-2,,,
37.3296,4,3-4,,,
37.3296,5,3-4,,,
37.69623,1,lp3,,,
37.69623,2,lp2,,,
37.69623,3,lp2,,,
37.69623,4,lp4,,,
37.69623,5,lp4,,,
39.06276,1,3-4,,,
39.06276,2,2-3,,,
39.06276,3,2-3,,,
39.06276,4,4-1,,,
39.06276,5,4-1,,,
39.39606,MOT_mc_stage_color_00,r-flash,,
39.46272,1,4-1,,,
39.46272,2,3-4,,,
39.46272,3,3-4,,,
39.46272,4,1-2,,,
39.46272,5,1-2,,,
39.72936,MOT_mc_stage_color_00,y-flash,,
39.86268,1,j1-2,,,
39.86268,2,j4-1,,,
39.86268,3,j4-1,,,
39.86268,4,j2-3,,,
39.86268,5,j2-3,,,
40.12932,MOT_mc_stage_color_00,b-flash,,
40.59594,MOT_control_all,zoom5,,
40.92924,5,w3,,,
40.92924,4,w3,,,
40.92924,3,w1,,,
40.92924,2,w1,,,
40.92924,1,w2,,,
40.9959,MOT_mc_stage_color_00,y-flash,,
40.9959,MOT_mc_bg_black_00,b0-20,,
40.9959,1,,,,Lred_out
40.9959,2,,,,Lred_out
40.9959,3,,,,Lred_out
40.9959,4,,,,Lred_out
40.9959,5,,,,Lred_out
41.06256,MOT_mc_light_under_00,stay_un,,
41.06256,MOT_mc_light_center_00,stay,,
41.09589,3,1-2,,f1,
41.49585,3,j2-3,,,
41.89581,3,lp3,,,
42.429089999999995,3,j3-4,,,
43.36233,3,4-1,l1,,
43.76229,3,1-2,lb0,,
44.16225,3,j2-3,,,
44.56221,3,lp3,,,
45.46212,3,w3,,b0,
45.628769999999996,MOT_control_all,zoom6,,
45.82875,1,2-3,,,
45.82875,4,3-4,,,
45.82875,5,3-4,,,
46.22871,1,3-4,,,
46.22871,4,4-1,,,
46.22871,5,4-1,,,
46.662,1,j4-1,,,
46.662,4,j1-2,,,
46.662,5,j1-2,,,
47.728559999999995,5,w2,,,
47.728559999999995,4,w2,,,
47.728559999999995,1,w1,,,
47.79522,MOT_mc_stage_color_00,r-flash,,
47.79522,2,1-2,,f1,
48.39516,2,2-3,,,
48.861779999999996,2,3-4,,,
49.328399999999995,2,4-1,,,
49.695029999999996,2,lp1,,,
50.22831,2,1-2,r1,,
50.59494,2,2-3,,,
50.9949,2,3-4,rb0,,
51.328199999999995,4,2-3,,,
51.62817,2,w4,,b0,
51.728159999999995,3,3-4,,,
52.161449999999995,1,1-2,,,
52.26144,4,w3,,,
52.62807,1,j2-3,,,
52.62807,3,j4-1,,,
52.62807,4,j3-4,,,
53.06136,1,sj3,,,
53.06136,3,sj1,,,
53.06136,4,sj4,,,
53.49465,1,sj3,,,
53.49465,3,sj1,,,
53.49465,4,sj4,,,
53.9946,4,w4,,,
53.9946,3,w1,,,
53.9946,1,w3,,,
54.594539999999995,MOT_mc_stage_color_00,b-flash,,
54.79452,5,2-3,,f1,
55.19448,5,j3-4,,,
55.59444,5,lp4,,,
56.12772,5,j4-1,,,
57.060959999999994,5,1-2,l1,,
57.460919999999994,5,2-3,lb0,,
57.860879999999995,5,j3-4,,,
58.260839999999995,5,lp4,,,
59.16075,5,w4,,b0,
59.52738,1,3-4,,,
59.52738,2,4-1,,,
59.52738,3,1-2,,,
59.927339999999994,1,4-1,,,
59.927339999999994,2,1-2,,,
59.927339999999994,3,2-3,,,
60.36063,1,j1-2,,,
60.36063,2,j2-3,,,
60.36063,3,j3-4,,,
61.427189999999996,3,w4,,,
61.427189999999996,2,w3,,,
61.427189999999996,1,w2,,,
61.527179999999994,MOT_mc_stage_color_00,y-flash,,
61.56051,4,4-1,,f1,
62.16045,4,1-2,,,
62.627069999999996,4,2-3,,,
63.093689999999995,4,3-4,,,
63.460319999999996,4,lp4,,,
63.9936,4,4-1,r1,,
64.36023,4,1-2,,,
64.76019,4,2-3,rb0,,
65.46012,4,w3,,b0,
66.02673,1,j2-3,,,
66.02673,2,j3-4,,,
66.02673,3,j4-1,,,
66.02673,4,j3-4,,,
66.02673,5,j4-1,,,
66.46002,1,hj3,,,
66.46002,2,hj4,,,
66.46002,3,hj1,,,
66.46002,4,hj4,,,
66.46002,5,hj1,,,
67.69323,5,w1,,,
67.69323,4,w4,,,
67.69323,3,w1,,,
67.69323,2,w4,,,
67.69323,1,w3,,,
68.22650999999999,1,3-4,,f1,
68.22650999999999,2,4-1,,,
68.22650999999999,3,1-2,,,
68.22650999999999,4,4-1,,,
68.22650999999999,5,1-2,,,
68.29317,MOT_mc_stage_color_00,r-flash,,
68.29317,MOT_mc_bg_black_00,b20-45,,
68.59313999999999,1,4-1,,,
68.59313999999999,2,lp1,,,
68.59313999999999,3,lp2,,,
68.59313999999999,4,lp1,,,
68.59313999999999,5,lp2,,,
68.9931,1,j1-2,,,
69.35973,1,j2-3,,,
69.75968999999999,1,j3-4,,,
70.12631999999999,1,lp4,,,
71.15955,1,4-1,,,
71.49284999999999,1,j1-2,,,
71.85947999999999,1,lp2,,,
72.42609,1,j2-3,,,
72.82605,1,3-4,,,
73.19268,1,j4-1,,,
73.55931,1,lp1,,,
74.99249999999999,2,1-2,,,
74.99249999999999,3,2-3,,,
74.99249999999999,4,1-2,,,
74.99249999999999,5,2-3,,,
74.99249999999999,1,1-2,,b0,
75.19248,MOT_mc_stage_color_00,b-flash,,
75.3258,2,lp2,,,
75.3258,3,lp3,,,
75.3258,4,lp2,,,
75.3258,5,lp3,,,
75.92573999999999,1,w2,,,
75.92573999999999,2,2-3,,,
75.92573999999999,3,3-4,,,
75.92573999999999,4,2-3,,,
75.92573999999999,5,3-4,,,
76.25904,2,lp3,,,
76.25904,3,lp4,,,
76.25904,4,lp3,,,
76.25904,5,lp4,,,
76.62567,2,j3-4,,,
76.62567,3,j4-1,,,
76.62567,4,j3-4,,,
76.62567,5,j4-1,,,
77.05896,2,sj4,,,
77.05896,3,sj1,,,
77.05896,4,sj4,,,
77.05896,5,sj1,,,
77.45891999999999,2,sj4,,,
77.45891999999999,3,sj1,,,
77.45891999999999,4,sj4,,,
77.45891999999999,5,sj1,,,
77.95886999999999,5,w1,,,
77.95886999999999,4,w4,,,
77.95886999999999,3,w1,,,
77.95886999999999,2,w4,,,
78.35883,1,j2-3,,,
78.35883,2,j4-1,,,
78.35883,3,j1-2,,,
78.35883,4,j4-1,,,
78.35883,5,j1-2,,,
78.62546999999999,MOT_mc_stage_color_00,y-flash,,
78.75878999999999,1,3-4,,,
78.75878999999999,2,1-2,,,
78.75878999999999,3,2-3,,,
78.75878999999999,4,1-2,,,
78.75878999999999,5,2-3,,,
79.15875,1,4-1,,,
79.15875,2,2-3,,,
79.15875,3,3-4,,,
79.15875,4,2-3,,,
79.15875,5,3-4,,,
79.55870999999999,1,lp1,,,
79.55870999999999,2,lp3,,,
79.55870999999999,3,lp4,,,
79.55870999999999,4,lp3,,,
79.55870999999999,5,lp4,,,
80.12532,1,j1-2,,,
80.12532,2,j3-4,,,
80.12532,3,j4-1,,,
80.12532,4,j3-4,,,
80.12532,5,j4-1,,,
80.92524,1,2-3,,,
80.92524,2,4-1,,,
80.92524,3,1-2,,,
80.92524,4,4-1,,,
80.92524,5,1-2,,,
81.35853,1,3-4,,,
81.35853,2,1-2,,,
81.35853,3,2-3,,,
81.35853,4,1-2,,,
81.35853,5,2-3,,,
81.75849,1,j4-1,,,
81.75849,2,j2-3,,,
81.75849,3,j3-4,,,
81.75849,4,j2-3,,,
81.75849,5,j3-4,,,
82.15845,1,lp1,,,
82.15845,2,lp3,,,
82.15845,3,lp4,,,
82.15845,4,lp3,,,
82.15845,5,lp4,,,
83.42499,1,1-2,,,
83.42499,2,3-4,,,
83.42499,3,4-1,,,
83.42499,4,3-4,,,
83.42499,5,4-1,,,
83.79162,1,lp2,,,
83.79162,2,lp4,,,
83.79162,3,lp1,,,
83.79162,4,lp4,,,
83.79162,5,lp1,,,
84.79151999999999,MOT_mc_stage_color_00,r-flash,,
85.15814999999999,MOT_mc_stage_color_00,b-flash,,
85.22480999999999,1,j2-3,,,
85.22480999999999,2,j4-1,,,
85.22480999999999,3,j1-2,,,
85.22480999999999,4,j4-1,,,
85.22480999999999,5,j1-2,,,
85.52477999999999,MOT_mc_stage_color_00,y-flash,,
85.59143999999999,1,sp3-4,,,
85.59143999999999,2,sp1-2,,,
85.59143999999999,3,sp2-3,,,
85.59143999999999,4,sp1-2,,,
85.59143999999999,5,sp2-3,,,
86.85798,1,j4-1,,,
86.85798,2,j2-3,,,
86.85798,3,j3-4,,,
86.85798,4,j2-3,,,
86.85798,5,j3-4,,,
87.29127,1,j1-2,,,
87.35793,MOT_mc_stage_color_00,r-flash,,
87.55790999999999,2,j3-4,,,
87.55790999999999,3,j4-1,,,
87.69122999999999,MOT_mc_stage_color_00,b-flash,,
87.82455,4,j3-4,,,
87.82455,5,j4-1,,,
88.05785999999999,MOT_mc_stage_color_00,y-flash,,
88.29117,1,2-3,,,
88.29117,2,4-1,,,
88.29117,3,1-2,,,
88.29117,4,4-1,,,
88.29117,5,1-2,,,
88.62447,MOT_mc_back_00,sabi,,
88.6578,1,j3-4,,,
88.6578,2,j1-2,,,
88.6578,3,j2-3,,,
88.6578,4,j1-2,,,
88.6578,5,j2-3,,,
88.69113,MOT_control_all,zoom7,,
88.82445,1,,,,Lred
88.82445,2,,,,Lred
88.82445,3,,,,Lred
88.82445,4,,,,Lred
88.82445,5,,,,Lred
88.85777999999999,MOT_mc_stage_color_00,r-flash,,
88.85777999999999,MOT_mc_bg_black_00,b45-0,,
88.92443999999999,MOT_mc_light_under_00,l1,,
88.92443999999999,MOT_mc_light_center_00,l2,,
89.05776,1,lp4,,,
89.05776,2,lp2,,,
89.05776,3,lp3,,,
89.05776,4,lp2,,,
89.05776,5,lp3,,,
89.49105,1,4-1,,,
89.49105,2,2-3,,,
89.49105,3,3-4,,,
89.49105,4,2-3,,,
89.49105,5,3-4,,,
89.89101,1,j1-2,,,
89.89101,2,j3-4,,,
89.89101,3,j4-1,,,
89.89101,4,j3-4,,,
89.89101,5,j4-1,,,
90.39095999999999,1,j2-3,,,
90.49095,4,j4-1,,,
90.59093999999999,3,j1-2,,,
90.69093,2,j4-1,,,
90.79092,5,j1-2,,,
91.25753999999999,1,j3-4,,,
91.35753,4,j1-2,,,
91.45752,3,j2-3,,,
91.55751,2,j1-2,,,
91.6575,5,j2-3,,,
92.09079,1,4-1,r1,,
92.09079,2,2-3,r1,,
92.09079,3,3-4,r1,,
92.09079,4,2-3,r1,,
92.09079,5,3-4,r1,,
92.3241,MOT_mc_stage_color_00,b-flash,,
92.49074999999999,1,1-2,rb0,,
92.49074999999999,2,3-4,rb0,,
92.49074999999999,3,4-1,rb0,,
92.49074999999999,4,3-4,rb0,,
92.49074999999999,5,4-1,rb0,,
92.92403999999999,1,j2-3,,,
92.92403999999999,2,j4-1,,,
92.92403999999999,3,j1-2,,,
92.92403999999999,4,j4-1,,,
92.92403999999999,5,j1-2,,,
93.324,1,lp3,,,
93.324,2,lp1,,,
93.324,3,lp2,,,
93.324,4,lp1,,,
93.324,5,lp2,,,
93.79061999999999,1,3-4,,,
93.79061999999999,2,1-2,,,
93.79061999999999,3,2-3,,,
93.79061999999999,4,1-2,,,
93.79061999999999,5,2-3,,,
94.02393,MOT_mc_stage_color_00,y-flash,,
94.15724999999999,1,4-1,,,
94.15724999999999,2,2-3,,,
94.15724999999999,3,3-4,,,
94.15724999999999,4,2-3,,,
94.15724999999999,5,3-4,,,
94.35723,MOT_mc_stage_color_00,r-flash,,
94.52387999999999,1,1-2,,,
94.52387999999999,2,3-4,,,
94.52387999999999,3,4-1,,,
94.52387999999999,4,3-4,,,
94.52387999999999,5,4-1,,,
94.72386,MOT_mc_stage_color_00,b-flash,,
95.29047,MOT_control_all,zoom8,,
95.45711999999999,5,w1,,,
95.45711999999999,4,w4,,,
95.45711999999999,3,w1,,,
95.45711999999999,1,w2,,,
95.45711999999999,2,4-1,,f1,
95.69042999999999,MOT_mc_stage_color_00,y-flash,,
95.95707,2,1-2,,,
96.35703,2,2-3,,,
96.75699,2,lp3,,,
97.15695,2,j3-4,,,
97.59024,2,4-1,,,
98.02353,2,j1-2,,,
98.45682,2,lp2,,,
98.95676999999999,3,1-2,,f1,
98.95676999999999,2,w2,,b0,
99.15675,MOT_mc_stage_color_00,r-flash,,
99.35673,3,j2-3,,,
99.85668,3,3-4,,,
100.25663999999999,3,4-1,,,
100.6566,3,j1-2,,,
101.02323,3,lp2,,,
102.02313,3,2-3,,b0,
102.02313,1,j2-3,,,
102.02313,2,j2-3,,,
102.02313,4,j4-1,,,
102.02313,5,j1-2,,,
102.38976,1,j3-4,,,
102.38976,2,j3-4,,,
102.38976,3,j3-4,,,
102.38976,4,j1-2,,,
102.38976,5,j2-3,,,
102.55641,MOT_mc_stage_color_00,b-flash,,
102.78971999999999,1,lp4,,,
102.78971999999999,2,lp4,,,
102.78971999999999,3,lp4,,,
102.78971999999999,4,lp2,,,
102.78971999999999,5,lp3,,,
103.22301,1,4-1,,,
103.22301,2,4-1,,,
103.22301,3,4-1,,,
103.22301,4,2-3,,,
103.22301,5,3-4,,,
103.62297,1,j1-2,,,
103.62297,2,j1-2,,,
103.62297,3,j1-2,,,
103.62297,4,j3-4,,,
103.62297,5,j4-1,,,
104.12292,1,j2-3,,,
104.22291,4,j4-1,,,
104.32289999999999,3,j2-3,,,
104.42289,2,j2-3,,,
104.52288,5,j1-2,,,
104.98949999999999,1,j3-4,,,
105.08949,4,j1-2,,,
105.18947999999999,3,j3-4,,,
105.28947,2,j3-4,,,
105.38946,5,j2-3,,,
105.82275,1,4-1,l1,,
105.82275,2,4-1,l1,,
105.82275,3,4-1,l1,,
105.82275,4,2-3,l1,,
105.82275,5,3-4,l1,,
106.02273,MOT_mc_stage_color_00,y-flash,,
106.22270999999999,1,1-2,lb0,,
106.22270999999999,2,1-2,lb0,,
106.22270999999999,3,1-2,lb0,,
106.22270999999999,4,3-4,lb0,,
106.22270999999999,5,4-1,lb0,,
106.65599999999999,1,j2-3,,,
106.65599999999999,2,j2-3,,,
106.65599999999999,3,j2-3,,,
106.65599999999999,4,j4-1,,,
106.65599999999999,5,j1-2,,,
107.05596,1,lp3,,,
107.05596,2,lp3,,,
107.05596,3,lp3,,,
107.05596,4,lp1,,,
107.05596,5,lp2,,,
107.52257999999999,1,3-4,,,
107.52257999999999,2,3-4,,,
107.52257999999999,3,3-4,,,
107.52257999999999,4,1-2,,,
107.52257999999999,5,2-3,,,
107.72256,MOT_mc_stage_color_00,r-flash,,
107.88920999999999,1,4-1,,,
107.88920999999999,2,4-1,,,
107.88920999999999,3,4-1,,,
107.88920999999999,4,2-3,,,
107.88920999999999,5,3-4,,,
108.05586,MOT_mc_stage_color_00,b-flash,,
108.25583999999999,1,1-2,,,
108.25583999999999,2,1-2,,,
108.25583999999999,3,1-2,,,
108.25583999999999,4,3-4,,,
108.25583999999999,5,4-1,,,
108.42249,MOT_mc_stage_color_00,y-flash,,
109.18907999999999,5,w1,,,
109.18907999999999,3,w2,,,
109.18907999999999,2,w2,,,
109.18907999999999,1,w2,,,
109.18907999999999,4,4-1,,f1,
109.38906,MOT_mc_stage_color_00,r-flash,,
109.68902999999999,4,1-2,,,
110.08899,4,2-3,,,
110.48894999999999,4,3-4,,b0,
110.88891,5,1-2,,f1,
111.12222,MOT_mc_stage_color_00,b-flash,,
111.38886,5,2-3,,,
111.42219,4,w4,,,
111.78882,5,3-4,,,
112.15545,5,lp4,,,
112.6554,1,2-3,,f1,
112.6554,5,w4,,b0,
112.85538,MOT_mc_stage_color_00,y-flash,,
113.05536,1,j3-4,,,
113.55530999999999,1,4-1,,,
113.95527,1,1-2,,,
114.35522999999999,1,j2-3,,,
114.72185999999999,1,lp3,,,
115.45512,1,3-4,,,
115.78841999999999,1,4-1,,,
116.15504999999999,1,1-2,,b0,
116.22171,MOT_mc_bg_black_00,b0-20,,
116.25504,MOT_mc_stage_color_00,r-flash,,
116.52167999999999,2,2-3,,,
116.52167999999999,4,4-1,,,
116.52167999999999,5,4-1,,,
116.88830999999999,2,j3-4,,,
116.88830999999999,4,j1-2,,,
116.88830999999999,5,j1-2,,,
117.08829,1,w2,,,
117.25493999999999,2,lp4,,,
117.25493999999999,4,lp2,,,
117.25493999999999,5,lp2,,,
117.78822,2,j4-1,,,
117.78822,4,j2-3,,,
117.78822,5,j2-3,,,
118.15485,2,1-2,,,
118.15485,4,3-4,,,
118.15485,5,3-4,,,
118.48814999999999,2,j2-3,,,
118.48814999999999,4,j4-1,,,
118.48814999999999,5,j4-1,,,
118.85477999999999,2,lp3,,,
118.85477999999999,4,lp1,,,
118.85477999999999,5,lp1,,,
118.95477,3,j2-3,,,
119.35472999999999,3,3-4,,,
119.55471,2,w3,,,
119.55471,4,w1,,,
119.55471,5,w1,,,
119.68803,MOT_mc_stage_color_00,b-flash,,
119.95467,1,2-3,,,
119.95467,4,1-2,,,
119.95467,5,1-2,,,
120.28797,3,w4,,,
120.3213,1,j3-4,,,
120.3213,4,j2-3,,,
120.3213,5,j2-3,,,
120.68793,1,lp4,,,
120.68793,4,lp3,,,
120.68793,5,lp3,,,
121.22121,1,j4-1,,,
121.22121,4,j3-4,,,
121.22121,5,j3-4,,,
121.58784,1,1-2,,,
121.58784,4,4-1,,,
121.58784,5,4-1,,,
121.92114,1,j2-3,,,
121.92114,4,j1-2,,,
121.92114,5,j1-2,,,
122.28777,1,lp3,,,
122.28777,4,lp2,,,
122.28777,5,lp2,,,
122.35443,2,j3-4,,,
122.75439,2,4-1,,,
122.98769999999999,1,w3,,,
122.98769999999999,4,w2,,,
122.98769999999999,5,w2,,,
123.08769,MOT_mc_stage_color_00,y-flash,,
123.42098999999999,1,3-4,,,
123.42098999999999,4,2-3,,,
