0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_special_01,hokori_end,,
2.6997299999999997,MOT_mc_speaker_00,temp4,,
2.6997299999999997,MOT_mc_stage_color_00,b-flash,,
2.6997299999999997,MOT_mc_light_center_00,l1,,
2.6997299999999997,MOT_mc_light_under_00,l1,,
2.7997199999999998,MOT_control_all,zoom01,,
9.63237,MOT_mc_stage_color_00,b-r,,
10.26564,1,3-4,,,
10.26564,2,1-2,lb0,,
10.26564,3,1-2,rb0,,
10.6656,1,4-1,,,
10.6656,2,2-3,r1,,
10.6656,3,2-3,l1,,
11.03223,1,1-2,,,
11.03223,2,,r2,,
11.03223,3,,l2,,
11.53218,MOT_mc_stage_color_00,r-b,,
11.59884,3,w3,,,
11.59884,2,w3,,,
11.59884,1,2-3,,,
11.59884,2,3-4,,,
11.59884,3,3-4,,,
11.9988,1,3-4,,,
11.9988,2,4-1,,,
11.9988,3,4-1,,,
12.36543,1,j4-1,,,
12.36543,2,j1-2,,,
12.36543,3,j1-2,,,
12.932039999999999,MOT_mc_stage_color_00,b-flash,,
12.96537,1,1-2,,,
12.96537,2,2-3,,,
12.96537,3,2-3,,,
13.331999999999999,1,sj2,,,
13.331999999999999,2,sj3,,,
13.331999999999999,3,sj3,,,
13.6653,MOT_mc_stage_color_00,b-flash,,
13.6653,1,hj2,,,
13.6653,2,hj3,,,
13.6653,3,hj3,,,
14.43189,1,2-3,,,
14.43189,2,3-4,,,
14.43189,3,3-4,,,
14.73186,1,lp3,,,
14.73186,2,lp4,,,
14.73186,3,lp4,,,
15.03183,1,j3-4,,,
15.03183,2,j4-1,,,
15.03183,3,j4-1,,,
15.3318,1,hj4,,,
15.3318,2,hj1,,,
15.3318,3,hj1,,,
16.23171,1,4-1,,,
16.23171,2,1-2,rb1,,
16.23171,3,1-2,lb1,,
16.63167,1,1-2,,,
16.63167,2,,rb0,,
16.63167,3,,lb0,,
16.89831,1,j2-3,,,
16.89831,2,j2-3,,,
16.89831,3,j2-3,,,
17.23161,1,lp3,,,
17.23161,2,lp3,,,
17.23161,3,lp3,,,
17.69823,1,j3-4,,,
17.69823,2,j3-4,,,
17.69823,3,j3-4,,,
18.09819,1,hj4,,,
18.09819,2,hj4,,,
18.09819,3,hj4,,,
19.03143,1,4-1,,,
19.03143,2,4-1,r1,,
19.03143,3,4-1,l1,,
19.43139,1,1-2,,,
19.43139,2,,r2,,
19.43139,3,,l2,,
19.69803,1,j2-3,,,
19.69803,2,j1-2,,,
19.69803,3,j1-2,,,
20.03133,1,lp3,,,
20.03133,2,lp2,,,
20.03133,3,lp2,,,
20.6646,1,j3-4,,,
20.6646,2,j2-3,,,
20.6646,3,j2-3,,,
21.03123,1,hj4,,,
21.03123,2,hj3,,,
21.03123,3,hj3,,,
21.96447,1,4-1,,,
21.96447,2,3-4,rb1,,
21.96447,3,3-4,lb1,,
22.36443,1,1-2,,,
22.36443,2,,rb0,,
22.36443,3,,lb0,,
22.6644,1,j2-3,,,
22.6644,2,j4-1,,,
22.6644,3,j4-1,,,
22.9977,1,lp3,,,
22.9977,2,lp1,,,
22.9977,3,lp1,,,
23.39766,1,j3-4,,,
23.39766,2,j1-2,,,
23.39766,3,j1-2,,,
23.79762,1,hj4,,,
23.79762,2,hj2,,,
23.79762,3,hj2,,,
24.29757,1,j4-1,,,
24.29757,2,j2-3,,,
24.29757,3,j2-3,,,
24.59754,1,1-2,,,
24.59754,2,3-4,,,
24.59754,3,3-4,,,
24.830849999999998,1,sj2,,,
24.830849999999998,2,sj4,,,
24.830849999999998,3,sj4,,,
25.09749,1,hj2,,,
25.09749,2,hj4,,,
25.09749,3,hj4,,,
25.59744,MOT_control_all,zoom02,,
25.664099999999998,MOT_mc_stage_color_00,y-flash,,
25.664099999999998,MOT_mc_light_center_00,l4,,
25.664099999999998,MOT_mc_bg_black_00,b65-45,,
25.79742,3,4-1,,f1,
26.064059999999998,3,hj1,,,
26.3307,2,w4,,,
26.3307,1,w2,,,
26.3307,MOT_mc_stage_color_00,b-flash,,
26.36403,2,4-1,,f1,
26.59734,2,1-2,,,
26.83065,2,hj2,,,
27.03063,MOT_mc_stage_color_00,r-flash,,
27.16395,1,2-3,,f1,
27.297269999999997,3,w1,,,
27.39726,1,3-4,,,
27.59724,1,sj4,,,
27.79722,1,4-1,,,
28.06386,2,w2,,,
28.130519999999997,1,hj1,,,
28.39716,MOT_control_all,zoom03,,
28.56381,MOT_mc_stage_color_00,y-flash,,
28.59714,3,hj1,,,
29.097089999999998,3,1-2,,,
29.330399999999997,3,sj2,,,
29.36373,1,w1,,,
29.56371,3,lp2,,,
29.86368,3,2-3,,,
30.130319999999998,3,lp3,,,
30.330299999999998,3,3-4,,,
30.59694,3,j4-1,,,
30.9969,3,hj1,,,
31.29687,MOT_control_all,zoom04,,
31.49685,MOT_mc_stage_color_00,b-flash,,
31.49685,2,hj2,,,
32.03013,2,2-3,,,
32.230109999999996,3,w1,,,
32.263439999999996,2,lp3,,,
32.46342,2,j3-4,,,
32.83005,2,j4-1,,,
33.16335,2,1-2,,,
33.463319999999996,2,sj2,,,
33.76329,2,hj2,,,
33.896609999999995,MOT_control_all,zoom05,,
34.22991,MOT_mc_stage_color_00,r-flash,,
34.22991,1,hj1,,,
34.696529999999996,1,j1-2,,,
34.9965,2,w2,,,
35.02983,1,2-3,,,
35.29647,1,j3-4,,,
35.62977,1,sp4-1,,,
36.39636,1,hj1,,,
37.06296,MOT_control_all,zoom06,,
37.06296,3,1-2,,,
37.129619999999996,1,1-2,,,
37.19628,2,2-3,,,
37.496249999999996,MOT_mc_stage_color_00,y-flash,,
37.496249999999996,3,2-3,,,
37.496249999999996,1,2-3,,b0,
37.496249999999996,2,3-4,,b0,
37.82955,3,3-4,l1,,
38.12952,3,lp4,,,
38.396159999999995,3,w4,l2,,
38.42949,2,w4,,,
38.42949,1,w3,,,
38.6628,3,lp4,,,
38.86278,3,4-1,,,
39.196079999999995,3,hj1,,,
39.76269,3,1-2,lb1,,
40.16265,3,lp2,,,
40.72926,3,w2,lb0,,
41.12922,3,,,b0,
41.36253,2,4-1,,,
41.46252,1,3-4,,,
41.562509999999996,3,2-3,,,
41.79582,2,j1-2,,,
42.09579,1,j4-1,,,
42.395759999999996,3,j3-4,,,
42.829049999999995,MOT_control_all,zoom07,,
42.829049999999995,1,j1-2,,,
42.829049999999995,2,j2-3,,,
42.829049999999995,3,j4-1,,,
43.09569,MOT_mc_stage_color_00,r-flash,,
43.09569,1,2-3,,f1,
43.46232,1,hj3,,,
43.89561,3,w1,,,
43.89561,2,w3,,,
44.028929999999995,1,3-4,l1,,
44.36223,1,lp4,,,
44.59554,1,w4,lb0,,
45.02883,1,,r1,,
45.42879,1,4-1,,,
45.89541,1,1-2,rb0,,
46.26204,1,hj2,,,
46.92864,1,,,b0,
47.46192,1,2-3,,,
47.46192,2,3-4,,,
47.46192,3,1-2,,,
47.695229999999995,1,sj3,,,
47.695229999999995,2,sj4,,,
47.695229999999995,3,sj2,,,
47.96187,1,hj3,,,
47.96187,2,hj4,,,
47.96187,3,hj2,,,
48.69513,MOT_control_all,zoom08,,
48.79512,MOT_mc_stage_color_00,b-flash,,
48.79512,2,4-1,,f1,
49.06176,2,lp1,,,
49.19508,3,w2,,,
49.19508,1,w3,,,
49.39506,2,1-2,,,
49.695029999999996,2,hj2,,,
50.29497,2,2-3,,,
50.82825,2,3-4,,,
51.22821,2,sp4-1,,,
52.29477,2,1-2,,,
52.69473,2,hj2,,,
53.361329999999995,MOT_control_all,zoom09,,
53.49465,2,,,b0,
53.92794,2,w2,,,
54.02793,1,3-4,,b-1,
54.02793,2,2-3,,b-1,
54.02793,3,2-3,,b-1,
54.227909999999994,MOT_mc_stage_color_00,b-flash,,
54.227909999999994,MOT_mc_light_center_00,l2,,
54.227909999999994,MOT_mc_bg_black_00,b45-80,,
54.42789,1,4-1,,,
54.42789,2,3-4,,,
54.42789,3,3-4,,,
54.76119,1,j1-2,,,
54.76119,2,j4-1,,,
54.76119,3,j4-1,,,
55.12782,1,lp2,,,
55.12782,2,lp1,,,
55.12782,3,lp1,,,
55.92774,2,j1-2,,,
56.36103,1,j2-3,,,
56.72766,3,j1-2,,,
56.960969999999996,1,3-4,,,
56.960969999999996,2,2-3,,,
56.960969999999996,3,2-3,,,
57.26094,1,4-1,,,
57.26094,2,3-4,,,
57.26094,3,3-4,,,
57.62757,1,1-2,,f0,
57.62757,2,4-1,,f0,
57.62757,3,4-1,,f0,
57.894209999999994,1,lp2,,,
57.894209999999994,2,lp1,,,
57.894209999999994,3,lp1,,,
58.76079,3,j1-2,,,
59.16075,1,j2-3,,,
59.52738,2,j1-2,,,
59.794019999999996,1,3-4,,,
59.794019999999996,2,2-3,,,
59.794019999999996,3,2-3,,,
60.09399,1,4-1,,,
60.09399,2,3-4,,,
60.09399,3,3-4,,,
60.46062,1,1-2,,b-1,
60.46062,2,4-1,,b-1,
60.46062,3,4-1,,b-1,
60.727259999999994,1,lp2,,,
60.727259999999994,2,lp1,,,
60.727259999999994,3,lp1,,,
61.59384,2,j1-2,,,
62.02713,1,j2-3,,,
62.39376,3,j1-2,,,
62.660399999999996,2,w2,,,
62.660399999999996,MOT_mc_special_01,hokori,,
62.693729999999995,1,3-4,,,
62.693729999999995,2,2-3,,,
62.693729999999995,3,2-3,,,
62.9937,1,4-1,,,
62.9937,2,3-4,,,
62.9937,3,3-4,,,
63.36033,1,1-2,,f0,
63.36033,2,4-1,,f0,
63.36033,3,4-1,,f0,
63.62697,1,lp2,,,
63.62697,2,lp1,,,
63.62697,3,lp1,,,
64.49355,3,j1-2,,,
64.92684,1,j2-3,,,
65.29347,MOT_mc_stage_color_00,y-flash,,
65.29347,2,j1-2,,,
65.36013,MOT_control_all,sabi01,,
65.56011,3,w2,,,
65.6601,1,3-4,,f1,L0
65.6601,2,2-3,,f1,L0
65.6601,3,2-3,,f1,L0
65.69342999999999,MOT_mc_stage_color_00,r-flash,,
65.69342999999999,MOT_mc_bg_black_00,b20-00,,
65.69342999999999,MOT_mc_light_center_00,l5,,
66.09339,2,3-4,l1,,
66.09339,3,3-4,r1,,
66.09339,1,4-1,,,
66.49334999999999,2,4-1,lb0,,
66.49334999999999,3,4-1,rb0,,
66.49334999999999,1,j1-2,,,
66.89331,1,2-3,,,
66.89331,2,1-2,,,
66.89331,3,1-2,,,
67.22661,1,hj3,,,
67.22661,2,hj2,,,
67.22661,3,hj2,,,
67.85988,2,2-3,l1,,
67.85988,3,2-3,r1,,
67.85988,1,j3-4,,,
68.19318,2,3-4,,,
68.19318,3,3-4,,,
68.19318,1,4-1,,,
68.45982,1,hj1,,,
68.45982,2,hj4,,,
68.45982,3,hj4,,,
69.22641,2,4-1,lb0,,
69.22641,3,4-1,rb0,,
69.22641,1,j1-2,,,
69.62637,1,2-3,,,
69.62637,2,1-2,,,
69.62637,3,1-2,,,
70.09299,1,j3-4,,,
70.09299,2,j2-3,,,
70.09299,3,j2-3,,,
70.52628,1,4-1,,,
70.52628,2,3-4,,,
70.52628,3,3-4,,,
70.82625,1,1-2,,,
70.82625,2,4-1,,,
70.82625,3,4-1,,,
71.22621,1,j2-3,,,
71.22621,2,j1-2,,,
71.22621,3,j1-2,,,
71.6595,1,3-4,,,
71.6595,2,2-3,,,
71.6595,3,2-3,,,
71.6595,1,,l1,,
71.6595,2,,l1,,
71.6595,3,,l1,,
71.69283,MOT_control_all,sabi02,,
72.19278,1,4-1,,,
72.19278,2,3-4,,,
72.19278,3,3-4,,,
72.19278,1,,lb0,,
72.19278,2,,lb0,,
72.19278,3,,lb0,,
72.59273999999999,1,j1-2,,,
72.59273999999999,2,j4-1,,,
72.59273999999999,3,j4-1,,,
72.9927,1,2-3,,,
72.9927,2,1-2,,,
72.9927,3,1-2,,,
73.42599,1,3-4,,,
73.42599,2,2-3,,,
73.42599,3,2-3,,,
73.82594999999999,2,3-4,l1,,
73.82594999999999,3,3-4,r1,,
73.82594999999999,1,j4-1,,,
74.29257,1,lp1,,,
74.29257,2,lp4,,,
74.29257,3,lp4,,,
74.55921,2,4-1,lb0,,
74.55921,3,4-1,rb0,,
74.55921,1,j1-2,,,
75.12581999999999,1,2-3,,,
75.12581999999999,2,1-2,,,
75.12581999999999,3,1-2,,,
75.45912,1,hj3,,,
75.45912,2,hj2,,,
75.45912,3,hj2,,,
75.92573999999999,MOT_mc_stage_color_00,y-flash,,
76.19238,2,2-3,,,
76.29236999999999,1,3-4,,,
76.39236,3,2-3,,,
76.65899999999999,2,j3-4,,,
76.75899,1,j4-1,,,
76.85898,3,j3-4,,,
76.92564,MOT_control_all,sabi03,,
77.09228999999999,1,j1-2,,,
77.09228999999999,2,j4-1,,,
77.09228999999999,3,j4-1,,,
77.29227,MOT_mc_stage_color_00,r-flash,,
77.52557999999999,2,1-2,l1,,
77.52557999999999,3,1-2,r1,,
77.52557999999999,1,2-3,,,
77.92554,2,2-3,lb0,,
77.92554,3,2-3,rb0,,
77.92554,1,j3-4,,,
78.32549999999999,1,4-1,,,
78.32549999999999,2,3-4,,,
78.32549999999999,3,3-4,,,
78.6588,1,j1-2,,,
78.6588,2,j4-1,,,
78.6588,3,j4-1,,,
78.9921,1,lp2,,,
78.9921,2,lp1,,,
78.9921,3,lp1,,,
79.29207,2,1-2,l1,,
79.29207,3,1-2,r1,,
79.29207,1,j2-3,,,
79.72536,1,j3-4,,,
79.72536,2,j2-3,,,
79.72536,3,j2-3,,,
80.02533,2,3-4,lb0,,
80.02533,3,3-4,rb0,,
80.02533,1,j4-1,,,
80.42528999999999,1,1-2,,,
80.42528999999999,2,4-1,,,
80.42528999999999,3,4-1,,,
80.82525,1,2-3,,,
80.82525,2,1-2,,,
80.82525,3,1-2,,,
81.12522,1,j3-4,,,
81.12522,2,j2-3,,,
81.12522,3,j2-3,,,
81.52517999999999,1,j4-1,,,
81.52517999999999,2,j3-4,,,
81.52517999999999,3,j3-4,,,
81.95846999999999,1,1-2,,,
81.95846999999999,2,4-1,,,
81.95846999999999,3,4-1,,,
82.25844,1,2-3,,,
82.25844,2,1-2,,,
82.25844,3,1-2,,,
82.6584,1,hj3,,,
82.6584,2,hj2,,,
82.6584,3,hj2,,,
82.79172,MOT_control_all,sabi04,,
83.09169,MOT_mc_stage_color_00,r-flash,,
83.09169,1,3-4,,,
83.09169,2,2-3,,,
83.09169,3,2-3,,,
83.09169,1,,l1,,
83.09169,2,,l1,,
83.09169,3,,l1,,
83.55830999999999,1,4-1,,,
83.55830999999999,2,3-4,,,
83.55830999999999,3,3-4,,,
83.55830999999999,1,,lb0,,
83.55830999999999,2,,lb0,,
83.55830999999999,3,,lb0,,
84.02493,1,j1-2,,,
84.02493,2,j4-1,,,
84.02493,3,j4-1,,,
84.42488999999999,1,sj2,,,
84.42488999999999,2,sj1,,,
84.42488999999999,3,sj1,,,
84.79151999999999,1,sj2,,,
84.79151999999999,2,sj1,,,
84.79151999999999,3,sj1,,,
85.25814,2,1-2,l1,,
85.25814,3,1-2,r1,,
85.25814,1,j2-3,,,
85.62477,1,lp3,,,
85.62477,2,lp2,,,
85.62477,3,lp2,,,
85.9914,2,2-3,lb0,,
85.9914,3,2-3,rb0,,
85.9914,1,j3-4,,,
86.55801,1,sj4,,,
86.55801,2,sj3,,,
86.55801,3,sj3,,,
86.82464999999999,MOT_mc_light_center_00,l4,,
86.82464999999999,MOT_mc_stage_color_00,y-b,,
86.89130999999999,1,hj4,,,
86.89130999999999,2,hj3,,,
86.89130999999999,3,hj3,,,
87.42459,2,3-4,,,
87.52458,1,4-1,,,
87.62456999999999,3,3-4,,,
87.72456,2,j4-1,,,
87.82455,1,j1-2,,,
87.92454,3,j4-1,,,
88.29117,1,2-3,,,
88.29117,2,1-2,l1,,
88.29117,3,1-2,r1,,
88.59114,1,lp3,,,
88.59114,2,lp2,,,
88.59114,3,lp2,,,
88.95777,1,j3-4,,,
88.95777,2,j2-3,,,
88.95777,3,j2-3,,,
89.25774,1,lp4,,,
89.25774,2,lp3,,,
89.25774,3,lp3,,,
89.42439,1,4-1,,,
89.42439,2,3-4,,,
89.42439,3,3-4,,,
89.75769,1,hj1,,,
89.82435,2,hj4,,,
89.82435,3,hj4,,,
90.42429,1,1-2,,,
90.42429,2,4-1,,,
90.42429,3,4-1,,,
90.95756999999999,1,j2-3,,,
90.95756999999999,2,j1-2,,,
90.95756999999999,3,j1-2,,,
91.29087,1,hj3,,,
91.29087,2,hj2,,,
91.29087,3,hj2,,,
91.85748,1,lp3,,,
91.85748,2,lp2,,,
91.85748,3,lp2,,,
92.79072,2,2-3,,,
92.85737999999999,1,3-4,,,
92.92403999999999,3,2-3,,,
93.22400999999999,MOT_mc_stage_color_00,b-flash,,
93.22400999999999,MOT_mc_bg_black_00,b20-65,,
93.22400999999999,MOT_mc_light_center_00,l3,,
93.22400999999999,1,,,b0,
93.22400999999999,2,,,b0,
93.22400999999999,3,,,b0,
93.72395999999999,2,w3,,,
93.79061999999999,1,w4,,,
93.85728,3,w3,,,
94.05726,MOT_control_all,zoom10,,
94.12392,1,j4-1,,,
94.12392,2,j3-4,,,
94.12392,3,j3-4,,,
94.55721,MOT_mc_stage_color_00,b-flash,,
94.75719,1,j1-2,,,
94.75719,2,j4-1,,,
94.75719,3,j4-1,,,
95.15715,1,hj2,,,
95.15715,2,hj1,,,
95.15715,3,hj1,,,
95.89041,1,2-3,l1,,
95.89041,2,1-2,l2,,
95.89041,3,1-2,rb0,,
96.25703999999999,1,3-4,,,
96.25703999999999,2,2-3,,,
96.25703999999999,3,2-3,,,
96.55700999999999,1,4-1,lb0,,
96.55700999999999,2,3-4,lb1,,
96.55700999999999,3,3-4,r1,,
96.85698,1,lp1,,,
96.85698,2,lp4,,,
96.85698,3,lp4,,,
97.59024,1,j1-2,,,
97.59024,2,j4-1,,,
97.59024,3,j4-1,,,
97.62357,MOT_mc_stage_color_00,r-flash,,
97.9902,1,hj2,,,
97.9902,2,hj1,,,
97.9902,3,hj1,,,
98.89010999999999,1,2-3,r1,,
98.89010999999999,2,1-2,lb0,,
98.89010999999999,3,1-2,r2,,
99.22341,1,3-4,,,
99.22341,2,2-3,,,
99.22341,3,2-3,,,
99.52337999999999,1,,rb0,,
99.52337999999999,2,,l1,,
99.52337999999999,3,,rb1,,
99.79002,1,j4-1,,,
99.79002,2,j3-4,,,
99.79002,3,j3-4,,,
100.45662,MOT_mc_stage_color_00,r-flash,,
100.45662,1,j1-2,,,
100.45662,2,j4-1,,,
100.45662,3,j4-1,,,
100.85658,1,hj2,,,
100.85658,2,hj1,,,
100.85658,3,hj1,,,
101.68983,1,2-3,l1,,
101.68983,2,1-2,l2,,
101.68983,3,1-2,rb0,,
101.9898,1,3-4,,,
101.9898,2,2-3,,,
101.9898,3,2-3,,,
102.28976999999999,1,4-1,lb0,,
102.28976999999999,2,3-4,lb1,,
102.28976999999999,3,3-4,r1,,
102.58973999999999,1,lp1,,,
102.58973999999999,2,lp4,,,
102.58973999999999,3,lp4,,,
103.38965999999999,1,j1-2,,,
103.38965999999999,2,j4-1,,,
103.38965999999999,3,j4-1,,,
103.45631999999999,MOT_mc_stage_color_00,r-flash,,
103.78962,1,hj2,,,
103.78962,2,hj1,,,
103.78962,3,hj1,,,
104.18957999999999,1,2-3,,,
104.18957999999999,2,1-2,,,
104.18957999999999,3,1-2,,,
104.52288,1,j3-4,,,
104.52288,2,j2-3,,,
104.52288,3,j2-3,,,
104.95617,1,hj4,,,
104.95617,2,hj3,,,
104.95617,3,hj3,,,
105.58944,1,lp4,,,
105.58944,2,lp3,,,
105.58944,3,lp3,,,
105.88941,MOT_mc_stage_color_00,b-flash,,
105.88941,MOT_control_all,zoom11,,
106.08939,1,4-1,,,
106.08939,2,3-4,,,
106.08939,3,3-4,,,
106.55601,1,1-2,,,
106.55601,3,4-1,r2,,
106.55601,2,4-1,l2,,
107.45591999999999,1,2-3,l1,,
107.45591999999999,2,1-2,l3,,
107.45591999999999,3,1-2,rb1,,
107.78922,1,,lb0,,
107.78922,2,,lb2,,
107.78922,3,,r2,,
108.15585,1,hj3,,,
108.18918,2,hj2,,,
108.18918,3,hj2,,,
108.92244,MOT_mc_stage_color_00,b-flash,,
108.95577,1,3-4,,,
108.95577,3,2-3,rb1,,
108.95577,2,2-3,lb1,,
109.28907,1,hj4,,,
109.28907,3,hj3,,,
109.28907,2,hj3,,,
110.35562999999999,1,4-1,r1,,
110.35562999999999,2,3-4,lb0,,
110.35562999999999,3,3-4,r2,,
110.68893,1,,rb0,,
110.68893,2,,l1,,
110.68893,3,,rb1,,
111.05556,1,hj1,,,
111.08888999999999,2,hj4,,,
111.08888999999999,3,hj4,,,
111.85548,1,1-2,,,
111.85548,3,4-1,rb0,,
111.85548,2,4-1,lb0,,
112.25544,1,hj2,,,
112.25544,2,hj1,,,
112.25544,3,hj1,,,
113.05536,1,2-3,l1,,
113.05536,2,1-2,l1,,
113.05536,3,1-2,l1,,
113.42199,1,3-4,,,
113.42199,2,2-3,,,
113.42199,3,2-3,,,
113.72196,1,4-1,lb0,,
113.72196,2,3-4,lb0,,
113.72196,3,3-4,lb0,,
114.02193,1,lp1,,,
114.02193,2,lp4,,,
114.02193,3,lp4,,,
114.78851999999999,1,j1-2,,,
114.78851999999999,2,j4-1,,,
114.78851999999999,3,j4-1,,,
115.12182,1,hj2,,,
115.12182,2,hj1,,,
115.12182,3,hj1,,,
115.78841999999999,1,2-3,,,
115.78841999999999,2,1-2,,,
115.78841999999999,3,1-2,,,
116.08838999999999,1,j3-4,,,
116.08838999999999,2,j2-3,,,
116.08838999999999,3,j2-3,,,
116.35503,1,hj4,,,
116.35503,2,hj3,,,
116.35503,3,hj3,,,
116.95496999999999,MOT_mc_stage_color_00,b-flash,,
116.9883,1,4-1,,,
116.9883,2,3-4,,,
116.9883,3,3-4,,,
117.28827,1,j1-2,,,
117.28827,2,j4-1,,,
117.28827,3,j4-1,,,
117.62156999999999,1,hj2,,,
117.62156999999999,2,hj1,,,
117.62156999999999,3,hj1,,,
118.45482,1,2-3,,,
118.45482,2,1-2,,,
118.45482,3,1-2,,,
118.52148,MOT_mc_stage_color_00,b-flash,,
118.82145,1,j3-4,,,
118.82145,2,j2-3,,,
118.82145,3,j2-3,,,
119.28806999999999,1,hj4,,,
119.28806999999999,2,hj3,,,
119.28806999999999,3,hj3,,,
120.08798999999999,1,lp4,,,
120.08798999999999,2,lp3,,,
120.08798999999999,3,lp3,,,
122.08779,MOT_mc_special_01,hokori_end,,
122.62106999999999,MOT_mc_stage_color_00,b-flash,,
122.62106999999999,1,4-1,,,
122.62106999999999,2,3-4,,,
122.62106999999999,3,3-4,,,
122.85437999999999,MOT_mc_stage_color_00,b-flash,,
122.85437999999999,MOT_mc_bg_black_00,b45-80,,
122.85437999999999,1,j1-2,,,D40
122.85437999999999,2,j4-1,,,D40
122.85437999999999,3,j4-1,,,D40
123.92093999999999,3,w1,,,
123.92093999999999,2,w1,,,
123.92093999999999,1,w2,,,
