0.03333,MOT_mc_speaker_00,temp1,,
0.03333,MOT_mc_light_under_00,l1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
2.3997599999999997,MOT_mc_stage_color_00,y-flash,,
2.3997599999999997,MOT_mc_light_up_00,l1,,
2.3997599999999997,MOT_mc_light_center_00,l1,,
2.3997599999999997,MOT_mc_bg_black_00,b80-65,,
24.56421,5,j2-3,,,
24.56421,2,j2-3,,,
24.56421,3,j2-3,,,
25.43079,1,j2-3,,,
25.59744,2,j3-4,,,
25.59744,3,j3-4,,,
25.63077,5,w3,,,
25.63077,4,w3,,,
25.73076,4,j3-4,,,
25.73076,5,j3-4,,,
25.864079999999998,1,3-4,,,
26.03073,2,4-1,,,
26.03073,3,4-1,,,
26.19738,4,4-1,,,
26.19738,5,4-1,,,
26.53068,4,j1-2,,,
26.59734,2,j1-2,,,
26.663999999999998,1,j4-1,,,
26.73066,3,j1-2,,,
26.79732,5,j1-2,,,
27.097289999999997,1,sj1,,,
27.23061,2,sj2,,,
27.23061,3,sj2,,,
27.36393,4,sj2,,,
27.36393,5,sj2,,,
27.59724,1,w1,,,
27.730559999999997,3,w2,,,
27.730559999999997,2,w2,,,
27.863879999999998,5,w2,,,
27.863879999999998,4,w2,,,
27.897209999999998,MOT_mc_stage_color_00,b-flash,,
27.897209999999998,MOT_mc_bg_black_00,b45-65,,
27.897209999999998,1,1-2,,f2,
28.36383,1,lp2,,,
29.097089999999998,1,2-3,l1,,
29.83035,1,,l2,,
30.03033,1,w3,,,
30.330299999999998,1,,lb1,,
30.63027,1,3-4,lb0,,
31.06356,1,lp4,,,
31.79682,1,4-1,,,
32.09679,1,j1-2,,,
32.19678,2,2-3,,,
32.19678,3,2-3,,,
32.296769999999995,4,2-3,,,
32.296769999999995,5,2-3,,,
32.59674,1,lp2,,,
32.9967,1,2-3,,,
33.13002,3,w3,,,
33.13002,2,w3,,,
33.23001,5,w3,,,
33.23001,4,w3,,,
33.463319999999996,1,lp3,,,
34.19658,1,3-4,r1,,
34.52988,1,,r2,,
34.9965,1,lp4,,,
35.59644,1,w4,rb1,,
35.929739999999995,2,3-4,,,
35.929739999999995,3,3-4,,,
36.02973,4,3-4,,,
36.02973,5,3-4,,,
36.02973,1,4-1,rb0,,
36.42969,1,lp1,,,
36.663,1,1-2,,,
36.86298,3,w4,,,
36.86298,2,w4,,,
36.96297,5,w4,,,
36.96297,4,w4,,,
37.06296,1,j2-3,,,
37.69623,1,lp3,,,
37.9962,MOT_mc_stage_color_00,b-flash,,
37.9962,4,j4-1,,,
37.9962,5,j4-1,,,
37.9962,1,,,b1,
38.16285,2,j4-1,,,
38.16285,3,j4-1,,,
38.62947,1,j3-4,,,
38.9961,4,1-2,l4,,
38.9961,5,1-2,r4,,
39.162749999999996,2,1-2,l3,,
39.162749999999996,3,1-2,r3,,
39.562709999999996,1,j4-1,,,
39.929339999999996,5,w2,,,
39.929339999999996,4,w2,,,
39.995999999999995,1,1-2,,,
40.02933,2,2-3,,,
40.02933,3,2-3,,,
40.06266,4,2-3,,,
40.06266,5,2-3,,,
40.62927,4,j3-4,,,
40.62927,5,j3-4,,,
40.795919999999995,2,j3-4,,,
40.795919999999995,3,j3-4,,,
40.92924,1,w2,,,
41.26254,1,j2-3,,,
41.562509999999996,4,4-1,lb3,,
41.562509999999996,5,4-1,rb3,,
41.72916,2,4-1,lb2,,
41.72916,3,4-1,rb2,,
42.12912,1,3-4,,,
42.429089999999995,1,hj4,,,
42.49575,5,w1,,,
42.49575,4,w1,,,
42.49575,2,hj1,,,
42.49575,3,hj1,,,
42.56241,4,hj1,,,
42.56241,5,hj1,,,
43.06236,4,j1-2,,,
43.06236,5,j1-2,,,
43.229009999999995,2,j1-2,,,
43.229009999999995,3,j1-2,,,
43.662299999999995,1,w4,,,
43.69563,1,j4-1,,,
44.062259999999995,4,2-3,lb2,,
44.062259999999995,5,2-3,rb2,,
44.22891,2,2-3,lb1,,
44.22891,3,2-3,rb1,,
44.62887,1,j1-2,,,
44.9955,5,w3,,,
44.9955,4,w3,,,
45.06216,1,2-3,,,
45.09549,2,3-4,,,
45.09549,3,3-4,,,
45.12882,4,3-4,,,
45.12882,5,3-4,,,
45.39546,4,j4-1,,,
45.39546,5,j4-1,,,
45.56211,2,j4-1,,,
45.56211,3,j4-1,,,
45.9954,1,j3-4,,,
46.29537,4,1-2,lb1,,
46.29537,5,1-2,rb1,,
46.462019999999995,2,1-2,lb0,,
46.462019999999995,3,1-2,rb0,,
46.861979999999996,1,4-1,,,
47.228609999999996,5,w2,,,
47.228609999999996,4,w2,,,
47.39526,3,w2,,,
47.39526,2,w2,,,
47.39526,1,sj1,,,
47.49525,2,sj2,,,
47.49525,3,sj2,,,
47.59524,4,sj2,,,
47.59524,5,sj2,,,
47.695229999999995,1,sj1,,,
47.79522,2,sj2,,,
47.79522,3,sj2,,,
47.89521,4,sj2,,,
47.89521,5,sj2,,,
48.19518,1,w1,,,
48.22851,MOT_mc_stage_color_00,b-flash,,
48.22851,1,1-2,,f2,
48.29517,3,w2,,,
48.29517,2,w2,,,
48.39516,5,w2,,,
48.39516,4,w2,,,
48.69513,1,lp2,,,
48.82845,4,2-3,lb0,,
48.82845,5,2-3,rb0,,
48.9951,2,2-3,r1,,
48.9951,3,2-3,l1,,
49.39506,1,j2-3,,,
49.42839,1,3-4,l1,,
49.761689999999994,5,w3,,,
49.761689999999994,4,w3,,,
49.92834,3,w3,,,
49.92834,2,w3,,,
49.92834,1,,l2,,
50.36163,1,w4,,,
50.62827,1,,lb1,,
50.9949,1,4-1,lb0,,
51.394859999999994,1,sp1-2,,,
52.42809,1,sj2,,,
52.528079999999996,2,3-4,,,
52.528079999999996,3,3-4,,,
52.62807,4,3-4,,,
52.62807,5,3-4,,,
52.928039999999996,1,lp2,,,
53.327999999999996,1,2-3,,,
53.46132,3,w4,,,
53.46132,2,w4,,,
53.56131,5,w4,,,
53.56131,4,w4,,,
53.794619999999995,1,lp3,,,
54.527879999999996,1,3-4,r1,,
55.09449,1,,r2,,
55.461119999999994,1,w4,,,
55.52778,1,lp4,,,
56.12772,2,4-1,,,
56.12772,3,4-1,,,
56.12772,1,w4,rb1,,
56.227709999999995,4,4-1,,,
56.227709999999995,5,4-1,,,
56.49435,1,4-1,rb0,,
56.86098,1,lp1,,,
57.027629999999995,1,1-2,,,
57.060959999999994,3,w1,,,
57.060959999999994,2,w1,,,
57.16095,5,w1,,,
57.16095,4,w1,,,
57.394259999999996,1,j2-3,,,
57.827549999999995,1,lp3,,,
58.194179999999996,1,j3-4,,,
58.260839999999995,MOT_mc_stage_color_00,b-flash,,
58.260839999999995,2,j1-2,,,
58.260839999999995,3,j1-2,,,
58.3275,4,j1-2,,,
58.3275,5,j1-2,,,
58.82745,1,lp4,,,
58.82745,2,lp2,,,
58.82745,3,lp2,,,
58.82745,4,lp2,,,
58.82745,5,lp2,,,
60.82725,MOT_mc_stage_color_00,b-flash,,
60.82725,4,j2-3,,,
60.82725,5,j2-3,,,
60.89391,2,j2-3,,,
60.89391,3,j2-3,,,
60.96057,1,j4-1,,,
61.493849999999995,1,lp1,,,
61.493849999999995,2,lp3,,,
61.493849999999995,3,lp3,,,
61.493849999999995,4,lp3,,,
61.493849999999995,5,lp3,,,
62.260439999999996,MOT_mc_stage_color_00,b-flash,,
62.260439999999996,MOT_mc_light_up_00,l2,,
62.260439999999996,MOT_mc_bg_black_00,b65-80,,
62.260439999999996,1,1-2,,,
62.59374,1,lp2,,,
63.19368,1,2-3,,,
63.526979999999995,1,lp3,,,
64.76019,2,3-4,,,
64.76019,3,3-4,,,
64.76019,4,3-4,,,
64.76019,5,3-4,,,
65.16015,2,4-1,,,
65.16015,3,4-1,,,
65.16015,4,4-1,,,
65.16015,5,4-1,,,
65.16015,1,3-4,,,
65.52678,2,lp1,,,
65.52678,3,lp1,,,
65.52678,4,lp1,,,
65.52678,5,lp1,,,
65.52678,1,lp4,,,
67.52658,MOT_mc_stage_color_00,b-flash,,
67.52658,1,4-1,,,
67.92654,1,lp1,,,
68.55981,1,j1-2,,,
69.22641,1,lp2,,,
69.89301,2,1-2,,,
69.89301,3,1-2,,,
69.89301,4,1-2,,,
69.89301,5,1-2,,,
69.89301,1,2-3,,,
70.25963999999999,2,lp2,,,
70.25963999999999,3,lp2,,,
70.25963999999999,4,lp2,,,
70.25963999999999,5,lp2,,,
70.25963999999999,1,lp3,,,
72.62607,MOT_mc_stage_color_00,y-flash,,
72.62607,1,3-4,,,
72.85938,2,2-3,,,
72.85938,3,2-3,,,
72.85938,4,2-3,,,
72.85938,5,2-3,,,
72.95936999999999,1,lp4,,,
73.49265,1,j4-1,,,
73.59264,MOT_mc_stage_color_00,y-flash,,
73.59264,2,sj3,,,
73.59264,3,sj3,,,
73.59264,4,sj3,,,
73.59264,5,sj3,,,
73.95927,1,j1-2,,,
74.09259,5,w3,,,
74.09259,4,w3,,,
74.09259,3,w3,,,
74.09259,2,w3,,,
74.35923,MOT_mc_stage_color_00,y-flash,,
74.35923,2,j3-4,,,
74.35923,3,j3-4,,,
74.35923,4,j3-4,,,
74.35923,5,j3-4,,,
74.45922,1,j2-3,,,
74.75918999999999,MOT_mc_stage_color_00,y-flash,,
74.95917,2,sj4,,,
74.95917,3,sj4,,,
74.95917,4,sj4,,,
74.95917,5,sj4,,,
74.95917,1,j3-4,,,
75.15915,MOT_mc_stage_color_00,y-flash,,
75.45912,5,w4,,,
75.45912,4,w4,,,
75.45912,3,w4,,,
75.45912,2,w4,,,
75.49244999999999,2,j4-1,,,
75.49244999999999,3,j4-1,,,
75.49244999999999,4,j4-1,,,
75.49244999999999,5,j4-1,,,
75.49244999999999,1,j4-1,,,
75.59244,MOT_mc_stage_color_00,y-flash,,
75.9924,MOT_mc_stage_color_00,y-flash,,
75.9924,2,hj1,,,
75.9924,3,hj1,,,
75.9924,4,hj1,,,
75.9924,5,hj1,,,
75.9924,1,j1-2,,,
76.52568,MOT_mc_stage_color_00,y-flash,,
76.52568,1,j2-3,,,
76.69233,2,j1-2,,,
76.69233,3,j1-2,,,
76.79231999999999,MOT_mc_stage_color_00,y-flash,,
77.05896,MOT_mc_stage_color_00,r-flash,,
77.12562,4,j1-2,,,
77.12562,5,j1-2,,,
77.35893,MOT_mc_stage_color_00,r-flash,,
77.35893,1,hj3,,,
77.75889,3,w2,,,
77.75889,2,w2,,,
77.9922,MOT_mc_stage_color_00,r-flash,,
77.9922,4,2-3,,,
77.9922,5,2-3,,,
77.9922,2,2-3,,,
77.9922,3,2-3,,,
78.25883999999999,MOT_mc_stage_color_00,r-flash,,
78.25883999999999,MOT_mc_light_up_00,l4,,
78.25883999999999,MOT_mc_light_center_00,l3,,
78.25883999999999,MOT_mc_bg_black_00,b65-20,,
78.25883999999999,1,j3-4,,,
78.32549999999999,2,j3-4,,,
78.32549999999999,3,j3-4,,,
78.32549999999999,4,j3-4,,,
78.32549999999999,5,j3-4,,,
78.69212999999999,1,4-1,,,
78.82545,2,4-1,rb0,,
78.82545,3,4-1,lb0,,
78.95877,4,4-1,l1,,
78.95877,5,4-1,r1,,
79.42539,1,1-2,,,
79.55870999999999,2,1-2,l1,,
79.55870999999999,3,1-2,r1,,
79.69203,4,1-2,l2,,
79.69203,5,1-2,r2,,
79.95867,1,j2-3,,,
80.19198,2,j2-3,,,
80.19198,3,j2-3,,,
80.45862,4,j2-3,,,
80.45862,5,j2-3,,,
80.45862,1,lp3,,,
80.92524,1,3-4,r1,,
80.92524,2,3-4,lb0,,
80.92524,3,3-4,r2,,
80.92524,4,3-4,lb1,,
80.92524,5,3-4,r3,,
81.35853,1,lp4,,,
81.35853,2,lp4,,,
81.35853,3,lp4,,,
81.35853,4,lp4,,,
81.35853,5,lp4,,,
82.05846,1,4-1,rb0,,
82.05846,2,4-1,l1,,
82.05846,3,4-1,rb1,,
82.05846,4,4-1,l2,,
82.05846,5,4-1,rb2,,
82.52508,1,lp1,,,
82.52508,2,lp1,,,
82.52508,3,lp1,,,
82.52508,4,lp1,,,
82.52508,5,lp1,,,
83.09169,MOT_mc_stage_color_00,r-flash,,
83.09169,1,1-2,l1,,
83.325,2,1-2,l2,,
83.325,4,1-2,l3,,
83.55830999999999,3,1-2,rb0,,
83.55830999999999,5,1-2,rb1,,
83.89161,1,j2-3,,,
83.95827,2,j2-3,,,
83.95827,3,j2-3,,,
84.02493,4,j2-3,,,
84.02493,5,j2-3,,,
84.35822999999999,1,,lb0,,
84.35822999999999,2,,lb1,,
84.35822999999999,3,,r1,,
84.35822999999999,4,,lb2,,
84.35822999999999,5,,r2,,
84.69153,1,3-4,r1,,
84.69153,2,3-4,lb0,,
84.69153,3,3-4,r2,,
84.69153,4,3-4,lb1,,
84.69153,5,3-4,r3,,
85.12482,1,lp4,,,
85.12482,2,lp4,,,
85.12482,3,lp4,,,
85.12482,4,lp4,,,
85.12482,5,lp4,,,
85.85808,MOT_mc_stage_color_00,r-flash,,
85.85808,2,4-1,l1,,
85.85808,4,4-1,l2,,
86.02472999999999,3,4-1,rb1,,
86.02472999999999,5,4-1,rb2,,
86.19138,1,4-1,rb0,,
86.62467,1,lp1,,,
86.62467,2,lp1,,,
86.62467,3,lp1,,,
86.62467,4,lp1,,,
86.62467,5,lp1,,,
87.72456,MOT_mc_stage_color_00,r-flash,,
87.72456,2,1-2,lb0,,
87.72456,4,1-2,lb1,,
87.95787,1,1-2,r1,,
88.19118,3,1-2,r2,,
88.19118,5,1-2,r3,,
88.59114,1,lp2,,,
88.59114,2,lp2,,,
88.59114,3,lp2,,,
88.59114,4,lp2,,,
88.59114,5,lp2,,,
88.82445,1,j2-3,,,
88.89111,2,j2-3,,,
88.89111,3,j2-3,,,
88.95777,4,j2-3,,,
88.95777,5,j2-3,,,
89.29106999999999,1,,rb0,,
89.29106999999999,2,,l1,,
89.29106999999999,3,,rb1,,
89.29106999999999,4,,l2,,
89.29106999999999,5,,rb2,,
89.62437,1,3-4,l1,,
89.62437,2,3-4,l2,,
89.62437,3,3-4,rb0,,
89.62437,4,3-4,l3,,
89.62437,5,3-4,rb1,,
90.02432999999999,1,lp4,,,
90.02432999999999,2,lp4,,,
90.02432999999999,3,lp4,,,
90.02432999999999,4,lp4,,,
90.02432999999999,5,lp4,,,
90.49095,3,4-1,r1,,
90.49095,5,4-1,r2,,
90.6576,1,4-1,lb0,,
90.82424999999999,2,4-1,lb1,,
90.82424999999999,4,4-1,lb2,,
91.19087999999999,1,j1-2,,,
91.19087999999999,2,j1-2,,,
91.19087999999999,3,j1-2,,,
91.19087999999999,4,j1-2,,,
91.19087999999999,5,j1-2,,,
91.75748999999999,1,lp2,,,
91.75748999999999,2,lp2,,,
91.75748999999999,3,lp2,,,
91.75748999999999,4,lp2,,,
91.75748999999999,5,lp2,,,
91.85748,1,hj2,,,
91.92414,MOT_mc_stage_color_00,r-flash,,
92.45742,2,hj2,,,
92.45742,3,hj2,,,
92.55740999999999,1,j2-3,,,
92.89071,4,j2-3,,,
92.89071,5,j2-3,,,
93.25734,1,3-4,,,
93.55731,1,j4-1,,,
93.69063,3,w2,,,
93.69063,2,w2,,,
93.72395999999999,2,j2-3,,,
93.72395999999999,3,j2-3,,,
93.72395999999999,4,j3-4,,,
93.72395999999999,5,j3-4,,,
93.9906,1,lp1,,,
94.42389,1,,l1,,
94.42389,2,,l2,,
94.42389,3,,rb0,,
94.42389,4,,l3,,
94.42389,5,,rb1,,
94.79052,5,w4,,,
94.79052,4,w4,,,
94.79052,3,w3,,,
94.79052,2,w3,,,
94.82385,4,4-1,,,
94.9905,2,3-4,,,
95.15715,1,1-2,,,
95.32379999999999,3,3-4,,,
95.49045,5,4-1,,,
95.75708999999999,4,w1,,,
95.92374,2,w4,,,
95.9904,MOT_mc_stage_color_00,r-flash,,
95.9904,2,4-1,lb1,,
95.9904,4,1-2,lb2,,
96.09039,1,2-3,lb0,,
96.19037999999999,3,4-1,r1,,
96.19037999999999,5,1-2,r2,,
96.59034,1,lp3,,,
96.59034,2,lp1,,,
96.59034,3,lp1,,,
96.59034,4,lp2,,,
96.59034,5,lp2,,,
97.49024999999999,MOT_mc_stage_color_00,r-flash,,
97.49024999999999,1,hj3,,,
98.19018,MOT_mc_stage_color_00,r-flash,,
98.19018,2,1-2,,,
98.19018,3,1-2,,,
98.19018,4,j2-3,,,
98.19018,5,j2-3,,,
98.19018,1,j3-4,,,
98.82345,MOT_mc_stage_color_00,r-flash,,
98.82345,1,hj4,,,
98.92344,2,hj2,,,
98.92344,3,hj2,,,
99.02342999999999,4,hj3,,,
99.02342999999999,5,hj3,,,
99.55671,1,lp4,,,
99.55671,2,lp2,,,
99.55671,3,lp2,,,
99.55671,4,lp3,,,
99.55671,5,lp3,,,
100.05666,4,j3-4,,,
100.05666,5,j3-4,,,
100.28997,2,j2-3,,,
100.28997,3,j2-3,,,
100.52328,1,j4-1,,,
100.68992999999999,4,4-1,lb1,,
100.68992999999999,5,4-1,rb1,,
100.92323999999999,1,1-2,,,
100.92323999999999,2,3-4,lb0,,
100.92323999999999,3,3-4,rb0,,
101.25654,4,1-2,lb0,,
101.25654,5,1-2,rb0,,
101.62317,2,4-1,r1,,
101.62317,3,4-1,l1,,
101.85647999999999,1,w2,,,
101.95647,1,j2-3,,,
101.95647,1,3-4,,b1,
102.18978,5,w2,,,
102.18978,4,w2,,,
102.3231,4,j2-3,,,
102.3231,5,j2-3,,,
102.55641,3,w1,,,
102.55641,2,w1,,,
102.68973,2,j1-2,,,
102.68973,3,j1-2,,,
102.88971,1,w4,,,
103.18968,MOT_mc_stage_color_00,r-flash,,
103.18968,3,2-3,lb0,,
103.18968,2,2-3,rb0,,
103.18968,1,j4-1,,,
103.38965999999999,5,w3,,,
103.38965999999999,4,w3,,,
103.52297999999999,5,3-4,r1,,
103.52297999999999,4,3-4,l1,,
103.88960999999999,3,3-4,r1,,
103.88960999999999,2,3-4,l1,,
104.18957999999999,5,4-1,r2,,
104.18957999999999,4,4-1,l2,,
104.25623999999999,1,w1,,,
104.68952999999999,4,j1-2,,,
104.68952999999999,5,j1-2,,,
104.82284999999999,3,w4,,,
104.82284999999999,2,w4,,,
104.92284,2,j4-1,,,
104.92284,3,j4-1,,,
105.15615,1,j1-2,,,
105.3228,4,2-3,,,
105.3228,5,2-3,,,
105.55610999999999,1,2-3,,,
105.55610999999999,2,1-2,l2,,
105.55610999999999,3,1-2,r2,,
105.88941,4,3-4,l3,,
105.88941,5,3-4,r3,,
106.25604,2,2-3,,,
106.25604,3,2-3,,,
106.48935,1,w3,,,
106.58933999999999,1,j3-4,,,
106.82265,5,w4,,,
106.82265,4,w4,,,
106.95597,4,4-1,l4,,
106.95597,5,4-1,r4,,
107.18928,3,w3,,,
107.18928,2,w3,,,
107.3226,2,3-4,l3,,
107.3226,3,3-4,r3,,
107.55591,4,1-2,,,
107.55591,5,1-2,,,
107.65589999999999,1,w4,,,
107.92254,2,4-1,,,
107.92254,3,4-1,,,
108.22251,1,4-1,,,
108.35583,2,lp1,,,
108.35583,3,lp1,,,
108.35583,4,lp2,,,
108.35583,5,lp2,,,
108.58914,1,lp1,,,
108.88910999999999,1,1-2,,,
109.05575999999999,4,sj2,,,
109.05575999999999,5,sj2,,,
109.15575,2,sj1,,,
109.15575,3,sj1,,,
109.22241,1,lp2,,b0,
109.55570999999999,5,w2,,,
109.55570999999999,4,w2,,,
109.6557,3,w1,,,
109.6557,2,w1,,,
109.72236,1,j2-3,,,
109.98899999999999,4,j2-3,,,
109.98899999999999,5,j2-3,,,
110.08899,2,j1-2,,,
110.08899,3,j1-2,,,
110.65559999999999,1,j3-4,,,
111.05556,5,w3,,,
111.05556,4,w3,,,
111.05556,1,sp4-1,,,
111.05556,2,sp2-3,,,
111.05556,3,sp2-3,,,
111.05556,4,sp3-4,,,
111.05556,5,sp3-4,,,
112.38875999999999,4,j4-1,,,
112.38875999999999,5,j4-1,,,
112.72206,2,j3-4,,,
112.72206,3,j3-4,,,
113.05536,1,j1-2,,,
113.45532,5,w1,,,
113.45532,4,w1,,,
113.52198,1,sp2-3,,,
113.52198,2,sp4-1,,,
113.52198,3,sp4-1,,,
113.52198,4,sp1-2,,,
113.52198,5,sp1-2,,,
116.52167999999999,MOT_mc_stage_color_00,r-flash,,
116.52167999999999,1,3-4,,f1,
116.52167999999999,2,sj1,,,
116.52167999999999,3,sj1,,,
116.52167999999999,4,sj2,,,
116.52167999999999,5,sj2,,,
116.92164,1,lp4,,,
117.02163,5,w2,,,
117.02163,4,w2,,,
117.02163,3,w1,,,
117.02163,2,w1,,,
117.12162,1,sj4,,,
117.45492,1,lp4,,,
117.55490999999999,1,j4-1,,,
117.85488,MOT_mc_stage_color_00,b-flash,,
