0.03333,MOT_control_all,zoom1,,
79.42539,1,sj2,,
79.85867999999999,1,sj2,,
80.25864,1,sj2,,
80.69193,1,lp2,,
81.3252,1,2-3,,
81.79182,1,sj3,,
82.25844,1,sj3,,
82.6584,1,3-4,,
83.15835,1,j4-1,,
83.62496999999999,1,lp1,,
84.19158,1,1-2,,
84.22491,2,sj4,,
84.59154,1,w2,,
84.69153,2,sj4,,
85.12482,2,sj4,,
85.59143999999999,2,4-1,,
86.02472999999999,2,sj1,,
86.45801999999999,2,j1-3,,
86.92464,2,j3-4,,
87.39126,2,j4-2,,
87.89121,2,lp2,,
88.9911,2,2-3,,
89.39106,2,sj3,,
89.89101,2,sj3,,
90.3243,2,3-4,,
90.72426,2,j4-1,,
91.19087999999999,2,lp1,,
91.75748999999999,2,1-4,,
91.75748999999999,1,2-4,,
92.15745,1,w4,,
92.15745,2,w4,,
92.72406,1,4-1,,
92.72406,2,4-1,,
93.12402,1,j1-2,,
93.12402,2,j1-2,,
93.52398,1,lp2,,
93.52398,2,lp2,,
94.75719,1,,l1,
94.75719,2,,r1,
95.6571,1,,l2,
95.6571,2,,r2,
96.05705999999999,1,,l3,
96.05705999999999,2,,r3,
96.52368,1,j2-3,,
96.52368,2,j2-3,,
98.42349,1,j3-4,,
98.42349,2,j3-4,,
98.89010999999999,1,sj4,,
98.89010999999999,2,sj4,,
99.35673,1,lp4,,
99.35673,2,lp4,,
100.38996,1,sj4,,
100.82325,2,sj4,,
101.28987,1,sj4,,
101.75649,2,sj4,,
102.22310999999999,1,j4-1,,
102.22310999999999,2,j4-1,,
102.68973,1,lp1,,
102.68973,2,lp1,,
103.35633,1,,lb2,
103.35633,2,,rb2,
103.82294999999999,1,,lb1,
103.82294999999999,2,,rb1,
104.12292,1,j1-2,,
104.12292,2,j1-2,,
105.08949,1,j2-3,,
105.08949,2,j2-3,,
105.58944,1,sj3,,
105.58944,2,sj3,,
106.02273,1,sj3,,
106.02273,2,sj3,,
106.52268,1,3-2,,
106.52268,2,3-2,,
106.95597,1,sp2-3,,
106.95597,2,sp2-3,,
108.22251,1,sj2,,
108.22251,2,sj2,,
108.32249999999999,MOT_mc_light_under_00,l2,,
108.62246999999999,1,sj2,,
108.62246999999999,2,sj2,,
109.02243,1,sj2,,
109.02243,2,sj2,,
109.42239,1,sj2,,
109.42239,2,sj2,,
109.78902,1,2-4,,
109.78902,2,2-4,,
110.08899,1,,lb0,
110.08899,2,,rb0,
110.38896,1,lp4,,
110.38896,2,lp4,,
111.82215,1,4-2,,
111.82215,2,4-2,,
112.18878,1,lp2,,
112.18878,2,lp2,,
113.72196,1,2-1,,
113.72196,2,2-1,,
114.08859,1,lp1,,
114.08859,2,lp1,,
115.58843999999999,1,j1-3,,
115.58843999999999,2,j1-3,,
116.12172,1,3-1,,
116.12172,2,3-1,,
116.55501,1,1-2,,
116.55501,2,1-2,,
117.02163,1,2-3,,
117.02163,2,2-3,,
117.48825,1,3-4,,
117.48825,2,3-4,,
118.02153,1,sj4,,
118.02153,2,sj4,,
118.48814999999999,1,sj4,,
118.48814999999999,2,sj4,,
118.92143999999999,1,sj4,,
118.92143999999999,2,sj4,,
119.3214,1,j4-1,,
119.3214,2,j4-1,,
119.78801999999999,1,lp1,,
119.78801999999999,2,lp1,,
121.38785999999999,1,1-2,l1,
121.38785999999999,2,1-2,r1,
121.75448999999999,1,w2,,
121.75448999999999,2,w2,,
122.42108999999999,1,,l2,
122.42108999999999,2,,r2,
122.78772,MOT_mc_light_under_00,l1,,
123.22100999999999,1,j2-4,,
123.22100999999999,2,j2-4,,
123.62097,1,w4,,
123.62097,2,w4,,
