0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,2,sort,-500,
0.03333,3,sort,-500,
0.03333,4,sort,-500,
0.03333,5,sort,-500,
29.930339999999998,2,w1,,,
30.49695,1,4-1,lb1,,
30.930239999999998,1,lp1,,,
30.963569999999997,2,1-2,lb1,,
30.963569999999997,3,1-2,lb1,,
30.963569999999997,4,1-2,lb1,,
30.963569999999997,5,1-2,lb1,,
31.19688,1,1-2,lb0,,
31.63017,1,lp2,,,
31.6635,2,2-3,lb0,,
31.6635,3,2-3,lb0,,
31.6635,4,2-3,lb0,,
31.6635,5,2-3,lb0,,
32.16345,1,j2-3,,,
32.16345,2,j3-4,,,
32.16345,3,j3-4,,,
32.16345,4,j3-4,,,
32.16345,5,j3-4,,,
32.56341,1,3-4,,,
32.56341,2,4-1,,,
32.56341,3,4-1,,,
32.56341,4,4-1,,,
32.56341,5,4-1,,,
32.93004,1,lp4,,,
32.93004,2,lp1,,,
32.93004,3,lp1,,,
32.93004,4,lp1,,,
32.93004,5,lp1,,,
33.33,1,4-1,,,
33.33,2,1-2,,,
33.33,3,1-2,,,
33.33,4,1-2,,,
33.33,5,1-2,,,
33.69663,1,lp1,,,
33.69663,2,lp2,,,
33.69663,3,lp2,,,
33.69663,4,lp2,,,
33.69663,5,lp2,,,
34.49655,1,j1-2,,,
34.49655,2,j2-3,,,
34.49655,3,j2-3,,,
34.49655,4,j2-3,,,
34.49655,5,j2-3,,,
34.96317,1,j2-3,,,
34.96317,2,j3-4,,,
34.96317,3,j3-4,,,
34.96317,4,j3-4,,,
34.96317,5,j3-4,,,
35.29647,1,lp3,,,
35.29647,2,lp4,,,
35.29647,3,lp4,,,
35.29647,4,lp4,,,
35.29647,5,lp4,,,
35.56311,1,3-4,,,
35.56311,2,4-1,,,
35.56311,3,4-1,,,
35.56311,4,4-1,,,
35.56311,5,4-1,,,
35.896409999999996,1,hj4,,,
35.896409999999996,2,hj1,,,
35.896409999999996,3,hj1,,,
35.896409999999996,4,hj1,,,
35.896409999999996,5,hj1,,,
36.49635,1,lp4,,,
36.49635,2,lp1,,,
36.49635,3,lp1,,,
36.49635,4,lp1,,,
36.49635,5,lp1,,,
37.39626,4,1-2,,,
37.39626,5,1-2,,,
37.62957,2,1-2,,,
37.62957,3,1-2,,,
37.896209999999996,1,4-1,,,
38.09619,MOT_mc_stage_color_00,r-flash,,
38.09619,MOT_mc_bg_black_00,b45-80,,
38.12952,MOT_mc_light_up_00,l1,,
38.12952,MOT_mc_light_center_00,l1,,
38.16285,4,2-3,,,
38.16285,5,2-3,,,
38.42949,2,2-3,,,
38.42949,3,2-3,,,
38.69613,1,1-2,,,
38.69613,2,3-4,,,
38.69613,3,3-4,,,
38.69613,4,3-4,,,
38.69613,5,3-4,,,
39.06276,1,2-3,,,
39.06276,2,4-1,,,
39.06276,3,4-1,,,
39.06276,4,4-1,,,
39.06276,5,4-1,,,
39.42939,1,j3-4,,,
39.42939,2,j1-2,,,
39.42939,3,j1-2,,,
39.42939,4,j1-2,,,
39.42939,5,j1-2,,,
39.76269,1,lp4,,,
39.76269,2,lp2,,,
39.76269,3,lp2,,,
39.76269,4,lp2,,,
39.76269,5,lp2,,,
40.69593,1,,l1,,
40.69593,2,,l1,,
40.69593,3,,l1,,
40.69593,4,,l1,,
40.69593,5,,l1,,
41.02923,1,4-1,,,
41.02923,2,2-3,,,
41.02923,3,2-3,,,
41.02923,4,2-3,,,
41.02923,5,2-3,,,
41.36253,1,lp1,lb0,,
41.36253,2,lp3,lb0,,
41.36253,3,lp3,lb0,,
41.36253,4,lp3,lb0,,
41.36253,5,lp3,lb0,,
42.762389999999996,1,1-2,,,
42.762389999999996,2,3-4,,,
42.762389999999996,3,3-4,,,
42.762389999999996,4,3-4,,,
42.762389999999996,5,3-4,,,
43.06236,1,lp2,,,
43.06236,2,lp4,,,
43.06236,3,lp4,,,
43.06236,4,lp4,,,
43.06236,5,lp4,,,
43.49565,1,2-3,,,
43.49565,2,4-1,,,
43.49565,3,4-1,,,
43.49565,4,4-1,,,
43.49565,5,4-1,,,
44.22891,4,1-2,,,
44.29557,2,1-2,,,
44.36223,1,3-4,,,
44.428889999999996,5,w1,,,
44.428889999999996,3,1-2,,,
44.49555,5,1-2,,,
44.895509999999994,5,2-3,,,
44.96217,3,2-3,,,
45.02883,1,4-1,,,
45.09549,2,2-3,,,
45.16215,4,2-3,,,
45.52878,1,1-2,,,
45.52878,2,3-4,,,
45.52878,3,3-4,,,
45.52878,4,3-4,,,
45.52878,5,3-4,,,
45.82875,1,2-3,,,
45.82875,2,4-1,,,
45.82875,3,4-1,,,
45.82875,4,4-1,,,
45.82875,5,4-1,,,
46.16205,1,j3-4,,,
46.16205,2,j1-2,,,
46.16205,3,j1-2,,,
46.16205,4,j1-2,,,
46.16205,5,j1-2,,,
46.56201,1,sj4,,,
46.56201,2,sj2,,,
46.56201,3,sj2,,,
46.56201,4,sj2,,,
46.56201,5,sj2,,,
47.02863,1,sj4,,,
47.02863,2,sj2,,,
47.02863,3,sj2,,,
47.02863,4,sj2,,,
47.02863,5,sj2,,,
47.52858,5,w2,,,
47.52858,4,w2,,,
47.52858,3,w2,,,
47.52858,2,w2,,,
47.52858,1,w4,,,
47.76189,1,4-1,,,
47.76189,2,2-3,,,
47.76189,3,2-3,,,
47.76189,4,2-3,,,
47.76189,5,2-3,,,
48.16185,1,sp1-2,,,
48.16185,2,sp3-4,,,
48.16185,3,sp3-4,,,
48.16185,4,sp3-4,,,
48.16185,5,sp3-4,,,
49.46172,1,j2-3,,,
49.89501,2,j4-1,,,
49.89501,3,j4-1,,,
49.89501,1,lp3,,,
50.3283,2,lp1,,,
50.3283,3,lp1,,,
50.461619999999996,4,j4-1,,,
50.461619999999996,5,j4-1,,,
50.82825,4,lp1,,,
50.82825,5,lp1,,,
51.328199999999995,1,3-4,,,
51.328199999999995,2,1-2,,,
51.328199999999995,3,1-2,,,
51.328199999999995,4,1-2,,,
51.328199999999995,5,1-2,,,
51.728159999999995,1,4-1,,,
51.728159999999995,2,2-3,,,
51.728159999999995,3,2-3,,,
51.728159999999995,4,2-3,,,
51.728159999999995,5,2-3,,,
52.094789999999996,1,j1-2,,,
52.094789999999996,2,j3-4,,,
52.094789999999996,3,j3-4,,,
52.094789999999996,4,j3-4,,,
52.094789999999996,5,j3-4,,,
52.39476,MOT_mc_stage_color_00,b-flash,,
52.46142,MOT_mc_bg_black_00,b45-20,,
52.46142,MOT_mc_light_up_00,l4,,
52.46142,MOT_mc_light_center_00,l3,,
52.528079999999996,1,2-3,,f2,
52.528079999999996,2,sort,-500,
52.528079999999996,3,sort,-500,
52.528079999999996,4,sort,-500,
52.528079999999996,5,sort,-500,
52.82805,2,4-1,,,
52.82805,3,4-1,,,
52.82805,4,4-1,,,
52.82805,5,4-1,,,
52.928039999999996,1,lp3,,,
53.22801,2,lp1,,,
53.22801,3,lp1,,,
53.22801,4,lp1,,,
53.22801,5,lp1,,,
53.361329999999995,1,sj3,,,
53.56131,2,j1-2,,,
53.56131,3,j1-2,,,
53.56131,4,j1-2,,,
53.56131,5,j1-2,,,
53.69463,1,sj3,,,
54.02793,2,lp2,,,
54.02793,3,lp2,,,
54.02793,4,lp2,,,
54.02793,5,lp2,,,
54.09459,1,3-4,,,
54.26124,2,2-3,,,
54.26124,3,2-3,,,
54.26124,4,2-3,,,
54.26124,5,2-3,,,
54.42789,1,lp4,,,
54.6612,2,lp3,,,
54.6612,3,lp3,,,
54.6612,4,lp3,,,
54.6612,5,lp3,,,
54.86118,1,4-1,,,
55.027829999999994,2,j3-4,,,
55.027829999999994,3,j3-4,,,
55.027829999999994,4,j3-4,,,
55.027829999999994,5,j3-4,,,
55.461119999999994,1,1-2,,,
55.52778,2,lp4,,,
55.52778,3,lp4,,,
55.52778,4,lp4,,,
55.52778,5,lp4,,,
55.794419999999995,1,lp2,,,
55.9944,2,sp4-1,,,
55.9944,3,sp4-1,,,
55.9944,4,sp4-1,,,
55.9944,5,sp4-1,,,
56.12772,1,j2-3,,,
56.12772,2,j1-2,,,
56.12772,3,j1-2,,,
56.12772,4,j1-2,,,
56.12772,5,j1-2,,,
57.09429,1,3-4,,,
57.09429,2,2-3,,,
57.09429,3,2-3,,,
57.09429,4,2-3,,,
57.09429,5,2-3,,,
57.49425,1,j4-1,,,
57.49425,2,j3-4,,,
57.49425,3,j3-4,,,
57.49425,4,j3-4,,,
57.49425,5,j3-4,,,
57.860879999999995,1,1-2,,,
57.860879999999995,2,4-1,,,
57.860879999999995,3,4-1,,,
57.860879999999995,4,4-1,,,
57.860879999999995,5,4-1,,,
58.194179999999996,1,2-3,,,
58.49415,2,1-2,r1,,
58.49415,3,1-2,l1,,
58.49415,4,1-2,r1,,
58.49415,5,1-2,l1,,
58.56081,1,lp3,,,
58.92744,2,j2-3,,,
58.92744,3,j2-3,,,
58.92744,4,j2-3,,,
58.92744,5,j2-3,,,
59.12742,1,j3-4,,,
59.427389999999995,2,lp3,,,
59.427389999999995,3,lp3,,,
59.427389999999995,4,lp3,,,
59.427389999999995,5,lp3,,,
59.56071,1,lp4,,,
59.76069,2,3-4,r2,,
59.76069,3,3-4,l2,,
59.76069,4,3-4,r2,,
59.76069,5,3-4,l2,,
60.16065,2,lp4,,,
60.16065,3,lp4,,,
60.16065,4,lp4,,,
60.16065,5,lp4,,,
60.260639999999995,1,4-1,,,
60.56061,1,lp1,,,
60.660599999999995,2,4-1,rb1,,
60.660599999999995,3,4-1,lb1,,
60.660599999999995,4,4-1,rb1,,
60.660599999999995,5,4-1,lb1,,
60.92724,1,1-2,,,
61.22721,2,1-2,rb0,,
61.22721,3,1-2,lb0,,
61.22721,4,1-2,rb0,,
61.22721,5,1-2,lb0,,
61.22721,1,lp2,,,
61.59384,2,lp2,,,
61.59384,3,lp2,,,
61.59384,4,lp2,,,
61.59384,5,lp2,,,
61.62717,1,2-3,l1,,
61.72716,2,2-3,l1,,
61.72716,4,2-3,l1,,
61.927139999999994,1,lp3,,,
62.06046,3,2-3,r1,,
62.06046,5,2-3,r1,,
62.260439999999996,1,3-4,lb0,,
62.42709,2,lp3,,,
62.42709,3,lp3,,,
62.42709,4,lp3,,,
62.42709,5,lp3,,,
62.52708,1,lp4,,,
62.86038,1,hj4,,,
63.127019999999995,4,j3-4,,,
63.127019999999995,5,j3-4,,,
63.460319999999996,3,j3-4,,,
63.460319999999996,2,j3-4,,,
63.69363,1,4-1,,,
63.82695,2,lp4,,,
63.82695,3,lp4,,,
63.82695,4,lp4,,,
63.82695,5,lp4,,,
64.09358999999999,1,sj1,,,
64.46021999999999,1,j1-2,,,
64.82685,1,2-3,,,
65.52678,2,4-1,,,
65.52678,3,4-1,,,
65.52678,4,4-1,,,
65.52678,5,4-1,,,
65.52678,1,j3-4,,,
65.92674,2,lp1,,,
65.92674,3,lp1,,,
65.92674,4,lp1,,,
65.92674,5,lp1,,,
65.92674,1,lp4,,,
66.26004,1,4-1,,,
66.62666999999999,2,1-2,lb0,,
66.62666999999999,3,1-2,rb0,,
66.62666999999999,1,lp1,,,
66.99329999999999,4,1-2,lb0,,
66.99329999999999,5,1-2,rb0,,
67.02663,1,j1-2,,,
67.3266,2,lp2,,,
67.3266,3,lp2,,,
67.3266,4,lp2,,,
67.3266,5,lp2,,,
67.62657,1,2-3,,,
67.92654,1,lp3,,,
68.25984,4,2-3,r1,,
68.25984,5,2-3,l1,,
68.25984,2,2-3,r1,,
68.25984,3,2-3,l1,,
68.25984,1,3-4,,,
68.55981,2,lp3,,,
68.55981,3,lp3,,,
68.55981,4,lp3,,,
68.55981,5,lp3,,,
68.55981,1,lp4,,,
69.62637,1,4-1,,,
69.95967,1,1-2,,,
70.29297,1,j2-3,,,
70.6596,1,j3-4,,,
70.69292999999999,4,3-4,,,
70.69292999999999,5,3-4,,,
70.69292999999999,2,3-4,,,
70.69292999999999,3,3-4,,,
71.09289,2,lp4,,,
71.09289,3,lp4,,,
71.09289,4,lp4,,,
71.09289,5,lp4,,,
71.09289,1,lp4,,,
72.45942,2,4-1,,,
72.45942,3,4-1,,,
72.45942,4,4-1,,,
72.45942,5,4-1,,,
72.45942,1,4-1,,,
72.72605999999999,1,1-2,,,
72.89271,2,lp1,,,
72.89271,3,lp1,,,
72.89271,4,lp1,,,
72.89271,5,lp1,,,
73.02602999999999,1,lp2,,,
73.49265,2,j1-2,,,
73.49265,3,j1-2,,,
73.49265,4,j1-2,,,
73.49265,5,j1-2,,,
73.49265,1,sj2,,,
73.85928,2,lp2,,,
73.85928,3,lp2,,,
73.85928,4,lp2,,,
73.85928,5,lp2,,,
73.89260999999999,1,sj2,,,
74.32589999999999,1,j2-3,,,
74.69252999999999,1,lp3,,,
74.89251,2,2-3,rb0,,
74.89251,3,2-3,lb0,,
74.89251,4,2-3,rb0,,
74.89251,5,2-3,lb0,,
75.05915999999999,1,3-4,,,
75.22581,2,lp3,,,
75.22581,3,lp3,,,
75.22581,4,lp3,,,
75.22581,5,lp3,,,
75.35913,1,lp4,,,
76.15905,1,j4-1,,,
76.3257,2,3-4,l1,,
76.3257,3,3-4,r1,,
76.3257,4,3-4,l1,,
76.3257,5,3-4,r1,,
76.55901,1,sj1,,,
76.65899999999999,2,4-1,l2,,
76.65899999999999,4,4-1,l2,,
76.92564,1,j1-2,,,
76.9923,3,4-1,r2,,
76.9923,5,4-1,r2,,
77.35893,2,lp1,,,
77.35893,3,lp1,,,
77.35893,4,lp1,,,
77.35893,5,lp1,,,
77.35893,1,lp2,,,
77.69223,2,1-2,,,
77.69223,3,1-2,,,
77.69223,4,1-2,,,
77.69223,5,1-2,,,
77.69223,1,2-3,,,
77.82554999999999,MOT_mc_stage_color_00,y-flash,,
77.89220999999999,MOT_mc_bg_black_00,b45-80,,
78.02553,2,lp2,,,
78.02553,3,lp2,,,
78.02553,4,lp2,,,
78.02553,5,lp2,,,
78.02553,1,lp3,,,
80.22531,1,3-4,,,
80.22531,2,2-3,,,
80.22531,3,2-3,,,
80.22531,4,2-3,,,
80.22531,5,2-3,,,
80.62527,3,3-4,r3,,
80.62527,2,3-4,l3,,
80.62527,1,lp4,,,
80.9919,4,3-4,l3,,
80.9919,5,3-4,r3,,
81.39186,2,lp4,,,
81.39186,3,lp4,,,
81.39186,4,lp4,,,
81.39186,5,lp4,,,
81.75849,1,4-1,,,
81.75849,2,4-1,,,
81.75849,3,4-1,,,
81.75849,4,4-1,,,
81.75849,5,4-1,,,
82.12512,1,lp1,,,
82.12512,2,lp1,,,
82.12512,3,lp1,,,
82.12512,4,lp1,,,
82.12512,5,lp1,,,
83.09169,1,1-2,,,
83.25833999999999,2,1-2,,,
83.25833999999999,3,1-2,,,
83.42499,4,1-2,,,
83.42499,5,1-2,,,
83.45832,1,lp2,,,
83.89161,2,lp2,,,
83.89161,3,lp2,,,
83.89161,4,lp2,,,
83.89161,5,lp2,,,
84.42488999999999,1,2-3,,,
84.49154999999999,2,2-3,lb2,,
84.49154999999999,3,2-3,rb2,,
84.62487,4,2-3,lb2,,
84.62487,5,2-3,rb2,,
84.79151999999999,1,lp3,,,
85.02483,2,lp3,,,
85.02483,3,lp3,,,
85.02483,4,lp3,,,
85.02483,5,lp3,,,
85.62477,2,3-4,lb1,,
85.62477,3,3-4,rb1,,
85.72475999999999,1,j3-4,,,
85.75809,4,3-4,lb1,,
85.75809,5,3-4,rb1,,
86.12472,2,lp4,,,
86.12472,3,lp4,,,
86.12472,4,lp4,,,
86.12472,5,lp4,,,
86.12472,1,lp4,,,
87.05796,1,j4-1,,,
87.12462,2,sj4,,,
87.12462,3,sj4,,,
87.12462,4,sj4,,,
87.12462,5,sj4,,,
87.45792,2,lp4,,,
87.45792,3,lp4,,,
87.45792,4,lp4,,,
87.45792,5,lp4,,,
87.45792,1,lp1,,,
87.6579,2,j4-1,,,
87.6579,3,j4-1,,,
87.85788,4,j4-1,,,
87.85788,5,j4-1,,,
88.15785,2,lp1,,,
88.15785,3,lp1,,,
88.15785,4,lp1,,,
88.15785,5,lp1,,,
88.49114999999999,1,j1-2,,,
88.82445,2,1-2,,,
88.82445,3,1-2,,,
88.82445,4,1-2,,,
88.82445,5,1-2,,,
89.15775,1,j2-3,,,
89.49105,2,2-3,,,
89.49105,3,2-3,,,
89.49105,4,2-3,,,
89.49105,5,2-3,,,
89.82435,1,j3-4,,,
89.82435,2,j3-4,,,
89.82435,3,j3-4,,,
89.82435,4,j3-4,,,
89.82435,5,j3-4,,,
90.15764999999999,1,sp4-1,,,
90.15764999999999,2,sp4-1,,,
90.15764999999999,3,sp4-1,,,
90.15764999999999,4,sp4-1,,,
90.15764999999999,5,sp4-1,,,
90.72426,1,sj1,,,
90.72426,2,sj1,,,
90.72426,3,sj1,,,
90.72426,4,sj1,,,
90.72426,5,sj1,,,
91.15755,1,j1-2,,,
91.15755,2,j1-2,,,
91.15755,3,j1-2,,,
91.15755,4,j1-2,,,
91.15755,5,j1-2,,,
91.35753,MOT_mc_stage_color_00,b-flash,,
91.42419,MOT_mc_bg_black_00,b45-20,,
91.59084,1,2-3,,,
91.89081,2,2-3,,,
91.89081,3,2-3,,,
91.89081,4,2-3,,,
91.89081,5,2-3,,,
91.9908,1,lp3,,,
92.29077,2,lp3,,,
92.29077,3,lp3,,,
92.29077,4,lp3,,,
92.29077,5,lp3,,,
92.42408999999999,1,sj3,,,
92.62406999999999,2,j3-4,,,
92.62406999999999,3,j3-4,,,
92.62406999999999,4,j3-4,,,
92.62406999999999,5,j3-4,,,
92.75739,1,sj3,,,
93.09069,2,lp4,,,
93.09069,3,lp4,,,
93.09069,4,lp4,,,
93.09069,5,lp4,,,
93.15735,1,3-4,,,
93.324,2,4-1,,,
93.324,3,4-1,,,
93.324,4,4-1,,,
93.324,5,4-1,,,
93.49065,1,lp4,,,
93.72395999999999,2,lp1,,,
93.72395999999999,3,lp1,,,
93.72395999999999,4,lp1,,,
93.72395999999999,5,lp1,,,
93.92394,1,4-1,,,
94.09058999999999,2,j1-2,,,
94.09058999999999,3,j1-2,,,
94.09058999999999,4,j1-2,,,
94.09058999999999,5,j1-2,,,
94.52387999999999,1,1-2,,,
94.59053999999999,2,lp2,,,
94.59053999999999,3,lp2,,,
94.59053999999999,4,lp2,,,
94.59053999999999,5,lp2,,,
94.85718,1,lp2,,,
95.05716,2,sp2-3,,,
95.05716,3,sp2-3,,,
95.05716,4,sp2-3,,,
95.05716,5,sp2-3,,,
95.19048,1,j2-3,,,
95.19048,2,j3-4,,,
95.19048,3,j3-4,,,
95.19048,4,j3-4,,,
95.19048,5,j3-4,,,
96.15705,1,3-4,,,
96.15705,2,4-1,,,
96.15705,3,4-1,,,
96.15705,4,4-1,,,
96.15705,5,4-1,,,
96.55700999999999,1,j4-1,,,
96.55700999999999,2,j1-2,,,
96.55700999999999,3,j1-2,,,
96.55700999999999,4,j1-2,,,
96.55700999999999,5,j1-2,,,
96.92363999999999,1,1-2,,,
96.92363999999999,2,2-3,,,
96.92363999999999,3,2-3,,,
96.92363999999999,4,2-3,,,
96.92363999999999,5,2-3,,,
97.25694,1,2-3,,,
97.55691,2,3-4,lb0,,
97.55691,3,3-4,rb0,,
97.55691,4,3-4,lb0,,
97.55691,5,3-4,rb0,,
97.62357,1,lp3,,,
97.9902,2,j4-1,,,
97.9902,3,j4-1,,,
97.9902,4,j4-1,,,
97.9902,5,j4-1,,,
98.19018,1,j3-4,,,
98.49015,2,lp1,,,
98.49015,3,lp1,,,
98.49015,4,lp1,,,
98.49015,5,lp1,,,
98.62347,1,4-1,,,
98.82345,2,1-2,r1,,
98.82345,3,1-2,l1,,
98.82345,4,1-2,r1,,
98.82345,5,1-2,l1,,
99.22341,2,lp2,,,
99.22341,3,lp2,,,
99.22341,4,lp2,,,
99.22341,5,lp2,,,
99.22341,1,j1-2,,,
99.62337,1,lp2,,,
99.72336,2,2-3,rb0,,
99.72336,3,2-3,lb0,,
99.72336,4,2-3,rb0,,
99.72336,5,2-3,lb0,,
99.99,1,2-3,,,
100.28997,2,3-4,l1,,
